"features"	"LV1"	"LV2"
1012	-0.0436764423245984	0.0543574211817378
1016	-0.0400173322364353	0.044061473581678
1021	-0.0314752800168211	0.0443196930134395
1022	-0.0307231223960671	0.0438010281121348
1036	-0.0528470805004027	-0.0954006271180521
1144	-0.056012714413174	0.00934886933199858
1147	-0.0549351143118099	0.00544828442781992
115	-0.0612145169124721	0.0219353092879165
117	-0.064113392677722	0.0200497765014056
1224	-0.0345863700392164	-0.0407935549625612
124	-0.0587908140922427	0.027673079194382
1270	-0.0415204794657138	-0.0124506285011421
1282	-0.0473951946819769	0.0523056233591458
1303	-0.0440877122538485	-0.0911924516393806
1320	-0.039662680422536	-0.0880806991575728
1335	-0.0407703596595743	0.0727461941189291
1358	-0.0528875501190728	-0.117545904373711
1374	-0.0370143611616015	0.0582685919994279
1379	-0.0475246849404095	-0.00724878630626325
1381	-0.0500960765829385	-0.00319378272569229
1382	-0.0501296457280992	-0.001877371725383
139	-0.0387610693828672	-0.0748416081030547
1393	-0.0474245968322973	-0.106169822870116
1465	-0.0405530890545702	0.0141140986376158
1466	-0.0484850056121524	0.0194654020720359
1469	-0.0545895316226705	-0.0464086677335861
1470	-0.0452813389942901	0.0193332290915726
1490	-0.0452583391717857	-0.0135560357556255
1500	-0.0379760497369968	0.0685072401112431
1512	-0.0354816060124089	0.0675650968251408
1541	-0.0439398301046027	0.0729328734042348
1542	-0.0447442682335176	0.0762893932447624
1550	-0.0637706594219815	0.00756313894883229
157	-0.0384161682947682	-0.0732669770416457
1575	-0.0422932588991872	0.0752205661514565
1579	-0.042660086190182	-0.0183435283537213
159	-0.0599844914185573	0.0334023503342922
1599	-0.0370754251186748	-0.0756600409562687
160	-0.0370928751182975	-0.0812266745921288
1601	-0.0482955038892362	-0.0868815917387785
1602	-0.0426061311188389	-0.0831610256024678
161	-0.0430240252194457	-0.0835611316494518
1615	-0.0431370117114285	0.0855817182369265
162	-0.0603920344284911	0.0252886391355569
1621	-0.0390649354624208	0.042342341577727
1622	-0.0413836204947003	0.037062866600702
1623	-0.0349053957568716	0.0406190369006392
1624	-0.0510440041813199	-0.00373710650443873
1627	-0.0476652618921669	-0.00750043971121842
1628	-0.0483383222613991	-0.00868177602811257
1629	-0.0498087315008288	-0.00657942594306713
1634	-0.060899907551206	0.0494445273747222
1635	-0.0496615587277225	-0.0709692191785703
1639	-0.0454158823451773	-0.095730733552832
1641	-0.0336418429567701	-0.0356314028131827
1642	-0.0466149094079192	-0.0983984579625304
1643	-0.0463237281495361	-0.0774755848596901
1646	-0.0401270379098621	-0.0505062731709553
1647	-0.057954236126485	0.0120728508678878
166	-0.0400341928374084	-0.0338606661296814
1661	-0.0519885924815282	-0.000283445918829467
1668	-0.0409342683074103	-0.0283930213348771
1669	-0.0683129349696781	0.0445571170132858
167	-0.0414704483850047	0.0197654315425207
1671	-0.0358245313437644	-0.0169052896959824
1674	-0.0493063280360162	-0.00450884810767741
1675	-0.0318903622773126	0.0314714350156153
1679	-0.0347968686556514	-0.000732397294852176
1706	-0.0514379847318939	0.0606455155707201
1718	-0.0477066686855309	0.0202531968638061
1729	-0.0567562739753082	0.0525113296537045
1746	-0.0339070628408502	0.0472587929226208
1747	-0.0332277075373763	-0.011858194282891
1749	-0.0577057003638419	0.0378962191620689
1753	-0.0504671246615918	0.0443380805841785
1759	-0.0574933670900828	0.0569950388581124
1769	-0.051077389096966	0.0243779268605486
178	-0.0567133030286764	0.0266473189594231
1780	-0.051160168081256	0.0479388721391096
1781	-0.0441450568821508	0.0895141662878337
1784	-0.0458022033355846	0.072943226013531
179	-0.0508022700972317	-0.050427788905252
1794	-0.0560714125255872	0.0337214506864366
1797	-0.0525030043098701	0.0584191189717513
1799	-0.0544624720086855	0.0530372316660759
1803	-0.0519066973506704	-0.00266994298913472
1805	-0.0492020562586022	0.0495695494870579
181	-0.0601489632979295	0.0318630399879701
1815	-0.0587775127919815	0.0391865987170183
1818	-0.0557956965108531	0.055930043934354
1819	-0.0462775960401892	0.0724686861833776
1828	-0.0473181422462181	0.0302919283714019
1829	-0.0588997072275732	-0.0136035575385066
1830	-0.0466932925942384	-0.00209906506135231
1834	-0.0513731041515003	-0.0106805367235938
1841	-0.0633712358576838	0.037376832982053
1843	-0.0414063153165325	-0.0219716231255002
1844	-0.0412496386115394	-0.0223926854632529
1846	-0.0695553984742796	0.0282889488719818
1847	-0.0389061156353007	0.029210628289155
185	-0.0543053367734314	-0.061380407075752
1856	-0.0535867701702207	0.0416396282940927
1864	-0.0557746724166571	0.0678784520978735
1866	-0.0500688159986354	0.0374038773560233
1881	-0.0489855043397693	0.0660051634636709
1889	-0.0723860436027615	-0.060462797546973
1892	-0.0574127484875884	0.0558480714190447
1893	-0.0539436013693471	0.0648602703163616
1898	-0.0660764950844078	0.0359201880804188
1899	-0.0590950634956903	-0.0714775267321855
1900	-0.053505727725519	0.0607058816308678
1903	-0.0618190127697106	0.0453081149664151
1916	-0.048335608355097	0.0764085523373654
1917	-0.0569638836034525	0.0541234941943722
1920	-0.0543723339248515	0.0404151519357769
1921	-0.0522654136176117	0.0222944534139182
1924	-0.0475758195516326	0.0736878315185603
1932	-0.0533841381538274	0.0528962298234733
1934	-0.0524128166530111	0.0389742550250182
1936	-0.0501654193025104	0.0380900564801732
1942	-0.038742551859289	0.0422932996986637
1943	-0.0456606784818114	0.0511166368166572
1948	-0.0320089532446486	0.0619653404649004
1962	-0.0334663195739474	0.0522126405200009
1964	-0.0390727238560768	-0.0308584636634375
1965	-0.0281556589857252	-0.0773264603511631
1967	-0.0342957678481337	-0.0768958516622005
1971	-0.0287837915688321	-0.076548403534784
1973	-0.0335082712691642	0.0507539431121515
1977	-0.0576292864496896	0.0211341889011388
1978	-0.0565392633557232	0.0223455659723879
1979	-0.050203648039182	0.041674161003778
1982	-0.037648383701231	-0.0528284463634712
1983	-0.0451702277117083	-0.086955156873269
1984	-0.0606012300531281	0.0376917340543264
1985	-0.0381579051933626	-0.0551407656370271
1987	-0.0514085464544752	-0.0797762154541832
1988	-0.0475556450882365	-0.00580690112949625
1989	-0.0399032222228778	-0.0557377558617045
1992	-0.0411635101564588	0.0788562595841018
1996	-0.0492723345991409	0.0614009293477604
2002	-0.0522470686725944	0.042574946471438
2004	-0.0390909890918236	0.0827168977502074
2014	-0.0579647447479584	0.0205246788309792
2015	-0.0691708910517908	-0.0361620494055676
2016	-0.0400207403704833	0.0427014783059072
2019	-0.0683853434436698	-0.0433477059769806
2022	-0.0649781330007574	-0.0134854725914996
2026	-0.067194310211097	-0.0182996919972324
2030	-0.0482158372298409	0.0491552685211821
2031	-0.0402813004734609	0.0497884151936009
2032	-0.047399802881585	0.0555287298875409
2033	-0.04785224850419	0.0526102890776656
2034	-0.0432473188769569	0.0446392126509474
2040	-0.0439266431081028	0.046770867279034
2045	-0.0397427213552183	0.0440984911859659
2046	-0.0546538425712207	0.0414757003583024
2048	-0.0278752442216663	-0.0260784973479841
2052	-0.0418692872488157	-0.02605927451795
2053	-0.0414825800617113	-0.0249423436301174
2054	-0.039248266908957	-0.0284611718329419
2055	-0.0386533900558824	-0.0300827699989946
2057	-0.0394958670478384	0.00333470003936774
2059	-0.0419290797417656	0.00304453324462954
2062	-0.0522325519069989	0.000737939745922824
2063	-0.0539165532018417	-0.000771659949747848
2065	-0.0412440497345406	-0.070216057360215
2068	-0.0385716373123614	-0.0328874543082091
2069	-0.0377725811503076	-0.0798909039674995
2071	-0.0529784461201083	0.0465241107456946
2073	-0.0435990295348018	0.0525456193972971
