#Scan#	SpectrumFile	Annotation	OrigAnnotation	Protein	dbIndex	numMods	matchOrientation	startMass	Charge	MQScore	p-value	isDecoy	StrictEnvelopeScore	UnstrictEvelopeScore	CompoundName	Organism	FileScanUniqueID	FDR	LibraryName	mzErrorPPM	LibMetaData	Smiles	Inchi	LibSearchSharedPeaks	Abundance	ParentMassDiff	SpecMZ	ExactMass	LibrarySpectrumID
43	spectra_filtered.mgf	*..*		:83509	183948	-1	0	155.081	1	0.79308	0	0	161.721	2200250.0	1-Ethyl-3-methyl-1H-pyrazole-4-carboxylic acid [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf43	-1	MSNLIB-POSITIVE.mgf	6584.12				6	0	1.02107	156.102	0	CCMSLIB00012885037
155	spectra_filtered.mgf	*..*		:2326	6918	-1	0	297.243	1	0.790055	0	0	215400.0	337182.0	NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585] [M-H2O+H]+	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	temp/spectra_filtered.mgf155	-1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE.mgf	3312.4				12	0	0.984589	296.258	0	CCMSLIB00005722214
38	spectra_filtered.mgf	*..*		:4789	5235	-1	0	189.112	1	0.779777	0	0	1274310.0	624870.0	azelaic acid CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf38	-1	BERKELEY-LAB.mgf	10406.1				7	0	1.96793	187.144	0	CCMSLIB00010107223
273	spectra_filtered.mgf	*..*		:7852	26315	-1	0	685.174	1	0.773311	0	0	603.568	496709.0	7-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-6-methoxychromen-2-one [M+K]+	MONA	temp/spectra_filtered.mgf273	-1	MONA.mgf	1416.46				13	0	0.97052	684.203	0	CCMSLIB00004698915
175	spectra_filtered.mgf	*..*		:5174	5174	-1	0	281.247	1	0.771019	0	0	716.361	277427.0	MoNA:790553 Linoleic acid M+H	MONA	temp/spectra_filtered.mgf175	-1	MONA.mgf	3496.67				9	0	0.983429	280.264	0	CCMSLIB00000567923
192	spectra_filtered.mgf	*..*		:16	16	-1	0	281.247	1	0.765436	0	0	5067.0	912000.0	linoleic acid [M+H]+	GNPS-SCIEX-LIBRARY	temp/spectra_filtered.mgf192	-1	GNPS-SCIEX-LIBRARY.mgf	3496.67				13	0	0.983429	280.264	0	CCMSLIB00006581640
132	spectra_filtered.mgf	*..*		:38184	38184	-1	0	278.284	1	0.753065	0	0	150.749	94873.8	PERHEXILINE [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf132	-1	MSNLIB-POSITIVE.mgf	7113.32				7	0	1.97952	280.264	0	CCMSLIB00012344148
232	spectra_filtered.mgf	*..*		:1406	4504	-1	0	552.197	1	0.752658	0	0	514612.0	187536.0	Contaminant vial septum ThermoFisher C5000-44B M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf232	-1	GNPS-LIBRARY.mgf	3584.98				9	0	1.97961	554.177	0	CCMSLIB00005435829
235	spectra_filtered.mgf	*..*		:11777	4136	-1	0	297.315	1	0.752599	0	0	7557940.0	63381.3	Phytol; (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf235	-1	GNPS-LIBRARY.mgf	3431.49				6	0	1.02023	296.295	0	CCMSLIB00004722180
180	spectra_filtered.mgf	*..*		:2255	326	-1	0	279.231	1	0.749472	0	0	1008200.0	54617.8	Spectral Match to 9(10)-EpOME from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf180	-1	GNPS-NIST14-MATCHES.mgf	3520.72				6	0	0.983093	278.248	0	CCMSLIB00003134812
286	spectra_filtered.mgf	*..*		:16030	34493	-1	0	849.403	1	0.747535	0	0	577.294	297610.0	(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid [M+K]+	MONA	temp/spectra_filtered.mgf286	-1	MONA.mgf	999.453				12	0	0.848938	850.252	0	CCMSLIB00004707093
139	spectra_filtered.mgf	*..*		:7920	19919	-1	0	281.247	1	0.74346	0	0	780907.0	266963.0	Massbank:EQ331604 Linoleic acid|(9Z,12Z)-octadeca-9,12-dienoic acid M+H	MASSBANK	temp/spectra_filtered.mgf139	-1	MASSBANK.mgf	3496.78				6	0	0.983459	280.264	0	CCMSLIB00005733471
193	spectra_filtered.mgf	*..*		:30	720	-1	0	224.032	0	0.741478	0	0	211699.0	68019.7	GLUCOSAMINE 6-PHOSPHATE M-2H2O+H	GNPS-MSMLS	temp/spectra_filtered.mgf193	-1	GNPS-MSMLS.mgf	3688.29				6	0	0.826294	223.206	0	CCMSLIB00005464471
84	spectra_filtered.mgf	*..*		:1013	1013	-1	0	245.175	1	0.736147	0	0	22802900.0	251612.0	Brassylic acid - 40.0 eV M+H	BIRMINGHAM-UHPLC-MS-POS	temp/spectra_filtered.mgf84	-1	BIRMINGHAM-UHPLC-MS-POS.mgf	4014.12				8	0	0.984161	244.191	0	CCMSLIB00006114412
146	spectra_filtered.mgf	*..*		:5206	5206	-1	0	281.247	1	0.722628	0	0	476.055	260474.0	MoNA:790536 Linoleic acid M+H	MONA	temp/spectra_filtered.mgf146	-1	MONA.mgf	3496.78				8	0	0.983459	280.264	0	CCMSLIB00000567955
135	spectra_filtered.mgf	*..*		:16067	16067	-1	0	278.284	1	0.72143	0	0	151.231	75297.5	PERHEXILINE M+H	MCE-DRUG	temp/spectra_filtered.mgf135	-1	MCE-DRUG.mgf	7113.32				8	0	1.97952	280.264	0	CCMSLIB00010145791
176	spectra_filtered.mgf	*..*		:1	585	-1	0	299.222	1	0.714952	0	0	3668520.0	120589.0	Nephrosteranic acid [M+H]	LDB_POSITIVE	temp/spectra_filtered.mgf176	-1	LDB_POSITIVE.mgf	3167.9				10	0	0.947906	298.274	0	CCMSLIB00005720013
209	spectra_filtered.mgf	*..*		:6255	6255	-1	0	257.3	1	0.712681	0	0	5776090.0	488223.0	Massbank:FFF00150 5-beta-Androstane-3-alpha,17-beta-diol|Etiocholane-3-alpha,17-beta-diol [M-2H2O+H]+	MASSBANK	temp/spectra_filtered.mgf209	-1	MASSBANK.mgf	7265.27				7	0	1.86935	259.169	0	CCMSLIB00000213344
170	spectra_filtered.mgf	*..*		:7970	26433	-1	0	359.089	0	0.711683	0	0	262.819	85078.1	Carpachromene [M+Na]+	MONA	temp/spectra_filtered.mgf170	-1	MONA.mgf	2008.14				7	0	0.7211	358.368	0	CCMSLIB00004699033
20	spectra_filtered.mgf	*..*		:5344	5344	-1	0	251.154	1	0.706908	0	0	112456000.0	208072.0	Tryptamine_Benzaldehyde (known isomers: 0; isobaric peaks in run: 1) [M+H]+	GNPS-ALKYLAMINES-LIBRARY	temp/spectra_filtered.mgf20	-1	GNPS-ALKYLAMINES-LIBRARY.mgf	3651.11				6	0	0.916992	252.071	0	CCMSLIB00016348371
153	spectra_filtered.mgf	*..*		:13072	25071	-1	0	279.232	1	0.703892	0	0	16996.0	116269.0	Massbank:RP030402 ?-linolenic acid|linolenic acid|(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid M+H	MASSBANK	temp/spectra_filtered.mgf153	-1	MASSBANK.mgf	3694.26				8	0	1.03156	280.264	0	CCMSLIB00005738623
