"feature_id"	"feature"	"VIP"	"LV1"	"LV2"
2629	"NA_[2629_526.49_8.7]"	2.24598710944185	-0.037570271455137	0.00420328846869318
2970	"NA_[2970_1325.9_9.5]"	2.23458830438097	-0.0372224480103212	0.00278385362057095
728	"Precorallopyronin A_[728_529.33_2.8]"	2.17989133325225	-0.0368603292011829	0.0217463980652243
2485	"NA_[2485_546.54_8.3]"	2.16778534027143	-0.0364181925857801	0.000341528323685838
2538	"NA_[2538_586.57_8.4]"	2.1256611381416	-0.0357492322432591	0.00397321511103703
2624	"NA_[2624_1030_8.7]"	2.12144783453226	-0.0354424322792429	0.00276111792991588
2448	"NA_[2448_450.47_8.1]"	2.11552145117784	-0.0355541152166047	-0.0109205723047782
2616	"NA_[2616_528.5_8.7]"	2.11060879254389	-0.0356084749120786	0.0112593231411795
2490	"NA_[2490_560.55_8.3]"	2.10596629126968	-0.0351630005115096	0.00412096166395096
2541	"NA_[2541_560.55_8.4]"	2.0814944395998	-0.0351004810197668	0.0123297998581821
706	"NA_[706_516.33_2.8]"	2.07024456509754	-0.0352411219688433	0.0220573674577725
2691	"NA_[2691_1215.75_8.9]"	2.06675702488504	-0.0343749174643073	0.00660227162038289
2662	"NA_[2662_550.57_8.8]"	2.06076903915218	-0.0344057113344297	-0.00147267741858234
2409	"NA_[2409_438.47_8]"	2.05259438218886	-0.0347764243507033	-0.0103514034307074
735	"NA_[735_523.25_2.8]"	2.04178044533009	-0.0347154461034446	0.0226420529717196
2630	"NA_[2630_505.51_8.7]"	2.03892499833	-0.0344667694437188	-0.00752283847243412
2506	"NA_[2506_452.48_8.3]"	2.03599399525526	-0.0343388667203884	-0.0109798638828788
2627	"NA_[2627_1008.02_8.7]"	2.03197412666611	-0.0344134935362559	-0.0098058648149849
209	"NA_[209_359.33_1]"	2.02982224205885	-0.034154532529307	-0.0138007890924656
2979	"NA_[2979_534.56_9.5]"	2.02305640360484	-0.0340861468170538	-0.0119092636638592
734	"NA_[734_1007.53_2.8]"	2.02181534134503	-0.0343500789036692	0.0257855866922975
2977	"NA_[2977_537.57_9.5]"	2.02015685156518	-0.0339921983729424	-0.0140239321241561
294	"NA_[294_296.25_1.2]"	2.01648619757857	-0.033948643733029	-0.0198392821229915
2847	"NA_[2847_532.55_9.2]"	2.0155799661677	-0.0347512917090553	-0.00451795547964491
2978	"NA_[2978_535.56_9.5]"	2.01515359072376	-0.0339816665584644	-0.0126515247566553
2539	"NA_[2539_561.55_8.4]"	2.01148178676933	-0.0340578426916384	0.00955621422757013
2605	"NA_[2605_591.62_8.6]"	2.0109124464886	-0.0331606358334893	0.000831169988024098
2783	"NA_[2783_1034.03_9]"	2.00359988896126	-0.0332225409213565	0.00116717666938417
2558	"NA_[2558_528.51_8.5]"	2.00321754805832	-0.0335738569600074	-0.0150343942239369
2502	"NA_[2502_953.97_8.3]"	1.99808591845142	-0.0339572367812061	-0.014459148001372
624	"NA_[624_520.25_2.4]"	1.98944775145934	-0.0335726594427773	-0.00398132997715669
2505	"NA_[2505_510.54_8.3]"	1.98849546745338	-0.0332728623664137	-0.00727100250637994
703	"NA_[703_530.35_2.8]"	1.98815832670456	-0.0336507825108207	0.0279749588568088
2489	"NA_[2489_589.6_8.3]"	1.98803352370269	-0.0332176190009172	0.00301877420220771
2632	"NA_[2632_504.51_8.7]"	1.9876115690896	-0.0336519223820847	-0.00642527989354654
702	"NA_[702_572.4_2.8]"	1.98752318865016	-0.0334077480226901	0.0216419174093242
2543	"NA_[2543_546.54_8.4]"	1.98738933435195	-0.0336661930078362	0.0111338502684778
2688	"NA_[2688_504.51_8.8]"	1.97684473551495	-0.033439219079228	-0.00762907319948198
730	"NA_[730_991.56_2.8]"	1.97622707822902	-0.033863613765311	0.0242257281682796
3119	"NA_[3119_562.59_9.9]"	1.96717839457469	-0.0330219789148446	-0.0117872850103983
2466	"NA_[2466_522.54_8.2]"	1.96481002331935	-0.0325953523446076	0.00295137132742098
2631	"NA_[2631_506.52_8.7]"	1.96478354143183	-0.033288782814109	-0.00450593156546153
2739	"adenosylhopane_[2739_644.49_8.9]"	1.9633013511554	-0.0332602914465091	0.000195447470590491
2849	"NA_[2849_533.55_9.2]"	1.9629440750079	-0.0338197529420532	-0.00468590823646768
2735	"NA_[2735_518.53_8.9]"	1.95811982267857	-0.0337360822176264	-0.00181553425472906
2626	"NA_[2626_507.52_8.7]"	1.95724907812097	-0.0330395731526125	-0.00698398609338094
2771	"NA_[2771_126.63_9]"	1.95656648457925	-0.032899964952495	-0.0066354765606351
2745	"NA_[2745_673.54_8.9]"	1.95640363056877	-0.0326762918721066	0.00118604949282069
2817	"NA_[2817_593.63_9.1]"	1.95514507397112	-0.0321400223909505	-0.000768306774497066
2483	"Cer(d18:1/19:0)_[2483_562.56_8.3]"	1.95213691106027	-0.0328004972482433	0.00243718803483323
715	"Eerectquione B_[715_502.32_2.8]"	1.94989864224475	-0.033287779112302	0.0190370649951911
3073	"NA_[3073_548.58_9.7]"	1.94929424893168	-0.0331250610293337	-0.0131503585488086
732	"NA_[732_503.32_2.8]"	1.94703008637622	-0.0332198765281929	0.0196949857486971
712	"NA_[712_505.32_2.8]"	1.94238604814425	-0.0331732790012743	0.019555053725454
2835	"NA_[2835_518.53_9.1]"	1.9407863223554	-0.0334068204185501	-0.0111381250614705
2452	"NA_[2452_580.58_8.2]"	1.93929616007321	-0.0325333071006036	0.00134274048878736
2848	"NA_[2848_534.55_9.2]"	1.93734852182772	-0.0334177196745367	-0.00396868029928752
2479	"NA_[2479_561.55_8.3]"	1.93370351343185	-0.0322068848949096	0.00514626024569086
634	"NA_[634_483.27_2.5]"	1.93286547813504	-0.0333336875778417	0.0208676219670849
2687	"NA_[2687_505.52_8.8]"	1.93280592117833	-0.0326422926330242	-0.00890847549657176
