	PET_vs_PS_fold_change_log2	PET_vs_PS_p_value	PET_vs_Untreated_fold_change_log2	PET_vs_Untreated_p_value	PS_vs_Untreated_fold_change_log2	PS_vs_Untreated_p_value
Hexacosanoyl Carnitine	0.291130570590136	0.469563702928208	0.215991554337694	0.667372580257111	-0.0751390162524421	0.940574305461057
5-Pentyl-3h-furan-2-one	-0.183795650844122	0.576623522028575	-0.204825445666397	0.512509814072708	-0.0210297948222743	0.99352873772012
2,6-Nonadienoic acid	0.00163679466759401	0.999940000730922	-0.222240194334373	0.410405636382938	-0.223876989001968	0.404961746142725
Ganoderic acid GS-1	-0.370679826730701	0.163754860989285	-0.104956430418817	0.822961382028299	0.265723396311884	0.398756981667379
12Z-Nonadecen-9-one	0.0169904571864062	0.992268240545438	0.0742722519858323	0.858319206579994	0.057281794799426	0.911795767714745
(11E,15Z)-9,10,13-trihydroxyoctadeca-11,15-dienoic acid	0.0941761218261408	0.75527734391692	-0.104688657248292	0.739529558634486	-0.198864779074432	0.333182247828718
DG(18:2n6/0:0/18:2n6)	-0.0186390179436734	0.989039318307897	-0.196393947009735	0.364616397189194	-0.177754929066061	0.437620733400889
2,6-dimethyl-4-[2-[3-[(2-methylpropan-2-yl)oxy]-3-oxoprop-1-enyl]phenyl]-3,4-dihydropyridine-3,5-dicarboxylic acid diethyl ester	0.0751001674097964	0.945749280973172	0.34257061440649	0.276612106640216	0.267470446996693	0.427437733875745
gabapentin	-0.129725134944683	0.778662181774095	-0.141610511921699	0.744699043866	-0.0118853769770168	0.998065571367917
Chivosazole F	0.104857128849119	0.827531261101687	0.131904744256275	0.738704720390668	0.0270476154071558	0.986127847308639
N-[1-hydroxy-3-(4-hydroxyphenyl)propan-2-yl]-9-octadecenamide	0.285021735160835	0.247067507816054	-0.0320084000285987	0.984545164158991	-0.317030135189434	0.189908648757027
olaflur	0.358933597263276	0.357355908653089	0.335253273447385	0.410124824444243	-0.0236803238158913	0.993970605174147
7R-hydroxy-hexadecanoic acid	0.196778235463626	0.535532343974752	0.199214677836069	0.527065294716645	0.00243644237244235	0.999885270193135
11E,17-Octadecadien-9-ynoic acid	0.222392421336448	0.593556840166098	0.164866856023756	0.75578214863254	-0.0575255653126923	0.960390223089573
11-dodecen-1-ol	0.140664076187038	0.711954598242552	0.156158755134319	0.656476116031861	0.0154946789472813	0.995310290749672
(22R)-(17bH,21bH)-bis-Homohopan-32-ol acetate	0.10500384974291	0.778129168790443	0.0686182241469542	0.89985705052382	-0.0363856255959557	0.96843656834943
Talarazine A	-0.321927757809265	0.294331126218872	0.0717566287516281	0.917365416915899	0.393684386560893	0.158496816444632
2Z,4E-nonadienoic acid	0.0631497800653776	0.918377944189633	-0.192263323819816	0.529115053279278	-0.255413103885194	0.321801718223753
(9Z,11E,13E)-octadeca-9,11,13-trienoic acid	0.0572029736173914	0.894210752651511	-0.165038406457689	0.46654172512622	-0.222241380075081	0.252217226171866
C20 sphingosine	0.0505320584320357	0.951708408104016	0.122815378111559	0.739279667837742	0.0722833196795227	0.895997263854194
Cer(d16:1/18:0)	0.305575967171992	0.229401735220989	0.00657373888966227	0.999387137142706	-0.29900222828233	0.241455142389895
8,10-hexadecadiynoic acid	0.135693950850034	0.572982404421822	-0.103722995982959	0.75500854647694	-0.239416946832993	0.22110810185123
2,5-di-tert-Butyl-1,4-benzoquinone	-0.190874115246064	0.451439614940833	-0.121840403672731	0.704254878783334	0.0690337115733337	0.904530182995483
N-tetradecanoylicosaphytosphingosine	0.303391224871242	0.230889734221029	0	1	-0.303391224871242	0.230889734221029
7Z-Eicosen-11-one	0.0607682998414823	0.900469413914349	0.0258610594341676	0.981527809509097	-0.0349072404073146	0.965228531883072
YM-32890 A	0.0260120988784222	0.993891077306684	0.298824012050013	0.399049504301708	0.272811913171591	0.455403211017977
N-(2-Hydroxyisobutyl)-2,4,8,10,12-tetradecapentaenamide	0.00801085776635459	0.999289094209926	-0.145263409628084	0.812711024689002	-0.153274267394438	0.793114277446992
Erucoylacetone	0.137831632623391	0.726912840826141	-0.0295897057906244	0.986722047973787	-0.167421338414016	0.633371640494016
Spinetoram J	-0.000847811518680919	0.999989493175073	0.10876532640321	0.831740411892463	0.109613137921891	0.829465894316232
benzonatate	0	1	0.222392421336448	0.457428027594225	0.222392421336448	0.457428027594225
Kurilensoside H	0	1	0.222392421336448	0.457428027594225	0.222392421336448	0.457428027594225
boceprevir	-0.0933506898357201	0.917593863875488	0.39644306688331	0.146518737827636	0.48979375671903	0.0728098650176551
(3S,4S,7R,9R,12S,13S,16R,18R)-3,9,12-Trimethyl-18-ethyl-4,7:13,16-diepoxy-1,10-dioxacyclooctadecane-2,11-dione	-0.0677934717135018	0.926903757096638	0.172961500727195	0.568694714935273	0.240754972440697	0.363628602651337
D-galactosyl-N-hexadecanoylsphinganine	0.414154290007522	0.144802947530715	0.121645000437192	0.857529550050873	-0.29250928957033	0.329830483756502
N-dodecanoylsphinganine	0.15595744956941	0.710238782385766	0.152305451361236	0.721909112520466	-0.00365199820817319	0.999786590438592
(2E,10Z,13Z)-2-[(6Z,9Z)-pentadeca-6,9-dienyl]nonadeca-2,10,13-trienal	0.134145012499244	0.716069569968979	-0.112006380406003	0.820222141628832	-0.246151392905247	0.370005687406961
2,3-dinor-8-epi-prostaglandin F2alpha	0.172768806625	0.472286202259486	-0.0629002551963997	0.915360093912736	-0.2356690618214	0.276077718716984
pentaethylene glycol	-0.202227343582993	0.564841773427458	-0.258621455735454	0.414908868187887	-0.0563941121524614	0.962223653834262
3,6,9,12,15-octadecapentaenoic acid	0.0259938145636116	0.972139306675204	-0.173903191046216	0.358250805648902	-0.199897005609827	0.259300253418893
Cytospolide C	-0.125966630223829	0.830082152614164	0.0691733229035708	0.937235092402831	0.1951399531274	0.631145859170727
(2E)-geranyl hexadecanoate	0.0529660328375916	0.945668714237047	-0.0696764126975673	0.915216557295299	-0.122642445535159	0.755034387387167
dimyristoyl phosphatidylcholine	-0.00615165882843942	0.999642106460768	0.123072527673477	0.856346279452557	0.129224186501916	0.84360353153146
3-hydroxydodecanoylcarnitine	-0.216588594956881	0.507459029183019	0.103880010671226	0.817660276988143	0.320468605628107	0.221566851681579
O-dodecanoylcarnitine	-0.138688853097395	0.740106505151342	-0.00583950281568787	0.999402985848877	0.132849350281707	0.759179801152304
acetylcholine	-0.0264101763818819	0.981262819983041	-0.117084549875428	0.710793635376117	-0.0906743734935463	0.816301964644549
N-hexadecanoylsphingosine-1-phosphocholine	-0.0609292673770221	0.896147134320973	-0.166520308486241	0.48238093806071	-0.105591041109219	0.748437826368198
Ximenynic acid	0.139434928485932	0.542579354047994	-0.0998567508177552	0.761807247553038	-0.239291679303687	0.207889002232934
N-hexadecanoylphytosphingosine-1-phosphocholine	0.0029140217451004	0.999768917683805	-0.0860721033289416	0.829341369730585	-0.088986125074042	0.818542524974204
1-(3-O-sulfo-beta-D-galactosyl)-N-docosanoylsphingosine(1-)	0.0239390469064389	0.994011719457925	0.292387048637095	0.364895322669086	0.268448001730656	0.418094606267447
bis(2-ethylhexyl) phthalate	-0.129075502750218	0.740320673522507	-0.0740225200699602	0.901106214560333	0.0550529826802576	0.948515564604838
diisononyl phthalate	-0.27989582568133	0.334628346742497	-0.201808492119793	0.53762622228805	0.0780873335615375	0.923643557414845
N-(2-hydroxytetradecanoyl)icosasphinganine	0.196673504889929	0.554743944597035	0.164738698188522	0.664041354337119	-0.0319348067014071	0.982052066486912
4-(trimethylammonio)butanoate	0.122210285847131	0.829627546708051	0.0324355763295199	0.987567622344452	-0.0897747095176115	0.901527569407403
N-oleoyl-(4E,14Z)-sphingadienine-1-phosphocholine	0.0879139169729358	0.888384840861513	-0.0588830768993318	0.95295490832179	-0.146796993872268	0.731537232672029
N-(docosanoyl)ethanolamine	0.103202286164489	0.859048703707239	0.0590565414460411	0.952568469820626	-0.0441457447184479	0.97121739922057
Fusaridioic acid C	0.168374915885234	0.496555318524283	-0.0598694784890942	0.924130646197973	-0.228244394374328	0.303485053800601
1,2-dipalmitoleoyl-sn-glycero-3-phosphocholine	-0.0326301697856005	0.990352588626843	0.0854723056406428	0.930633278070333	0.118102475426243	0.874908823495287
N-octadecanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine	-0.0220668107912891	0.993594067646324	-0.155982622038922	0.750412252489904	-0.133915811247633	0.810968067941761
2-edahma [dmed-fahfa]	0.250560424280248	0.353187333846093	-0.00486787099779071	0.999646485886509	-0.255428295278039	0.341169996990801
tetraglyme	-0.216979690734525	0.559750407791204	-0.0817277101147449	0.910778623555584	0.135251980619781	0.803833466410742
6-{(1S,5S)-4-oxo-5-[(2Z)-pent-2-en-1-yl]cyclopent-2-en-1-yl}hexanoate	0.175296372846387	0.473966322370934	-0.0716233273295258	0.896010609656181	-0.246919700175912	0.258892786002822
N-(2R-methyl-3-hydroxy-ethyl)-16,16-dimethyl-5Z,8Z,11Z,14Z-docosatetraenoyl amine	0.144724842280273	0.617506318438384	-0.147305904632986	0.663642522278456	-0.292030746913259	0.19484607904696
Tricosanoyl-EA	0.075490079831979	0.836915755316235	0.0626990319667563	0.884968473973078	-0.0127910478652229	0.994611544462374
1,2-dioleoylglycerol	0.116372126816291	0.86868641100337	0.0180091622269547	0.996826597831884	-0.0983629645893363	0.902937705726554
1-octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoserine(1-)	-0.0068234356017584	0.999577326307049	-0.263308154821733	0.600708232552211	-0.256484719219975	0.617442879326753
1-stearoyl-2-arachidonoyl-sn-glycerol	0.0326752334603078	0.979977488520529	0.103238198942598	0.811171940287047	0.0705629654822902	0.904151704517633
N-palmitoylhexadecasphinganine	0.150311056567734	0.656266617886208	0.121111272883972	0.762796335513987	-0.0291997836837622	0.982382313187923
soblidotin	-0.0737558876853216	0.951610523564332	0.00558662008386378	0.999698402793187	0.0793425077691853	0.944037145104089
PC(18:1(9Z)/13:0)	-0.0678928579134095	0.952774069463712	-0.0164216084204533	0.997062294734768	0.0514712494929562	0.972846485513956
HexCer(d18:1/16:0)	0.00489499682494045	0.999649847413362	-0.161972368968765	0.716118139382345	-0.166867365793706	0.701111393731987
N-tetradecanoylsphinganine	0.231451032914812	0.265278644665213	0.0155320117211536	0.994372790774414	-0.215919021193659	0.307436567162673
Circulocin alpha	0.155808709717763	0.772387216289867	-0.0419619340860652	0.983535921767006	-0.197770643803829	0.670083917331837
1,2-di-O-pentadecanoyl-sn-glycero-3-phosphocholine	-0.0687166832241612	0.956650451562662	-0.0719860988435376	0.952646915243545	-0.00326941561937653	0.999904285069922
C16 phytosphingosine	-0.121839946197612	0.739986370658132	-0.125356088053714	0.727882158418345	-0.0035161418561025	0.999765281772113
cholesterol-2,2,3,4,4,6-d6	-0.257187034524148	0.335510923119507	0.0114036955121628	0.997215499379133	0.268590730036311	0.303546145387195
1-stearoyl-2-arachidonoyl-sn-glycero-3-phosphoserine(1-)	-0.104756388689464	0.781497810858052	-0.0830305360097989	0.853679023643358	0.0217258526796655	0.989874909695404
1,2-dioleoyl-sn-glycero-3-phospho-L-serine	-0.0585194898133098	0.968361155844728	-0.0269631133112016	0.993036391291372	0.0315563765021082	0.990852304252344
PC(16:1(9Z)/17:1(9Z))	-0.0817587702875484	0.937259095059317	-0.0268423564615957	0.992743301352394	0.0549164138259528	0.971645815710269
15-tetracosenal	0.0634062333526265	0.871166762164324	0.0176000047096263	0.98966706266182	-0.0458062286430004	0.929419599026067
(25R)-24R,26R-dimethyl-26,27-cyclo-cholest-5-en-3beta-ol	0.076455376668719	0.831098229167899	0.0572280371527905	0.902243022871387	-0.0192273395159285	0.987753801553198
N-stearoylhexadecasphinganine	0.243334093685993	0.346201120578876	-0.0457741488987243	0.96755435795428	-0.289108242584718	0.242829541248533
1-hexadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine zwitterion	-0.0309353399479526	0.984619311542145	-0.130871641051668	0.775193673219328	-0.0999363011037153	0.863796706038639
(9E)-10-nitrooctadecenoic acid	-0.060479349086049	0.884192957795242	-0.153093686034264	0.491709841424351	-0.0926143369482149	0.773252172308013
1-O-oleoyl-N-acetylsphingosine	0.222392421336448	0.457428027594225	0	1	-0.222392421336448	0.457428027594225
Microcyclamide GL628	0.00157767851815275	0.999975610788427	-0.220814742818295	0.671098214694617	-0.222392421336448	0.667083443045748
1,2-di-O-palmitoyl-sn-glycero-3-phosphocholine	-0.00862927212539663	0.999297171312715	0.0182368583228541	0.996806444272229	0.0268661304482508	0.993124934022772
Desmethoxymajusculamide C	0.0400121602654564	0.984768908765153	0.133660513616381	0.834653842908462	0.0936483533509244	0.912319260430534
1-hexadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine	0.023929677389925	0.993281240803395	-0.0573680111695773	0.964111069050626	-0.0812976885595021	0.928267077515081
PC(P-16:0/20:5(5Z,8Z,11Z,14Z,17Z))	0.117723469065566	0.759735218544007	0.0178371303992606	0.994021216243286	-0.0998863386663052	0.817663497250592
N-nonadecanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine	-0.00799095648776588	0.997793985231457	-0.149670290072818	0.511589032018439	-0.141679333585052	0.548701577987768
3-alpha-D-glucuronosyl-2-palmitoyl-1-stearoyl-sn-glycerol	-0.0472244386535739	0.982021442288535	-0.0117532712331591	0.998847641889463	0.0354711674204146	0.989893676661713
2-(Tetradecanoylamino)-3-methylbutyric acid 2-deoxy-2-(butyrylamino)-alpha-D-glucopyranosyl ester	-0.00721124591564949	0.999123557740768	0.122876190877485	0.760771677821853	0.130087436793134	0.737653430600508
GW 7647	0.076332045429648	0.925717885157008	0.313689891176098	0.245922488771349	0.23735784574645	0.415674413964758
PC(15:0/17:1(9Z))	-0.0210037398363668	0.996274443263743	-0.029974497675728	0.992475759768588	-0.00897075783936115	0.999333213718023
N-oleoylglycinate	-0.123654047754132	0.5402830897695	-0.135591004724749	0.482698917768397	-0.0119369569706173	0.994563381150121
1,2-bis-[(9Z,11Z)-octadecadienoyl]-sn-glycero-3-phosphoethanolamine	-0.0235850726747317	0.992305274450464	0.0571894132863194	0.953227624585767	0.080774485961051	0.910542133683425
1-pentadecanoyl-2-hexadecanoyl-sn-glycero-3-phosphocholine	-0.166509525736955	0.572471395300487	-0.23204986002906	0.366512464459363	-0.0655403342921047	0.926744535779993
(2Z,10Z,13Z)-2-tridecylnonadeca-2,10,13-trienal	-0.0112440855511979	0.996353696715242	-0.0581516479882053	0.910294099170327	-0.0469075624370075	0.940992091673372
DG(20:0/18:3(6Z,9Z,12Z)/0:0)	0.0980332158713031	0.912997656797224	0.0876167815661541	0.930275721333747	-0.0104164343051489	0.998902046628261
1-(1Z-hexadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine	0.0984289154406256	0.887346462318949	0.0811087528071399	0.922744886959154	-0.0173201626334858	0.996062131542105
1-(1Z-hexadecenyl)-2-tetradecanoyl-sn-glycero-3-phosphocholine	0.0338248856113971	0.99179923061338	0.0265062551926375	0.994980490623849	-0.00731863041875975	0.999607223762282
11-tetradecynoic acid	0.0802012659060928	0.843716852332439	-0.19647544611938	0.446825286038536	-0.276676712025473	0.202365816147338
lysophosphatidylethanolamine (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)	-0.108237332773907	0.897250692226734	-0.0468317983714295	0.978922123301454	0.0614055344024779	0.966620379461557
PC(17:1(9Z)/17:1(9Z))	-0.07210596831567	0.951372074681515	-0.0491269636437924	0.976722366559018	0.0229790046718777	0.995104052805628
N-[(9Z)-hexadecenoyl]glycinate	-0.0111580621610288	0.996614339521816	-0.169421352637703	0.512244667525947	-0.158263290476674	0.558367246402329
Ebastine	0.036901403908721	0.971384802984959	0.044766115015725	0.957989026483736	0.00786471110700371	0.998638001973639
N-(2-hydroxyhexadecanoyl)sphinganine	0.257137068010631	0.292981724793671	-0.144311772860052	0.731966103312356	-0.401448840870683	0.0836207518699508
PE(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))	0.00443254797322444	0.999801374902306	0.0271900721399631	0.992438998826308	0.022757524166739	0.994680167582822
dolichyl palmitate	0.222392421336448	0.457428027594225	0	1	-0.222392421336448	0.457428027594225
batzelladine A	-0.143911798900426	0.787206143103621	-0.166647846743245	0.730351844068195	-0.0227360478428194	0.994609272654646
PC(17:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	0.0254420831935364	0.989697150750097	-0.0451763796691353	0.969427944941513	-0.0706184628626717	0.925911966213451
PC(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))	-0.0697354119614516	0.901582311782108	-0.124389883110287	0.731375855539131	-0.0546544711488353	0.943117547026424
LysoPA(22:5(4Z,7Z,10Z,13Z,16Z)/0:0)	-0.0769164312015812	0.916642477557071	0.0156975477939581	0.996119964445407	0.0926139789955392	0.880540359364016
9-[(9Z),(12Z)-octadecadienoyloxy]-octadecanoate	0.251201202353463	0.311133931924488	-0.0251839257304969	0.989557209575136	-0.27638512808396	0.254215370318355
1-hexadecyl-2-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl]-sn-glycero-3-phosphocholine	0.0071484753078876	0.999538753876082	0.0905268128231024	0.924978517972197	0.083378337515215	0.935630843520397
1-[(9Z)-octadecenoyl]-2-[(6Z,9Z)-octadecadienoyl]-sn-glycero-3-phosphocholine	-0.115000329636471	0.810755345866303	-0.140289264313814	0.73728094420154	-0.0252889346773438	0.990711204696192
1-heptadecanoyl-2-arachidonoyl-sn-glycero-3-phosphoethanolamine zwitterion	0.0167868963959179	0.994901983065404	0.0128109809924612	0.997035460666927	-0.00397591540345674	0.999710677747418
(2E,10Z,13Z)-2-[(Z)-pentadec-6-enyl]nonadeca-2,10,13-trienal	0.0758247515177305	0.865816943320514	0.009567087062715	0.99778995723615	-0.0662576644550154	0.894935521558615
palmitoleoyl ethanolamide	-0.0498665672822958	0.938512510079798	0.183828334674374	0.385646431465819	0.23369490195667	0.237457905445635
N-tetradecanoylicosasphinganine	0.09264429166291	0.809636629484713	-0.0643662655428698	0.911939552527017	-0.15701055720578	0.567826408109726
PC(P-18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	0.0374488715349854	0.986279852378655	0.00101205637944441	0.999990152683604	-0.0364368151555411	0.986996945629056
12-(octadecanoyloxy)octadecanoate	0.20837568370301	0.473532030332757	0.109425986393115	0.818810583722352	-0.0989496973098953	0.827796924168349
Putative (3-hydroxyoctadecanoyl)glycine	-0.249692503683164	0.416141807807431	0.0178404727153984	0.994297439161835	0.267532976398562	0.36432449520087
PC(P-18:1(9Z)/18:3(6Z,9Z,12Z))	0.0901648796924496	0.866136072348877	0.0827530936748634	0.886363185097389	-0.00741178601758621	0.99896195478276
1-(1Z-hexadecenyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine	0.0184072563165629	0.997410646830057	0.0573422141847177	0.974520651826787	0.0389349578681548	0.988009733624894
PC(19:0/18:4(6Z,9Z,12Z,15Z))	0.0282382590374461	0.992349357854351	-0.0472769056703214	0.979794860280888	-0.0755151647077676	0.948387320790799
11-Oxooctadecanoic acid	0.151876005799307	0.520862070703201	-0.0837233391956764	0.840228832196906	-0.235599344994983	0.245363292799061
PC(P-16:0/20:3(5Z,8Z,11Z))	0.015811726525256	0.997049400778423	0.117919483346671	0.83999394172377	0.102107756821415	0.87585762796278
PC(P-18:1(9Z)/18:2(9Z,12Z))	0.0544973508609726	0.967686706677335	0.129941997117227	0.823142523856047	0.0754446462562538	0.933591852934311
PC(P-18:1(9Z)/16:1(9Z))	0.0389046810947474	0.98783651210718	0.0806254331127431	0.947477025078261	0.0417207520179957	0.985230038075689
2-[4-(2-hydroxyethyl)piperazin-1-yl]ethanesulfonic acid	0.108250516721482	0.852019373455484	-0.0384683566416079	0.981723487142837	-0.14671887336309	0.75273195105417
Cer(d18:0/15:0)	0.19662890083381	0.580021102443257	0.156886362123176	0.710309139181216	-0.0397425387106345	0.974623460625408
(1R,4aR,5S)-5-(3-hydroxy-3-methylpent-4-enyl)-1,4a-dimethyl-6-methylidene-3,4,5,7,8,8a-hexahydro-2H-naphthalene-1-carboxylic acid	0.0892359381344326	0.765395485257379	-0.105057850356398	0.724226557677294	-0.194293788490831	0.329301914553188
1-octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine zwitterion	0.0269784064775951	0.989600643749121	-0.193717516292036	0.638278636020269	-0.220695922769631	0.555360673523905
PC(17:1(9Z)/14:0)	0.0313520949514404	0.990405546236458	0.00256914305927302	0.999936502655688	-0.0287829518921674	0.991892256740796
PC(P-18:0/20:5(5Z,8Z,11Z,14Z,17Z))	0.0725265593622828	0.921168024668756	0.0807434121658692	0.902837259201525	0.0082168528035865	0.998879790653099
1-[(1Z)-hexadecenyl]-2-[(9Z)-octadecenoyl]-sn-glycero-3-phosphocholine	-0.00641909705789007	0.999682841010359	0.0605878742314597	0.970885989277238	0.0670069712893497	0.96467608931864
Alpha-Linolenoyl ethanolamide	0.0793291868668046	0.903214485857191	0.284740263864412	0.250649705858655	0.205411076997608	0.452674027527237
Termitomycesphin A	0.128962356439148	0.823066152810959	0.110731564720999	0.867396151806251	-0.018230791718149	0.995752838574572
PC(P-18:1(9Z)/20:3(5Z,8Z,11Z))	0.0199384972536896	0.992881756275136	0.0546759456617068	0.946628956836804	0.0347374484080175	0.977753707801578
PC(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))	-0.0724716873011412	0.931978655224914	-0.1073422572667	0.860672195472394	-0.034870569965559	0.984917992438152
phosphocholine	0.0154300921332604	0.997628105979047	-0.00737836849369358	0.999465600624638	-0.022808460626954	0.994851943391087
PC(12:0/22:1(11Z))	0.00307810893170633	0.99991645130765	-0.0146927486608538	0.998121607515618	-0.0177708575925601	0.997247621291214
Trichodecenin-II	0.0114529826653718	0.9972811956307	-0.0122946603025582	0.996918690700194	-0.0237476429679301	0.988468405453217
PE(20:0/18:4(6Z,9Z,12Z,15Z))	-0.00133583296855008	0.999964945889399	-0.0193616353534593	0.992757210244339	-0.0180258023849092	0.993724486189974
aleplasinin	0.095411592951046	0.881907094883532	-0.0374697163378988	0.982351086438328	-0.132881309288945	0.789991413486387
Palmityl linolenate	0.162561417096096	0.523596049166715	-0.0944443435015802	0.82803541559136	-0.257005760597676	0.238396514714351
N-henicosanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine	-0.0281951261852307	0.988790211090489	-0.186820962845992	0.649898293028348	-0.158625836660761	0.735470176148081
PC(22:1(11Z)/12:0)	-0.0194808102046619	0.996760895039175	0.305901634983248	0.390241939087404	0.32538244518791	0.352322007518998
dioleoyl phosphatidylethanolamine	-0.00455718791321131	0.999770562603746	-0.0417221556496231	0.981453301453684	-0.0371649677364118	0.985297552273453
Senkyunolide h	0.155700335872448	0.689747879042525	-0.0172435552418554	0.995864556518503	-0.172943891114304	0.63739186101883
1-octadecyl-2-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl]-sn-glycero-3-phosphocholine	-0.0233213577318548	0.990041874552196	0.0310030346824511	0.981812491957486	0.0543243924143058	0.946191233408848
PC(P-18:1(9Z)/18:1(9Z))	0.0115764874324205	0.998940243954328	0.0946882686986038	0.927949558483081	0.0831117812661833	0.943518648824864
1-octadecanoyl-2-[(8Z,10Z,12Z,14Z)-eicosatetraenoyl]-sn-glycero-3-phosphocholine	-0.0462525795703877	0.980927635308089	0.0168317322783228	0.997336481549009	0.0630843118487106	0.964445959031933
1-octadecanoyl-2-(6Z,9Z,12Z,15Z,18Z-docosapentaenoyl)-sn-glycero-3- phosphocholine	0.0379531943964356	0.966156417647658	-0.102088978066915	0.800008239823477	-0.140042172463351	0.653723958908809
1,2-dioleoyl-sn-glycero-3-phosphocholine(1+)	-0.0439303555667281	0.977086328407402	-0.0954429842224472	0.900328662461921	-0.0515126286557191	0.970621200296316
N-(2-hydroxytricosanoyl)-15-methylhexadecasphing-4-enine-1-phosphocholine	0.00144273524293301	0.999952137168114	-0.130769754759244	0.704539735589765	-0.132212490002177	0.698973971396015
Cer(d18:0/17:0)	0.222392421336448	0.469822433249448	0.0678867698282825	0.935843419114717	-0.154505651508166	0.675819059860737
N-hexadecanoylglycinate	-0.218964781942483	0.219824156594188	-0.0411026884474058	0.935326271139964	0.177862093495077	0.365306384181521
(18Z,21Z,24Z,27Z,30Z,33Z)-hexatriacontahexaenoate	0.218253113621148	0.454939409532068	-0.0210951218394127	0.993444108405898	-0.23934823546056	0.396658730466835
1-arachidonoyl-sn-glycero-3-phosphoethanolamine	-0.0500181829380987	0.968086284602519	0.000826119469944552	0.999990814738966	0.0508443024080435	0.967024943966783
9-Deoxo-31-O-demethyl FK506	0.0944858072329958	0.903136084818888	0.108154678459134	0.874182760651644	0.0136688712261377	0.997688970301793
1-(1Z,9Z-octadecadienyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine	0.0806218282075957	0.899282619476443	-0.109333260406426	0.843323888322046	-0.189955088614022	0.588216858563986
PA(P-20:0/17:0)	0.0146648249897016	0.998639870463287	-0.00549837453053338	0.999811325634664	-0.020163199520235	0.997440261706943
PC(P-20:0/14:1(9Z))	0.0904239023100512	0.938664351066157	0.0480852014975429	0.982716602257015	-0.0423387008125081	0.985709581109208
(2E,16R)-16-hydroxyheptadec-2-enoic acid	-0.0496126164553933	0.969467261011832	-0.0823194017799365	0.920202587712102	-0.0327067853245433	0.987336106059585
