"feature_id_full","feature_id","feature_mz","feature_rt","PET_vs_PS_p_value","PET_vs_Untreated_p_value","PS_vs_Untreated_p_value","PET_vs_PS_p_value_minus_log10","PET_vs_Untreated_p_value_minus_log10","PS_vs_Untreated_p_value_minus_log10","PS_vs_Untreated_fold_change","PET_vs_Untreated_fold_change","PET_vs_PS_fold_change","PS_vs_Untreated_fold_change_log2","PET_vs_Untreated_fold_change_log2","PET_vs_PS_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"3008_1384.96_9.5",3008,1384.96175087187,9.532461,0.0142033974265247,0.0379387425417548,0.871801142417056,1.84760776074992,1.42091706765472,0.0595825662140698,0.961811959738348,1.27747673553165,1.32819801479613,-0.0561732292394247,0.353297018099305,0.40947024733873,"Amino acids and Peptides","Oligopeptides","Lipopeptides","palmitoyl-Asn-Ile-Val-Arg-Val-Leu-Ala-Thr-Lys-Leu-Me",NA,NA,"CCCCCCCCCCCCCCCC(=O)NC(CC(=O)N)C(=O)NC(C(C)CC)C(=O)NC(C(C)C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C(C)O)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C68H127N15O13/c1-15-17-18-19-20-21-22-23-24-25-26-27-28-34-54(87)75-52(39-53(70)86)63(92)82-57(44(11)16-2)66(95)81-56(43(9)10)64(93)76-49(33-31-36-73-68(71)72)61(90)80-55(42(7)8)65(94)79-51(38-41(5)6)62(91)74-45(12)59(88)83-58(47(14)85)67(96)77-48(32-29-30-35-69)60(89)78-50(46(13)84)37-40(3)4/h40-45,47-52,55-58,85H,15-39,69H2,1-14H3,(H2,70,86)(H,74,91)(H,75,87)(H,76,93)(H,77,96)(H,78,89)(H,79,94)(H,80,90)(H,81,95)(H,82,92)(H,83,88)(H4,71,72,73)","CXCFQJHSCLCNRL"
"165_391.32_0.8",165,391.316352515171,0.8203104,0.0376805732071015,0.449858393871611,0.315497541776381,1.42388249922344,0.346924171643361,0.501004020245876,1.19832052459803,0.880300263456427,0.734611688097155,0.261013849194325,-0.183932395327718,-0.444946244522043,"Fatty acids","Spingolipids","Sphingoid bases","9,10,14-Trihydroxy-19-(methylideneamino)nonadecanoic acid","CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC",NA,"C=NCCCCCC(CCCC(C(CCCCCCCC(=O)O)O)O)O","\"\"InChI=1S/C24H38O4/c1-5-9-13-19(7-3)17-27-23(25)21-15-11-12-16-22(21)24(26)28-18-20(8-4)14-10-6-2/h11-12,15-16,19-20H,5-10,13-14,17-18H2,1-4H3\"\"",NA,"BJQHLKABXJIVAM-UHFFFAOYSA-N","BJQHLKABXJIVAM",NA,NA,NA,"InChI=1S/C20H39NO5/c1-21-16-9-5-6-11-17(22)12-10-14-19(24)18(23)13-7-3-2-4-8-15-20(25)26/h17-19,22-24H,1-16H2,(H,25,26)","ZEJZVRJOUPMHLB"
"1577_590.49_5.9",1577,590.489813111524,5.9112525,0.0379984601259379,0.0659023482292271,0.954343113468131,1.42023400265578,1.18109911037069,0.0202954560133163,1.03160051681585,0.795332043123109,0.770969023530535,0.044884401007768,-0.330370798066978,-0.375255199074747,"Terpenoids","Steroids","Open-chain polyketides","2-[3-[3-[(2-Aminopiperidin-1-ium-4-yl)methyl]-4-[(ethylazaniumyl)methyl]-1-hydroxycyclopentyl]-1-hydroxypropyl]-7-(6-hydroxy-4-pentylcyclohex-2-en-1-yl)heptanoate",NA,NA,"CCCCCC1CC(C(C=C1)CCCCCC(C(CCC2(CC(C(C2)CNCC)CC3CCNC(C3)N)O)O)C(=O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C35H65N3O5/c1-3-5-7-10-25-13-14-27(32(40)20-25)11-8-6-9-12-30(34(41)42)31(39)15-17-35(43)22-28(29(23-35)24-37-4-2)19-26-16-18-38-33(36)21-26/h13-14,25-33,37-40,43H,3-12,15-24,36H2,1-2H3,(H,41,42)","IGWCRXNKXRNWKP"
"1496_626.44_5.6",1496,626.439559509467,5.6180334,0.0488147266300084,0.130118781465607,0.852646735397153,1.31144913846219,0.885660012445524,0.0692308664240216,1.0653148563669,0.809966489355047,0.760307137851546,0.0912798854618039,-0.304065874101676,-0.39534575956348,"Fatty acids","Oligopeptides","Lipopeptides","[2-[12-[2-[(7-Acetyloxy-6-hydroxydodec-3-enoyl)amino]ethylamino]-7-hydroxy-12-oxododec-9-en-6-yl]oxy-2-oxoethyl]-trimethylazanium",NA,NA,"CCCCCC(C(CC=CCC(=O)NCCNC(=O)CC=CCC(C(CCCCC)OC(=O)C[N+](C)(C)C)O)O)OC(=O)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C33H59N3O8/c1-7-9-11-19-29(43-26(3)37)27(38)17-13-15-21-31(40)34-23-24-35-32(41)22-16-14-18-28(39)30(20-12-10-8-2)44-33(42)25-36(4,5)6/h13-16,27-30,38-39H,7-12,17-25H2,1-6H3,(H-,34,35,40,41)/p+1","YCMCGJHTOMYNLQ"
"2552_589.6_8.5",2552,589.603149017167,8.458502,0.0637436019362212,0.947560336448613,0.0352153191224733,1.19556339965068,0.0233931265288588,1.45326837166179,1.25702503573512,1.0235681173587,0.81427822697271,0.330013383705295,0.0336071153613824,-0.296406268343913,"Fatty acids","Fatty amides","Steroidal alkaloids","N-methoxy-9-[6-(9-nitrosononyl)-2-nonyl-3-pentylcyclohexyl]nonan-1-amine",NA,NA,"CCCCCCCCCC1C(CCC(C1CCCCCCCCCNOC)CCCCCCCCCN=O)CCCCC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C39H78N2O2/c1-4-6-8-9-12-18-24-30-38-36(28-22-7-5-2)32-33-37(29-23-17-13-10-15-20-26-34-40-42)39(38)31-25-19-14-11-16-21-27-35-41-43-3/h36-39,41H,4-35H2,1-3H3","FTYRVRZSLSKZBW"
"2437_558.54_8.1",2437,558.536137883152,8.101397,0.193715565357862,0.36386832186112,0.0144814750869835,0.712835481617313,0.439055752162489,1.83918719853188,1.26177276361404,1.09898089589197,0.87098162805814,0.335452114499896,0.136166307450506,-0.19928580704939,"Fatty acids","Fatty amides","Open-chain polyketides","N-[2-(2-pentadec-1-enyl-4,5-dihydroimidazol-1-yl)ethyl]hexadec-2-enamide",NA,NA,"CCCCCCCCCCCCCC=CC1=NCCN1CCNC(=O)C=CCCCCCCCCCCCCC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C36H67N3O/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-35-37-31-33-39(35)34-32-38-36(40)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h27-30H,3-26,31-34H2,1-2H3,(H,38,40)","NWNWLHTXOQRNML"
"2436_520.52_8.1",2436,520.521050797118,8.106814,0.355448878668445,0.420051777741895,0.0399824551352518,0.449222851498691,0.376697172931588,1.39813054140963,1.31721644209901,1.12963041040932,0.857589060009937,0.397492425538651,0.17585083256395,-0.221641592974701,"Fatty acids","Fatty amides","Primary amides","3,3-Dimethyl-9-(octadecylamino)-2,4,4a,5,6,7,8,8a,9,9a,10,10a-dodecahydroacridin-10-ium-1-one",NA,NA,"CCCCCCCCCCCCCCCCCCNC1C2CCCCC2NC3C1C(=O)CC(C3)(C)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C33H62N2O/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-21-24-34-32-27-22-19-20-23-28(27)35-29-25-33(2,3)26-30(36)31(29)32/h27-29,31-32,34-35H,4-26H2,1-3H3","WQTHWHYETWYHBS"
"462_460.27_1.8",462,460.269516238292,1.7633244,0.375671984470611,0.435616802254048,0.0457277369726566,0.425191190998588,0.360895377342605,1.3398202909571,1.31180466527269,1.12823820467283,0.860065705314671,0.391552910944747,0.174071695768243,-0.217481215176505,"Polyketides","Sesquiterpenoids","Furocoumarins","4-[3-[4-(Decyloxy)phenoxy]acetonyloxy]benzoic acid",NA,NA,"CCCCCCCCCCOC1=CC=C(C=C1)OCC(=O)COC2=CC=C(C=C2)C(=O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C26H34O6/c1-2-3-4-5-6-7-8-9-18-30-23-14-16-25(17-15-23)32-20-22(27)19-31-24-12-10-21(11-13-24)26(28)29/h10-17H,2-9,18-20H2,1H3,(H,28,29)","BBWMRBSEGFTSQC"
"1518_543.34_5.7",1518,543.343217558404,5.6705966,0.430084253296058,0.246466923923439,0.0253266261403176,0.366446458008153,0.608241355175278,1.59642266043583,1.42371745230472,1.20339959917567,0.845251701612286,0.509662860767235,0.267115781352428,-0.242547079414808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1517_530.35_5.7",1517,530.348226662503,5.672789,0.523537445107013,0.283680262182781,0.0419361493111798,0.281052250715276,0.547170880359618,1.3774114501149,1.35270246184741,1.18102244514092,0.873083681335196,0.435844541440795,0.240036383181975,-0.19580815825882,"Polyketides","Macrolides","Erythromycins","ethyl 2-{7-[2-(3-hydroxyoct-1-en-1-yl)-5-oxocyclopentyl]heptanamido}-3-(4-hydroxyphenyl)propanoate",NA,NA,"CCCCCC(C=CC1CCC(=O)C1CCCCCCC(=O)NC(CC2=CC=C(C=C2)O)C(=O)OCC)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C31H47NO6/c1-3-5-8-11-25(33)20-16-24-17-21-29(35)27(24)12-9-6-7-10-13-30(36)32-28(31(37)38-4-2)22-23-14-18-26(34)19-15-23/h14-16,18-20,24-25,27-28,33-34H,3-13,17,21-22H2,1-2H3,(H,32,36)","PYXYXXHGCVOTCE"
