"feature_id_full","feature_id","feature_mz","feature_rt","PET_vs_PS_p_value","PET_vs_Untreated_p_value","PS_vs_Untreated_p_value","PET_vs_PS_p_value_minus_log10","PET_vs_Untreated_p_value_minus_log10","PS_vs_Untreated_p_value_minus_log10","PS_vs_Untreated_fold_change","PET_vs_Untreated_fold_change","PET_vs_PS_fold_change","PS_vs_Untreated_fold_change_log2","PET_vs_Untreated_fold_change_log2","PET_vs_PS_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"2286_746.57_7.7",2286,746.571051599458,7.701518,0.0385634697409485,0.213719210306566,0.869601770896751,1.41382389744674,0.670156439206212,0.0606795845037491,0.95526182270304,1.19857261268122,1.25470586617782,-0.0660318868222463,0.261317313894661,0.327349200716907,"Fatty acids","Glycerophospholipids","Glycerophosphocholines","16:0-17:0 cyclo PC, 1-palmitoyl-2-cis-9,10-methylenehexadecanoyl-sn-glycero-3-phosphocholine, powder","CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC",NA,"CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC1CC1CCCCCC","InChI=1S/C42H84NO7P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-42(44)50-41(40-49-51(45,46)48-38-36-43(3,4)5)39-47-37-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h20,22,41H,6-19,21,23-40H2,1-5H3/b22-20-/t41-/m1/s1",NA,"SIEDNCDNGMIKST-IYEJTHTFSA-N","SIEDNCDNGMIKST","XUJPXXPURAZXIE","nan","nan","InChI=1S/C41H80NO8P/c1-6-8-10-12-13-14-15-16-17-18-19-22-26-30-40(43)47-35-39(36-49-51(45,46)48-33-32-42(3,4)5)50-41(44)31-27-23-20-21-25-29-38-34-37(38)28-24-11-9-7-2/h37-39H,6-36H2,1-5H3/p+1","MHMMFIIAMURXQM"
"2284_747.57_7.7",2284,747.573616884222,7.7004347,0.0401962480269482,0.190602493142168,0.911133969122971,1.39581448266773,0.719871422948454,0.0404177615854803,0.964526119545947,1.19964310349491,1.24376424773198,-0.0521077876350895,0.262605264666049,0.314713052301138,"Fatty acids","Spingolipids","N-acyl amines","3,3-Bis(nonadecylsulfonylamino)propanoic acid",NA,NA,"CCCCCCCCCCCCCCCCCCCS(=O)(=O)NC(CC(=O)O)NS(=O)(=O)CCCCCCCCCCCCCCCCCCC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C41H84N2O6S2/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-50(46,47)42-40(39-41(44)45)43-51(48,49)38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h40,42-43H,3-39H2,1-2H3,(H,44,45)","HIGAUBJNMJVGJC"
"2258_770.57_7.6",2258,770.569581822981,7.6202283,0.0402271667038097,0.0242875377577254,0.713047966764291,1.39548055475742,1.61461651123173,0.146881254158855,1.06234669384742,1.29353143554278,1.21761703880124,0.0872546624418713,0.371315114981751,0.28406045253988,"Fatty acids","Glycerophospholipids","Glycerophosphocholines","1-Eicosanoyl-2-tridecanoyl-sn-glycero-3-phosphocholine",NA,NA,"CCCCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCC",NA,NA,NA,NA,"FRGPJGOCQLYORI","nan","nan","InChI=1S/C41H82NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-26-27-29-31-33-40(43)47-37-39(38-49-51(45,46)48-36-35-42(3,4)5)50-41(44)34-32-30-28-25-17-15-13-11-9-7-2/h39H,6-38H2,1-5H3/p+1","CJNXCVHAGWTVKV"
"124_260.26_0.7",124,260.258401012825,0.70469195,0.0413391146835195,0.0293259357009751,0.766744976416369,1.38363882843876,1.53274812198184,0.115349060760277,1.07499158924113,1.41822797447391,1.31929215881129,0.104325372179782,0.504089458675494,0.399764086495712,"Fatty acids","Spingolipids","Sphingoid bases","1-[2-Hydroxypropyl(nonyl)amino]propan-2-ol",NA,"CCCCCCCCCCCCCCC(=O)O","CCCCCCCCCN(CC(C)O)CC(C)O",NA,NA,NA,NA,"WQEPLUUGTLDZJY","InChI=1S/C15H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17/h2-14H2,1H3,(H,16,17)","WQEPLUUGTLDZJY-UHFFFAOYSA-N","InChI=1S/C15H33NO2/c1-4-5-6-7-8-9-10-11-16(12-14(2)17)13-15(3)18/h14-15,17-18H,4-13H2,1-3H3","VMMJYKPXEDQXFQ"
"3060_650.65_9.6",3060,650.645619022754,9.646085,0.0469776809152245,0.00198242633943124,0.0976097181103256,1.32810842626808,2.70280294069276,1.01050694143595,1.1696424056329,1.39948369687953,1.19650560730334,0.226067522565143,0.484894680502786,0.258827157937643,"Fatty acids","Spingolipids","Ceramides","N-(1,3-dihydroxyhenicos-4-en-2-yl)henicosanamide",NA,NA,"CCCCCCCCCCCCCCCCCCCCC(=O)NC(CO)C(C=CCCCCCCCCCCCCCCCC)O",NA,NA,NA,NA,"ZJVVOYPTFQEGPH","nan","nan","InChI=1S/C42H83NO3/c1-3-5-7-9-11-13-15-17-19-21-22-24-26-28-30-32-34-36-38-42(46)43-40(39-44)41(45)37-35-33-31-29-27-25-23-20-18-16-14-12-10-8-6-4-2/h35,37,40-41,44-45H,3-34,36,38-39H2,1-2H3,(H,43,46)","TURCGDDLSDFLSQ"
"2413_730.57_8",2413,730.574831318271,8.040193,0.0473953118336928,0.360691742202523,0.721655441901984,1.32426461498104,0.442863800451056,0.141670109075924,0.932031938545673,1.15335649630733,1.23746456382923,-0.101548701389823,0.205838511220749,0.307387212610572,"Fatty acids","Fatty esters","Ceramides","2-hydroxy-N-(1,3,4-trihydroxypentacosa-5,9-dien-2-yl)octadec-3-enamide",NA,NA,"CCCCCCCCCCCCCCCC=CCCC=CC(C(C(CO)NC(=O)C(C=CCCCCCCCCCCCCCC)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C43H81NO5/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-25-26-28-30-32-34-36-40(46)42(48)39(38-45)44-43(49)41(47)37-35-33-31-29-27-24-18-16-14-12-10-8-6-4-2/h26,28,34-37,39-42,45-48H,3-25,27,29-33,38H2,1-2H3,(H,44,49)","WRNVUVKROQQEJE"
"94_232.23_0.6",94,232.227099327819,0.61868334,0.0474138383559649,0.011621485413019,0.43157202845277,1.32409488523496,1.93473835856804,0.364946711075029,1.1313008413488,1.46115159942035,1.29156767679787,0.17798262924654,0.547105870397067,0.369123241150527,"Fatty acids","Fatty acyls","Fatty alcohols","(6R)-6-ethyl-1-methoxydecan-5-one",NA,NA,"CCCCC(CC)C(=O)CCCCOC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C13H26O2/c1-4-6-9-12(5-2)13(14)10-7-8-11-15-3/h12H,4-11H2,1-3H3","ZTUMCFAGXFVEDD"
"353_170.12_1.4",353,170.117709183806,1.4075587,0.0496908403528432,0.0715052669224169,0.95746385581518,1.30372365856707,1.14566196783391,0.018877611632239,0.951282448729776,0.690474887801435,0.725835832168889,-0.0720543343677857,-0.534339149488969,-0.462284815121184,"Fatty acids","Fatty acyls","Fatty aldehydes","(2E)-7-Methylene-2-octene-1,8-dial","C(CCCC(=O)O)CCCC(=O)O","NCCc1ccc(O)cc1","C=C(CCCC=CC=O)C=O","InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)",NA,"BDJRBEYXGGNYIS-UHFFFAOYSA-N","BDJRBEYXGGNYIS","DZGWFCGJZKJUFP","InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2","DZGWFCGJZKJUFP-UHFFFAOYSA-N","InChI=1S/C9H12O2/c1-9(8-11)6-4-2-3-5-7-10/h3,5,7-8H,1-2,4,6H2","WRSDNAVKGBRQKT"
"2071_738.54_7.1",2071,738.544073724668,7.1423035,0.0564206352720014,0.027520799737302,0.661277904633501,1.2485620281847,1.56033894992596,0.179615988192826,1.07219084147789,1.29754795736496,1.21018377248629,0.100561716942476,0.375787861568889,0.275226144626414,"Fatty acids","Glycerophospholipids","Glycerophosphoethanolamines","[(2R)-1-[2-aminoethoxy(hydroxy)phosphoryl]oxy-3-[(6E,9E,12E)-octadeca-6,9,12-trienoyl]oxypropan-2-yl] nonadecanoate",NA,NA,"CCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C42H78NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43)38-48-41(44)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h12,14,18,20,24,26,40H,3-11,13,15-17,19,21-23,25,27-39,43H2,1-2H3,(H,46,47)","HGWYNNCIXSKOCD"
"1050_463.43_3.9",1050,463.425960552567,3.8582873,0.0566927685255605,0.0234858404218449,0.606981619672243,1.24647233422414,1.62919389432514,0.216824459823886,0.84811570534005,0.637215314668347,0.751330638798697,-0.237666995036246,-0.650147154247351,-0.412480159211105,"Fatty acids","Fatty amides","Ceramides","Benzyl-bis(2-hydroxyethyl)-octadec-9-enylazanium",NA,NA,"CCCCCCCCC=CCCCCCCCC[N+](CCO)(CCO)CC1=CC=CC=C1",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C29H52NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-20-23-30(24-26-31,25-27-32)28-29-21-18-17-19-22-29/h9-10,17-19,21-22,31-32H,2-8,11-16,20,23-28H2,1H3/q+1","MZXVNKUNUZBSDJ"
"181_288.29_0.9",181,288.289736722744,0.8720123,0.0588746046944021,0.0443361294527654,0.804621706659741,1.23007199586502,1.35324222350564,0.0944082554393966,1.06678774046341,1.37024184601413,1.2844559363036,0.0932731506292719,0.454430549574366,0.361157398945095,"Fatty acids","Spingolipids","Sphingoid bases","2-[2-Hydroxyethyl(tridecyl)amino]ethanol","C=C1C(=O)OC2CC(C)C(CCC(C)=O)=CCC12","CCCCCCCCCCCCCCCCC(=O)O|CCCCCCCCCCCCCCC(=O)O","CCCCCCCCCCCCCN(CCO)CCO","InChI=1S/C15H20O3/c1-9-8-14-13(11(3)15(17)18-14)7-6-12(9)5-4-10(2)16/h6,9,13-14H,3-5,7-8H2,1-2H3",NA,"AVFIYMSJDDGDBQ-UHFFFAOYSA-N","AVFIYMSJDDGDBQ","KEMQGTRYUADPNZ|WQEPLUUGTLDZJY","InChI=1S/C17H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19/h2-16H2,1H3,(H,18,19)|InChI=1S/C15H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17/h2-14H2,1H3,(H,16,17)","KEMQGTRYUADPNZ-UHFFFAOYSA-N|WQEPLUUGTLDZJY-UHFFFAOYSA-N","InChI=1S/C17H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-18(14-16-19)15-17-20/h19-20H,2-17H2,1H3","PGNNMVAZUOZRSM"
"159_318.3_0.8",159,318.29995329765,0.79346377,0.0622841200263184,0.0410327622773552,0.76567781979482,1.20562266704942,1.38686924585462,0.115953933394813,1.07684295267069,1.39222546599157,1.2928769813079,0.106807861837534,0.477392869467989,0.370585007630456,"Fatty acids","Spingolipids","Sphingoid bases","2,2'-((2-(Dodecyloxy)ethyl)imino)bisethanol",NA,"CCCCCCCCCCCCCC(O)CC(=O)O|O=C(O)CCCCCCCCCCCCCCCO","CCCCCCCCCCCCOCCN(CCO)CCO",NA,NA,NA,NA,"CBWALJHXHCJYTE|UGAGPNKCDRTDHP","InChI=1S/C16H32O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-15(17)14-16(18)19/h15,17H,2-14H2,1H3,(H,18,19)|InChI=1S/C16H32O3/c17-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16(18)19/h17H,1-15H2,(H,18,19)","CBWALJHXHCJYTE-UHFFFAOYSA-N|UGAGPNKCDRTDHP-UHFFFAOYSA-N","InChI=1S/C18H39NO3/c1-2-3-4-5-6-7-8-9-10-11-17-22-18-14-19(12-15-20)13-16-21/h20-21H,2-18H2,1H3","HBHLHEJVEMYNOX"
"85_262.24_0.6",85,262.237692323132,0.60476273,0.0643721014422686,0.0290185470013052,0.642014263856727,1.19130231299493,1.53732433707793,0.192455322950692,1.09518164608234,1.39424352984949,1.27307057677321,0.131170174089875,0.479482575998656,0.348312401908781,"Fatty acids","Spingolipids","Sphingoid bases","PEG-3 caprylamine",NA,NA,"CCCCCCCCN(CCO)CCOCCO",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C14H31NO3/c1-2-3-4-5-6-7-8-15(9-11-16)10-13-18-14-12-17/h16-17H,2-14H2,1H3","CHGRVRCHXOZULD"
"186_332.32_0.9",186,332.315642978171,0.8908589,0.0658596849803343,0.048235714422736,0.801989273704392,1.18138035093401,1.31663128472437,0.0958314401973148,1.06989181879899,1.3791389340782,1.28904521919454,0.097464927119404,0.463767800875952,0.366302873756548,"Fatty acids","Spingolipids","Sphingoid bases","2,2'-((3-(Dodecyloxy)propyl)imino)bisethanol",NA,"CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO|CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO","CCCCCCCCCCCCOCCCN(CCO)CCO",NA,NA,NA,NA,"KBUNOSOGGAARKZ|WWUZIQQURGPMPG","InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h17,20H,2-16,19H2,1H3/t17-/m0/s1|InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h14-15,17-18,20-21H,2-13,16,19H2,1H3/b15-14+/t17-,18+/m0/s1","KBUNOSOGGAARKZ-KRWDZBQOSA-N|WWUZIQQURGPMPG-KRWOKUGFSA-N","InChI=1S/C19H41NO3/c1-2-3-4-5-6-7-8-9-10-11-18-23-19-12-13-20(14-16-21)15-17-22/h21-22H,2-19H2,1H3","RUDHWNPRHPXUGX"
"260_286.31_1.1",260,286.3105769323,1.1029087,0.0681917851043624,0.0209892688816307,0.519334376917477,1.16626794057418,1.67800268891657,0.284552928682771,1.11990092575726,1.43069986468025,1.27752360211046,0.163371107067739,0.516721052111786,0.353349945044047,"Fatty acids","Fatty acyls","Fatty alcohols","1-(ethenyloxy)hexadecane",NA,NA,"CCCCCCCCCCCCCCCCOC=C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C18H36O/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-4-2/h4H,2-3,5-18H2,1H3","UKDKWYQGLUUPBF"
"2129_726.54_7.3",2129,726.543562804796,7.2759013,0.0688963924005389,0.0246080810928531,0.568089262251404,1.16180351831818,1.60892225071316,0.245583419469503,1.08561675242007,1.30363610159707,1.20082533609673,0.118514888624457,0.382541210298874,0.264026321674416,"Fatty acids","Glycerophospholipids","Glycerophosphoethanolamines",NA,NA,NA,"CCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCCN)OC(=O)CCC=CCCCCCCCCCCCCC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C39H78NO7P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-39(41)47-38(37-46-48(42,43)45-35-33-40)36-44-34-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h26,28,38H,3-25,27,29-37,40H2,1-2H3,(H,42,43)","XDIGIEOFWXOONN"
