"feature_id","feature_id_full","feature_id_full_annotated","feature_mz","feature_rt","PET_vs_PS_p_value","PET_vs_Untreated_p_value","PS_vs_Untreated_p_value","PET_vs_PS_p_value_minus_log10","PET_vs_Untreated_p_value_minus_log10","PS_vs_Untreated_p_value_minus_log10","PS_vs_Untreated_fold_change","PET_vs_Untreated_fold_change","PET_vs_PS_fold_change","PS_vs_Untreated_fold_change_log2","PET_vs_Untreated_fold_change_log2","PET_vs_PS_fold_change_log2","sirius_name","sirius_chebiasciiname","sirius_chebiid","sirius_confidencescoreapproximate","sirius_confidencescoreexact","sirius_csi_fingeridscore","sirius_siriusscore","sirius_zodiacscore","sirius_inchi","sirius_inchikey2d","sirius_molecularformula","sirius_adduct","sirius_smiles","canopus_npc_pathway","canopus_npc_class","canopus_npc_superclass","met_annot_structure_exact_mass","met_annot_structure_inchi","met_annot_structure_inchikey","met_annot_short_inchikey","met_annot_structure_smiles","met_annot_structure_molecular_formula","met_annot_structure_nametraditional","met_annot_structure_wikidata","met_annot_structure_taxonomy_npclassifier_01pathway","met_annot_structure_taxonomy_npclassifier_02superclass","met_annot_structure_taxonomy_npclassifier_01pathway_consensus","met_annot_structure_taxonomy_npclassifier_02superclass_consensus","met_annot_structure_taxonomy_npclassifier_03class_consensus","met_annot_organism_name","met_annot_organism_taxonomy_01domain","met_annot_organism_taxonomy_02kingdom","met_annot_organism_taxonomy_03phylum","met_annot_organism_taxonomy_04class","met_annot_organism_taxonomy_05order","met_annot_organism_taxonomy_06family","met_annot_organism_taxonomy_07tribe","met_annot_organism_taxonomy_08genus","met_annot_organism_taxonomy_09species","met_annot_organism_taxonomy_10varietas","met_annot_organism_taxonomy_ottid","met_annot_organism_wikidata","met_annot_score_taxo","PET","PET.pval","PS","PS.pval","Untreated","Untreated.pval","MeanDecreaseAccuracy","MeanDecreaseAccuracy.pval","MeanDecreaseGini","MeanDecreaseGini.pval"
94,"94_232.23_0.6","NA_[94_232.23_0.6]",232.227099327819,0.61868334,0.0474138383559649,0.011621485413019,0.43157202845277,1.32409488523496,1.93473835856804,0.364946711075029,1.1313008413488,1.46115159942035,1.29156767679787,0.17798262924654,0.547105870397067,0.369123241150527,"(6R)-6-ethyl-1-methoxydecan-5-one",NA,NA,0.566,0.566,-88.617,85.933,0.676,"InChI=1S/C13H26O2/c1-4-6-9-12(5-2)13(14)10-7-8-11-15-3/h12H,4-11H2,1-3H3","ZTUMCFAGXFVEDD","C13H26O2","[M + H3N + H]+","CCCCC(CC)C(=O)CCCCOC","Fatty acids","Fatty alcohols","Fatty acyls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98837963975416,0.145708582834331,-2.98840497529626,0.946107784431138,1.1562432251572,0.211576846307385,-0.6489210952908,0.510978043912176,0.403706349206349,0.630738522954092
110,"110_325.25_0.7","NA_[110_325.25_0.7]",325.248375887699,0.6511773,0.032013400971254,0.0415933806598182,0.920720115356202,1.49466818575623,1.38097577926873,0.0358723685322666,0.936127933065576,0.672540181183558,0.718427639458597,-0.0952223900926151,-0.572307630247804,-0.477085240155189,"8,13-dihydroxy-N-(2-methylpropyl)tetradeca-2,4,9,11-tetraenamide",NA,NA,0.184,0.184,-294.444,135.885,1,"InChI=1S/C18H29NO3/c1-15(2)14-19-18(22)13-7-5-4-6-11-17(21)12-9-8-10-16(3)20/h4-5,7-10,12-13,15-17,20-21H,6,11,14H2,1-3H3,(H,19,22)","YBWQRWPZQDEHEI","C18H29NO3","[M + H3N + H]+","CC(C)CNC(=O)C=CC=CCCC(C=CC=CC(C)O)O","Alkaloids","Open-chain polyketides","Pseudoalkaloids (transamidation)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.77498574586454,0.0499001996007984,-0.691211728592913,0.530938123752495,0.929278138329161,0.229540918163673,1.73069989331975,0.179640718562874,0.505892352092352,0.393213572854291
124,"124_260.26_0.7","NA_[124_260.26_0.7]",260.258401012825,0.70469195,0.0413391146835195,0.0293259357009751,0.766744976416369,1.38363882843876,1.53274812198184,0.115349060760277,1.07499158924113,1.41822797447391,1.31929215881129,0.104325372179782,0.504089458675494,0.399764086495712,"1-[2-Hydroxypropyl(nonyl)amino]propan-2-ol",NA,NA,0.53,0.53,-39.19,77.994,0.068,"InChI=1S/C15H33NO2/c1-4-5-6-7-8-9-10-11-16(12-14(2)17)13-15(3)18/h14-15,17-18H,4-13H2,1-3H3","VMMJYKPXEDQXFQ","C15H33NO2","[M + H]+","CCCCCCCCCN(CC(C)O)CC(C)O","Fatty acids","Sphingoid bases","Spingolipids","242.2245802","InChI=1S/C15H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17/h2-14H2,1H3,(H,16,17)","WQEPLUUGTLDZJY-UHFFFAOYSA-N","WQEPLUUGTLDZJY","CCCCCCCCCCCCCCC(=O)O","C15H30O2","Pentadecanoic acid","http://www.wikidata.org/entity/Q418951","Fatty acids","Fatty Acids and Conjugates","Fatty acids","Fatty Acids and Conjugates","Branched fatty acids","Homo sapiens","['Eukaryota']","['Metazoa']","['Chordata']","['Mammalia']","['Primates']","['Hominidae']","['Unknown']","['Homo']","['Homo sapiens']","nan","770315.0","http://www.wikidata.org/entity/Q15978631",7,3.28656743713866,0.0499001996007984,-1.41280384717771,0.730538922155689,-0.185701741795799,0.441117764471058,0.780222464182419,0.269461077844311,0.387451082251082,0.67065868263473
178,"178_244.26_0.9","NA_[178_244.26_0.9]",244.263439383104,0.86785144,0.0345318380416018,0.0344812736894182,0.85890764592339,1.46178030464851,1.46241670032791,0.0660535311886989,1.05498636208774,1.39600253667053,1.32324225870365,0.0772243491925957,0.481301563065237,0.404077213872641,"2-(Tridecylamino)ethanol",NA,NA,0.514,0.514,-76.112,56.904,0.08,"InChI=1S/C15H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-16-14-15-17/h16-17H,2-15H2,1H3","UKFODRUPFZLKSY","C15H33NO","[M + H]+","CCCCCCCCCCCCCNCCO","Fatty acids","Sphingoid bases","Spingolipids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77220001737635,0.00399201596806387,0.754136108521204,0.275449101796407,1.50338643350872,0.13373253493014,3.47451770317271,0.0459081836327345,0.70114329004329,0.0339321357285429
353,"353_170.12_1.4","NA_[353_170.12_1.4]",170.117709183806,1.4075587,0.0496908403528432,0.0715052669224169,0.95746385581518,1.30372365856707,1.14566196783391,0.018877611632239,0.951282448729776,0.690474887801435,0.725835832168889,-0.0720543343677857,-0.534339149488969,-0.462284815121184,"(2E)-7-Methylene-2-octene-1,8-dial",NA,NA,0.138,0.138,-67.833,255.367,1,"InChI=1S/C9H12O2/c1-9(8-11)6-4-2-3-5-7-10/h3,5,7-8H,1-2,4,6H2","WRSDNAVKGBRQKT","C9H12O2","[M + H3N + H]+","C=C(CCCC=CC=O)C=O","Fatty acids","Fatty aldehydes","Fatty acyls","137.084063972","InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2","DZGWFCGJZKJUFP-UHFFFAOYSA-N","DZGWFCGJZKJUFP","NCCc1ccc(O)cc1","C8H11NO","Tyramine","http://www.wikidata.org/entity/Q165930","Alkaloids","Tyrosine alkaloids","Alkaloids","Tyrosine alkaloids","Phenylethylamines","Homo sapiens","['Eukaryota']","['Metazoa']","['Chordata']","['Mammalia']","['Primates']","['Hominidae']","['Unknown']","['Homo']","['Homo sapiens']","nan","770315.0","http://www.wikidata.org/entity/Q15978631",7,2.00804832225625,0.149700598802395,-0.508063901426743,0.459081836327345,-1.09239069129793,0.604790419161677,0.0290426932922139,0.349301397205589,0.325664613164613,0.880239520958084
413,"413_170.12_1.7","NA_[413_170.12_1.7]",170.117665427277,1.6881417,0.0365578292600949,0.049738566609089,0.93578124247878,1.4370195998187,1.30330673460153,0.0288256643902638,0.946764999353755,0.698536558588838,0.737814092267507,-0.0789217223510881,-0.517592472431409,-0.438670750080321,"2-methyl-5-(2-oxoethyl)cyclopent-1-ene-1-carbaldehyde",NA,NA,0.053,0.053,-60.099,252.746,1,"InChI=1S/C9H12O2/c1-7-2-3-8(4-5-10)9(7)6-11/h5-6,8H,2-4H2,1H3","KBJJMMFFLYXMPU","C9H12O2","[M + H3N + H]+","CC1=C(C(CC1)CC=O)C=O","Fatty acids","Fatty aldehydes","Fatty acyls","137.084063972","InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2","DZGWFCGJZKJUFP-UHFFFAOYSA-N","DZGWFCGJZKJUFP","NCCc1ccc(O)cc1","C8H11NO","Tyramine","http://www.wikidata.org/entity/Q165930","Alkaloids","Tyrosine alkaloids","Alkaloids","Tyrosine alkaloids","Phenylethylamines","Homo sapiens","['Eukaryota']","['Metazoa']","['Chordata']","['Mammalia']","['Primates']","['Hominidae']","['Unknown']","['Homo']","['Homo sapiens']","nan","770315.0","http://www.wikidata.org/entity/Q15978631",7,1.66216961570304,0.183632734530938,-1.74625683567711,0.750499001996008,0.471509312282999,0.303393213572854,0.63648916360671,0.265469061876248,0.302275502275502,0.910179640718563
1456,"1456_468.48_5.5","NA_[1456_468.48_5.5]",468.477811083075,5.4755464,0.0307367703823359,0.201281969196295,0.8377405233955,1.51234176724668,0.696195127392907,0.0768904762474742,0.934561352916915,1.28951840147075,1.37981139220658,-0.0976387164776505,0.366832360580542,0.464471077058193,"Ethenyl octacosanoate",NA,NA,0.467,0.467,-107.482,40.815,0.916,"InChI=1S/C30H58O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30(31)32-4-2/h4H,2-3,5-29H2,1H3","WNDIUQWZDRRWSG","C30H58O2","[M + H3N + H]+","CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC=C","Fatty acids","Wax monoesters","Fatty esters","nan","nan","nan","CCDWXBORKKHUCD",NA,"nan","nan","nan","nan","nan","Fatty acids","Sphingolipids","Ceramides","nan","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","nan","nan","nan",0,2.89655325488388,0.0918163672654691,-0.939016454959084,0.604790419161677,1.00100150250438,0.229540918163673,1.06718651664497,0.2375249500998,0.371243001443001,0.764471057884232
1767,"1767_577.52_6.4","NA_[1767_577.52_6.4]",577.519498472677,6.3986034,0.0218335781423278,0.0128617525248931,0.668778118641516,1.66087508517371,1.89069985100479,0.174717944762678,1.07862842054868,1.40326588608378,1.30097247518285,0.109197952723816,0.488788391845417,0.379590439121602,"[3-hydroxy-2-[(Z)-tridec-9-enoyl]oxypropyl] henicosanoate",NA,NA,0.171,0.171,-274.685,199.089,1,"InChI=1S/C37H70O5/c1-3-5-7-9-11-13-15-16-17-18-19-20-21-22-24-25-27-29-31-36(39)41-34-35(33-38)42-37(40)32-30-28-26-23-14-12-10-8-6-4-2/h8,10,35,38H,3-7,9,11-34H2,1-2H3","OOTVWFCOJOISMT","C37H70O5","[M - H2O + H]+","CCCCCCCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCC","Fatty acids","Diacylglycerols","Glycerolipids","576.511760656","InChI=1S/C37H68O4/c1-3-4-5-6-7-8-9-10-11-15-18-21-24-27-30-35(38)36(39)31-28-25-22-19-16-13-12-14-17-20-23-26-29-34-32-33(2)41-37(34)40/h21,24,32-33,35-36,38-39H,3-20,22-23,25-31H2,1-2H3/b24-21-/t33-,35+,36+/m0/s1","HVFRQLAWDLEDRL-GJPJLVQDSA-N","HVFRQLAWDLEDRL","CCCCCCCCCCCC/C=C\CC[C@@H](O)[C@H](O)CCCCCCCCCCCCCCC1=C[C@H](C)OC1=O","C37H68O4","Cohibin C","http://www.wikidata.org/entity/Q105034231","Polyketides","Linear polyketides","Alkaloids","Lysine alkaloids","Piperidine alkaloids","Annona muricata","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Magnoliales']","['Annonaceae']","['Annoneae']","['Annona']","['Annona muricata']","nan","303957.0","http://www.wikidata.org/entity/Q1709343",1,3.22932413441181,0.0518962075848303,-3.04902013787259,0.970059880239521,1.40275209380409,0.171656686626747,0.20232597302923,0.365269461077844,0.364163492063492,0.600798403193613
1927,"1927_746.51_6.8","NA_[1927_746.51_6.8]",746.512061442262,6.7942305,0.0369365707750352,0.155260888491931,0.945079156947168,1.43254342732055,0.80893793288316,0.0245318147863508,0.970214448792857,1.23622260874538,1.27417460158781,-0.0436244300458455,0.305938555229079,0.349562985274924,"1-(6-[3]-Ladderane-hexanoyl)-2-(8-[3]-ladderane-octanyl)-sn-glycerophosphoethanolamine",NA,NA,0.096,0.096,-481.561,26.526,1,"InChI=1S/C43H72NO7P/c44-21-23-50-52(46,47)51-27-30(26-49-39(45)12-8-5-7-11-29-14-16-36-38(25-29)43-34-20-18-32(34)41(36)43)48-22-9-4-2-1-3-6-10-28-13-15-35-37(24-28)42-33-19-17-31(33)40(35)42/h28-38,40-43H,1-27,44H2,(H,46,47)","RNZKRCZDBYPIQC","C43H72NO7P","[M + H]+","C1CC2C(CC1CCCCCCCCOC(COC(=O)CCCCCC3CCC4C(C3)C5C4C6C5CC6)COP(=O)(O)OCCN)C7C2C8C7CC8","Fatty acids","Glycerophosphocholines","Glycerophospholipids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.800645010639821,0.273453093812375,-0.596408506372768,0.445109780439122,-1.30206927713678,0.646706586826347,-0.556122447944084,0.445109780439122,0.345542968142968,0.844311377245509
2040,"2040_726.54_7.1","Termitomycesphin A_[2040_726.54_7.1]",726.543752106547,7.065915,0.0361067264123832,0.0143988563226859,0.569246515039554,1.44241188475193,1.8416720018264,0.24469961948089,1.08087745430022,1.32091559871354,1.22207711286634,0.112202965167664,0.40153828701812,0.289335321850457,"Termitomycesphin A","Termitomycesphin A","CHEBI:188289",0.277,0.277,-371.014,117.869,0.998,"InChI=1S/C41H77NO10/c1-4-6-8-10-12-13-14-15-16-18-20-22-28-35(46)40(50)42-32(30-51-41-39(49)38(48)37(47)36(29-43)52-41)34(45)27-24-23-26-33(44)31(3)25-21-19-17-11-9-7-5-2/h24,27,32-39,41,43-49H,3-23,25-26,28-30H2,1-2H3,(H,42,50)","OJWZQESYKTYPLG","C41H77NO10","[M - H2O + H]+","CCCCCCCCCCCCCCC(C(=O)NC(COC1C(C(C(C(O1)CO)O)O)O)C(C=CCCC(C(=C)CCCCCCCCC)O)O)O","Fatty acids","Neutral glycosphingolipids","Spingolipids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.71126840766471,0.0159680638722555,1.3601543711685,0.18562874251497,-1.09239069129793,0.648702594810379,3.08822227645709,0.0758483033932136,0.79337286047286,0.0678642714570858
