data_source	npc_level	npc_term	npc_label	feature_id	higher_mean_group	lower_mean_group	mean_difference_max_min	abs_mean_difference_max_min	average_intensity	median_intensity	mean_pet	median_pet	mean_untreated	median_untreated	contribution_fraction_of_term_difference	cumulative_contribution_fraction	average_intensity_fraction_of_term	feature_id_full_annotated	sirius_chebiasciiname	sirius_name	sirius_adduct	gnps_component	canopus_npc_pathway	canopus_npc_superclass	canopus_npc_class	canopus_npc_pathway_probability	canopus_npc_superclass_probability	canopus_npc_class_probability
raw	superclass	Fatty acyls	NPC superclass: Fatty acyls	605	Untreated	PET	91624180	91624180	1011742993.33333	999747425	965930903.333333	958912900	1057555083.33333	1152447100	0.19293679717364	0.19293679717364	0.180310712869367	farnesyl acetone_[605_280.26_2.4]	farnesyl acetone	Farnesylacetone	[M + H3N + H]+	3	Fatty acids	Fatty acyls	Fatty alcohols	0.937	0.911	0.319
raw	superclass	Fatty acyls	NPC superclass: Fatty acyls	551	Untreated	PET	75785046.6666666	75785046.6666666	615904243.333333	591560030	578011720	567318400	653796766.666667	709295700	0.159583683886955	0.352520481060595	0.10976516161364	11-Hexadecynal_[551_254.25_2.1]	11-Hexadecynal	11-Hexadecynal	[M + H3N + H]+	58	Fatty acids	Fatty acyls	Fatty aldehydes	0.987	0.977	0.717
raw	superclass	Fatty acyls	NPC superclass: Fatty acyls	444	PET	Untreated	65026746.6666666	65026746.6666666	520405373.333333	535761170	552918746.666667	590527040	487892000	480995300	0.136929489928186	0.489449970988781	0.0927455534311444	farnesyl acetone_[444_280.26_1.7]	farnesyl acetone	Farnesylacetone	[M + H3N + H]+	3	Fatty acids	Fatty acyls	Fatty alcohols	0.897	0.865	0.291
raw	superclass	Fatty acyls	NPC superclass: Fatty acyls	315	Untreated	PET	37189286.6666667	37189286.6666667	819891230	803902630	801296586.666667	807965760	838485873.333333	799839500	0.078311007625269	0.56776097861405	0.146119294258296	farnesyl acetone_[315_280.26_1.3]	farnesyl acetone	Farnesylacetone	[M + H3N + H]+	3	Fatty acids	Fatty acyls	Fatty alcohols	0.787	0.728	0.209
raw	superclass	Fatty acyls	NPC superclass: Fatty acyls	268	Untreated	PET	31701650	31701650	220779988.333333	215127240	204929163.333333	207347460	236630813.333333	263668640	0.0667554658182994	0.634516444432349	0.0393469461572622	NA_[268_278.25_1.1]	NA	Farnesylideneacetone	[M + H3N + H]+	3	Fatty acids	Fatty acyls	Fatty aldehydes	0.939	0.869	0.468
raw	superclass	Fatty acyls	NPC superclass: Fatty acyls	609	Untreated	PET	13232796.6666667	13232796.6666667	150709401.666667	149748165	144093003.333333	140752910	157325800	170995490	0.0278648431725848	0.662381287604934	0.02685911326265	farnesyl acetone_[609_263.24_2.4]	farnesyl acetone	Farnesylacetone	[M + H]+	3	Fatty acids	Fatty acyls	Fatty aldehydes	0.962	0.949	0.479
raw	superclass	Fatty acyls	NPC superclass: Fatty acyls	639	Untreated	PET	13178853.3333333	13178853.3333333	177557356.666667	174552185	170967930	169330690	184146783.333333	196923490	0.0277512524811079	0.690132540086042	0.0316438994554215	civetone_[639_268.26_2.5]	civetone	cycloheptadec-9-en-1-one	[M + H3N + H]+	58	Fatty acids	Fatty acyls	Fatty alcohols	0.988	0.985	0.685
raw	superclass	Fatty acyls	NPC superclass: Fatty acyls	946	PET	Untreated	12508210	12508210	380807835	392308030	387061940	390180320	374553730	394435740	0.0263390512829178	0.71647159136896	0.0678667731306623	NA_[946_284.29_3.6]	NA	(E)-11-Octadecene-8-one	[M + H3N + H]+	58	Fatty acids	Fatty acyls	Fatty alcohols	0.991	0.975	0.975
raw	superclass	Fatty acyls	NPC superclass: Fatty acyls	1044	Untreated	PET	9824433.33333334	9824433.33333334	246223556.666667	248182330	241311340	244164480	251135773.333333	283331700	0.0206877125817582	0.737159303950718	0.0438814455057665	NA_[1044_310.31_3.8]	NA	11-Icosynal	[M + H3N + H]+	58	Fatty acids	Fatty acyls	Unsaturated fatty acids	0.998	0.854	0.466
raw	superclass	Fatty acyls	NPC superclass: Fatty acyls	438	PET	Untreated	9355055.33333333	9355055.33333333	76112865.6666667	78254045	80790393.3333333	86752540	71435338	69755550	0.0196993240582945	0.756858628009012	0.013564675176718	farnesyl acetone_[438_263.24_1.7]	farnesyl acetone	Farnesylacetone	[M + H]+	3	Fatty acids	Fatty acyls	Fatty alcohols	0.989	0.98	0.538
raw	superclass	Fatty acyls	NPC superclass: Fatty acyls	260	Untreated	PET	7654462.66666667	7654462.66666667	13938910	13667754	10111678.6666667	9890253	17766141.3333333	18403826	0.0161183162675165	0.772976944276529	0.00248416328581769	NA_[260_286.31_1.1]	NA	1-(ethenyloxy)hexadecane	[M + H3N + H]+	67	Fatty acids	Fatty acyls	Fatty alcohols	0.944	0.894	0.906
raw	superclass	Fatty acyls	NPC superclass: Fatty acyls	3422	PET	Untreated	7315968.93333333	7315968.93333333	8249654.9	5124410.75	11907639.3666667	8409250	4591670.43333333	1839571.5	0.0154055361174221	0.788382480393951	0.00147023618225858	NA_[3422_507.53_11.3]	NA	Methoxy-tri(undecyl)silane	[M - H2O + H]+	9	Fatty acids	Fatty acyls	Fatty alcohols	0.935	0.874	0.953
raw	superclass	Fatty acyls	NPC superclass: Fatty acyls	3461	PET	Untreated	7127712.53333333	7127712.53333333	7315705.03333333	3833863.95	10879561.3	5933003	3751848.76666667	1318058.1	0.0150091168876572	0.803391597281608	0.00130378959715489	NA_[3461_507.53_11.6]	NA	Methoxy-tri(undecyl)silane	[M - H2O + H]+	9	Fatty acids	Fatty acyls	Fatty alcohols	0.866	0.73	0.905
