data_source	npc_level	npc_term	npc_label	feature_id	higher_mean_group	lower_mean_group	mean_difference_max_min	abs_mean_difference_max_min	average_intensity	median_intensity	mean_pet	median_pet	mean_untreated	median_untreated	contribution_fraction_of_term_difference	cumulative_contribution_fraction	average_intensity_fraction_of_term	feature_id_full_annotated	sirius_chebiasciiname	sirius_name	sirius_adduct	gnps_component	canopus_npc_pathway	canopus_npc_superclass	canopus_npc_class	canopus_npc_pathway_probability	canopus_npc_superclass_probability	canopus_npc_class_probability
raw	superclass	Linear polyketides	NPC superclass: Linear polyketides	1385	Untreated	PET	14781068.5666667	14781068.5666667	11844333.8833333	8255207.75	4453799.6	3913436.2	19234868.1666667	23403656	0.266239436179215	0.266239436179215	0.0389909012315524	NA_[1385_507.27_5.2]	NA	N,N'-[3-(3,6,9,12-Tetraoxatridecane-1-yloxy)benzylidenebis(oxyethylene)]bis(acrylamide)	[M - H2O + H]+	238	Polyketides	Linear polyketides	Open-chain polyketides	0.562	0.761	0.504
raw	superclass	Linear polyketides	NPC superclass: Linear polyketides	2291	PET	Untreated	9789622	9789622	53667791	51787493	58562602	54368676	48772980	49206310	0.176332545237317	0.442571981416532	0.176671441282242	NA_[2291_762.6_7.7]	NA	methyl 4-hydroxy-1-[2-(4-hydroxyphenyl)ethyl]-5-(2-oxooctadecylidene)-2-pentadecylpyrrolidine-3-carboxylate	[M + Na]+	300	Alkaloids	Linear polyketides	Open-chain polyketides	0.278	0.749	0.759
raw	superclass	Linear polyketides	NPC superclass: Linear polyketides	1283	Untreated	PET	9053791.46666667	9053791.46666667	15225236.9333333	15428688	10698341.2	9900562	19752132.6666667	20956814	0.163078624829971	0.605650606246503	0.0501206496998474	NA_[1283_507.27_4.7]	NA	ethyl 4-[4-oxo-4-[[(5R,9R,10S,12R,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecan-10-yl]oxy]butanoyl]piperazine-1-carboxylate	[M - H2O + H]+	-1	Amino acids and Peptides	Linear polyketides	Open-chain polyketides	0.639	0.895	0.628
raw	superclass	Linear polyketides	NPC superclass: Linear polyketides	1495	Untreated	PET	6616489.46666667	6616489.46666667	6727481.86666667	4998997.9	3419237.13333333	2388970.8	10035726.6	7841221	0.119177474696493	0.724828080942996	0.0221465034322756	NA_[1495_507.27_5.6]	NA	N,N'-[3-(3,6,9,12-Tetraoxatridecane-1-yloxy)benzylidenebis(oxyethylene)]bis(acrylamide)	[M - H2O + H]+	-1	Polyketides	Linear polyketides	Open-chain polyketides	0.561	0.728	0.518
raw	superclass	Linear polyketides	NPC superclass: Linear polyketides	922	Untreated	PET	4410536	4410536	6238303.06666667	1013873.6	4033035.06666667	1013873.6	8443571.06666667	1013873.6	0.0794434186264613	0.804271499569457	0.0205361534992829	NA_[922_576.33_3.5]	NA	Rhizoxin D	[M - H2O + H]+	59	Polyketides	Linear polyketides	Open-chain polyketides	0.74	0.739	0.594
raw	superclass	Linear polyketides	NPC superclass: Linear polyketides	587	Untreated	PET	2875931.33333334	2875931.33333334	26491149	26193163	25053183.3333333	24014384	27929114.6666667	29386262	0.0518018256409101	0.856073325210367	0.0872074178542699	NA_[587_565.41_2.3]	NA	NA	[M + Na]+	-1	Polyketides	Linear polyketides	Open-chain polyketides	0.865	0.824	0.809
raw	superclass	Linear polyketides	NPC superclass: Linear polyketides	728	PET	Untreated	1898853.33333333	1898853.33333333	99527226.6666667	100102512	100476653.333333	100952680	98577800	99252344	0.0342025096882218	0.890275834898589	0.3276382026237	Precorallopyronin A_[728_529.33_2.8]	Precorallopyronin A	Precorallopyronin A	[M + H3N + H]+	-1	Polyketides	Linear polyketides	Open-chain polyketides	0.807	0.729	0.599
raw	superclass	Linear polyketides	NPC superclass: Linear polyketides	617	PET	Untreated	849752	849752	11654298	11762578.5	12079174	12155570	11229422	10853798	0.0153058956699759	0.905581730568565	0.0383653134669313	DG(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z)/0:0)_[617_623.5_2.4]	DG(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z)/0:0)	Diglyceride	[M - H2O + H]+	131	Polyketides	Linear polyketides	Acetogenins	0.983	0.988	0.83
raw	superclass	Linear polyketides	NPC superclass: Linear polyketides	2685	Untreated	PET	809424	809424	17336435.6666667	16899451.5	16931723.6666667	17596942	17741147.6666667	16201961	0.0145795000150333	0.920161230583598	0.0570706007990317	beta-D-glucosyl-N-(octadecanoyl)sphinganine_[2685_768.58_8.8]	beta-D-glucosyl-N-(octadecanoyl)sphinganine	Beta-D-Galactosyl-(1<->1')-N-Octadecanoylsphinganine	[M + K]+	380	Fatty acids	Linear polyketides	Open-chain polyketides	0.791	0.712	0.445
raw	superclass	Linear polyketides	NPC superclass: Linear polyketides	251	PET	Untreated	809113.833333333	809113.833333333	3852895.01666667	3679753.1	4257451.93333333	3602859	3448338.1	3756647.2	0.0145739132336661	0.934735143817265	0.0126835202832117	Sarcoursodeoxycholic acid_[251_481.36_1.1]	Sarcoursodeoxycholic acid	YZYBIGOLMMAZFK	[M + H3N + H]+	509	Polyketides	Linear polyketides	Open-chain polyketides	0.46	0.87	0.781
raw	superclass	Linear polyketides	NPC superclass: Linear polyketides	2520	Untreated	PET	770716.233333334	770716.233333334	9256175.28333333	9937878	8870817.16666667	9384488	9641533.4	10491268	0.0138822883130099	0.948617432130274	0.0304708242615681	NA_[2520_762.48_8.4]	NA	4-[[(3aR,5aR,5bR,7aR,9S,11aR,11bR,13aS)-1-isopropyl-3a-[(4-isopropylpiperazine-1-carbonyl)amino]-5a,5b,8,8,11a-pentamethyl-2-oxo-4,5,6,7,7a,9,10,11,11b,12,13,13a-dodecahydro-3H-cyclopenta[a]chrysen-9-yl]oxy]-2,2-dimethyl-4-oxo-butanoic acid	[M + K]+	25	Polyketides	Linear polyketides	Open-chain polyketides	0.549	0.735	0.613
raw	superclass	Linear polyketides	NPC superclass: Linear polyketides	2517	Untreated	PET	721044.666666664	721044.666666664	25954389	25566202	25593866.6666667	25582832	26314911.3333333	25003804	0.0129875945468707	0.961605026677145	0.0854404332056442	D-galactosyl-N-hexadecanoylsphinganine_[2517_740.55_8.4]	D-galactosyl-N-hexadecanoylsphinganine	Beta-D-Galactosyl-(1<->1')-N-Hexadecanoylsphinganine	[M + K]+	380	Polyketides	Linear polyketides	Open-chain polyketides	0.875	0.937	0.8
