data_source	npc_level	npc_term	npc_label	feature_id	higher_mean_group	lower_mean_group	mean_difference_max_min	abs_mean_difference_max_min	average_intensity	median_intensity	mean_pet	median_pet	mean_untreated	median_untreated	contribution_fraction_of_term_difference	cumulative_contribution_fraction	average_intensity_fraction_of_term	feature_id_full_annotated	sirius_chebiasciiname	sirius_name	sirius_adduct	gnps_component	canopus_npc_pathway	canopus_npc_superclass	canopus_npc_class	canopus_npc_pathway_probability	canopus_npc_superclass_probability	canopus_npc_class_probability
raw	superclass	Tyrosine alkaloids	NPC superclass: Tyrosine alkaloids	1606	Untreated	PET	128965918.4	128965918.4	86923650.1333333	43258168	22440690.9333333	13421603	151406609.333333	124329060	0.26330972190324	0.26330972190324	0.134467000067864	NA_[1606_543.34_6]	NA	3-({[(3,4-dimethoxyphenyl)methyl][3-(morpholin-4-yl)propyl]amino}methyl)-8a-methyl-decahydro-2H-spiro[naphtho[2,3-b]furan-5,2'-oxiran]-2-one	[M + H]+	-1	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	0.95	0.907	0.767
raw	superclass	Tyrosine alkaloids	NPC superclass: Tyrosine alkaloids	1553	Untreated	PET	123383889.266667	123383889.266667	90114195.3666667	90304473	28422250.7333333	27273384	151806140	147096780	0.251912892748772	0.515222614652012	0.139402630882367	NA_[1553_543.34_5.8]	NA	3-({[(3,4-dimethoxyphenyl)methyl][3-(morpholin-4-yl)propyl]amino}methyl)-8a-methyl-decahydro-2H-spiro[naphtho[2,3-b]furan-5,2'-oxiran]-2-one	[M + H]+	-1	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	0.816	0.784	0.662
raw	superclass	Tyrosine alkaloids	NPC superclass: Tyrosine alkaloids	1180	Untreated	PET	62712443	62712443	104888875.166667	104079695	73532653.6666667	101797140	136245096.666667	136552320	0.128039997939508	0.64326261259152	0.162258399900601	NA_[1180_543.34_4.4]	NA	NA	[M + H]+	579	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	0.938	0.915	0.758
raw	superclass	Tyrosine alkaloids	NPC superclass: Tyrosine alkaloids	1296	Untreated	PET	40789721	40789721	87958435.5	93938543	67563575	68520056	108353296	119357030	0.0832803753601676	0.726542987951688	0.136067766760891	NA_[1296_543.34_4.7]	NA	NA	[M + H]+	14	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	0.986	0.953	0.868
raw	superclass	Tyrosine alkaloids	NPC superclass: Tyrosine alkaloids	847	Untreated	PET	31059195.3333333	31059195.3333333	86854729	86931395	71325131.3333333	72769910	102384326.666667	91037800	0.0634135606307473	0.789956548582435	0.134360382156324	NA_[847_543.34_3.2]	NA	NA	[M + H]+	-1	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	0.929	0.862	0.555
raw	superclass	Tyrosine alkaloids	NPC superclass: Tyrosine alkaloids	1788	Untreated	PET	18310614.4666667	18310614.4666667	11555542.1666667	3093415.6	2400234.93333333	2328418.2	20710849.4	16799232	0.0373847824519151	0.82734133103435	0.0178759070394066	NA_[1788_543.34_6.4]	NA	3-({[(3,4-dimethoxyphenyl)methyl][3-(morpholin-4-yl)propyl]amino}methyl)-8a-methyl-decahydro-2H-spiro[naphtho[2,3-b]furan-5,2'-oxiran]-2-one	[M + H]+	-1	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	0.803	0.792	0.466
raw	superclass	Tyrosine alkaloids	NPC superclass: Tyrosine alkaloids	2314	Untreated	PET	17488142.1333333	17488142.1333333	10829566.8	2321552.15	2085495.73333333	1984944.5	19573637.8666667	24489286	0.0357055406487326	0.863046871683083	0.0167528556083048	NA_[2314_543.34_7.8]	NA	3-({[(3,4-dimethoxyphenyl)methyl][3-(morpholin-4-yl)propyl]amino}methyl)-8a-methyl-decahydro-2H-spiro[naphtho[2,3-b]furan-5,2'-oxiran]-2-one	[M + H]+	-1	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	0.789	0.886	0.561
raw	superclass	Tyrosine alkaloids	NPC superclass: Tyrosine alkaloids	1091	Untreated	PET	13629000.6666667	13629000.6666667	117144506.333333	137369585	110330006	142752670	123959006.666667	137348100	0.0278263313275414	0.890873203010624	0.181217313319355	NA_[1091_543.34_4]	NA	NA	[M + H]+	-1	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	0.975	0.933	0.812
raw	superclass	Tyrosine alkaloids	NPC superclass: Tyrosine alkaloids	2451	Untreated	PET	9563683.06666667	9563683.06666667	6815378.66666667	2260335.15	2033537.13333333	2142297.8	11597220.2	11154167	0.0195261721848423	0.910399375195467	0.0105430860557218	NA_[2451_543.34_8.1]	NA	3-({[(3,4-dimethoxyphenyl)methyl][3-(morpholin-4-yl)propyl]amino}methyl)-8a-methyl-decahydro-2H-spiro[naphtho[2,3-b]furan-5,2'-oxiran]-2-one	[M + H]+	14	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	0.898	0.972	0.859
raw	superclass	Tyrosine alkaloids	NPC superclass: Tyrosine alkaloids	2464	Untreated	PET	9377824.8	9377824.8	6262824.13333333	1853930.8	1573911.73333333	1623321.6	10951736.5333333	8997806	0.0191467053527012	0.929546080548168	0.00968830889947878	NA_[2464_543.34_8.2]	NA	3-({[(3,4-dimethoxyphenyl)methyl][3-(morpholin-4-yl)propyl]amino}methyl)-8a-methyl-decahydro-2H-spiro[naphtho[2,3-b]furan-5,2'-oxiran]-2-one	[M + H]+	-1	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	0.917	0.983	0.873
