data_source	npc_level	npc_term	npc_label	feature_id	higher_mean_group	lower_mean_group	mean_difference_max_min	abs_mean_difference_max_min	average_intensity	median_intensity	mean_pet	median_pet	mean_untreated	median_untreated	contribution_fraction_of_term_difference	cumulative_contribution_fraction	average_intensity_fraction_of_term	feature_id_full_annotated	sirius_chebiasciiname	sirius_name	sirius_adduct	gnps_component	canopus_npc_pathway	canopus_npc_superclass	canopus_npc_class	canopus_npc_pathway_probability	canopus_npc_superclass_probability	canopus_npc_class_probability
raw	superclass	Glycerophospholipids	NPC superclass: Glycerophospholipids	2090	Untreated	PET	1274134684.26667	1274134684.26667	1227595457.86667	1760597000	590528115.733333	1013873.6	1864662800	1815621100	0.639840790917582	0.639840790917582	0.122622585593878	PC(22:1(11Z)/12:0)_[2090_760.59_7.1]	PC(22:1(11Z)/12:0)	1-(11Z-docosenoyl)-2-dodecanoyl-glycero-3-phosphocholine	[M + H]+	-1	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	1	1	0.975
raw	superclass	Glycerophospholipids	NPC superclass: Glycerophospholipids	1799	Untreated	PET	61542803.3333334	61542803.3333334	381720085	396416940	350948683.333333	337191650	412491486.666667	398802300	0.0309053638099093	0.670746154727492	0.038129420808674	PC(15:0/17:1(9Z))_[1799_732.55_6.4]	PC(15:0/17:1(9Z))	[2-[(Z)-heptadec-9-enoyl]oxy-3-pentadecanoyloxypropyl] 2-(trimethylazaniumyl)ethyl phosphate	[M + H]+	5	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	1	1	0.907
raw	superclass	Glycerophospholipids	NPC superclass: Glycerophospholipids	1989	PET	Untreated	52653263.3333333	52653263.3333333	505959321.666667	499656620	532285953.333333	528615260	479632690	475231840	0.0264412436703911	0.697187398397883	0.0505394833701234	1,2-di-O-palmitoyl-sn-glycero-3-phosphocholine_[1989_734.57_6.9]	1,2-di-O-palmitoyl-sn-glycero-3-phosphocholine	2-[[(2R)-2-(8,9-ditritiohexadecanoyloxy)-3-hexadecanoyloxypropoxy]-hydroxyphosphoryl]oxyethyl-trimethylazanium	[M + H]+	5	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.999	1	0.998
raw	superclass	Glycerophospholipids	NPC superclass: Glycerophospholipids	1753	Untreated	PET	49658646.6666666	49658646.6666666	438015310	435686800	413185986.666667	407930700	462844633.333333	457200830	0.0249374168613769	0.72212481525926	0.0437526625711398	NA_[1753_732.55_6.4]	NA	[O-[1-O,2-O-(1,32-Dioxodotriacontane-1,32-diyl)-L-glycero-3-phospho]choline]anion	[M + H]+	5	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.999	1	0.998
raw	superclass	Glycerophospholipids	NPC superclass: Glycerophospholipids	2063	Untreated	PET	44391033.3333333	44391033.3333333	1815433016.66667	1785553550	1793237500	1759949700	1837628533.33333	1811157400	0.0222921440161534	0.744416959275413	0.181340757697997	PC(12:0/22:1(11Z))_[2063_760.59_7.1]	PC(12:0/22:1(11Z))	1-dodecanoyl-2-(11Z-docosenoyl)-glycero-3-phosphocholine	[M + H]+	5	Fatty acids	Glycerophospholipids	Glycerophosphocholines	1	1	0.999
raw	superclass	Glycerophospholipids	NPC superclass: Glycerophospholipids	1668	PET	Untreated	39394473.3333333	39394473.3333333	387589603.333333	382744450	407286840	412803140	367892366.666667	365460260	0.0197829878478578	0.764199947123271	0.0387157177924335	1,2-di-O-pentadecanoyl-sn-glycero-3-phosphocholine_[1668_706.54_6.2]	1,2-di-O-pentadecanoyl-sn-glycero-3-phosphocholine	1,2-Dipentadecanoyl-sn-glycero-3-phosphocholine	[M + H]+	5	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.999	1	0.997
raw	superclass	Glycerophospholipids	NPC superclass: Glycerophospholipids	2079	Untreated	PET	36821786.6666667	36821786.6666667	283381433.333333	275552050	264970540	260379740	301792326.666667	315991500	0.0184910444670601	0.782690991590331	0.0283065270744972	PE(20:0/18:4(6Z,9Z,12Z,15Z))_[2079_768.55_7.2]	PE(20:0/18:4(6Z,9Z,12Z,15Z))	(2-aminoethoxy)[3-(icosanoyloxy)-2-(octadeca-6,9,12,15-tetraenoyloxy)propoxy]phosphinic acid	[M + H]+	10	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	0.999	1	0.998
raw	superclass	Glycerophospholipids	NPC superclass: Glycerophospholipids	1992	Untreated	PET	31366660	31366660	120490033.333333	112711360	104806703.333333	107043730	136173363.333333	140735120	0.0157516067890374	0.798442598379368	0.0120355605186922	PC(P-16:0/20:3(5Z,8Z,11Z))_[1992_768.59_6.9]	PC(P-16:0/20:3(5Z,8Z,11Z))	NA	[M + H]+	10	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.997	0.999	0.989
raw	superclass	Glycerophospholipids	NPC superclass: Glycerophospholipids	1819	Untreated	PET	28534893.3333333	28534893.3333333	168067223.333333	164229640	153799776.666667	146482450	182334670	190671600	0.0143295594607074	0.812772157840076	0.016787971433628	NA_[1819_782.57_6.5]	NA	1,2-di-(9Z,11Z-octadecadienoyl)-sn-glycero-3-phosphocholine	[M + H]+	-1	Fatty acids	Glycerophospholipids	Glycerophosphocholines	1	1	0.999
raw	superclass	Glycerophospholipids	NPC superclass: Glycerophospholipids	1917	Untreated	PET	23300106.6666667	23300106.6666667	133524233.333333	139692400	121874180	114504590	145174286.666667	147219970	0.0117007714036484	0.824472929243724	0.0133375263209486	NA_[1917_746.57_6.8]	NA	16:0-17:0 cyclo PC, 1-palmitoyl-2-cis-9,10-methylenehexadecanoyl-sn-glycero-3-phosphocholine, powder	[M + H]+	-1	Fatty acids	Glycerophospholipids	Glycerophosphocholines	1	1	0.999
