data_source	npc_level	npc_term	npc_label	feature_id	higher_mean_group	lower_mean_group	mean_difference_max_min	abs_mean_difference_max_min	average_intensity	median_intensity	mean_pet	median_pet	mean_untreated	median_untreated	contribution_fraction_of_term_difference	cumulative_contribution_fraction	average_intensity_fraction_of_term	feature_id_full_annotated	sirius_chebiasciiname	sirius_name	sirius_adduct	gnps_component	canopus_npc_pathway	canopus_npc_superclass	canopus_npc_class	canopus_npc_pathway_probability	canopus_npc_superclass_probability	canopus_npc_class_probability
raw	class	Phosphosphingolipids	NPC class: Phosphosphingolipids	1470	Untreated	PET	23915006.6666666	23915006.6666666	289125060	277467120	277167556.666667	263988640	301082563.333333	290945600	0.604147914132983	0.604147914132983	0.569886858342967	N-hexadecanoylphytosphingosine-1-phosphocholine_[1470_703.58_5.5]	N-hexadecanoylphytosphingosine-1-phosphocholine	[2-(Hexadecanoylamino)-3,4-dihydroxyoctadecyl] 2-(trimethylazaniumyl)ethyl phosphate	[M - H2O + H]+	-1	Fatty acids	Spingolipids	Phosphosphingolipids	1	1	0.999
raw	class	Phosphosphingolipids	NPC class: Phosphosphingolipids	1335	Untreated	PET	2943254.66666667	2943254.66666667	10646119.6666667	9362139.5	9174492.33333333	9273380	12117747	13098974	0.0743533628241585	0.678501276957141	0.0209842885648859	NA_[1335_701.56_4.9]	NA	2-[[(E,2S,3R)-2-(2-deuteriooxyhexadecanoylamino)-3-hydroxyoctadec-4-enoxy]-hydroxyphosphoryl]oxyethyl-trimethylazanium	[M - H2O + H]+	-1	Fatty acids	Spingolipids	Phosphosphingolipids	1	1	0.999
raw	class	Phosphosphingolipids	NPC class: Phosphosphingolipids	2141	PET	Untreated	2724512.66666667	2724512.66666667	40346769	39542809	41709025.3333333	39741148	38984512.6666667	39344470	0.068827438249884	0.747328715207025	0.079526463149543	NA_[2141_719.58_7.3]	NA	benzyl N-[10-(8-cyanooctyl)-9-nonylnonadecyl]carbamate	[M + K]+	-1	Fatty acids	Spingolipids	Phosphosphingolipids	1	1	0.968
raw	class	Phosphosphingolipids	NPC class: Phosphosphingolipids	1747	PET	Untreated	1703156.66666667	1703156.66666667	10471500.6666667	9908213	11323079	10801046	9619922.33333333	9015380	0.0430256433523199	0.790354358559345	0.0206401016123021	N-nonadecanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine_[1747_731.61_6.4]	N-nonadecanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine	N-nonadecanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine	[M - H2O + H]+	5	Fatty acids	Spingolipids	Phosphosphingolipids	1	1	0.999
raw	class	Phosphosphingolipids	NPC class: Phosphosphingolipids	2431	Untreated	PET	1673641.33333334	1673641.33333334	43633279.3333333	42973640	42796458.6666667	38323196	44470100	47624084	0.0422800183430187	0.832634376902364	0.0860044178753458	N-(2-hydroxypentacosanoyl)-15-methylhexadecasphing-4-enine-1-phosphocholine_[2431_813.68_8.1]	N-(2-hydroxypentacosanoyl)-15-methylhexadecasphing-4-enine-1-phosphocholine	N-(2-hydroxypentacosanoyl)-15-methylhexadecasphing-4-enine-1-phosphocholine	[M - H2O + H]+	5	Fatty acids	Spingolipids	Phosphosphingolipids	1	1	0.999
raw	class	Phosphosphingolipids	NPC class: Phosphosphingolipids	2399	PET	Untreated	885848.666666668	885848.666666668	9743908	9211339.5	10186832.3333333	9147803	9300983.66666667	9274876	0.0223785688903907	0.855012945792754	0.0192059627003723	N-tricosanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine_[2399_787.67_8]	N-tricosanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine	N-tricosanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine	[M - H2O + H]+	5	Fatty acids	Spingolipids	Phosphosphingolipids	1	1	0.999
raw	class	Phosphosphingolipids	NPC class: Phosphosphingolipids	2150	PET	Untreated	765615.166666667	765615.166666667	4488017.41666667	4353510	4870825	4490563	4105209.83333333	4214068	0.0193411949416242	0.874354140734379	0.00884621397319445	N-(2-hydroxytricosanoyl)-15-methylhexadecasphing-4-enine-1-phosphocholine_[2150_785.65_7.3]	N-(2-hydroxytricosanoyl)-15-methylhexadecasphing-4-enine-1-phosphocholine	N-(2-hydroxytricosanoyl)-15-methylhexadecasphing-4-enine-1-phosphocholine	[M - H2O + H]+	5	Fatty acids	Spingolipids	Phosphosphingolipids	1	1	0.999
raw	class	Phosphosphingolipids	NPC class: Phosphosphingolipids	2089	PET	Untreated	737838.533333333	737838.533333333	2504990.26666667	2369722.5	2873909.53333333	2817600	2136071	2030478.4	0.018639493481789	0.892993634216168	0.00493752092347297	N-henicosanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine_[2089_759.64_7.2]	N-henicosanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine	N-henicosanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine	[M - H2O + H]+	5	Fatty acids	Spingolipids	Phosphosphingolipids	1	1	0.999
raw	class	Phosphosphingolipids	NPC class: Phosphosphingolipids	2574	PET	Untreated	686366.166666666	686366.166666666	5251945.25	4870810.25	5595128.33333333	5006327.5	4908762.16666667	4735293	0.0173391834550935	0.910332817671261	0.0103519721836349	N-(2-hydroxypentacosanoyl)-15-methylhexadecasphing-4-enine-1-phosphocholine_[2574_831.7_8.5]	N-(2-hydroxypentacosanoyl)-15-methylhexadecasphing-4-enine-1-phosphocholine	N-(2-hydroxypentacosanoyl)-15-methylhexadecasphing-4-enine-1-phosphocholine	[M + H]+	811	Fatty acids	Spingolipids	Phosphosphingolipids	1	1	0.999
raw	class	Phosphosphingolipids	NPC class: Phosphosphingolipids	1469	PET	Untreated	549780.666666668	549780.666666668	25050958.3333333	25217343	25325848.6666667	25065610	24776068	25369076	0.0138887204852954	0.924221538156556	0.0493772900317389	N-hexadecanoylsphingosine-1-phosphocholine_[1469_725.56_5.5]	N-hexadecanoylsphingosine-1-phosphocholine	NA	[M + Na]+	45	Fatty acids	Spingolipids	Phosphosphingolipids	1	1	0.999
raw	class	Phosphosphingolipids	NPC class: Phosphosphingolipids	2405	PET	Untreated	482070.566666666	482070.566666666	4580844.05	4359630.5	4821879.33333333	4404158	4339808.76666667	4315103	0.0121782080756228	0.936399746232179	0.00902918212697845	NA_[2405_788.67_8]	NA	Bis(5-methyl-2-propan-2-ylcyclohexyl)-octadecyl-(3-triethoxysilylpropyl)azanium	[M + K]+	5	Fatty acids	Spingolipids	Phosphosphingolipids	1	0.997	0.925
raw	class	Phosphosphingolipids	NPC class: Phosphosphingolipids	1645	PET	Untreated	466487.566666666	466487.566666666	4637983.71666667	4559876.5	4871227.5	4701036.5	4404739.93333333	4295659	0.0117845457581852	0.948184291990364	0.00914180863235101	N-hexadecanoylphytosphingosine-1-phosphocholine_[1645_703.58_6.1]	N-hexadecanoylphytosphingosine-1-phosphocholine	[2-(Hexadecanoylamino)-3,4-dihydroxyoctadecyl] 2-(trimethylazaniumyl)ethyl phosphate	[M - H2O + H]+	-1	Fatty acids	Spingolipids	Phosphosphingolipids	1	1	0.999
raw	class	Phosphosphingolipids	NPC class: Phosphosphingolipids	2298	PET	Untreated	397542.233333333	397542.233333333	3608152.45	3726860.7	3806923.56666667	3727695.2	3409381.33333333	3726026.2	0.0100428285216772	0.958227120512042	0.0071119351057047	N-(2-hydroxytetracosanoyl)-15-methylhexadecasphing-4-enine-1-phosphocholine_[2298_799.67_7.7]	N-(2-hydroxytetracosanoyl)-15-methylhexadecasphing-4-enine-1-phosphocholine	N-(2-hydroxytetracosanoyl)-15-methylhexadecasphing-4-enine-1-phosphocholine	[M - H2O + H]+	5	Fatty acids	Spingolipids	Phosphosphingolipids	1	1	0.999
raw	class	Phosphosphingolipids	NPC class: Phosphosphingolipids	2223	Untreated	PET	300901.333333334	300901.333333334	12782490.6666667	12899428.5	12632040	11828347	12932941.3333333	13970510	0.0076014577552491	0.965828578267291	0.0251952336744001	NA_[2223_811.67_7.5]	NA	4-[20-(3,5-Dihydroxy-4-azatricyclo[5.2.1.02,6]deca-2,5,8-trien-4-yl)-10,11-dioctylicosyl]-4-azatricyclo[5.2.1.02,6]deca-2,5,8-triene-3,5-diol	[M - H2O + H]+	-1	Fatty acids	Spingolipids	Phosphosphingolipids	1	1	0.994
raw	class	Phosphosphingolipids	NPC class: Phosphosphingolipids	2726	PET	Untreated	299902.166666666	299902.166666666	9661935.91666667	9556934	9811887	9259781	9511984.83333333	9854087	0.00757621651379965	0.973404794781091	0.0190443896667423	N-pentacosanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine_[2726_815.7_8.9]	N-pentacosanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine	N-pentacosanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine	[M - H2O + H]+	5	Fatty acids	Spingolipids	Phosphosphingolipids	1	1	0.999
raw	class	Phosphosphingolipids	NPC class: Phosphosphingolipids	1538	Untreated	PET	287291.933333333	287291.933333333	1531916.4	1642856.5	1388270.43333333	1279988.6	1675562.36666667	1675187.8	0.00725765309998794	0.980662447881078	0.00301952042635138	N-oleoyl-(4E,14Z)-sphingadienine-1-phosphocholine_[1538_727.57_5.8]	N-oleoyl-(4E,14Z)-sphingadienine-1-phosphocholine	[(2S,3R,4E,14E)-3-hydroxy-2-[[(E)-octadec-9-enoyl]amino]octadeca-4,14-dienyl] 2-(trimethylazaniumyl)ethyl phosphate	[M + H]+	45	Fatty acids	Spingolipids	Phosphosphingolipids	1	1	0.999
