data_source	npc_level	npc_term	npc_label	feature_id	higher_mean_group	lower_mean_group	mean_difference_max_min	abs_mean_difference_max_min	average_intensity	median_intensity	mean_pet	median_pet	mean_untreated	median_untreated	contribution_fraction_of_term_difference	cumulative_contribution_fraction	average_intensity_fraction_of_term	feature_id_full_annotated	sirius_chebiasciiname	sirius_name	sirius_adduct	gnps_component	canopus_npc_pathway	canopus_npc_superclass	canopus_npc_class	canopus_npc_pathway_probability	canopus_npc_superclass_probability	canopus_npc_class_probability
raw	class	Nitro fatty acids	NPC class: Nitro fatty acids	538	PET	Untreated	37095638	37095638	28598709.3333333	11238783	47146528.3333333	63003136	10050890.3333333	10415086	0.508166708612397	0.508166708612397	0.109179174298348	NA_[538_352.25_2]	NA	NA	[M + Na]+	211	Fatty acids	Fatty Acids and Conjugates	Nitro fatty acids	0.999	0.855	0.993
raw	class	Nitro fatty acids	NPC class: Nitro fatty acids	576	PET	Untreated	8211665.4	8211665.4	5716197.16666667	1689731.15	9822029.86666667	12068542	1610364.46666667	1634941.1	0.112490179533893	0.62065688814629	0.0218223025210377	Putative (3-hydroxyoctadecanoyl)glycine_[576_375.32_2.3]	Putative (3-hydroxyoctadecanoyl)glycine	PDEJWCOMIACOMR	[M + H3N + H]+	108	Fatty acids	Fatty Acids and Conjugates	Nitro fatty acids	0.998	0.756	0.95
raw	class	Nitro fatty acids	NPC class: Nitro fatty acids	185	PET	Untreated	7892861.33333334	7892861.33333334	48394473.3333333	51963075	52340904	47747750	44448042.6666667	56178400	0.108122937939336	0.728779826085626	0.18475199623706	N-[(9Z)-hexadecenoyl]glycinate_[185_328.25_0.9]	N-[(9Z)-hexadecenoyl]glycinate	Palmitoleoylglycine	[M + O + H]+	509	Fatty acids	Fatty Acids and Conjugates	Nitro fatty acids	1	0.995	0.998
raw	class	Nitro fatty acids	NPC class: Nitro fatty acids	148	PET	Untreated	5792959.33333333	5792959.33333333	32085663	31071070	34982142.6666667	30306450	29189183.3333333	31835690	0.0793567447888473	0.808136570874473	0.122491059030836	NA_[148_330.26_0.7]	NA	(E)-11-nitrooctadec-11-en-5-ol	[M + O + H]+	310	Fatty acids	Fatty Acids and Conjugates	Nitro fatty acids	0.999	0.795	0.965
raw	class	Nitro fatty acids	NPC class: Nitro fatty acids	172	PET	Untreated	3485136	3485136	26548326.6666667	27621392	28290894.6666667	29451878	24805758.6666667	22369788	0.0477422733688143	0.855878844243288	0.101351580264886	(9E)-10-nitrooctadecenoic acid_[172_350.23_0.9]	(9E)-10-nitrooctadecenoic acid	(Z)-10-nitrooctadec-9-enoate	[M + Na]+	659	Fatty acids	Fatty Acids and Conjugates	Nitro fatty acids	0.98	0.224	0.882
raw	class	Nitro fatty acids	NPC class: Nitro fatty acids	141	PET	Untreated	2615296	2615296	13226383	13816805.5	14534031	13485725	11918735	14147886	0.0358264861320668	0.891705330375354	0.0504933826929944	NA_[141_326.23_0.7]	NA	2-[[(E)-2-oxohexadec-5-enylidene]amino]acetic acid	[M + O + H]+	-1	Fatty acids	Fatty Acids and Conjugates	Nitro fatty acids	0.99	0.674	0.825
raw	class	Nitro fatty acids	NPC class: Nitro fatty acids	95	PET	Untreated	2002853.66666667	2002853.66666667	18487870.1666667	18336455	19489297	21410252	17486443.3333333	16919304	0.0274367448707115	0.919142075246066	0.070579772527674	NA_[95_352.25_0.7]	NA	NA	[M + Na]+	-1	Fatty acids	Fatty Acids and Conjugates	Nitro fatty acids	0.998	0.494	0.942
raw	class	Nitro fatty acids	NPC class: Nitro fatty acids	658	PET	Untreated	1392382.76666667	1392382.76666667	1710064.98333333	1013873.6	2406256.36666667	2792145.5	1013873.6	1013873.6	0.0190740099325323	0.938216085178598	0.00652838842133477	Putative (3-hydroxyoctadecanoyl)glycine_[658_375.32_2.5]	Putative (3-hydroxyoctadecanoyl)glycine	PDEJWCOMIACOMR	[M + H3N + H]+	108	Fatty acids	Fatty Acids and Conjugates	Nitro fatty acids	0.999	0.721	0.868
raw	class	Nitro fatty acids	NPC class: Nitro fatty acids	264	PET	Untreated	1288769.66666666	1288769.66666666	18749396.5	20006980	19393781.3333333	18390528	18105011.6666667	21623432	0.0176546320532213	0.95587071723182	0.0715781822390286	NA_[264_336.25_1.1]	NA	2-Tridecyl-2-oxazoline-4,4-dimethanol	[M + Na]+	-1	Fatty acids	Fatty Acids and Conjugates	Nitro fatty acids	0.997	0.674	0.925
raw	class	Nitro fatty acids	NPC class: Nitro fatty acids	187	PET	Untreated	1077228	1077228	28195359.3333333	29928819	28733973.3333333	30309070	27656745.3333333	29548568	0.0147567594654961	0.970627476697316	0.107639334879724	NA_[187_373.31_0.9]	NA	12-Nitroicos-11-enoic acid	[M + H3N + H]+	-1	Fatty acids	Fatty Acids and Conjugates	Nitro fatty acids	0.999	0.292	0.752
