data_source	npc_level	npc_term	npc_label	feature_id	higher_mean_group	lower_mean_group	mean_difference_max_min	abs_mean_difference_max_min	average_intensity	median_intensity	mean_pet	median_pet	mean_untreated	median_untreated	contribution_fraction_of_term_difference	cumulative_contribution_fraction	average_intensity_fraction_of_term	feature_id_full_annotated	sirius_chebiasciiname	sirius_name	sirius_adduct	gnps_component	canopus_npc_pathway	canopus_npc_superclass	canopus_npc_class	canopus_npc_pathway_probability	canopus_npc_superclass_probability	canopus_npc_class_probability
raw	superclass	Octadecanoids	NPC superclass: Octadecanoids	170	PET	Untreated	18594338.6666667	18594338.6666667	100024113.333333	103211360	109321282.666667	99345064	90726944	107077656	0.196990458797074	0.196990458797074	0.165880502961147	NA_[170_312.25_0.8]	NA	9-Oxo-11,13-octadecadienoic acid	[M + H3N + H]+	336	Fatty acids	Octadecanoids	Other Octadecanoids	0.993	0.946	0.972
raw	superclass	Octadecanoids	NPC superclass: Octadecanoids	109	PET	Untreated	14577231	14577231	23232030.8333333	20868792	30520646.3333333	32068576	15943415.3333333	18138812	0.15443278054458	0.351423239341654	0.0385281191806171	NA_[109_240.16_0.7]	NA	methyl 2-[4-oxo-5-(pent-2-en-1-yl)cyclopent-2-en-1-yl]acetate	[M + H3N + H]+	-1	Fatty acids	Octadecanoids	Jasmonic acids	0.647	0.815	0.846
raw	superclass	Octadecanoids	NPC superclass: Octadecanoids	246	PET	Untreated	13642280.6666667	13642280.6666667	91424063	81485565	98245203.3333333	79071180	84602922.6666667	83899950	0.144527814392383	0.495951053734037	0.151618135345547	9-OxoOTrE_[246_310.24_1]	9-OxoOTrE	9-oxooctadeca-10,12,15-trienoic acid	[M + H3N + H]+	157	Fatty acids	Octadecanoids	Phytane diterpenoids	0.735	0.781	0.501
raw	superclass	Octadecanoids	NPC superclass: Octadecanoids	296	PET	Untreated	10844386.6666667	10844386.6666667	207237120	202381850	212659313.333333	206537120	201814926.666667	190149980	0.114886619155168	0.610837672889205	0.343683103525833	NA_[296_294.24_1.2]	NA	9,13-Octadecadiynoic acid	[M + H3N + H]+	145	Fatty acids	Octadecanoids	Other Octadecanoids	0.99	0.734	0.804
raw	superclass	Octadecanoids	NPC superclass: Octadecanoids	214	PET	Untreated	9075974.66666666	9075974.66666666	51754759.3333333	54857301	56292746.6666667	51532870	47216772	58181732	0.09615186889235	0.706989541781555	0.0858303585280117	NA_[214_314.27_1]	NA	15-Hydroxy-9Z,15Z-octadecadienoic acid	[M + H3N + H]+	-1	Fatty acids	Octadecanoids	Other Octadecanoids	0.999	0.931	0.97
raw	superclass	Octadecanoids	NPC superclass: Octadecanoids	495	PET	Untreated	9065491.36666667	9065491.36666667	7595004.68333333	3344976.25	12127750.3666667	14300155	3062259	3038455.5	0.0960408076648588	0.803030349446414	0.0125955947508884	NA_[495_312.25_1.9]	NA	9-Oxo-11,13-octadecadienoic acid	[M + H3N + H]+	36	Fatty acids	Octadecanoids	Other Octadecanoids	0.98	0.895	0.913
raw	superclass	Octadecanoids	NPC superclass: Octadecanoids	290	PET	Untreated	5191319.5	5191319.5	24489876.25	21673974	27085536	20806078	21894216.5	22541870	0.0549974069204431	0.858027756366857	0.0406141364759537	9-oxo-ODE(1-)_[290_312.25_1.2]	9-oxo-ODE(1-)	9-oxooctadeca-10,12-dienoic acid	[M + H3N + H]+	220	Fatty acids	Octadecanoids	Other Octadecanoids	0.998	0.937	0.972
raw	superclass	Octadecanoids	NPC superclass: Octadecanoids	171	PET	Untreated	3292714.33333333	3292714.33333333	16129200.1666667	16124505	17775557.3333333	15520798	14482843	16728212	0.0348833760016329	0.89291113236849	0.0267487483452259	NA_[171_295.23_0.8]	NA	9-Oxo-11,13-octadecadienoic acid	[M + H]+	-1	Fatty acids	Octadecanoids	Other Octadecanoids	0.982	0.92	0.928
raw	superclass	Octadecanoids	NPC superclass: Octadecanoids	199	PET	Untreated	2654158	2654158	32109491.6666667	31480300	33436570.6666667	30250332	30782412.6666667	32710268	0.0281184403227637	0.921029572691254	0.0532505457933254	11-Oxooctadecanoic acid_[199_316.28_0.9]	11-Oxooctadecanoic acid	11-oxooctadecanoic acid	[M + H3N + H]+	304	Fatty acids	Octadecanoids	Other Octadecanoids	0.998	0.809	0.908
raw	superclass	Octadecanoids	NPC superclass: Octadecanoids	160	PET	Untreated	2644445.26666667	2644445.26666667	10272782.0333333	9302936	11595004.6666667	9184716	8950559.4	9421156	0.0280155425628699	0.949045115254123	0.017036434452768	6-{(1S,5S)-4-oxo-5-[(2Z)-pent-2-en-1-yl]cyclopent-2-en-1-yl}hexanoate_[160_282.21_0.8]	6-{(1S,5S)-4-oxo-5-[(2Z)-pent-2-en-1-yl]cyclopent-2-en-1-yl}hexanoate	6-[4-oxo-5-(pent-2-en-1-yl)cyclopent-2-en-1-yl]hexanoic acid	[M + H3N + H]+	157	Fatty acids	Octadecanoids	Jasmonic acids	0.748	0.753	0.542
raw	superclass	Octadecanoids	NPC superclass: Octadecanoids	227	PET	Untreated	2191040.83333333	2191040.83333333	14257446.5833333	13137806.5	15352967	12398001	13161926.1666667	13877612	0.0232121263756045	0.972257241629728	0.0236446225951885	9-OxoOTrE_[227_293.21_1]	9-OxoOTrE	9-oxooctadeca-10,12,15-trienoic acid	[M + H]+	90	Fatty acids	Octadecanoids	Other Octadecanoids	0.897	0.83	0.309
raw	superclass	Octadecanoids	NPC superclass: Octadecanoids	139	PET	Untreated	1532424	1532424	9882783	9695056.5	10648995	9527697	9116571	9862416	0.0162346675643164	0.988491909194045	0.01638965805408	2,3-dinor-8-epi-prostaglandin F2alpha_[139_344.24_0.8]	2,3-dinor-8-epi-prostaglandin F2alpha	5-[3,5-dihydroxy-2-(3-hydroxyoct-1-en-1-yl)cyclopentyl]pent-3-enoic acid	[M + H3N + H]+	-1	Fatty acids	Octadecanoids	Other Octadecanoids	0.999	0.896	0.634
raw	superclass	Octadecanoids	NPC superclass: Octadecanoids	121	PET	Untreated	920724.833333334	920724.833333334	7041949.75	7201922.75	7502312.16666667	6626739.5	6581587.33333333	7777106	0.00975425964835926	0.998246168842404	0.0116784056106983	NA_[121_284.22_0.7]	NA	11-(cyclopent-1-en-1-yl)-11-oxoundecanoic acid	[M + H3N + H]+	336	Fatty acids	Octadecanoids	Other Octadecanoids	0.957	0.88	0.499
raw	superclass	Octadecanoids	NPC superclass: Octadecanoids	111	PET	Untreated	165547.766666667	165547.766666667	7538347.61666667	7786327.5	7621121.5	7642354.5	7455573.73333333	9167753	0.0017538311575963	1	0.012501634380716	(11E,15Z)-9,10,13-trihydroxyoctadeca-11,15-dienoic acid_[111_346.26_0.7]	(11E,15Z)-9,10,13-trihydroxyoctadeca-11,15-dienoic acid	9,10,13-trihydroxyoctadeca-11,15-dienoic acid	[M + H3N + H]+	310	Fatty acids	Octadecanoids	Other Octadecanoids	1	0.968	0.969
