data_source	npc_level	npc_term	npc_label	feature_id	higher_mean_group	lower_mean_group	mean_difference_max_min	abs_mean_difference_max_min	average_intensity	median_intensity	mean_pet	median_pet	mean_untreated	median_untreated	contribution_fraction_of_term_difference	cumulative_contribution_fraction	average_intensity_fraction_of_term	feature_id_full_annotated	sirius_chebiasciiname	sirius_name	sirius_adduct	gnps_component	canopus_npc_pathway	canopus_npc_superclass	canopus_npc_class	canopus_npc_pathway_probability	canopus_npc_superclass_probability	canopus_npc_class_probability
raw	superclass	Triterpenoids	NPC superclass: Triterpenoids	1593	Untreated	PET	8050767.86666667	8050767.86666667	5573687.4	2441334.6	1548303.46666667	1013873.6	9599071.33333333	8623036	0.377166118628375	0.377166118628375	0.0304671488776999	NA_[1593_572.39_6]	NA	2,3-Dihydroxy-5,12-Oleanadien-28-Oic Acid; (2&#946;,3&#945;)-Form, Di-Ac	[M + H3N + H]+	69	Terpenoids	Triterpenoids	Abeolupane triterpenoids	0.991	0.867	0.266
raw	superclass	Triterpenoids	NPC superclass: Triterpenoids	2398	PET	Untreated	3385428.63333333	3385428.63333333	5068008.75	2303269.4	6760723.06666667	1013873.6	3375294.43333333	3592665.2	0.158602135681298	0.535768254309673	0.0277029847600954	NA_[2398_502.32_8]	NA	2-acetyl-12-(acetyloxy)-7-ethyl-4b,7,10a,12a-tetramethyl-3-oxo-3,4b,5,6,6a,7,8,9,10,10a,10b,11,12,12a-tetradecahydrochrysene-1-carboxylic acid	[M + H3N + H]+	8	Terpenoids	Triterpenoids	Lupane triterpenoids	0.907	0.751	0.036
raw	superclass	Triterpenoids	NPC superclass: Triterpenoids	1227	Untreated	PET	3267441.13333333	3267441.13333333	5935412.93333333	5945601.75	4301692.36666667	5816970.5	7569133.5	7924736.5	0.153074602387745	0.688842856697417	0.0324444297845789	NA_[1227_572.39_4.5]	NA	2,3-Dihydroxy-5,12-Oleanadien-28-Oic Acid; (2&#946;,3&#945;)-Form, Di-Ac	[M + H3N + H]+	69	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids	0.942	0.925	0.16
raw	superclass	Triterpenoids	NPC superclass: Triterpenoids	2526	Untreated	PET	2986029.93333333	2986029.93333333	2506888.56666667	1013873.6	1013873.6	1013873.6	3999903.53333333	3039693.5	0.139890919563898	0.828733776261315	0.0137032706894249	NA_[2526_502.32_8.4]	NA	2-acetyl-12-(acetyloxy)-7-ethyl-4b,7,10a,12a-tetramethyl-3-oxo-3,4b,5,6,6a,7,8,9,10,10a,10b,11,12,12a-tetradecahydrochrysene-1-carboxylic acid	[M + H3N + H]+	8	Terpenoids	Triterpenoids	Lupane triterpenoids	0.948	0.873	0.057
raw	superclass	Triterpenoids	NPC superclass: Triterpenoids	2151	PET	Untreated	1412131.66666667	1412131.66666667	12885800.8333333	14601259.5	13591866.6666667	14474762	12179735	14727757	0.0661562013126837	0.894889977573999	0.0704369628618849	NA_[2151_726.53_7.3]	NA	[6-(acetyloxy)-14-hydroxy-5,5,9-trimethyltetracyclo[11.2.1.0¹,¹⁰.0⁴,⁹]hexadecan-14-yl]methyl 6-(acetyloxy)-5,5,9-trimethyltetracyclo[11.2.1.0¹,¹⁰.0⁴,⁹]hexadecane-14-carboxylate	[M + H3N + H]+	59	Terpenoids	Triterpenoids	Lupane triterpenoids	0.991	0.923	0.371
raw	superclass	Triterpenoids	NPC superclass: Triterpenoids	1786	Untreated	PET	742235.5	742235.5	9838504.41666667	9656752	9467386.66666667	9397960	10209622.1666667	10913370	0.0347725940282389	0.929662571602238	0.0537796896891797	NA_[1786_500.48_6.5]	NA	15-(5,5-dimethyl-6-methylideneoctan-2-yl)-6-methoxy-7,7,12,16-tetramethylpentacyclo[9.7.0.0¹,³.0³,⁸.0¹²,¹⁶]octadecane	[M + H3N + H]+	8	Terpenoids	Triterpenoids	Lupane triterpenoids	0.998	0.973	0.242
raw	superclass	Triterpenoids	NPC superclass: Triterpenoids	2807	Untreated	PET	647190.666666667	647190.666666667	5043291.83333333	4923442.75	4719696.5	4708310	5366887.16666667	6653007	0.0303198894567362	0.959982461058974	0.0275678760024925	NA_[2807_713.43_9.1]	NA	11-(acetyloxy)-10-{[4,5-bis(acetyloxy)-3-hydroxyoxan-2-yl]oxy}-2,2,6a,6b,9,9,12a-heptamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid	[M - H2O + H]+	329	Terpenoids	Triterpenoids	Oleanane triterpenoids	0.999	0.998	0.425
raw	superclass	Triterpenoids	NPC superclass: Triterpenoids	1878	Untreated	PET	171018	171018	102749335.666667	106851340	102663826.666667	106280770	102834844.666667	117178200	0.00801193082993385	0.967994391888908	0.56165318974313	NA_[1878_670.47_6.7]	NA	3-({[1-(4-ethylideneoxolan-2-yl)prop-1-en-2-yl]oxy}carbonyl)-5,10-dihydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid	[M + H3N + H]+	11	Terpenoids	Triterpenoids	Ursane and Taraxastane triterpenoids	0.991	0.965	0.385
raw	superclass	Triterpenoids	NPC superclass: Triterpenoids	3028	Untreated	PET	168945.466666667	168945.466666667	4093266.83333333	4254748.9	4008794.1	3950974.8	4177739.56666667	4725932.5	0.00791483582409003	0.975909227712998	0.0223748052334829	NA_[3028_710.52_9.5]	NA	NA	[M + H3N + H]+	67	Terpenoids	Triterpenoids	Cucurbitane triterpenoids	0.823	0.811	0.09
raw	superclass	Triterpenoids	NPC superclass: Triterpenoids	2566	PET	Untreated	154300.833333334	154300.833333334	4889175.75	4868185	4966326.16666667	4842435.5	4812025.33333333	4893934.5	0.00722875722829072	0.983137984941289	0.0267254395114606	NA_[2566_500.48_8.5]	NA	1-[(1S,3aS,5aR,5bR,7aS,11aS,11bR,13aR,13bR)-5a,5b,8,8,11a-pentamethyl-1,9-di(propan-2-yl)-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysen-3a-yl]ethanone	[M + H3N + H]+	-1	Terpenoids	Triterpenoids	Lupane triterpenoids	0.999	0.994	0.354
