feature_id	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class
1032	1.0	0.30594087	ISDB	http://www.wikidata.org/entity/Q82741417	IMRCWIVSPJOTKF-UHFFFAOYSA-N	InChI=1S/C30H53NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-30(33)31-27-26-28-22-24-29(32)25-23-28/h22-25,32H,2-21,26-27H2,1H3,(H,31,33)	CCCCCCCCCCCCCCCCCCCCCC(=O)NCCc1ccc(O)cc1	C30H53NO2	nan	459.407629936	N-[2-(4-Hydroxyphenyl)ethyl]docosanamide	IMRCWIVSPJOTKF	Fatty acids	Fatty amides	N-acyl amines	http://www.wikidata.org/entity/Q15395095	Zanthoxylum leprieurii	1030233.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Rutaceae']	['Unknown']	['Zanthoxylum']	['Zanthoxylum leprieurii']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	1.2237634658813477	1	-1	nan	nan	nan	nan	nan	nan
1033	1.0	0.38580912	ISDB	http://www.wikidata.org/entity/Q111269416	IRNSLSUTMMDAKL-HKHDUYSXSA-N	InChI=1S/C34H61NO3/c1-21(8-12-26(36)30(38)27(37)20-35)22-9-10-24-23(22)14-18-33(5)25(24)11-13-29-32(4)17-7-16-31(2,3)28(32)15-19-34(29,33)6/h21-30,36-38H,7-20,35H2,1-6H3/t21?,22-,23?,24?,25?,26-,27+,28?,29?,30-,32+,33-,34-/m1/s1	CC(CC[C@@H](O)[C@@H](O)[C@@H](O)CN)[C@H]1CCC2C1CC[C@]1(C)C2CCC2[C@@]3(C)CCCC(C)(C)C3CC[C@]21C	C34H61NO3	nan	531.465144812	(2S,3R,4R)-7-[(3R,5aR,5bR,11aS)-5a,5b,8,8,11a-pentamethyl-2,3,3a,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydro-1H-cyclopenta[a]chrysen-3-yl]-1-aminooctane-2,3,4-triol	IRNSLSUTMMDAKL	Terpenoids	Triterpenoids	Hopane and Moretane triterpenoids	http://www.wikidata.org/entity/Q26292479	Streptomyces scabiei	552324.0	['Bacteria']	['Unknown']	['Actinobacteria']	['Unknown']	['Streptomycetales']	['Streptomycetaceae']	['Unknown']	['Streptomyces']	['Streptomyces scabiei']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	2	2.543236494064331	1	102	Terpenoids	0.25	Triterpenoids	0.171875	Sphingoid bases	0.09375
104	13.0	0.3771513	ISDB	http://www.wikidata.org/entity/Q21099662	SEPPVOUBHWNCAW-FNORWQNLSA-N	InChI=1S/C9H14O2/c1-2-3-4-6-9(11)7-5-8-10/h5,7-8H,2-4,6H2,1H3/b7-5+	CCCCCC(=O)/C=C/C=O	C9H14O2	nan	154.099379688	4-Oxo-2-nonenal	SEPPVOUBHWNCAW	Fatty acids	Fatty acyls	Fatty aldehydes	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']	nan	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	nan	['Hominidae']	nan	['Homo']	['Homo sapiens']	7	3	10.008605241775513	1	266	Fatty acids	1.0	Fatty acyls	1.0	Fatty aldehydes	1.0
1042	4.0	0.67464554	ISDB	http://www.wikidata.org/entity/Q115966762	MQUXQBHHZDPZOB-LNEUUDGLSA-N	InChI=1S/C20H36O/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)4-2/h2,18-21H,3,5-17H2,1H3/b19-18+/t20-/m1/s1	C#C[C@@H](O)/C=C/CCCCCCCCCCCCCCC	C20H36O	nan	292.276615772	(3S)-4-Icosene-1-yne-3-ol	MQUXQBHHZDPZOB	Fatty acids	Fatty acyls	Fatty alcohols	http://www.wikidata.org/entity/Q2466918	Cribrochalina vasculum	270979.0	['Eukaryota']	['Metazoa']	['Porifera']	['Demospongiae']	['Haplosclerida']	['Niphatidae']	['Unknown']	['Cribrochalina']	['Cribrochalina vasculum']	nan	['Eukaryota']	['Metazoa']	nan	nan	nan	nan	nan	nan	nan	2	1	5.198582172393799	1	3	Fatty acids	0.717391304347826	Fatty amides	0.4673913043478261	N-acyl amines	0.45652173913043476
1044	1.0	0.79714394	ISDB	http://www.wikidata.org/entity/Q105149280	LBHQTVBKPMHICN-MDZDMXLPSA-N	InChI=1S/C20H39NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h9-10H,2-8,11-19H2,1H3,(H2,21,22)/b10-9+	CCCCCCCC/C=C/CCCCCCCCCC(N)=O	C20H39NO	nan	309.303164868	trans-11-Icosenamide	LBHQTVBKPMHICN	Fatty acids	Fatty amides	Primary amides	http://www.wikidata.org/entity/Q1144013	Streptomyces	772892.0	['Bacteria']	['Unknown']	['Actinobacteria']	['Unknown']	['Streptomycetales']	['Streptomycetaceae']	['Unknown']	['Streptomyces']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	1	3.6885757446289062	1	58	Fatty acids	0.40384615384615385	Fatty Acids and Conjugates	0.23076923076923078	Unsaturated fatty acids	0.23076923076923078
1045	1.0	0.7113032	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	ZECVQJNFNIZKTB	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	2.845212697982788	1	58	Fatty acids	0.40384615384615385	Fatty Acids and Conjugates	0.23076923076923078	Unsaturated fatty acids	0.23076923076923078
1048	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q422590	UKMSUNONTOPOIO-UHFFFAOYSA-N	InChI=1S/C22H44O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h2-21H2,1H3,(H,23,24)	CCCCCCCCCCCCCCCCCCCCCC(=O)O	C22H44O2	pos_1_1proton1acetonitrile	340.3341306479999	Docosanoic acid	UKMSUNONTOPOIO	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']	nan	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	nan	['Hominidae']	nan	['Homo']	['Homo sapiens']	7	3	8.5	1	20	Fatty acids	0.36923076923076925	Fatty Acids and Conjugates	0.2153846153846154	Unsaturated fatty acids	0.2
1054	1.0	0.25247958	ISDB	http://www.wikidata.org/entity/Q104996711	FKOIYZJFULCGFU-BACXILKFSA-N	InChI=1S/C34H56O2/c1-10-25(22(2)3)12-11-23(4)26-15-17-32(9)28-14-13-27-30(6,7)29(36-24(5)35)16-18-33(27)21-34(28,33)20-19-31(26,32)8/h23,25-29H,2,10-21H2,1,3-9H3/t23-,25-,26-,27+,28+,29+,31-,32+,33-,34+/m1/s1	C=C(C)[C@H](CC)CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](OC(C)=O)CC[C@@]45C[C@@]35CC[C@]12C	C34H56O2	nan	496.4280310319999	[(1S,3R,6S,8R,11S,12S,15R,16R)-15-[(2R,5R)-5-ethyl-6-methylhept-6-en-2-yl]-7,7,12,16-tetramethyl-6-pentacyclo[9.7.0.01,3.03,8.012,16]octadecanyl] acetate	FKOIYZJFULCGFU	Terpenoids	Triterpenoids	Cycloartane triterpenoids	http://www.wikidata.org/entity/Q15245975	Goniophlebium mengtzeense	75645.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Polypodiopsida']	['Polypodiales']	['Polypodiaceae']	['Unknown']	['Goniophlebium']	['Goniophlebium mengtzeense']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	0	2.0099183320999146	1	-1	nan	nan	nan	nan	nan	nan
1056	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q407426	OYHQOLUKZRVURQ-HZJYTTRNSA-N	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O	C18H32O2	pos_1_1proton1ammonium	280.240230264	Linoleic Acid	OYHQOLUKZRVURQ	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']	nan	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	nan	['Hominidae']	nan	['Homo']	['Homo sapiens']	7	3	8.5	1	58	Fatty acids	0.40384615384615385	Fatty Acids and Conjugates	0.23076923076923078	Unsaturated fatty acids	0.23076923076923078
1059	1.0	0.21911822	ISDB	http://www.wikidata.org/entity/Q27256667	IXHACUTUTOCSJE-HWTFXIFRSA-N	InChI=1S/C31H52O/c1-20(2)21(3)9-10-22(4)23-13-15-29(8)25-12-11-24-27(5,6)26(32)14-16-30(24)19-31(25,30)18-17-28(23,29)7/h21-26,32H,1,9-19H2,2-8H3/t21-,22+,23+,24-,25-,26-,28+,29-,30+,31-/m0/s1	C=C(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C	C31H52O	nan	440.4018162839999	Cyclolaudenol	IXHACUTUTOCSJE	Terpenoids	Triterpenoids	Cycloartane triterpenoids	http://www.wikidata.org/entity/Q15235698	Oleandra wallichii	1092272.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Polypodiopsida']	['Polypodiales']	['Oleandraceae']	['Unknown']	['Oleandra']	['Oleandra wallichii']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	2	2.8764728903770447	1	102	Terpenoids	0.25	Triterpenoids	0.171875	Sphingoid bases	0.09375
1063	3.0	0.46450907	ISDB	http://www.wikidata.org/entity/Q15424793	FLPXYDHRVFVGRJ-UHFFFAOYSA-N	InChI=1S/C18H37NO3/c1-15(21)10-8-6-4-2-3-5-7-9-11-16-12-13-18(22)17(14-20)19-16/h15-22H,2-14H2,1H3	CC(O)CCCCCCCCCCC1CCC(O)C(CO)N1	C18H37NO3	nan	315.277344044	6-(11-Hydroxydodecyl)-2-(hydroxymethyl)piperidin-3-ol	FLPXYDHRVFVGRJ	Alkaloids	Lysine alkaloids	Piperidine alkaloids	http://www.wikidata.org/entity/Q12066488	Prosopis africana	999072.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Mimoseae']	['Prosopis']	['Prosopis africana']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	3	4.358036279678345	1	304	Fatty acids	0.7333333333333333	Fatty Acids and Conjugates	0.4666666666666667	Piperidine alkaloids	0.5333333333333333
1071	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q407426	OYHQOLUKZRVURQ-HZJYTTRNSA-N	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O	C18H32O2	pos_1_1proton1ammonium	280.240230264	Linoleic Acid	OYHQOLUKZRVURQ	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']	nan	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	nan	['Hominidae']	nan	['Homo']	['Homo sapiens']	7	3	8.5	1	58	Fatty acids	0.40384615384615385	Fatty Acids and Conjugates	0.23076923076923078	Unsaturated fatty acids	0.23076923076923078
1072	1.0	0.4609369	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	TZYVUGCYYQOTQR	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	1.843747615814209	1	58	Fatty acids	0.40384615384615385	Fatty Acids and Conjugates	0.23076923076923078	Unsaturated fatty acids	0.23076923076923078
1078	1.0	0.2359183	ISDB	http://www.wikidata.org/entity/Q27108303	SSDNUGHQUZHHEE-YGUMODFPSA-N	InChI=1S/C27H48N2O2/c1-15-11-23(31)25(29-14-15)16(2)24-22(30)13-21-19-6-5-17-12-18(28)7-9-26(17,3)20(19)8-10-27(21,24)4/h15-25,29-31H,5-14,28H2,1-4H3/t15-,16+,17+,18+,19-,20+,21+,22-,23+,24+,25-,26+,27+/m1/s1	C[C@H]1CN[C@H]([C@@H](C)[C@H]2[C@H](O)C[C@H]3[C@@H]4CC[C@H]5C[C@@H](N)CC[C@]5(C)[C@H]4CC[C@]23C)[C@@H](O)C1	C27H48N2O2	nan	432.371578776	Solacapine	SSDNUGHQUZHHEE	Alkaloids	Pseudoalkaloids	Steroidal alkaloids	http://www.wikidata.org/entity/Q1475749	Solanum pseudocapsicum	121218.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']	['Solanum pseudocapsicum']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	0	1.9436731934547424	1	18	Fatty acids	0.21052631578947367	Fatty Acids and Conjugates	0.21052631578947367	Unsaturated fatty acids	0.15789473684210525
