feature_id	IK2D	Sources	SMILES	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_superclass	gnps_class	gnps_subclass	gnps_npclassifier_superclass	gnps_npclassifier_class	gnps_npclassifier_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_compoundId	sirius_overallFeatureQuality
62	IKXLBJLEKBVARH	sirius	C(COCCOCCOCCOCCN=[N+]=[N-])C(=O)N=[N+]=[N-]																																																																																												1.0	3.0	0.031	0.031	-190.817	0.028	0.01	84.439	C11H20N6O5	[M - H2O - H]-	C11H17N6O4-	InChI=1S/C11H20N6O5/c12-16-14-2-4-20-6-8-22-10-9-21-7-5-19-3-1-11(18)15-17-13/h1-10H2	3-[2-[2-[2-(2-Azidoethoxy)ethoxy]ethoxy]ethoxy]propanoyl azide	C(COCCOCCOCCOCCN=[N+]=[N-])C(=O)N=[N+]=[N-]	1.3	150566368	PUBCHEM:(150566368)	2.0	297.134	35.0	0.589	8.492506830608663e+17	8.49250570276029e+17	8.49250570276029e+17	
63	JEDZRMKNJXWBRO	sirius	C(C=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN																																																																																												1.0	3.0	0.038	0.038	-286.18	0.173	0.143	58.924	C12H20N6O6	[M - H]-	C12H19N6O6-	InChI=1S/C12H20N6O6/c13-3-8(20)15-5-10(22)17-7-12(24)18-6-11(23)16-4-9(21)14-1-2-19/h2H,1,3-7,13H2,(H,14,21)(H,15,20)(H,16,23)(H,17,22)(H,18,24)	H-Gly-Gly-Gly-Gly-Gly-Gly-al	C(C=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN	-4.5	76936791	PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(76936791)	16777218.0	343.139	35.0	0.59	8.492506930433106e+17	8.492505703221664e+17	8.492505703179721e+17	
64	VYFYYTLLBUKUHU	isdb	NCCc1ccc(O)c(O)c1																																													10.0	Alkaloids	0.5	Phenolic acids (C6-C1)	0.5	Aminoacids	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q170304	VYFYYTLLBUKUHU-UHFFFAOYSA-N	InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2	NCCc1ccc(O)c(O)c1	C8H11NO2	pos_1_1proton1isopropanol	153.078978592	Dopamine	Alkaloids	Tyrosine alkaloids	Phenylethylamines	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7.0	1.0	7.5	1.0																									
65	DUJFFOJPISLHAA	sirius	CCCC1=CC=C(C=C1)N(CC(OCC)OCC)C2=CC=CC(=C2)C(F)(F)F																																																																																												1.0	2.0	0.07	0.07	-301.144	0.172	0.11	68.399	C22H28F3NO2	[M - H]-	C22H27F3NO2-	InChI=1S/C22H28F3NO2/c1-4-8-17-11-13-19(14-12-17)26(16-21(27-5-2)28-6-3)20-10-7-9-18(15-20)22(23,24)25/h7,9-15,21H,4-6,8,16H2,1-3H3	N-(2,2-diethoxyethyl)-N-(4-propylphenyl)-3-(trifluoromethyl)aniline	CCCC1=CC=C(C=C1)N(CC(OCC)OCC)C2=CC=CC(=C2)C(F)(F)F	6.4	138822108	PUBCHEM:(138822108)	2.0	394.2	37.0	0.611	8.492506844365983e+17	8.49250570427024e+17	8.49250570427024e+17	
68	JTQYZGCNARSJQV	sirius	CC(=O)NCCN1C=C(N=N1)CN(C)CC2=CN(N=N2)CCNC(=O)C																																																																																												1.0	9.0	0.054	0.054	-140.2	0.012	0.016	3.218	C15H25N9O2	[M - H]-	C15H24N9O2-	InChI=1S/C15H25N9O2/c1-12(25)16-4-6-23-10-14(18-20-23)8-22(3)9-15-11-24(21-19-15)7-5-17-13(2)26/h10-11H,4-9H2,1-3H3,(H,16,25)(H,17,26)	N-[2-[4-[[[1-(2-acetamidoethyl)triazol-4-yl]methyl-methylamino]methyl]triazol-1-yl]ethyl]acetamide	CC(=O)NCCN1C=C(N=N1)CN(C)CC2=CN(N=N2)CCNC(=O)C	-2.6	159859293	PUBCHEM:(159859293)	2.0	362.209	39.0	0.651	8.492506758886057e+17	8.492505705612417e+17	8.492505705612417e+17	
69	PZKXZUKDTZLLPD	sirius	CCCCCCCC(C(C(COC1C(C(C(C(O1)CO)O)O)O)NC(=O)C)O)O																																																																																												1.0	2.0	0.149	0.149	-200.18	0.205	0.491	159.062	C19H37NO9	[M - H2O - H]-	C19H34NO8-	InChI=1S/C19H37NO9/c1-3-4-5-6-7-8-13(23)15(24)12(20-11(2)22)10-28-19-18(27)17(26)16(25)14(9-21)29-19/h12-19,21,23-27H,3-10H2,1-2H3,(H,20,22)	N-[(2S,3S,4R)-3,4-dihydroxy-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyundecan-2-yl]acetamide	CCCCCCCC(C(C(COC1C(C(C(C(O1)CO)O)O)O)NC(=O)C)O)O	-0.5	67661463;18667408	PUBCHEM:(67661463 18667408)	2.0	404.228	39.0	0.654	8.492506894236261e+17	8.492505706241564e+17	8.492505706199621e+17	
73	RJWCIIRSKMEMRK	sirius	CCCCC(CC)C[N+](CC(CC)CCCC)(C(=S)CCC(=O)O)S																																																																																												1.0	2.0	0.005	0.005	-248.26	0.057	0.131	2.723	C20H39NO2S2	[M - H]-	C20H38NO2S2-	InChI=1S/C20H39NO2S2/c1-5-9-11-17(7-3)15-21(25,19(24)13-14-20(22)23)16-18(8-4)12-10-6-2/h17-18,25H,5-16H2,1-4H3/p+1	3-Carboxypropanethioyl-bis(2-ethylhexyl)-sulfanylazanium	CCCCC(CC)C[N+](CC(CC)CCCC)(C(=S)CCC(=O)O)S	6.8	23297528	PUBCHEM:(23297528)	2.0	388.234	41.0	0.677	8.492507126139343e+17	8.492505707961229e+17	8.492505707961229e+17	
74	WYLCEKAJPQIVSO	sirius	COC(C1C(CNN1)NC(=O)C2CCC(NN2)N3CCNC3)O																																																																																												1.0	6.0	0.01	0.01	-281.356	0.032	0.032	3.195	C13H27N7O3	[M - H]-	C13H26N7O3-	InChI=1S/C13H27N7O3/c1-23-13(22)11-9(6-15-19-11)16-12(21)8-2-3-10(18-17-8)20-5-4-14-7-20/h8-11,13-15,17-19,22H,2-7H2,1H3,(H,16,21)	N-[3-[hydroxy(methoxy)methyl]pyrazolidin-4-yl]-6-imidazolidin-1-yldiazinane-3-carboxamide	COC(C1C(CNN1)NC(=O)C2CCC(NN2)N3CCNC3)O	-1.8	156578743	PUBCHEM:(156578743)	2.0	328.212	42.0	0.693	8.49250700228154e+17	8.492505708422602e+17	8.492505708380659e+17	
78	XFQUDOYKQFPARC	sirius	CCCCCCCCCCC=C(C(=O)CCC(=O)O)NCC(=O)O																																																																																												1.0	1.0	0.033	0.033	-247.138	1.0	0.5	60.559	C18H31NO5	[M - H2O - H]-	C18H28NO4-	InChI=1S/C18H31NO5/c1-2-3-4-5-6-7-8-9-10-11-15(19-14-18(23)24)16(20)12-13-17(21)22/h11,19H,2-10,12-14H2,1H3,(H,21,22)(H,23,24)	5-(Carboxymethylamino)-4-oxohexadec-5-enoic acid	CCCCCCCCCCC=C(C(=O)CCC(=O)O)NCC(=O)O	4.8	20838921;73717317	NORMAN:(NS00061590);PUBCHEM:(20838921 73717317)	262146.0	322.202	44.0	0.738	8.492507282083575e+17	8.492505710058381e+17	8.492505710058381e+17	
81	WJHRBHQDCMFPFW	sirius	CCN(CC)CCCNC(=O)CN1N=CC(=N1)NC(=O)N(C)C																																																																																												1.0	6.0	0.072	0.072	-235.953	0.028	0.026	5.761	C14H27N7O2	[M + Cl]-	C14H27ClN7O2-	InChI=1S/C14H27N7O2/c1-5-20(6-2)9-7-8-15-13(22)11-21-16-10-12(18-21)17-14(23)19(3)4/h10H,5-9,11H2,1-4H3,(H,15,22)(H,17,18,23)	N-[3-(diethylamino)propyl]-2-[4-(dimethylcarbamoylamino)triazol-2-yl]acetamide	CCN(CC)CCCNC(=O)CN1N=CC(=N1)NC(=O)N(C)C	0.3	112520142	PUBCHEM:(112520142)	2.0	360.194	43.0	0.725	8.492506746135373e+17	8.49250571169416e+17	8.492505711652216e+17	
84	KVFIZISCTNXAAT	sirius	B1(OC(C(O1)(C)C)(C)C)C(=CCCCC)C(=CC2=CC(=CC=C2)[N+](=O)[O-])CCCC																																																																																												1.0	1.0	0.141	0.141	-348.082	1.0	0.054	97.184	C24H36BNO4	[M - H2O - H]-	C24H33BNO3-	InChI=1S/C24H36BNO4/c1-7-9-11-16-22(25-29-23(3,4)24(5,6)30-25)20(14-10-8-2)17-19-13-12-15-21(18-19)26(27)28/h12-13,15-18H,7-11,14H2,1-6H3	1-(3-Nitrophenyl)-2-butyl-3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1,3-octadiene	B1(OC(C(O1)(C)C)(C)C)C(=CCCCC)C(=CC2=CC(=CC=C2)[N+](=O)[O-])CCCC	7.355	10764205	PUBCHEM:(10764205)	2.0	393.26	43.0	0.725	8.492506831405581e+17	8.49250571295245e+17	8.492505712910508e+17	
85	DXCKMJPHMHKMRS	sirius	C(CCCCCC(=O)NCC(C(C(CCO)O)O)O)CCCCC=O																																																																																												1.0	1.0	0.213	0.213	-157.157	0.999	0.185	122.436	C18H35NO6	[M + Cl]-	C18H35ClNO6-	InChI=1S/C18H35NO6/c20-12-9-7-5-3-1-2-4-6-8-10-17(24)19-14-16(23)18(25)15(22)11-13-21/h12,15-16,18,21-23,25H,1-11,13-14H2,(H,19,24)	12-oxo-N-(2,3,4,6-tetrahydroxyhexyl)dodecanamide	C(CCCCCC(=O)NCC(C(C(CCO)O)O)O)CCCCC=O	0.7	143672392	PUBCHEM:(143672392)	2.0	396.215	43.0	0.725	8.492506885050735e+17	8.492505713329938e+17	8.492505713329938e+17	
90	CMHLWFDIUYEHTJ	sirius	C(CCCCC1=NC(C(C1O)O)CO)CCCCC(=O)CCCO																																																																																												1.0	1.0	0.028	0.028	-260.986	0.995	0.001	25.569	C18H33NO5	[M - H2O - H]-	C18H30NO4-	InChI=1S/C18H33NO5/c20-12-8-10-14(22)9-6-4-2-1-3-5-7-11-15-17(23)18(24)16(13-21)19-15/h16-18,20-21,23-24H,1-13H2	Broussonetine U1	C(CCCCC1=NC(C(C1O)O)CO)CCCCC(=O)CCCO	1.0	85292281;162939800;10860839	COCONUT:(CNP0210096);SUPERNATURAL:(SN0049680);PUBCHEM:(85292281 162939800 10860839);LOTUS:(Q104964548 Q104964550);KNAPSACK:(CMHLWFDIUYEHTJ-UHFFFAOYSA-N)	271581202.0	324.218	44.0	0.734	8.492506755404785e+17	8.492505715385147e+17	8.492505715343204e+17	
92	DPWCKNBRWVMEPY	sirius	CCCC(NC(C(CO)O)C(O)OCCOC(CCCCCCCC=C)O)O																																																																																												1.0	1.0	0.136	0.136	-345.377	1.0	0.5	125.857	C20H41NO7	[M - H2O - H]-	C20H38NO6-	InChI=1S/C20H41NO7/c1-3-5-6-7-8-9-10-12-18(25)27-13-14-28-20(26)19(16(23)15-22)21-17(24)11-4-2/h3,16-26H,1,4-15H2,2H3	(2R,3R)-3-(1-hydroxybutylamino)-4-[2-(1-hydroxydec-9-enoxy)ethoxy]butane-1,2,4-triol	CCCC(NC(C(CO)O)C(O)OCCOC(CCCCCCCC=C)O)O	1.9	156656654	PUBCHEM:(156656654)	2.0	388.27	44.0	0.738	8.492507378804233e+17	8.492505716182065e+17	8.492505716140122e+17	
95	MEBGWARYKGRMGO	sirius	CCCCCCCCC(=CCCCCCCCC(=O)O)N(O)O																																																																																												1.0	1.0	0.01	0.137	-242.749	0.996	0.993	16.143	C18H35NO4	[M + Cl]-	C18H35ClNO4-	InChI=1S/C18H35NO4/c1-2-3-4-5-8-11-14-17(19(22)23)15-12-9-6-7-10-13-16-18(20)21/h15,22-23H,2-14,16H2,1H3,(H,20,21)		CCCCCCCCC(=CCCCCCCCC(=O)O)N(O)O	6.0	163147606	COCONUT:(CNP0456361);SUPERNATURAL:(SN0223072);PUBCHEM:(163147606)	3145730.0	364.226	46.0	0.768	8.492506814250876e+17	8.492505717440356e+17	8.492505717398413e+17	
