feature_id	IK2D	Sources	SMILES	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_superclass	gnps_class	gnps_subclass	gnps_npclassifier_superclass	gnps_npclassifier_class	gnps_npclassifier_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_compoundId	sirius_overallFeatureQuality
14	KYLPVOYMUGERDB	sirius	CC(CO)NC(C)(NC(C)CO)S(=O)(=O)O																																																																																												1.0	1.0	0.35	0.35	-131.691	0.605	0.358	10.336	C8H20N2O5S	[M - H2O - H]-	C8H17N2O4S-	InChI=1S/C8H20N2O5S/c1-6(4-11)9-8(3,16(13,14)15)10-7(2)5-12/h6-7,9-12H,4-5H2,1-3H3,(H,13,14,15)	1,1-Bis(1-hydroxypropan-2-ylamino)ethanesulfonic acid	CC(CO)NC(C)(NC(C)CO)S(=O)(=O)O	-4.1	87410039	PUBCHEM:(87410039)	2.0	237.091	30.0	0.501	8.49250675917966e+17	8.492505678181668e+17	8.492505678181668e+17	
33	OUYCCCASQSFEME	isdb	N[C@@H](Cc1ccc(O)cc1)C(=O)O																																													10.0	Alkaloids	0.5	Phenolic acids (C6-C1)	0.5	Aminoacids	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q188017	OUYCCCASQSFEME-QMMMGPOBSA-N	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1	N[C@@H](Cc1ccc(O)cc1)C(=O)O	C9H11NO3	pos_1_1proton1methanol	181.073893212	(2S)-2-ammonio-3-(4-hydroxyphenyl)propanoate	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7.0	3.0	8.5	1.0																									
33	VHVGNTVUSQUXPS	isdb	N[C@H](C(=O)O)[C@@H](O)c1ccccc1																																													10.0	Alkaloids	0.5	Phenolic acids (C6-C1)	0.5	Aminoacids	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27102079	VHVGNTVUSQUXPS-YUMQZZPRSA-N	InChI=1S/C9H11NO3/c10-7(9(12)13)8(11)6-4-2-1-3-5-6/h1-5,7-8,11H,10H2,(H,12,13)/t7-,8-/m0/s1	N[C@H](C(=O)O)[C@@H](O)c1ccccc1	C9H11NO3	pos_1_1proton1methanol	181.073893212	(2S,3S)-2-azaniumyl-3-hydroxy-3-phenylpropanoate	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7.0	3.0	8.5	1.0																									
33	WJXSWCUQABXPFS	isdb	Nc1c(O)cccc1C(=O)O																																													10.0	Alkaloids	0.5	Phenolic acids (C6-C1)	0.5	Aminoacids	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q2823213	WJXSWCUQABXPFS-UHFFFAOYSA-N	InChI=1S/C7H7NO3/c8-6-4(7(10)11)2-1-3-5(6)9/h1-3,9H,8H2,(H,10,11)	Nc1c(O)cccc1C(=O)O	C7H7NO3	pos_1_1proton1isopropanol	153.042593084	3-Hydroxyanthranilic acid	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7.0	3.0	8.5	1.0																									
47	TYFQFVWCELRYAO	gnps	O=C(O)CCCCCCC(=O)O	CCMSLIB00010102576	spectra_filtered.mgf	BERKELEY-LAB.mgf	0.952989	454910.0	0.0	5692.01	6.0	0.985184	172.097	-1.0	temp/spectra_filtered.mgf47	1.0	Octanedioic acid CollisionEnergy:102040	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M-H	173.082	0.0	1.0			O=C(O)CCCCCCC(=O)O	"""InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)"""		3.0	Negative	BERKELEY-LAB	173.082	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C8H14O4	TYFQFVWCELRYAO-UHFFFAOYSA-N	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Fatty Acids and Conjugates	Dicarboxylic acids	Fatty acids	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00010102576																																																																								
48	TUUBOHWZSQXCSW	isdb	COc1cc(O)cc(C(=O)O)c1																																													6.0	Shikimates and Phenylpropanoids	0.3333333333333333	Phenolic acids (C6-C1)	0.3333333333333333	Simple phenolic acids	0.3333333333333333	1.0	0.5896671	ISDB	http://www.wikidata.org/entity/Q82241493	TUUBOHWZSQXCSW-UHFFFAOYSA-N	InChI=1S/C8H8O4/c1-12-7-3-5(8(10)11)2-6(9)4-7/h2-4,9H,1H3,(H,10,11)	COc1cc(O)cc(C(=O)O)c1	C8H8O4		168.042258736	3-Hydroxy-5-methoxybenzoic acid	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids	http://www.wikidata.org/entity/Q15561815	Mikania haenkeana	7603971.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Eupatorieae']	['Mikania']	['Mikania haenkeana']											0.0	3.0	3.858668327331543	1.0																									
54	BDJRBEYXGGNYIS	gnps	C(CCCC(=O)O)CCCC(=O)O	CCMSLIB00006113481	spectra_filtered.mgf	BIRMINGHAM-UHPLC-MS-NEG.mgf	0.944226	1464070.0	0.0	5261.47	6.0	0.984406	186.113	-1.0	temp/spectra_filtered.mgf54	1.0	Azelaic acid - 40.0 eV	ESI	Orbitrap	Isolated	PI	Data Collector	M-H	187.097	0.0	1.0			C(CCCC(=O)O)CCCC(=O)O	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)		1.0	Negative	BIRMINGHAM-UHPLC-MS-NEG	187.097	UPDATE-SINGLE-ANNOTATED-GOLD	Gold		C9H16O4	BDJRBEYXGGNYIS-UHFFFAOYSA-N	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Fatty Acids and Conjugates	Dicarboxylic acids	Fatty acids	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00006113481																																																																								
57	BCEINWLIUZZQEN	sirius	CC1=NC2=C(N1)C=C(C=C2)NS(=O)(=O)CCC(=O)O																																																																																												1.0	2.0	0.045	0.045	-183.924	0.087	0.331	13.182	C11H13N3O4S	[M + Br]-	C11H13BrN3O4S-	InChI=1S/C11H13N3O4S/c1-7-12-9-3-2-8(6-10(9)13-7)14-19(17,18)5-4-11(15)16/h2-3,6,14H,4-5H2,1H3,(H,12,13)(H,15,16)	3-[(2-methyl-3H-benzimidazol-5-yl)sulfamoyl]propanoic acid	CC1=NC2=C(N1)C=C(C=C2)NS(=O)(=O)CCC(=O)O	0.4	43715322	PUBCHEM:(43715322)	2.0	361.981	34.0	0.571	8.49250685204156e+17	8.492505700579252e+17	8.49250570053731e+17	
61	DIGSBNOZLNNDAQ	sirius	CCCCC(CC)CN1C(=O)C(=CC2=CC=NC=C2)SC1=S																																																																																												1.0	1.0	0.023	0.023	-326.177	0.174	0.191	5.34	C17H22N2OS2	[M - H]-	C17H21N2OS2-	InChI=1S/C17H22N2OS2/c1-3-5-6-13(4-2)12-19-16(20)15(22-17(19)21)11-14-7-9-18-10-8-14/h7-11,13H,3-6,12H2,1-2H3	(5Z)-3-[(2R)-2-ethylhexyl]-5-(pyridin-4-ylmethylidene)-2-sulfanylidene-1,3-thiazolidin-4-one	CCCCC(CC)CN1C(=O)C(=CC2=CC=NC=C2)SC1=S	5.0	6370889;5732062;1976909;1976912;1976916;1976919;2908287	CHEBI:(122133);PUBCHEM:(6370889 5732062 1976909 1976912 1976916 1976919 2908287);PUBMED	98.0	333.111	35.0	0.585	8.492506794705418e+17	8.492505702256974e+17	8.492505702256974e+17	
62	BWCBHLCRUDRSNA	isdb	CO[C@H]1[C@H](O)[C@@H](O)[C@H](OCCc2ccccc2)O[C@@H]1CO																																													-1.0							1.0	0.34141195	ISDB	http://www.wikidata.org/entity/Q110171643	BWCBHLCRUDRSNA-KJWHEZOQSA-N	InChI=1S/C15H22O6/c1-19-14-11(9-16)21-15(13(18)12(14)17)20-8-7-10-5-3-2-4-6-10/h2-6,11-18H,7-9H2,1H3/t11-,12-,13-,14-,15-/m1/s1	CO[C@H]1[C@H](O)[C@@H](O)[C@H](OCCc2ccccc2)O[C@@H]1CO	C15H22O6		298.141638424	Phenethyl 4'-O-methylglucoside	Shikimates and Phenylpropanoids	Phenylethanoids (C6-C2)	Phenylethanoids	http://www.wikidata.org/entity/Q107489784	Aschersonia confluens	691392.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Hypocreales']	['Clavicipitaceae']	['Unknown']	['Aschersonia']	['Aschersonia confluens']		['Eukaryota']									1.0	0.0	2.365647792816162	1.0																									
