feature_id	sources_IK2D	sources_number_IK2D	sources_npc_pathway	sources_npc_superclass	sources_npc_class	canopus_formulaRank	canopus_molecularFormula	canopus_adduct	canopus_precursorFormula	canopus_npc_pathway	canopus_NPC#pathway Probability	canopus_npc_superclass	canopus_NPC#superclass Probability	canopus_npc_class	canopus_NPC#class Probability	canopus_ClassyFire#superclass	canopus_ClassyFire#superclass probability	canopus_ClassyFire#class	canopus_ClassyFire#class Probability	canopus_ClassyFire#subclass	canopus_ClassyFire#subclass Probability	canopus_ClassyFire#level 5	canopus_ClassyFire#level 5 Probability	canopus_ClassyFire#most specific class	canopus_ClassyFire#most specific class Probability	canopus_ClassyFire#all classifications	canopus_ionMass	canopus_retentionTimeInSeconds	canopus_retentionTimeInMinutes	canopus_formulaId	canopus_alignedFeatureId	canopus_compoundId	canopus_overallFeatureQuality	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_IK2D	gnps_superclass	gnps_class	gnps_subclass	gnps_npc_superclass	gnps_npc_class	gnps_npc_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_IK2D	isdb_npc_pathway	isdb_npc_superclass	isdb_npc_class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_IK2D	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_compoundId	sirius_overallFeatureQuality	gnps_mn_parent mass	gnps_mn_RTMean	gnps_mn_ATTRIBUTE_treatment:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_treatment:GNPSGROUP:mock	gnps_mn_ATTRIBUTE_treatment:GNPSGROUP:untreated	gnps_mn_ATTRIBUTE_treatment:GNPSGROUP:PET	gnps_mn_ATTRIBUTE_phase:GNPSGROUP:inf_1	gnps_mn_ATTRIBUTE_phase:GNPSGROUP:inf_2	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:blank_inf_1	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:blank_inf_2	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:mock_inf_1	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:mock_inf_2	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:untreated_inf_1	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:untreated_inf_2	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:PET_inf_1	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:PET_inf_2	gnps_mn_component	gnps_mn_#Scan#	gnps_mn_Compound_Name
127																																																																																																																																																									389.2283555899167	0.883358	0	647230.8	262884.3	0	606743.4	0.0	0.0	0.0	1294461.6	0.0	525768.6	0.0	0	0	9		
128																																																																																																																																																									290.2122675323976	0.884959	0	452438.28	175794.06	0	418821.56000000006	0.0	0.0	0.0	904876.56	0.0	351588.12	0.0	0	0	-1		
129																																																																																																																																																									265.1477558159771	0.9288542	0	0.0	0.0	0	200191.7	0.0	600575.1	0.0	0.0	0.0	0.0	0.0	0	0	-1		
130																																																																																																																																																									360.2753812711779	0.9395258	0	2305271.5	838741.25	0	2335815.6333333333	0.0	719421.4	0.0	4610543.0	0.0	1677482.5	0.0	0	0	-1		
131																																																																																																																																																									350.2464251147032	0.9406468	0	565820.5	0.0	0	377213.6666666667	0.0	0.0	0.0	1131641.0	0.0	0.0	0.0	0	0	-1		
132																																																																																																																																																									361.2787550787167	0.9361857	0	470638.6	175043.485	0	430454.7233333333	0.0	0.0	0.0	941277.2	0.0	350086.97	0.0	0	0	-1		
133	sirius	1.0	canopus	canopus	canopus	1.0	C20H42O4S	[M - H]-	C20H41O4S-	Fatty acids	0.943	Fatty acyls	0.112	Sphingoid bases	0.076	Organic oxygen compounds	1.0	Organooxygen compounds	0.981	Alcohols and polyols	0.72	Secondary alcohols	0.566	Secondary alcohols	0.566	Organic compounds; Organosulfur compounds; Alcohols and polyols; Organic acids and derivatives; Organooxygen compounds; Secondary alcohols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	377.274	60.0	1.001	8.492507350115191e+17	8.492505732749568e+17	8.492505732749568e+17																																																																																															1.0	1.0	0.036	0.036	-105.837	0.919	0.537	64.332	C20H42O4S	[M - H]-	C20H41O4S-	CXJPLERGFLFFDX	InChI=1S/C20H42O4S/c1-2-3-14-17-20(21)18-15-12-10-8-6-4-5-7-9-11-13-16-19-25(22,23)24/h20-21H,2-19H2,1H3,(H,22,23,24)	15-Hydroxyicosane-1-sulfonic acid	CCCCCC(CCCCCCCCCCCCCCS(=O)(=O)O)O	7.1	101814376	PUBCHEM:(101814376)	2.0	377.274	60.0	1.001	8.492507350115191e+17	8.492505732749568e+17	8.492505732749568e+17		377.2742599728638	0.99206764	0	288682.55	352956.875	0	427759.6166666667	0.0	0.0	0.0	577365.1	0.0	705913.75	0.0	0	0	-1		
134	sirius	1.0	canopus	canopus	canopus	4.0	C24H35NO3	[M - H2O - H]-	C24H32NO2-	Alkaloids	0.93	Pseudoalkaloids (transamidation)	0.981	Cytochalasan alkaloids	0.277	Lipids and lipid-like molecules	0.666	Fatty Acyls	0.576	Fatty amides	0.545	N-acyl amines	0.639	N-acyl amines	0.639	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	366.241	59.0	0.981	8.492507265516073e+17	8.492505733127055e+17	8.492505733127055e+17																																																																																															1.0	4.0	0.308	0.308	-210.713	0.14	0.15	6.228	C24H35NO3	[M - H2O - H]-	C24H32NO2-	KXBXJDAVBNHVKW	InChI=1S/C24H35NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-23(26)25-22-24(27)28/h10-21H,2-9,22H2,1H3,(H,25,26)(H,27,28)	Docosahexaenoylglycine	CCCCCCCCCC=CC=CC=CC=CC=CC=CC(=O)NCC(=O)O	7.4	53442581;77519575	CHEBI:(184045);PUBCHEM:(53442581 77519575);PUBMED:(null)	98.0	366.241	59.0	0.981	8.492507265516073e+17	8.492505733127055e+17	8.492505733127055e+17		366.2412699007974	0.98100835	0	487799.0	225605.19	0	475602.7933333333	0.0	0.0	0.0	975598.0	0.0	451210.38	0.0	0	0	-1		
135																																																																																																																																																									376.27017745699726	0.98709315	0	1678600.25	1710514.25	0	2425548.373333333	0.0	498416.12	0.0	3357200.5	0.0	3421028.5	0.0	0	0	-1		
136																																																																																																																																																									330.2281947047516	0.98799926	0	387977.8	394640.95	0	608415.37	0.0	260008.61	0.0	775955.6	0.0	789281.9	0.0	0	0	-1		
137																																																																																																																																																									557.3806881890401	0.9961714	0	190994.75	0.0	0	127329.83333333331	0.0	0.0	0.0	381989.5	0.0	0.0	0.0	0	0	-1		
138	sirius	1.0	canopus	canopus	canopus	1.0	C26H30N4O5	[M - H2O - H]-	C26H27N4O4-	Alkaloids	0.685	Histidine alkaloids	0.096	Imidazole alkaloids	0.095	Benzenoids	0.983	Benzene and substituted derivatives	0.835					Benzene and substituted derivatives	0.835	Organic compounds; Organoheterocyclic compounds; Tetrazoles; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	459.202	61.0	1.019	8.492506877249329e+17	8.492505734720891e+17	8.492505734720891e+17																																																																																															1.0	1.0	0.344	0.344	-416.765	1.0	0.177	24.16	C26H30N4O5	[M - H2O - H]-	C26H27N4O4-	YSMUBCPALREUPQ	InChI=1S/C26H30N4O5/c1-33-22-10-8-17(14-23(22)34-2)12-13-27-24(31)11-9-21-26(32)28-25(30-29-21)19-4-3-5-20(15-19)35-16-18-6-7-18/h3-5,8,10,14-15,18H,6-7,9,11-13,16H2,1-2H3,(H,27,31)(H,28,30,32)	3-{3-[3-(cyclopropylmethoxy)phenyl]-5-oxo-2,5-dihydro-1,2,4-triazin-6-yl}-N~1~-(3,4-dimethoxyphenethyl)propanamide	COC1=C(C=C(C=C1)CCNC(=O)CCC2=NN=C(NC2=O)C3=CC(=CC=C3)OCC4CC4)OC	2.8	135868505	SUPERNATURAL:(SN0459099);PUBCHEM:(135868505)	1048578.0	459.202	61.0	1.019	8.492506877249329e+17	8.492505734720891e+17	8.492505734720891e+17		459.2022373525388	1.0173892	0	122365.945	181831.375	0	202798.21333333332	0.0	0.0	0.0	244731.89	0.0	363662.75	0.0	0	0	-1		
139																																																																																																																																																									570.1196893751825	1.0177326	0	0.0	200677.69	0	133785.12666666668	0.0	0.0	0.0	0.0	0.0	401355.38	0.0	0	0	-1		
140																																																																																																																																																									311.2222823910661	1.0154028	0	380478.03	154720.47	0	356799.0	0.0	0.0	0.0	760956.06	0.0	309440.94	0.0	0	0	-1		
141																																																																																																																																																									513.1218177428029	1.0177326	0	0.0	189352.58	0	126235.05333333332	0.0	0.0	0.0	0.0	0.0	378705.16	0.0	0	0	-1		
142	isdb & sirius	1.0	canopus & isdb	canopus & isdb	canopus & isdb	1.0	C18H33NO4	[M - H2O - H]-	C18H30NO3-	Fatty acids	0.997	Fatty Acids and Conjugates	0.411	Nitro fatty acids	0.219	Lipids and lipid-like molecules	0.97	Fatty Acyls	0.97	Fatty acids and conjugates	0.961	Long-chain fatty acids	0.889	Long-chain fatty acids	0.889	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Unsaturated fatty acids; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	308.223	62.0	1.028	8.492506873432511e+17	8.49250573635667e+17	8.492505736314726e+17																																															-1.0							1.0	0.6885925	ISDB	http://www.wikidata.org/entity/Q105239745	RLBAFDJXAXIJCH-UHFFFAOYSA-N	InChI=1S/C18H31NO3/c1-15-18(22)13-12-16(19-15)9-5-3-2-4-6-10-17(21)11-7-8-14-20/h12-13,17,20-22H,2-11,14H2,1H3	Cc1nc(CCCCCCCC(O)CCCCO)ccc1O	C18H31NO3		309.23039385199996	2-Methyl-6-(8,12-dihydroxydodecyl)pyridine-3-ol	RLBAFDJXAXIJCH	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids	http://www.wikidata.org/entity/Q15537762	Senna multijuga	68519.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Unknown']	['Senna']	['Senna multijuga']		['Eukaryota']									1.0	0.0	3.754369974136353	1.0	1.0	1.0	0.045	0.084	-74.661	1.0	0.499	116.02	C18H33NO4	[M - H2O - H]-	C18H30NO3-	WRADPCFZZWXOTI	InChI=1S/C18H33NO4/c1-2-3-4-5-8-11-14-17(19(22)23)15-12-9-6-7-10-13-16-18(20)21/h15H,2-14,16H2,1H3,(H,20,21)	(Z)-10-nitrooctadec-9-enoate	CCCCCCCCC(=CCCCCCCCC(=O)O)[N+](=O)[O-]	6.7	53394576;53442606;137699803;117819012;49820522;24836820	PUBCHEMANNOTATIONBIO:(null);NORMAN:(NS00096553);HMDB:(HMDB0062737 HMDB0247556);BloodExposome:(53394576 24836820);CHEBI:(86285);LIPIDMAPS:(LMFA01120003);SUPERNATURAL:(SN0417669);MESH:(24836820 53394576);PUBCHEM:(53394576 53442606 137699803 117819012 49820522 24836820);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	2203320430.0	308.223	62.0	1.028	8.492506873432511e+17	8.49250573635667e+17	8.492505736314726e+17		308.22276935850886	1.0282528	0	4374725.0	1719662.75	0	4411021.866666666	0.0	1044290.1	0.0	8749450.0	0.0	3439325.5	0.0	0	0	-1		
143	isdb & sirius	1.0	canopus & isdb	canopus|isdb	canopus & isdb	2.0	C18H32N2O6	[M - H]-	C18H31N2O6-	Amino acids and Peptides	0.327	Ornithine alkaloids	0.404	Pyrrolizidine alkaloids	0.067	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.988	Amino acids, peptides, and analogues	0.621	Amino acids and derivatives	0.609	Amino acids and derivatives	0.609	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	371.218	62.0	1.029	8.492506815215566e+17	8.492505736818043e+17	8.492505736818043e+17																																															9.0	Alkaloids	0.3333333333333333	Ornithine alkaloids	0.3333333333333333	Tropane alkaloids	0.3333333333333333	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q420028	PHMBVCPLDPDESM-FKSUSPILSA-N	InChI=1S/C9H15NO3/c1-10-5-2-3-6(10)8(9(12)13)7(11)4-5/h5-8,11H,2-4H2,1H3,(H,12,13)/t5-,6+,7-,8+/m0/s1	CN1[C@H]2CC[C@@H]1[C@@H](C(=O)O)[C@@H](O)C2	C9H15NO3	pos_2MH	185.10519334	(1R,2R,3S,5S)-3-hydroxy-8-methyl-8-azoniabicyclo[3.2.1]octane-2-carboxylate	PHMBVCPLDPDESM	Alkaloids	Ornithine alkaloids	Tropane alkaloids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7.0	3.0	8.5	1.0	1.0	2.0	0.038	0.038	-314.981	0.097	0.483	8.811	C18H32N2O6	[M - H]-	C18H31N2O6-	DMJBIYDCCUIVGN	InChI=1S/C18H32N2O6/c1-17(2,3)25-15(23)19-13(14(21)22)11-12-7-9-20(10-8-12)16(24)26-18(4,5)6/h12-13H,7-11H2,1-6H3,(H,19,23)(H,21,22)	2-{[(tert-butoxy)carbonyl]amino}-3-{1-[(tert-butoxy)carbonyl]piperidin-4-yl}propanoic acid	CC(C)(C)OC(=O)NC(CC1CCN(CC1)C(=O)OC(C)(C)C)C(=O)O	2.5	21899582;27281612;27281614	COCONUT:(CNP0046534);PUBCHEM:(21899582 27281612 27281614)	2097154.0	371.218	62.0	1.029	8.492506815215566e+17	8.492505736818043e+17	8.492505736818043e+17		371.2184014357026	1.0293032	0	1130793.1	224080.36	0	1034869.4333333332	0.0	394861.38	0.0	2261586.2	0.0	448160.72	0.0	0	0	9		
144	sirius	1.0	canopus	canopus	canopus	1.0	C14H27N7O	[M + Cl]-	C14H27ClN7O-	Alkaloids	0.969	Histidine alkaloids	0.267	Imidazole alkaloids	0.264	Organoheterocyclic compounds	1.0	Triazines	0.545	Aminotriazines	0.616	N-aliphatic s-triazines	0.591	N-aliphatic s-triazines	0.591	Organic compounds; Organoheterocyclic compounds; Triazines; Organonitrogen compounds; Organooxygen compounds; Azoles; Aminotriazines; Amines; Tertiary amines; N-aliphatic s-triazines; 1,3,5-triazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	344.199	62.0	1.032	8.492507340761893e+17	8.492505737237473e+17	8.492505737237473e+17																																																																																															1.0	1.0	0.009	0.009	-173.536	0.274	0.271	10.278	C14H27N7O	[M + Cl]-	C14H27ClN7O-	GEWOFEPIJRKZEE	InChI=1S/C14H27N7O/c1-4-7-16-13(22)10-18-14(15-6-3)17-8-9-21-11-19-20-12(21)5-2/h11H,4-10H2,1-3H3,(H,16,22)(H2,15,17,18)	2-[[ethylamino-[2-(3-ethyl-1,2,4-triazol-4-yl)ethylamino]methylidene]amino]-N-propylacetamide	CCCNC(=O)CN=C(NCC)NCCN1C=NN=C1CC	0.2	111701401	PUBCHEM:(111701401)	2.0	344.199	62.0	1.032	8.492507340761893e+17	8.492505737237473e+17	8.492505737237473e+17		344.1993728830032	1.0314983	0	1418175.0	266940.7	0	1282933.9	0.0	478570.3	0.0	2836350.0	0.0	533881.4	0.0	0	0	-1		
145	sirius	1.0	canopus	canopus	canopus	2.0	C19H35NO6	[M - H2O - H]-	C19H32NO5-	Fatty acids	0.632	Spingolipids	0.349	Sphingoid bases	0.524	Organic acids and derivatives	0.991	Carboxylic acids and derivatives	0.993	Amino acids, peptides, and analogues	0.903	Amino acids and derivatives	0.903	Alpha amino acids	0.766	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Carboxylic acids; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Polyols; Alpha amino acids; Amines; Primary amines; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	354.228	62.0	1.032	8.492506980177556e+17	8.49250573761496e+17	8.49250573761496e+17																																																																																															1.0	2.0	0.086	0.133	-321.029	0.105	0.499	37.498	C19H35NO6	[M - H2O - H]-	C19H32NO5-	ULLMWXPSQSZINF	InChI=1S/C19H35NO6/c1-20(2,3)15-16(14-18(23)24)26-19(25)13-11-9-7-5-4-6-8-10-12-17(21)22/h16H,4-15H2,1-3H3,(H-,21,22,23,24)/p+1	O-(11-carboxyundecanoyl)carnitine	C[N+](C)(C)CC(CC(=O)O)OC(=O)CCCCCCCCCCC(=O)O	3.1	145720503;145720504;71464543;71464544	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0240775);CHEBI:(73064 165603);LIPIDMAPS:(LMFA07070083);PUBCHEM:(145720503 145720504 71464543 71464544)	2164260906.0	354.228	62.0	1.032	8.492506980177556e+17	8.49250573761496e+17	8.49250573761496e+17		354.2284121886205	1.0314983	0	2945830.5	963803.1	0	2841999.8166666664	0.0	706732.25	0.0	5891661.0	0.0	1927606.2	0.0	0	0	-1		
146																																																																																																																																																									239.12824252377663	1.0238049	0	208494.485	220600.125	0	395578.3666666667	0.0	328545.88	0.0	416988.97	0.0	441200.25	0.0	0	0	-1		
147	sirius	1.0	canopus	canopus	canopus	6.0	C19H37NO6	[M - H]-	C19H36NO6-	Fatty acids	0.999	Spingolipids	0.98	Sphingoid bases	0.928	Organic acids and derivatives	0.993	Hydroxy acids and derivatives	0.424	Beta hydroxy acids and derivatives	0.584			Beta hydroxy acids and derivatives	0.584	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Beta hydroxy acids and derivatives; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	374.255	62.0	1.035	8.492507326207656e+17	8.492505738369935e+17	8.492505738369935e+17																																																																																															1.0	6.0	0.302	0.302	-208.961	0.114	0.212	8.295	C19H37NO6	[M - H]-	C19H36NO6-	JUYVPLSBMNUATE	InChI=1S/C19H37NO6/c1-14(2)11-9-7-5-3-4-6-8-10-12-15(21)17(24)18(25)19(26)20-13-16(22)23/h14-15,17-18,21,24-25H,3-13H2,1-2H3,(H,20,26)(H,22,23)	2-[(2,3,4-Trihydroxy-15-methylhexadecanoyl)amino]acetic acid	CC(C)CCCCCCCCCCC(C(C(C(=O)NCC(=O)O)O)O)O	3.7	164519613	LIPIDMAPS:(LMFA08020378);PUBCHEM:(164519613)	2147483650.0	374.255	62.0	1.035	8.492507326207656e+17	8.492505738369935e+17	8.492505738369935e+17		374.25455602550073	1.034531	0	2948097.0	1311199.75	0	3058834.6466666665	0.0	657910.44	0.0	5896194.0	0.0	2622399.5	0.0	0	0	-1		
148	sirius	1.0	canopus	canopus	canopus	9.0	C21H36N4S	[M - H]-	C21H35N4S-	Alkaloids	0.863	Histidine alkaloids	0.374	Imidazole alkaloids	0.37	Benzenoids	0.905	Benzene and substituted derivatives	0.895					Benzene and substituted derivatives	0.895	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Imidazoles; Organonitrogen compounds; Azoles; Thioethers; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Sulfenyl compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	375.258	62.0	1.038	8.492507379139777e+17	8.492505739041024e+17	8.492505739041024e+17																																																																																															1.0	9.0	0.026	0.026	-221.888	0.012	0.012	2.758	C21H36N4S	[M - H]-	C21H35N4S-	HODQKEDWOFDTLF	InChI=1S/C21H36N4S/c1-15(2)9-20-14-26-21(22-20)11-18(6)8-7-17(5)10-19-13-25(24-23-19)12-16(3)4/h13-18H,7-12H2,1-6H3	2-[2,5-Dimethyl-6-[1-(2-methylpropyl)triazol-4-yl]hexyl]-4-(2-methylpropyl)-1,3-thiazole	CC(C)CC1=CSC(=N1)CC(C)CCC(C)CC2=CN(N=N2)CC(C)C	6.6	130306055	PUBCHEM:(130306055)	2.0	375.258	62.0	1.038	8.492507379139777e+17	8.492505739041024e+17	8.492505739041024e+17		375.2584651010968	1.0378611	0	591149.45	260650.42	0	567866.58	0.0	0.0	0.0	1182298.9	0.0	521300.84	0.0	0	0	-1		
149	sirius	1.0	canopus	canopus	canopus	2.0	C28H50N2O7	[M - H]-	C28H49N2O7-	Fatty acids	0.849	Spingolipids	0.807	Sphingoid bases	0.116	Lipids and lipid-like molecules	0.508							Lipids and lipid-like molecules	0.508	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	525.354	63.0	1.043	8.492507111585107e+17	8.492505739628227e+17	8.492505739628227e+17																																																																																															1.0	2.0	0.07	0.07	-431.252	0.268	0.5	109.307	C28H50N2O7	[M - H]-	C28H49N2O7-	TUCKWWCORIKOGI	InChI=1S/C28H50N2O7/c1-17(31)36-22(15-23(37-18(2)32)12-21-6-4-5-7-25(21)33)9-8-19-13-27(35-3)26(34)16-24(19)20-10-11-30-28(29)14-20/h19-28,30,33-34H,4-16,29H2,1-3H3	[5-Acetyloxy-1-[2-(2-aminopiperidin-1-ium-4-yl)-4-hydroxy-5-methoxycyclohexyl]-6-(2-hydroxycyclohexyl)hexan-3-yl] acetate	CC(=O)OC(CCC1CC(C(CC1C2CCNC(C2)N)O)OC)CC(CC3CCCCC3O)OC(=O)C	2.4	163181146;163181147;163181148;163181149	COCONUT:(CNP0477340);SUPERNATURAL:(SN0467408);PUBCHEM:(163181146 163181147 163181148 163181149)	3145730.0	525.354	63.0	1.043	8.492507111585107e+17	8.492505739628227e+17	8.492505739628227e+17		525.3542300574153	1.0429357	0	212089.39	0.0	0	141392.92666666667	0.0	0.0	0.0	424178.78	0.0	0.0	0.0	0	0	-1		
