feature_id	sources_IK2D	sources_number_IK2D	sources_npc_pathway	sources_npc_superclass	sources_npc_class	canopus_formulaRank	canopus_molecularFormula	canopus_adduct	canopus_precursorFormula	canopus_npc_pathway	canopus_NPC#pathway Probability	canopus_npc_superclass	canopus_NPC#superclass Probability	canopus_npc_class	canopus_NPC#class Probability	canopus_ClassyFire#superclass	canopus_ClassyFire#superclass probability	canopus_ClassyFire#class	canopus_ClassyFire#class Probability	canopus_ClassyFire#subclass	canopus_ClassyFire#subclass Probability	canopus_ClassyFire#level 5	canopus_ClassyFire#level 5 Probability	canopus_ClassyFire#most specific class	canopus_ClassyFire#most specific class Probability	canopus_ClassyFire#all classifications	canopus_ionMass	canopus_retentionTimeInSeconds	canopus_retentionTimeInMinutes	canopus_formulaId	canopus_alignedFeatureId	canopus_compoundId	canopus_overallFeatureQuality	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_IK2D	gnps_superclass	gnps_class	gnps_subclass	gnps_npc_superclass	gnps_npc_class	gnps_npc_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_IK2D	isdb_npc_pathway	isdb_npc_superclass	isdb_npc_class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_IK2D	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_compoundId	sirius_overallFeatureQuality	gnps_mn_parent mass	gnps_mn_RTMean	gnps_mn_ATTRIBUTE_treatment:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_treatment:GNPSGROUP:mock	gnps_mn_ATTRIBUTE_treatment:GNPSGROUP:untreated	gnps_mn_ATTRIBUTE_treatment:GNPSGROUP:PET	gnps_mn_ATTRIBUTE_phase:GNPSGROUP:inf_1	gnps_mn_ATTRIBUTE_phase:GNPSGROUP:inf_2	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:blank_inf_1	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:blank_inf_2	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:mock_inf_1	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:mock_inf_2	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:untreated_inf_1	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:untreated_inf_2	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:PET_inf_1	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:PET_inf_2	gnps_mn_component	gnps_mn_#Scan#	gnps_mn_Compound_Name
27																																																																																																																																																									201.801114959438	0.5107559	0	2334729.5	1830455.75	0	2034658.5	2198451.5	2334558.0	2034401.5	2230964.5	2438494.5	1538453.0	2122458.5	0	0	8		
28																																																																																																																																																									193.8147844911598	0.5121202	0	1131766.65	952746.85	0	1037362.0333333332	1107023.4666666666	1153774.5	1110355.0	1112931.8	1150601.5	845379.8	1060113.9	0	0	-1		
29																																																																																																																																																									167.83311895646338	0.52304614	0	237833.61	908326.915	0	140746.01	757485.1066666668	0.0	402372.3	0.0	475667.22	422238.03	1394415.8	0	0	-1		
30																																																																																																																																																									205.83894135571683	0.51612484	0	3524288.75	2404898.1	0	3854422.9	2656506.5	5179139.0	2495275.5	4131577.5	2917000.0	2252552.2	2557244.0	0	0	7		
31																																																																																																																																																									137.8904704822836	0.51805377	0	0.0	622582.55	0	0.0	415055.0333333334	0.0	0.0	0.0	0.0	0.0	1245165.1	0	0	-1		
32																																																																																																																																																									164.8382350403874	0.5095292	0	298188.875	1004567.6	0	139856.26666666666	854389.1233333334	0.0	377223.22	0.0	596377.75	419568.8	1589566.4	0	0	-1		
33	isdb	1.0	isdb	isdb	isdb																																																																										10.0	Alkaloids	0.5	Phenolic acids (C6-C1)	0.5	Aminoacids	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q188017	OUYCCCASQSFEME-QMMMGPOBSA-N	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1	N[C@@H](Cc1ccc(O)cc1)C(=O)O	C9H11NO3	pos_1_1proton1methanol	181.073893212	(2S)-2-ammonio-3-(4-hydroxyphenyl)propanoate	OUYCCCASQSFEME	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7.0	3.0	8.5	1.0																											214.10767575026205	0.5184551	0	221255.125	0.0	0	0.0	147503.41666666666	0.0	0.0	0.0	442510.25	0.0	0.0	0	0	10		
33	isdb	1.0	isdb	isdb	isdb																																																																										10.0	Alkaloids	0.5	Phenolic acids (C6-C1)	0.5	Aminoacids	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27102079	VHVGNTVUSQUXPS-YUMQZZPRSA-N	InChI=1S/C9H11NO3/c10-7(9(12)13)8(11)6-4-2-1-3-5-6/h1-5,7-8,11H,10H2,(H,12,13)/t7-,8-/m0/s1	N[C@H](C(=O)O)[C@@H](O)c1ccccc1	C9H11NO3	pos_1_1proton1methanol	181.073893212	(2S,3S)-2-azaniumyl-3-hydroxy-3-phenylpropanoate	VHVGNTVUSQUXPS	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7.0	3.0	8.5	1.0																											214.10767575026205	0.5184551	0	221255.125	0.0	0	0.0	147503.41666666666	0.0	0.0	0.0	442510.25	0.0	0.0	0	0	10		
33	isdb	1.0	isdb	isdb	isdb																																																																										10.0	Alkaloids	0.5	Phenolic acids (C6-C1)	0.5	Aminoacids	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q2823213	WJXSWCUQABXPFS-UHFFFAOYSA-N	InChI=1S/C7H7NO3/c8-6-4(7(10)11)2-1-3-5(6)9/h1-3,9H,8H2,(H,10,11)	Nc1c(O)cccc1C(=O)O	C7H7NO3	pos_1_1proton1isopropanol	153.042593084	3-Hydroxyanthranilic acid	WJXSWCUQABXPFS	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7.0	3.0	8.5	1.0																											214.10767575026205	0.5184551	0	221255.125	0.0	0	0.0	147503.41666666666	0.0	0.0	0.0	442510.25	0.0	0.0	0	0	10		
34																																																																																																																																																									163.83917882528075	0.5210712	0	930470.135	2919836.65	0	658219.3233333334	2443778.433333333	290507.7	1314872.0	239162.47	1621777.8	1444987.8	4394685.5	0	0	2		
35																																																																																																																																																									167.0199643592922	0.52320457	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	6		
36																																																																																																																																																									132.89891451002916	0.53842354	0	140641.2	867485.4	0	0.0	672084.4	0.0	0.0	0.0	281282.4	0.0	1734970.8	0	0	-1		
37																																																																																																																																																									166.83446813290024	0.52228886	0	145906.9	373557.9	0	0.0	346309.8666666667	0.0	0.0	0.0	291813.8	0.0	747115.8	0	0	6		
38																																																																																																																																																									351.9520704011218	0.5114655	0	1616403.0	1427123.0	0	1561861.4	1498532.4666666668	1615836.8	1478292.8	1843845.4	1388960.6	1225902.0	1628344.0	0	0	-1		
39																																																																																																																																																									234.8191203636601	0.53534555	0	0.0	228433.92	0	152289.28	155993.34333333335	0.0	467980.03	0.0	0.0	456867.84	0.0	0	0	-1		
40																																																																																																																																																									165.83624744436102	0.5267666	0	748818.05	2774561.7	0	457090.4	2289163.7	0.0	1192002.8	0.0	1497636.1	1371271.2	4177852.2	0	0	-1		
41																																																																																																																																																									228.12331110707257	0.5268009	0	366337.8	119061.14	0	0.0	323599.29333333333	0.0	0.0	0.0	732675.6	0.0	238122.28	0	0	-1		
42																																																																																																																																																									217.8647743679774	0.5515351	0	328334.53	125973.29	0	478141.8533333333	83982.19333333333	777756.5	0.0	656669.06	0.0	0.0	251946.58	0	0	7		
43																																																																																																																																																									215.8677284764764	0.53333646	0	736085.865	348593.19	0	836768.7666666666	384709.6033333333	1090027.5	405049.5	1074755.2	397416.53	345523.6	351662.78	0	0	7		
44																																																																																																																																																									240.1233910529236	0.5317444	0	830815.7	319114.47	0	0.0	920647.82	0.0	462083.12	0.0	1661631.4	0.0	638228.94	0	0	-1		
45																																																																																																																																																									346.9546231723678	0.54815173	0	739499.75	197962.81	0	0.0	624975.04	0.0	0.0	0.0	1478999.5	0.0	395925.62	0	0	-1		
46																																																																																																																																																									125.09582847072164	0.54985905	0	269752.5	0.0	0	0.0	179835.0	0.0	0.0	0.0	539505.0	0.0	0.0	0	0	-1		
47	gnps	1.0	gnps	gnps	gnps																													CCMSLIB00010102576	spectra_filtered.mgf	BERKELEY-LAB.mgf	0.952989	454910.0	0.0	5692.01	6.0	0.985184	172.097	-1.0	temp/spectra_filtered.mgf47	1.0	Octanedioic acid CollisionEnergy:102040	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M-H	173.082	0.0	1.0			O=C(O)CCCCCCC(=O)O	"""InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)"""		3.0	Negative	BERKELEY-LAB	173.082	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C8H14O4	TYFQFVWCELRYAO-UHFFFAOYSA-N	TYFQFVWCELRYAO	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Fatty Acids and Conjugates	Dicarboxylic acids	Fatty acids	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00010102576																																																																											172.09682496314716	0.55313236	0	2575672.0	410170.85	0	0.0	2192027.586666667	0.0	604397.06	0.0	5151344.0	0.0	820341.7	0	0	-1	47.0	Octanedioic acid CollisionEnergy:102040
48	isdb	1.0	isdb	isdb	isdb																																																																										6.0	Shikimates and Phenylpropanoids	0.3333333333333333	Phenolic acids (C6-C1)	0.3333333333333333	Simple phenolic acids	0.3333333333333333	1.0	0.5896671	ISDB	http://www.wikidata.org/entity/Q82241493	TUUBOHWZSQXCSW-UHFFFAOYSA-N	InChI=1S/C8H8O4/c1-12-7-3-5(8(10)11)2-6(9)4-7/h2-4,9H,1H3,(H,10,11)	COc1cc(O)cc(C(=O)O)c1	C8H8O4		168.042258736	3-Hydroxy-5-methoxybenzoic acid	TUUBOHWZSQXCSW	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids	http://www.wikidata.org/entity/Q15561815	Mikania haenkeana	7603971.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Eupatorieae']	['Mikania']	['Mikania haenkeana']											0.0	3.0	3.858668327331543	1.0																											167.03387679173903	0.554746	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	6		
49																																																																																																																																																									190.05005618765247	0.554746	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	-1		
50																																																																																																																																																									170.8321747487654	0.5584056	0	1366031.1	1254996.3	0	1350563.4666666666	1192272.8666666667	1210779.2	1175675.0	1534228.2	1197834.0	1306683.0	1203309.6	0	0	-1		
51																																																																																																																																																									363.9778117163886	0.55977106	0	227585.69	0.0	0	295816.76	0.0	432278.9	0.0	455171.38	0.0	0.0	0.0	0	0	-1		
52																																																																																																																																																									198.1127338966793	0.5675479	0	488365.44	0.0	0	91343.46	234233.5	0.0	0.0	274030.38	702700.5	0.0	0.0	0	0	-1		
53																																																																																																																																																									305.0121718516479	0.5608673	0	343296.47	0.0	0	0.0	228864.31333333327	0.0	0.0	0.0	686592.94	0.0	0.0	0	0	-1		
54	gnps	1.0	gnps	gnps	gnps																													CCMSLIB00006113481	spectra_filtered.mgf	BIRMINGHAM-UHPLC-MS-NEG.mgf	0.944226	1464070.0	0.0	5261.47	6.0	0.984406	186.113	-1.0	temp/spectra_filtered.mgf54	1.0	Azelaic acid - 40.0 eV	ESI	Orbitrap	Isolated	PI	Data Collector	M-H	187.097	0.0	1.0			C(CCCC(=O)O)CCCC(=O)O	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)		1.0	Negative	BIRMINGHAM-UHPLC-MS-NEG	187.097	UPDATE-SINGLE-ANNOTATED-GOLD	Gold		C9H16O4	BDJRBEYXGGNYIS-UHFFFAOYSA-N	BDJRBEYXGGNYIS	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Fatty Acids and Conjugates	Dicarboxylic acids	Fatty acids	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00006113481																																																																											186.11259412150653	0.56007206	0	11025444.53	2231176.19	0	561502.8533333334	9533502.666666666	270876.62	3500898.5	899321.06	21151568.0	514310.88	3948041.5	0	0	-1	54.0	Azelaic acid - 40.0 eV
55																																																																																																																																																									172.82930856096934	0.56948805	0	812795.47	744776.6699999999	0	854314.6266666666	699542.9666666667	848527.94	697900.56	917357.0	708233.94	797058.94	692494.4	0	0	-1		
56																																																																																																																																																									168.8351753565592	0.5709224	0	907316.9	789980.7	0	875782.1	791131.15	802431.3	803713.25	1020316.7	794317.1	804598.3	775363.1	0	0	-1		
