formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C16H25ClO5	[M + K]+	C16H25ClKO5+	Polyketides	0.932	Macrolides	0.661	Azaphilones	0.331	Benzenoids	0.505	Benzene and substituted derivatives	0.565					Benzene and substituted derivatives	0.565	Organic compounds; Ketones; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Alkyl chlorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Organochlorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	371.101	477	7.952	845630627114326665	845630493525739410	845630493525739409	174	
1	C18H35NO2	[M + Na]+	C18H35NNaO2+	Fatty acids	0.975	Spingolipids	0.319	Sphingoid bases	0.460	Organic oxygen compounds	1.000	Organooxygen compounds	0.996	Alcohols and polyols	0.673	Secondary alcohols	0.527	Secondary alcohols	0.527	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Secondary alcohols; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	320.256	478	7.966	845630578204543934	845630493701900190	845630493701900189	177	
1	C18H35NO2	[M + H]+	C18H36NO2+	Fatty acids	0.988	Fatty amides	0.708	Primary amides	0.293	Lipids and lipid-like molecules	0.696	Fatty Acyls	0.728	Fatty amides	0.642			Fatty amides	0.642	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	298.274	478	7.966	845630581115391396	845630493647374234	845630493643179929	176	
1	C18H30O	[M + H3N + H]+	C18H34NO+	Fatty acids	0.989	Fatty acyls	0.977	Fatty aldehydes	0.433	Lipids and lipid-like molecules	0.613							Lipids and lipid-like molecules	0.613	Organic compounds; Lipids and lipid-like molecules; Ketones; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	280.264	478	7.966	845630608495810853	845630493588653974	845630493588653973	175	
2	C20H28O2	[M + H]+	C20H29O2+	Terpenoids	0.969	Diterpenoids	0.823	Cannabinoids	0.470	Lipids and lipid-like molecules	0.732	Prenol lipids	0.682	Diterpenoids	0.540			Diterpenoids	0.540	Organic compounds; Lipids and lipid-like molecules; Tetralins; Phenols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Diterpenoids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	301.216	486	8.099	845630604255368924	845630493764814754	845630493760620449	178	
3	C17H23NO5	[M + H3N + H]+	C17H27N2O5+	Amino acids and Peptides	0.721	Cyclic polyketides	0.157	Open-chain polyketides	0.061	Organic acids and derivatives	0.967	Carboxylic acids and derivatives	0.921	Carboxylic acid derivatives	0.816	Carboxylic acid esters	0.555	Carboxylic acid esters	0.555	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	339.193	486	8.103	845630606356715464	845630493819340710	845630493819340709	179	
3	C18H28O	[M + H3N + H]+	C18H32NO+	Terpenoids	0.960	Diterpenoids	0.703	Farnesane sesquiterpenoids	0.110	Lipids and lipid-like molecules	0.835	Prenol lipids	0.785					Prenol lipids	0.785	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	278.248	488	8.139	845630596667872145	845630493878060970	845630493873866665	180	
1	C15H28O2	[M - H2O + H]+	C15H27O+	Fatty acids	0.730	Sesquiterpenoids	0.605	Fatty alcohols	0.137	Lipids and lipid-like molecules	0.798	Fatty Acyls	0.520					Fatty Acyls	0.520	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organooxygen compounds; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	223.206	492	8.192	845630578623974425	845630493932586926	845630493932586925	181	
3	C13H19N5O2	[M + H3N + H]+	C13H23N6O2+	Amino acids and Peptides	0.324	Pseudoalkaloids (transamidation)	0.371	Purine alkaloids	0.142	Organoheterocyclic compounds	0.989	Diazines	0.445	Pyrimidines and pyrimidine derivatives	0.443	Aminopyrimidines and derivatives	0.557	Aminopyrimidines and derivatives	0.557	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Amines; Primary amines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	295.188	493	8.211	845630606507710438	845630493991307186	845630493991307185	182	
2	C15H20O	[M + H]+	C15H21O+	Terpenoids	0.984	Sesquiterpenoids	0.979	Bisabolane sesquiterpenoids	0.678	Benzenoids	0.767							Benzenoids	0.767	Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	217.159	499	8.320	845630583548087873	845630494050027446	845630494050027445	183	
1	C16H28O	[M + H3N + H]+	C16H32NO+	Fatty acids	0.995	Fatty acyls	0.978	Fatty aldehydes	0.856	Lipids and lipid-like molecules	0.479	Fatty Acyls	0.423	Fatty aldehydes	0.686			Fatty aldehydes	0.686	Organic compounds; Aldehydes; Fatty aldehydes; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	254.248	505	8.409	845630577374071624	845630494129719226	845630494129719225	184	
2	C20H28O2	[M + H]+	C20H29O2+	Terpenoids	0.917	Diterpenoids	0.457	Cannabinoids	0.273	Benzenoids	0.959	Phenols	0.829	1-hydroxy-2-unsubstituted benzenoids	0.656			1-hydroxy-2-unsubstituted benzenoids	0.656	Organic compounds; Lipids and lipid-like molecules; Phenols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	301.216	506	8.429	845630601210303848	845630494167467966	845630494167467965	185	
1	C15H26O	[M + H]+	C15H27O+	Fatty acids	0.991	Fatty acyls	0.988	Fatty aldehydes	0.772	Organic oxygen compounds	0.979	Organooxygen compounds	0.964	Carbonyl compounds	0.880			Carbonyl compounds	0.880	Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	223.206	506	8.437	845630596856615848	845630494205216706	845630494205216705	186	
3	C15H28O	[M + H3N + H]+	C15H32NO+	Terpenoids	0.937	Sesquiterpenoids	0.885	Fatty alcohols	0.139	Lipids and lipid-like molecules	0.852	Prenol lipids	0.608					Prenol lipids	0.608	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	242.248	510	8.508	845630578472979452	845630494238771142	845630494238771141	187	
2	C15H28O3	[M - H2O + H]+	C15H27O2+	Fatty acids	0.857	Fatty Acids and Conjugates	0.311	Fatty alcohols	0.277	Lipids and lipid-like molecules	0.803	Fatty Acyls	0.793					Fatty Acyls	0.793	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	239.201	512	8.539	845630583447424563	845630494276519882	845630494276519881	188	
1	C15H28O2	[M - H2O + H]+	C15H27O+	Terpenoids	0.797	Sesquiterpenoids	0.816	Eudesmane sesquiterpenoids	0.122	Lipids and lipid-like molecules	0.834							Lipids and lipid-like molecules	0.834	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	223.206	515	8.583	845630577185327935	845630494310074318	845630494310074317	189	
1	C15H28O2	[M - H2O + H]+	C15H27O+	Terpenoids	0.963	Sesquiterpenoids	0.943	Eudesmane sesquiterpenoids	0.305	Lipids and lipid-like molecules	0.839	Prenol lipids	0.569	Sesquiterpenoids	0.544			Sesquiterpenoids	0.544	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Sesquiterpenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	223.206	518	8.632	845630576765897444	845630494456874974	845630494452680669	193	
3	C15H28O	[M + H3N + H]+	C15H32NO+	Terpenoids	0.986	Sesquiterpenoids	0.949	Caryophyllane sesquiterpenoids	0.239	Lipids and lipid-like molecules	0.824	Prenol lipids	0.731	Sesquiterpenoids	0.540			Sesquiterpenoids	0.540	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Sesquiterpenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	242.248	521	8.676	845630595229225728	845630494347823058	845630494343628753	190	
1	C18H30O	[M + H3N + H]+	C18H34NO+	Fatty acids	0.677	Fatty acyls	0.634	Fatty alcohols	0.140	Lipids and lipid-like molecules	0.843	Prenol lipids	0.520					Prenol lipids	0.520	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	280.264	521	8.688	845630585829789455	845630494419126234	845630494419126233	192	
1	C18H30O	[M + H]+	C18H31O+	Fatty acids	0.996	Fatty acyls	0.991	Fatty alcohols	0.648	Lipids and lipid-like molecules	0.561							Lipids and lipid-like molecules	0.561	Organic compounds; Lipids and lipid-like molecules; Ketones; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	263.237	521	8.689	845630603898853060	845630494381377494	845630494381377493	191	
2	C20H26O2	[M + H]+	C20H27O2+	Terpenoids	0.966	Diterpenoids	0.553	Cannabinoids	0.382	Benzenoids	0.980	Tetralins	0.574					Tetralins	0.574	Organic compounds; Lipids and lipid-like molecules; Tetralins; Phenols; Prenol lipids; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	299.201	528	8.793	845630608353204445	845630494565926890	845630494565926889	196	
1	C17H30O	[M + H3N + H]+	C17H34NO+	Fatty acids	0.961	Fatty acyls	0.969	Fatty alcohols	0.860	Lipids and lipid-like molecules	0.671	Fatty Acyls	0.538	Fatty alcohols	0.517	Long-chain fatty alcohols	0.616	Long-chain fatty alcohols	0.616	Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Fatty alcohols; Carbonyl compounds; Long-chain fatty alcohols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	268.264	532	8.864	845630577042721564	845630494670784502	845630494666590197	199	
1	C10H30O5Si5	[M + H]+	C10H31O5Si5+	Fatty acids	0.257	Monoterpenoids	0.140	Halogenated fatty acids	0.052	Organic salts	0.711	Organic metal salts	0.642	Organic metalloid salts	0.642			Organic metalloid salts	0.642	Organic compounds; Organometallic compounds; Organometalloid compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	371.101	533	8.878	845630594692354652	845630494704338938	845630494704338937	200	
1	C12H38O7Si6	[M + H]+	C12H39O7Si6+	Fatty acids	0.950	Fatty acyls	0.767	Fatty alcohols	0.850	Organometallic compounds	0.744	Organometalloid compounds	0.744					Organometalloid compounds	0.744	Organic compounds; Organooxygen compounds; Organometallic compounds; Organometalloid compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	463.131	533	8.880	845630599293506737	845630494817585158	845630494817585157	203	
9	C25H31N3O5S	[M + Na]+	C25H31N3NaO5S+	Amino acids and Peptides	0.775	Oligopeptides	0.195	Dipeptides	0.055	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.951	Amino acids, peptides, and analogues	0.733	Amino acids and derivatives	0.724	Alpha amino acids and derivatives	0.656	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Benzenesulfonamides; Alpha amino acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Sulfonyls; Organosulfonamides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aminosulfonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	508.189	533	8.880	845630600287556920	845630494855333898	845630494855333897	204	
10	C25H22N2O5S	[M + Na]+	C25H22N2NaO5S+	Alkaloids	0.935	Tryptophan alkaloids	0.232	Acridone alkaloids	0.019	Benzenoids	0.999	Benzene and substituted derivatives	0.947	Anilides	0.581			Anilides	0.581	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Anilides; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	485.113	533	8.881	845630587725615081	845630494779836418	845630494779836417	202	
2	C17H22O2	[M + H]+	C17H23O2+	Terpenoids	0.821	Diterpenoids	0.310	Miscellaneous meroterpenoids	0.053	Benzenoids	0.964	Phenols	0.892	1-hydroxy-2-unsubstituted benzenoids	0.873			1-hydroxy-2-unsubstituted benzenoids	0.873	Organic compounds; Phenols; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	259.169	544	9.073	845630607761807482	845630495035688990	845630495035688989	209	
1	C20H28O2	[M + H]+	C20H29O2+	Terpenoids	0.997	Diterpenoids	0.986	Abietane diterpenoids	0.862	Lipids and lipid-like molecules	0.880	Prenol lipids	0.846	Diterpenoids	0.893			Diterpenoids	0.893	Organic compounds; Lipids and lipid-like molecules; Phenanthrenes and derivatives; Tetralins; Phenols; Hydrophenanthrenes; Prenol lipids; Organooxygen compounds; Diterpenoids; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	301.216	544	9.074	845630594889487014	845630495073437730	845630495073437729	210	
2	C22H32O2	[M + H3N + H]+	C22H36NO2+	Terpenoids	0.431	Aromatic polyketides	0.211	Catechols with side chains	0.476	Benzenoids	0.789	Phenols	0.627	1-hydroxy-2-unsubstituted benzenoids	0.516			1-hydroxy-2-unsubstituted benzenoids	0.516	Organic compounds; Lipids and lipid-like molecules; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	346.274	545	9.076	845630595078230718	845630494997940250	845630494997940249	208	
1	C16H28O	[M + H]+	C16H29O+	Fatty acids	0.993	Fatty acyls	0.990	Fatty aldehydes	0.703	Lipids and lipid-like molecules	0.417	Fatty Acyls	0.376	Fatty aldehydes	0.511			Fatty aldehydes	0.511	Organic compounds; Fatty aldehydes; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	237.221	548	9.129	845630580364610851	845630495186683950	845630495186683949	213	
1	C16H36Si	[M + H]+	C16H37Si+	Fatty acids	0.979	Fatty acyls	0.995	Hydrocarbons	0.929	Hydrocarbons	0.156	Saturated hydrocarbons	0.908	Alkanes	0.831	Branched alkanes	0.781	Branched alkanes	0.781	Organic compounds; Alkanes; Hydrocarbon derivatives; Saturated hydrocarbons; Branched alkanes; Chemical entities	257.267	549	9.143	845630600170116359	845630495224432690	845630495224432689	214	
2	C16H28O	[M + H]+	C16H29O+	Terpenoids	0.736	Sesquiterpenoids	0.596	Norlabdane diterpenoids	0.212	Lipids and lipid-like molecules	0.824							Lipids and lipid-like molecules	0.824	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	237.221	549	9.146	845630594759463546	845630495257987126	845630495257987125	215	
1	C36H67NO2	[M + H3N + H]+	C36H71N2O2+	Fatty acids	1.000	Fatty amides	0.986	N-acyl ethanolamines (endocannabinoids)	0.332	Lipids and lipid-like molecules	0.951	Fatty Acyls	0.930	Fatty amides	0.933	N-acyl amines	0.895	N-acyl amines	0.895	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	563.552	558	9.299	845630577600564046	845630495396399174	845630495396399173	219	
3	C18H30	[M + H]+	C18H31+	Terpenoids	0.725	Diterpenoids	0.780	Hydrocarbons	0.242	Lipids and lipid-like molecules	0.631	Prenol lipids	0.549					Prenol lipids	0.549	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Hydrocarbons; Olefins; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Chemical entities	247.242	558	9.299	845630577768336242	845630495362844738	845630495358650433	218	
1	C18H32O	[M + H3N + H]+	C18H36NO+	Fatty acids	0.998	Fatty acyls	0.993	Fatty alcohols	0.695	Lipids and lipid-like molecules	0.555	Fatty Acyls	0.561					Fatty Acyls	0.561	Organic compounds; Lipids and lipid-like molecules; Ketones; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	282.279	558	9.302	845630580758875486	845630495434147914	845630495434147913	220	
1	C18H38Si	[M + H]+	C18H39Si+	Fatty acids	0.981	Fatty acyls	0.990	Hydrocarbons	0.563	Hydrocarbon derivatives	0.967							Hydrocarbon derivatives	0.967	Organic compounds; Hydrocarbon derivatives; Chemical entities	283.282	558	9.305	845630582201716231	845630495471896654	845630495471896653	221	
1	C18H38Si	[M + H]+	C18H39Si+	Fatty acids	0.829	Fatty acyls	0.927	Hydrocarbons	0.395	Hydrocarbon derivatives	0.977							Hydrocarbon derivatives	0.977	Organic compounds; Hydrocarbon derivatives; Chemical entities	283.282	559	9.325	845630581446741441	845630495509645394	845630495509645393	222	
4	C17H30O	[M + H]+	C17H31O+	Fatty acids	0.793	Fatty acyls	0.800	Fatty alcohols	0.695	Lipids and lipid-like molecules	0.815	Fatty Acyls	0.546	Fatty alcohols	0.403	Long-chain fatty alcohols	0.505	Long-chain fatty alcohols	0.505	Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Long-chain fatty alcohols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	251.237	563	9.391	845630588266680369	845630495543199830	845630495543199829	223	
1	C18H32O	[M + H3N + H]+	C18H36NO+	Fatty acids	0.999	Fatty acyls	0.994	Fatty alcohols	0.644	Lipids and lipid-like molecules	0.525	Fatty Acyls	0.557					Fatty Acyls	0.557	Organic compounds; Lipids and lipid-like molecules; Ketones; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	282.279	564	9.399	845630606331549633	845630495580948570	845630495580948569	224	
1	C31H39FN4O7	[M + Na]+	C31H39FN4NaO7+	Amino acids and Peptides	0.443	Oligopeptides	0.660	Depsipeptides	0.141	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.987	Amino acids, peptides, and analogues	0.785	Amino acids and derivatives	0.774	Amino acids and derivatives	0.774	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Halobenzenes; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Azoles; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Carboxylic acid esters; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	621.271	566	9.430	845630620332137019	845630495614503006	845630495614503005	225	
2	C17H37NO2	[M - H2O + H]+	C17H36NO+	Fatty acids	0.994	Spingolipids	0.824	Sphingoid bases	0.980	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.981	Alkanolamines	0.966	1,2-aminoalcohols	0.938	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	270.279	566	9.434	845630604762879789	845630495652251746	845630495648057441	226	
2	C17H35NO	[M + H]+	C17H36NO+	Alkaloids	0.507	Pseudoalkaloids (transamidation)	0.732	Primary amides	0.247	Lipids and lipid-like molecules	0.505							Lipids and lipid-like molecules	0.505	Organic compounds; Lipids and lipid-like molecules; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	270.279	575	9.577	845630579106319450	845630495681611878	845630495681611877	227	
3	C24H47NO4	[M + H3N + H]+	C24H51N2O4+	Alkaloids	0.378	Linear polyketides	0.407	Open-chain polyketides	0.461	Lipids and lipid-like molecules	0.758							Lipids and lipid-like molecules	0.758	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	431.384	576	9.604	845630590833594617	845630495748720750	845630495748720749	229	
1	C22H43NO4	[M + Na]+	C22H43NNaO4+	Fatty acids	0.893	Fatty amides	0.361	Open-chain polyketides	0.264	Lipids and lipid-like molecules	0.807	Fatty Acyls	0.805	Fatty acid esters	0.508			Fatty acid esters	0.508	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	408.308	576	9.604	845630598827938902	845630495715166314	845630495715166313	228	
2	C20H28O2	[M + H]+	C20H29O2+	Terpenoids	0.996	Diterpenoids	0.990	Abietane diterpenoids	0.854	Lipids and lipid-like molecules	0.841	Prenol lipids	0.844	Diterpenoids	0.867			Diterpenoids	0.867	Organic compounds; Lipids and lipid-like molecules; Phenanthrenes and derivatives; Tetralins; Phenols; Hydrophenanthrenes; Prenol lipids; Organooxygen compounds; Cumenes; Diterpenoids; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	301.216	576	9.605	845630586836422524	845630495786469490	845630495786469489	230	
1	C10H30O5Si5	[M + H]+	C10H31O5Si5+	Fatty acids	0.252	Monoterpenoids	0.149	Halogenated fatty acids	0.050	Organic salts	0.700	Organic metal salts	0.636	Organic metalloid salts	0.636			Organic metalloid salts	0.636	Organic compounds; Organometallic compounds; Organometalloid compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	371.101	580	9.672	845630598735664194	845630495824218230	845630495824218229	231	
1	C25H33N7O7	[M + K]+	C25H33KN7O7+	Carbohydrates	0.488	Nucleosides	0.581	Purine nucleosides	0.450	Benzenoids	0.862	Benzene and substituted derivatives	0.821					Benzene and substituted derivatives	0.821	Organic compounds; Organoheterocyclic compounds; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	582.208	580	9.672	845630608428701938	845630495937464450	845630495937464449	234	
