formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C18H35NO2	[M + Na]+	C18H35NNaO2+	0.988	0.817	64.643	64.643	0.000	12	0.349	0.371	0.379	-0.344		320.256	419	6.984	845630590909092101	845630491491501806	845630491491501805	133	
1	C13H18O2	[M - H2O + H]+	C13H17O+	0.863	0.500	36.541	36.541	0.000	4	0.113	0.094	0.226	-95229.815		189.127	423	7.044	845630579961957572	845630491529250546	845630491529250545	134	
1	C18H35NO2	[M - H2O + H]+	C18H34NO+	0.997	0.333	62.209	62.209	0.000	11	0.220	0.220	0.332	-64262.824		280.264	428	7.126	845630576665234138	845630491562804982	845630491562804981	135	
1	C18H35NO2	[M + Na]+	C18H35NNaO2+	0.977	0.025	55.334	55.334	0.000	11	0.337	0.220	0.332	-0.312		320.256	428	7.126	845630602737030682	845630491600553722	845630491596359417	136	
1	C11H23ClNO	[M + Na]+	C11H23ClNNaO+	0.995	0.992	73.250	73.250	0.000	14	0.461	3.189	3.189	-1.903		243.136	429	7.144	845630582444985890	845630491634108158	845630491634108157	137	
1	C20H43NO2	[M + H]+	C20H44NO2+	0.810	0.500	45.710	41.794	3.916	9	0.519	4.924	4.924	-0.321		330.337	434	7.239	845630578527505409	845630491671856898	845630491671856897	138	
1	C18H30O	[M + H3N + H]+	C18H34NO+	1.000	0.333	217.262	213.362	3.901	44	0.882	1.801	1.950	0.174		280.264	435	7.252	845630580360416535	845630491717994246	845630491717994245	139	
1	C18H35NO2	[M + Na]+	C18H35NNaO2+	0.980	0.058	55.830	55.830	0.000	10	0.346	0.379	0.379	-0.250		320.256	435	7.252	845630601013171539	845630491755742986	845630491751548681	140	
1	C18H39NO	[M + H]+	C18H40NO+	0.852	0.500	44.696	44.696	0.000	8	0.223	0.551	0.551	-0.040		286.310	437	7.277	845630586832228215	845630491789297422	845630491785103117	141	
1	C9H12BNO4	[M - H2O + H]+	C9H11BNO3+	0.299	0.191	4.916	4.916	0.000	1	0.023	-1.538	2.018	-94257.533		191.086	437	7.287	845630577801890683	845630491831240466	845630491827046161	142	
1	C17H37O7	[M - H2O + H]+	C17H36O6+	0.683	0.345	28.681	25.301	3.381	5	0.412	0.583	1.217	-53562.478		336.251	438	7.294	845630602162410961	845630491873183510	845630491873183509	143	
1	C17H35O6	[M - H2O + H]+	C17H34O5+	1.000	0.044	3.589	-0.170	3.759	0	0.000	0.787	0.787	-56593.525		318.240	440	7.331	845630588052770826	845630491952875294	845630491948680989	145	
1	C18H30O2	[M + H3N + H]+	C18H34NO2+	1.000	0.333	179.441	175.514	3.926	38	0.763	2.888	2.888	-0.019		296.258	440	7.331	845630596915336148	845630491915126554	845630491910932249	144	
1	C17H37O7	[M - H2O + H]+	C17H36O6+	0.665	0.477	66.767	62.959	3.808	16	0.800	1.455	1.455	-53562.478		336.251	443	7.377	845630582050721263	845630492040955686	845630492040955685	147	
1	C18H30O	[M + H3N + H]+	C18H34NO+	1.000	0.333	227.181	223.313	3.868	45	0.878	2.524	2.929	0.210		280.264	443	7.377	845630585833983772	845630491990624034	845630491990624033	146	
1	C20H42N2O3	[M + H]+	C20H43N2O3+	0.374	0.333	75.644	75.644	0.000	18	0.475	0.242	0.275	-0.277		359.327	443	7.377	845630586534432623	845630492078704426	845630492078704425	148	
1	C12H24BNO4Si	[M - H2O + H]+	C12H23BNO3Si+	0.278	0.284	59.202	59.202	0.000	16	0.478	0.545	0.931	-67417.102		267.157	444	7.407	845630585821400823	845630492145813298	845630492145813297	150	
1	C14H20O2	[M - H2O + H]+	C14H19O+	0.781	0.500	48.625	48.625	0.000	5	0.129	0.309	0.309	-88658.967		203.143	445	7.410	845630600182699273	845630492112258862	845630492112258861	149	
1	C14H20O2	[M + Na]+	C14H20NaO2+	0.979	0.978	12.835	9.154	3.681	1	0.017	-0.593	0.627	0.162		243.136	446	7.441	845630589902459042	845630492183562038	845630492183562037	151	
1	C13H22O2	[M + H]+	C13H23O2+	0.982	0.500	180.969	177.381	3.588	34	0.856	5.142	5.142	0.491		211.169	448	7.474	845630580477857092	845630492221310778	845630492221310777	152	
1	C18H35NO3	[M + Na]+	C18H35NNaO3+	1.000	1.000	102.767	102.767	0.000	21	0.541	0.421	0.464	-0.401		336.251	449	7.483	845630586517655367	845630492313585474	845630492309391169	154	
1	C18H35NO2	[M - H2O + H]+	C18H34NO+	0.992	0.333	82.577	82.577	0.000	15	0.219	0.588	0.763	-64262.710		280.264	449	7.483	845630596911141837	845630492259059518	845630492259059517	153	
1	C17H35O6	[M - H2O + H]+	C17H34O5+	1.000	0.037	3.411	-0.154	3.565	0	0.000	0.595	0.595	-56593.558		318.240	450	7.500	845630584294674070	845630492439414602	845630492435220297	156	
1	C18H30O2	[M + H3N + H]+	C18H34NO2+	1.000	0.333	269.651	265.735	3.916	55	0.904	1.815	1.855	0.014		296.258	450	7.500	845630602594424326	845630492376500038	845630492372305733	155	
1	C13H24O2	[M - H2O + H]+	C13H23O+	0.998	0.500	39.371	39.371	0.000	5	0.146	0.377	0.377	-92278.901		195.174	451	7.522	845630600694404410	845630492498134862	845630492493940557	157	
1	C15H29ClN4O	[M + H]+	C15H30ClN4O+	0.349	0.333	98.609	98.609	0.000	26	0.600	0.339	2.356	2.409		317.211	454	7.564	845630604578330385	845630492556855122	845630492556855121	158	
1	C13H24O2	[M - H2O + H]+	C13H23O+	0.998	0.500	45.689	45.689	0.000	6	0.146	0.493	0.493	-92278.873		195.174	455	7.591	845630606994249752	845630492615575382	845630492615575381	159	
1	C18H30O2	[M + H3N + H]+	C18H34NO2+	1.000	0.333	206.005	202.142	3.863	40	0.849	2.246	2.246	0.014		296.258	459	7.643	845630593220153867	845630492678489946	845630492674295641	160	
1	C17H35O6	[M - H2O + H]+	C17H34O5+	1.000	0.038	3.416	-0.162	3.577	0	0.000	0.689	0.689	-56593.558		318.240	459	7.643	845630607090718778	845630492737210206	845630492737210205	161	
1	C15H21NO4	[M - H2O + H]+	C15H20NO3+	0.627	0.333	66.920	66.920	0.000	9	0.275	0.406	0.406	-68704.790		262.144	459	7.656	845630593194988006	845630492795930466	845630492795930465	162	
1	C13H24O2	[M - H2O + H]+	C13H23O+	0.995	0.500	36.108	36.108	0.000	5	0.140	0.431	0.431	-92278.845		195.174	461	7.677	845630581648068053	845630492858845030	845630492854650725	163	
1	C16H35NO5	[M - H2O + H]+	C16H34NO4+	0.505	0.333	39.601	39.601	0.000	12	0.297	0.339	0.379	-59197.254		304.248	463	7.714	845630603697526457	845630492976285550	845630492972091245	165	
1	C3H4ClO4	[M + Na]+	C3H4ClNaO4+	0.999	0.145	3.602	3.602	0.000	1	0.057	3.877	3.877	3.569		161.970	464	7.735	845630595132756716	845630492917565290	845630492913370985	164	
1	C13H25ClNO3	[M + Na]+	C13H25ClNNaO3+	1.000	1.000	102.263	102.263	0.000	28	0.691	2.845	2.845	-1.734		301.141	473	7.877	845630606063114161	845630493345384326	845630493345384325	171	
1	C22H47NO2	[M + H]+	C22H48NO2+	0.767	0.500	57.326	57.326	0.000	13	0.247	0.339	0.339	-0.157		358.368	473	7.885	845630596030337883	845630493290858370	845630493286664065	170	
1	C18H35NO2	[M + Na]+	C18H35NNaO2+	0.415	0.427	5.861	1.972	3.889	0	0.000	-0.344	0.344	-0.312		320.256	473	7.885	845630597271852022	845630493165029242	845630493165029241	168	
1	C18H30O	[M + H3N + H]+	C18H34NO+	1.000	0.333	245.136	241.235	3.901	32	0.597	2.909	2.909	0.210		280.264	473	7.885	845630604947429170	845630493039200114	845630493035005809	166	
1	C18H32O2	[M + H3N + H]+	C18H36NO2+	1.000	0.333	173.901	169.984	3.916	32	0.779	2.620	3.056	0.115		298.274	473	7.885	845630607300434033	845630493102114678	845630493097920373	167	
1	C16H21F3O3	[M - H2O + H]+	C16H20F3O2+	0.914	0.038	17.637	13.898	3.739	4	0.079	-1.105	1.105	-59807.752		301.141	473	7.886	845630603252930201	845630493232138110	845630493227943805	169	
1	C18H36O6S	[M - H2O + H]+	C18H35O5S+	0.785	0.500	102.600	98.718	3.882	15	0.704	3.316	3.316	-49585.866		363.220	476	7.940	845630610576185862	845630493408298890	845630493408298889	172	
1	C16H25ClO5	[M + K]+	C16H25ClKO5+	1.000	1.000	83.021	83.021	0.000	23	0.550	2.400	2.416	-2.478		371.101	477	7.952	845630627114326665	845630493525739410	845630493525739409	174	
1	C18H18O11	[M + H]+	C18H19O11+	0.374	0.394	4.125	4.125	0.000	0	0.000	4.024	4.024	3.897		411.094	477	7.953	845630604540581633	845630493471213454	845630493471213453	173	
1	C18H35NO2	[M + Na]+	C18H35NNaO2+	1.000	1.000	55.516	55.516	0.000	11	0.372	0.569	0.569	-0.250		320.256	478	7.966	845630578204543934	845630493701900190	845630493701900189	177	
1	C18H35NO2	[M + H]+	C18H36NO2+	0.997	0.333	73.643	73.643	0.000	15	0.317	0.601	0.601	0.048		298.274	478	7.966	845630581115391396	845630493647374234	845630493643179929	176	
1	C18H30O	[M + H3N + H]+	C18H34NO+	1.000	0.333	206.118	202.314	3.804	42	0.872	2.984	2.984	0.353		280.264	478	7.966	845630608495810853	845630493588653974	845630493588653973	175	
1	C20H30O3	[M - H2O + H]+	C20H29O2+	0.956	0.500	70.100	66.184	3.916	19	0.768	0.451	0.582	-59793.049		301.216	486	8.099	845630604255368925	845630493764814754	845630493760620449	178	
1	C15H29ClN4O	[M + Na]+	C15H29ClN4NaO+	0.736	0.770	72.704	72.704	0.000	25	0.691	3.752	3.752	2.329		339.193	486	8.103	845630606356715462	845630493819340710	845630493819340709	179	
1	C18H33NO2	[M - H2O + H]+	C18H32NO+	0.595	0.333	52.149	52.149	0.000	9	0.386	0.398	0.398	-64728.272		278.248	488	8.139	845630596667872146	845630493878060970	845630493873866665	180	
1	C15H28O2	[M - H2O + H]+	C15H27O+	0.997	0.500	64.188	64.188	0.000	11	0.240	0.518	0.518	-80690.149		223.206	492	8.192	845630578623974425	845630493932586926	845630493932586925	181	
1	C13H24N6O3	[M - H2O + H]+	C13H23N6O2+	0.445	0.333	53.766	53.766	0.000	11	0.346	0.452	0.452	-61012.827		295.188	493	8.211	845630606507710439	845630493991307186	845630493991307185	182	
1	C15H22O2	[M - H2O + H]+	C15H21O+	0.784	0.496	61.145	61.145	0.000	8	0.142	0.525	0.525	-82936.752		217.159	499	8.320	845630583548087874	845630494050027446	845630494050027445	183	
1	C16H28O	[M + H3N + H]+	C16H32NO+	1.000	0.333	218.566	214.814	3.752	44	0.879	3.543	3.543	0.074		254.248	505	8.409	845630577374071624	845630494129719226	845630494129719225	184	
1	C20H30O3	[M - H2O + H]+	C20H29O2+	0.968	0.500	72.933	69.175	3.758	19	0.783	0.116	1.167	-59792.978		301.216	506	8.429	845630601210303849	845630494167467966	845630494167467965	185	
1	C15H26O	[M + H]+	C15H27O+	0.955	0.500	130.469	126.860	3.609	33	0.895	5.158	5.158	0.350		223.206	506	8.437	845630596856615848	845630494205216706	845630494205216705	186	
1	C15H33NO2	[M - H2O + H]+	C15H32NO+	0.915	0.333	36.522	36.522	0.000	9	0.227	0.406	0.406	-74347.817		242.248	510	8.508	845630578472979453	845630494238771142	845630494238771141	187	
1	C15H26O2	[M + H]+	C15H27O2+	0.978	0.500	135.884	135.884	0.000	31	0.766	5.157	5.157	0.056		239.201	512	8.539	845630583447424562	845630494276519882	845630494276519881	188	
1	C15H28O2	[M - H2O + H]+	C15H27O+	0.993	0.500	36.281	36.281	0.000	6	0.144	0.339	0.339	-80690.149		223.206	515	8.583	845630577185327935	845630494310074318	845630494310074317	189	
1	C15H28O2	[M - H2O + H]+	C15H27O+	0.991	0.500	31.941	31.941	0.000	5	0.137	0.469	0.469	-80690.101		223.206	518	8.632	845630576765897444	845630494456874974	845630494452680669	193	
1	C15H33NO2	[M - H2O + H]+	C15H32NO+	0.932	0.333	32.603	32.603	0.000	7	0.221	0.489	0.489	-74347.728		242.248	521	8.676	845630595229225729	845630494347823058	845630494343628753	190	
1	C18H30O	[M + H3N + H]+	C18H34NO+	1.000	0.333	246.073	242.313	3.759	51	0.899	1.183	1.596	0.353		280.264	521	8.688	845630585829789455	845630494419126234	845630494419126233	192	
1	C18H30O	[M + H]+	C18H31O+	0.999	0.500	137.183	133.351	3.832	29	0.793	4.044	4.044	0.296		263.237	521	8.689	845630603898853060	845630494381377494	845630494381377493	191	
1	C22H26O3	[M - H2O + H]+	C22H25O2+	0.910	0.103	5.962	3.682	2.280	0	0.000	-7.698	7.698	-56083.585		321.182	525	8.757	845630605698209657	845630494490429410	845630494490429409	194	
1	C22H26O3	[M - H2O + H]+	C22H25O2+	0.907	0.057	5.789	3.670	2.119	0	0.000	-7.791	7.791	-56083.585		321.182	528	8.793	845630582394654224	845630494528178150	845630494528178149	195	
1	C20H28O3	[M - H2O + H]+	C20H27O2+	0.871	0.500	169.270	165.454	3.816	26	0.653	-0.289	1.025	-60195.720		299.201	528	8.793	845630608353204446	845630494565926890	845630494565926889	196	
1	C4H2ClNO3Se	[M + Na]+	C4H2ClNNaO3Se+	1.000	0.938	2.508	2.508	0.000	2	0.030	3.805	3.805	0.809		243.884	530	8.841	845630594788823705	845630494599481326	845630494599481325	197	
1	C17H30O	[M + H3N + H]+	C17H34NO+	1.000	0.333	159.294	155.403	3.891	34	0.777	3.896	3.896	0.108		268.264	532	8.864	845630577042721564	845630494670784502	845630494666590197	199	
1	C10H30O5Si5	[M + H]+	C10H31O5Si5+	0.359	0.100	65.717	65.717	0.000	10	0.664	1.528	1.528	0.072		371.101	533	8.878	845630594692354652	845630494704338938	845630494704338937	200	
1	C5H4Cl2FO5P	[M + Na]+	C5H4Cl2FNaO5P+	1.000	0.798	22.405	22.405	0.000	8	0.421	3.275	3.651	4.430		286.906	533	8.880	845630596143584112	845630494633035762	845630494633035761	198	
1	C12H38O7Si6	[M + H]+	C12H39O7Si6+	0.487	0.001	48.573	48.317	0.256	12	0.502	-0.046	1.788	0.196		463.131	533	8.880	845630599293506737	845630494817585158	845630494817585157	203	
1	C18H35N3O11	[M + K]+	C18H35KN3O11+	0.194	0.350	4.990	4.990	0.000	3	0.059	-0.450	2.160	-3.123		508.189	533	8.880	845630600287556907	845630494855333898	845630494855333897	204	
1	C14H28N4O5Si4	[M + H]+	C14H29N4O5Si4+	0.393	0.329	54.994	50.307	4.688	11	0.746	-1.089	2.321	-1.870		445.120	533	8.881	845630587482345381	845630494742087678	845630494742087677	201	
1	C17H26O17	[M - H2O + H]+	C17H25O16+	0.155	0.190	4.337	4.337	0.000	0	0.000	-1.893	1.893	-37128.557		485.113	533	8.881	845630587725615072	845630494779836418	845630494779836417	202	
1	C5H4Cl2FO5P	[M + Na]+	C5H4Cl2FNaO5P+	0.999	0.884	26.963	26.963	0.000	10	0.437	3.115	3.115	4.412		286.906	540	9.001	845630599876515041	845630494893082638	845630494893082637	205	
1	C4H6ClNO5	[M - H2O + H]+	C4H5ClNO4+	0.825	0.061	8.741	8.741	0.000	1	0.287	5.827	5.827	-108498.144		165.991	542	9.041	845630592330961315	845630494926637074	845630494926637073	206	
1	C17H24O3	[M - H2O + H]+	C17H23O2+	0.603	0.500	152.538	148.726	3.811	32	0.877	0.407	0.503	-69493.060		259.169	544	9.073	845630607761807483	845630495035688990	845630495035688989	209	
1	C22H31NO2	[M + Na]+	C22H31NNaO2+	0.491	0.506	19.352	15.773	3.579	1	0.500	0.378	0.378	-0.219		364.225	544	9.073	845630607031998492	845630495148935210	845630495148935209	212	
1	C20H28O2	[M + H]+	C20H29O2+	0.639	0.500	217.713	213.899	3.815	52	0.984	0.194	0.575	-0.155		301.216	544	9.074	845630594889487014	845630495073437730	845630495073437729	210	
1	C20H28O2	[M + Na]+	C20H28NaO2+	0.647	0.737	10.496	4.493	6.003	0	0.000	0.093	0.093	-0.219		323.198	544	9.074	845630601583596928	845630495111186470	845630495111186469	211	
1	C22H37NO3	[M - H2O + H]+	C22H36NO2+	0.774	0.331	21.296	17.370	3.927	3	0.118	-0.211	0.641	-52012.597		346.274	545	9.076	845630595078230719	845630494997940250	845630494997940249	208	
1	C4H2ClNO3Se	[M + Na]+	C4H2ClNNaO3Se+	1.000	0.616	2.594	2.594	0.000	2	0.027	3.909	3.909	0.768		243.884	546	9.097	845630595833205559	845630494960191510	845630494960191509	207	
1	C16H28O	[M + H]+	C16H29O+	0.998	0.500	126.396	122.695	3.701	32	0.889	5.086	5.086	-0.008		237.221	548	9.129	845630580364610851	845630495186683950	845630495186683949	213	
1	C16H36Si	[M + H]+	C16H37Si+	1.000	1.000	35.459	35.459	0.000	9	0.208	8.017	8.017	2.355		257.267	549	9.143	845630600170116359	845630495224432690	845630495224432689	214	
1	C16H30O2	[M - H2O + H]+	C16H29O+	0.804	0.500	50.517	50.517	0.000	9	0.109	3.945	3.945	-75923.084		237.221	549	9.146	845630594759463547	845630495257987126	845630495257987125	215	
1	C5H4Cl2FO5P	[M + Na]+	C5H4Cl2FNaO5P+	1.000	0.762	20.388	20.388	0.000	8	0.462	3.195	3.532	4.395		286.906	553	9.219	845630602237908456	845630495291541562	845630495291541561	216	
1	C4H2ClNO3Se	[M + Na]+	C4H2ClNNaO3Se+	1.000	0.962	3.134	3.134	0.000	2	0.051	4.437	4.437	0.829		243.884	558	9.292	845630594746880623	845630495325095998	845630495325095997	217	
1	C36H67NO2	[M + H3N + H]+	C36H71N2O2+	0.880	0.332	38.268	38.268	0.000	13	0.684	5.625	5.625	0.894		563.552	558	9.299	845630577600564046	845630495396399174	845630495396399173	219	
1	C18H32O	[M - H2O + H]+	C18H31+	0.884	0.162	26.984	26.984	0.000	6	0.007	2.520	2.520	-72845.355		247.242	558	9.299	845630577768336243	845630495362844738	845630495358650433	218	
1	C18H32O	[M + H3N + H]+	C18H36NO+	1.000	0.333	212.683	208.095	4.588	46	0.880	3.257	3.257	0.350		282.279	558	9.302	845630580758875486	845630495434147914	845630495434147913	220	
1	C18H38Si	[M + H]+	C18H39Si+	0.873	0.500	80.318	80.318	0.000	14	0.498	7.448	7.448	2.386		283.282	558	9.305	845630582201716231	845630495471896654	845630495471896653	221	
1	C18H38Si	[M + H]+	C18H39Si+	0.870	0.500	67.511	67.511	0.000	12	0.321	6.983	6.983	3.127		283.282	559	9.325	845630581446741441	845630495509645394	845630495509645393	222	
1	C12H26FN2O	[M + H3N + H]+	C12H30FN3O+	0.481	0.477	34.318	34.318	0.000	11	0.326	1.070	1.070	0.907		251.237	563	9.391	845630588266680368	845630495543199830	845630495543199829	223	
1	C18H32O	[M + H3N + H]+	C18H36NO+	1.000	0.333	201.200	197.523	3.677	45	0.881	2.031	2.031	0.208		282.279	564	9.399	845630606331549633	845630495580948570	845630495580948569	224	
1	C31H39FN4O7	[M + Na]+	C31H39FN4NaO7+	1.000	1.000	79.062	79.062	0.000	26	0.735	0.135	0.411	2.272		621.271	566	9.430	845630620332137019	845630495614503006	845630495614503005	225	
1	C17H32O	[M + H3N + H]+	C17H36NO+	0.963	0.333	49.962	46.099	3.863	8	0.587	6.740	6.740	0.070		270.279	566	9.434	845630604762879788	845630495652251746	845630495648057441	226	
1	C17H37NO2	[M - H2O + H]+	C17H36NO+	0.970	0.333	28.527	28.527	0.000	6	0.220	0.293	0.293	-66636.867		270.279	575	9.577	845630579106319452	845630495681611878	845630495681611877	227	
1	C24H52N2O5	[M - H2O + H]+	C24H51N2O4+	0.600	0.333	41.965	41.965	0.000	11	0.396	0.207	0.207	-41750.537		431.384	576	9.604	845630590833594618	845630495748720750	845630495748720749	229	
1	C22H43NO4	[M + Na]+	C22H43NNaO4+	0.828	0.980	52.409	52.409	0.000	13	0.425	0.286	0.359	0.001		408.308	576	9.604	845630598827938902	845630495715166314	845630495715166313	228	
1	C20H30O3	[M - H2O + H]+	C20H29O2+	0.774	0.500	104.511	100.671	3.840	26	0.883	0.121	0.911	-59793.013		301.216	576	9.605	845630586836422525	845630495786469490	845630495786469489	230	
1	C23H28O17	[M - H2O + H]+	C23H27O16+	0.863	0.453	4.129	4.129	0.000	0	0.000	3.990	3.990	-32207.559		559.132	580	9.672	845630580209421570	845630495899715710	845630495899715709	233	
1	C10H30O5Si5	[M + H]+	C10H31O5Si5+	0.394	0.155	58.224	56.789	1.435	11	0.605	1.637	1.637	0.153		371.101	580	9.672	845630598735664194	845630495824218230	845630495824218229	231	
1	C15H43NO11Si5	[M + H]+	C15H44NO11Si5+	0.471	0.020	49.164	46.261	2.904	11	0.447	0.280	1.040	2.020		554.177	580	9.672	845630602942551618	845630495861966970	845630495861966969	232	
1	C25H33N7O7	[M + K]+	C25H33KN7O7+	0.891	0.900	16.799	16.799	0.000	5	0.115	0.485	2.033	0.405		582.208	580	9.672	845630608428701938	845630495937464450	845630495937464449	234	
1	C19H39NO2	[M - H2O + H]+	C19H38NO+	0.998	0.333	19.176	19.176	0.000	5	0.197	0.409	0.409	-60786.041		296.295	583	9.714	845630578628168739	845630495971018886	845630495971018885	235	
1	C20H32N2O7	[M - H2O + H]+	C20H31N2O6+	0.334	0.330	75.121	75.121	0.000	12	0.349	-0.201	0.636	-45564.358		395.220	593	9.878	845630610383247821	845630496008767626	845630496008767625	236	
1	C30H46O4	[M + H3N + H]+	C30H50NO4+	0.591	0.333	43.467	39.669	3.798	6	0.330	-1.408	1.891	0.439		488.374	596	9.930	845630605945673611	845630496042322062	845630496042322061	237	
1	C18H40Si	[M + H]+	C18H41Si+	1.000	1.000	0.141	0.141	0.000	1	0.019	7.302	7.302	3.070		285.298	599	9.985	845630596110029679	845630496080070802	845630496080070801	238	
1	C20H36O	[M + H3N + H]+	C20H40NO+	1.000	0.333	122.552	118.656	3.895	29	0.713	3.932	4.031	-0.327		310.310	603	10.051	845630579114708062	845630496117819542	845630496117819541	239	
1	C26H56N2O6Si	[M - H2O + H]+	C26H55N2O5Si+	0.444	0.328	23.532	23.532	0.000	15	0.625	0.651	2.344	-35776.479		503.389	609	10.158	845630608680360256	845630496155568282	845630496155568281	240	
1	CHN2O3S	[M + Na]+	CHN2NaO3S+	1.000	1.000	14.238	14.238	0.000	4	0.083	-6.348	6.348	-6.867		143.959	610	10.160	845630609720547730	845630496226871458	845630496226871457	242	
1	C3H4ClO4	[M + Na]+	C3H4ClNaO4+	1.000	0.146	3.406	3.406	0.000	1	0.073	3.717	3.717	3.692		161.970	610	10.175	845630593207570943	845630496189122718	845630496189122717	241	
1	C22H48N2O6S	[M - H2O + H]+	C22H47N2O5S+	0.292	0.193	40.151	40.151	0.000	17	0.594	0.375	0.707	-39904.711		451.321	612	10.205	845630594763657858	845630496260425894	845630496260425893	243	
1	C28H42O4	[M - H2O + H]+	C28H41O3+	0.720	0.500	77.815	74.072	3.743	10	0.536	0.167	0.559	-42347.386		425.305	613	10.216	845630603001271898	845630496298174634	845630496293980329	244	
1	C5S2	[M + K]+	C5KS2+	0.576	0.584	0.269	0.269	0.000	0	0.000	-1.762	1.762	-1.627		162.907	617	10.283	845630588186988570	845630496369477810	845630496369477809	246	
1	C2HCl4F	[M + H]+	C2H2Cl4F+	0.424	0.430	-1.308	-1.308	0.000	0	0.000	1.161	1.161	1.025		184.889	617	10.285	845630593043993033	845630496407226550	845630496403032245	247	
1	C29H37FN10O5	[M - H2O + H]+	C29H36FN10O4+	0.103	0.129	16.240	13.236	3.005	9	0.188	0.063	2.250	-29656.044		607.291	617	10.290	845630656759667550	845630496335923374	845630496335923373	245	
1	C35H30O9	[M + K]+	C35H30KO9+	0.597	0.563	4.254	4.254	0.000	0	0.000	-2.763	2.763	-2.733		633.150	620	10.333	845630593383731740	845630496444975290	845630496444975289	248	
1	C18H45N5O8Si6	[M + H]+	C18H46N5O8Si6+	0.362	0.327	35.259	29.300	5.959	16	0.743	-1.224	1.627	-0.301		628.195	620	10.333	845630618746690075	845630496482724030	845630496482724029	249	
1	C2HCl4F	[M + H]+	C2H2Cl4F+	0.431	0.443	-1.282	-1.282	0.000	0	0.000	0.831	0.831	0.890		184.889	622	10.373	845630601831060919	845630496591775946	845630496591775945	252	
1	C30H44O4	[M - H2O + H]+	C30H43O3+	0.743	0.500	55.767	51.978	3.789	10	0.422	-0.914	1.423	-39906.132		451.321	625	10.416	845630588769996868	845630496520472770	845630496520472769	250	
1	C15H20ClN5O3	[M - H2O + H]+	C15H19ClN5O2+	0.399	0.293	25.076	25.076	0.000	13	0.653	0.604	1.621	-53581.189		336.123	626	10.434	845630593090130385	845630496558221510	845630496558221509	251	
1	C22H42O4	[M + Na]+	C22H42NaO4+	0.531	0.549	9.702	5.907	3.795	2	0.028	-0.736	0.736	-0.306		393.297	631	10.523	845630586479906600	845630496629524686	845630496629524685	253	
1	C54H66N2O6	[M + H3N + H]+	C54H70N3O6+	0.374	0.076	46.149	46.149	0.000	13	0.506	0.655	1.527	-1.779		856.524	640	10.672	845630631665146562	845630496667273426	845630496667273425	254	
1	C32H51NO	[M + K]+	C32H51KNO+	0.891	0.909	23.127	23.127	0.000	4	0.103	-2.299	2.299	0.211		504.360	641	10.690	845630592532287927	845630496709216470	845630496709216469	255	
1	C22H40O	[M + H3N + H]+	C22H44NO+	1.000	0.333	158.895	152.840	6.055	39	0.799	2.766	2.828	-0.300		338.342	642	10.702	845630591206887708	845630496818268386	845630496818268385	258	
1	C3H5O2PS	[M + Na]+	C3H5NaO2PS+	1.000	0.855	4.435	4.435	0.000	1	0.015	3.975	3.975	0.832		158.964	642	10.703	845630587998244844	845630496746965210	845630496746965209	256	
1	C45H74O12S	[M + H3N + H]+	C45H78NO12S+	1.000	1.000	180.671	180.671	0.000	30	0.608	1.631	1.942	0.567	SQDG 36:6	856.524	643	10.714	845630594558136920	845630496856017126	845630496856017125	259	
1	C4H5N2O4PS4	[M + Na]+	C4H5N2NaO4PS4+	0.998	0.020	2.982	2.982	0.000	4	0.199	4.249	4.249	1.413		326.877	643	10.722	845630588426063932	845630496780519646	845630496780519645	257	
1	C42H70N6O12Si	[M - H2O + H]+	C42H69N6O11Si+	0.234	0.268	28.211	28.211	0.000	18	0.817	0.984	1.486	-20905.459		861.480	643	10.723	845630624157342315	845630496889571562	845630496889571561	260	
1	C51H84O15	[M + Na]+	C51H84NaO15+	0.226	0.245	4.479	4.479	0.000	0	0.000	0.264	0.264	0.299		959.571	648	10.793	845630593392120362	845630496965069042	845630496960874737	262	
1	C52H83N5O11	[M + H]+	C52H84N5O11+	0.217	0.201	139.004	139.004	0.000	27	0.726	1.908	2.137	-0.655		954.616	648	10.793	845630639697238815	845630496927320302	845630496927320301	261	
1	C37H37N5O5S	[M + K]+	C37H37KN5O5S+	0.998	0.998	44.386	44.386	0.000	21	0.574	0.817	0.976	-0.368		702.214	651	10.850	845630623268149841	845630497065732350	845630497065732349	265	
1	C28H36O22	[M - H2O + H]+	C28H35O21+	0.425	0.332	4.145	4.145	0.000	0	0.000	3.840	3.840	-25464.557		707.169	651	10.850	845630677626329970	845630497099286786	845630497099286785	266	
1	C3H5O2PS	[M + Na]+	C3H5NaO2PS+	1.000	0.872	4.585	4.585	0.000	1	0.018	3.935	3.935	0.895		158.964	651	10.851	845630591739564387	845630496998623478	845630496994429173	263	
1	C4H5N2O4PS4	[M + Na]+	C4H5N2NaO4PS4+	0.998	0.016	1.735	1.735	0.000	4	0.174	4.087	4.087	1.413		326.877	654	10.897	845630598215570489	845630497032177914	845630497032177913	264	
