CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
3	472	-266.262	0.000	0.8354	0.6915	1
4	9	-14.016	0.000	0.8210	0.7714	1
4	20	-0.984	0.000	0.9116	0.8405	1
5	31	-0.043	0.000	0.7043	0.5009	1
6	108	0.959	0.000	0.7319	0.7591	1
8	18	-26.016	0.000	0.7746	0.7464	1
8	40	18.011	0.000	0.7042	0.6333	1
9	44	-0.984	0.000	0.9223	0.8594	1
9	50	17.027	0.000	0.8142	0.7108	1
9	57	-15.000	0.000	0.7600	0.7146	1
9	353	17.027	0.000	0.7779	0.7108	1
9	450	17.027	0.000	0.8404	0.7752	1
9	455	-0.984	0.000	0.9266	0.8594	1
9	498	-0.984	0.000	0.8107	0.7975	1
10	18	-14.015	0.000	0.8543	0.7985	1
10	21	-26.015	0.000	0.7729	0.6552	1
10	28	6.997	0.000	0.7107	0.7183	1
10	35	-28.031	0.000	0.7823	0.7285	1
10	40	30.011	0.000	0.7333	0.6682	1
10	44	27.995	0.000	0.8039	0.6943	1
10	58	15.995	0.000	0.7778	0.6730	1
10	64	3.995	0.000	0.7457	0.7328	1
10	71	1.979	0.000	0.8193	0.7519	1
10	82	7.006	0.000	0.7107	0.7183	1
10	84	-10.020	0.000	0.7551	0.6981	1
10	413	46.006	0.000	0.7196	0.6073	1
10	455	27.995	0.000	0.7910	0.6943	1
10	496	46.006	0.000	0.7315	0.6073	1
10	498	27.995	0.000	0.7410	0.6617	1
10	1236	13.979	0.000	0.7396	0.6474	1
11	23	-14.016	0.000	0.8383	0.6939	1
13	501	13.954	0.000	0.8854	0.8588	1
13	502	3.970	0.000	0.7358	0.7846	1
13	530	13.954	0.000	0.8669	0.8588	1
14	34	-308.184	0.000	0.7101	0.4556	1
14	36	-264.158	0.000	0.7570	0.5883	1
15	83	75.068	0.000	0.7362	0.4141	1
15	84	7.042	0.000	0.7259	0.6749	1
15	343	75.068	0.000	0.7373	0.4141	1
15	456	-279.257	0.000	0.7247	0.5547	1
15	458	-234.199	0.000	0.7587	0.5547	1
15	849	-218.204	0.000	0.7083	0.5703	1
15	1031	-193.208	0.000	0.7844	0.5850	1
16	33	0.060	0.000	0.7874	0.7729	1
18	21	-12.000	0.000	0.7428	0.6730	1
18	32	-30.011	0.000	0.7981	0.7233	1
18	35	-14.016	0.000	0.8603	0.8085	1
18	44	42.011	0.000	0.7040	0.6123	1
18	64	18.010	0.000	0.8414	0.7952	1
18	71	15.995	0.000	0.7606	0.6952	1
18	102	31.990	0.000	0.7359	0.7236	1
18	476	31.990	0.000	0.7645	0.6772	1
19	395	-126.213	0.000	0.7320	0.6182	1
19	437	-126.196	0.000	0.7873	0.6210	1
19	512	-140.229	0.000	0.7339	0.6598	1
20	29	18.010	0.000	0.8483	0.8321	1
20	40	-12.000	0.000	0.7991	0.7424	1
20	44	-14.016	0.000	0.8436	0.7658	1
20	88	-10.021	0.000	0.7448	0.6416	1
20	93	18.003	0.000	0.7430	0.7248	1
20	102	-24.036	0.000	0.7493	0.6392	1
20	450	3.995	0.000	0.7183	0.6919	1
20	455	-14.016	0.000	0.8477	0.7708	1
20	476	-24.036	0.000	0.7003	0.6064	1
20	498	-14.016	0.000	0.8078	0.7738	1
20	534	-14.016	0.000	0.7251	0.7245	1
20	602	-10.057	0.000	0.7396	0.6980	1
20	765	-10.057	0.000	0.7055	0.6445	1
21	32	-18.011	0.000	0.7809	0.7219	1
21	44	54.010	0.000	0.7289	0.5975	1
21	48	18.013	0.000	0.7387	0.6566	1
21	58	42.010	0.000	0.7193	0.5868	1
21	71	27.995	0.000	0.7604	0.6315	1
21	123	3.958	0.000	0.7862	0.7666	1
21	498	54.010	0.000	0.7215	0.5943	1
22	40	9.982	0.000	0.7144	0.6237	1
22	48	-28.031	0.000	0.7110	0.6278	1
22	50	25.977	0.000	0.8064	0.7163	1
22	58	-4.034	0.000	0.7734	0.8183	1
22	69	-0.039	0.000	0.9990	1.0000	1
22	71	-18.049	0.000	0.8767	0.8402	1
22	80	22.958	0.000	0.7041	0.5633	1
22	84	-30.049	0.000	0.7714	0.7612	1
22	88	11.961	0.000	0.8028	0.7330	1
22	97	-14.054	0.000	0.7498	0.7103	1
22	102	-2.054	0.000	0.7579	0.7139	1
22	153	-82.153	0.000	0.7000	0.6327	1
22	173	-98.148	0.000	0.7230	0.5976	1
22	205	-56.138	0.000	0.7089	0.6373	1
22	267	-70.154	0.000	0.7005	0.6035	1
22	268	-82.154	0.000	0.7074	0.6439	1
22	293	-56.138	0.000	0.7397	0.6721	1
22	314	-85.172	0.000	0.7227	0.5909	1
22	353	25.977	0.000	0.8079	0.7163	1
22	357	-82.154	0.000	0.7247	0.6476	1
22	380	-14.055	0.000	0.7246	0.6966	1
22	413	25.977	0.000	0.7844	0.7204	1
22	450	25.977	0.000	0.8100	0.7213	1
22	476	-2.054	0.000	0.7209	0.7101	1
22	492	22.958	0.000	0.7095	0.5633	1
22	496	25.977	0.000	0.7255	0.6590	1
22	605	-84.169	0.000	0.7005	0.5891	1
22	609	-67.143	0.000	0.7027	0.6314	1
22	773	-82.154	0.000	0.7036	0.6499	1
22	887	-82.154	0.000	0.7266	0.6328	1
24	46	-14.016	0.000	0.8376	0.7750	1
24	58	77.084	0.000	0.7703	0.6484	1
25	56	-14.015	0.000	0.7978	0.6839	1
25	79	-28.031	0.000	0.7239	0.6674	1
25	81	-0.036	0.000	0.9436	0.9085	1
25	90	-42.047	0.000	0.8552	0.7973	1
25	309	-28.031	0.000	0.7077	0.6649	1
25	737	-108.167	0.000	0.7151	0.6769	1
27	93	-17.035	0.000	0.8143	0.6963	1
27	502	3.995	0.000	0.9058	0.7846	1
28	35	-35.028	0.000	0.7138	0.6369	1
28	82	0.009	0.000	1.0000	1.0000	1
28	84	-17.017	0.000	0.9013	0.9145	1
28	100	28.004	0.000	0.7375	0.6747	1
28	102	10.977	0.000	0.7662	0.7561	1
28	153	-69.121	0.000	0.7266	0.6244	1
28	154	-52.095	0.000	0.8108	0.6634	1
28	207	-26.080	0.000	0.7043	0.6629	1
28	268	-69.122	0.000	0.7096	0.6136	1
28	271	-52.095	0.000	0.7808	0.6374	1
28	297	-68.091	0.000	0.7549	0.6218	1
28	316	-54.111	0.000	0.7036	0.6439	1
28	371	-52.095	0.000	0.7513	0.6102	1
28	375	-24.100	0.000	0.7460	0.7046	1
28	476	10.977	0.000	0.7840	0.7034	1
28	524	-52.095	0.000	0.7713	0.6215	1
28	552	-10.085	0.000	0.7619	0.6937	1
28	689	-80.126	0.000	0.8100	0.6354	1
28	764	-38.116	0.000	0.8130	0.7223	1
28	1388	-54.111	0.000	0.7189	0.6728	1
29	50	-14.016	0.000	0.8753	0.7970	1
29	54	-15.019	0.000	0.7590	0.6724	1
29	93	-0.008	0.000	0.8674	0.8161	1
29	353	-14.016	0.000	0.7452	0.6900	1
29	450	-14.016	0.000	0.8181	0.7302	1
29	494	3.995	0.000	0.7232	0.8062	1
29	602	-28.068	0.000	0.7575	0.6905	1
29	765	-28.068	0.000	0.7141	0.6479	1
32	71	46.005	0.000	0.7467	0.6089	1
34	36	44.026	0.000	0.8954	0.6830	1
34	572	-36.109	0.000	0.7376	0.4758	1
34	1372	11.877	0.000	0.7035	0.4630	1
35	64	32.026	0.000	0.7309	0.6855	1
35	71	30.010	0.000	0.7621	0.6782	1
35	82	35.037	0.000	0.7138	0.6369	1
35	84	18.011	0.000	0.7704	0.7085	1
35	102	46.005	0.000	0.7167	0.7109	1
35	476	46.005	0.000	0.7269	0.5877	1
36	572	-80.135	0.000	0.7913	0.5939	1
36	1372	-32.150	0.000	0.7296	0.5038	1
38	89	-0.036	0.000	0.8957	0.8111	1
38	380	-2.054	0.000	0.7473	0.7305	1
38	413	37.977	0.000	0.7787	0.6741	1
38	422	25.941	0.000	0.8486	0.7259	1
38	496	37.977	0.000	0.8218	0.7420	1
38	606	37.941	0.000	0.7819	0.6454	1
