data_source	npc_level	npc_term	npc_label	feature_id	higher_mean_group	lower_mean_group	mean_difference_max_min	abs_mean_difference_max_min	average_intensity	median_intensity	mean_pet	median_pet	mean_untreated	median_untreated	contribution_fraction_of_term_difference	cumulative_contribution_fraction	average_intensity_fraction_of_term	feature_id_full_annotated	sirius_chebiasciiname	sirius_name	sirius_adduct	gnps_component	canopus_npc_pathway	canopus_npc_superclass	canopus_npc_class	canopus_npc_pathway_probability	canopus_npc_superclass_probability	canopus_npc_class_probability
filtered	superclass	Spingolipids	NPC superclass: Spingolipids	3060	Untreated	PET	0.669412805210068	0.669412805210068	0.454071331920936	0.33647100479252	0.119364929315902	0.15487787143524	0.78877773452597	0.896608110505334	0.0385328748986385	0.0385328748986385	0.0188650923657029	NA_[3060_650.65_9.6]	NA	N-(1,3-dihydroxyhenicos-4-en-2-yl)henicosanamide	[M + H]+	56	Fatty acids	Spingolipids	Ceramides	1	1	1
filtered	superclass	Spingolipids	NPC superclass: Spingolipids	1646	PET	Untreated	0.629806131454793	0.629806131454793	0.503795373920247	0.458960924542999	0.818698439647643	0.875305567537023	0.18889230819285	0.229544826898459	0.036253027556184	0.0747859024548225	0.0209309542230122	HexCer(d18:1/16:0)_[1646_722.55_6.1]	HexCer(d18:1/16:0)	Beta-D-Glucosyl-N-Hexadecanoylsphingosine	[M + Na]+	-1	Fatty acids	Spingolipids	Neutral glycosphingolipids	0.986	0.999	0.999
filtered	superclass	Spingolipids	NPC superclass: Spingolipids	3061	Untreated	PET	0.616687039298418	0.616687039298418	0.406687057483757	0.259587386769741	0.0983435378345484	0.119486924892426	0.715030577132966	0.801460646470635	0.0354978637276601	0.110283766182483	0.016896439753001	NA_[3061_632.63_9.6]	NA	N-(1,3-dihydroxyhenicos-4-en-2-yl)henicosanamide	[M - H2O + H]+	56	Fatty acids	Spingolipids	Ceramides	1	1	1
filtered	superclass	Spingolipids	NPC superclass: Spingolipids	124	Untreated	PET	0.600560798375745	0.600560798375745	0.485908736769921	0.46006675194971	0.185628337582049	0.186889677009922	0.786189135957794	0.808429239710186	0.0345696017953781	0.144853367977861	0.0201878263524964	NA_[124_260.26_0.7]	NA	1-[2-Hydroxypropyl(nonyl)amino]propan-2-ol	[M + H]+	308	Fatty acids	Spingolipids	Sphingoid bases	0.944	0.722	0.955
filtered	superclass	Spingolipids	NPC superclass: Spingolipids	2040	Untreated	PET	0.591918782315838	0.591918782315838	0.356475212405473	0.181122861721421	0.0605158212475536	0.040976937390661	0.652434603563392	0.735628613599334	0.0340721483240422	0.178925516301903	0.0148103113659767	Termitomycesphin A_[2040_726.54_7.1]	Termitomycesphin A	Termitomycesphin A	[M - H2O + H]+	48	Fatty acids	Spingolipids	Neutral glycosphingolipids	0.994	0.986	0.812
filtered	superclass	Spingolipids	NPC superclass: Spingolipids	1641	PET	Untreated	0.591761775636663	0.591761775636663	0.430684178832182	0.461159653265638	0.726565066650513	0.595922628698077	0.13480329101385	0.0658631377637374	0.0340631106739109	0.212988626975814	0.0178934370944404	HexCer(d18:1/16:0)_[1641_700.57_6.1]	HexCer(d18:1/16:0)	Beta-D-Glucosyl-N-Hexadecanoylsphingosine	[M + H]+	56	Fatty acids	Spingolipids	Neutral glycosphingolipids	1	1	1
filtered	superclass	Spingolipids	NPC superclass: Spingolipids	2760	Untreated	PET	0.585233548870865	0.585233548870865	0.538051725029131	0.541133964872522	0.245434950593698	0.305960331082892	0.830668499464563	0.840082089346849	0.0336873315682251	0.246675958544039	0.0223541870552792	N-(2-hydroxydocosanoyl)sphinganine_[2760_622.61_9]	N-(2-hydroxydocosanoyl)sphinganine	N-(1,3-dihydroxyoctadecan-2-yl)-2-hydroxydocosanamide	[M - H2O + H]+	21	Fatty acids	Spingolipids	Ceramides	1	1	1
filtered	superclass	Spingolipids	NPC superclass: Spingolipids	2512	Untreated	PET	0.563262778820615	0.563262778820615	0.611714512840715	0.647919193572743	0.330083123430408	0.430782652831934	0.893345902251023	0.943666037066871	0.0324226456715946	0.279098604215634	0.0254146209525301	NA_[2512_582.58_8.4]	NA	N-(1,3-dihydroxyoctadecan-2-yl)nonadecanamide	[M + H]+	21	Fatty acids	Spingolipids	Ceramides	1	0.924	0.797
filtered	superclass	Spingolipids	NPC superclass: Spingolipids	1335	Untreated	PET	0.549939585995909	0.549939585995909	0.345092576675959	0.105184175517007	0.0701227836780046	0.0885996905806471	0.620062369673914	0.803402118102527	0.031655733359238	0.310754337574872	0.0143374022450815	NA_[1335_701.56_4.9]	NA	2-[[(E,2S,3R)-2-(2-deuteriooxyhexadecanoylamino)-3-hydroxyoctadec-4-enoxy]-hydroxyphosphoryl]oxyethyl-trimethylazanium	[M - H2O + H]+	-1	Fatty acids	Spingolipids	Phosphosphingolipids	1	1	0.999
filtered	superclass	Spingolipids	NPC superclass: Spingolipids	178	Untreated	PET	0.512465835745413	0.512465835745413	0.463493671277697	0.391875935112628	0.20726075340499	0.216636170603689	0.719726589150403	0.780573986837234	0.029498661789727	0.340252999364599	0.0192565579566142	NA_[178_244.26_0.9]	NA	2-(Tridecylamino)ethanol	[M + H]+	67	Fatty acids	Spingolipids	Sphingoid bases	0.998	0.744	0.955
