data_source	npc_level	npc_term	npc_label	feature_id	higher_mean_group	lower_mean_group	mean_difference_max_min	abs_mean_difference_max_min	average_intensity	median_intensity	mean_pet	median_pet	mean_untreated	median_untreated	contribution_fraction_of_term_difference	cumulative_contribution_fraction	average_intensity_fraction_of_term	feature_id_full_annotated	sirius_chebiasciiname	sirius_name	sirius_adduct	gnps_component	canopus_npc_pathway	canopus_npc_superclass	canopus_npc_class	canopus_npc_pathway_probability	canopus_npc_superclass_probability	canopus_npc_class_probability
filtered	superclass	Small peptides	NPC superclass: Small peptides	803	Untreated	PET	0.330520936808378	0.330520936808378	0.387035642325587	0.332662760882096	0.221775173921397	0.276306303964293	0.552296110729776	0.584723846299595	0.622848248445384	0.622848248445384	0.431912952054016	NA_[803_582.35_3.1]	NA	tert-butyl N-[(4S)-5-[[(2S)-2,5-bis[(2-methylpropan-2-yl)oxycarbonylamino]pentyl]amino]-4-formamido-5-oxopentyl]carbamate	[M + Na]+	-1	Amino acids and Peptides	Small peptides	Tripeptides	0.84	0.757	0.421
filtered	superclass	Small peptides	NPC superclass: Small peptides	78	PET	Untreated	0.200139521229919	0.200139521229919	0.509060759704012	0.492180044639861	0.609130520318971	0.589213320146751	0.408990999089052	0.395146769132971	0.377151751554616	1	0.568087047945984	NA_[78_217.19_0.6]	NA	2-[1-(Aminomethyl)-3,3-diethylcyclobutyl]acetic acid	[M + H3N + H]+	-1	Amino acids and Peptides	Small peptides	Aminoacids	0.971	0.978	0.964
