	PET_vs_PS_fold_change_log2	PET_vs_PS_p_value	PET_vs_Untreated_fold_change_log2	PET_vs_Untreated_p_value	PS_vs_Untreated_fold_change_log2	PS_vs_Untreated_p_value
PC(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))	0.0388852610839584	0.953204217029948	0.0736561759842318	0.889812448812811	0.0347709149002734	0.973424842525919
phosphocholine	0.260829131533122	0.277342229568142	0.314659285158345	0.274686876494458	0.0538301536252224	0.950852862983765
PC(12:0/22:1(11Z))	0.20555635444544	0.3248569168139	0.263913344006848	0.280497288027504	0.058356989561408	0.923614602507814
Trichodecenin-II	0.199186560613781	0.181172366247653	0.372404694623458	0.0238060967787525	0.173218134009677	0.310424705990187
PE(20:0/18:4(6Z,9Z,12Z,15Z))	0.206972488762967	0.167057480027871	0.371367474634849	0.0261891479958316	0.164394985871882	0.353203699367477
aleplasinin	0.228172187948561	0.436166766435552	-0.033459119913528	0.989411321226992	-0.261631307862089	0.487648867325594
(2E)-geranyl hexadecanoate	-0.0767500909397286	0.898048273894694	-0.183267443124257	0.689807106296896	-0.106517352184528	0.885604989879548
N-henicosanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine	-0.0473867302630551	0.942132718089627	-0.00395713590390043	0.999712984307618	0.0434295943591548	0.967186031647078
PC(22:1(11Z)/12:0)	-0.198451535069622	0.625574425329386	0.361202628801852	0.244320137391544	0.559654163871474	0.0704732236727261
dioleoyl phosphatidylethanolamine	0.234878146959017	0.196996333663565	0.270967276972262	0.2239704859645	0.0360891300132454	0.965157690550636
Senkyunolide h	-0.0380963957902866	0.984636875159028	0.148641012766142	0.838220972538902	0.186737408556429	0.763992572561425
1-octadecyl-2-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl]-sn-glycero-3-phosphocholine	0.0966731335796584	0.653260659298915	0.35734430575668	0.0295100649993012	0.260671172177022	0.105436841686198
PC(P-18:1(9Z)/18:1(9Z))	0.186245658502601	0.2174355031275	0.404566157731568	0.0131671414313491	0.218320499228967	0.164461419258927
1-octadecanoyl-2-[(8Z,10Z,12Z,14Z)-eicosatetraenoyl]-sn-glycero-3-phosphocholine	-0.0287102391227171	0.980508328651281	0.0713544789257522	0.917239806038305	0.100064718048469	0.84753777772915
1-octadecanoyl-2-(6Z,9Z,12Z,15Z,18Z-docosapentaenoyl)-sn-glycero-3- phosphocholine	-0.0201206199535412	0.988471582156852	0.0803903829821046	0.877256511766583	0.100511002935646	0.818181474050567
1,2-dioleoyl-sn-glycero-3-phosphocholine(1+)	0.0487254604124479	0.953501867429293	-0.010166948549518	0.998668870581431	-0.0588924089619661	0.954990408515377
N-(2-hydroxytricosanoyl)-15-methylhexadecasphing-4-enine-1-phosphocholine	0.0353984785398327	0.96606136099392	0.10643451880035	0.806345319977718	0.0710360402605169	0.905521981981324
Cer(d18:0/17:0)	0.226832592796766	0.495553059619068	0.0145939889116521	0.998226127749117	-0.212238603885113	0.654331265156313
1-(1Z,9Z-octadecadienyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine	0.257978494380576	0.244024089842987	0.0827337041323124	0.908431391610137	-0.175244790248264	0.607876322662133
PA(P-20:0/17:0)	0.14612572539835	0.72397621761125	-0.00186596612204751	0.999967425340261	-0.147991691520398	0.80047686145212
PC(P-20:0/14:1(9Z))	0.306463249582768	0.018348260769569	0.24595479153705	0.137822162602356	-0.0605084580457183	0.840332730687694
PC(P-16:0/20:1(11Z))	0.211803368891575	0.235637242865367	0.253809181540292	0.239785782031572	0.0420058126487172	0.950213308382768
9-OxoOTrE	-0.08692898587229	0.892555975568325	-0.160601376052129	0.784144225399721	-0.0736723901798392	0.952212148087834
N-(2-hydroxyeicosanoyl)sphinganine	0.395711796014247	0.113980539013004	0.181818844466915	0.733531146903454	-0.213892951547332	0.575502357613226
PC(p-16:0/20:0)	0.177466310604702	0.43635623329622	0.244105818521543	0.341940727787135	0.066639507916841	0.906296858160959
N-(2-hydroxytetracosanoyl)-15-methylhexadecasphing-4-enine-1-phosphocholine	0.108402902665453	0.775607206176707	0.180782688305351	0.615225734900133	0.072379785639898	0.916811901098582
N-2-hydroxypalmitoylsphingosine	-0.421736682540345	0.106141315336991	-0.596558114508786	0.07526799131037	-0.174821431968441	0.816419890097405
N-tricosanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine	0.0859032377295497	0.823649233097632	0.174617695473471	0.576266330972054	0.0887144577439216	0.855375270709906
N-(2-hydroxypentacosanoyl)-15-methylhexadecasphing-4-enine-1-phosphocholine	0.160456478249332	0.562881999714626	0.298492948840673	0.255816662554299	0.138036470591341	0.700860738827714
N-[(15Z)-tetracosenoyl]sphing-4-enine-1-phosphocholine	0.19342695388098	0.467439173889889	0.300140698464576	0.283715985533331	0.106713744583596	0.819169606151026
beta-D-glucosyl-N-[(15Z)-tetracosenoyl]sphingosine	-0.113638475202938	0.755894186651745	-0.0826695404611934	0.902629481326867	0.0309689347417444	0.986700706757061
Sarcoursodeoxycholic acid	-0.105166532949163	0.83199639735937	-0.179120699025534	0.716213447087695	-0.0739541660763704	0.947282184480549
D-galactosyl-N-hexadecanoylsphinganine	0.291379585777059	0.216722239750905	0.0687359206893939	0.946248417392913	-0.222643665087665	0.510197543994967
1-palmitoyl-2-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl]-sn-glycerol	0.196677155761779	0.336965414280159	0.207252119918825	0.43596892088657	0.0105749641570461	0.9973430336878
N-linoleoylglycine(1-)	-0.1599557787621	0.565837996328972	-0.181020226512254	0.616944344684658	-0.0210644477501543	0.993921578311953
beta-D-galactosyl-N-(tetracosanoyl)sphingosine	0.180870207687456	0.481931045341748	0.0527781529735495	0.960549590841557	-0.128092054713907	0.768235369060452
TX-1875	0.216584364535264	0.324739691908683	0.14912070376539	0.695847084136381	-0.0674636607698733	0.915495330262301
dihomo-gamma-linolenyl carnitine	-0.120611365392027	0.780732988580673	-0.191509896400118	0.676088722432724	-0.0708985310080906	0.95048418668995
(2E,10Z)-2-tridecylnonadeca-2,10-dienal	0.167452105411638	0.648550354428162	0.206166758097748	0.638193803764175	0.0387146526861109	0.981725332529905
beta-D-glucosyl-N-(octadecanoyl)sphinganine	0.325354708084908	0.15559459140544	0.0800865303356411	0.92861105435532	-0.245268177749267	0.441834197654173
N-octodecanoylsphinganine	0.330320123134817	0.198996280980354	0.148008580597534	0.806545896226272	-0.182311542537284	0.667949324502316
[(S)-3-oxocyclohexyl]acetic acid	-0.0346435749829917	0.989464951016459	-0.0497846938680264	0.9856788171123	-0.0151411188850348	0.998696889977022
N-pentacosanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine	0.185237222226578	0.521270738216359	0.249208744195673	0.444376466852464	0.0639715219690953	0.937289649021326
N-(2-hydroxydocosanoyl)sphinganine	0.371544618132605	0.103428337697942	0.359981165094845	0.221216563169396	-0.0115634530377606	0.997712008752626
scleropyric acid	-0.0895230079452778	0.876216542631223	-0.140694624668402	0.811643929813066	-0.051171616723124	0.973997073937672
palmitoleoyl ethanolamide	-0.272387370700808	0.368029715901616	-0.0579265879358694	0.962743528542781	0.214460782764939	0.658738400410297
N-2-hydroxylignoceroylsphingosine	0.185522411585142	0.511415157718352	0.14713996249009	0.753350219574446	-0.0383824490950527	0.977841223789207
(E,E)-2-methyl-6-oxohepta-2,4-dienal	-0.0556793515647279	0.970604214215722	-0.0346377962154885	0.992205086208439	0.0210415553492393	0.997224256538444
9-oxo-ODE(1-)	-0.0796947767287531	0.907236912753961	-0.184848417767391	0.727092323148094	-0.105153641038638	0.90537775153923
Decahydro-2-naphthoic acid	-0.157244289984415	0.668591304254363	0.0312912681860756	0.987554610564592	0.18853555817049	0.673856563479332
trans-4,5-epoxy-2(E)-decenal	-0.167212513702729	0.646924648278565	-0.020649712212615	0.994927506932039	0.146562801490114	0.799329731714968
(2E,4E,8E,10E)-dodecatetraenedioic acid	-0.139310095806726	0.777800050199443	0.0823772834985715	0.932977799937089	0.221687379305297	0.642640442990036
3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestan-26-al	-0.0768010266431343	0.931019928876698	-0.208869315268571	0.729608694456065	-0.132068288625437	0.885649508887913
N-(2-hydroxytricosanoyl)-D-galactosylsphingosine	0.386137830168754	0.182060602488522	0.145481464745985	0.855712348709514	-0.240656365422769	0.583053737884256
TG(16:0/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]	0.347605549798251	0.154629732845148	0.255655990731822	0.496701493888773	-0.0919495590664286	0.88607764910736
TG(18:1(11Z)/18:2(9Z,12Z)/18:2(9Z,12Z))	0.206351120896802	0.346515040539473	0.307757614849016	0.200211207589682	0.101406493952214	0.796834320845958
Tsibulin 2	-0.106953266802208	0.812419772540796	-0.169501358797775	0.719104745613206	-0.0625480919955672	0.958181249187357
11-hydroxyjasmonate	-0.0553223474990106	0.952496046158248	0.00824093812707012	0.999244799359953	0.0635632856260808	0.95781479072893
Linoleyl hydroxamic acid	-0.0459632726609768	0.965911951357686	-0.0747715486760904	0.941901295451937	-0.0288082760151135	0.991393631897089
civetone	-0.0892342923361053	0.877176686878282	-0.120532182575572	0.855834214709872	-0.0312978902394664	0.990060814393017
ubiquinones	0.0696687402192697	0.931479916525855	0.237106748838523	0.55475012716734	0.167438008619253	0.729368360567335
2E,4E,8Z,10E-dodecatetraenoic acid	-0.306366347420283	0.145621075107605	-0.373273089952853	0.159075507071904	-0.0669067425325697	0.945827737198239
henicosanoic acid	0.401728895920522	0.0633998911823429	0.425643216274283	0.109809316586122	0.0239143203537616	0.98892863715705
n-oleyldiethanolamine	0.379838170820551	0.0712562430633416	0.380916989504959	0.150003437317033	0.00107881868440843	0.999976684702557
6-undecynoic acid	-0.212399407122545	0.508302972937273	-0.119665522712564	0.852447714749128	0.092733884409981	0.9200884815005
9-cis,11-trans-octadecadienoate	-0.0520341307995255	0.966792557671807	-0.000957643209820185	0.99999207676821	0.0510764875897052	0.978532135325622
Randilongin	-0.021682523618913	0.994226754042807	0.061359242223054	0.967857415336048	0.0830417658419669	0.942877307832692
N-octadecanoylglycinate	-0.162953692353376	0.482163819567645	0.134461891709439	0.658250927442527	0.297415584062815	0.193463373731471
1-stearoyl-sn-glycero-3-phosphocholine	0.373113798682909	0.151501515863571	0.0820706063926929	0.943403315773678	-0.291043192290216	0.412804609305416
10-undecynoic acid	-0.411806322188985	0.137793076668251	-0.549905968931932	0.119468460370605	-0.138099646742948	0.887659128385358
N-(11Z,14Z)-eicosadienoylethanolamine	-0.0911244660154103	0.837748368952853	-0.0924700818768991	0.885136170124004	-0.00134561586148875	0.999975491330995
2,6-Nonadienoic acid	-0.39040784354184	0.174969014746771	-0.557755421813046	0.126885037236437	-0.167347578271206	0.846925435997068
linoleoyl ethanolamide	-0.0571189278466838	0.941453247447553	0.00444454381839562	0.999744581032167	0.0615634716650796	0.954160303784768
N-hexadecanoylglycinate	-0.0653201990114021	0.923952195704104	0.201746539340744	0.559917211635402	0.267066738352146	0.389948335033125
PA(13:0/20:0)	-0.0678653421836381	0.935204693959727	0.102714296623993	0.891645005809079	0.170579638807631	0.742910649436181
oleoyl ethanolamide	-0.0799114117810945	0.892783510001591	0.0890490718266799	0.899756482111461	0.168960483607775	0.703039777738588
Putative (3-hydroxyoctadecanoyl)glycine	-0.458983699297142	0.0992647890291641	-0.616331484340257	0.084562742650572	-0.157347785043115	0.867341857520961
4-deoxovermiculic acid	-0.0651315445953993	0.934528563815487	-0.0819931683943982	0.931743215218913	-0.016861623798999	0.997129906327828
7,13-Eicosadienoic acid	-0.0463721199870542	0.972047036647521	0.0281796273322345	0.992664048934844	0.0745517473192889	0.951487579736606
N-gondoylethanolamine	-0.102854369123321	0.854909802594565	-0.0164652834018731	0.997123189366104	0.0863890857214481	0.929214696375065
(Z,Z,Z)-geranylgeraniol	-0.0292700564012544	0.988828250431649	-0.00160632349605356	0.999976984444657	0.0276637329052007	0.993336857444813
sandaracopimaric acid	0.0116531237727008	0.996868327283053	0.171644312160718	0.614889647328632	0.159991188388016	0.651758408784819
2,3-dilinoleoyl-sn-glycerol	-0.0815060360873843	0.89688156298913	0.0424658731351065	0.978608523610258	0.123971909222491	0.842004506188551
1-oleoyl-3-linoleoylglycerol	-0.0762696403155342	0.904309856785727	0.173045977602125	0.670318964935323	0.249315617917659	0.466003965487947
Milbemycin alpha27	0.237787769074851	0.533819952904117	0.209266637532488	0.721674819095994	-0.0285211315423627	0.992691563286502
ibha#30	0.134145739671984	0.58664337633416	0.189102913883834	0.485626499505978	0.0549571742118491	0.931623826943766
Cer(d16:1/5-iso PGF2VI)	-0.077851074626644	0.920656815496239	-0.0657242338564605	0.961021867271551	0.0121268407701833	0.998714268773214
Acetyl tributyl citrate	-0.167338199943976	0.775627861596108	0.00463865227192278	0.999850227986426	0.171976852215899	0.834717625381253
Talarazine A	0.183166100431461	0.34926218714297	-0.124979925035491	0.754156586415571	-0.308146025466952	0.179336987524367
3-Oxo-2(R)-(2Z)2-penten-1(R)-yl-cyclopentaneacetic acid	-0.106536844049057	0.821830269235862	-0.0774724708355531	0.931138325821622	0.0290643732135037	0.990667986841509
3E-Hepten-2,5-dione	0.125488467101017	0.706379755347467	-0.129369153517586	0.811431653852271	-0.254857620618603	0.432445903013003
Peniginsengin C	0.0417193161315352	0.963235279620939	-0.0963948461206731	0.886652477837807	-0.138114162252208	0.777714739821111
Precorallopyronin A	0.131200868314823	0.545728240362061	-0.115945525484273	0.760671637065042	-0.247146393799096	0.286390658011331
