"features"	"PC1"	"PC2"	"PC3"
100	-0.0128443400637079	0.0271616575505982	0.0549911417025793
1000	-0.0163673986656737	-0.09423527615213	0.00941877946694373
1001	-0.013391385401895	-0.0833109200089129	0.0123151101711847
1008	-0.0174100052753676	0.0345273203414886	0.0341385657610085
1012	5.89974783299165e-05	0.0362541777772163	-0.00478314990722984
1015	-0.0136121640887757	0.0328188714167132	0.0427977456375367
1016	0.00135934615658106	0.0299732929098113	-0.00125516855498622
102	-0.0182087518680942	0.0367335242446478	0.0360176464043747
1021	0.00266780333632903	0.0257281897895413	0.0026399999643591
1022	0.00289173193724337	0.025025966201736	0.00187070977142267
1024	0.0142932112176755	0.0190376654413776	0.0185698501274763
1026	-0.0479853877034481	0.0203233620437286	-0.0177795094607151
1027	-0.0437663923790574	0.0198657624105995	-0.0170302484750398
1029	-0.0309164903137726	0.0509199387386035	-0.000354984228057694
1030	-0.0305015811144224	0.0479005778607632	0.00288059253899452
1036	-0.0368880608582726	0.0266049585842435	0.00978690884882948
1038	-0.0168895907882477	0.0221474448991979	0.0602500645319881
1040	0.0161274415505637	0.0151162739474346	0.0202323967718891
1050	-0.0759320985040345	-0.0499609110168999	0.017393535731253
1058	0.0112480169635678	0.0254316840546446	0.0139482716041371
1059	-0.0426030427373681	0.0213087434820016	-0.0206347465741092
1060	-0.0428360889036129	0.0274513426440026	-0.0172425740482319
1061	-0.0251582200692351	0.0373170763402032	0.0290329124636621
107	-0.0360882473315929	-0.0197435290965901	0.0472473199448476
1070	0.0112015899008807	0.0274730414150525	0.0230550751638051
1071	-0.0265271742471539	0.0483501782903862	-0.00262985184453854
1077	-0.0253583905807618	0.0381521148139854	-0.0378636226366961
1083	-0.0259830512490703	0.0416993958907984	0.03193977752099
1084	-0.0239068618636592	0.0155296982555307	0.0309224493235669
1087	0.0300822457996015	-0.0220307839258214	-0.02663111996948
1088	0.0336273978394472	-0.00817927528485884	-0.0265812947850958
1089	0.0290348918683772	-0.0241547966201682	-0.0297771999763908
1090	0.0329482223769118	-0.00762977989089502	-0.0258704246869247
1091	0.0122708234367205	0.0158435515203063	0.0462370118401478
1097	0.00997572342652406	0.0162030448036731	0.043018500780394
110	-0.0679968769501942	-0.0654226119254963	0.0359128099027176
1106	-0.0271218779888433	0.0298170059911748	0.0130298954182631
1107	0.0284205079641048	-0.0239333330800141	-0.0403443744244244
111	-0.0288282546744677	0.0532061398638805	-0.00713126106616702
1111	-0.0263016846794929	0.0430345871003488	-0.0225107805869131
1112	-0.0332380142622386	0.0294255368074844	-0.0195670758943928
1113	-0.0293629372719975	0.0293077188217656	-0.0280291955606086
1114	-0.0284530697823174	0.0416104841561062	0.0284157059683492
1115	-0.0134667556324294	0.0163584857552419	0.0312809027273235
1116	-0.0298161471363149	0.0178872943833643	0.0335583451888332
1117	-0.0394029304529793	0.0162598432144015	0.0239025366873811
1144	0.03168199850335	-0.0188246582915784	-0.0394906160836279
1147	0.0319988820207467	-0.0190986756679914	-0.0413083369659121
115	0.0312846332138053	-0.0238819739931592	-0.0356829847672589
1156	-0.0330301523839266	0.0339845773750815	-0.0219470837130089
116	-0.0183155063749779	0.0385483793965383	0.0362550937437037
1167	-0.042484172945997	0.02323298595425	-0.0294882690161492
117	0.0276302797595491	-0.0311818168024955	-0.0262706161701531
118	-0.0281243411862005	0.052627136527592	0.000892715578124013
1185	-0.0320749967929773	0.0420914313081523	-0.00925057615051536
119	0.0229867072261174	-0.0391071931128439	-0.023942087095928
1192	-0.0382644554624924	0.0267818256734048	-0.0342770181893504
120	-0.0247231660881687	0.0536421543025518	0.00572825011761986
1202	-0.0349576503055944	0.0412265206939383	-0.0122723833775612
1207	-0.0321493303112482	0.034484578308077	0.0194681785188131
1209	-0.0367667633982535	0.0363504557671313	-0.0103831476777625
121	-0.0289118842337094	0.0416015156512793	-0.0195213954889674
122	-0.0313049437515284	0.0444699579907824	-0.0179001290687121
1221	-0.0302569341880355	0.0452327999979247	-0.0059447700237463
1224	-0.0102161381408591	0.00209384646685948	0.0461518492430651
1226	-0.0161518436335211	-0.00600415967397068	0.0577843099908969
1228	-0.0118218446408915	-0.00783617803727859	0.0507738147159728
1235	-0.0300426416688363	0.0362426043363036	-0.0366601139324165
1239	-0.0429390101846368	0.0396616079542106	0.00302774954304349
124	0.0365702043560056	-0.0225156743363342	-0.0377021071800047
1240	-0.0336609270483819	0.046100654805305	-0.00449850186054694
126	-0.0567527350380824	-0.0628107726534186	-0.00597894382448526
1268	-0.0439773527478029	-0.0101706754612012	-0.0349381005077226
1270	0.0248765915347191	-0.00737940052842645	-0.020522700698136
128	-0.0254039869190419	0.047027608451504	0.0305653313250272
1282	0.0348899910843112	0.0280812858948411	0.0167255753999518
1300	-0.027745632138605	0.0366355159603298	-0.0249851822924913
1302	-0.0325646799356631	0.0293606970418127	-0.0321818137955852
1303	-0.0433731599307211	0.0217211764181668	-0.029033255590447
1305	-0.0419516416643785	0.0274719422066735	-0.0290102171503173
1314	-0.020222043048742	0.0325896130469913	-0.045212684219128
1317	-0.0105780262943827	0.00511457334184551	0.0492501800630753
1319	-0.0303493046617627	0.035428442544904	-0.0273277684940649
1320	-0.0370716634879092	0.0282218014222674	-0.0326167630019792
1321	-0.0276163551136824	0.0363452839832765	-0.0253036274028143
133	-0.0346636139991858	0.0471839214697952	0.0233731345442988
1335	0.032727558218662	0.022361316487811	0.0122107589252512
134	-0.021420069002357	0.0247170592322357	0.0173766411375478
1354	0.0316547193436769	-0.0204054317779013	-0.0445526209303228
1358	-0.0242296208068201	-0.0340937844736439	0.0240705561750388
136	-0.00396573218178015	-0.0651672664881987	-0.0368543397270401
137	-0.0101667792395852	-0.0690319551892553	-0.0306256999086387
1370	0.0298391775781103	0.0258346874938532	0.00318138063411623
1374	0.0344830969337322	0.0175574606796458	0.00721132010184094
1379	0.0308007917277796	-0.0202083705899967	-0.0387651604475715
138	-0.0251521723777392	-0.0283769153575448	-0.0222607117617664
1381	0.0309753398343219	-0.0236930730497032	-0.0389032887323256
1382	0.031585172510489	-0.0227712892192317	-0.0392274243008228
139	-0.0292423230782018	0.0383859393724481	-0.0301122474912988
1391	-0.0332961339128818	0.033768999585226	-0.0178976447316838
1393	-0.0512495433409575	0.0141681526373677	-0.0214333784370014
1394	-0.042330720149971	0.0156831967637356	-0.0312964241733883
140	-0.0277407779771327	0.0453993391807251	0.0291938217393428
141	-0.0366009737469311	0.0448971151850867	0.00298576155763218
1412	-0.0173693572191915	-0.00863036979229034	0.0658116366012999
142	-0.023442476312247	-0.0276729478895044	-0.0227393382995064
1422	-0.0584482980368972	-0.0516126649500117	-0.0170005145839873
1429	-0.0435499806197716	0.0227413931888437	-0.0316134824833633
1432	-0.0283384242990693	0.0381955824944855	-0.0194877548360202
1434	0.0353437709571901	0.0189261623113532	-0.000817915314834382
1453	-0.0215242270820448	0.0112251748200636	0.0673573232284984
1455	-0.0120794842668681	0.0336700371512889	0.0635044271556198
1456	0.0300954270735207	-0.0113845938122415	-0.0363739122649687
1462	0.0361762292210174	0.0145224748717505	0.0161444350354377
