feature_id	sources_IK2D	sources_number_IK2D	sources_npc_pathway	sources_npc_superclass	sources_npc_class	canopus_formulaRank	canopus_molecularFormula	canopus_adduct	canopus_precursorFormula	canopus_npc_pathway	canopus_NPC#pathway Probability	canopus_npc_superclass	canopus_NPC#superclass Probability	canopus_npc_class	canopus_NPC#class Probability	canopus_ClassyFire#superclass	canopus_ClassyFire#superclass probability	canopus_ClassyFire#class	canopus_ClassyFire#class Probability	canopus_ClassyFire#subclass	canopus_ClassyFire#subclass Probability	canopus_ClassyFire#level 5	canopus_ClassyFire#level 5 Probability	canopus_ClassyFire#most specific class	canopus_ClassyFire#most specific class Probability	canopus_ClassyFire#all classifications	canopus_ionMass	canopus_retentionTimeInSeconds	canopus_retentionTimeInMinutes	canopus_formulaId	canopus_alignedFeatureId	canopus_compoundId	canopus_overallFeatureQuality	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_IK2D	gnps_superclass	gnps_class	gnps_subclass	gnps_npc_superclass	gnps_npc_class	gnps_npc_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_IK2D	isdb_npc_pathway	isdb_npc_superclass	isdb_npc_class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_IK2D	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_compoundId	sirius_overallFeatureQuality	gnps_mn_parent mass	gnps_mn_RTMean	gnps_mn_ATTRIBUTE_treatment:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_treatment:GNPSGROUP:mock	gnps_mn_ATTRIBUTE_treatment:GNPSGROUP:untreated	gnps_mn_ATTRIBUTE_treatment:GNPSGROUP:PET	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:blank	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:mock	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:untreated	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:PET	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:bk_mapp	gnps_mn_component	gnps_mn_#Scan#	gnps_mn_Compound_Name
91	sirius	1.0	canopus	canopus	canopus	4.0	C13H25NO2	[M + Na]+	C13H25NNaO2+	Alkaloids	0.417	Pseudoalkaloids (transamidation)	0.368	Pyrrolidine alkaloids	0.371	Organic acids and derivatives	0.621	Carboxylic acids and derivatives	0.61					Carboxylic acids and derivatives	0.61	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	250.178	321.0	5.352	8.45630578342956e+17	8.456304899102491e+17	8.456304899102491e+17																																																																																															1.0	4.0	0.057	0.057	-227.406	0.076	0.045	25.609	C13H25NO2	[M + Na]+	C13H25NNaO2+	ZBZVJMYFNIEABO	InChI=1S/C13H25NO2/c1-12(2,3)10-13(4,5)11(15)14-6-8-16-9-7-14/h6-10H2,1-5H3	4-(2,2,4,4-Tetramethylvaleryl)morpholine	CC(C)(C)CC(C)(C)C(=O)N1CCOCC1	2.3	208727	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(208727);DSSTox:(DTXSID90186564)	137506062338.0	250.178	321.0	5.352	8.45630578342956e+17	8.456304899102491e+17	8.456304899102491e+17		250.1777800312248	5.3477464	0	1097762.4	1363749.9	1185730.9	1000515.6	1097762.4	1363749.9	1185730.9	960106.75	-1		
92	sirius	1.0	canopus	canopus	canopus	1.0	C9H22Si	[M + H]+	C9H23Si+	Fatty acids	0.643	Fatty acyls	0.765	Pinane monoterpenoids	0.108	Organometallic compounds	0.561	Organometalloid compounds	0.561					Organometalloid compounds	0.561	Organic compounds; Organometallic compounds; Organometalloid compounds; Hydrocarbon derivatives; Chemical entities	159.157	321.0	5.347	8.456305956905992e+17	8.456304899479978e+17	8.456304899479978e+17																																																																																															1.0	1.0	0.062	0.062	-40.788	1.0	1.0	10.235	C9H22Si	[M + H]+	C9H23Si+	YDJXDYKQMRNUSA	InChI=1S/C9H22Si/c1-7(2)10(8(3)4)9(5)6/h7-10H,1-6H3	tris(propan-2-yl)silane	CC(C)[SiH](C(C)C)C(C)C	3.24	135042348;138754	COCONUT:(CNP0158420);BloodExposome:(138754);PUBCHEM:(135042348 138754);DSSTox:(DTXSID90983439);PUBCHEMANNOTATIONDRUG;PUBMED	137478799426.0	159.157	321.0	5.347	8.456305956905992e+17	8.456304899479978e+17	8.456304899479978e+17		159.15715044145963	5.3477736	0	1467875.1	1493518.2	1460975.6	1464106.1	1467875.1	1493518.2	1460975.6	1662572.4	23		
93	gnps & sirius	1.0	canopus & gnps	canopus & gnps	canopus & gnps	3.0	C13H22O2	[M + H3N + H]+	C13H26NO2+	Terpenoids	0.812	Monoterpenoids	0.469	Irregular monoterpenoids	0.347	Lipids and lipid-like molecules	0.713							Lipids and lipid-like molecules	0.713	Organic compounds; Lipids and lipid-like molecules; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	228.196	321.0	5.353	8.456305777893078e+17	8.456304899857466e+17	8.456304899857466e+17		CCMSLIB00004702431	spectra_filtered.mgf	MONA.mgf	0.92775	429241.0	0.0	547.54	9.0	0.124878	228.196	1.0	temp/spectra_filtered.mgf93	1.0	MUCIC ACID		ESI-QFT	isolated	MoNA	MoNA:VF-NPL-QEHF011368	[M+NH4]+	228.071	0.0	1.0			O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O	InChI=1S/C6H10O8/c7-1(3(9)5(11)12)2(8)4(10)6(13)14/h1-4,7-10H,(H,11,12)(H,13,14)/t1-,2+,3+,4-		3.0	positive	MONA	228.071	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C6H10O8	DSLZVSRJTYRBFB-DUHBMQHGSA-N	DSLZVSRJTYRBFB	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Fatty Acids and Conjugates	Hydroxy fatty acids	Fatty acids	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00004702431																																																	1.0	3.0	0.112	0.112	-115.429	0.262	0.333	49.02	C13H22O2	[M + H3N + H]+	C13H26NO2+	KBCMISIPASRHGQ	InChI=1S/C13H22O2/c1-11(7-5-9-12(2)14)8-6-10-13(3,4)15/h6-7,10,15H,5,8-9H2,1-4H3	10-hydroxy-6,10-dimethylundeca-5,8-dien-2-one	CC(=O)CCC=C(C)CC=CC(C)(C)O	2.1	71371013	COCONUT:(CNP0165322);SUPERNATURAL:(SN0180758);PUBCHEM:(71371013);DSSTox:(DTXSID40793969);LOTUS:(Q105138106 Q82763484)	137710534658.0	228.196	321.0	5.353	8.456305777893078e+17	8.456304899857466e+17	8.456304899857466e+17		228.19586550904305	5.3496222	0	1039634.0	1274899.6	1041376.25	1060977.1	1039634.0	1274899.6	1041376.25	1008962.8	7	93.0	MUCIC ACID
94	sirius	1.0	canopus	canopus	canopus	1.0	C13H20O3	[M + H]+	C13H21O3+	Polyketides	0.815	Cyclic polyketides	0.576	2-pyrone derivatives	0.219	Benzenoids	0.631	Benzene and substituted derivatives	0.672	Phenoxy compounds	0.515			Phenoxy compounds	0.515	Organic compounds; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	225.149	329.0	5.477	8.456305877088379e+17	8.456304900318839e+17	8.456304900276896e+17																																																																																															1.0	1.0	0.055	0.066	-207.544	0.553	0.5	111.932	C13H20O3	[M + H]+	C13H21O3+	PQSIJEAZEVYENF	InChI=1S/C13H20O3/c1-4-14-13(15-5-2)10-16-12-8-6-11(3)7-9-12/h6-9,13H,4-5,10H2,1-3H3	4-(2,2-Diethoxyethoxy)toluene	CCOC(COC1=CC=C(C=C1)C)OCC	2.9	3017694	NORMAN:(NS00052647);PUBCHEM:(3017694);DSSTox:(DTXSID60985203)	137439215618.0	225.149	329.0	5.477	8.456305877088379e+17	8.456304900318839e+17	8.456304900276896e+17		225.14854692825165	5.4770703	0	2668285.0	2622680.2	2867004.8	2792818.5	2668285.0	2622680.2	2867004.8	2670564.5	7		
95	sirius	1.0	canopus	canopus	canopus	3.0	C33H42O8	[M + H3N + H]+	C33H46NO8+	Shikimates and Phenylpropanoids	0.536	Flavonoids	0.433	Flavan-3-ols	0.099	Phenylpropanoids and polyketides	0.62	Flavonoids	0.533	Hydroxyflavonoids	0.617	4'-hydroxyflavonoids	0.598	4'-hydroxyflavonoids	0.598	Organic compounds; Organoheterocyclic compounds; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Flavonoids; Flavans; Benzenediols; Secondary alcohols; Benzene and substituted derivatives; Polyols; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	584.322	329.0	5.478	8.456305969069475e+17	8.456304900696326e+17	8.456304900696326e+17																																																																																															1.0	3.0	0.017	0.039	-356.904	0.149	0.238	36.887	C33H42O8	[M + H3N + H]+	C33H46NO8+	MMRHFTZTLKGNTJ	InChI=1S/C33H42O8/c1-18-24(41-26(36)14-13-22-11-9-8-10-12-22)15-16-33(7)28(18)29(37)23-17-25(39-20(3)34)19(2)27(32(23,5)6)30(38)31(33)40-21(4)35/h8-14,23-25,28-31,37-38H,1,15-17H2,2-7H3	MMRHFTZTLKGNTJ	CC1=C2C(C(C3(CCC(C(=C)C3C(C(C2(C)C)CC1OC(=O)C)O)OC(=O)C=CC4=CC=CC=C4)C)OC(=O)C)O	4.677		TeroMol:(TKC014663);LotusExpanded	8598323200.0	584.322	329.0	5.478	8.456305969069475e+17	8.456304900696326e+17	8.456304900696326e+17		584.3221654771022	5.478572	0	578753.06	308724.56	0.0	1171551.5	578753.06	308724.56	0.0	2063216.4	5		
96	gnps & isdb & sirius	1.0	canopus|isdb & gnps	canopus|isdb & gnps	canopus & gnps & isdb	1.0	C14H22O4	[M + H]+	C14H23O4+	Terpenoids	0.896	Sesquiterpenoids	0.665	Caryophyllane sesquiterpenoids	0.092	Lipids and lipid-like molecules	0.633							Lipids and lipid-like molecules	0.633	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	255.159	331.0	5.52	8.456305881911828e+17	8.456304901073814e+17	8.456304901073814e+17		CCMSLIB00006673889	spectra_filtered.mgf	GNPS-NUTRI-METAB-FEM-POS.mgf	0.801361	183200.0	0.0	8.13301	7.0	0.0020752	255.159	0.0	temp/spectra_filtered.mgf96	1.0	acetic_acid_isobutyl_ester	ESI	Orbitrap	Commercial	Ulaszewska	Marynka Ulaszewska	2M+Na	255.157	116.084	1.0	110-19-0	8038.0	CC(C)COC(=O)C	InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3		1.0	Positive	GNPS-NUTRI-METAB-FEM-POS	255.157	UPDATE-SINGLE-ANNOTATED-GOLD	Gold		C6H12O2	GJRQTCIYDGXPES-UHFFFAOYSA-N	GJRQTCIYDGXPES	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Fatty esters	Wax monoesters	Fatty acids	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00006673889	-1.0							8.0	0.21810617	ISDB	http://www.wikidata.org/entity/Q105218100	QBZBEMFNBTTWIR-DTBZEZDJSA-N	InChI=1S/C14H22O4/c1-7-6-10(17)12-14(18-12)5-4-9(16)11(8(2)15)13(7,14)3/h7,9-12,16-17H,4-6H2,1-3H3/t7-,9+,10+,11-,12-,13-,14-/m1/s1	CC(=O)[C@@H]1[C@@H](O)CC[C@@]23O[C@@H]2[C@@H](O)C[C@@H](C)[C@]13C	C14H22O4		254.151809184	1-[(1aR,2S,4R,4aR,5S,6S,8aS)-2,6-dihydroxy-4,4a-dimethyl-1a,2,3,4,5,6,7,8-octahydronaphtho[4a,5-b]oxiren-5-yl]ethanone	QBZBEMFNBTTWIR	Terpenoids	Sesquiterpenoids	Nardosinane sesquiterpenoids	http://www.wikidata.org/entity/Q3182257	Lemnalia laevis	4713412.0	['Eukaryota']	['Metazoa']	['Cnidaria']	['Anthozoa']	['Alcyonacea']	['Nephtheidae']	['Unknown']	['Lemnalia']	['Lemnalia laevis']		['Eukaryota']	['Metazoa']								2.0	0.0	2.8724246621131897	1.0	1.0	1.0	0.005	0.005	-155.769	0.499	0.498	46.39	C14H22O4	[M + H]+	C14H23O4+	BXAAQNFGSQKPDZ	InChI=1S/C14H22O4/c1-5-9-15-13(16-10-6-2)14(17-11-7-3)18-12-8-4/h5-8,13-14H,1-4,9-12H2	1,1,2,2-Tetrakis(allyloxy)ethane	C=CCOC(C(OCC=C)OCC=C)OCC=C	2.5	85528	NORMAN:(NS00028799);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(85528);DSSTox:(DTXSID3067526)	137506324482.0	255.159	331.0	5.52	8.456305881911828e+17	8.456304901073814e+17	8.456304901073814e+17		255.15907595688967	5.5211573	0	598098.56	480385.6	505908.4	492932.97	598098.56	480385.6	505908.4	536879.7	-1	96.0	acetic_acid_isobutyl_ester
97	sirius	1.0	canopus	canopus	canopus	1.0	C12H14O3	[M - H2O + H]+	C12H13O2+	Shikimates and Phenylpropanoids	0.521	Phenylpropanoids (C6-C3)	0.817	Cinnamic acids and derivatives	0.833	Benzenoids	0.97	Benzene and substituted derivatives	0.681					Benzene and substituted derivatives	0.681	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	189.091	340.0	5.66	8.456305840765702e+17	8.456304901451301e+17	8.456304901451301e+17																																																																																															1.0	1.0	0.04	0.04	-123.903	0.929	0.498	22.857	C12H14O3	[M - H2O + H]+	C12H13O2+	XWTZKGVORJIFAF	InChI=1S/C12H14O3/c1-8-3-4-9(2)10(7-8)11(13)5-6-12(14)15/h3-4,7H,5-6H2,1-2H3,(H,14,15)	4-(2,5-Dimethylphenyl)-4-oxobutanoic acid	CC1=CC(=C(C=C1)C)C(=O)CCC(=O)O	1.8	6922815;220095	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(6922815 220095);DSSTox:(DTXSID70277444);PUBMED:(null)	137506062402.0	189.091	340.0	5.66	8.456305840765702e+17	8.456304901451301e+17	8.456304901451301e+17		189.09103141791124	5.6606092	0	1172888.1	1169709.4	1168735.4	1233360.9	1172888.1	1169709.4	1168735.4	1242576.5	-1		
98	sirius	1.0	canopus	canopus	canopus	2.0	C11H16O	[M + H]+	C11H17O+	Terpenoids	0.99	Monoterpenoids	0.558	Pinane monoterpenoids	0.185	Lipids and lipid-like molecules	0.634	Prenol lipids	0.717					Prenol lipids	0.717	Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	165.127	342.0	5.695	8.456306019443071e+17	8.456304901828788e+17	8.456304901828788e+17																																																																																															1.0	2.0	0.119	0.119	-59.43	0.091	0.5	160.394	C11H16O	[M + H]+	C11H17O+	ROCUJSLECZXKKU	InChI=1S/C11H16O/c1-4-8(2)10-6-5-9(3)11(12)7-10/h4-5,10H,6-7H2,1-3H3	(5S)-5-but-2-en-2-yl-2-methylcyclohex-2-en-1-one	CC=C(C)C1CC=C(C(=O)C1)C	2.7	67871871;67871874;15659327;57179848	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);LotusExpanded;PUBCHEM:(67871871 67871874 15659327 57179848)	8657043458.0	165.127	342.0	5.695	8.456306019443071e+17	8.456304901828788e+17	8.456304901828788e+17		165.1274736716791	5.69489	0	1154716.8	1198932.5	1139934.6	1068324.4	1154716.8	1198932.5	1139934.6	1112796.0	-1		
99	sirius	1.0	canopus	canopus	canopus	2.0	C33H45NO8	[M + H]+	C33H46NO8+	Alkaloids	0.932	Pseudoalkaloids (transamidation)	0.868	Terpenoid alkaloids	0.528	Organic acids and derivatives	0.956	Carboxylic acids and derivatives	0.959	Amino acids, peptides, and analogues	0.699	Amino acids and derivatives	0.697	Amino acids and derivatives	0.697	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Piperidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Benzoic acid esters; Secondary alcohols; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	584.322	343.0	5.716	8.456306087936065e+17	8.456304902206276e+17	8.456304902206276e+17																																																																																															1.0	2.0	0.188	0.188	-319.471	0.235	0.275	26.122	C33H45NO8	[M + H]+	C33H46NO8+	TUCNXQSRPNHFAU	InChI=1S/C33H45NO8/c1-6-34-16-31(17-38-3)13-12-23(40-5)33-21-14-20-22(39-4)15-32(42-18(2)35,25(29(33)34)26(36)28(31)33)24(21)27(20)41-30(37)19-10-8-7-9-11-19/h7-11,20-29,36H,6,12-17H2,1-5H3	8-(acetyloxy)-11-ethyl-18-hydroxy-6,16-dimethoxy-13-(methoxymethyl)-11-azahexacyclo[7.7.2.1²,⁵.0¹,¹⁰.0³,⁸.0¹³,¹⁷]nonadecan-4-yl benzoate	CCN1CC2(CCC(C34C2C(C(C31)C5(CC(C6CC4C5C6OC(=O)C7=CC=CC=C7)OC)OC(=O)C)O)OC)COC	2.7	101425134;14707729	COCONUT:(CNP0174597);TeroMol:(TKC171008);SUPERNATURAL:(SN0360073);PUBCHEM:(101425134 14707729);LOTUS:(Q110191555)	279969794.0	584.322	343.0	5.716	8.456306087936065e+17	8.456304902206276e+17	8.456304902206276e+17		584.3222004762938	5.715752	0	0.0	0.0	0.0	495741.28	0.0	0.0	0.0	887322.0	5		
100	sirius	1.0	canopus	canopus	canopus	1.0	C10H10O4	[M - H2O + H]+	C10H9O3+	Shikimates and Phenylpropanoids	0.913	Phenolic acids (C6-C1)	0.978	Simple phenolic acids	0.966	Benzenoids	1.0	Benzene and substituted derivatives	0.998	Benzoic acids and derivatives	0.998	Benzoic acid esters	0.856	Benzoic acid esters	0.856	Organic compounds; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Benzoic acid esters; Benzene and substituted derivatives; Benzenoids; Benzoic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	177.055	344.0	5.725	8.456305858130122e+17	8.456304902583763e+17	8.456304902583763e+17		CCMSLIB00003139560	spectra_filtered.mgf	GNPS-NIST14-MATCHES.mgf	0.877628	556093.0	0.0	1.72362	6.0	0.000305176	177.055	0.0	temp/spectra_filtered.mgf100	1.0	Spectral Match to Diethyl phthalate from NIST14	ESI	QqQ	Isolated	Data from Maria Maansson	Data deposited by marjo	M+H-C2H6O	177.055	0.0	1.0	84662					3.0	Positive	GNPS-NIST14-MATCHES	177.055	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze											mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003139560																																																	1.0	1.0	0.782	0.801	-33.31	0.669	0.5	21.214	C10H10O4	[M - H2O + H]+	C10H9O3+	YWWHKOHZGJFMIE	InChI=1S/C10H10O4/c1-2-14-10(13)8-6-4-3-5-7(8)9(11)12/h3-6H,2H2,1H3,(H,11,12)	2-(ethoxycarbonyl)benzoic acid	CCOC(=O)C1=CC=CC=C1C(=O)O	1.635	21894230;71750793;75318;138396076	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0002120);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(75318);SUPERNATURAL:(SN0462468);MESH:(75318);LotusExpanded;FooDB:(FDB022852);PUBCHEM:(21894230 71750793 75318 138396076);GNPS:(CCMSLIB00000579450);COCONUT:(CNP0017360);NORMAN:(NS00010914);CHEBI:(70973);DSSTox:(DTXSID3052696 DTXSID30858132 DTXSID50892730);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	146690805870.0	177.055	344.0	5.725	8.456305858130122e+17	8.456304902583763e+17	8.456304902583763e+17		177.05468955851654	5.7273016	0	640644.4	601340.4	558354.25	660136.5	640644.4	601340.4	558354.25	692384.9	-1	100.0	Spectral Match to Diethyl phthalate from NIST14
101	isdb & sirius	1.0	canopus|isdb	canopus & isdb	canopus & isdb	2.0	C14H31NO	[M + H]+	C14H32NO+	Fatty acids	0.988	Spingolipids	0.826	Sphingoid bases	0.983	Organic nitrogen compounds	1.0	Organonitrogen compounds	1.0	Amines	0.997	Alkanolamines	0.934	1,2-aminoalcohols	0.893	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Dialkylamines; Amines; Secondary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	230.248	344.0	5.735	8.456305950866194e+17	8.45630490296125e+17	8.45630490296125e+17																																															-1.0							1.0	0.41797188	ISDB	http://www.wikidata.org/entity/Q6501952	SYELZBGXAIXKHU-UHFFFAOYSA-N	InChI=1S/C14H31NO/c1-4-5-6-7-8-9-10-11-12-13-14-15(2,3)16/h4-14H2,1-3H3	CCCCCCCCCCCC[N+](C)(C)[O-]	C14H31NO		229.240564612	Lauramine oxide	SYELZBGXAIXKHU	Fatty acids	Fatty acyls	Hydrocarbons	http://www.wikidata.org/entity/Q309852	Euglena gracilis	1073327.0	['Eukaryota']	['Unknown']	['Euglenida']	['Euglenophyceae']	['Unknown']	['Euglenaceae']	['Unknown']	['Euglena']	['Euglena gracilis']											0.0	0.0	1.6718875169754028	1.0	1.0	2.0	0.876	0.876	-31.21	0.048	0.5	28.325	C14H31NO	[M + H]+	C14H32NO+	HCYSJBICYOIBLS	InChI=1S/C14H31NO/c1-2-3-4-5-6-7-8-9-10-11-12-15-13-14-16/h15-16H,2-14H2,1H3	2-(Dodecylamino)ethanol	CCCCCCCCCCCCNCCO	4.7	101936510;85512	NORMAN:(NS00052555);PUBCHEM:(101936510 85512);DSSTox:(DTXSID00174775 DTXSID50877663);PUBMED:(null)	137439215682.0	230.248	344.0	5.735	8.456305950866194e+17	8.45630490296125e+17	8.45630490296125e+17		230.2479186664595	5.7350674	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2786292.5	-1		
