feature_id	sources_IK2D	sources_number_IK2D	sources_npc_pathway	sources_npc_superclass	sources_npc_class	canopus_formulaRank	canopus_molecularFormula	canopus_adduct	canopus_precursorFormula	canopus_npc_pathway	canopus_NPC#pathway Probability	canopus_npc_superclass	canopus_NPC#superclass Probability	canopus_npc_class	canopus_NPC#class Probability	canopus_ClassyFire#superclass	canopus_ClassyFire#superclass probability	canopus_ClassyFire#class	canopus_ClassyFire#class Probability	canopus_ClassyFire#subclass	canopus_ClassyFire#subclass Probability	canopus_ClassyFire#level 5	canopus_ClassyFire#level 5 Probability	canopus_ClassyFire#most specific class	canopus_ClassyFire#most specific class Probability	canopus_ClassyFire#all classifications	canopus_ionMass	canopus_retentionTimeInSeconds	canopus_retentionTimeInMinutes	canopus_formulaId	canopus_alignedFeatureId	canopus_compoundId	canopus_overallFeatureQuality	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_IK2D	gnps_superclass	gnps_class	gnps_subclass	gnps_npc_superclass	gnps_npc_class	gnps_npc_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_IK2D	isdb_npc_pathway	isdb_npc_superclass	isdb_npc_class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_IK2D	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_compoundId	sirius_overallFeatureQuality	gnps_mn_parent mass	gnps_mn_RTMean	gnps_mn_ATTRIBUTE_treatment:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_treatment:GNPSGROUP:mock	gnps_mn_ATTRIBUTE_treatment:GNPSGROUP:untreated	gnps_mn_ATTRIBUTE_treatment:GNPSGROUP:PET	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:blank	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:mock	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:untreated	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:PET	gnps_mn_ATTRIBUTE_sample_name:GNPSGROUP:bk_mapp	gnps_mn_component	gnps_mn_#Scan#	gnps_mn_Compound_Name
210	isdb & sirius	1.0	canopus|isdb	canopus & isdb	canopus & isdb	1.0	C20H28O2	[M + H]+	C20H29O2+	Terpenoids	0.997	Diterpenoids	0.986	Abietane diterpenoids	0.862	Lipids and lipid-like molecules	0.88	Prenol lipids	0.846	Diterpenoids	0.893			Diterpenoids	0.893	Organic compounds; Lipids and lipid-like molecules; Phenanthrenes and derivatives; Tetralins; Phenols; Hydrophenanthrenes; Prenol lipids; Organooxygen compounds; Diterpenoids; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	301.216	544.0	9.074	8.45630594889487e+17	8.456304950734377e+17	8.456304950734377e+17																																															14.0	Terpenoids	1.0	Sesquiterpenoids	1.0	Bisabolane sesquiterpenoids	1.0	5.0	0.35628477	ISDB	http://www.wikidata.org/entity/Q105030396	HLYBNTWYUNHCTJ-DVXHDUDZSA-N	InChI=1S/C20H28O2/c1-12(2)6-5-7-13(3)15-8-9-20(11-21)16-10-17(22)18(14(16)4)19(15)20/h6-9,14-16,18-19,21H,5,10-11H2,1-4H3/b13-7-/t14-,15-,16+,18+,19+,20+/m1/s1	CC(C)=CC/C=C(/C)[C@H]1C=C[C@@]2(CO)[C@@H]1[C@@H]1C(=O)C[C@H]2[C@H]1C	C20H28O2		300.208930136	(1S,2S,5S,6S,7R,10R)-2-(hydroxymethyl)-10-methyl-5-[(2Z)-6-methylhepta-2,5-dien-2-yl]tricyclo[5.2.1.02,6]dec-3-en-8-one	HLYBNTWYUNHCTJ	Terpenoids	Sesquiterpenoids	Bisabolane sesquiterpenoids	http://www.wikidata.org/entity/Q29904651	Rugulopteryx okamurae	470968.0	['Eukaryota']	['Unknown']	['Unknown']	['Phaeophyceae']	['Dictyotales']	['Dictyotaceae']	['Unknown']	['Rugulopteryx']	['Rugulopteryx okamurae']											0.0	3.0	2.92513906955719	1.0	1.0	1.0	0.593	0.593	-68.723	0.639	0.5	217.713	C20H28O2	[M + H]+	C20H29O2+	YPWYNONCSGZEQQ	InChI=1S/C20H28O2/c1-13(2)15-10-14-6-7-18-19(3,4)8-5-9-20(18,12-21)16(14)11-17(15)22/h10-13,18,22H,5-9H2,1-4H3	Pisiferal	CC(C)C1=C(C=C2C(=C1)CCC3C2(CCCC3(C)C)C=O)O	5.2	124350705;520086;13785026;13785027;11370053;11722358	COCONUT:(CNP0179813);TeroMol:(TKC009493);METACYC:(CPD-23299);CHEBI:(70573);SUPERNATURAL:(SN0457078);PUBCHEM:(124350705 520086 13785026 13785027 11370053 11722358);LOTUS:(Q105352041 Q105352042 Q27138905);PUBMED:(null);KNAPSACK:(YPWYNONCSGZEQQ-UHFFFAOYSA-N)	279971954.0	301.216	544.0	9.074	8.45630594889487e+17	8.456304950734377e+17	8.456304950734377e+17		301.2161625555085	9.074335	0	933935.25	527679.6	275952.38	2723381.0	933935.25	527679.6	275952.38	7948521.0	14		
211																																																																																																																																																									323.1980764391771	9.074335	0	1617250.4	919101.2	497498.28	4797233.5	1617250.4	919101.2	497498.28	13382950.0	-1		
212																																																																																																																																																									364.22461599763335	9.073162	0	0.0	0.0	0.0	375013.94	0.0	0.0	0.0	1068640.5	-1		
213	isdb & sirius	1.0	canopus & isdb	canopus & isdb	canopus & isdb	1.0	C16H28O	[M + H]+	C16H29O+	Fatty acids	0.993	Fatty acyls	0.99	Fatty aldehydes	0.703	Lipids and lipid-like molecules	0.417	Fatty Acyls	0.376	Fatty aldehydes	0.511			Fatty aldehydes	0.511	Organic compounds; Fatty aldehydes; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	237.221	548.0	9.129	8.456305803646108e+17	8.456304951866839e+17	8.456304951866839e+17																																															7.0	Fatty acids	0.6285714285714286	Fatty amides	0.4285714285714285	Primary amides	0.3714285714285714	1.0	0.701781	ISDB	http://www.wikidata.org/entity/Q77310201	JXTINQFFOKAJPL-CVEYVTCZSA-N	InChI=1S/C16H28O/c1-9-6-12-14(17)11-7-15(3,4)8-13(11)16(12,5)10(9)2/h9-14,17H,6-8H2,1-5H3/t9-,10-,11-,12-,13+,14-,16+/m0/s1	C[C@H]1C[C@H]2[C@@H](O)[C@H]3CC(C)(C)C[C@H]3[C@]2(C)[C@H]1C	C16H28O		236.214015516	(2S,3S,3aS,3bR,6aS,7S,7aR)-2,3,3a,5,5-pentamethyl-2,3,3b,4,6,6a,7,7a-octahydro-1H-cyclopenta[a]pentalen-7-ol	JXTINQFFOKAJPL	Terpenoids	Sesquiterpenoids	Protoilludane sesquiterpenoids	http://www.wikidata.org/entity/Q104084192	Cerrena albocinnamomea	7525618.0	['Eukaryota']	['Fungi']	['Basidiomycota']	['Agaricomycetes']	['Polyporales']	['Polyporaceae']	['Unknown']	['Cerrena']	['Cerrena albocinnamomea']		['Eukaryota']									1.0	0.0	3.807123899459839	1.0	1.0	1.0	0.247	0.247	-75.695	0.998	0.5	126.396	C16H28O	[M + H]+	C16H29O+	CJULORNYMKTGAE	InChI=1S/C16H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h16H,2-4,7-15H2,1H3	11-Hexadecynal	CCCCC#CCCCCCCCCCC=O	5.9	557017	NORMAN:(NS00095896);LIPIDMAPS:(LMFA06000227);MESH:(557017);PUBCHEM:(557017);DSSTox:(DTXSID70880836);PUBMED	139586699334.0	237.221	548.0	9.129	8.456305803646108e+17	8.456304951866839e+17	8.456304951866839e+17		237.22128994655563	9.12858	0	2140556.8	2116562.0	2201119.5	1849652.5	2140556.8	2116562.0	2201119.5	1946717.6	7		
214	sirius	1.0	canopus	canopus	canopus	1.0	C16H36Si	[M + H]+	C16H37Si+	Fatty acids	0.979	Fatty acyls	0.995	Hydrocarbons	0.929	Hydrocarbons	0.156	Saturated hydrocarbons	0.908	Alkanes	0.831	Branched alkanes	0.781	Branched alkanes	0.781	Organic compounds; Alkanes; Hydrocarbon derivatives; Saturated hydrocarbons; Branched alkanes; Chemical entities	257.267	549.0	9.143	8.456306001701164e+17	8.456304952244326e+17	8.456304952244326e+17																																																																																															1.0	1.0	0.14	0.14	-62.634	1.0	1.0	35.459	C16H36Si	[M + H]+	C16H37Si+	VVYRARMPOKKWSF	InChI=1S/C16H36Si/c1-5-9-11-15(7-3)13-17-14-16(8-4)12-10-6-2/h15-16H,5-14,17H2,1-4H3	Bis(2-ethylhexyl)silane	CCCCC(CC)C[SiH2]CC(CC)CCCC	6.557	123980439	PUBCHEM:(123980439)	2.0	257.267	549.0	9.143	8.456306001701164e+17	8.456304952244326e+17	8.456304952244326e+17		257.2665139259781	9.142962	0	0.0	3248164.0	0.0	0.0	0.0	3248164.0	0.0	0.0	7		
215	isdb & sirius	1.0	canopus|isdb	canopus|isdb	canopus & isdb	2.0	C16H28O	[M + H]+	C16H29O+	Terpenoids	0.736	Sesquiterpenoids	0.596	Norlabdane diterpenoids	0.212	Lipids and lipid-like molecules	0.824							Lipids and lipid-like molecules	0.824	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	237.221	549.0	9.146	8.456305947594636e+17	8.456304952579871e+17	8.456304952579871e+17																																															7.0	Fatty acids	0.6285714285714286	Fatty amides	0.4285714285714285	Primary amides	0.3714285714285714	1.0	0.7601126	ISDB	http://www.wikidata.org/entity/Q77310201	JXTINQFFOKAJPL-CVEYVTCZSA-N	InChI=1S/C16H28O/c1-9-6-12-14(17)11-7-15(3,4)8-13(11)16(12,5)10(9)2/h9-14,17H,6-8H2,1-5H3/t9-,10-,11-,12-,13+,14-,16+/m0/s1	C[C@H]1C[C@H]2[C@@H](O)[C@H]3CC(C)(C)C[C@H]3[C@]2(C)[C@H]1C	C16H28O		236.214015516	(2S,3S,3aS,3bR,6aS,7S,7aR)-2,3,3a,5,5-pentamethyl-2,3,3b,4,6,6a,7,7a-octahydro-1H-cyclopenta[a]pentalen-7-ol	JXTINQFFOKAJPL	Terpenoids	Sesquiterpenoids	Protoilludane sesquiterpenoids	http://www.wikidata.org/entity/Q104084192	Cerrena albocinnamomea	7525618.0	['Eukaryota']	['Fungi']	['Basidiomycota']	['Agaricomycetes']	['Polyporales']	['Polyporaceae']	['Unknown']	['Cerrena']	['Cerrena albocinnamomea']		['Eukaryota']									1.0	0.0	4.04045033454895	1.0	1.0	2.0	0.075	0.075	-124.09	0.196	0.5	50.517	C16H28O	[M + H]+	C16H29O+	DYAWFJGTISRTFV	InChI=1S/C16H28O/c1-15(2)12-6-9-14(16(15,3)10-12)11-4-7-13(17)8-5-11/h11-14,17H,4-10H2,1-3H3	Bornylcyclohexanol	CC1(C2CCC(C1(C2)C)C3CCC(CC3)O)C	4.6	111394	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(111394)	67108866.0	237.221	549.0	9.146	8.456305947594636e+17	8.456304952579871e+17	8.456304952579871e+17		237.22128760238715	9.160585	0	2248081.5	2159929.0	2411619.5	1916085.5	2248081.5	2159929.0	2411619.5	1926206.9	7		
216																																																																																																																																																									286.9062143342866	9.240797	0	400136.22	364717.56	358276.5	365477.72	400136.22	364717.56	358276.5	362436.9	21		
217																																																																																																																																																									243.884218763218	9.264961	0	323998.16	432183.84	346121.53	342406.72	323998.16	432183.84	346121.53	361891.3	12		
218	gnps & isdb & sirius	1.0	canopus & gnps	canopus & gnps	canopus & gnps	3.0	C18H30	[M + H]+	C18H31+	Terpenoids	0.725	Diterpenoids	0.78	Hydrocarbons	0.242	Lipids and lipid-like molecules	0.631	Prenol lipids	0.549					Prenol lipids	0.549	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Hydrocarbons; Olefins; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Chemical entities	247.242	558.0	9.299	8.456305777683363e+17	8.456304953628448e+17	8.456304953586505e+17		CCMSLIB00000565916	spectra_filtered.mgf	MONA.mgf	0.873465	194559.0	0.0	980.393	10.0	0.242157	247.242	1.0	temp/spectra_filtered.mgf218	1.0	MoNA:2479447 O-Galactosylsphingosine	LC-ESI-IT	LC-ESI-IT	isolated	MoNA	MoNA	[M+H]+	247.0	0.0	1.0			CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O	InChI=1S/C24H47NO7/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(27)18(25)17-31-24-23(30)22(29)21(28)20(16-26)32-24/h14-15,18-24,26-30H,2-13,16-17,25H2,1H3/b15-14+/t18-,19+,20+,21-,22-,23+,24+/m0/s1		3.0		MONA	247.0	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C24H47NO7	HHJTWTPUPVQKNA-PIIMIWFASA-N	HHJTWTPUPVQKNA	Lipids and lipid-like molecules	Sphingolipids	Glycosphingolipids	Sphingolipids	Neutral glycosphingolipids|Sphingoid bases	Fatty acids	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00000565916	7.0	Fatty acids	0.6285714285714286	Fatty amides	0.4285714285714285	Primary amides	0.3714285714285714	4.0	0.5808668	ISDB	http://www.wikidata.org/entity/Q82856423	VRPRIAVYSREHAN-UHFFFAOYSA-N	InChI=1S/C18H30/c1-3-4-5-6-7-8-9-11-14-17(2)18-15-12-10-13-16-18/h10,12-13,15-17H,3-9,11,14H2,1-2H3	CCCCCCCCCCC(C)c1ccccc1	C18H30		246.23475096	2-Phenyldodecane	VRPRIAVYSREHAN				http://www.wikidata.org/entity/Q499671	Acca sellowiana	9529.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Myrtales']	['Myrtaceae']	['Myrteae']	['Acca']	['Acca sellowiana']		['Eukaryota']									1.0	0.0	3.323467254638672	1.0	1.0	3.0	0.037	0.037	-93.119	0.025	0.162	26.984	C18H30	[M + H]+	C18H31+	YPHOOIUBOFURLM	InChI=1S/C18H30/c1-6-10-12-16(5)14-18(9-4)15-17(8-3)13-11-7-2/h11-15H,6-10H2,1-5H3	5,7-Diethyl-9-methyl-3E,5E,7E,9E-tridecatetraene	CCCC=C(C)C=C(CC)C=C(CC)C=CCC	7.7	56936067	LIPIDMAPS:(LMFA11000057);PUBCHEM:(56936067)	2147483650.0	247.242	558.0	9.299	8.456305777683363e+17	8.456304953628448e+17	8.456304953586505e+17		247.2421546021688	9.299149	0	0.0	997694.2	0.0	0.0	0.0	997694.2	0.0	0.0	7	218.0	MoNA:2479447 O-Galactosylsphingosine
219	sirius	1.0	canopus	canopus	canopus	1.0	C36H67NO2	[M + H3N + H]+	C36H71N2O2+	Fatty acids	1.0	Fatty amides	0.986	N-acyl ethanolamines (endocannabinoids)	0.332	Lipids and lipid-like molecules	0.951	Fatty Acyls	0.93	Fatty amides	0.933	N-acyl amines	0.895	N-acyl amines	0.895	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	563.552	558.0	9.299	8.456305776005641e+17	8.456304953963992e+17	8.456304953963992e+17		CCMSLIB00003137784	spectra_filtered.mgf	GNPS-NIST14-MATCHES.mgf	0.820041	169220.0	0.0	0.866435	9.0	0.000488281	563.552	1.0	temp/spectra_filtered.mgf219	1.0	Spectral Match to 9-Octadecenamide, (Z)- from NIST14	ESI	QqQ	Isolated	Data from Pieter Dorrestein	Data deposited by daniel	2M+H	563.552	0.0	1.0	301020					3.0	Positive	GNPS-NIST14-MATCHES	563.552	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze											mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003137784																																																	1.0	1.0	0.246	0.246	-259.058	0.88	0.332	38.268	C36H67NO2	[M + H3N + H]+	C36H71N2O2+	QSGRCALYUGDYSW	InChI=1S/C36H67NO2/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35(38)37-36(39)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h17-20H,3-16,21-34H2,1-2H3,(H,37,38,39)	N-octadec-9-enoyloctadec-9-enamide	CCCCCCCCC=CCCCCCCCC(=O)NC(=O)CCCCCCCC=CCCCCCCCC	14.3	17836501;124560838;154099998;54244456;70270794	PUBCHEM:(17836501 124560838 154099998 54244456 70270794)	2.0	563.552	558.0	9.299	8.456305776005641e+17	8.456304953963992e+17	8.456304953963992e+17		563.5515134751643	9.299149	0	0.0	1168880.8	0.0	0.0	0.0	1168880.8	0.0	0.0	7	219.0	Spectral Match to 9-Octadecenamide, (Z)- from NIST14
220	isdb & sirius	1.0	canopus|isdb	canopus|isdb	canopus & isdb	1.0	C18H32O	[M + H3N + H]+	C18H36NO+	Fatty acids	0.998	Fatty acyls	0.993	Fatty alcohols	0.695	Lipids and lipid-like molecules	0.555	Fatty Acyls	0.561					Fatty Acyls	0.561	Organic compounds; Lipids and lipid-like molecules; Ketones; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	282.279	558.0	9.302	8.456305807588755e+17	8.45630495434148e+17	8.45630495434148e+17		CCMSLIB00003140107	spectra_filtered.mgf	GNPS-NIST14-MATCHES.mgf	0.907564	25076500.0	0.0	3462.45	10.0	0.980774	282.279	1.0	temp/spectra_filtered.mgf220	1.0	Spectral Match to 3-Hydroxyoctadecanoic Acid from NIST14	ESI	HCD	Isolated	Data from Wolfender/Litaudon	Data deposited by pmallard	M+H-H2O	283.26	0.0	1.0	17773307					3.0	Positive	GNPS-NIST14-MATCHES	283.26	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze											mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003140107	7.0	Fatty acids	0.6285714285714286	Fatty amides	0.4285714285714285	Primary amides	0.3714285714285714	6.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27077978	NIOYUNMRJMEDGI-UHFFFAOYSA-N	InChI=1S/C16H32O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h16H,2-15H2,1H3	CCCCCCCCCCCCCCCC=O	C16H32O	pos_1_1proton1acetonitrile	240.245315644	Hexadecanal	NIOYUNMRJMEDGI	Fatty acids	Fatty acyls	Fatty aldehydes	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7.0	1.0	7.5	1.0	1.0	1.0	0.245	0.245	-71.183	1.0	0.333	212.683	C18H32O	[M + H3N + H]+	C18H36NO+	RXORHYFDDNAOQS	InChI=1S/C18H32O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19/h2,9-10,18H,1,3-8,11-17H2	octadeca-9,17-dienal	C=CCCCCCCC=CCCCCCCCC=O	6.7	5365667;6431297;41919	COCONUT:(CNP0421855);NORMAN:(NS00076575);SUPERNATURAL:(SN0337975);PUBCHEM:(5365667 6431297 41919);DSSTox:(DTXSID501015908);LOTUS:(Q115946401 Q115947984);PUBMED:(null)	137710796866.0	282.279	558.0	9.302	8.456305807588755e+17	8.45630495434148e+17	8.45630495434148e+17		282.2792363709964	9.302164	0	3737424.2	161543730.0	7620732.0	383479.75	3737424.2	161543730.0	7620732.0	2918270.2	7	220.0	Spectral Match to 3-Hydroxyoctadecanoic Acid from NIST14
221	isdb & sirius	1.0	canopus	canopus	canopus	1.0	C18H38Si	[M + H]+	C18H39Si+	Fatty acids	0.981	Fatty acyls	0.99	Hydrocarbons	0.563	Hydrocarbon derivatives	0.967							Hydrocarbon derivatives	0.967	Organic compounds; Hydrocarbon derivatives; Chemical entities	283.282	558.0	9.305	8.456305822017162e+17	8.456304954718967e+17	8.456304954718967e+17		CCMSLIB00003140107	spectra_filtered.mgf	GNPS-NIST14-MATCHES.mgf	0.80385	94455.0	0.0	78.4325	8.0	0.0222168	283.282	1.0	temp/spectra_filtered.mgf221	1.0	Spectral Match to 3-Hydroxyoctadecanoic Acid from NIST14	ESI	HCD	Isolated	Data from Wolfender/Litaudon	Data deposited by pmallard	M+H-H2O	283.26	0.0	1.0	17773307					3.0	Positive	GNPS-NIST14-MATCHES	283.26	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze											mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003140107	7.0	Fatty acids	0.6285714285714286	Fatty amides	0.4285714285714285	Primary amides	0.3714285714285714	1.0	0.6234224	ISDB									BUOSOJFCMIYTBG							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0.0	0.0	2.49368953704834	1.0	1.0	1.0	0.146	0.146	-68.489	0.873	0.5	80.318	C18H38Si	[M + H]+	C18H39Si+	SYHLXZBJKOOOII	InChI=1S/C18H39Si/c1-4-7-10-13-16-19(17-14-11-8-5-2)18-15-12-9-6-3/h4-18H2,1-3H3/q+1	Trihexylsilanylium	CCCCCC[Si+](CCCCCC)CCCCCC	0.0	54330951	PUBCHEM:(54330951)	2.0	283.282	558.0	9.305	8.456305822017162e+17	8.456304954718967e+17	8.456304954718967e+17		283.282233866216	9.305168	0	771382.06	32264508.0	1569680.5	0.0	771382.06	32264508.0	1569680.5	581125.56	7	221.0	Spectral Match to 3-Hydroxyoctadecanoic Acid from NIST14
222	isdb & sirius	1.0	canopus	canopus	canopus	1.0	C18H38Si	[M + H]+	C18H39Si+	Fatty acids	0.829	Fatty acyls	0.927	Hydrocarbons	0.395	Hydrocarbon derivatives	0.977							Hydrocarbon derivatives	0.977	Organic compounds; Hydrocarbon derivatives; Chemical entities	283.282	559.0	9.325	8.456305814467415e+17	8.456304955096454e+17	8.456304955096454e+17																																															7.0	Fatty acids	0.6285714285714286	Fatty amides	0.4285714285714285	Primary amides	0.3714285714285714	1.0	0.5929559	ISDB									BUOSOJFCMIYTBG							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0.0	0.0	2.37182354927063	1.0	1.0	1.0	0.117	0.117	-57.064	0.87	0.5	67.511	C18H38Si	[M + H]+	C18H39Si+	SYHLXZBJKOOOII	InChI=1S/C18H39Si/c1-4-7-10-13-16-19(17-14-11-8-5-2)18-15-12-9-6-3/h4-18H2,1-3H3/q+1	Trihexylsilanylium	CCCCCC[Si+](CCCCCC)CCCCCC	0.0	54330951	PUBCHEM:(54330951)	2.0	283.282	559.0	9.325	8.456305814467415e+17	8.456304955096454e+17	8.456304955096454e+17		283.28244452170327	9.324699	0	743141.9	1945715.6	1537513.2	0.0	743141.9	1945715.6	1537513.2	581125.56	7		
