feature_id	IK2D	Sources	SMILES	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_superclass	gnps_class	gnps_subclass	gnps_npclassifier_superclass	gnps_npclassifier_class	gnps_npclassifier_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_compoundId	sirius_overallFeatureQuality
65	VHHUMCJOXTZJOX	isdb	CC(C)CC(=O)CCN[C@@H](C)C(=O)O																																													4.0	Fatty acids	0.4761904761904761	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	2.0	0.25385916	ISDB	http://www.wikidata.org/entity/Q105286442	VHHUMCJOXTZJOX-QMMMGPOBSA-N	InChI=1S/C10H19NO3/c1-7(2)6-9(12)4-5-11-8(3)10(13)14/h7-8,11H,4-6H2,1-3H3,(H,13,14)/t8-/m0/s1	CC(C)CC(=O)CCN[C@@H](C)C(=O)O	C10H19NO3		201.136493468	N-(5-Methyl-3-oxohexyl)alanine				http://www.wikidata.org/entity/Q161198	Cycas circinalis	99243.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Unknown']	['Cycadales']	['Cycadaceae']	['Unknown']	['Cycas']	['Cycas circinalis']		['Eukaryota']									1.0	0.0	2.0154366493225098	1.0																									
66	AKRFQXNNUYLRBO	sirius	CC(C)C(=NO)CCC(C)CC(=O)O																																																																																												1.0	1.0	0.217	0.217	-172.471	1.0	1.0	51.431	C10H19NO3	[M + Na]+	C10H19NNaO3+	InChI=1S/C10H19NO3/c1-7(2)9(11-14)5-4-8(3)6-10(12)13/h7-8,14H,4-6H2,1-3H3,(H,12,13)		CC(C)C(=NO)CCC(C)CC(=O)O	1.8	7159171;7159172;7159176;7159177;7324794;7324795;7324796;7324797;6181027;2750481	COCONUT:(CNP0437607);SUPERNATURAL:(SN0008147);PUBCHEM:(7159171 7159172 7159176 7159177 7324794 7324795 7324796 7324797 6181027 2750481)	3145730.0	224.126	201.0	3.356	8.456306079421626e+17	8.456304888658673e+17	8.456304888658673e+17	
66	FCSJBORCTWILJP	isdb																																														-1.0							1.0	0.39899713	ISDB															['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0.0	0.0	1.5959885120391846	1.0																									
67	WBEXQMNCOCWOMJ	sirius	CCCC1=C(C(=CC=C1)Cl)OCC(CO)O																																																																																												1.0	1.0	0.02	0.033	-259.672	1.0	1.0	122.919	C12H17ClO3	[M + K]+	C12H17ClKO3+	InChI=1S/C12H17ClO3/c1-2-4-9-5-3-6-11(13)12(9)16-8-10(15)7-14/h3,5-6,10,14-15H,2,4,7-8H2,1H3	3-(2-Chloro-6-propylphenoxy)-1,2-propanediol	CCCC1=C(C(=CC=C1)Cl)OCC(CO)O	2.6	113938	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(113938);DSSTox:(DTXSID30980467)	137506062338.0	283.05	213.0	3.557	8.456305960345322e+17	8.456304889287818e+17	8.456304889287818e+17	
68	PYLMCYQHBRSDND	isdb	CCCC=C(C=O)CC																																													4.0	Fatty acids	0.4761904761904761	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	12.0	0.0	MS1_match	http://www.wikidata.org/entity/Q24735451	PYLMCYQHBRSDND-UHFFFAOYSA-N	InChI=1S/C8H14O/c1-3-5-6-8(4-2)7-9/h6-7H,3-5H2,1-2H3	CCCC=C(C=O)CC	C8H14O	pos_1_1proton1acetonitrile	126.104465068	2-Ethylhex-2-enal	Fatty acids	Fatty acyls	Fatty aldehydes	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7.0	1.0	7.5	1.0																									
68	QYGNFWFMIGEZKR	sirius	CC(=C)C(=O)CC=C(C)C=C																																																																																												1.0	1.0	0.068	0.068	-47.698	1.0	0.333	120.095	C10H14O	[M + H3N + H]+	C10H18NO+	InChI=1S/C10H14O/c1-5-9(4)6-7-10(11)8(2)3/h5-6H,1-2,7H2,3-4H3	2,6-dimethylocta-1,5,7-trien-3-one	CC(=C)C(=O)CC=C(C)C=C	2.9	5373124;591375;133681554	COCONUT:(CNP0113070);SUPERNATURAL:(SN0318402);PUBCHEM:(5373124 591375 133681554)	3145730.0	168.138	221.0	3.677	8.45630597699671e+17	8.456304889707249e+17	8.456304889707249e+17	
68	XPPALVZZCMPTIV	gnps	CC/C=C\CC1CCCC(=O)O1	CCMSLIB00003138397	spectra_filtered.mgf	GNPS-NIST14-MATCHES.mgf	0.925726	368740.0	0.0	5815.99	7.0	0.983612	168.138	0.0	temp/spectra_filtered.mgf68	1.0	Spectral Match to Jasmine lactone from NIST14	ESI	qTof	Isolated	Data from Gabriel Haddad	Data deposited by mjmeehan	M+H	169.122	168.115	1.0	25524952		CC/C=C\CC1CCCC(=O)O1	InChI=1S/C10H16O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h3-4,9H,2,5-8H2,1H3/b4-3-		3.0	Positive	GNPS-NIST14-MATCHES	169.122	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C10H16O2	XPPALVZZCMPTIV-ARJAWSKDSA-N	Organoheterocyclic compounds	Lactones	Delta valerolactones	Fatty esters	Lactones	Fatty acids	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003138397																																																																								
69	MBAOABFNWSOOLU	sirius	COC(C=CC1=CC=CC=C1)OC																																																																																												1.0	1.0	0.029	0.029	-100.883	0.999	0.333	105.629	C11H14O2	[M + H3N + H]+	C11H18NO2+	InChI=1S/C11H14O2/c1-12-11(13-2)9-8-10-6-4-3-5-7-10/h3-9,11H,1-2H3	(3,3-dimethoxyprop-1-en-1-yl)benzene	COC(C=CC1=CC=CC=C1)OC	2.2	5463228;20378	COCONUT:(CNP0250710);NORMAN:(NS00012091 NS00081756);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);SUPERNATURAL:(SN0220789);PUBCHEM:(5463228 20378);DSSTox:(DTXSID1063433)	137509470210.0	196.133	221.0	3.677	8.456305875997859e+17	8.456304890126679e+17	8.456304890084736e+17	
69	SEPPVOUBHWNCAW	isdb	CCCCCC(=O)/C=C/C=O																																													4.0	Fatty acids	0.4761904761904761	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	3.0	0.0	MS1_match	http://www.wikidata.org/entity/Q21099662	SEPPVOUBHWNCAW-FNORWQNLSA-N	InChI=1S/C9H14O2/c1-2-3-4-6-9(11)7-5-8-10/h5,7-8H,2-4,6H2,1H3/b7-5+	CCCCCC(=O)/C=C/C=O	C9H14O2	pos_1_1proton1acetonitrile	154.099379688	4-Oxo-2-nonenal	Fatty acids	Fatty acyls	Fatty aldehydes	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7.0	1.0	7.5	1.0																									
70	XXSVTBQQRZBFHL	sirius	CC(C)(C)OC(=O)NC12CC(C1)(C2)CO																																																																																												1.0	1.0	0.053	0.053	-259.452	1.0	1.0	46.957	C11H19NO3	[M + Na]+	C11H19NNaO3+	InChI=1S/C11H19NO3/c1-9(2,3)15-8(14)12-11-4-10(5-11,6-11)7-13/h13H,4-7H2,1-3H3,(H,12,14)	tert-Butyl (3-(hydroxymethyl)bicyclo[1.1.1]pentan-1-yl)carbamate	CC(C)(C)OC(=O)NC12CC(C1)(C2)CO	0.9	118997537	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(118997537)	67108866.0	236.126	221.0	3.677	8.456306030641865e+17	8.456304890504166e+17	8.456304890504166e+17	
71	DCBMHXCACVDWJZ	sirius	C1C2CC3CC1CC(C2)[C]3																																																																																												1.0	1.0	0.631	0.631	-21.09	1.0	0.333	44.278	C10H14	[M + H3N + H]+	C10H18N+	InChI=1S/C10H14/c1-7-2-9-4-8(1)5-10(3-7)6-9/h7-10H,1-5H2	Adamantanylidene	C1C2CC3CC1CC(C2)[C]3	3.8	64468	MESH:(64468);PUBCHEM:(64468);PUBMED:(null)	70.0	152.143	232.0	3.865	8.456305807588755e+17	8.456304890881654e+17	8.456304890881654e+17	
71	NAOOUNZOTXOKLH	isdb	C/C=C/C=C/[C@H]1CCCCN1																																													-1.0							1.0	0.5266966	ISDB	http://www.wikidata.org/entity/Q77383339	NAOOUNZOTXOKLH-KCLYPKKVSA-N	InChI=1S/C10H17N/c1-2-3-4-7-10-8-5-6-9-11-10/h2-4,7,10-11H,5-6,8-9H2,1H3/b3-2+,7-4+/t10-/m0/s1	C/C=C/C=C/[C@H]1CCCCN1	C10H17N		151.136099544	(R)-(E,E)-2-(1,3-pentadienyl)piperidine	Alkaloids	Lysine alkaloids	Piperidine alkaloids	http://www.wikidata.org/entity/Q1144013	Streptomyces	772892.0	['Bacteria']	['Unknown']	['Actinobacteria']	['Unknown']	['Streptomycetales']	['Streptomycetaceae']	['Unknown']	['Streptomyces']	['Unknown']											0.0	0.0	2.1067864894866943	1.0																									
72	CDENNWAQQCYNJD	sirius	CCCCC#CCCC(=O)C																																																																																												1.0	1.0	0.152	0.152	-40.78	1.0	0.333	166.839	C10H16O	[M + H3N + H]+	C10H20NO+	InChI=1S/C10H16O/c1-3-4-5-6-7-8-9-10(2)11/h3-5,8-9H2,1-2H3	5-Decyne-2-one	CCCCC#CCCC(=O)C	2.5	14901663	PUBCHEM:(14901663)	2.0	170.154	232.0	3.865	8.456305776508957e+17	8.456304891301084e+17	8.456304891301084e+17	
73	DZGWFCGJZKJUFP	isdb	NCCc1ccc(O)cc1																																													4.0	Fatty acids	0.4761904761904761	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	4.0	0.0	MS1_match	http://www.wikidata.org/entity/Q165930	DZGWFCGJZKJUFP-UHFFFAOYSA-N	InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2	NCCc1ccc(O)cc1	C8H11NO	pos_1_1proton1isopropanol	137.084063972	Tyramine	Alkaloids	Tyrosine alkaloids	Phenylethylamines	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7.0	3.0	8.5	1.0																									
73	JHWHCAIRIWJSNW	sirius	CCCC1=CC(OC1=O)CCC=C																																																																																												1.0	1.0	0.066	0.066	-122.626	1.0	0.333	257.197	C11H16O2	[M + H3N + H]+	C11H20NO2+	InChI=1S/C11H16O2/c1-3-5-7-10-8-9(6-4-2)11(12)13-10/h3,8,10H,1,4-7H2,2H3	5-(But-3-En-1-Yl)-3-Propylfuran-2(5H)-One	CCCC1=CC(OC1=O)CCC=C	3.1	163015547;139584592;122206280	COCONUT:(CNP0291193);SUPERNATURAL:(SN0165930);PUBCHEM:(163015547 139584592 122206280);LOTUS:(Q77372011)	271581186.0	198.149	232.0	3.864	8.456305935934469e+17	8.456304891720515e+17	8.456304891720515e+17	
74	HMWRWCNKEHWSKJ	sirius	CCCCC1CC(=O)CC1CC(=O)O																																																																																												1.0	1.0	0.146	0.146	-96.323	1.0	0.333	135.213	C11H18O3	[M + H3N + H]+	C11H22NO3+	InChI=1S/C11H18O3/c1-2-3-4-8-5-10(12)6-9(8)7-11(13)14/h8-9H,2-7H2,1H3,(H,13,14)	2-[(1R,2S)-2-butyl-4-oxocyclopentyl]acetic acid	CCCCC1CC(=O)CC1CC(=O)O	1.9	21909225;53885569;90987434	PUBCHEM:(21909225 53885569 90987434);PUBMED:(null)	66.0	216.16	232.0	3.865	8.45630578770775e+17	8.456304892139945e+17	8.456304892139945e+17	
74	YWVFNBYKFOWGPG	isdb																																														4.0	Fatty acids	0.4761904761904761	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	1.0	0.24323955	ISDB															['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0.0	0.0	0.972958207130432	1.0																									
75	UQWNNUPJBDWRHC	sirius	C1CCC(CC1)CC(C(CC(=O)O)O)N																																																																																												1.0	1.0	0.199	0.199	-182.517	1.0	1.0	70.048	C11H21NO3	[M + Na]+	C11H21NNaO3+	InChI=1S/C11H21NO3/c12-9(10(13)7-11(14)15)6-8-4-2-1-3-5-8/h8-10,13H,1-7,12H2,(H,14,15)	(4S)-4-amino-5-cyclohexyl-3-hydroxypentanoic acid	C1CCC(CC1)CC(C(CC(=O)O)O)N	-1.0	5287930;4626832;7016396;92308779;92308780;92308781;153949721	PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(5287930 4626832 7016396 92308779 92308780 92308781 153949721);PUBMED:(null)	16777282.0	238.141	232.0	3.865	8.456305799535689e+17	8.456304892517432e+17	8.456304892517432e+17	
76	LSWRBVSEWBWTDR	sirius	C1=CC=C(C=C1)C(=O)OCCO																																																																																												1.0	1.0	0.843	0.889	-36.03	0.766	0.5	64.271	C9H10O3	[M - H2O + H]+	C9H9O2+	InChI=1S/C9H10O3/c10-6-7-12-9(11)8-4-2-1-3-5-8/h1-5,10H,6-7H2	2-Hydroxyethyl benzoate	C1=CC=C(C=C1)C(=O)OCCO	1.22	66747	NORMAN:(NS00041266);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(66747);DSSTox:(DTXSID20879477);LOTUS:(Q27263304);PUBMED:(null)	137774760002.0	149.06	232.0	3.869	8.456305901625059e+17	8.456304892936863e+17	8.456304892936863e+17	
77	GHZFQZUEIITYEZ	sirius	C1=C(C=C(C=C1CCO)C(=O)O)CCO																																																																																												1.0	2.0	0.031	0.031	-98.631	0.282	0.5	35.99	C11H14O4	[M + H]+	C11H15O4+	InChI=1S/C11H14O4/c12-3-1-8-5-9(2-4-13)7-10(6-8)11(14)15/h5-7,12-13H,1-4H2,(H,14,15)	3,5-Bis(2-hydroxyethyl)benzoic acid	C1=C(C=C(C=C1CCO)C(=O)O)CCO	0.6	57058584	PUBCHEM:(57058584)	2.0	211.097	232.0	3.868	8.456305889545463e+17	8.456304893398236e+17	8.456304893356293e+17	
78	AFJDKYQZVDGXBX	sirius	CCCCCCCCNC(CO)(CO)CO																																																																																												1.0	1.0	0.781	0.781	-60.001	0.553	0.5	53.564	C12H27NO3	[M + H]+	C12H28NO3+	InChI=1S/C12H27NO3/c1-2-3-4-5-6-7-8-13-12(9-14,10-15)11-16/h13-16H,2-11H2,1H3	2-(Hydroxymethyl)-2-(octylamino)propane-1,3-diol	CCCCCCCCNC(CO)(CO)CO	1.0	1937568	PUBCHEM:(1937568);DSSTox:(DTXSID80365684);PUBMED:(null)	137438953538.0	234.206	235.0	3.913	8.456305808469559e+17	8.456304893817667e+17	8.456304893817667e+17	
79	JKRODHBGNBKZLE	sirius	CCOC(=O)CNC(=O)C(CS)NC(=O)CCC(C(=O)O)N																																																																																												1.0	2.0	0.006	0.03	-325.23	0.334	0.333	80.056	C12H21N3O6S	[M + H]+	C12H22N3O6S+	InChI=1S/C12H21N3O6S/c1-2-21-10(17)5-14-11(18)8(6-22)15-9(16)4-3-7(13)12(19)20/h7-8,22H,2-6,13H2,1H3,(H,14,18)(H,15,16)(H,19,20)	2-amino-4-({1-[(2-ethoxy-2-oxoethyl)carbamoyl]-2-sulfanylethyl}carbamoyl)butanoic acid	CCOC(=O)CNC(=O)C(CS)NC(=O)CCC(C(=O)O)N	-3.8	7048513;147253;358180;90272125;132918822	PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0229576);HMDB:(HMDB0252819);BloodExposome:(147253 358180);SUPERNATURAL:(SN0168037);MESH:(147253);PUBCHEM:(7048513 147253 358180 90272125 132918822);DSSTox:(DTXSID20922674);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	137496625230.0	336.123	239.0	3.978	8.45630600937674e+17	8.456304894195154e+17	8.456304894195154e+17	
80	VZOMLDYIAWPSDV	sirius	CCCCCCCCCC(CC)C(=O)O																																																																																												1.0	2.0	0.064	0.064	-150.096	0.051	0.5	36.046	C13H26O2	[M + H3N + H]+	C13H30NO2+	InChI=1S/C13H26O2/c1-3-5-6-7-8-9-10-11-12(4-2)13(14)15/h12H,3-11H2,1-2H3,(H,14,15)	(2R)-2-ethylundecanoic acid	CCCCCCCCCC(CC)C(=O)O	4.732	17949563;92179622;98459867;170754	NORMAN:(NS00057494);SUPERNATURAL:(SN0404358);PUBCHEM:(17949563 92179622 98459867 170754);DSSTox:(DTXSID80885892);LOTUS:(Q82864591)	137708699650.0	232.227	259.0	4.322	8.456305802933076e+17	8.456304894614584e+17	8.456304894572641e+17	
81	AXVZFRBSCNEKPQ	isdb	CNCCc1ccc(O)cc1																																													4.0	Fatty acids	0.4761904761904761	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	8.0	0.0	MS1_match	http://www.wikidata.org/entity/Q309527	AXVZFRBSCNEKPQ-UHFFFAOYSA-N	InChI=1S/C9H13NO/c1-10-7-6-8-2-4-9(11)5-3-8/h2-5,10-11H,6-7H2,1H3	CNCCc1ccc(O)cc1	C9H13NO	pos_1_1proton1isopropanol	151.099714036	N-Methyltyramine	Alkaloids	Tyrosine alkaloids	Phenylethylamines	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7.0	3.0	8.5	1.0																									
81	SEWYHOMCDKWYEF	sirius	C(CCO)CC#CC#CCCCCO																																																																																												1.0	1.0	0.025	0.025	-93.748	0.995	0.333	117.753	C12H18O2	[M + H3N + H]+	C12H22NO2+	InChI=1S/C12H18O2/c13-11-9-7-5-3-1-2-4-6-8-10-12-14/h13-14H,5-12H2	dodeca-5,7-diyne-1,12-diol	C(CCO)CC#CC#CCCCCO	1.7	560878	COCONUT:(CNP0076026);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);SUPERNATURAL:(SN0343622);PUBCHEM:(560878);DSSTox:(DTXSID40225578);PUBMED:(null)	137509208130.0	212.165	261.0	4.351	8.456305767700918e+17	8.456304895327616e+17	8.456304895327616e+17	
82	ZLEBLWDLKHDYEW	sirius	CC(C)(C)OC(=O)NC(CC1CCCC1)CO																																																																																												1.0	1.0	0.019	0.024	-212.119	1.0	1.0	72.809	C13H25NO3	[M + Na]+	C13H25NNaO3+	InChI=1S/C13H25NO3/c1-13(2,3)17-12(16)14-11(9-15)8-10-6-4-5-7-10/h10-11,15H,4-9H2,1-3H3,(H,14,16)	tert-butyl N-[(2R)-1-cyclopentyl-3-hydroxypropan-2-yl]carbamate	CC(C)(C)OC(=O)NC(CC1CCCC1)CO	2.9	59383028;98041262;68714168	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(59383028 98041262 68714168)	67108866.0	266.173	289.0	4.809	8.456305776928388e+17	8.456304895705103e+17	8.456304895705103e+17	
83	DOTCCDYHDBZAAY	sirius	CC(=O)OCC1CC2C3CCC(C3)C2C1																																																																																												1.0	1.0	0.093	0.093	-134.69	1.0	0.333	217.499	C13H20O2	[M + H3N + H]+	C13H24NO2+	InChI=1S/C13H20O2/c1-8(14)15-7-9-4-12-10-2-3-11(6-10)13(12)5-9/h9-13H,2-7H2,1H3	Octahydro-4,7-methano-1H-indene-2-methanol acetate	CC(=O)OCC1CC2C3CCC(C3)C2C1	3.1	121494090;115844	NORMAN:(NS00012805);PUBCHEM:(121494090 115844);DSSTox:(DTXSID20867091)	137439215618.0	226.18	289.0	4.809	8.456305950908137e+17	8.456304896124534e+17	8.456304896124534e+17	
83	KUBCEEMXQZUPDQ	isdb	CN(C)CCc1ccc(O)cc1																																													4.0	Fatty acids	0.4761904761904761	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	11.0	0.0	MS1_match	http://www.wikidata.org/entity/Q119915	KUBCEEMXQZUPDQ-UHFFFAOYSA-N	InChI=1S/C10H15NO/c1-11(2)8-7-9-3-5-10(12)6-4-9/h3-6,12H,7-8H2,1-2H3	CN(C)CCc1ccc(O)cc1	C10H15NO	pos_1_1proton1isopropanol	165.1153641	Hordenine	Alkaloids	Tyrosine alkaloids	Amarylidaceae alkaloids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7.0	2.0	8.0	1.0																									
84	DXNCZXXFRKPEPY	gnps	C(CCCCCC(=O)O)CCCCCC(=O)O	CCMSLIB00006114412	spectra_filtered.mgf	BIRMINGHAM-UHPLC-MS-POS.mgf	0.736147	251612.0	0.0	4014.12	8.0	0.984161	244.191	1.0	temp/spectra_filtered.mgf84	1.0	Brassylic acid - 40.0 eV	ESI	Orbitrap	Isolated	PI	Data Collector	M+H	245.175	0.0	1.0			C(CCCCCC(=O)O)CCCCCC(=O)O	InChI=1S/C13H24O4/c14-12(15)10-8-6-4-2-1-3-5-7-9-11-13(16)17/h1-11H2,(H,14,15)(H,16,17)		1.0	Positive	BIRMINGHAM-UHPLC-MS-POS	245.175	UPDATE-SINGLE-ANNOTATED-GOLD	Gold		C13H24O4	DXNCZXXFRKPEPY-UHFFFAOYSA-N	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Fatty Acids and Conjugates	Dicarboxylic acids	Fatty acids	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00006114412																																																																								
84	QVTINBMJKAORHL	sirius	C1CCC(C1)C(=O)CCCCCCC(=O)O																																																																																												1.0	1.0	0.392	0.392	-94.147	1.0	0.333	157.265	C13H22O3	[M + H3N + H]+	C13H26NO3+	InChI=1S/C13H22O3/c14-12(11-7-5-6-8-11)9-3-1-2-4-10-13(15)16/h11H,1-10H2,(H,15,16)	8-Cyclopentyl-8-oxooctanoic acid	C1CCC(C1)C(=O)CCCCCCC(=O)O	2.7	24726973	PUBCHEM:(24726973);DSSTox:(DTXSID80645357)	137438953474.0	244.191	289.0	4.812	8.456306044944443e+17	8.456304896543964e+17	8.456304896543964e+17	
85	GFWVDQCGGDBTBS	sirius	CC(C)CC(C)CC(=O)CC(C)C																																																																																												1.0	2.0	0.096	0.096	-104.38	0.076	0.5	29.874	C12H24O	[M + H3N + H]+	C12H28NO+	InChI=1S/C12H24O/c1-9(2)6-11(5)8-12(13)7-10(3)4/h9-11H,6-8H2,1-5H3	2,6,8-Trimethyl-4-nonanone	CC(C)CC(C)CC(=O)CC(C)C	3.8	6994350;6997372;61057	NORMAN:(NS00007614);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(6994350 6997372 61057);DSSTox:(DTXSID7026998)	137506324482.0	202.217	290.0	4.837	8.456305992641466e+17	8.456304896879508e+17	8.456304896879508e+17	
86	PQEIUJGJYPUELF	sirius	CN1C2=C(N=C1N)N(C(=O)N(C2=O)C)C																																																																																												1.0	4.0	0.111	0.111	-104.402	0.087	0.094	10.078	C8H11N5O2	[M + H3N + H]+	C8H15N6O2+	InChI=1S/C8H11N5O2/c1-11-4-5(10-7(11)9)12(2)8(15)13(3)6(4)14/h1-3H3,(H2,9,10)	8-Aminocaffeine	CN1C2=C(N=C1N)N(C(=O)N(C2=O)C)C	-0.389	64129	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);SUPERNATURAL:(SN0292264);PUBCHEM:(64129);DSSTox:(DTXSID50191235);PUBMED:(null)	137507110978.0	227.125	293.0	4.89	8.456306002330309e+17	8.456304897256996e+17	8.456304897256996e+17	
