"samples"	"PC1"	"PC2"	"PC3"
"20260624_CVOL_Darleen_A549_110626_PET05.mzML"	-0.162577952568053	0.0263891423262503	-0.0409802703475294
"20260624_CVOL_Darleen_A549_110626_PET100.mzML"	-0.187520840359286	0.0879279436184563	0.00495987345938185
"20260624_CVOL_Darleen_A549_110626_PS05.mzML"	-0.182757085614114	0.0110642131304421	-0.145288232412276
"20260624_CVOL_Darleen_A549_110626_PS100.mzML"	-0.194128149677574	0.0705848355618907	-0.222164135870386
"20260624_CVOL_Darleen_A549_110626_untreated.mzML"	-0.193192674856833	0.154415401411644	0.132225672872469
"20260624_CVOL_Darleen_A549_180626_PET05.mzML"	-0.0668221633367192	-0.0116558945188906	-0.149709286103825
"20260624_CVOL_Darleen_A549_180626_PET100.mzML"	-0.19908033724547	0.0706205356258914	-0.0628093484597248
"20260624_CVOL_Darleen_A549_180626_PS05.mzML"	-0.225548591092538	0.179904928895972	0.11110922587803
"20260624_CVOL_Darleen_A549_180626_PS100.mzML"	-0.237331690451429	0.14695461779564	0.0495369638041064
"20260624_CVOL_Darleen_A549_180626_untreated.mzML"	-0.183462359222169	0.212875087859565	0.220849062514813
"20260624_CVOL_Darleen_A549_210626_PET05.mzML"	-0.139844152461917	0.183794033749274	-0.221583421991896
"20260624_CVOL_Darleen_A549_210626_PET100.mzML"	-0.20680021302199	0.091208078876409	-0.206449328274052
"20260624_CVOL_Darleen_A549_210626_PS05.mzML"	-0.210821767964024	0.162794156802108	0.117278881317358
"20260624_CVOL_Darleen_A549_210626_PS100.mzML"	-0.196083929434768	0.213645129730937	-0.0937108046162086
"20260624_CVOL_Darleen_A549_210626_untreated.mzML"	-0.214694321341171	0.193205338321928	-0.0639267000164438
"20260624_CVOL_Darleen_MDM_160526_PET05.mzML"	0.164073421291113	-0.353715073557358	-0.144349897988768
"20260624_CVOL_Darleen_MDM_160526_PET100.mzML"	0.0957189366255282	-0.274805452130172	-0.161014158136887
"20260624_CVOL_Darleen_MDM_160526_PS05.mzML"	0.218611626580791	-0.377640318038855	-0.057785075044606
"20260624_CVOL_Darleen_MDM_160526_PS100.mzML"	0.195715289346928	-0.0995328638115124	-0.521190076656323
"20260624_CVOL_Darleen_MDM_160526_untreated.mzML"	0.20241775922771	-0.351449585454354	-0.156298006374589
"20260624_CVOL_Darleen_MDM_A_190626_PET05.mzML"	1.01592166019703	0.704904997686664	-0.0681000802384863
"20260624_CVOL_Darleen_MDM_A_190626_PET100.mzML"	0.130764885358241	0.117490048004788	0.109523684124093
"20260624_CVOL_Darleen_MDM_A_190626_PS05.mzML"	0.0596511341711664	-0.120103052175677	0.248813289996755
"20260624_CVOL_Darleen_MDM_A_190626_PS100.mzML"	0.0726827664088017	-0.0911402514483713	0.197435629726345
"20260624_CVOL_Darleen_MDM_A_190626_untreated.mzML"	0.0699489002555553	-0.0482947570361017	0.221186234677951
"20260624_CVOL_Darleen_MDM_B_120626_PS05.mzML"	0.112085901198615	-0.262410197675382	-0.0895354195137098
"20260624_CVOL_Darleen_MDM_B_190626_PET05.mzML"	0.212977004225804	-0.123388943073937	0.330556405484221
"20260624_CVOL_Darleen_MDM_B_190626_PET100.mzML"	0.0271431203324288	-0.160037221157435	0.178753699385521
"20260624_CVOL_Darleen_MDM_B_190626_PS100_20260626090336.mzML"	0.0814806971065535	-0.160573700302539	0.233848843003048
"20260624_CVOL_Darleen_MDM_B_190626_untreated.mzML"	0.141473126321788	-0.193031179017275	0.248816775801617
