	PET_vs_PS_fold_change_log2	PET_vs_PS_p_value	PET_vs_Untreated_fold_change_log2	PET_vs_Untreated_p_value	PS_vs_Untreated_fold_change_log2	PS_vs_Untreated_p_value
(3S,4S,7R,9R,12S,13S,16R,18R)-3,9,12-Trimethyl-18-ethyl-4,7:13,16-diepoxy-1,10-dioxacyclooctadecane-2,11-dione	0.0364808809903233	0.936788380351691	0.196470913036346	0.26169859514667	0.159990032046023	0.395782397844062
D-galactosyl-N-hexadecanoylsphinganine	0.319963835703968	0.0662254427244701	0.0730988684791644	0.915435055065012	-0.246864967224804	0.299952738507941
N-dodecanoylsphinganine	0.1461679421466	0.552033710168939	0.131057692850783	0.727123992864918	-0.0151102492958169	0.99526597957638
(2E,10Z,13Z)-2-[(6Z,9Z)-pentadeca-6,9-dienyl]nonadeca-2,10,13-trienal	0.0420188515226269	0.919761539324931	-0.103231837987657	0.739548093944593	-0.145250689510284	0.544691449792833
2,3-dinor-8-epi-prostaglandin F2alpha	0.0640615759028586	0.779219399066809	-0.0342504484304978	0.956209808972781	-0.0983120243333564	0.683506642882689
pentaethylene glycol	-0.0490527711234106	0.920588471926198	-0.109705772267307	0.768972476191538	-0.0606530011438964	0.924798542710072
3,6,9,12,15-octadecapentaenoic acid	0.0436678691246096	0.823078495559316	-0.0188986233854041	0.97682935379542	-0.0625664925100137	0.769288469292919
Cytospolide C	0.0517860979539316	0.937269824961742	0.13817899585915	0.723809438930247	0.0863928979052183	0.876391163423015
(2E)-geranyl hexadecanoate	0.00229056382834829	0.999749210608878	-0.0809743263313679	0.822241634176753	-0.0832648901597162	0.812869500090129
dimyristoyl phosphatidylcholine	0.0638216250149005	0.910954018528532	0.184120460994676	0.575453534521046	0.120298835979775	0.779213209169187
3-hydroxydodecanoylcarnitine	0.0270698864225608	0.965827399435417	0.178678126366002	0.340922384697913	0.151608239943441	0.450134119324881
O-dodecanoylcarnitine	0.0585070878652365	0.87828387803838	0.076492155761233	0.861016361725172	0.0179850678959966	0.991374201235015
acetylcholine	0.0913666749173691	0.736423760665864	0.0904908355086307	0.818060535835757	-0.000875839408738373	0.99997979817424
N-hexadecanoylsphingosine-1-phosphocholine	0.0739016839998141	0.793289443896018	0.0251592724383843	0.982703434231216	-0.0487424115614298	0.933523437410522
Ximenynic acid	0.0631207621941679	0.708092105531909	-0.0286459342136567	0.955976689101869	-0.0917666964078247	0.622270875696066
N-hexadecanoylphytosphingosine-1-phosphocholine	0.103739087588728	0.603601027315668	0.10708163996303	0.69658409547759	0.00334255237430212	0.999616013268641
1-(3-O-sulfo-beta-D-galactosyl)-N-docosanoylsphingosine(1-)	0.0980733190429136	0.773740773950736	0.339902681570021	0.105681011786798	0.241829362527108	0.282242662710106
bis(2-ethylhexyl) phthalate	0.00448522011331555	0.999047086173274	0.0741665918641773	0.834368561743527	0.0696813717508618	0.851743118134346
diisononyl phthalate	-0.0332908510952829	0.945353604403783	-0.00239588319212284	0.999801328167981	0.0308949679031602	0.968270514136932
N-(2-hydroxytetradecanoyl)icosasphinganine	0.203478457545828	0.261999478421033	0.233960178690382	0.297400774446076	0.0304817211445545	0.975469420919437
4-(trimethylammonio)butanoate	0.0645167313191135	0.855437255129396	0.081657225718014	0.844782388298907	0.0171404943989005	0.992208886882627
N-oleoyl-(4E,14Z)-sphingadienine-1-phosphocholine	0.0896788974573756	0.734262906516636	0.0550777441090055	0.926308883648477	-0.0346011533483702	0.968308532668145
N-(docosanoyl)ethanolamine	0.114040458713584	0.611020039157377	0.0626108506897717	0.907502222878547	-0.0514296080238122	0.931510608471845
Fusaridioic acid C	0.0447589664245026	0.897860951140491	-0.0466845085858387	0.929187562181593	-0.0914434750103414	0.749626808937234
1,2-dipalmitoleoyl-sn-glycero-3-phosphocholine	0.0349195140208442	0.973807988165641	0.155844044196172	0.685170659119487	0.120924530175327	0.790962948465747
N-octadecanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine	0.0486740371029293	0.929275060924476	0.0571407077516807	0.934441215471152	0.0084666706487514	0.998457405611311
2-edahma [dmed-fahfa]	0.0861855266829337	0.71090623820469	-0.0471741814268501	0.939096431862714	-0.133359708109784	0.592498128955417
tetraglyme	0.105046935860324	0.775210512718735	-0.0123875901999121	0.99780465350898	-0.117434526060236	0.809991118157705
6-{(1S,5S)-4-oxo-5-[(2Z)-pent-2-en-1-yl]cyclopent-2-en-1-yl}hexanoate	0.0528743359972441	0.866378963378035	-0.0579626588337208	0.898904967890978	-0.110836994830965	0.67061878249895
N-(2R-methyl-3-hydroxy-ethyl)-16,16-dimethyl-5Z,8Z,11Z,14Z-docosatetraenoyl amine	0.0459247354619322	0.912334636431562	-0.0783519463695753	0.849682500696602	-0.124276681831507	0.657843873050489
Tricosanoyl-EA	0.106975361109829	0.271256881790873	0.14319191267631	0.205860007832912	0.0362165515664809	0.890857573025294
1,2-dioleoylglycerol	0.128604221815346	0.70646041586449	0.117226609311935	0.825163910602261	-0.0113776125034113	0.998008473775521
1-octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoserine(1-)	0.0148738451560007	0.995696593196036	-0.0663966991909981	0.947381553577443	-0.0812705443469989	0.921514590604986
1-stearoyl-2-arachidonoyl-sn-glycerol	0.0614033258775031	0.806191648798316	0.137122577979124	0.47750491459902	0.0757192521016202	0.786665206409648
N-palmitoylhexadecasphinganine	0.161812393616071	0.36928408913529	0.178301258253884	0.439681201425384	0.0164888646378131	0.99191405106995
soblidotin	0.00239810296112773	0.999890252674568	0.0489798708170817	0.969003681533871	0.0465817678559538	0.97187344898969
PC(18:1(9Z)/13:0)	0.0038901760033565	0.99968444002809	0.0356186773456801	0.982142282406038	0.0317285013423236	0.985763644779903
HexCer(d18:1/16:0)	0.0393768422338635	0.933018110469512	-0.0250226472974237	0.982272081605399	-0.0643994895312873	0.885807533220897
N-tetradecanoylsphinganine	0.104078297018441	0.550651544642825	0.0159132088244949	0.991082120261666	-0.0881650881939459	0.74661818537784
Circulocin alpha	0.081910166025261	0.837361246125155	0.0272255572466538	0.987410266654938	-0.0546846087786071	0.947419699196709
1,2-di-O-pentadecanoyl-sn-glycero-3-phosphocholine	0.0392494473912609	0.969019010913342	0.0561187954097436	0.95755000250829	0.0168693480184829	0.995974351880808
C16 phytosphingosine	0.00148333461243934	0.999917340435465	-0.0201873105340891	0.989999466937212	-0.0216706451465286	0.988473549422354
cholesterol-2,2,3,4,4,6-d6	0.0155533818446839	0.973601961807426	0.0205548776128759	0.969230783745792	0.00500149576819214	0.998129107504037
1-stearoyl-2-arachidonoyl-sn-glycero-3-phosphoserine(1-)	0.0124242233865478	0.993420157369075	0.0669763794979361	0.8761968542799	0.0545521561113881	0.915220141007625
1,2-dioleoyl-sn-glycero-3-phospho-L-serine	0.0175189826821837	0.993902681727912	0.037001179171656	0.981741868777779	0.0194821964894725	0.994839798018328
PC(16:1(9Z)/17:1(9Z))	0.0460138879207614	0.955682371321861	0.0952926507812087	0.874885456539521	0.0492787628604472	0.963637461372897
15-tetracosenal	0.0982643103867995	0.221408595846034	0.099377745592241	0.350457641332605	0.00111343520544138	0.999852957753432
(25R)-24R,26R-dimethyl-26,27-cyclo-cholest-5-en-3beta-ol	0.102580432146998	0.224177477150361	0.12066752107629	0.24600672179402	0.0180870889292917	0.964864493993649
N-stearoylhexadecasphinganine	0.0948809835964912	0.674831945939798	-0.0623005634658261	0.90251089547416	-0.157181547062317	0.505881054403686
1-hexadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine zwitterion	0.0690316125663422	0.837980159511845	0.053754892841171	0.931456530217437	-0.0152767197251712	0.993986816875278
(9E)-10-nitrooctadecenoic acid	-0.00197496210079386	0.999666714470278	0.0108450904966025	0.993263631247725	0.0128200525973966	0.990613186103343
1-O-oleoyl-N-acetylsphingosine	0.0697656331429496	0.802722920720339	-0.0457115842769862	0.943239782830994	-0.115477217419936	0.679552453076903
Microcyclamide GL628	-0.110133665528092	0.645671433366985	-0.175081026591285	0.497775093225357	-0.064947361063193	0.912933223052139
1,2-di-O-palmitoyl-sn-glycero-3-phosphocholine	0.0990483960291023	0.821428972308836	0.133749772713071	0.783061254118683	0.0347013766839684	0.982372608759129
Desmethoxymajusculamide C	0.0522305947986986	0.942127442452482	0.0691326483298555	0.932000296047844	0.0169020535311567	0.995633863846114
1-hexadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine	0.0947299904289449	0.820595074029201	0.0589476297582762	0.951149338214475	-0.0357823606706684	0.980463370095045
PC(P-16:0/20:5(5Z,8Z,11Z,14Z,17Z))	0.133365956641965	0.511911443255785	0.143467456412618	0.592493977734039	0.0101014997706531	0.9970988244983
N-nonadecanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine	0.0753312949477633	0.711119491242834	0.0509780317607765	0.901828220444658	-0.0243532631869867	0.975383732307624
3-alpha-D-glucuronosyl-2-palmitoyl-1-stearoyl-sn-glycerol	0.0561242761871881	0.939387569215842	0.0660418158242754	0.943527456339068	0.00991753963708719	0.99863507824805
2-(Tetradecanoylamino)-3-methylbutyric acid 2-deoxy-2-(butyrylamino)-alpha-D-glucopyranosyl ester	0.09327279914708	0.705439972775655	0.152701448102796	0.526088314355958	0.0594286489557154	0.899414357847691
GW 7647	0.172188132731456	0.394897452424645	0.313689891176098	0.115168896260892	0.141501758444642	0.589572033028844
PC(15:0/17:1(9Z))	0.0635019329289289	0.928718871651871	0.0450080125577291	0.975799690671885	-0.0184939203712001	0.995683653613428
N-oleoylglycinate	0.0106967594600988	0.985644799535873	-0.0318931613266435	0.920379816177936	-0.0425899207867423	0.861862306015454
1,2-bis-[(9Z,11Z)-octadecadienoyl]-sn-glycero-3-phosphoethanolamine	0.0587143247714724	0.894615315649572	0.158389601953645	0.56630951206989	0.0996752771821729	0.788509222817069
1-pentadecanoyl-2-hexadecanoyl-sn-glycero-3-phosphocholine	0.00361612071110044	0.999560216023489	-0.0262663634213851	0.984967671724025	-0.0298824841324856	0.980542084194906
(2Z,10Z,13Z)-2-tridecylnonadeca-2,10,13-trienal	0.11137068335819	0.459092400964378	0.0910587397869923	0.705987037734079	-0.0203119435711978	0.981215578832928
DG(20:0/18:3(6Z,9Z,12Z)/0:0)	0.133280658404301	0.67611117576692	0.138226124992411	0.753599336055918	0.0049454665881106	0.999598569734385
1-(1Z-hexadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine	0.112203153642113	0.71930092190838	0.168135245070449	0.600942716177014	0.0559320914283358	0.939898692526371
1-(1Z-hexadecenyl)-2-tetradecanoyl-sn-glycero-3-phosphocholine	0.0963811652915422	0.830324077047663	0.101097367823821	0.871870335616491	0.00471620253227898	0.999679372817747
11-tetradecynoic acid	0.0176223930256469	0.966030767243558	-0.0233186516230739	0.961552740475501	-0.0409410446487208	0.885210957258791
lysophosphatidylethanolamine (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)	-0.0188658782194282	0.992830230974109	-0.0118304564956739	0.998105818365089	0.00703542172375417	0.999338380785677
PC(17:1(9Z)/17:1(9Z))	0.028444702567023	0.984876704887268	0.0355629219021936	0.984168238065162	0.00711821933517061	0.999347754157685
N-[(9Z)-hexadecenoyl]glycinate	-0.0334032520465101	0.939522082872523	-0.0534743355133805	0.900382527565952	-0.0200710834668705	0.985607123595239
Ebastine	0.0911620910653619	0.38876078836298	0.122692175686529	0.314643142232873	0.0315300846211669	0.918544171573479
N-(2-hydroxyhexadecanoyl)sphinganine	0.129661225219271	0.573736163044937	-0.0524612205498639	0.946933979079508	-0.182122445769134	0.496134700786347
PE(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))	0.0639359429737616	0.915190455766268	0.114705809083997	0.821864220091514	0.0507698661102353	0.960390779857752
dolichyl palmitate	0.0850414505766936	0.707022952045605	-0.0304357668432421	0.972698113583882	-0.115477217419936	0.659558474152323
batzelladine A	0.0671374838905697	0.90896152157521	0.0389301278002756	0.979176070771491	-0.0282073560902941	0.98848848030488
PC(17:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	0.129405434785402	0.622563028180281	0.165397054903709	0.58966135118167	0.0359916201183066	0.972486183706793
PC(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))	0.033392813802205	0.942629020614452	0.0372931399701427	0.951914263635634	0.00390032616793791	0.999447418215044
LysoPA(22:5(4Z,7Z,10Z,13Z,16Z)/0:0)	0.0106218886633108	0.996483028236304	0.0597972547375507	0.926076024332403	0.0491753660742399	0.948975464558848
9-[(9Z),(12Z)-octadecadienoyloxy]-octadecanoate	0.083159389614784	0.746277547728578	-0.0554649373376569	0.923556296933432	-0.138624326952441	0.596208026733103
1-hexadecyl-2-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl]-sn-glycero-3-phosphocholine	0.0778867051668695	0.883521186000945	0.163552573008527	0.68212371240058	0.0856658678416577	0.894111109810391
1-[(9Z)-octadecenoyl]-2-[(6Z,9Z)-octadecadienoyl]-sn-glycero-3-phosphocholine	-0.00972048070646611	0.997640999845477	-0.00545188070226364	0.999503320796129	0.00426860000420255	0.999697536124271
1-heptadecanoyl-2-arachidonoyl-sn-glycero-3-phosphoethanolamine zwitterion	0.0855356309998998	0.793180723223512	0.143315601474764	0.639153760632728	0.0577799704748647	0.924661012374094
(2E,10Z,13Z)-2-[(Z)-pentadec-6-enyl]nonadeca-2,10,13-trienal	0.0863518649273873	0.327450112244731	0.092215179491256	0.422622535981501	0.00586331456386884	0.996179099917168
palmitoleoyl ethanolamide	0.0853120519580566	0.597503006001047	0.157410603403633	0.302510447755506	0.072098551445577	0.758690605816047
N-tetradecanoylicosasphinganine	0.139921122382213	0.0919301896963088	0.0759631760679123	0.615740522110655	-0.0639579463143009	0.683599406434035
PC(P-18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	0.0975126486013194	0.822235323582206	0.111324068584097	0.842070932558251	0.0138114199827775	0.997154906782788
12-(octadecanoyloxy)octadecanoate	0.195361476139767	0.267213893388968	0.169668135586487	0.512052715816289	-0.0256933405532808	0.982129736072736
Putative (3-hydroxyoctadecanoyl)glycine	-0.00101970222229172	0.999962679684591	0.0393627788081348	0.962644917446594	0.0403824810304265	0.960753652814668
PC(P-18:1(9Z)/18:3(6Z,9Z,12Z))	0.0925520355600077	0.655360423200045	0.144366183433434	0.49524597818838	0.0518141478734262	0.905858562931108
1-(1Z-hexadecenyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine	0.0825694507067457	0.889519605949562	0.115667596210532	0.855128012507261	0.0330981455037866	0.986449787403579
PC(19:0/18:4(6Z,9Z,12Z,15Z))	0.0607542045778113	0.870624476474468	0.0914347965239349	0.808087320175303	0.0306805919461236	0.975104977483281
11-Oxooctadecanoic acid	0.0467318144047846	0.851434888341966	-0.0379525269760222	0.935247730809319	-0.0846843413808066	0.711416485073956
PC(P-16:0/20:3(5Z,8Z,11Z))	0.0680312386101766	0.863644988501818	0.181449328506354	0.479546832145503	0.113418089896178	0.736301672158507
PC(P-18:1(9Z)/18:2(9Z,12Z))	0.0578753973705282	0.921536197149558	0.163412411188254	0.630994715137617	0.105537013817726	0.817151852780104
PC(P-18:1(9Z)/16:1(9Z))	0.0774195798110695	0.895897728960737	0.133079823742693	0.799226785130113	0.0556602439316242	0.959203086820902
2-[4-(2-hydroxyethyl)piperazin-1-yl]ethanesulfonic acid	0.0671772843995898	0.833411081637324	0.0065729712237412	0.998877272006307	-0.0606043131758488	0.905143967961837
Cer(d18:0/15:0)	0.173624859353001	0.38272917236984	0.211409062623104	0.37738878531883	0.0377842032701033	0.964228203190252
(1R,4aR,5S)-5-(3-hydroxy-3-methylpent-4-enyl)-1,4a-dimethyl-6-methylidene-3,4,5,7,8,8a-hexahydro-2H-naphthalene-1-carboxylic acid	0.0326510118726547	0.910203009996738	-0.0192291722176953	0.979170346979982	-0.0518801840903501	0.855663130546522
1-octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine zwitterion	0.0610937952047131	0.86420055047336	-0.0193282821293778	0.990781251215582	-0.0804220773340907	0.846842498041943
PC(17:1(9Z)/14:0)	0.0909321186585451	0.837190393701335	0.10159517673073	0.861425306390988	0.0106630580721846	0.998241517037654
PC(P-18:0/20:5(5Z,8Z,11Z,14Z,17Z))	0.0932613340799484	0.722431398258233	0.157788796417066	0.52682496796511	0.0645274623371173	0.889821125062829
1-[(1Z)-hexadecenyl]-2-[(9Z)-octadecenoyl]-sn-glycero-3-phosphocholine	0.0584017714224984	0.941928720086173	0.112031994557175	0.859155296741975	0.0536302231346768	0.964270931218113
Alpha-Linolenoyl ethanolamide	0.120514866686486	0.542837536201763	0.226812867905239	0.223261796602911	0.106298001218752	0.687705651219974
Termitomycesphin A	0.121135625259817	0.705589136382397	0.158439498669521	0.665431643875037	0.0373038734097037	0.97538482758269
PC(P-18:1(9Z)/20:3(5Z,8Z,11Z))	0.0501672010297358	0.892448168560077	0.135394105177685	0.56242802866924	0.0852269041479492	0.787192118380683
PC(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))	-0.0454308350693136	0.923375084152798	-0.0328994399359395	0.972220555076122	0.0125313951333741	0.996043341395444
phosphocholine	0.0564043315303342	0.934603068952884	0.0609867292922504	0.948461947358834	0.00458239776191648	0.99968877826177
PC(12:0/22:1(11Z))	0.0515388406151759	0.947785443328806	0.0576850705604792	0.956001990630965	0.00614622994530314	0.999469854773353
Trichodecenin-II	0.076859582131548	0.766525177759107	0.111491752248122	0.683618530833345	0.0346321701165739	0.961522282900394
PE(20:0/18:4(6Z,9Z,12Z,15Z))	0.0728877199893976	0.794429167429657	0.109862860498199	0.700570903899845	0.0369751405088013	0.957979961666824
aleplasinin	0.125689034199066	0.448109050405042	-0.0184598112166237	0.989272843160202	-0.14414884541569	0.497543910383828
Palmityl linolenate	0.0635211722080069	0.695204635600314	-0.0296756494954991	0.951014839964393	-0.0931968217035062	0.60160190363479
N-henicosanoyl-4-hydroxy-15-methylhexadecasphinganine-1-phosphocholine	0.0180339234328798	0.989357224341511	-0.0102444127483115	0.997744603433099	-0.0282783361811911	0.982739971762409
PC(22:1(11Z)/12:0)	-0.103325083900739	0.800674442755968	0.21984004549995	0.440357660075156	0.32316512940069	0.201656318432718
dioleoyl phosphatidylethanolamine	0.0615630189930043	0.919137195969216	0.0619125457781698	0.944658890861165	0.000349526785165548	0.999998102254142
Senkyunolide h	0.0186424212447612	0.990674032167978	0.0631121760655772	0.928999036230972	0.0444697548208159	0.963586512958219
1-octadecyl-2-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl]-sn-glycero-3-phosphocholine	0.0516228593891442	0.916624674413749	0.166065116893286	0.529253639131066	0.114442257504142	0.728223099257901
Deformylated antimycin A2a	-0.115477217419936	0.517606811174388	-0.115477217419936	0.642146295673151	0	1
PC(P-18:1(9Z)/18:1(9Z))	0.0711741213778603	0.910640469781215	0.156252515533904	0.728790636508528	0.0850783941560442	0.905422475063826
1-octadecanoyl-2-[(8Z,10Z,12Z,14Z)-eicosatetraenoyl]-sn-glycero-3-phosphocholine	0.0272297020430533	0.982504919862782	0.0891336823222126	0.877188131667132	0.0619039802791591	0.937467804422508
1-octadecanoyl-2-(6Z,9Z,12Z,15Z,18Z-docosapentaenoyl)-sn-glycero-3- phosphocholine	0.0558257118005646	0.813040767195031	0.0532206658481541	0.881969529853642	-0.00260504595241042	0.999685674884554
1,2-dioleoyl-sn-glycero-3-phosphocholine(1+)	-0.00192480761003605	0.999918602285209	-0.0262391895188293	0.990136502020767	-0.0243143819087933	0.991535392667855
N-(2-hydroxytricosanoyl)-15-methylhexadecasphing-4-enine-1-phosphocholine	0.0546813269750291	0.861616454608822	0.0429390013855187	0.94086963698647	-0.0117423255895103	0.995266431595625
Bacilotetrin B	-0.20825411669481	0.247475855324702	-0.20825411669481	0.38739968468633	0	1
Cer(d18:0/17:0)	0.156937462199664	0.312058222390615	0.0537534565602874	0.915250295414302	-0.103184005639376	0.697754850737122
N-hexadecanoylglycinate	-0.0238874087194968	0.956489243849086	0.0294682486598095	0.954249517775814	0.0533556573793063	0.860386864251711
(18Z,21Z,24Z,27Z,30Z,33Z)-hexatriacontahexaenoate	0.105682928090864	0.567493303816588	-0.0273506092672784	0.976696625066668	-0.133033537358142	0.556053251742762
1-arachidonoyl-sn-glycero-3-phosphoethanolamine	0.0269872741901804	0.976384459700906	0.0408975389307696	0.963747376656851	0.0139102647405892	0.995651455088854
9-Deoxo-31-O-demethyl FK506	0.0438245244228086	0.939166313890628	0.128597975374826	0.685646238921747	0.0847734509520175	0.84329268539807
1-(1Z,9Z-octadecadienyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine	0.0646411513983292	0.753071122173123	0.035534849135106	0.945054608852242	-0.0291063022632232	0.961097727530747
PA(P-20:0/17:0)	0.0952386953838305	0.855363250298179	0.00374360744548909	0.99984805705034	-0.0914950879383417	0.907910533450191
PC(P-20:0/14:1(9Z))	0.117376042546561	0.792906011657299	0.0876994440612098	0.918423371420467	-0.0296765984853509	0.989456254399192
