"feature_id_full","feature_id","feature_mz","feature_rt","sirius_molecularformula"
"1099_572.39_4.1",1099,572.394779124998,4.078364,"C34H50O6"
"11_238.11_0.5",11,238.105082593064,0.52957934,"C10H17NO4"
"110_325.25_0.7",110,325.248375887699,0.6511773,"C18H29NO3"
"1100_516.33_4.1",1100,516.33242798985,4.0553846,"C30H42O6"
"1101_558.38_4",1101,558.378918391081,4.049065,"C33H51NO6"
"1102_485.29_4",1102,485.290138458759,3.9859326,"C29H40O6"
"1103_502.32_4",1103,502.316756061727,3.9886808,"C29H40O6"
"1104_298.31_4.1",1104,298.310301249861,4.053027,"C19H36O"
"1105_507.27_4",1105,507.27177244805,4.01618,"C26H40N2O9"
"1106_617.52_4.1",1106,617.522761615592,4.060605,"C33H68N4O6"
"1107_500.47_4.1",1107,500.467825732218,4.085732,"C30H58O4"
"1108_460.27_4.1",1108,460.269356936365,4.066252,"C26H34O6"
"1109_544.34_4.1",1109,544.344900410459,4.0738707,"C30H40F2N4O2"
"111_346.26_0.7",111,346.25876988796,0.65442985,"C18H32O5"
"1110_656.6_4.1",1110,656.595890233208,4.093238,"C41H79NO3"
"1111_611.54_4.1",1111,611.536067821621,4.0972414,"C36H67NO5"
"1112_633.52_4.1",1112,633.518225999491,4.09715,"C36H70N2O5"
"1113_669.59_4.1",1113,669.589061840091,4.097654,"C38H73N3O5"
"1114_627.53_4.1",1114,627.531020771291,4.1047792,"C41H72O5"
"1115_382.37_4.1",1115,382.36797661367,4.105319,"C24H44O2"
"1116_649.51_4.1",1116,649.513574465085,4.106526,NA
"1117_685.58_4.1",1117,685.584205530432,4.107594,"C38H73N3O6"
"1118_415.21_4.1",1118,415.211544986504,4.0792046,NA
"1119_473.27_4.1",1119,473.265055707152,4.093936,"C26H33NO6"
"112_154.12_0.7",112,154.122690581826,0.6582681,"C9H17NO2"
"1120_720.45_4.1",1120,720.447876647483,4.1235085,"C43H58O8"
"1121_733.44_4.1",1121,733.442585626605,4.1232543,NA
"1122_692.42_4.1",1122,692.416070591229,4.1240582,"C41H57NO8"
"1123_516.33_4.1",1123,516.332411354918,4.1106763,"C30H45NO6"
"1124_337.2_4.1",1124,337.200814961132,4.1049232,"C17H30O5"
"1125_449.37_4.1",1125,449.374182523933,4.1327977,"C27H45NO3"
"1126_278.25_4.1",1126,278.247981142556,4.1373067,"C18H28O"
"1127_507.27_4.1",1127,507.271749582114,4.124941,"C29H40O6"
"1128_485.29_4.1",1128,485.290038225689,4.1043687,"C29H40O6"
"1129_502.32_4.1",1129,502.316677183295,4.1033316,"C29H40O6"
"113_263.23_0.7",113,263.232970329282,0.6614582,"C13H27NO3"
"1130_543.34_4.1",1130,543.342982460757,4.108859,NA
"1131_572.39_4.1",1131,572.39476354658,4.111158,"C34H50O6"
"1132_523.25_4.1",1132,523.246507631425,4.140531,NA
"1133_519.53_4.1",1133,519.525317704377,4.145879,"C34H68N2O2"
"1134_530.35_4.1",1134,530.347721600507,4.1081867,"C31H47NO6"
"1135_149.1_4.1",1135,149.0960605386,4.145814,"C10H14O2"
"1136_189.11_4.1",1136,189.112162916398,4.1420674,"C9H16O4"
"1137_467.28_4.2",1137,467.279198157909,4.1662083,"C27H40O5"
"1138_1007.53_4.2",1138,1007.52827465281,4.1645403,NA
"1139_312.33_4.2",1139,312.325904211742,4.1653986,"C20H38O"
"1140_528.33_4.2",1140,528.333192060277,4.165512,"C31H45NO6"
"1141_440.41_4.2",1141,440.409105147411,4.1713023,"C27H50O3"
"1142_487.3_4.1",1142,487.29597867465,4.1392317,"C23H39N3O5S"
"1143_986.6_4.2",1143,986.599112774629,4.1662235,"C59H79N5O8"
"1144_458.45_4.2",1144,458.446557256657,4.1767826,NA
"1145_459.45_4.2",1145,459.449415541353,4.174604,"C27H58N2O3"
"1146_784.62_4.2",1146,784.61759816683,4.1786675,"C42H78N4O8"
"1147_456.44_4.2",1147,456.441427609226,4.17706,"C28H54O3"
"1148_478.42_4.2",1148,478.422909672188,4.1778064,"C28H57NO3"
"1149_991.55_4.2",1149,991.554548987812,4.1884394,NA
"115_290.27_0.7",115,290.268898997332,0.671533,"C16H32O3"
"1150_558.38_4.2",1150,558.378900670366,4.1835027,"C33H51NO6"
"1151_762.64_4.2",1151,762.63580167696,4.189233,"C45H89NO5"
"1152_449.37_4.2",1152,449.37431912822,4.1742034,"C27H45NO3"
"1153_820.69_4.2",1153,820.688828270934,4.1928773,"C52H86N2O4"
"1154_396.38_4.2",1154,396.383579858243,4.199571,"C25H46O2"
"1155_454.44_4.2",1155,454.437900540999,4.2009683,"C27H55N3O2"
"1156_633.52_4.2",1156,633.517937479807,4.153477,"C36H70N2O5"
"1157_460.27_4.2",1157,460.269044629333,4.223128,"C26H34O6"
"1159_292.23_4.2",1159,292.22702357441,4.214888,"C18H26O2"
"116_364.21_0.7",116,364.209327749872,0.671836,"C18H31NO5"
"1160_556.53_4.2",1160,556.529950649267,4.216319,"C34H66O4"
"1161_441.44_4.2",1161,441.441431752785,4.199851,"C27H56N2O2"
"1162_324.33_4.2",1162,324.325952991556,4.248436,"C21H38O"
"1163_294.24_4.2",1163,294.2427318777,4.187422,"C18H28O2"
"1164_454.4_4.3",1164,454.401951607036,4.271417,"C26H48N2O3"
"1165_432.35_4.3",1165,432.345051100091,4.2605014,"C27H42O3"
"1166_455.42_4.3",1166,455.421057438246,4.2635307,"C32H56O2"
"1167_468.42_4.3",1167,468.416182894209,4.2674093,"C27H53N3O3"
"1168_290.21_4.3",1168,290.211403776103,4.2679753,"C18H24O2"
"1169_334.31_4.3",1169,334.310335961555,4.27376,"C22H39NO"
"117_202.22_0.7",117,202.216536836585,0.67278785,"C12H24O"
"1170_663.54_4.3",1170,663.542430593154,4.271397,"C38H76N2O4"
"1171_627.47_4.3",1171,627.4712374761,4.2720904,"C38H59NO5"
"1172_516.48_4.3",1172,516.477936715015,4.2814283,"C34H58O2"
"1173_432.24_4.3",1173,432.238296498907,4.261798,"C20H35N5O3"
"1174_473.27_4.3",1174,473.265020930575,4.311195,"C26H33NO6"
"1175_543.47_4.3",1175,543.473389736184,4.3169804,"C31H62N2O5"
"1176_991.55_4.3",1176,991.554574729991,4.290527,"C45H80N10O12"
"1177_1007.53_4.3",1177,1007.52845784478,4.291553,"C54H67N7O11"
"1178_556.47_4.3",1178,556.4683939238,4.3197923,"C31H58N2O5"
"1179_324.33_4.3",1179,324.325980540756,4.321795,"C21H38O"
"118_324.22_0.7",118,324.216343554262,0.6827691,"C18H26O4"
"1180_543.34_4.4",1180,543.343038307184,4.371041,"C31H46N2O6"
"1181_523.25_4.3",1181,523.246689233213,4.308082,"C26H35NO7S"
"1182_507.27_4.3",1182,507.27182239718,4.3249674,"C26H35NO8"
"1183_530.35_4.4",1183,530.347621582285,4.381974,"C31H44O6"
"1184_617.52_4.4",1184,617.522756038924,4.3626213,"C33H65N3O6"
"1185_631.5_4.4",1185,631.502497061555,4.378173,"C36H68N2O5"
"1186_312.33_4.4",1186,312.325945069991,4.369416,"C20H38O"
"1187_641.58_4.4",1187,641.584254770158,4.3753057,"C43H76O3"
"1188_529.33_4.3",1188,529.328462553508,4.3497486,"C30H41NO6"
"1189_618.51_4.4",1189,618.505845919064,4.377669,"C33H64N2O7"
"1190_455.42_4.4",1190,455.42093532566,4.3942575,"C27H51NO3"
"1191_516.33_4.4",1191,516.332438719329,4.413108,"C30H42O6"
"1192_468.42_4.4",1192,468.416297588265,4.3964167,"C27H55N3O4"
"1193_432.35_4.4",1193,432.345084852494,4.388702,"C27H42O3"
"1194_497.43_4.4",1194,497.431963160417,4.3953404,"C29H53NO4"
"1195_460.27_4.4",1195,460.269410944847,4.4022264,"C26H34O6"
"1196_572.39_4.4",1196,572.394708322674,4.4367003,"C34H50O6"
"1197_485.29_4.4",1197,485.290097416611,4.4267526,"C29H40O6"
"1198_510.43_4.4",1198,510.426810627814,4.415786,NA
"1199_502.32_4.4",1199,502.31668220107,4.425947,"C29H40O6"
"120_306.21_0.7",120,306.205719143958,0.69107836,"C18H24O3"
"1200_530.45_4.4",1200,530.452820415672,4.4153748,"C29H56N2O5"
"1201_337.2_4.4",1201,337.200832690463,4.4234457,"C17H30O5"
"1202_280.26_4.4",1202,280.263593188393,4.427099,"C18H30O"
"1203_281.27_4.4",1203,281.266907564085,4.424486,"C11H29N5O2"
"1204_543.34_4.4",1204,543.343047082343,4.4319277,NA
"1205_486.29_4.4",1205,486.293254986573,4.425495,"C22H36N4O7"
"1206_172.13_4.4",1206,172.133175735579,4.4268613,"C9H14O2"
"1207_296.26_4.4",1207,296.258339908697,4.4317217,"C18H30O2"
"1208_189.11_4.4",1208,189.112166061366,4.4351945,"C9H18O5"
"1209_667.57_4.4",1209,667.573385824708,4.4380555,"C38H76N4O6"
"121_284.22_0.7",121,284.221891006606,0.6926948,"C16H26O3"
"1210_278.25_4.4",1210,278.247967035083,4.4387546,"C18H28O"
"1211_986.6_4.4",1211,986.599222784473,4.435128,"C59H79N5O8"
"1212_415.21_4.4",1212,415.211534047427,4.443136,"C24H30O6"
"1213_473.27_4.4",1213,473.265029248685,4.4495063,NA
"1214_544.47_4.4",1214,544.470013306914,4.4420037,"C30H58N2O5"
"1215_528.33_4.4",1215,528.333719111236,4.4410954,"C31H45NO6"
"1216_558.38_4.4",1216,558.378849964239,4.4453945,"C33H51NO6"
"1217_310.31_4.4",1217,310.310296927266,4.4488277,"C20H41NO2"
"1218_530.35_4.4",1218,530.347711760958,4.42804,"C31H47NO6"
"1219_560.5_4.5",1219,560.503689677931,4.466447,"C34H67NO3"
"122_266.21_0.7",122,266.211410176479,0.69656,"C16H24O2"
"1220_408.38_4.5",1220,408.383298267153,4.460749,"C26H46O2"
"1221_609.52_4.5",1221,609.520327511478,4.469841,"C36H65NO5"
"1222_650.55_4.5",1222,650.547063733609,4.459308,"C38H68N2O5"
"1223_350.34_4.5",1223,350.341631694371,4.4603295,"C23H40O"
"1224_396.38_4.5",1224,396.3835934544,4.473599,"C25H46O2"
"1225_523.25_4.5",1225,523.246652326187,4.5410414,NA
"1226_441.44_4.5",1226,441.441282348941,4.483996,"C27H53NO2"
"1227_572.39_4.5",1227,572.394709376068,4.4546027,"C34H50O6"
"1228_454.44_4.5",1228,454.437101242437,4.491638,"C27H55N3O2"
"1229_618.51_4.5",1229,618.505546871483,4.493934,"C34H65N7O4"
"123_238.18_0.7",123,238.180134976021,0.70294136,"C14H20O2"
"1230_529.33_4.5",1230,529.328397345337,4.4921274,"C30H41NO6"
"1231_641.58_4.5",1231,641.584488962455,4.497433,"C43H76O3"
"1232_516.33_4.5",1232,516.332413727261,4.48345,"C30H45NO6"
"1233_578.51_4.5",1233,578.514342454622,4.5051885,"C34H69NO4"
"1234_617.52_4.5",1234,617.522716261278,4.510505,"C33H65N3O6"
"1235_654.58_4.5",1235,654.578524168323,4.5118284,"C38H77N3O6"
"1236_202.14_4.5",1236,202.143797889656,4.512515,"C10H16O3"
"1237_498.43_4.5",1237,498.426883365062,4.5106754,"C28H52N2O4"
"1238_991.55_4.5",1238,991.554507793584,4.5312114,NA
"1239_631.5_4.5",1239,631.502430668369,4.5233526,"C36H68N2O5"
"124_260.26_0.7",124,260.258401012825,0.70469195,"C15H33NO2"
"1240_609.52_4.5",1240,609.520309490258,4.497319,"C36H65NO5"
"1241_398.34_4.5",1241,398.344892675883,4.5443306,"C23H44O2Si"
"1242_544.47_4.6",1242,544.474479149591,4.5505238,"C35H63NO4"
"1243_473.26_4.5",1243,473.264999399392,4.5021243,"C26H33NO6"
"1244_460.27_4.5",1244,460.269428132999,4.5021863,"C26H34O6"
"1245_544.47_4.6",1245,544.472146511559,4.563715,NA
"1246_280.26_4.5",1246,280.263574461158,4.486037,"C18H30O"
"1247_507.27_4.6",1247,507.271784403579,4.56714,NA
"1248_313.33_4.6",1248,313.329232089983,4.564335,NA
"1249_189.11_4.5",1249,189.112169037638,4.516482,"C9H18O5"
"125_277.25_0.7",125,277.248495975337,0.7062305,"C14H29NO3"
"1250_543.47_4.6",1250,543.473274054946,4.5635295,NA
"1251_411.4_4.6",1251,411.402539442406,4.5651407,NA
"1252_312.33_4.6",1252,312.325957632635,4.5645866,"C20H38O"
"1253_455.46_4.6",1253,455.456995535134,4.565622,"C28H55NO2"
"1254_410.4_4.6",1254,410.39929335609,4.5662313,"C26H48O2"
"1255_468.45_4.6",1255,468.452593129762,4.5668044,"C28H57N3O2"
"1256_520.4_4.6",1256,520.3977649086,4.569369,"C26H50N2O7"
"1257_544.48_4.6",1257,544.476140999714,4.5632606,"C31H62O4Si"
"1258_337.2_4.5",1258,337.200829340391,4.5221677,"C17H30O5"
"1259_485.29_4.5",1259,485.290061688032,4.5229673,"C29H40O6"
"126_339.26_0.7",126,339.263983002362,0.71234554,"C19H31NO3"
"1260_502.32_4.5",1260,502.316700685034,4.521754,"C29H40O6"
"1261_556.47_4.6",1261,556.46842408058,4.5806565,NA
"1262_466.39_4.6",1262,466.389321011844,4.592897,"C28H48O4"
"1263_657.58_4.6",1263,657.579416903404,4.593338,"C43H78O5"
"1264_542.45_4.6",1264,542.45340417275,4.587022,"C30H59N3O5"
"1265_557.47_4.6",1265,557.470918558646,4.582158,"C32H61NO3S"
"1266_670.57_4.6",1266,670.572888310893,4.5886416,NA
"1267_558.38_4.5",1267,558.379036555754,4.528217,"C33H48O6"
"1268_667.57_4.6",1268,667.573424993134,4.5542955,"C38H71N3O5"
"1269_438.36_4.6",1269,438.358056824537,4.603713,"C26H47NO3"
"127_200.16_0.7",127,200.164535370446,0.7140537,"C11H18O2"
"1270_558.44_4.6",1270,558.43682384509,4.6021194,"C31H56O7"
"1271_514.46_4.6",1271,514.458357740334,4.6054163,"C29H56N2O4"
"1272_634.5_4.6",1272,634.502496571481,4.617305,"C36H69NO6"
"1273_572.39_4.5",1273,572.394692693961,4.540183,"C34H50O6"
"1274_654.58_4.6",1274,654.578823356554,4.6189985,"C38H72N2O5"
"1275_523.25_4.6",1275,523.24661685058,4.639336,"C26H35NO7S"
"1276_618.51_4.6",1276,618.50649722996,4.642268,"C38H64O5"
"1277_560.5_4.6",1277,560.503783398292,4.644011,"C34H67NO3"
"1278_452.37_4.6",1278,452.37373064581,4.647657,"C27H49NO3"
"1279_350.34_4.6",1279,350.341700219311,4.6295934,"C23H40O"
"128_290.21_0.7",128,290.211425285411,0.714184,"C18H24O2"
"1280_594.51_4.7",1280,594.509134624204,4.6614094,"C36H64O5"
"1281_470.46_4.7",1281,470.456959844642,4.6612525,"C29H56O3"
"1282_675.54_4.7",1282,675.543874862313,4.6662803,"C44H67NO3"
"1283_507.27_4.7",1283,507.271789382998,4.7197704,"C26H40N2O9"
"1284_991.55_4.7",1284,991.554626859516,4.7114463,NA
"1285_432.24_4.7",1285,432.238302313061,4.7111125,"C24H30O6"
"1286_445.42_4.7",1286,445.415414577043,4.7097554,"C29H52N2O"
"1287_263.24_4.7",1287,263.236992644091,4.7197046,"C18H30O"
"1288_415.21_4.7",1288,415.211569659429,4.7121453,"C24H32O7"
"1289_530.35_4.7",1289,530.347766220898,4.6976976,"C31H44O6"
"129_425.3_0.7",129,425.298694186749,0.7178995,"C21H42N2O5"
"1290_523.25_4.7",1290,523.246631824753,4.673351,NA
"1291_337.2_4.7",1291,337.200978979762,4.720869,"C19H30O6"
"1292_485.29_4.7",1292,485.290079477537,4.7079844,"C29H40O6"
"1293_502.32_4.7",1293,502.316753461785,4.693876,"C29H40O6"
"1294_516.33_4.7",1294,516.332419232759,4.7215085,"C30H42O6"
"1295_529.33_4.7",1295,529.328362319226,4.7092233,"C30H41NO6"
"1296_543.34_4.7",1296,543.343113223078,4.6909013,"C31H46N2O6"
"1297_460.27_4.7",1297,460.269513025744,4.7259455,"C26H34O6"
"1298_473.27_4.7",1298,473.265037509177,4.718493,"C26H36N2O6"
"1299_558.38_4.7",1299,558.378904172444,4.730832,"C33H48O6"
"130_348.21_0.7",130,348.214424767793,0.7175609,"C18H31NO4"
"1300_280.26_4.7",1300,280.26362986834,4.70193,"C18H30O"
"1301_572.39_4.7",1301,572.394760572305,4.724533,"C34H50O6"
"1302_469.44_4.7",1302,469.43670356668,4.734919,"C28H53NO3"
"1303_482.43_4.7",1303,482.43211148427,4.740994,NA
"1304_652.56_4.8",1304,652.562160683961,4.755178,"C38H73N3O5"
"1305_446.36_4.8",1305,446.360718668431,4.767105,"C23H44N2O5"
"1306_576.5_4.8",1306,576.498524520031,4.82954,"C36H62O4"
"1307_507.27_4.8",1307,507.271857493592,4.806201,"C27H36N6O5"
"1308_326.34_4.8",1308,326.341818348745,4.8060627,"C21H40O"
"1309_991.55_4.8",1309,991.554653505297,4.805393,NA
"1310_675.68_4.8",1310,675.676685962374,4.807452,"C44H83NO2"
"1311_639.57_4.8",1311,639.568672147613,4.819091,"C43H76O4"
"1312_386.34_4.8",1312,386.341824492369,4.8223505,"C26H40O"
"1313_422.4_4.8",1313,422.399268265074,4.8419247,"C27H48O2"
"1314_616.49_4.9",1314,616.491066110907,4.851801,"C36H67NO5"
"1315_524.44_4.9",1315,524.443176022386,4.8581347,"C30H54N2O4"
"1316_652.56_4.9",1316,652.56190704294,4.858926,"C38H73N3O5"
"1317_410.4_4.9",1317,410.399350080698,4.859573,"C26H48O2"
"1318_469.44_4.9",1318,469.43682661944,4.869844,"C28H53NO3"
"1319_446.36_4.8",1319,446.360720392182,4.808553,"C28H44O3"
"132_307.24_0.7",132,307.237770102525,0.7057887,"C18H27NO2"
"1320_482.43_4.9",1320,482.432120168194,4.871314,NA
"1321_280.26_4.9",1321,280.263636946493,4.850044,"C18H30O"
"1323_486.46_4.9",1323,486.46296502396,4.8763275,"C28H59N3O3"
"1324_473.47_4.9",1324,473.467953290378,4.8735757,"C28H57NO3"
"1325_382.37_4.9",1325,382.367999926662,4.8755884,"C24H44O2"
"1326_396.38_4.9",1326,396.383525607098,4.8749456,"C25H46O2"
"1327_426.39_4.9",1327,426.39417186158,4.890173,"C26H48O3"
"1328_189.11_4.8",1328,189.11218887533,4.834966,"C9H18O5"
"1329_337.2_4.8",1329,337.201121104424,4.824143,"C17H30O5"
"133_366.23_0.7",133,366.225056559802,0.7278744,"C18H33NO5"
"1330_485.29_4.8",1330,485.29009725235,4.814703,"C29H40O6"
"1331_486.29_4.8",1331,486.293308342024,4.823116,"C22H36N4O7"
"1332_530.35_4.9",1332,530.347790416468,4.875139,"C31H47NO6"
"1333_558.38_4.9",1333,558.378816998783,4.9118834,"C33H51NO6"
"1334_572.39_4.9",1334,572.394769727457,4.93728,"C34H50O6"
"1335_701.56_4.9",1335,701.55958905021,4.9015775,"C39H79N2O7P"
"1336_498.39_4.9",1336,498.394640299504,4.927358,"C32H48O3"
"1337_730.49_4.9",1337,730.489330594208,4.9232626,"C42H69NO10"
"1338_487.3_4.9",1338,487.296044268323,4.8635745,"C23H39N3O5S"
"1339_502.32_4.8",1339,502.316812443128,4.8491235,"C29H40O6"
"134_389.3_0.7",134,389.300815377015,0.7345644,"C20H37NO5"
"1340_516.33_4.9",1340,516.332376928056,4.923342,"C30H42O6"
"1342_529.33_4.9",1342,529.328420923635,4.924656,"C30H41NO6"
"1344_604.37_4.9",1344,604.366616817708,4.9281015,"C30H53NO11"
"1345_632.4_4.9",1345,632.398741062598,4.9281015,"C32H54O11"
"1346_645.39_4.9",1346,645.393186357955,4.9281015,"C28H49N7O9"
"1347_424.42_4.9",1347,424.415004317355,4.9396753,"C27H55NO3"
"1348_512.44_5",1348,512.442582539831,4.9703183,"C29H54N2O4"
"1349_523.25_4.9",1349,523.24665396362,4.941613,"C26H35NO7S"
"135_371.29_0.7",135,371.290297220197,0.7367234,"C20H35NO4"
"1350_473.27_5",1350,473.265060348764,4.9632654,"C26H33NO6"
"1351_554.18_5",1351,554.175984149541,4.997493,NA
"1352_415.21_5",1352,415.211561232693,4.96625,"C24H32O7"
