"samples"	"PC1"	"PC2"	"PC3"
"20260624_CVOL_Darleen_MDM_160526_PET05.mzML"	-0.164020043470635	0.303176207019309	0.0665760214718382
"20260624_CVOL_Darleen_MDM_160526_PET100.mzML"	-0.159589771900531	0.131824555757259	0.235518024059112
"20260624_CVOL_Darleen_MDM_160526_PS05.mzML"	-0.143086547931649	0.362897119184361	-0.0914419481848219
"20260624_CVOL_Darleen_MDM_160526_PS100.mzML"	-8.68520999876138e-05	0.232066135788652	0.530256132404045
"20260624_CVOL_Darleen_MDM_160526_untreated.mzML"	-0.130469890188999	0.311292099728208	0.0577834101199963
"20260624_CVOL_Darleen_MDM_A_190626_PET05.mzML"	1.18969554159392	0.134721477127221	-0.0530980382463185
"20260624_CVOL_Darleen_MDM_A_190626_PET100.mzML"	0.0773094207085533	-0.467592798247885	0.22609975844593
"20260624_CVOL_Darleen_MDM_A_190626_PS05.mzML"	-0.106064175835333	-0.247743598333779	-0.0875204292704668
"20260624_CVOL_Darleen_MDM_A_190626_PS100.mzML"	-0.0522794364461157	-0.303220798623403	0.105500874908461
"20260624_CVOL_Darleen_MDM_A_190626_untreated.mzML"	-0.0414345616720849	-0.422590269304803	0.122090178138199
"20260624_CVOL_Darleen_MDM_B_120626_PS05.mzML"	-0.143964019614878	0.19564359784412	-0.0514447772716328
"20260624_CVOL_Darleen_MDM_B_190626_PET05.mzML"	-0.00241541791376702	-0.213899931963157	-0.227801486904092
"20260624_CVOL_Darleen_MDM_B_190626_PET100.mzML"	-0.143446027448814	-0.0658013917664923	-0.191149434159064
"20260624_CVOL_Darleen_MDM_B_190626_PS100_20260626090336.mzML"	-0.103336399706362	-0.0584072900202561	-0.201648321536119
"20260624_CVOL_Darleen_MDM_B_190626_untreated.mzML"	-0.0768118180733156	0.107634885810645	-0.439719963975066
