formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	CN3PS3	[M + Cl]-	CClN3PS3-	0.395	0.385	-2.219	-2.219	0.000	0	0.000			-4.020		215.868	32	0.533	849250680267459624	849250569432973915	849250569432973914	43	
1	C3HNP2S2	[M + Br]-	C3HBrNP2S2-	0.399	0.424	-5.322	-5.322	0.000	0	0.000	1.278	1.278	1.173		255.822	32	0.535	849250671367145803	849250567109329347	849250567105135042	5	
1	CO3S3	[M + Br]-	CBrO3S3-	0.991	0.989	-0.905	-0.905	0.000	0	0.000	-3.260	3.260	-3.077		234.819	32	0.535	849250670679279861	849250569223258699	849250569223258698	39	
1	C15H8O5	[M + Br]-	C15H8BrO5-	0.484	0.444	4.083	4.083	0.000	0	0.000	-4.410	4.410	-4.148		346.955	33	0.548	849250738291465155	849250569521054307	849250569521054306	45	
1	H3N3O2S5	[M - H2O - H]-	N3OS5-	0.384	0.380	-2.135	-2.135	0.000	0	0.000	-1.208	1.208	-82669.666		217.865	33	0.548	849250705504588681	849250569386836567	849250569382642262	42	
1	C6H14N3O	[M - H2O - H]-	C6H11N3-	1.000	0.500	-2.616	-2.616	0.000	0	0.000	-0.223	0.223	-143974.268		125.096	33	0.550	849250727847647276	849250569562997351	849250569562997350	46	
1	C6H15N4O3	[M - H2O - H]-	C6H12N4O2-	1.000	0.500	54.655	52.447	2.208	7	0.677	1.027	1.027	-104652.247		172.097	33	0.553	849250670830274821	849250569604940395	849250569604940394	47	
1	C6H8N3O4	[M - H2O - H]-	C6H5N3O3-	0.417	0.011	0.490	0.490	0.000	1	0.006	0.526	0.883	-107824.378		167.034	33	0.555	849250670972881190	849250569651077743	849250569646883438	48	
1	C5H9N5O	[M + Cl]-	C5H9ClN5O-	0.782	0.831	5.877	5.877	0.000	1	0.006	-2.041	2.041	-0.269		190.050	33	0.555	849250711993177353	849250569693020787	849250569688826482	49	
1	C7H15N3O6S4	[M - H]-	C7H14N3O6S4-	0.472	0.493	16.838	16.838	0.000	3	0.126	1.360	1.783	1.971		363.978	34	0.560	849250695262097686	849250569781101179	849250569781101178	51	
1	C7H17N4O3	[M - H2O - H]-	C7H14N4O2-	1.000	0.500	50.820	48.260	2.560	7	0.771	1.400	1.400	-96770.449		186.113	34	0.560	849250670863829260	849250569915318919	849250569915318918	54	
1	C10H12O12	[M - H2O - H]-	C10H9O11-	0.087	0.248	3.417	3.417	0.000	0	0.000	-9.572	9.572	-59058.068		305.012	34	0.561	849250677033650885	849250569869181571	849250569869181570	53	
1	C8H17N4O3	[M - H2O - H]-	C8H14N4O2-	1.000	0.500	18.527	18.527	0.000	4	0.535	1.214	1.214	-90908.273		198.113	34	0.564	849250683509656972	849250569827238527	849250569823044222	52	
1	C19H9NO2	[M + Br]-	C19H9BrNO2-	0.227	0.258	12.934	12.934	0.000	1	0.046	-3.392	3.392	-3.189		361.981	34	0.571	849250685204155993	849250570057925267	849250570053730962	57	
1	C8H17N5O3Se	[M - H2O - H]-	C8H14N5O2Se-	1.000	0.500	20.881	20.881	0.000	7	0.507	1.321	1.720	-62963.362		286.038	34	0.572	849250717420606981	849250570095674007	849250570095674006	58	
1	C17H22N2OS2	[M - H]-	C17H21N2OS2-	0.174	0.191	5.340	5.340	0.000	2	0.030	8.609	8.609	1.865		333.111	35	0.585	849250679470541787	849250570225697443	849250570225697442	61	
1	C9H19N4O3	[M - H2O - H]-	C9H16N4O2-	1.000	0.500	29.453	29.453	0.000	5	0.254	2.708	2.708	-84901.132		212.128	35	0.586	849250728439044211	849250570183754399	849250570183754398	60	
1	C13H22N3O6	[M - H2O - H]-	C13H19N3O5-	0.822	0.490	88.348	85.405	2.943	18	0.709	1.171	1.171	-60611.376		297.134	35	0.589	849250683060866337	849250570276029095	849250570276029094	62	
1	C17H20N4O4	[M - H]-	C17H19N4O4-	0.403	0.350	59.822	57.071	2.751	9	0.256	-0.672	1.335	-5.096		343.139	35	0.590	849250693043310650	849250570322166443	849250570317972138	63	
1	C9H21N4O3	[M - H2O - H]-	C9H18N4O2-	1.000	0.500	42.011	39.371	2.640	7	0.484	2.363	2.363	-84101.892		214.144	36	0.599	849250722160170781	849250570372498095	849250570372498094	64	
1	C8H19N4O3	[M - H2O - H]-	C8H16N4O2-	1.000	0.500	38.822	36.231	2.591	7	0.187	1.757	2.099	-89992.474		200.128	36	0.601	849250712509076777	849250570141811355	849250570141811354	59	
1	C22H30F3NO3	[M - H2O - H]-	C22H27F3NO2-	0.828	0.110	68.399	68.399	0.000	19	0.432	0.963	1.350	-45689.750		394.200	37	0.611	849250684436598275	849250570427024051	849250570427024050	65	
1	C10H23N4O3	[M - H2O - H]-	C10H20N4O2-	1.000	0.500	46.567	46.567	0.000	7	0.610	2.670	2.670	-78935.661		228.160	37	0.624	849250668871534830	849250570473161399	849250570468967094	66	
1	C14H14NO2	[M - H2O - H]-	C14H11NO-	0.999	0.012	-1.022	-1.022	0.000	1	0.044	-0.193	0.193	-86140.246		209.085	38	0.633	849250670956103962	849250570510910139	849250570510910138	67	
1	C18H33NO4	[M + Cl]-	C18H33ClNO4-	0.248	0.309	6.188	2.618	3.570	1	0.014	9.894	9.894	-2.539		362.209	39	0.651	849250675888605752	849250570561241791	849250570561241790	68	
1	C20H25N7O	[M - H]-	C20H24N7O-	0.304	0.325	7.556	4.334	3.222	1	0.015	3.897	3.897	-0.032		378.205	39	0.653	849250676853295775	849250570716431051	849250570712236746	71	
1	C19H35NO8	[M - H]-	C19H34NO8-	0.778	0.491	159.062	159.062	0.000	24	0.458	-1.058	1.058	-1.337		404.228	39	0.654	849250689423626075	849250570624156355	849250570619962050	69	
1	C17H33NO6	[M - H]-	C17H32NO6-	0.496	0.489	8.998	5.310	3.687	1	0.025	-2.024	2.024	-0.668		346.223	39	0.655	849250678291942229	849250570670293703	849250570670293702	70	
1	C16H33N4O6	[M - H2O - H]-	C16H30N4O5-	0.998	0.000	83.223	83.223	0.000	13	0.616	2.716	2.716	-50273.926		358.223	40	0.674	849250675192351240	849250570754179791	849250570754179790	72	
1	C20H41NO3S2	[M - H2O - H]-	C20H38NO2S2-	0.059	0.131	2.723	2.723	0.000	2	0.029	-0.385	2.841	-46393.626		388.234	41	0.677	849250712613934388	849250570796122835	849250570796122834	73	
1	C17H31NO5	[M - H]-	C17H30NO5-	0.356	0.361	5.619	2.000	3.619	0	0.000			-1.391		328.212	42	0.693	849250700228153961	849250570842260183	849250570838065878	74	
1	C14H29N4O5	[M - H2O - H]-	C14H26N4O4-	1.000	0.452	28.876	28.876	0.000	6	0.417	2.107	2.107	-57319.193		314.197	42	0.696	849250721665242859	849250570917757663	849250570917757662	76	
1	C7H14N3O3	[M - H2O - H]-	C7H11N3O2-	1.000	0.493	5.476	5.476	0.000	2	0.015	1.915	1.915	-106515.264		169.086	42	0.696	849250727205918718	849250570880008923	849250570880008922	75	
1	C17H31NO6	[M - H]-	C17H30NO6-	0.123	0.102	2.000	2.000	0.000	0	0.000			-0.410		344.208	43	0.715	849250671518140775	849250571127472879	849250571123278574	80	
1	C18H32N2O8	[M - H]-	C18H31N2O8-	0.218	0.217	3.419	3.419	0.000	1	0.012	-0.594	0.594	-1.561		403.208	43	0.715	849250677088176851	849250571374936839	849250571374936838	86	
1	C19H37N3	[M + Br]-	C19H37BrN3-	0.318	0.445	6.727	6.727	0.000	1	0.018	-0.188	0.188	1.569		386.218	43	0.715	849250679076277139	849250570963895011	849250570963895010	77	
1	C23H40O5	[M - H2O - H]-	C23H37O4-	0.390	0.388	4.500	4.500	0.000	0	0.000			-47729.153		377.273	43	0.725	849250671446837591	849250571253302011	849250571253302010	83	
1	C19H29N3O5	[M - H2O - H]-	C19H26N3O4-	0.399	0.397	8.486	8.486	0.000	1	0.021	2.370	2.370	-49998.999		360.194	43	0.725	849250674613537251	849250571169415923	849250571165221618	81	
1	C24H36BNO4	[M - H2O - H]-	C24H33BNO3-	1.000	0.054	97.184	97.184	0.000	28	0.242	1.352	1.747	-45797.286		393.260	43	0.725	849250683140558134	849250571295245055	849250571291050750	84	
1	C18H35NO6	[M + Cl]-	C18H35ClNO6-	0.999	0.185	122.436	122.436	0.000	25	0.264	-1.652	1.652	-1.588		396.215	43	0.725	849250688505073482	849250571332993795	849250571332993794	85	
1	C15H33O8	[M + Cl]-	C15H33ClO8-	0.401	0.515	6.859	4.469	2.390	0	0.000			5.677		376.189	43	0.725	849250691294285815	849250571211358967	849250571211358966	82	
1	C20H37N5O3	[M - H2O - H]-	C20H34N5O2-	0.316	0.319	6.627	3.771	2.856	1	0.037	2.369	2.369	-47869.872		376.270	44	0.725	849250736404028235	849250571416879883	849250571416879882	87	
1	C16H35O9	[M - H]-	C16H34O9-	0.573	0.549	5.577	4.446	1.130	1	0.019	3.209	3.209	6.776		370.223	44	0.732	849250680036772867	849250571458822927	849250571458822926	88	
1	C20H41NO8	[M - H2O - H]-	C20H38NO7-	1.000	0.499	118.009	118.009	0.000	20	0.692	-0.787	0.787	-44552.998		404.265	44	0.733	849250743077166207	849250571496571667	849250571496571666	89	
1	C18H33NO5	[M - H2O - H]-	C18H30NO4-	0.995	0.001	25.569	25.569	0.000	4	0.084	-1.456	1.500	-55552.089		324.218	44	0.734	849250675540478498	849250571538514711	849250571534320406	90	
1	C16H31N4O5	[M - H2O - H]-	C16H28N4O4-	1.000	0.470	35.126	32.155	2.970	6	0.132	0.230	2.078	-52936.405		340.213	44	0.734	849250677377583866	849250571047781099	849250571047781098	79	
1	C20H41NO7	[M - H2O - H]-	C20H38NO6-	1.000	0.500	125.857	125.857	0.000	20	0.612	-0.726	0.771	-46387.190		388.270	44	0.738	849250737880423296	849250571618206495	849250571614012190	92	
1	C18H31NO5	[M - H2O - H]-	C18H28NO4-	1.000	0.500	60.559	60.559	0.000	11	0.392	-3.850	3.850	-55899.615		322.202	44	0.738	849250728208357451	849250571005838055	849250571005838054	78	
1	C16H35O8	[M - H]-	C16H34O8-	0.578	0.575	4.410	4.410	0.000	0	0.000			6.954		354.228	44	0.739	849250682431720696	849250571576263451	849250571576263450	91	
1	C19H37NO5	[M - H]-	C19H36NO5-	0.267	0.263	5.221	2.000	3.221	0	0.000			-0.214		358.260	45	0.746	849250683824229838	849250571655955235	849250571655955234	93	
1	C17H35N4O5	[M - H]-	C17H34N4O5-	0.747	0.500	40.384	34.993	5.392	6	0.087	1.573	2.245	2.809		374.255	46	0.763	849250696151290180	849250571702092583	849250571702092582	94	
1	C23H36N2	[M + Cl]-	C23H36ClN2-	0.597	0.644	6.292	6.292	0.000	1	0.015	3.337	3.337	2.157		375.258	46	0.768	849250676576471664	849250571895030587	849250571890836282	99	
1	C18H35NO4	[M + Cl]-	C18H35ClNO4-	0.996	0.993	16.143	7.117	9.025	3	0.052	-0.835	1.064	-0.494		364.226	46	0.768	849250681425087598	849250571744035627	849250571739841322	95	
1	C18H35ClN2O6	[M - H2O - H]-	C18H32ClN2O5-	1.000	0.498	50.987	50.987	0.000	17	0.120	-1.536	1.536	-46040.988		391.200	46	0.771	849250715969377745	849250571815338803	849250571815338802	97	
1	C14H27N4O3	[M - H2O - H]-	C14H24N4O2-	0.999	0.498	24.906	24.906	0.000	6	0.213	2.412	2.412	-64276.165		280.191	46	0.773	849250671232928061	849250571777590063	849250571777590062	96	
1	C16H33N4O4	[M - H2O - H]-	C16H30N4O3-	0.473	0.057	1.144	1.144	0.000	1	0.025	0.537	0.537	-55204.936		326.233	47	0.775	849250677855734570	849250571853087543	849250571853087542	98	
1	HNOS3	[M + Br]-	BrHNOS3-	0.988	0.989	-0.609	-0.609	0.000	0	0.000			-9.145		205.839	47	0.778	849250690895826889	849250572494816119	849250572494816118	114	
1	NPS4	[M + Cl]-	ClNPS4-	0.950	0.946	-2.219	-2.219	0.000	0	0.000			7.357		207.836	47	0.792	849250718502737518	849250572536759163	849250572536759162	115	
1	C18H32F3N5O	[M - H]-	C18H31F3N5O-	0.382	0.379	6.597	4.375	2.222	4	0.070	1.331	1.331	2.130		390.249	49	0.813	849250733870668344	849250571932779327	849250571932779326	100	
1	C18H36N2O8	[M - H]-	C18H35N2O8-	0.259	0.271	4.267	1.000	3.267	0	0.000			-2.062		407.239	49	0.814	849250735258983100	849250571974722371	849250571970528066	101	
1	C18H36ClNO5	[M - H]-	C18H35ClNO5-	0.434	0.436	9.498	4.296	5.202	1	0.014	-1.447	1.447	-1.195		380.220	49	0.814	849250735032490652	849250572012471111	849250572012471110	102	
1	CN3PS3	[M + Cl]-	CClN3PS3-	0.505	0.477	-2.219	-2.219	0.000	0	0.000			-3.696		215.868	49	0.819	849250679386655692	849250572578702207	849250572574507902	116	
1	H2NO4PS4	[M - H2O - H]-	-HNO3PS4-	0.950	0.311	-4.244	-4.244	0.000	0	0.000	9.939	9.939	-81913.980		219.845	49	0.822	849250681446059135	849250572129911635	849250572129911634	105	
1	C17H36NO5P	[M - H2O - H]-	C17H33NO4P-	0.481	0.450	13.961	10.487	3.474	4	0.056	-0.798	1.581	-52023.078		346.215	49	0.823	849250732813703600	849250572213797723	849250572213797722	107	
1	C25H32NO	[M - H2O - H]-	C25H29N-	1.000	0.000	10.654	10.654	0.000	4	0.138	0.320	0.320	-52470.517		343.232	50	0.829	849250717659682364	849250572771640211	849250572771640210	121	
1	C9H24B10NO3PS	[M - H]-	C9H23B10NO3PS-	0.367	0.361	7.234	7.234	0.000	6	0.105	-2.626	2.626	1.474		356.244	50	0.830	849250678111587137	849250572293489507	849250572293489506	109	
1	C16H33N4O5	[M - H2O - H]-	C16H30N4O4-	1.000	0.500	114.002	111.065	2.937	17	0.515	1.339	1.392	-52624.713		342.228	50	0.832	849250678375828333	849250572335432551	849250572335432550	110	
1	C19H9NO2	[M + Br]-	C19H9BrNO2-	0.251	0.506	12.627	12.627	0.000	1	0.035	-4.889	4.889	-2.912		361.981	50	0.833	849250713083696487	849250572620645251	849250572620645250	117	
1	C7H15N3O6S4	[M - H]-	C7H14N3O6S4-	0.099	0.050	9.429	9.429	0.000	3	0.064	-1.970	1.970	2.383		363.978	50	0.833	849250738274687928	849250572658393991	849250572658393990	118	
1	C10H21ClFNO2S3	[M + Cl]-	C10H21Cl2FNO2S3-	0.053	0.017	0.514	0.514	0.000	4	0.060	-2.393	2.393	-0.777		372.010	50	0.833	849250749674806508	849250572696142731	849250572696142730	119	
1	C19H30O9	[M + Br]-	C19H30BrO9-	0.478	0.618	4.500	4.500	0.000	0	0.000			1.583		481.109	50	0.835	849250735296731855	849250572738085775	849250572733891470	120	
1	C19H36N2O8	[M - H2O - H]-	C19H33N2O7-	1.000	0.497	82.430	82.430	0.000	17	0.141	-1.610	1.610	-44890.435		401.229	50	0.835	849250732847258052	849250572251546463	849250572251546462	108	
1	C20H33N5O3	[M - H2O - H]-	C20H30N5O2-	0.445	0.447	22.474	21.175	1.299	6	0.100	0.091	1.915	-48388.747		372.239	52	0.859	849250679294380963	849250572813583255	849250572813583254	122	
1	C18H33NO4	[M + Cl]-	C18H33ClNO4-	1.000	0.974	12.859	5.922	6.936	1	0.019	-2.938	2.938	-1.021		362.210	52	0.861	849250693143973987	849250572851331995	849250572851331994	123	
1	C18H30N8O	[M - H]-	C18H29N8O-	0.133	0.172	3.440	3.440	0.000	2	0.029	-2.072	2.072	-9.997		373.243	52	0.868	849250680506534968	849250572893275039	849250572893275038	124	
1	C28H52N2O8	[M - H]-	C28H51N2O8-	0.703	0.500	83.155	83.155	0.000	33	0.805	-0.693	1.039	0.331		543.365	52	0.871	849250711502443734	849250572989744039	849250572989744038	126	
1	C21H31NO2	[M + Cl]-	C21H31ClNO2-	0.522	0.645	5.259	5.259	0.000	2	0.045	-1.060	4.520	6.478		364.207	52	0.872	849250684646313501	849250572935218083	849250572931023778	125	
1	C18H34N2O7	[M - H]-	C18H33N2O7-	0.846	0.208	4.831	2.040	2.790	1	0.014	-1.441	1.441	-2.479		389.228	53	0.883	849250688442158903	849250573031687083	849250573031687082	127	
1	C18H31NO3	[M - H2O - H]-	C18H28NO2-	1.000	0.322	1.922	1.922	0.000	0	0.000	-0.940	0.940	-62061.035		290.212	53	0.884	849250709413680239	849250573073630127	849250573073630126	128	
1	C13H21FN4O2	[M - H2O - H]-	C13H18FN4O-	0.726	0.068	0.182	0.182	0.000	0	0.000	2.380	2.380	-67923.804		265.148	56	0.932	849250731656075561	849250573123961779	849250573119767474	129	
1	C17H40N4O5	[M - H2O - H]-	C17H37N4O4-	0.267	0.258	1.000	1.000	0.000	0	0.000			-49861.315		361.279	56	0.936	849250732301998412	849250573241402303	849250573241402302	132	
1	C19H41NO6	[M - H2O - H]-	C19H38NO5-	0.424	0.421	8.742	4.964	3.778	1	0.026	-0.151	0.151	-49991.569		360.275	56	0.940	849250733430266385	849250573161710519	849250573161710518	130	
1	C18H37NO3	[M + Cl]-	C18H37ClNO3-	0.348	0.354	3.037	3.037	0.000	1	0.019	3.741	3.741	-0.900		350.246	56	0.941	849250725800826808	849250573203653563	849250573199459258	131	
1	C19H35N3O5	[M - H2O - H]-	C19H32N3O4-	0.237	0.240	6.696	6.696	0.000	4	0.065	0.186	0.558	-49172.844		366.241	59	0.981	849250726551607259	849250573312705479	849250573312705478	134	
1	C13H23B10F2NO4	[M - H2O - H]-	C13H20B10F2NO3-	0.415	0.401	23.018	23.018	0.000	11	0.218	-3.066	3.750	-47868.338		376.270	59	0.987	849250732377495922	849250573350454219	849250573350454218	135	
1	C11H17B10F2NO3	[M - H2O - H]-	C11H14B10F2NO2-	0.509	0.498	12.744	12.744	0.000	7	0.121	-3.625	3.625	-54542.749		330.228	59	0.988	849250727864424494	849250573396591567	849250573396591566	136	
1	C30H57FN2O5S	[M - H2O - H]-	C30H54FN2O4S-	0.351	0.345	6.027	6.027	0.000	5	0.099	-4.346	4.346	-32310.512		557.381	60	0.996	849250717579990565	849250573438534611	849250573434340306	137	
1	C20H42O4S	[M - H]-	C20H41O4S-	0.919	0.537	64.332	64.332	0.000	16	0.236	-1.111	1.772	2.692		377.274	60	1.001	849250735011519116	849250573274956739	849250573274956738	133	
1	C18H34O5	[M - H2O - H]-	C18H31O4-	0.850	0.447	15.460	15.460	0.000	1	0.088	-1.830	1.830	-57872.038		311.222	61	1.015	849250734101355116	849250573560169439	849250573555975134	140	
1	C13H22O5	[M - H2O - H]-	C13H19O4-	1.000	0.447	8.821	8.821	0.000	1	0.050	-3.544	3.544	-75320.286		239.128	61	1.017	849250728090916928	849250573799244791	849250573795050486	146	
1	C26H30N4O5	[M - H2O - H]-	C26H27N4O4-	1.000	0.177	24.160	24.160	0.000	6	0.432	-0.903	1.365	-39224.784		459.202	61	1.019	849250687724932840	849250573472089047	849250573472089046	138	
1	C23H34BrFN2O4S	[M - H2O - H]-	C23H31BrFN2O3S-	0.992	0.000	10.851	10.851	0.000	8	0.396	0.719	1.396	-35101.962		513.122	61	1.021	849250741672074362	849250573593723875	849250573593723874	141	
1	C24H37BrN3O5PS	[M - H2O - H]-	C24H34BrN3O4PS-	1.000	0.025	18.574	18.574	0.000	10	0.434	-0.568	1.111	-31590.796		570.120	61	1.021	849250769291566443	849250573505643483	849250573505643482	139	
1	C18H33NO4	[M - H2O - H]-	C18H30NO3-	1.000	0.499	116.020	112.287	3.733	19	0.590	-6.140	6.140	-58434.723		308.223	62	1.028	849250687343251117	849250573635666919	849250573631472614	142	
1	C18H34N2O7	[M - H2O - H]-	C18H31N2O6-	0.893	0.483	8.811	5.458	3.353	3	0.037	-1.879	1.879	-48518.406		371.218	62	1.029	849250681521556638	849250573681804267	849250573681804266	143	
1	C19H33NO5	[M - H]-	C19H32NO5-	0.895	0.499	37.498	33.812	3.686	2	0.113	-1.776	1.776	-0.527		354.228	62	1.032	849250698017755675	849250573761496051	849250573761496050	145	
1	C14H27N7O	[M + Cl]-	C14H27ClN7O-	0.274	0.271	10.278	7.053	3.225	3	0.044	1.843	2.487	6.567		344.199	62	1.032	849250734076189277	849250573723747311	849250573723747310	144	
1	C17H35N4O5	[M - H]-	C17H34N4O5-	0.360	0.051	6.877	4.146	2.731	3	0.042	2.681	2.681	2.916		374.255	62	1.035	849250732620765579	849250573836993531	849250573836993530	147	
1	C17H39FN4O3Si	[M - H2O - H]-	C17H36FN4O2Si-	0.252	0.262	5.846	5.846	0.000	5	0.091	-0.986	1.045	-47998.382		375.258	62	1.038	849250737913977749	849250573904102399	849250573904102398	148	
1	C31H63NO8Si	[M - H2O - H]-	C31H60NO7Si-	0.397	0.000	34.433	34.433	0.000	33	0.780	-0.608	1.041	-30713.212		586.414	63	1.043	849250704657339186	849250574025737223	849250574021542918	150	
1	C28H52N2O8	[M - H2O - H]-	C28H49N2O7-	0.732	0.500	109.307	109.307	0.000	38	0.830	-0.841	1.024	-34283.269		525.354	63	1.043	849250711158510769	849250573962822659	849250573962822658	149	
1	C18H35NO4	[M + Cl]-	C18H35ClNO4-	0.119	0.120	2.353	2.353	0.000	1	0.014	3.386	3.386	-0.521		364.226	64	1.063	849250676668746370	849250574147372051	849250574147372050	153	
1	C18H38ClNO4	[M - H2O - H]-	C18H35ClNO3-	1.000	0.483	36.488	36.488	0.000	9	0.553	-1.604	1.604	-51722.099		348.230	64	1.066	849250679780920305	849250574071874571	849250574071874570	151	
1	C28H54N2O7	[M - H]-	C28H53N2O7-	0.729	0.500	65.362	65.362	0.000	32	0.786	-0.807	0.865	0.216		529.386	64	1.066	849250687859150584	849250574185120791	849250574185120790	154	
1	C27H55N3O9	[M - H2O - H]-	C27H52N3O8-	0.540	0.411	41.883	41.883	0.000	35	0.814	-0.820	0.993	-32963.511		546.376	64	1.066	849250769023130965	849250574222869531	849250574218675226	155	
1	C17H38N4O5	[M - H2O - H]-	C17H35N4O4-	0.511	0.499	9.878	9.878	0.000	2	0.080	3.229	3.229	-50141.179		359.263	64	1.070	849250674408016301	849250574109623311	849250574109623310	152	
1	C19H39NO6	[M - H2O - H]-	C19H36NO5-	0.413	0.410	7.776	3.990	3.786	1	0.015	3.075	3.075	-50272.950		358.260	64	1.072	849250683572571539	849250574260618271	849250574260618270	156	
1	C19H37NO6	[M - H2O - H]-	C19H34NO5-	1.000	0.500	89.604	89.604	0.000	15	0.559	-1.441	1.441	-50556.822		356.244	65	1.084	849250681219566685	849250574554219571	849250574554219570	161	
1	C27H54N2O8	[M - H2O - H]-	C27H51N2O7-	1.000	0.500	57.706	57.706	0.000	10	0.476	-0.126	0.803	-34947.304		515.370	67	1.111	849250673107782011	849250574306755619	849250574306755618	157	
1	C28H52N2O6	[M + Cl]-	C28H52ClN2O6-	0.794	0.045	41.255	41.255	0.000	24	0.778	-0.623	0.792	-0.235		547.352	67	1.113	849250704925774695	849250574365475879	849250574365475878	158	
1	C28H55N3O10	[M - H2O - H]-	C28H52N3O9-	0.650	0.441	59.407	59.407	0.000	31	0.826	-0.153	0.797	-31357.269		574.371	67	1.113	849250736051706666	849250574428390443	849250574424196138	159	
1	C28H54N2O7	[M - H2O - H]-	C28H51N2O6-	0.656	0.500	57.725	57.725	0.000	20	0.761	-0.479	0.706	-35220.691		511.375	68	1.141	849250697136951772	849250574487110703	849250574487110702	160	
