formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
2	C19H35NO6	[M - H2O - H]-	C19H32NO5-	Fatty acids	0.632	Spingolipids	0.349	Sphingoid bases	0.524	Organic acids and derivatives	0.991	Carboxylic acids and derivatives	0.993	Amino acids, peptides, and analogues	0.903	Amino acids and derivatives	0.903	Alpha amino acids	0.766	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Carboxylic acids; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Polyols; Alpha amino acids; Amines; Primary amines; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	354.228	62	1.032	849250698017755676	849250573761496051	849250573761496050	145	
1	C14H27N7O	[M + Cl]-	C14H27ClN7O-	Alkaloids	0.969	Histidine alkaloids	0.267	Imidazole alkaloids	0.264	Organoheterocyclic compounds	1.000	Triazines	0.545	Aminotriazines	0.616	N-aliphatic s-triazines	0.591	N-aliphatic s-triazines	0.591	Organic compounds; Organoheterocyclic compounds; Triazines; Organonitrogen compounds; Organooxygen compounds; Azoles; Aminotriazines; Amines; Tertiary amines; N-aliphatic s-triazines; 1,3,5-triazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	344.199	62	1.032	849250734076189277	849250573723747311	849250573723747310	144	
6	C19H37NO6	[M - H]-	C19H36NO6-	Fatty acids	0.999	Spingolipids	0.980	Sphingoid bases	0.928	Organic acids and derivatives	0.993	Hydroxy acids and derivatives	0.424	Beta hydroxy acids and derivatives	0.584			Beta hydroxy acids and derivatives	0.584	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Beta hydroxy acids and derivatives; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	374.255	62	1.035	849250732620765577	849250573836993531	849250573836993530	147	
9	C21H36N4S	[M - H]-	C21H35N4S-	Alkaloids	0.863	Histidine alkaloids	0.374	Imidazole alkaloids	0.370	Benzenoids	0.905	Benzene and substituted derivatives	0.895					Benzene and substituted derivatives	0.895	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Imidazoles; Organonitrogen compounds; Azoles; Thioethers; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Sulfenyl compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	375.258	62	1.038	849250737913977756	849250573904102399	849250573904102398	148	
2	C31H61NO7Si	[M - H]-	C31H60NO7Si-	Fatty acids	0.996	Spingolipids	0.978	Sphingoid bases	0.822	Lipids and lipid-like molecules	0.660	Fatty Acyls	0.682					Fatty Acyls	0.682	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	586.414	63	1.043	849250704657339185	849250574025737223	849250574021542918	150	
2	C28H50N2O7	[M - H]-	C28H49N2O7-	Fatty acids	0.849	Spingolipids	0.807	Sphingoid bases	0.116	Lipids and lipid-like molecules	0.508							Lipids and lipid-like molecules	0.508	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	525.354	63	1.043	849250711158510768	849250573962822659	849250573962822658	149	
2	C28H56N2O8	[M - H2O - H]-	C28H53N2O7-	Fatty acids	0.993	Spingolipids	0.963	Sphingoid bases	0.624	Lipids and lipid-like molecules	0.723	Fatty Acyls	0.675					Fatty Acyls	0.675	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	529.386	64	1.066	849250687859150585	849250574185120791	849250574185120790	154	
1	C17H38N4O5	[M - H2O - H]-	C17H35N4O4-	Alkaloids	0.663	Ornithine alkaloids	0.864	Polyamines	0.902	Organic acids and derivatives	0.991	Carboxylic acids and derivatives	0.982	Amino acids, peptides, and analogues	0.977	Amino acids and derivatives	0.975	Alpha amino acid amides	0.869	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; 1,2-aminoalcohols; Trialkylamines; Alpha amino acid amides; Amines; Tertiary amines; Alkanolamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	359.263	64	1.070	849250674408016301	849250574109623311	849250574109623310	152	
1	C19H37NO6	[M - H2O - H]-	C19H34NO5-	Fatty acids	0.923	Spingolipids	0.975	Sphingoid bases	0.991	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.999	Alkanolamines	0.988	1,3-aminoalcohols	0.786	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Secondary alcohols; 1,3-aminoalcohols; 1,2-aminoalcohols; Polyols; Amines; Primary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	356.244	65	1.084	849250681219566685	849250574554219571	849250574554219570	161	
1	C27H54N2O8	[M - H2O - H]-	C27H51N2O7-	Fatty acids	0.989	Spingolipids	0.571	Sphingoid bases	0.361	Organic acids and derivatives	0.987	Carboxylic acids and derivatives	0.986	Amino acids, peptides, and analogues	0.715	Amino acids and derivatives	0.714	Amino acids	0.651	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; 1,2-aminoalcohols; Trialkylamines; Polyols; Amines; Tertiary amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	515.370	67	1.111	849250673107782011	849250574306755619	849250574306755618	157	
3	C29H48N4O6	[M - H]-	C29H47N4O6-	Fatty acids	0.700	Ornithine alkaloids	0.299	Polyamines	0.461	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Alcohols and polyols	0.909	Secondary alcohols	0.702	Secondary alcohols	0.702	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	547.352	67	1.113	849250704925774693	849250574365475879	849250574365475878	158	
2	C28H53N3O9	[M - H]-	C28H52N3O9-	Fatty acids	0.793	Spingolipids	0.301	Erythromycins	0.109	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.990	Amino acids, peptides, and analogues	0.663	Amino acids and derivatives	0.654	Amino acids and derivatives	0.654	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	574.371	67	1.113	849250736051706665	849250574428390443	849250574424196138	159	
2	C28H52N2O6	[M - H]-	C28H51N2O6-	Fatty acids	0.996	Spingolipids	0.996	Sphingoid bases	0.866	Lipids and lipid-like molecules	0.723	Sphingolipids	0.664					Sphingolipids	0.664	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; 1,2-aminoalcohols; Trialkylamines; Polyols; Amines; Tertiary amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	511.375	68	1.141	849250697136951771	849250574487110703	849250574487110702	160	
1	C26H51NO7	[M - H2O - H]-	C26H48NO6-	Fatty acids	1.000	Spingolipids	0.996	Sphingoid bases	0.968	Lipids and lipid-like molecules	0.956	Fatty Acyls	0.959	Fatty acids and conjugates	0.665	Long-chain fatty acids	0.606	Long-chain fatty acids	0.606	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Hydroxy acids and derivatives; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Polyols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	470.348	72	1.200	849250683446742378	849250574675854395	849250574671660090	163	
1	C29H57N3O10	[M - H2O - H]-	C29H54N3O9-	Fatty acids	0.685	Macrolides	0.477	Sphingoid bases	0.121	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.996	Amino acids, peptides, and analogues	0.761	Amino acids and derivatives	0.745	Amino acids and derivatives	0.745	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	588.387	73	1.224	849250714442651015	849250574906541131	849250574906541130	167	
1	C18H37NO4	[M - H2O - H]-	C18H34NO3-	Fatty acids	0.999	Spingolipids	1.000	Sphingoid bases	1.000	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.994	Alkanolamines	0.959	1,2-aminoalcohols	0.950	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Secondary alcohols; 1,2-aminoalcohols; Amines; Primary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	312.254	73	1.224	849250733535124003	849250574730380351	849250574730380350	164	
1	C19H39NO5	[M - H2O - H]-	C19H36NO4-	Fatty acids	1.000	Spingolipids	1.000	Sphingoid bases	1.000	Lipids and lipid-like molecules	0.568							Lipids and lipid-like molecules	0.568	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Polyols; Amines; Primary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	342.265	74	1.229	849250729441482938	849250574789100611	849250574789100610	165	
2	C28H48N4O5	[M - H]-	C28H47N4O5-	Alkaloids	0.501	Ornithine alkaloids	0.282	Polyamines	0.204	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.765	Amino acids and derivatives	0.742	Amino acids and derivatives	0.742	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Macrolactams; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	519.357	74	1.229	849250674605148629	849250575032370259	849250575032370258	169	
1	C30H58N2O9	[M - H2O - H]-	C30H55N2O8-	Fatty acids	0.996	Spingolipids	0.957	Sphingoid bases	0.776	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.816	Amino acids and derivatives	0.804	Alpha amino acids and derivatives	0.809	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	571.396	74	1.232	849250691071987667	849250574847820871	849250574847820870	166	
2	C28H56N2O8	[M - H2O - H]-	C28H53N2O7-	Polyketides	0.730	Macrolides	0.744	Depsipeptides	0.086	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.987	Amino acids, peptides, and analogues	0.823	Amino acids and derivatives	0.813	Amino acids and derivatives	0.813	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	529.386	74	1.241	849250687276142233	849250575095284823	849250575091090518	170	
1	C24H33NOS2	[M - H2O - H]-	C24H30NS2-	Fatty acids	0.466	Fatty amides	0.135	Sphingoid bases	0.080	Benzenoids	0.733	Benzene and substituted derivatives	0.673					Benzene and substituted derivatives	0.673	Organic compounds; Organosulfur compounds; Organonitrogen compounds; Benzene and substituted derivatives; Benzenoids; Sulfenyl compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	396.184	77	1.291	849250721195480801	849250575154005083	849250575154005082	171	
2	C18H38N2O7	[M - H2O - H]-	C18H35N2O6-	Fatty acids	0.999	Spingolipids	0.960	Sphingoid bases	0.831	Organic acids and derivatives	0.987	Carboxylic acids and derivatives	0.976	Amino acids, peptides, and analogues	0.219	Amino acids and derivatives	0.210	Alpha amino acids and derivatives	0.578	Organic compounds; Lipids and lipid-like molecules; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Organic nitro compounds; Organic oxoazanium compounds; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	375.249	78	1.295	849250677197228774	849250575271445603	849250575267251298	173	
1	C18H33NO5	[M - H2O - H]-	C18H30NO4-	Fatty acids	0.999	Spingolipids	0.998	Sphingoid bases	0.996	Lipids and lipid-like molecules	0.364	Fatty Acyls	0.374	Fatty acids and conjugates	0.041	Long-chain fatty acids	0.613	Long-chain fatty acids	0.613	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Organic zwitterions; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	324.218	78	1.295	849250735238011567	849250575330165863	849250575330165862	174	
1	C18H32O5	[M - H2O - H]-	C18H29O4-	Fatty acids	0.993	Octadecanoids	0.965	Other Octadecanoids	0.933	Lipids and lipid-like molecules	0.988	Fatty Acyls	0.980	Fatty acids and conjugates	0.944	Long-chain fatty acids	0.957	Long-chain fatty acids	0.957	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	309.207	78	1.302	849250723053557556	849250575393080427	849250575393080426	175	
1	C19H36N2O7	[M - H2O - H]-	C19H33N2O6-	Fatty acids	0.999	Spingolipids	0.444	Sphingoid bases	0.355	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.995	Amino acids, peptides, and analogues	0.602	Amino acids and derivatives	0.594	Alpha amino acids and derivatives	0.811	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Nitro fatty acids; Amino fatty acids; Monocarboxylic acids and derivatives; Organic nitro compounds; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Amines; Long-chain fatty acids; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	385.234	78	1.302	849250677746682645	849250575212725343	849250575208531038	172	
2	C19H37NO5	[M - H]-	C19H36NO5-	Fatty acids	1.000	Spingolipids	0.983	Sphingoid bases	0.978	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.785	Amino acids and derivatives	0.784	Alpha amino acids and derivatives	0.896	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	358.260	79	1.309	849250726270588870	849250575460189295	849250575455994990	176	
1	C23H49N7O5	[M - H2O - H]-	C23H46N7O4-	Amino acids and Peptides	0.755	Oligopeptides	0.472	Polyamines	0.461	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.936	Amino acids and derivatives	0.923	N-acyl-alpha amino acids and derivatives	0.649	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	484.364	80	1.329	849250676249315935	849250575879619723	849250575879619722	183	
1	C20H43NO6	[M - H2O - H]-	C20H40NO5-	Fatty acids	1.000	Spingolipids	1.000	Sphingoid bases	1.000	Lipids and lipid-like molecules	0.501							Lipids and lipid-like molecules	0.501	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Secondary alcohols; 1,2-aminoalcohols; Polyols; Amines; Primary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	374.291	80	1.329	849250693706010774	849250575816705159	849250575816705158	182	
2	C20H37BrN2O8	[M - H2O - H]-	C20H34BrN2O7-	Fatty acids	0.986	Spingolipids	0.929	Sphingoid bases	0.723	Lipids and lipid-like molecules	0.813	Fatty Acyls	0.912	Fatty acids and conjugates	0.549	Hydroxy fatty acids	0.524	Hydroxy fatty acids	0.524	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Monoalkylamines; Alkyl bromides; Carboxylic acid derivatives; Organic nitro compounds; Carboxylic acids; Organic oxoazanium compounds; Organobromides; Secondary alcohols; Carbonyl compounds; Alkyl halides; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Fatty Acyls; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	493.153	80	1.329	849250704883831641	849250575938339983	849250575934145678	184	
1	C23H30ClN3O3	[M - H2O - H]-	C23H27ClN3O2-	Amino acids and Peptides	0.432	Small peptides	0.063	Dipeptides	0.016	Organic acids and derivatives	0.991	Carboxylic acids and derivatives	0.982	Amino acids, peptides, and analogues	0.977	Amino acids and derivatives	0.976	Alpha amino acid amides	0.753	Organic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Alkyl chlorides; Aryl chlorides; Carboxylic acid derivatives; Chlorobenzenes; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Tertiary amines; Aryl halides; Alkyl halides; Aralkylamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	412.179	80	1.338	849250678484880254	849250576030614679	849250576030614678	186	
2	C19H39NO8	[M - H2O - H]-	C19H36NO7-	Fatty acids	0.995	Spingolipids	0.990	Sphingoid bases	0.991	Lipids and lipid-like molecules	0.605							Lipids and lipid-like molecules	0.605	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Polyols; Amines; Alkanolamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	390.250	80	1.340	849250723221329730	849250576068363419	849250576068363418	187	
1	C27H52N2O7	[M - H2O - H]-	C27H49N2O6-	Fatty acids	0.925	Spingolipids	0.461	Erythromycins	0.197	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.995	Amino acids, peptides, and analogues	0.675	Amino acids and derivatives	0.667	Amino acids and derivatives	0.667	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Polyols; Amines; Tertiary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	497.360	90	1.499	849250685724249711	849250576181609639	849250576177415334	190	
1	C22H32N5O3	[M - H2O - H]-	C22H29N5O2-	Alkaloids	0.891	Nicotinic acid alkaloids	0.071	Pyridine alkaloids	0.071	Organoheterocyclic compounds	1.000	Diazines	0.660	Pyrimidines and pyrimidine derivatives	0.615	Pyrimidones	0.691	Pyrimidones	0.691	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Diazines; Carbonyl compounds; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	395.232	93	1.549	849250679378267063	849250576252912815	849250576252912814	192	
