"samples"	"LV1"	"LV2"
"20260624_CVOL_Darleen_A549_110626_PET100.mzML"	-5.71446381825474	-1.1968549882402
"20260624_CVOL_Darleen_A549_110626_PS100.mzML"	-7.83059109264248	-2.67536826406226
"20260624_CVOL_Darleen_A549_110626_untreated.mzML"	-11.6019600963884	4.23444993128871
"20260624_CVOL_Darleen_A549_180626_PET100.mzML"	-6.87146742751069	-1.12621351057347
"20260624_CVOL_Darleen_A549_180626_PS100.mzML"	-10.8859177746248	-0.669802336700345
"20260624_CVOL_Darleen_A549_180626_untreated.mzML"	-13.566156917875	4.09282756679428
"20260624_CVOL_Darleen_A549_210626_PET100.mzML"	-11.4270245764291	-2.28391514322306
"20260624_CVOL_Darleen_A549_210626_PS100.mzML"	-11.0721666955234	-4.82757637290627
"20260624_CVOL_Darleen_A549_210626_untreated.mzML"	-8.94280025974742	1.98120009312114
