#Scan#	SpectrumFile	Annotation	OrigAnnotation	Protein	dbIndex	numMods	matchOrientation	startMass	Charge	MQScore	p-value	isDecoy	StrictEnvelopeScore	UnstrictEvelopeScore	CompoundName	Organism	FileScanUniqueID	FDR	LibraryName	mzErrorPPM	LibMetaData	Smiles	Inchi	LibSearchSharedPeaks	Abundance	ParentMassDiff	SpecMZ	ExactMass	LibrarySpectrumID
1171	spectra_filtered.mgf	*..*		:15409	15409	-1	0	794.57	1	0.897979	0	0	889828.0	7942490.0	PC(17:1/20:4); [M+H]+ C45H81N1O8P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf1171	-1	PNNL-LIPIDS-POSITIVE.mgf	44.3224				8	0	0.0352173	794.605	0	CCMSLIB00010085033
220	spectra_filtered.mgf	*..*		:34185	34185	-1	0	432.111	1	0.897204	0	0	144.292	53963100.0	Ex229 [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf220	-1	MSNLIB-POSITIVE.mgf	294.574				6	0	0.127289	432.238	0	CCMSLIB00012336145
928	spectra_filtered.mgf	*..*		:1544	5126	-1	0	720.444	1	0.895001	0	0	56650.0	485028.0	Spectral Match to KDdiA-PC from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf928	-1	GNPS-NIST14-MATCHES.mgf	2644.67				7	0	1.90533	718.539	0	CCMSLIB00003139613
927	spectra_filtered.mgf	*..*		:30343	30343	-1	0	780.554	1	0.894821	0	0	149267.0	9218370.0	PC(16:1/20:4); [M+H]+ C44H79N1O8P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf927	-1	PNNL-LIPIDS-POSITIVE.mgf	0.469168				6	0	0.000366211	780.554	0	CCMSLIB00010101747
1123	spectra_filtered.mgf	*..*		:27581	27581	-1	0	796.586	1	0.89374	0	0	1105740.0	3490010.0	PC(17:0/20:4); [M+H]+ C45H83N1O8P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf1123	-1	PNNL-LIPIDS-POSITIVE.mgf	1.07269				6	0	0.000854492	796.585	0	CCMSLIB00010098985
1270	spectra_filtered.mgf	*..*		:5071	5071	-1	0	811.669	1	0.892815	0	0	89589600.0	3413870.0	SM(d18:2/24:1); [M+H]+ C47H92N2O6P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf1270	-1	PNNL-LIPIDS-POSITIVE.mgf	1167.13				8	0	0.947327	812.616	0	CCMSLIB00010063053
974	spectra_filtered.mgf	*..*		:26295	26295	-1	0	806.57	1	0.892805	0	0	176676000.0	5271100.0	PC(16:0/22:6); [M+H]+ C46H81N1O8P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf974	-1	PNNL-LIPIDS-POSITIVE.mgf	0.0756725				6	0	6.10352e-05	806.57	0	CCMSLIB00010097699
1070	spectra_filtered.mgf	*..*		:2244	4485	-1	0	792.551	1	0.892802	0	0	483822.0	1454260.0	Spectral Match to Docosahexaenoyl PAF C-16 from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1070	-1	GNPS-NIST14-MATCHES.mgf	2494.08				6	0	1.97668	790.574	0	CCMSLIB00003138972
1325	spectra_filtered.mgf	*..*		:18787	18787	-1	0	787.669	1	0.89261	0	0	13316100.0	9824760.0	SM(d18:1/22:0); [M+H]+ C45H92N2O6P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf1325	-1	PNNL-LIPIDS-POSITIVE.mgf	1203.47				9	0	0.947937	788.617	0	CCMSLIB00010090191
1295	spectra_filtered.mgf	*..*		:1907	1907	-1	0	800.617	1	0.891303	0	0	1231830.0	1736140.0	PC(18:1/19:1); [M+H]+ C45H87N1O8P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf1295	-1	PNNL-LIPIDS-POSITIVE.mgf	1184.01				8	0	0.947937	799.669	0	CCMSLIB00010057169
946	spectra_filtered.mgf	*..*		:30343	30343	-1	0	780.554	1	0.891067	0	0	149267.0	4983710.0	PC(16:1/20:4); [M+H]+ C44H79N1O8P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf946	-1	PNNL-LIPIDS-POSITIVE.mgf	0.156389				7	0	0.00012207	780.554	0	CCMSLIB00010101747
1261	spectra_filtered.mgf	*..*		:2572	3351	-1	0	746.574	1	0.890648	0	0	2883830.0	420327.0	Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1261	-1	GNPS-NIST14-MATCHES.mgf	2656.34				6	0	1.98315	744.591	0	CCMSLIB00003137838
1001	spectra_filtered.mgf	*..*		:735	4938	-1	0	806.55	1	0.890338	0	0	340912.0	6655520.0	Spectral Match to 1-Palmitoyl-2-docosahexaenoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1001	-1	GNPS-NIST14-MATCHES.mgf	24.6698				7	0	0.0198975	806.57	0	CCMSLIB00003139425
555	spectra_filtered.mgf	*..*		:4684	5620	-1	0	283.26	0	0.889284	0	0	2285130.0	50480400.0	Spectral Match to 3-Hydroxyoctadecanoic Acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf555	-1	GNPS-NIST14-MATCHES.mgf	4576.13				9	0	1.29623	281.964	0	CCMSLIB00003140107
1092	spectra_filtered.mgf	*..*		:968	4257	-1	0	834.622	1	0.888946	0	0	190892.0	1950840.0	Spectral Match to 1-Octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1092	-1	GNPS-NIST14-MATCHES.mgf	25.3027				7	0	0.0211182	834.601	0	CCMSLIB00003138744
1274	spectra_filtered.mgf	*..*		:1537	4495	-1	0	700.236	1	0.887745	0	0	8286830.0	795572.0	Contaminant vial septum ThermoFisher C5000-44B M+NH4	GNPS-LIBRARY	temp/spectra_filtered.mgf1274	-1	GNPS-LIBRARY.mgf	2824.89				19	0	1.97809	702.214	0	CCMSLIB00005435820
1133	spectra_filtered.mgf	*..*		:13513	13513	-1	0	768.591	1	0.88766	0	0	3765890.0	4961520.0	PC(O-16:0/20:4); [M+H]+ C44H83N1O7P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf1133	-1	PNNL-LIPIDS-POSITIVE.mgf	3.09706				8	0	0.00238037	768.589	0	CCMSLIB00010081108
789	spectra_filtered.mgf	*..*		:24811	24811	-1	0	702.507	1	0.886541	0	0	7160280.0	961364.0	PC(16:2/14:0); [M+H]+ C38H73N1O8P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf789	-1	PNNL-LIPIDS-POSITIVE.mgf	1348.58				6	0	0.947388	701.56	0	CCMSLIB00010096215
561	spectra_filtered.mgf	*..*		:2578	3297	-1	0	563.552	1	0.886445	0	0	5172120.0	90986100.0	Spectral Match to 9-Octadecenamide, (Z)- from NIST14 2M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf561	-1	GNPS-NIST14-MATCHES.mgf	0.974739				10	0	0.000549316	563.551	0	CCMSLIB00003137784
1054	spectra_filtered.mgf	*..*		:13291	13291	-1	0	808.586	1	0.886395	0	0	1187220.0	7270370.0	PC(18:1/20:4); [M+H]+ C46H83N1O8P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf1054	-1	PNNL-LIPIDS-POSITIVE.mgf	0.905806				8	0	0.000732422	808.585	0	CCMSLIB00010080648
967	spectra_filtered.mgf	*..*		:4814	22145	-1	0	473.318	1	0.884567	0	0	22239.5	2840250.0	C23 3a, 7a_4-hydroxybenzaldehyde [CCS=232.69866943359375] [M+H]+	GNPS-ION-MOBILITY-LIBRARY	temp/spectra_filtered.mgf967	-1	GNPS-ION-MOBILITY-LIBRARY.mgf	0.386855				6	0	0.000183105	473.318	0	CCMSLIB00017431561
1117	spectra_filtered.mgf	*..*		:24633	24633	-1	0	768.554	1	0.88411	0	0	212613.0	24003300.0	PC(15:0/20:4); [M+H]+ C43H79N1O8P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf1117	-1	PNNL-LIPIDS-POSITIVE.mgf	2575.05				7	0	1.97906	766.575	0	CCMSLIB00010096037
262	spectra_filtered.mgf	*..*		:2044	2536	-1	0	277.216	1	0.884079	0	0	156922.0	1143120.0	Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf262	-1	GNPS-NIST14-MATCHES.mgf	2.42189				7	0	0.000671387	277.217	0	CCMSLIB00003137023
814	spectra_filtered.mgf	*..*		:1421	1421	-1	0	689.56	1	0.883815	0	0	1773660.0	1321950.0	SM(d16:1/17:0); [M+H]+ C38H78N2O6P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf814	-1	PNNL-LIPIDS-POSITIVE.mgf	0.619592				6	0	0.000427246	689.56	0	CCMSLIB00010056683
1172	spectra_filtered.mgf	*..*		:968	4257	-1	0	834.622	1	0.883665	0	0	190892.0	6201970.0	Spectral Match to 1-Octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1172	-1	GNPS-NIST14-MATCHES.mgf	25.3027				6	0	0.0211182	834.601	0	CCMSLIB00003138744
439	spectra_filtered.mgf	*..*		:1072	1180	-1	0	243.21	1	0.882273	0	0	25666.7	229329.0	Spectral Match to 12(13)-Epoxy-9Z-octadecenoic acid from NIST14 243.2	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf439	-1	GNPS-NIST14-MATCHES.mgf	3.82709				8	0	0.000930786	243.211	0	CCMSLIB00003135666
559	spectra_filtered.mgf	*..*		:3168	3168	-1	0	247.0	1	0.881516	0	0	592.682	3829770.0	MoNA:2479447 O-Galactosylsphingosine M+H	MONA	temp/spectra_filtered.mgf559	-1	MONA.mgf	980.022				10	0	0.242065	247.242	0	CCMSLIB00000565916
1396	spectra_filtered.mgf	*..*		:4185	4185	-1	0	800.617	1	0.881472	0	0	4254860.0	1319310.0	PC(18:1/19:1); [M+H]+ C45H87N1O8P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf1396	-1	PNNL-LIPIDS-POSITIVE.mgf	1333.96				6	0	1.06799	801.685	0	CCMSLIB00010060440
1148	spectra_filtered.mgf	*..*		:2501	85	-1	0	772.586	1	0.880395	0	0	12134500.0	765074.0	Spectral Match to 1-(1Z-Octadecenyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1148	-1	GNPS-NIST14-MATCHES.mgf	1219.94				7	0	0.942505	773.529	0	CCMSLIB00003134571
455	spectra_filtered.mgf	*..*		:2743	1245	-1	0	219.21	1	0.880352	0	0	9448.92	791938.0	Spectral Match to Pinolenic acid ethyl ester from NIST14 219.2	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf455	-1	GNPS-NIST14-MATCHES.mgf	4.03727				9	0	0.00088501	219.211	0	CCMSLIB00003135731
391	spectra_filtered.mgf	*..*		:10702	11148	-1	0	415.212	1	0.879894	0	0	4896590.0	580374.0	1-({[2-(2-furylmethyl)-5-methylpyrrolidinyl]amino}methylene)-7-[8-({[2-(2-fury lmethyl)pyrrolidinyl]amino}methylene)-1,6-dihydroxy-3-methyl-5-(methylethyl)-7 -oxo(2-naphthyl)]-3,8-dihydroxy-6-methyl-4-(methylethyl)naphthalen-2-one CollisionEnergy:102040 M+2H]	BERKELEY-LAB	temp/spectra_filtered.mgf391	-1	BERKELEY-LAB.mgf	2370.78				6	0	0.984375	414.228	0	CCMSLIB00010113136
1494	spectra_filtered.mgf	*..*		:11901	11901	-1	0	812.698	1	0.879285	0	0	124997.0	2696030.0	GalCer(d18:1/24:0); [M+H]+ C48H94N1O8 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf1494	-1	PNNL-LIPIDS-POSITIVE.mgf	0.150204				10	0	0.00012207	812.698	0	CCMSLIB00010077741
339	spectra_filtered.mgf	*..*		:4652	3896	-1	0	227.202	1	0.878949	0	0	636731.0	1464380.0	Spectral Match to Myristoleic acid from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf339	-1	GNPS-NIST14-MATCHES.mgf	4336.9				8	0	0.985352	226.217	0	CCMSLIB00003138383
187	spectra_filtered.mgf	*..*		:34185	34185	-1	0	432.111	1	0.878835	0	0	144.292	169458.0	Ex229 [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf187	-1	MSNLIB-POSITIVE.mgf	294.433				6	0	0.127228	432.238	0	CCMSLIB00012336145
289	spectra_filtered.mgf	*..*		:3119	918	-1	0	265.216	1	0.87763	0	0	1253890.0	8724140.0	Spectral Match to 12(S)-Hydroxy-16-heptadecynoic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf289	-1	GNPS-NIST14-MATCHES.mgf	7461.4				6	0	1.97888	263.237	0	CCMSLIB00003135404
638	spectra_filtered.mgf	*..*		:4719	5011	-1	0	284.3	1	0.875079	0	0	6162870.0	547908.0	Spectral Match to Octadecanamide from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf638	-1	GNPS-NIST14-MATCHES.mgf	3508.07				7	0	0.997345	285.297	0	CCMSLIB00003139498
913	spectra_filtered.mgf	*..*		:29419	29419	-1	0	718.539	1	0.873867	0	0	107643.0	1091480.0	PC(15:0/16:1); [M+H]+ C39H77N1O8P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf913	-1	PNNL-LIPIDS-POSITIVE.mgf	1319.34				6	0	0.947998	717.591	0	CCMSLIB00010100823
48	spectra_filtered.mgf	*..*		:25127	43590	-1	0	343.225	1	0.873468	0	0	281.533	1330030.0	Spegatrine [M+NH4]+	MONA	temp/spectra_filtered.mgf48	-1	MONA.mgf	3073.76				10	0	1.05499	342.17	0	CCMSLIB00004716190
569	spectra_filtered.mgf	*..*		:4652	3896	-1	0	227.202	1	0.870715	0	0	636731.0	690647.0	Spectral Match to Myristoleic acid from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf569	-1	GNPS-NIST14-MATCHES.mgf	4336.63				8	0	0.985291	226.217	0	CCMSLIB00003138383
233	spectra_filtered.mgf	*..*		:3553	2768	-1	0	460.424	1	0.870646	0	0	617610.0	93442700.0	spermidine-C20:1 M+Na	ECG-ACYL-AMIDES-C4-C24-LIBRARY	temp/spectra_filtered.mgf233	-1	ECG-ACYL-AMIDES-C4-C24-LIBRARY.mgf	335.848				6	0	0.154633	460.269	0	CCMSLIB00011436270
403	spectra_filtered.mgf	*..*		:3553	2768	-1	0	460.424	1	0.870622	0	0	617610.0	870095.0	spermidine-C20:1 M+Na	ECG-ACYL-AMIDES-C4-C24-LIBRARY	temp/spectra_filtered.mgf403	-1	ECG-ACYL-AMIDES-C4-C24-LIBRARY.mgf	335.583				6	0	0.15451	460.27	0	CCMSLIB00011436270
390	spectra_filtered.mgf	*..*		:3168	3168	-1	0	247.0	1	0.869807	0	0	592.682	3333390.0	MoNA:2479447 O-Galactosylsphingosine M+H	MONA	temp/spectra_filtered.mgf390	-1	MONA.mgf	7180.16				10	0	1.7735	245.227	0	CCMSLIB00000565916
1246	spectra_filtered.mgf	*..*		:1537	4495	-1	0	700.236	1	0.86753	0	0	8286830.0	617785.0	Contaminant vial septum ThermoFisher C5000-44B M+NH4	GNPS-LIBRARY	temp/spectra_filtered.mgf1246	-1	GNPS-LIBRARY.mgf	2824.8				15	0	1.97803	702.214	0	CCMSLIB00005435820
64	spectra_filtered.mgf	*..*		:1183	808	-1	0	171.101	1	0.867233	0	0	22217000.0	14918700.0	Spectral Match to Azelaic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf64	-1	GNPS-NIST14-MATCHES.mgf	5746.94				7	0	0.983307	170.118	0	CCMSLIB00003135294
1271	spectra_filtered.mgf	*..*		:14231	14231	-1	0	812.617	1	0.867005	0	0	1545480.0	1100030.0	PC(18:0/20:3); [M+H]+ C46H87N1O8P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf1271	-1	PNNL-LIPIDS-POSITIVE.mgf	1234.12				6	0	1.00287	813.62	0	CCMSLIB00010082605
313	spectra_filtered.mgf	*..*		:2082	1772	-1	0	279.23	1	0.866748	0	0	811549.0	2947440.0	Spectral Match to Pinolenic acid from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf313	-1	GNPS-NIST14-MATCHES.mgf	3515.7				11	0	0.981689	278.248	0	CCMSLIB00003136259
66	spectra_filtered.mgf	*..*		:4789	5235	-1	0	189.112	1	0.865725	0	0	1274310.0	1822320.0	azelaic acid CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf66	-1	BERKELEY-LAB.mgf	5202.1				8	0	0.98378	188.128	0	CCMSLIB00010107223
387	spectra_filtered.mgf	*..*		:3119	918	-1	0	265.216	1	0.865196	0	0	1253890.0	10238000.0	Spectral Match to 12(S)-Hydroxy-16-heptadecynoic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf387	-1	GNPS-NIST14-MATCHES.mgf	7461.4				6	0	1.97888	263.237	0	CCMSLIB00003135404
1134	spectra_filtered.mgf	*..*		:17011	17011	-1	0	818.606	1	0.86514	0	0	517195.0	1021170.0	PC(P-18:0/22:6); [M+H]+ C48H85N1O7P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf1134	-1	PNNL-LIPIDS-POSITIVE.mgf	0.14912				8	0	0.00012207	818.606	0	CCMSLIB00010088331
1279	spectra_filtered.mgf	*..*		:10383	10383	-1	0	794.57	1	0.864716	0	0	558602.0	995320.0	PC(17:1/20:4); [M+H]+ C45H81N1O8P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf1279	-1	PNNL-LIPIDS-POSITIVE.mgf	45.9356				7	0	0.036499	794.607	0	CCMSLIB00010074466
960	spectra_filtered.mgf	*..*		:19509	19509	-1	0	768.591	1	0.864702	0	0	57888700.0	4404640.0	PC(O-16:0/20:4); [M+H]+ C44H83N1O7P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf960	-1	PNNL-LIPIDS-POSITIVE.mgf	47.8059				6	0	0.0367432	768.554	0	CCMSLIB00010090913
346	spectra_filtered.mgf	*..*		:6012	2362	-1	0	282.279	1	0.863854	0	0	283986.0	214121.0	Spectral Match to 9-Octadecenamide, (Z)- from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf346	-1	GNPS-NIST14-MATCHES.mgf	3555.24				10	0	1.00357	283.283	0	CCMSLIB00003136849
1105	spectra_filtered.mgf	*..*		:2071	65	-1	0	746.569	1	0.862982	0	0	7108360.0	849506.0	Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1105	-1	GNPS-NIST14-MATCHES.mgf	1265.88				9	0	0.945068	747.514	0	CCMSLIB00003134551
1482	spectra_filtered.mgf	*..*		:4542	648	-1	0	267.268	1	0.862657	0	0	2066070.0	95758.9	Spectral Match to cis,cis-9,12-Octadecadien-1-ol from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1482	-1	GNPS-NIST14-MATCHES.mgf	3680.59				6	0	0.983704	266.284	0	CCMSLIB00003135134
1044	spectra_filtered.mgf	*..*		:23477	23477	-1	0	832.586	1	0.86173	0	0	1589010.0	1872480.0	PC(18:1/22:6); [M+H]+ C48H83N1O8P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf1044	-1	PNNL-LIPIDS-POSITIVE.mgf	1.02631				7	0	0.000854492	832.585	0	CCMSLIB00010094881
675	spectra_filtered.mgf	*..*		:3119	918	-1	0	265.216	1	0.86116	0	0	1253890.0	109612.0	Spectral Match to 12(S)-Hydroxy-16-heptadecynoic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf675	-1	GNPS-NIST14-MATCHES.mgf	7461.74				6	0	1.97897	263.237	0	CCMSLIB00003135404
454	spectra_filtered.mgf	*..*		:3192	1670	-1	0	255.232	1	0.860823	0	0	243558.0	29284800.0	Spectral Match to Palmitelaidic acid from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf454	-1	GNPS-NIST14-MATCHES.mgf	3855.53				9	0	0.984055	254.248	0	CCMSLIB00003136157
485	spectra_filtered.mgf	*..*		:6834	6834	-1	0	263.237	1	0.859966	0	0	375149.0	10523100.0	2,4,6-Tri-tert-butylphenol_CE30 M+H	WFSR-LIBRARY	temp/spectra_filtered.mgf485	-1	WFSR-LIBRARY.mgf	0.347796				9	0	9.15527e-05	263.237	0	CCMSLIB00013940615
1074	spectra_filtered.mgf	*..*		:23301	23301	-1	0	808.586	1	0.859835	0	0	5830050.0	21080100.0	PC(18:1/20:4); [M+H]+ C46H83N1O8P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf1074	-1	PNNL-LIPIDS-POSITIVE.mgf	0.603871				6	0	0.000488281	808.586	0	CCMSLIB00010094705
353	spectra_filtered.mgf	*..*		:3553	2768	-1	0	460.424	1	0.858345	0	0	617610.0	1057650.0	spermidine-C20:1 M+Na	ECG-ACYL-AMIDES-C4-C24-LIBRARY	temp/spectra_filtered.mgf353	-1	ECG-ACYL-AMIDES-C4-C24-LIBRARY.mgf	335.649				6	0	0.154541	460.269	0	CCMSLIB00011436270
1693	spectra_filtered.mgf	*..*		:29281	29281	-1	0	634.614	1	0.857096	0	0	1196810.0	712277.0	Cer(d18:1/23:1); [M+H]+ C41H80N1O3 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf1693	-1	PNNL-LIPIDS-POSITIVE.mgf	3118.44				8	0	1.979	632.635	0	CCMSLIB00010100685
433	spectra_filtered.mgf	*..*		:2887	379	-1	0	279.232	1	0.855076	0	0	759178.0	7290520.0	gamma-Linolenic acid (known structural isomers: 0; isobaric peaks in run: 2) [M+H]+	CMMC-FOOD-BIOMARKERS	temp/spectra_filtered.mgf433	-1	CMMC-FOOD-BIOMARKERS.mgf	3523.44				8	0	0.983856	278.248	0	CCMSLIB00013576563
1603	spectra_filtered.mgf	*..*		:28391	28391	-1	0	648.629	1	0.854916	0	0	266893.0	867904.0	Cer(d18:1/24:1); [M+H]+ C42H82N1O3 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf1603	-1	PNNL-LIPIDS-POSITIVE.mgf	0.0940987				9	0	6.10352e-05	648.629	0	CCMSLIB00010099795
425	spectra_filtered.mgf	*..*		:38	231	-1	0	155.043	1	0.854186	0	0	58969.1	1746840.0	ASPARAGINE M+Na	GNPS-MSMLS	temp/spectra_filtered.mgf425	-1	GNPS-MSMLS.mgf	12589.2				6	0	1.95187	153.091	0	CCMSLIB00005463982
531	spectra_filtered.mgf	*..*		:4746	4925	-1	0	307.263	1	0.853205	0	0	1747170.0	904818.0	Spectral Match to 9Z,11E,13E-Octadecatrienoic acid ethyl ester from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf531	-1	GNPS-NIST14-MATCHES.mgf	3202.0				7	0	0.983856	306.279	0	CCMSLIB00003139412
563	spectra_filtered.mgf	*..*		:4218	5408	-1	0	265.252	1	0.846737	0	0	1406980.0	9713660.0	Spectral Match to 9-Octadecenamide, (Z)- from NIST14 M+H-NH3	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf563	-1	GNPS-NIST14-MATCHES.mgf	2.64618				8	0	0.000701904	265.253	0	CCMSLIB00003139895
250	spectra_filtered.mgf	*..*		:2796	236	-1	0	279.232	1	0.846265	0	0	942813.0	851825.0	Spectral Match to 9(10)-EpOME from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf250	-1	GNPS-NIST14-MATCHES.mgf	69.072				8	0	0.0192871	279.251	0	CCMSLIB00003134722
257	spectra_filtered.mgf	*..*		:2887	379	-1	0	279.232	1	0.845741	0	0	759178.0	11862600.0	gamma-Linolenic acid (known structural isomers: 0; isobaric peaks in run: 2) [M+H]+	CMMC-FOOD-BIOMARKERS	temp/spectra_filtered.mgf257	-1	CMMC-FOOD-BIOMARKERS.mgf	3523.87				8	0	0.983978	278.248	0	CCMSLIB00013576563
1260	spectra_filtered.mgf	*..*		:5435	5435	-1	0	774.601	1	0.841367	0	0	8686840.0	2143980.0	PC(17:0/18:1); [M+H]+ C43H85N1O8P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf1260	-1	PNNL-LIPIDS-POSITIVE.mgf	0.0				8	0	0.0	774.601	0	CCMSLIB00010063928
1155	spectra_filtered.mgf	*..*		:22087	22087	-1	0	794.57	1	0.840013	0	0	298162.0	10196200.0	PC(17:0/20:5); [M+H]+ C45H81N1O8P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf1155	-1	PNNL-LIPIDS-POSITIVE.mgf	2491.66				13	0	1.9798	792.59	0	CCMSLIB00010093491
528	spectra_filtered.mgf	*..*		:35108	47107	-1	0	403.233	1	0.839108	0	0	302779.0	356106.0	Massbank:LU052302 Acetyl tributyl citrate|tributyl 2-acetyloxypropane-1,2,3-tricarboxylate M+H	MASSBANK	temp/spectra_filtered.mgf528	-1	MASSBANK.mgf	0.756822				7	0	0.000305176	403.233	0	CCMSLIB00005760659
686	spectra_filtered.mgf	*..*		:2620	7140	-1	0	310.347	1	0.836878	0	0	75363200.0	677534.0	(2R,6R)-2-methyl-6-pentadecylpiperidine M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf686	-1	GNPS-LIBRARY.mgf	3112.26				7	0	0.965881	311.313	0	CCMSLIB00005724651
1889	spectra_filtered.mgf	*..*		:1243	10753	-1	0	874.784	1	0.836555	0	0	624400000.0	969863.0	TAG (16:0/18:1/18:2) M+NH4	GNPS-LIBRARY	temp/spectra_filtered.mgf1889	-1	GNPS-LIBRARY.mgf	2.7211				14	0	0.00238037	874.786	0	CCMSLIB00006678167
316	spectra_filtered.mgf	*..*		:2326	6918	-1	0	297.243	1	0.836424	0	0	215400.0	165693000.0	NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585] [M-H2O+H]+	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	temp/spectra_filtered.mgf316	-1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE.mgf	3311.68				13	0	0.984375	296.259	0	CCMSLIB00005722214
572	spectra_filtered.mgf	*..*		:2255	326	-1	0	279.231	1	0.836172	0	0	1008200.0	134970.0	Spectral Match to 9(10)-EpOME from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf572	-1	GNPS-NIST14-MATCHES.mgf	3516.45				8	0	0.981903	278.249	0	CCMSLIB00003134812
