CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
139	153	0.000	0.000	0.8196	0.7533	1
139	166	0.000	0.000	0.7061	0.7197	1
139	175	-0.000	0.000	0.9359	0.8712	1
139	176	-18.011	0.000	0.7559	0.6913	1
139	192	-0.000	0.000	0.8627	0.8151	1
139	199	12.000	0.000	0.7634	0.7058	1
144	160	-0.000	0.000	0.8634	0.7953	1
146	153	0.000	0.000	0.8297	0.7689	1
146	155	-15.995	0.000	0.7177	0.6032	1
146	175	-0.000	0.000	0.8942	0.8295	1
146	176	-18.011	0.000	0.7549	0.6940	1
146	191	17.027	0.000	0.7465	0.6374	1
146	192	-0.000	0.000	0.8656	0.8150	1
146	199	12.000	0.000	0.7635	0.7123	1
152	188	-28.031	0.000	0.9008	0.7805	1
153	175	-0.000	0.000	0.7799	0.7003	1
153	184	26.016	0.000	0.7097	0.6272	1
153	192	-0.000	0.000	0.8712	0.7809	1
153	199	12.000	0.000	0.7167	0.6332	1
155	160	0.000	0.000	0.7290	0.7331	1
157	159	0.000	0.000	0.7308	0.6666	1
159	189	-28.031	0.000	0.7362	0.6625	1
159	193	-28.031	0.000	0.8013	0.6740	1
166	221	-3.019	0.000	0.7099	0.6539	1
166	258	-58.078	0.000	0.7167	0.7012	1
167	176	0.000	0.000	0.8551	0.7733	1
167	258	-40.068	0.000	0.7098	0.6219	1
172	283	-168.188	0.000	0.8120	0.6867	1
174	200	0.000	0.000	0.7968	0.5122	1
174	201	-74.019	0.000	0.7202	0.5264	1
174	231	0.000	0.000	0.8074	0.5137	1
175	176	-18.010	0.000	0.7378	0.6548	1
175	192	0.000	0.000	0.8167	0.7546	1
175	199	12.000	0.000	0.7460	0.6728	1
176	184	44.026	0.000	0.7285	0.6357	1
176	199	30.011	0.000	0.7046	0.6283	1
176	220	15.995	0.000	0.7737	0.6768	1
176	239	-12.036	0.000	0.7908	0.7154	1
176	258	-40.068	0.000	0.7171	0.6475	1
178	185	-0.000	0.000	0.9285	0.8277	1
181	186	-0.000	0.000	0.7380	0.7533	1
181	218	-24.036	0.000	0.7387	0.6466	1
184	199	-14.016	0.000	0.9249	0.8277	1
184	220	-28.031	0.000	0.9380	0.8307	1
184	221	-29.034	0.000	0.8413	0.6973	1
184	224	-28.031	0.000	0.8878	0.7898	1
184	235	-42.047	0.000	0.7923	0.7119	1
184	239	-56.062	0.000	0.9544	0.8941	1
184	258	-84.094	0.000	0.9136	0.8539	1
185	230	0.000	0.000	0.7238	0.8126	1
186	189	0.000	0.000	0.8062	0.7308	1
186	218	-24.036	0.000	0.7335	0.6406	1
186	223	-28.031	0.000	0.7460	0.6426	1
189	218	-24.036	0.000	0.7405	0.6085	1
189	223	-28.031	0.000	0.7788	0.6833	1
191	192	-17.027	0.000	0.7211	0.6069	1
191	215	26.016	0.000	0.7695	0.6686	1
191	218	15.995	0.000	0.7255	0.6900	1
191	223	12.000	0.000	0.7074	0.6768	1
191	226	-7.042	0.000	0.7150	0.5547	1
192	199	12.000	0.000	0.7174	0.6473	1
193	213	-14.016	0.000	0.8452	0.6726	1
197	207	0.000	0.000	0.8064	0.5988	1
197	217	0.000	0.000	0.8727	0.6784	1
198	238	1.608	0.000	0.7217	0.6037	1
199	220	-14.016	0.000	0.8383	0.7330	1
199	221	-15.019	0.000	0.7220	0.6035	1
199	224	-14.016	0.000	0.8044	0.6784	1
199	235	-28.031	0.000	0.7856	0.6675	1
199	239	-42.047	0.000	0.8477	0.7565	1
199	258	-70.078	0.000	0.8482	0.7737	1
200	201	-74.019	0.000	0.8117	0.6275	1
200	231	-0.000	0.000	0.9210	0.7489	1
201	231	74.019	0.000	0.8061	0.6213	1
201	273	-239.083	0.000	0.7230	0.5126	1
203	249	-165.065	0.000	0.7597	0.6872	1
203	265	-239.084	0.000	0.7297	0.6376	1
205	216	0.000	0.000	0.7340	0.5600	1
205	238	1.608	0.000	0.7718	0.6132	1
207	217	0.000	0.000	0.8427	0.6054	1
209	210	-42.047	0.000	0.7871	0.7278	1
213	215	0.000	0.000	0.7638	0.7257	1
213	223	-14.016	0.000	0.7066	0.5725	1
214	226	-13.013	0.000	0.7204	0.4950	1
215	218	-10.021	0.000	0.7266	0.6374	1
215	223	-14.016	0.000	0.7316	0.5248	1
216	238	1.608	0.000	0.7563	0.6245	1
219	258	225.210	0.000	0.7215	0.5877	1
220	221	-1.003	0.000	0.8062	0.7371	1
220	224	0.000	0.000	0.8951	0.8275	1
220	235	-14.016	0.000	0.7338	0.6134	1
220	239	-28.031	0.000	0.9065	0.7936	1
220	258	-56.062	0.000	0.9064	0.8128	1
221	224	1.003	0.000	0.7381	0.6533	1
221	239	-27.028	0.000	0.8209	0.6973	1
221	258	-55.059	0.000	0.7955	0.6989	1
222	224	1.003	0.000	0.7142	0.6472	1
224	235	-14.016	0.000	0.7766	0.6316	1
224	239	-28.031	0.000	0.8239	0.6893	1
224	258	-56.062	0.000	0.8643	0.7935	1
232	249	-74.019	0.000	0.7974	0.5638	1
232	265	-148.038	0.000	0.7411	0.5127	1
235	258	-42.047	0.000	0.7821	0.6722	1
239	258	-28.031	0.000	0.8995	0.8048	1
247	252	0.000	0.000	0.9997	1.0000	1
249	265	-74.019	0.000	0.9175	0.7932	1
249	277	-148.038	0.000	0.8601	0.6532	1
249	286	-222.057	0.000	0.8472	0.7089	1
254	259	0.000	0.000	0.7042	0.5957	1
256	263	-0.000	0.000	0.9467	0.8178	1
259	261	-98.091	0.000	0.7510	0.6306	1
259	272	63.962	0.000	0.7064	0.6286	1
265	273	18.011	0.000	0.7117	0.5958	1
265	277	-74.019	0.000	0.8679	0.6839	1
265	286	-148.038	0.000	0.8417	0.6842	1
269	274	0.000	0.000	0.8961	0.7278	1
277	286	-74.019	0.000	0.8133	0.5864	1
283	285	-45.058	0.000	0.8316	0.7202	1
