"features"	"PC1"	"PC2"	"PC3"
1012	-0.0624681367178331	-0.0704291237190363	0.0251624447479016
1016	-0.0624738121827588	-0.0673989268219037	0.031821713601745
1021	-0.0505114899866598	-0.0687709224026002	0.0461759924499309
1022	-0.0489444084962146	-0.0666622238226009	0.0498170718112888
1036	-0.0160318622735702	0.0281361802979243	-0.0446653390077006
1144	0.043882117024113	-0.0548198359715882	0.0199773262021494
1147	0.0451368994873402	-0.0537891298451799	0.0194964928503638
115	0.0434688622829542	-0.054662543319713	0.0276421341252626
117	0.0362070704765534	-0.046488512758724	0.00491088842539425
1224	-0.0366574830023341	-0.0679867176122763	-0.140291619147054
124	0.0500018104714181	-0.0384648932312362	0.030169694271141
1270	0.0264597377568915	-0.0646495525426186	-0.0412905676224223
1282	0.0576157020149782	-0.00868210724868732	-0.00359980524764178
1303	-0.0485672749903836	0.0094394069425516	0.00709168018105168
1320	-0.0420590448771643	0.0117429713075955	0.00576717905543048
1335	0.0668230562570502	-0.00998826181417869	0.0121121349817246
1358	-0.110622648188435	0.0540008300342584	-0.0665849636123106
1374	0.0600029171013253	0.000607151194491902	0.0125897811440829
1379	0.0455644341359387	-0.0572037829391644	0.0113424359227732
1381	0.0462512853569051	-0.055789082488408	0.00902173230512767
1382	0.0459728089895193	-0.0567722028673195	0.0109591209548668
139	-0.0561256408669512	-0.00143387166865478	0.00760037701510877
1393	-0.0462445700235009	0.0181433387146944	-0.0146249763451981
1465	0.0552084649515745	0.0526581225420083	-0.0145170441539239
1466	0.0537465898300151	0.0411240970570302	0.0111021055299357
1469	-0.0271407477631068	0.0530893686259776	0.0477538204568039
1470	0.0514908982830427	0.0400684643733116	0.0101286145553697
1490	0.0410027438586509	-0.0561826564252176	0.00729769308588601
1500	0.0534472233045397	0.00115124311906401	0.0306890195579974
1512	0.0497565081669832	0.00228304874703927	0.034115203844011
1541	0.0522647995857158	-0.0323353131519124	0.0292897224902645
1542	0.0542129999025422	-0.0325932232770145	0.053988429303429
1550	0.0340298052402026	-0.0516682296424618	-0.126037562242151
157	-0.0539001574703678	-0.00710324858579087	0.0164905557595429
1575	0.0583173037119784	0.0118591043882588	0.025642766458517
1579	0.0428648545050714	-0.0567193894757906	-0.00142622486428446
159	0.0509341238116173	-0.0460809583328288	0.0284322964765695
1599	-0.0310709931619113	-0.0250658171100979	-0.0285688796329805
