"features"	"PC1"	"PC2"	"PC3"
1012	0.0194105080400183	0.0144278767490067	-0.0448119214676001
1016	0.0202671475710154	0.0158260683923513	-0.0452904087021173
1021	0.013646466109396	0.0141891191071756	-0.045033704668539
1022	0.0138977268703963	0.0148219085978235	-0.0453100050134025
1036	-0.0851442105815416	-0.068529940910079	0.0144121343831589
1144	0.0952026370255174	-0.0119991563397716	0.0102485974584407
1147	0.0918097372780737	-0.00734431501328041	0.00805466286911031
115	0.0852106330423543	-0.00177496791844388	0.00995016758669547
117	0.0789454904979143	0.0104950330773496	0.00473019830175541
1224	-0.00678973240522465	0.0211190294250626	-0.0693914714986785
124	0.0812999958582849	-0.00603625260859371	0.012778444578703
1270	0.0788145554367869	0.0101185434466373	-0.0024983982353896
1282	-0.0255380149011908	0.0422939046982494	-0.0564171079941298
1303	-0.0595171340400811	-0.083730398922399	-0.0617720763975375
1320	-0.056291162462209	-0.0844674115428257	-0.0734654605308062
1335	-0.0175373631026044	0.0489304800471143	-0.0638871851846116
1358	-0.0419972407422692	-0.103157080762716	0.204116495693908
1374	-0.00892154712909076	0.0687395501093105	-0.0495394890143352
1379	0.0867483925365455	-0.00841680403463651	0.0116216144672078
1381	0.0865402745213482	-0.00564089404283423	0.00870299171323438
1382	0.0864255750589806	-0.00558377724745958	0.00860008869312257
139	-0.0528176602370366	-0.0841253186212658	-0.0750869496250071
1393	-0.0617731024478286	-0.0837186949042927	-0.058481227227578
1465	-0.0292218699006945	0.0486493785148211	-0.0142888214289212
1466	-0.0265919576957988	0.0504547653077953	-0.0162564557927324
1469	-0.0280135469370707	0.0590486972116928	0.026100245935377
1470	-0.0254336806520944	0.0519615580763253	-0.0154722907826104
1490	0.0839434610055362	-0.00974248630333916	0.0121469872606183
1541	-0.00773670929434069	0.0495374954696664	-0.0411411156471926
1542	-0.00930434458418584	0.0511856613774247	-0.0434238247400664
1550	0.00953846409888753	-0.0142497815709366	-0.0211593795650322
157	-0.0529448853171118	-0.083639522012871	-0.0758429414212368
1575	-0.00366382671538729	0.0437476719443636	-0.0490099430363402
1579	0.0918055785030997	-0.0159491834637343	0.0134418333097646
159	0.0781389091406678	-0.00046786432567776	0.00875508927934471
1599	-0.0524038766007126	-0.0694435043800417	-0.0948814746110223
160	-0.0558884672357268	-0.0826847245667626	-0.0729358423320336
1601	-0.0593633415011373	-0.0586628946060903	-0.0896022648987666
