row ID,row m/z,row retention time,intensity_measure,ion_mobility,ion_mobility_unit,ccs,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260624_CVOL_Darleen_A549_110626_PET05.mzML Peak area,20260624_CVOL_Darleen_A549_110626_PET100.mzML Peak area,20260624_CVOL_Darleen_A549_110626_PS05.mzML Peak area,20260624_CVOL_Darleen_A549_110626_PS100.mzML Peak area,20260624_CVOL_Darleen_A549_110626_untreated.mzML Peak area,20260624_CVOL_Darleen_A549_180626_PET05.mzML Peak area,20260624_CVOL_Darleen_A549_180626_PET100.mzML Peak area,20260624_CVOL_Darleen_A549_180626_PS05.mzML Peak area,20260624_CVOL_Darleen_A549_180626_PS100.mzML Peak area,20260624_CVOL_Darleen_A549_180626_untreated.mzML Peak area,20260624_CVOL_Darleen_A549_210626_PET05.mzML Peak area,20260624_CVOL_Darleen_A549_210626_PET100.mzML Peak area,20260624_CVOL_Darleen_A549_210626_PS05.mzML Peak area,20260624_CVOL_Darleen_A549_210626_PS100.mzML Peak area,20260624_CVOL_Darleen_A549_210626_untreated.mzML Peak area,20260624_CVOL_Darleen_MDM_160526_PET05.mzML Peak area,20260624_CVOL_Darleen_MDM_160526_PET100.mzML Peak area,20260624_CVOL_Darleen_MDM_160526_PS05.mzML Peak area,20260624_CVOL_Darleen_MDM_160526_PS100.mzML Peak area,20260624_CVOL_Darleen_MDM_160526_untreated.mzML Peak area,20260624_CVOL_Darleen_MDM_A_190626_PET05.mzML Peak area,20260624_CVOL_Darleen_MDM_A_190626_PET100.mzML Peak area,20260624_CVOL_Darleen_MDM_A_190626_PS05.mzML Peak area,20260624_CVOL_Darleen_MDM_A_190626_PS100.mzML Peak area,20260624_CVOL_Darleen_MDM_A_190626_untreated.mzML Peak area,20260624_CVOL_Darleen_MDM_B_120626_PS05.mzML Peak area,20260624_CVOL_Darleen_MDM_B_190626_PET05.mzML Peak area,20260624_CVOL_Darleen_MDM_B_190626_PET100.mzML Peak area,20260624_CVOL_Darleen_MDM_B_190626_PS100_20260626090336.mzML Peak area,20260624_CVOL_Darleen_MDM_B_190626_untreated.mzML Peak area,20260624_CVOL_Darleen_QC_01.mzML Peak area,20260624_CVOL_Darleen_QC_02.mzML Peak area,20260624_CVOL_Darleen_QC_03.mzML Peak area,20260624_CVOL_Darleen_QC_04.mzML Peak area,20260624_CVOL_Darleen_QC_05.mzML Peak area,20260624_CVOL_Darleen_QC_06.mzML Peak area,20260624_CVOL_Darleen_QC_07.mzML Peak area,20260624_CVOL_Darleen_QC_08.mzML Peak area,20260624_CVOL_Darleen_QC_09.mzML Peak area,20260624_CVOL_Darleen_bk.mzML Peak area,20260624_CVOL_Darleen_mock.mzML Peak area,20260624_CVOL_bk_mapp_pre_04.mzML Peak area,Unnamed: 55
468,355.33189595131466,1.798454,height,,,,,,,,,,,2590427.8,2081809.9,6982500.0,2538492.5,1872628.1,5400879.0,4813297.0,2444892.5,4213518.0,4775909.0,3267074.8,3163796.2,4904926.5,1807209.0,4676721.5,7786680.0,3287602.5,14661711.0,2390389.2,7326460.5,0.0,0.0,1821458.9,0.0,0.0,6361000.0,1792418.2,4797327.0,3372553.0,11318846.0,2010157.6,2138688.8,2139832.8,2061345.9,2180294.0,2316654.8,2867144.2,3195677.2,3294584.8,9287810.0,6780088.0,0.0,
469,364.28215780221433,1.8184392,height,,,,,,,,,,,3861719.5,4753993.0,3701249.0,5187278.0,5180133.5,2840597.0,4816550.5,2855738.0,3961176.5,2888895.2,2444404.5,4269882.0,2500380.5,2941319.2,4237374.5,4592109.5,5488091.5,3575264.5,2718395.2,4263938.0,0.0,3336226.8,3376563.2,2939349.5,3653748.0,3961410.0,2479234.0,4815769.5,3576629.2,1790661.6,4040036.8,4192344.5,4281268.0,4142036.8,4286871.5,4067524.5,4013649.5,3909896.8,3832847.2,2536731.2,4436369.5,0.0,
470,380.3136652309007,1.8196052,height,,,,,,,,,,,1949707.5,1572509.0,5643004.5,4567202.5,0.0,4124940.2,4789779.5,0.0,3679700.5,2047711.2,2734171.8,4350673.0,1947036.1,1428479.1,5670980.0,5388788.5,4976090.0,5335923.0,4565167.5,5544547.0,0.0,0.0,0.0,0.0,0.0,5801662.0,0.0,3869044.8,1304559.9,2111162.2,1632067.4,1554875.5,1655412.1,1632383.1,1858269.0,1615085.5,1977267.5,1985513.4,2149964.5,2518560.5,6676352.0,0.0,
471,332.2559406906403,1.8341188,height,,,,,,,,,,,2310787.5,2238820.0,6185218.0,3043056.2,1897696.5,3658663.8,5096656.5,3187087.2,4336522.0,5473387.0,2297497.2,3472924.8,4795251.0,1691351.2,4276014.5,8365763.0,4216763.0,16795100.0,2000688.2,8686309.0,0.0,0.0,1566934.4,0.0,1113049.0,6735103.0,1627122.6,6303359.0,4795953.5,13924902.0,2579195.2,2942018.2,2514760.0,2653055.2,2853032.8,2763890.8,2870410.2,2761134.5,2954052.5,16682184.0,9344143.0,0.0,
472,524.3717625785105,1.837422,height,,,,,,,,,,,2273198.2,3452040.8,2816374.0,3344152.0,2646801.2,2509238.0,2447366.8,3016478.5,4529271.5,4105613.2,2860468.5,3752415.0,4553906.0,4152298.8,2402451.8,3101672.2,4433592.5,3090805.0,3379587.2,2928435.5,0.0,2514731.2,2640641.0,4376915.5,3741029.5,1909722.6,2130870.5,2751047.0,3976839.0,2074128.6,4109075.0,4335149.5,3921198.8,3791716.8,3695841.0,3451749.2,3030034.2,3047239.8,2910256.8,0.0,0.0,0.0,
473,455.4573053972607,1.8510307,height,,,,,,,,,,,9743413.0,9891269.0,10374845.0,8238889.5,12145843.0,7787691.5,10592396.0,13473829.0,11265630.0,14375059.0,8010395.0,9438838.0,11184387.0,8680238.0,10485159.0,11551328.0,10670378.0,13140638.0,4856818.5,10770582.0,0.0,6310550.0,9610942.0,9549145.0,10478345.0,10356868.0,12895311.0,11833215.0,18595218.0,13483755.0,12081513.0,11750139.0,12072092.0,12030674.0,10471397.0,10099100.0,10478424.0,10479208.0,10482477.0,18545680.0,13713498.0,0.0,
474,200.16464673319615,1.857984,height,,,,,,,,,,,26425326.0,19905068.0,6944938.5,20878958.0,4050539.5,18737582.0,2738159.0,1749472.8,2507156.0,2761933.8,3072838.0,28983396.0,2611684.5,2402958.8,3062983.8,7444745.0,4635624.0,3722527.8,5485795.0,18652960.0,0.0,26678674.0,1949436.0,13768552.0,2578483.0,4262906.0,4236989.0,3058977.5,3735648.0,1315126.2,12624811.0,12751701.0,12825159.0,12139182.0,12203817.0,12525428.0,11904202.0,11031372.0,11119595.0,4748601.0,5100410.5,0.0,
475,348.2509235587583,1.8574755,height,,,,,,,,,,,6869727.0,7909264.0,6348787.5,10353881.0,9186293.0,5294050.0,7251562.5,4058511.5,7224044.0,4845561.5,8484139.0,9715676.0,3966297.0,9547484.0,7321335.0,5310693.0,8656187.0,3665115.5,9942394.0,5695804.0,0.0,8616057.0,6545153.0,5955318.5,9153956.0,6975281.0,4333821.5,6458838.5,4924332.5,2142753.8,8322379.5,8306090.0,8005476.5,8080445.5,8116122.0,7966490.5,8003691.5,7874597.5,7527844.5,2419323.2,6174380.0,0.0,
476,198.1490239309278,1.8652426,height,,,,,,,,,,,12785657.0,9688857.0,3630096.5,10183224.0,1954754.2,9451835.0,1149230.0,0.0,1180141.1,1491247.1,1708271.2,14733953.0,1536322.6,1214958.0,1408394.4,3557212.5,2167652.8,1940549.0,2737229.8,9474742.0,0.0,12659560.0,0.0,6688913.0,1301840.5,2159816.2,2193704.0,1571583.5,1880956.1,0.0,6104043.5,5773336.5,6064080.5,6059685.5,5852581.0,5992510.5,6110534.5,5732365.5,5868578.0,2256098.8,2335033.5,0.0,
477,336.25085496737785,1.8818712,height,,,,,,,,,,,8129300.0,9444258.0,7151965.0,10184471.0,11223036.0,5213119.0,8329014.5,4645736.0,7704451.5,5481341.5,6072573.0,9693832.0,4764353.5,7027020.5,9167238.0,8369933.5,9856181.0,6415102.5,6301488.0,7088766.0,0.0,8532547.0,6146805.0,5887093.0,8543871.0,7118489.0,4948965.0,8463004.0,8198830.5,3413445.5,8149431.5,8371207.0,8136621.0,7754822.5,8097078.0,8164686.5,9535313.0,7947952.0,7729879.0,3774848.0,8386855.0,0.0,
478,315.1719372309568,1.872049,height,,,,,,,,,,,1947595.4,1702696.5,4084907.5,2454262.0,1483668.6,4490492.5,4751867.5,3043640.0,5527060.5,7052715.0,2414318.2,3909203.8,6196037.5,2559478.8,3455276.0,3453022.8,2774325.0,5548510.0,1895121.1,5243026.5,0.0,0.0,0.0,0.0,0.0,6304568.5,0.0,3870753.2,4525986.5,9302373.0,2021454.8,1996930.6,2174525.5,1999023.8,1989942.0,2229743.0,2356915.2,2205700.5,2236687.5,10419558.0,6787627.5,0.0,
479,371.3268379156748,1.8753424,height,,,,,,,,,,,3421895.8,3630870.0,4093083.2,4491177.5,4008210.0,3780996.5,3886707.2,1374146.4,3630010.5,1767814.5,6941319.0,4149418.0,1832605.1,5112863.5,3930110.8,2430682.8,3601716.2,1574185.4,6506789.5,2175518.8,0.0,5024439.0,3746314.0,3000849.2,4229748.5,3387925.2,2013901.4,2460966.5,1310051.2,0.0,2682098.5,2868399.5,2934982.0,2865843.2,2722738.5,3523947.8,3958270.2,3936353.5,4346015.0,0.0,1993952.5,0.0,
480,312.28962430676035,1.8782966,height,,,,,,,,,,,9020617.0,9247587.0,11185101.0,11070513.0,11348998.0,7059259.0,10360885.0,9100294.0,10175546.0,10253961.0,8974905.0,11676435.0,8207830.0,8806936.0,10579333.0,9817752.0,11499331.0,10671709.0,12717844.0,10386836.0,0.0,7011565.0,7943337.0,7454098.5,9451604.0,10562271.0,7796013.0,10603468.0,14166972.0,8410434.0,10422873.0,10751116.0,10727578.0,10681515.0,9710401.0,9836880.0,9859534.0,9913196.0,9527382.0,11613440.0,12284329.0,0.0,
481,360.22971388333923,1.8819596,height,,,,,,,,,,,0.0,0.0,1278277.1,0.0,0.0,1673766.6,1320671.6,0.0,1594371.0,1792351.5,0.0,0.0,2032134.0,0.0,0.0,0.0,0.0,1624405.5,0.0,1389024.8,0.0,0.0,0.0,0.0,0.0,1570131.2,0.0,0.0,0.0,3310438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991302.0,1143987.9,0.0,
482,324.2896418943739,1.8855255,height,,,,,,,,,,,28707446.0,34956176.0,37736040.0,55420796.0,43315480.0,24828482.0,36987616.0,16312882.0,36107600.0,18600210.0,61159850.0,46902172.0,15866465.0,57828140.0,43447096.0,25120932.0,45943790.0,18435870.0,99236810.0,26524884.0,0.0,44465590.0,25819846.0,23307654.0,43726004.0,38700964.0,16204802.0,28029376.0,23125988.0,9338465.0,38691870.0,39060356.0,39494892.0,39349640.0,37906190.0,37782636.0,37400584.0,38584540.0,36489280.0,12149906.0,32903716.0,0.0,
483,369.3476923240568,1.894558,height,,,,,,,,,,,3693723.0,4312589.5,5405361.5,5456697.0,5366615.0,4329183.5,5198483.5,2019697.1,4970370.5,2434099.2,8918897.0,4390684.5,2594502.0,6716997.5,5754789.5,3391013.0,4897665.5,2550654.0,9752597.0,2899244.0,0.0,5686219.0,4778113.5,3534596.5,5716302.5,4738324.0,2654332.5,3537207.0,1944562.2,1539385.2,3693042.2,3657597.0,3648601.0,3652522.5,3660821.2,4659963.5,4903389.0,5370244.0,5181379.5,1129783.5,3268969.0,0.0,
484,346.2716686434318,1.899984,height,,,,,,,,,,,12225198.0,13531962.0,11293742.0,17541916.0,13515117.0,9314870.0,11245558.0,7137296.5,11592273.0,7819069.0,13131726.0,17250254.0,6324655.5,14116901.0,12177920.0,9665381.0,13668252.0,7358087.0,17454898.0,10885354.0,0.0,14038667.0,8921273.0,9250071.0,12876032.0,11707725.0,6915117.5,10432265.0,8699201.0,4046104.2,13064250.0,13754899.0,13186413.0,13287925.0,13606058.0,13660994.0,13600401.0,12979748.0,11646342.0,5567187.5,10256560.0,0.0,
485,478.3219995436794,1.9063014,height,,,,,,,,,,,1137980.6,0.0,0.0,0.0,0.0,1788641.2,1548306.0,0.0,2232368.0,2068529.5,0.0,0.0,1140628.8,0.0,0.0,1761287.1,7396375.5,7767773.0,0.0,19772500.0,0.0,0.0,1135995.0,0.0,1538908.8,0.0,0.0,0.0,1484340.1,0.0,1884777.9,1815143.0,1955540.4,1750683.1,1736584.1,1947960.6,1896161.1,2076521.0,1875950.1,0.0,0.0,0.0,
486,505.4730303572783,1.9016147,height,,,,,,,,,,,0.0,0.0,1654242.4,0.0,2876883.2,0.0,2098255.5,3162018.5,2248747.2,3039815.0,0.0,0.0,2273704.2,0.0,1754306.5,2150508.5,1744886.4,2886341.8,0.0,1947012.9,0.0,0.0,1826731.4,1409204.0,2241538.0,1645013.6,2780987.5,2478632.0,5013833.5,2913864.8,1961065.4,2066441.2,1879102.6,1982941.8,1823667.8,1950992.5,1998377.1,1912629.1,1761704.0,3933424.5,2398301.8,0.0,
487,437.1936012884267,1.8940088,height,,,,,,,,,,,4070330.2,6205408.0,2134946.5,2614957.2,5175395.5,2682217.2,3091457.8,5422489.0,5688234.5,8301682.0,1447325.9,3311032.0,3054698.8,2134189.2,2780889.5,2468465.8,2341984.2,3095598.2,0.0,3493407.8,0.0,8902588.0,4429650.5,3588226.5,3544290.8,2227794.2,6883132.5,2932781.0,3529047.8,4339678.5,7805639.5,4234602.5,6950778.0,2730897.8,2945284.5,2672968.2,2780426.2,2784083.2,2638783.8,6251540.0,7965308.5,0.0,
488,240.2322296761184,1.9079773,height,,,,,,,,,,,3536688.2,4169636.2,4528750.5,3923754.5,5746772.0,2716061.2,4675427.0,5211451.0,4890144.0,5521063.0,3667122.5,3875209.0,4080051.2,3750588.5,4277355.5,4009074.8,4450730.0,5266365.5,3324984.8,4021305.2,0.0,2033250.8,3947786.2,3629389.5,3938941.8,4456366.5,4373496.0,4805801.5,6204671.5,4425513.5,3920397.2,4282183.0,4286542.5,4512339.0,3957348.2,4531147.5,4212629.0,4060870.8,4440408.5,4700031.5,4318387.5,0.0,
489,334.27159955549035,1.8881848,height,,,,,,,,,,,3056287.5,2833405.0,2533916.8,2595920.2,3767682.2,1649519.6,2620739.8,3946371.8,2822759.8,3642012.2,1541985.4,2933109.2,2980752.2,2162215.2,2147198.8,2585584.5,2790873.8,3293579.2,1486140.0,2943963.0,0.0,2792975.8,2827613.0,2766031.2,2969565.5,2245635.0,3327552.8,3236624.2,4709516.0,3606742.8,3122148.8,3176066.5,3306863.5,3259806.5,3113239.0,2939501.0,2940352.5,2725540.0,2475361.0,4983425.5,2763434.8,0.0,
490,171.12103298319653,1.9444706,height,,,,,,,,,,,13883157.0,11493278.0,5171788.5,11916307.0,2074259.2,11649271.0,0.0,0.0,0.0,1671562.9,1956834.1,15753460.0,1679021.8,1169326.5,1352441.5,4633226.5,2704108.2,2238509.5,3115798.2,9874334.0,0.0,14250591.0,0.0,7645589.5,1109871.2,2804013.2,2658484.5,1547752.8,2213019.8,0.0,7755211.0,8377639.5,8093503.5,7539122.5,7357256.5,6990244.5,7155294.5,6970021.5,7265545.0,3505056.0,3138385.8,0.0,
491,352.2459567605703,1.9406145,height,,,,,,,,,,,94196330.0,71486264.0,29307504.0,60712668.0,13052025.0,67782560.0,6055806.0,12058754.0,8469544.0,17721742.0,7962522.5,89691270.0,17236698.0,6140665.0,9000185.0,32580326.0,15402768.0,21307932.0,8498609.0,68821336.0,0.0,73449540.0,7511503.5,55177988.0,7357945.0,17312652.0,27433372.0,13800736.0,23181578.0,11699943.0,47456372.0,47866500.0,48660840.0,48842732.0,49366044.0,44972590.0,47160676.0,41732270.0,40939548.0,39794676.0,22577180.0,0.0,
492,173.1365511427464,1.9444262,height,,,,,,,,,,,12464493.0,10717833.0,4462403.0,11397396.0,2086893.0,10223105.0,0.0,0.0,1231572.4,1664842.2,2068662.2,14600923.0,1572144.8,0.0,1481335.9,4391125.5,2770950.0,2285671.5,3384118.2,9311895.0,0.0,13074520.0,0.0,6999542.0,1267836.4,2743573.8,2670868.5,0.0,2198124.2,0.0,7130409.0,7373525.0,7257575.0,7000678.5,7268452.5,6676886.5,6905702.0,6916871.5,6730110.5,3281062.5,2981997.0,0.0,
493,306.2403518872652,1.9420747,height,,,,,,,,,,,8093572.5,6549199.0,2594567.2,5727801.0,1422949.9,6372000.0,0.0,1265898.8,0.0,1742953.6,0.0,8197357.5,1592029.6,0.0,0.0,2910469.8,1550415.9,2085352.9,0.0,6220342.5,0.0,6938592.0,0.0,5177386.5,0.0,1694375.4,2587107.8,1484112.9,1996592.1,1177070.1,4380683.5,4497762.0,4551571.0,4769101.0,4968169.0,4257194.0,4504291.0,3941641.8,3856302.0,3573031.5,2395487.0,0.0,
494,152.10712741818347,1.9427053,height,,,,,,,,,,,16493624.0,13479827.0,5807384.0,14526146.0,2161422.5,13442113.0,0.0,1253278.5,1189806.6,2085832.9,2248120.2,18864152.0,2009270.5,1423105.6,1770978.9,5239038.0,3102061.0,2701397.5,3825719.0,12332385.0,0.0,17430222.0,1157966.5,8970079.0,1312937.8,3433356.5,3297374.0,1936040.9,2454558.5,0.0,9159800.0,9273464.0,9127997.0,9267640.0,8978298.0,8295067.0,8808426.0,8519042.0,8271939.5,4265408.0,3838902.8,0.0,
495,312.2533915214502,1.9420112,height,,,,,,,,,,,16829284.0,14300155.0,6900062.0,15795609.0,3651497.0,14287611.0,2056936.1,1543940.9,2415376.2,2496824.5,5025724.5,20026160.0,2350225.2,3586512.2,3038455.5,6076767.5,4361990.0,3216157.5,8689148.0,12405100.0,0.0,17974664.0,1798477.6,9668675.0,2675537.2,4372222.5,3631465.2,2656261.5,3192066.0,1339099.0,10048204.0,10468424.0,10362132.0,10009148.0,10496964.0,9546019.0,9344202.0,9805258.0,9744889.0,4312597.5,4463002.0,0.0,
496,170.11770739562888,1.942943,height,,,,,,,,,,,140549660.0,112312430.0,49028156.0,125046136.0,19052940.0,116329496.0,8861110.0,10178918.0,10960827.0,17194934.0,19609484.0,159106720.0,16993964.0,12234890.0,14779066.0,44261190.0,26205274.0,22359744.0,32851900.0,101057630.0,0.0,144996860.0,9202872.0,76430056.0,11039599.0,27562650.0,28678400.0,15993964.0,22427028.0,8114511.5,78872220.0,79368184.0,79027410.0,76662550.0,77014130.0,71376990.0,74896320.0,73398830.0,70933030.0,35970372.0,32304702.0,0.0,
497,280.1623362354452,1.9422808,height,,,,,,,,,,,1740057.9,1709603.6,1538291.8,0.0,1987630.6,0.0,2357182.5,2617163.5,2426148.5,2666772.2,0.0,0.0,1423074.4,2370094.8,1352557.4,1813323.0,2113132.0,2733593.0,0.0,1179264.9,0.0,0.0,1516980.8,1702044.0,1840362.2,2144717.2,1628157.1,3207512.0,2308755.0,3203121.0,1775005.9,2015603.1,1940846.4,1796905.9,1883054.6,1916098.2,1753089.8,1733581.2,1926902.0,1960011.2,1432912.9,0.0,
498,188.1282516416081,1.9429281,height,,,,,,,,,,,17892964.0,14614647.0,5998179.5,15787521.0,2462881.5,14474846.0,1383526.5,1437297.5,1541168.8,2161053.2,2798112.5,20699604.0,2194616.8,1729452.8,2156480.2,5567198.5,3452611.8,2895676.5,4888311.5,12619199.0,0.0,18285482.0,1280309.6,9510866.0,1450685.6,3401314.5,3469385.8,2059749.1,3002824.5,0.0,9826356.0,10080001.0,10077079.0,9806272.0,9459031.0,9025211.0,9122317.0,9125930.0,8902390.0,4371205.0,4098347.5,0.0,
499,153.09112438597782,1.9432049,height,,,,,,,,,,,51872024.0,42192530.0,17500780.0,44508380.0,6791407.0,41914650.0,3126836.0,3656444.8,3924938.2,6329044.5,6880167.5,58913196.0,6322407.5,4160559.2,5277794.0,16388052.0,9341021.0,8073647.0,11623771.0,36278224.0,0.0,52189536.0,3424353.8,28011916.0,3589654.2,9747947.0,10493357.0,5810219.0,7654591.5,2836272.0,28610552.0,28381368.0,27465140.0,27327132.0,27737344.0,25326868.0,26424506.0,26014690.0,25166358.0,12813047.0,11611511.0,0.0,
500,172.13325300624786,1.9436411,height,,,,,,,,,,,128286290.0,108019120.0,46719340.0,116042940.0,21581560.0,104600950.0,11078666.0,11009769.0,12668268.0,16816016.0,20042582.0,149586960.0,16260275.0,13779639.0,16073714.0,43248550.0,26726330.0,22197260.0,33322070.0,93568150.0,0.0,135100880.0,10155516.0,72294296.0,12978851.0,27258804.0,27108960.0,17455880.0,22459654.0,8199577.5,73389500.0,74062584.0,74276690.0,72202310.0,72749140.0,66771310.0,68926820.0,68941300.0,66722960.0,32615522.0,30502486.0,0.0,
501,125.09631331137092,1.9436446,height,,,,,,,,,,,12150917.0,9923007.0,4200497.5,10274859.0,1706158.9,9875227.0,0.0,0.0,0.0,1588560.1,1736533.8,13588868.0,1604090.5,0.0,1421631.0,4142438.2,2320587.2,2091348.8,2934812.2,8617500.0,0.0,12410359.0,0.0,6525771.5,0.0,2333158.5,2610564.5,1334602.9,2140353.5,0.0,6345232.0,6204671.0,6622693.5,6428365.0,6549836.0,5819988.5,6621451.0,6121205.5,6011167.5,3087957.2,2688224.0,0.0,
502,135.0805838128427,1.9438944,height,,,,,,,,,,,42263028.0,34490824.0,14440243.0,36226856.0,5794019.5,33712536.0,2743940.2,3048441.2,3539411.8,5528783.0,5665665.5,47917576.0,5167974.5,3601056.2,4546050.5,13466456.0,8260614.0,6688059.5,9624777.0,30179386.0,0.0,43647970.0,2971879.8,23357650.0,3459481.0,7936600.0,8774912.0,4963320.5,6751190.5,2575628.2,22793782.0,22523778.0,23250304.0,22375098.0,23617562.0,21331714.0,21519442.0,21372812.0,20369696.0,10800348.0,9420675.0,0.0,
503,659.5210583490635,1.9448102,height,,,,,,,,,,,51627800.0,39624510.0,7353238.5,41947404.0,1592398.8,41606132.0,0.0,0.0,0.0,0.0,1593764.2,69005280.0,0.0,0.0,0.0,7561218.0,2766345.2,1901392.9,4356954.0,32246948.0,0.0,58564348.0,0.0,21186356.0,0.0,2695746.2,3160375.5,0.0,1849529.6,0.0,21121932.0,19893110.0,20011720.0,19226020.0,20321270.0,17285674.0,17127494.0,15734607.0,15532208.0,4360013.0,3955232.5,0.0,
504,368.2200120588695,1.9442868,height,,,,,,,,,,,10878417.0,9177740.0,3456452.8,7859146.0,1443971.0,7501767.5,0.0,1963768.6,0.0,2667134.0,0.0,11027978.0,2990019.5,0.0,0.0,4777126.0,2064732.9,2828677.5,1254459.6,8853509.0,0.0,9319170.0,1108028.6,7738082.5,0.0,2357216.8,4000051.2,1853613.1,2188266.8,2117194.0,5764141.5,5926548.0,6363035.0,6053202.0,6334242.5,5723850.0,5769883.5,4496389.0,4589295.5,5937212.5,3023656.5,0.0,
505,388.3169582701595,1.9469469,height,,,,,,,,,,,16927504.0,14980620.0,9323145.0,14155695.0,3685504.0,18232860.0,2099596.2,2707391.0,2733524.8,4312112.5,3785898.8,15798735.0,5159659.5,2298778.8,3727616.5,9286965.0,5228961.5,6080841.5,4207767.5,14381889.0,0.0,15277656.0,3031705.0,13680296.0,2840140.5,5928142.0,7871119.0,3896251.8,5823868.5,2638516.5,11633751.0,11725104.0,12067058.0,11846682.0,12322199.0,11727968.0,11635837.0,11942206.0,12196703.0,8621578.0,6872044.0,0.0,
506,374.3014562614132,1.9481179,height,,,,,,,,,,,14074276.0,13208564.0,8086412.0,12511164.0,3415412.8,14812159.0,1831410.5,2428131.2,2422224.2,3623058.0,3422887.2,13833636.0,4287117.0,2342345.0,3251768.8,8257500.5,4842417.0,4708569.0,4410380.5,12681884.0,0.0,14497889.0,2450922.8,11687401.0,2579739.2,5623331.5,6367563.5,3402883.5,4323264.0,1919648.5,10756375.0,10941131.0,10636241.0,10826954.0,10932140.0,10432777.0,10285760.0,9808608.0,9845802.0,7455763.0,6490112.0,0.0,
507,296.33100413431646,1.9499948,height,,,,,,,,,,,7171057.5,7655771.5,8320736.5,7431345.0,9704478.0,5457426.5,8330781.5,8433724.0,8585085.0,9901373.0,7487901.5,7556874.0,7390806.0,7872964.0,7823940.0,7024408.5,7832788.5,8567074.0,7937012.5,6678596.5,0.0,4142225.2,7239381.5,6532257.0,8818399.0,7172314.0,8509223.0,7395543.5,12642427.0,8763345.0,7498928.5,7956027.0,8342845.5,8031717.5,7928640.5,7900469.0,8263317.0,8734985.0,8305746.0,8349980.5,7352497.5,0.0,
508,375.3217703701545,1.9501626,height,,,,,,,,,,,148564260.0,136492620.0,102038376.0,116615690.0,40465508.0,175063260.0,22293644.0,22145592.0,27091818.0,39271748.0,46476630.0,124963150.0,53358068.0,25056974.0,35963652.0,92721260.0,45466440.0,56351804.0,47493380.0,122706616.0,0.0,127780190.0,31886644.0,131946180.0,24399400.0,54779908.0,75551624.0,35584740.0,30448228.0,24728734.0,89160650.0,93446360.0,91423580.0,92361080.0,94868770.0,108357390.0,113862216.0,124327520.0,125962380.0,57727550.0,54385604.0,0.0,
509,200.1646641302837,1.9608616,height,,,,,,,,,,,21675816.0,19224890.0,7541625.5,19033268.0,3478027.0,17297386.0,1692381.2,1811081.4,2109515.0,2790714.2,3060480.8,25688596.0,2685986.2,2291697.8,2719346.0,7286941.5,4391227.5,3559871.0,5569503.0,17470634.0,0.0,23583318.0,1664168.1,13788505.0,2218334.5,4394847.0,4728789.0,2778150.8,3782500.0,1346150.2,13733668.0,12566712.0,13172618.0,12652114.0,11701094.0,12017925.0,11695921.0,11186960.0,11349604.0,5281090.5,5418054.0,0.0,
510,216.1596278609282,1.9620348,height,,,,,,,,,,,8273305.0,6830206.5,2639682.2,7058434.0,0.0,6863227.0,0.0,0.0,0.0,0.0,0.0,9568541.0,0.0,0.0,0.0,2554518.5,1466351.5,1424861.8,1710674.2,6490534.5,0.0,8849245.0,0.0,5034827.5,0.0,1399927.8,1667790.6,0.0,1280857.4,0.0,5133726.5,4641846.0,4777905.0,4289555.0,4314097.0,4371555.0,4246453.5,4285189.0,4280362.5,2079516.9,1845503.1,0.0,
511,432.2382898353133,1.8916534,height,,,,,,,,,,,4120043.8,7359669.5,3870436.5,4061295.2,9242680.0,3142241.8,6280059.0,5697338.0,7799796.5,10168680.0,3984082.8,4151000.5,3661409.5,6000067.0,6448133.0,3756414.5,4667295.5,3631771.0,2890546.2,4098812.5,0.0,13393797.0,5912035.0,3499173.8,8011569.0,4462031.0,8285111.0,4215342.5,5640209.5,3856844.8,20299356.0,6066070.0,19844602.0,4367796.5,4187763.0,4222552.0,4326380.5,3769858.8,3836888.8,5861168.0,15918165.0,0.0,
512,358.3679228941787,1.9682378,height,,,,,,,,,,,27694162.0,19812268.0,19839800.0,19299270.0,40795520.0,20948646.0,12472615.0,26731612.0,46454410.0,40067636.0,20746722.0,24656354.0,62537864.0,63696160.0,32017324.0,0.0,0.0,0.0,0.0,0.0,0.0,21588234.0,19190682.0,24186364.0,19928356.0,18326658.0,13635963.0,44024600.0,56033604.0,44961256.0,33235678.0,31733404.0,30640996.0,29056494.0,26753152.0,26231100.0,25273424.0,24860694.0,24920212.0,0.0,21049494.0,0.0,
513,359.32667238380435,1.9271647,height,,,,,,,,,,,2853634.0,4668384.5,4937161.5,5125705.5,7108734.5,4028062.0,6135775.5,1930174.5,5437529.5,2652589.8,5782464.0,2772608.0,2995538.8,4622814.5,6807033.0,4535834.0,5569782.0,3388474.5,5375471.5,3359279.0,0.0,3350078.8,4520591.5,3475441.0,5686581.5,4223742.0,2894420.0,4494596.5,2313436.2,1672249.5,3379230.8,3567574.2,3345769.5,3298539.2,3582324.5,4503796.0,4738413.5,5217416.0,5284611.0,0.0,3766137.0,0.0,
