data_source	value	npc_label	plot_label	test	contrast	group_1	group_2	n_group_1	n_group_2	mean_group_1	mean_group_2	mean_difference	abs_mean_difference	median_group_1	median_group_2	median_difference	abs_median_difference	p_value	q_value	significance
filtered	log10_summed_intensity_plus_1	NPC superclass: Aminosugars and aminoglycosides	Aminosugars and aminoglycosides	kruskal_wallis	overall	NA	NA	NA	NA	NA	NA	NA	0.0537672501301375	NA	NA	NA	0	0.692612949245292	0.994169112778783	ns
filtered	log10_summed_intensity_plus_1	NPC superclass: Aminosugars and aminoglycosides	Aminosugars and aminoglycosides	pairwise_wilcoxon_rank_sum	PET_vs_PS	PET	PS	6	6	0.0501716659439969	0.0426445477433826	-0.00752711820061426	0.00752711820061426	0	0	0	0	1	1	ns
filtered	log10_summed_intensity_plus_1	NPC superclass: Aminosugars and aminoglycosides	Aminosugars and aminoglycosides	pairwise_wilcoxon_rank_sum	PET_vs_Untreated	PET	Untreated	6	6	0.0501716659439969	0.0964117978735201	0.0462401319295232	0.0462401319295232	0	0	0	0	0.673289979659996	1	ns
filtered	log10_summed_intensity_plus_1	NPC superclass: Aminosugars and aminoglycosides	Aminosugars and aminoglycosides	pairwise_wilcoxon_rank_sum	PS_vs_Untreated	PS	Untreated	6	6	0.0426445477433826	0.0964117978735201	0.0537672501301375	0.0537672501301375	0	0	0	0	0.461950454587791	0.891125866709453	ns
filtered	log10_summed_intensity_plus_1	NPC superclass: Carotenoids (C40)	Carotenoids (C40)	kruskal_wallis	overall	NA	NA	NA	NA	NA	NA	NA	0.127645255553407	NA	NA	NA	0.193086004853569	0.191097643274163	0.994169112778783	ns
filtered	log10_summed_intensity_plus_1	NPC superclass: Carotenoids (C40)	Carotenoids (C40)	pairwise_wilcoxon_rank_sum	PET_vs_PS	PET	PS	6	6	0.625037742625159	0.588901423383282	-0.0361363192418775	0.0361363192418775	0.653430692313723	0.548160402914696	-0.105270289399027	0.105270289399027	0.688920555804461	1	ns
filtered	log10_summed_intensity_plus_1	NPC superclass: Carotenoids (C40)	Carotenoids (C40)	pairwise_wilcoxon_rank_sum	PET_vs_Untreated	PET	Untreated	6	6	0.625037742625159	0.497392487071753	-0.127645255553407	0.127645255553407	0.653430692313723	0.460344687460154	-0.193086004853569	0.193086004853569	0.128205275030392	1	ns
filtered	log10_summed_intensity_plus_1	NPC superclass: Carotenoids (C40)	Carotenoids (C40)	pairwise_wilcoxon_rank_sum	PS_vs_Untreated	PS	Untreated	6	6	0.588901423383282	0.497392487071753	-0.0915089363115291	0.0915089363115291	0.548160402914696	0.460344687460154	-0.087815715454542	0.087815715454542	0.173485468321478	0.891125866709453	ns
filtered	log10_summed_intensity_plus_1	NPC superclass: Chromanes	Chromanes	kruskal_wallis	overall	NA	NA	NA	NA	NA	NA	NA	0.0277351651269827	NA	NA	NA	0.0482416172074134	0.68779186690664	0.994169112778783	ns
filtered	log10_summed_intensity_plus_1	NPC superclass: Chromanes	Chromanes	pairwise_wilcoxon_rank_sum	PET_vs_PS	PET	PS	6	6	0.113612555705105	0.118945943626629	0.00533338792152488	0.00533338792152488	0.134927990881002	0.0876315087591097	-0.0472964821218923	0.0472964821218923	0.688920555804461	1	ns
