cluster index	parent mass	RTMean	ATTRIBUTE_treatment:GNPSGROUP:nan	ATTRIBUTE_treatment:GNPSGROUP:PET	ATTRIBUTE_treatment:GNPSGROUP:PS	ATTRIBUTE_treatment:GNPSGROUP:Untreated	ATTRIBUTE_concentration_ug_ml:GNPSGROUP:nan	ATTRIBUTE_concentration_ug_ml:GNPSGROUP:0.5	ATTRIBUTE_concentration_ug_ml:GNPSGROUP:100.0	ATTRIBUTE_concentration_ug_ml:GNPSGROUP:0.0	ATTRIBUTE_collection_dates:GNPSGROUP:nan	ATTRIBUTE_collection_dates:GNPSGROUP:110626.0	ATTRIBUTE_collection_dates:GNPSGROUP:180626.0	ATTRIBUTE_collection_dates:GNPSGROUP:210626.0	ATTRIBUTE_collection_dates:GNPSGROUP:160526.0	ATTRIBUTE_collection_dates:GNPSGROUP:190626.0	ATTRIBUTE_collection_dates:GNPSGROUP:120626.0	ATTRIBUTE_cell_type:GNPSGROUP:nan	ATTRIBUTE_cell_type:GNPSGROUP:A549	ATTRIBUTE_cell_type:GNPSGROUP:MDM	ATTRIBUTE_blood_donor:GNPSGROUP:nan	ATTRIBUTE_blood_donor:GNPSGROUP:A	ATTRIBUTE_blood_donor:GNPSGROUP:B	ATTRIBUTE_cell_type_treatment:GNPSGROUP:nan	ATTRIBUTE_cell_type_treatment:GNPSGROUP:A549_PET	ATTRIBUTE_cell_type_treatment:GNPSGROUP:A549_PS	ATTRIBUTE_cell_type_treatment:GNPSGROUP:A549_Untreated	ATTRIBUTE_cell_type_treatment:GNPSGROUP:MDM_PET	ATTRIBUTE_cell_type_treatment:GNPSGROUP:MDM_PS	ATTRIBUTE_cell_type_treatment:GNPSGROUP:MDM_Untreated	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:nan	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:A549_PET_0.5	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:A549_PET_100	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:A549_PS_0.5	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:A549_PS_100	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:A549_Untreated_0	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:MDM_PET_0.5	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:MDM_PET_100	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:MDM_PS_0.5	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:MDM_PS_100	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:MDM_Untreated_0	component	#Scan#	Compound_Name
1647	756.5540324682032	6.1339884	0	10020061.108333332	9946272.425	9738547.6	0	8413851.341666667	11552482.191666668	9738547.6	0	16731441.0	16478456.2	15968829.2	3215327.7	4006335.277777778	0.0	0	16392908.8	3475577.066666667	0	5234001.1	1977402.4	0	16501762.5	15785308.5	17390402.0	3538359.716666667	4107236.35	2086693.2	0	13874979.0	19128546.0	17499114.666666668	14071502.333333334	17390402.0	624979.9333333333	6451739.5	1656331.7666666666	6558140.933333334	2086693.2	5	1647.0	PC-DAG (16:0/18:3)
1648	296.2583214359708	6.1361713	0	1057365.058333333	932636.6083333334	995541.6833333332	0	511319.7333333334	1478681.933333333	995541.6833333332	0	1383895.2600000002	345314.78	1464396.36	1562384.94	674812.6000000001	0.0	0	1064535.4666666666	925682.54	0	1214662.6800000002	0.0	0	1234595.7333333334	883218.4333333335	1087049.0	880134.3833333333	982054.7833333332	904034.3666666668	0	675451.1666666666	1793740.3	468470.2	1297966.6666666667	1087049.0	459318.7	1300950.066666667	442038.8666666667	1522070.7	904034.3666666668	3	1648.0	NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]
1649	280.26352332186593	6.136989	0	2721000.058333333	2743349.808333333	2647188.5500000003	0	1866889.65	3597460.216666667	2647188.5500000003	0	3428153.7	2222408.24	2695722.42	3403960.62	2293163.4000000004	2065634.2	0	2782094.7866666666	2648260.5266666664	0	3051247.3	1489573.66	0	2974355.1333333333	2445395.066666667	3070973.533333333	2467644.9833333334	3041304.5500000003	2223403.566666667	0	2689173.8000000003	3259536.4666666663	1476075.3	3414714.833333333	3070973.533333333	1270528.6333333333	3664761.3333333335	2031780.8666666665	4050828.233333333	2223403.566666667	3	1649.0	MoNA:790536 Linoleic acid
1650	690.5439450134068	6.136995	0	1413951.075	1545461.2166666668	1694046.1666666667	0	1437414.808333333	1521997.4833333334	1694046.1666666667	0	2786013.16	3375307.22	2974124.52	0.0	0.0	0.0	0	3045148.3	0.0	0	0.0	0.0	0	2827902.15	3090922.4333333336	3388092.333333333	0.0	0.0	0.0	0	2412089.3666666667	3243714.9333333336	3337569.8666666667	2844275.0	3388092.333333333	0.0	0.0	0.0	0.0	0.0	-1		
1651	706.5931360589964	6.1287932	0	1673505.7916666667	2068185.058333333	1978662.8	0	1400163.6083333334	2341527.2416666667	1978662.8	0	608236.78	337722.36	681719.88	3362664.78	3380219.8444444444	1398569.4	0	542559.6733333333	3242258.1266666665	0	3569028.0	2795081.6	0	762122.5166666666	238547.5	711458.3333333334	2584889.066666667	3897822.616666666	3245867.266666667	0	424741.4666666666	1099503.566666667	477095.0	0.0	711458.3333333334	1853735.066666667	3316043.0666666664	2845082.9	4950562.333333333	3245867.266666667	5	1651.0	Spectral Match to 1,2-Dipentadecanoyl-sn-glycero-3-phosphocholine from NIST14
1652	495.3002111376056	6.1441536	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1		
1653	530.3479454094977	6.09491	0	8689920.458333334	2744914.9	52788245.66666666	0	7758654.05	3676181.3083333336	52788245.66666666	0	19181949.92	43358379.94	11963803.3	0.0	8553165.444444444	4448343.5	0	24834711.05333333	5428455.5	0	11051725.2	5233641.3	0	10998930.25	2271633.5500000003	97632427.66666669	6380910.666666667	3218196.25	7944063.666666667	0	17614389.666666668	4383470.833333333	2216951.033333333	2326316.066666667	97632427.66666669	4766883.0	7994938.333333333	6436392.5	0.0	7944063.666666667	4	1653.0	PE(22:4/0:0); [M+H]+ C27H49N1O7P1
1654	986.598633166054	6.1403885	0	0.0	0.0	3163617.6666666665	0	0.0	0.0	3163617.6666666665	0	0.0	3796341.2	0.0	0.0	0.0	0.0	0	1265447.066666667	0.0	0	0.0	0.0	0	0.0	0.0	6327235.333333333	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	6327235.333333333	0.0	0.0	0.0	0.0	0.0	15		
1655	574.4801147042509	6.14133	0	695872.8083333333	1134695.925	574931.6166666667	0	589218.6333333333	1241350.1	574931.6166666667	0	637783.5	0.0	1981795.38	1431722.4	364108.3666666666	1882932.8	0	873192.9599999998	821234.6733333333	0	655395.0599999999	376586.56	0	909791.2666666666	977450.3833333332	591481.5	481954.35	1291941.4666666666	558381.7333333333	0	1185439.2666666666	634143.2666666667	543791.0	1411109.7666666666	591481.5	0.0	963908.7	627644.2666666667	1956238.6666666667	558381.7333333333	155		
1656	597.5579900075713	6.150556	0	162817.875	355828.9166666667	0.0	0	162817.875	355828.9166666667	0.0	0	0.0	0.0	390762.9	853989.4	0.0	0.0	0	130254.3	284663.13333333336	0	0.0	0.0	0	325635.75	0.0	0.0	0.0	711657.8333333334	0.0	0	651271.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1423315.6666666667	0.0	102		
1657	473.31811444540864	6.1424036	0	31762259.166666668	35722570.666666664	35488303.0	0	30194595.33333333	37290234.5	35488303.0	0	40363732.0	36194001.2	30395512.0	38710265.2	28603228.222222224	37001170.0	0	35651081.733333334	32532103.33333333	0	24646072.0	34239972.8	0	36157443.66666666	34771910.333333336	36396700.66666666	27367074.666666668	36673231.0	34579905.333333336	0	28891732.666666668	43423154.66666666	31445905.33333333	38097915.333333336	36396700.66666666	23527910.0	31206239.33333333	36912833.333333336	36433628.66666666	34579905.333333336	67	1657.0	C23 3a, 7a_4-hydroxybenzaldehyde [CCS=232.69866943359375]
1658	490.34428470719183	6.142888	0	2071955.25	2452198.7583333333	2444666.6666666665	0	2046459.816666667	2477694.191666667	2444666.6666666665	0	2749484.3	2362312.76	2064500.18	2531620.8	2003215.677777778	2389316.8	0	2392099.08	2205090.793333333	0	1742986.42	2340665.16	0	2398361.4166666665	2353972.65	2455827.2666666666	1745549.0833333333	2550424.8666666667	2433506.066666667	0	1985624.566666667	2811098.266666667	2151578.1	2556367.2	2455827.2666666666	1565559.5333333332	1925538.6333333333	2483077.066666667	2617772.6666666665	2433506.066666667	67		
1659	531.3708908898132	6.1434116	0	32985772.0	37353083.333333336	33344081.0	0	32607380.83333333	37731474.5	33344081.0	0	41437567.6	34615730.0	29805598.8	41249091.2	29904897.777777776	39446732.0	0	35286298.8	34322417.86666667	0	25721365.2	35996797.2	0	36811327.333333336	35877587.666666664	31053664.0	29160216.666666668	38828579.0	35634498.0	0	29936506.0	43686148.66666666	33480456.0	38274719.333333336	31053664.0	26252168.666666668	32068264.666666668	40760392.66666666	36896765.333333336	35634498.0	42		
1660	518.374885342356	6.1439533	0	12424817.75	12642182.125	11858794.833333334	0	11462551.041666666	13604448.833333334	11858794.833333334	0	15315952.4	12769130.2	10211131.6	16845040.4	9190472.166666666	13536245.0	0	12765404.733333332	12031713.1	0	8777688.6	10472410.3	0	14117883.333333334	11915924.25	11759408.5	10731752.166666666	13368440.0	11958181.166666666	0	10219401.333333334	18016365.33333333	11647550.166666666	12184298.333333334	11759408.5	9642624.333333334	11820880.0	14340628.333333334	12396251.666666666	11958181.166666666	67	1660.0	PC(18:2/0:0); [M+H]+ C26H51N1O7P1
1661	730.5383156603554	6.1466546	0	23472082.05	24417659.441666663	23951999.96666667	0	18648764.45	29240977.041666668	23951999.96666667	0	37923904.0	39207036.4	37950971.2	10553108.92	9833787.844444444	1709704.5	0	38360637.2	9531955.98	0	14689003.0	3353756.02	0	36473767.333333336	38616508.333333336	41622634.66666666	10470396.766666668	10218810.55	6281365.266666667	0	28471288.0	44476246.66666666	39513204.66666666	37719812.0	41622634.66666666	2199838.033333333	18740955.5	4410727.100000001	16026894.0	6281365.266666667	5	1661.0	Sphingomyelin (d18:1/18:0) CollisionEnergy:102040
1662	610.5522230571237	6.1474257	0	2518976.0166666666	3240962.583333333	1716717.5333333332	0	1942785.933333333	3817152.6666666665	1716717.5333333332	0	2580013.08	1373830.3199999998	4156430.44	4666759.88	1255741.5333333334	4232726.0	0	2703424.6133333337	2591213.2800000003	0	1951353.8	1155526.16	0	3289658.9	2657234.716666667	1623335.8333333333	1748293.1333333335	3824690.45	1810099.2333333332	0	3840496.133333333	2738821.6666666665	1055568.066666667	4258901.366666666	1623335.8333333333	542734.0	2953852.266666667	2332345.533333333	5317035.366666666	1810099.2333333332	-1		
1663	1218.0346228653186	6.1519027	0	2264373.5416666665	3497492.208333333	3989942.4166666665	0	2411100.5	3350765.25	3989942.4166666665	0	5401549.46	6310366.84	6904492.4	0.0	0.0	0.0	0	6205469.566666666	0.0	0	0.0	0.0	0	4528747.083333333	6994984.416666667	7979884.833333333	0.0	0.0	0.0	0	3166421.0	5891073.166666667	6477981.0	7511987.833333333	7979884.833333333	0.0	0.0	0.0	0.0	0.0	239		
1664	184.0733389551963	6.1500745	0	2911782.458333333	3264652.966666667	3484703.266666667	0	2312234.825	3864200.6	3484703.266666667	0	5527059.9	5899574.54	5731514.24	749861.8200000001	609488.0222222223	0.0	0	5719382.893333334	615646.7533333334	0	1097078.44	0.0	0	5174724.316666666	5904129.083333333	6439207.666666667	648840.6	625176.85	530198.8666666667	0	3503884.966666667	6845563.666666667	5745054.333333333	6063203.833333333	6439207.666666667	0.0	1297681.2	0.0	1250353.7	530198.8666666667	7	1664.0	HMDB:HMDB01565-1652 Phosphorylcholine
1665	930.6068202891464	6.151742	0	817193.9916666667	997470.4083333332	960472.3333333334	0	576767.1583333333	1237897.2416666667	960472.3333333334	0	0.0	261075.8	0.0	1283729.22	2201642.411111111	0.0	0	87025.26666666666	1748895.1866666668	0	2080584.46	1882371.88	0	0.0	217563.16666666663	0.0	1634387.9833333334	1777377.65	1920944.6666666667	0	0.0	0.0	435126.3333333333	0.0	0.0	1162210.566666667	2106565.4	709731.7333333334	2845023.5666666664	1920944.6666666667	202		
1666	768.5545311241242	6.1592703	0	3827991.366666666	3571317.725	3494241.8833333333	0	1941259.933333333	5458049.158333333	3494241.8833333333	0	2567099.22	2296725.76	2186078.32	6048528.1	4771153.0	1324626.4	0	2349967.7666666666	4967176.260000001	0	7171199.1	1681801.58	0	2197205.816666667	2263843.35	2827740.5	5458776.916666667	4878792.1	4160743.266666667	0	1636660.2	2757751.433333333	2330667.5	2197019.2	2827740.5	1244740.5	9672813.333333334	2552971.533333333	7204612.666666667	4160743.266666667	5	1666.0	Spectral Match to Eicosapentaenoyl PAF C-16 from NIST14
1667	1412.069585415497	6.1591234	0	2243342.308333333	2647661.775	2792584.9166666665	0	1708163.4166666667	3182840.6666666665	2792584.9166666665	0	4404907.66	5537263.2	5147340.84	0.0	0.0	0.0	0	5029837.233333333	0.0	0	0.0	0.0	0	4486684.616666666	5295323.55	5585169.833333333	0.0	0.0	0.0	0	1665216.066666667	7308153.166666667	5167437.600000001	5423209.5	5585169.833333333	0.0	0.0	0.0	0.0	0.0	239		
1668	706.5387581261994	6.162346	0	163607052.99166667	181316520.09166667	189040286.4333333	0	138308404.375	206615168.7083333	189040286.4333333	0	315958882.0	351850350.0	337606322.0	18938877.46	16531026.166666666	2773202.8	0	335138518.0	16416455.04	0	24651564.2	5658923.46	0	306362878.3333333	347537233.3333333	367892366.6666667	20851227.65	15095806.85	10188206.2	0	205438916.66666663	407286840.0	338877626.6666667	356196840.0	367892366.6666667	3594180.966666667	38108274.333333336	5322893.2	24868720.5	10188206.2	5	1668.0	Spectral Match to 1,2-Dipentadecanoyl-sn-glycero-3-phosphocholine from NIST14
1669	764.523217783246	6.1581917	0	7606422.958333333	7895815.825	8286664.45	0	7008579.866666667	8493658.916666666	8286664.45	0	13766549.8	13883111.4	13425989.6	2475883.38	1998797.911111111	0.0	0	13691883.6	2024573.2066666668	0	2908100.24	689736.0	0	13032816.5	13779842.0	14834101.0	2180029.4166666665	2011789.65	1739227.9	0	11773738.333333334	14291894.666666666	14044340.333333334	13515343.666666666	14834101.0	709288.2666666666	3650770.5666666655	1506952.5333333332	2516626.7666666666	1739227.9	10	1669.0	PE(16:0/22:6); [M+H]+ C43H75N1O8P1
1670	485.28989354081807	6.13639	0	5735789.841666666	2303634.6750000003	71725472.98333333	0	5335544.883333334	2703879.6333333333	71725472.98333333	0	17323997.419999998	68199846.7	9078331.82	0.0	5620566.1	3229957.5	0	31534058.64666667	3587670.16	0	7212389.2	3550621.28	0	7393601.016666667	2530833.6	137821424.0	4077978.6666666665	2076435.75	5629521.966666666	0	12308334.5	2478867.533333333	2189988.033333333	2871679.1666666665	137821424.0	2690985.5	5464971.833333333	4152871.5	0.0	5629521.966666666	-1		
1671	728.5201952726569	6.165895	0	6711008.416666667	7718448.583333333	7967972.5	0	6275295.0	8154162.0	7967972.5	0	13825927.2	15253965.4	15112371.2	0.0	0.0	0.0	0	14730754.6	0.0	0	0.0	0.0	0	13422016.833333334	15436897.166666666	15935945.0	0.0	0.0	0.0	0	9413800.666666666	17430233.0	15687379.333333334	15186415.0	15935945.0	0.0	0.0	0.0	0.0	0.0	45		
1672	337.200828400499	6.1861954	0	172331.94999999998	0.0	3975329.3333333335	0	172331.94999999998	0.0	3975329.3333333335	0	952948.8	3817446.4	413596.68	0.0	0.0	0.0	0	1727997.2933333332	0.0	0	0.0	0.0	0	344663.9	0.0	7950658.666666667	0.0	0.0	0.0	0	689327.7999999999	0.0	0.0	0.0	7950658.666666667	0.0	0.0	0.0	0.0	0.0	77		
1673	523.2458887628098	6.19641	0	164671.4	0.0	2338453.3666666667	0	164671.4	0.0	2338453.3666666667	0	740675.8400000001	2065468.2	395211.36	0.0	0.0	0.0	0	1067118.4666666666	0.0	0	0.0	0.0	0	329342.8	0.0	4676906.733333333	0.0	0.0	0.0	0	658685.6	0.0	0.0	0.0	4676906.733333333	0.0	0.0	0.0	0.0	0.0	-1		
1674	369.3516680386214	6.170255	0	8198151.458333333	8479204.5	8542865.0	0	8732498.916666666	7944857.041666667	8542865.0	0	7622928.2	7535289.1	7425748.6	10361055.6	8348237.777777778	11526214.0	0	7527988.633333334	9231042.133333333	0	7345752.2	9986318.6	0	8042139.25	7217175.5	7121313.666666667	8354163.666666667	9741233.5	9964416.333333334	0	8434126.833333334	7650151.666666667	7739371.166666667	6694979.833333333	7121313.666666667	7378706.0	9329621.333333334	11377791.666666666	8104675.333333333	9964416.333333334	311		
1675	812.5439098827244	6.17086	0	8717525.416666666	9010545.7	9947715.733333332	0	7287573.116666667	10440498.0	9947715.733333332	0	12147428.2	12040645.0	13410013.2	4736332.94	6565928.633333334	1657693.4	0	12532695.466666669	5628847.72	0	7880505.0	4269705.220000001	0	11809080.0	12208933.0	14627451.333333334	5625970.833333333	5812158.399999999	5267980.133333333	0	10469269.333333334	13148890.666666666	12713967.333333334	11703898.666666666	14627451.333333334	1869147.3333333333	9382794.333333334	4097908.466666667	7526408.333333333	5267980.133333333	10	1675.0	PS(18:0/20:4); [M+H]+ C44H79N1O10P1
1676	764.5900649263934	6.1718097	0	2883193.4166666665	3241362.4166666665	3149258.4166666665	0	2800411.0416666665	3324144.7916666665	3149258.4166666665	0	5537770.9	6591626.7	6348646.5	0.0	0.0	0.0	0	6159348.033333333	0.0	0	0.0	0.0	0	5766386.833333333	6482724.833333333	6298516.833333333	0.0	0.0	0.0	0	4095476.3333333335	7437297.333333333	7106167.833333333	5859281.833333333	6298516.833333333	0.0	0.0	0.0	0.0	0.0	10	1676.0	PE(18:1/20:4); [M+H]+ C43H77N1O8P1
1677	502.3175024179049	6.1360903	0	6077385.725000001	2368371.275	76801370.91666667	0	5571728.458333333	2874028.5416666665	76801370.91666667	0	17790051.86	74009025.74	9226866.3	0.0	5951106.277777778	3467633.5	0	33675314.63333333	3801839.3333333335	0	7665561.8	3739956.2	0	8076296.366666667	2565399.3000000003	147093181.83333334	4078475.0833333335	2171343.25	6509560.0	0	12872588.066666668	3280004.6666666665	2126981.6	3003817.0	147093181.83333334	2944657.6666666665	5212292.5	4342686.5	0.0	6509560.0	8		
1678	370.3546968613856	6.1646285	0	2437503.0500000003	2588887.683333333	2555955.683333333	0	2591403.816666667	2434986.9166666665	2555955.683333333	0	2279280.52	2239523.96	2260143.66	3069131.92	2567642.8444444444	3303237.0	0	2259649.3800000004	2783845.48	0	2298728.46	2983676.06	0	2404356.7333333334	2193995.433333333	2101542.5666666664	2470649.3666666667	2983779.9333333336	3010368.8	0	2523289.933333333	2285423.5333333337	2331799.5	2056191.3666666665	2101542.5666666664	2110468.9	2830829.833333333	3400056.9333333336	2567502.933333333	3010368.8	311		
1679	788.5443898742386	6.1736016	0	4755390.683333334	4852040.008333334	5056077.683333334	0	4318957.166666667	5288473.524999999	5056077.683333334	0	8098200.3	9150866.6	9859272.2	299042.64	954302.8555555554	0.0	0	9036113.033333331	672262.5933333334	0	1060909.2600000002	656835.88	0	8662289.5	9099463.083333334	9657060.0	848491.8666666667	604616.9333333333	455095.3666666667	0	7659552.0	9665027.0	9616276.666666666	8582649.5	9657060.0	0.0	1696983.7333333334	0.0	1209233.8666666667	455095.3666666667	10	1679.0	PS(18:0/18:2); [M+H]+ C42H79N1O10P1
1680	507.27293013869246	6.182765	0	712971.4833333334	161897.32499999998	5813656.366666667	0	874868.8083333332	0.0	5813656.366666667	0	2344076.4	4146254.4	1066242.8	0.0	844166.2111111111	0.0	0	2518857.8666666667	506499.7266666667	0	874610.4199999999	644888.76	0	888535.6666666666	0.0	10817218.0	537407.2999999999	323794.65	810094.7333333334	0	1777071.3333333333	0.0	0.0	0.0	10817218.0	1074814.6	0.0	647589.2999999999	0.0	810094.7333333334	238		
1681	719.6059038355983	6.188087	0	920866.925	976106.425	669586.4166666666	0	129030.25	1767943.1	669586.4166666666	0	0.0	0.0	0.0	1261252.7	2274992.8	0.0	0	0.0	1785413.2466666666	0	3290824.96	804162.08	0	0.0	0.0	0.0	1841733.85	1952212.85	1339172.8333333333	0	0.0	0.0	0.0	0.0	0.0	0.0	3683467.7	516121.0	3388304.7	1339172.8333333333	-1	1681.0	Spectral Match to KDdiA-PC from NIST14
1682	572.3950791956721	6.148212	0	620683.4	125164.49166666664	4409499.216666667	0	615582.5416666666	130265.35	4409499.216666667	0	1438476.1	3394518.8	882700.2	0.0	758743.8333333334	0.0	0	1905231.7	455246.3	0	1071435.7799999998	294303.12	0	735583.5	0.0	8054991.5	505783.3	250328.9833333333	764006.9333333332	0	1471167.0	0.0	0.0	0.0	8054991.5	490505.2	521061.4	500657.9666666666	0.0	764006.9333333332	69		
1683	744.5538875926567	6.206614	0	3277851.408333333	3558207.5	3877573.1666666665	0	2816682.1666666665	4019376.741666666	3877573.1666666665	0	6101855.8	6928104.6	6850247.7	327072.3	473527.1	0.0	0	6626736.033333333	393140.36	0	852348.78	0.0	0	5935712.25	6753554.666666667	7755146.333333333	619990.5666666667	362860.3333333333	0.0	0	4228634.333333333	7642790.166666667	7038094.333333333	6469015.0	7755146.333333333	0.0	1239981.1333333333	0.0	725720.6666666666	0.0	101	1683.0	PAF (o-16:0/18:2)
1684	369.3915224160515	6.21214	0	32207723.83333333	38266827.833333336	38677505.66666666	0	31039794.666666668	39434757.0	38677505.66666666	0	39499904.0	36509868.8	36900924.0	38340306.4	31798035.777777776	35322316.0	0	37636898.93333333	34213744.666666664	0	23760030.8	40540896.8	0	35760271.0	38094931.66666666	40474089.333333336	28655176.666666668	38438724.0	36880922.0	0	29848701.33333333	41671840.66666666	36897371.333333336	39292492.0	40474089.333333336	21611296.0	35699057.333333336	35801810.0	41075638.0	36880922.0	311	1684.0	Spectral Match to Cholesterol from NIST14
1685	636.5679738131392	6.210177	0	247162.1333333333	559916.7666666667	230379.36666666667	0	146208.94999999998	660869.9500000001	230379.36666666667	0	281590.9	0.0	972831.76	959021.94	0.0	0.0	0	418140.88666666666	319673.98000000004	0	0.0	0.0	0	292417.9	522554.95	460758.7333333333	201906.36666666667	597278.5833333334	0.0	0	584835.7999999999	0.0	0.0	1045109.9	460758.7333333333	0.0	403812.7333333333	0.0	1194557.1666666667	0.0	-1		
1686	762.6720977039527	6.1994133	0	153981.70833333334	379543.3666666667	0.0	0	153981.70833333334	379543.3666666667	0.0	0	0.0	0.0	771998.98	508461.2	0.0	0.0	0	257332.9933333333	169487.06666666668	0	0.0	0.0	0	307963.4166666667	335369.06666666665	0.0	0.0	423717.6666666667	0.0	0	615926.8333333334	0.0	0.0	670738.1333333333	0.0	0.0	0.0	0.0	847435.3333333334	0.0	70		
1687	820.7257292509925	6.2096977	0	103714.03333333333	314148.9583333333	0.0	0	103714.03333333333	314148.9583333333	0.0	0	0.0	0.0	560203.58	442667.6	0.0	0.0	0	186734.52666666667	147555.86666666667	0	0.0	0.0	0	207428.06666666665	259408.25	0.0	0.0	368889.6666666667	0.0	0	414856.1333333333	0.0	0.0	518816.5	0.0	0.0	0.0	0.0	737779.3333333334	0.0	140		
1688	505.3645908253176	6.2097483	0	4941970.25	4890289.225000001	5625979.716666666	0	5453034.483333333	4379224.991666666	5625979.716666666	0	4319215.0200000005	5047718.5	3399991.8600000003	7800056.2	4353529.677777778	9726317.0	0	4255641.793333333	5860557.673333333	0	2696621.62	7084995.2	0	5046629.216666667	3768228.4166666665	3648493.7	4837311.283333333	6012350.033333334	7603465.733333333	0	4676910.600000001	5416347.833333333	3887026.3333333335	3649430.5	3648493.7	4993009.833333333	4681612.733333333	8255191.166666667	3769508.9	7603465.733333333	67		
1689	476.3291753034458	6.208373	0	12710818.833333334	14691491.791666666	16095772.333333334	0	14568541.125	12833769.5	16095772.333333334	0	12607468.8	15427446.4	11441622.9	19504555.6	11854073.666666666	23810230.0	0	13158846.033333331	15201311.4	0	6779206.4	19320172.2	0	13927066.083333334	12700331.0	12539436.0	11494571.583333334	16682652.583333334	19652108.666666668	0	13262082.833333334	14592049.333333334	12181200.0	13219462.0	12539436.0	11016311.666666666	11972831.5	21814570.0	11550735.166666666	19652108.666666668	67		
1690	459.3025217532187	6.208898	0	14794009.666666666	16847089.333333332	18426527.5	0	16820065.0	14821034.0	18426527.5	0	14578424.8	17435883.8	13319493.8	22872207.2	13421024.111111112	28433088.0	0	15111267.466666669	17572222.733333334	0	7613974.4	22230486.6	0	16087026.666666666	14588251.5	14205781.0	13500992.666666666	19105927.166666668	22647274.0	0	15195647.333333334	16978406.0	13949686.0	15226817.0	14205781.0	12821440.666666666	14180544.666666666	25313486.0	12898368.333333334	22647274.0	67		
1691	546.4073020961931	6.2090845	0	1194053.7416666667	1118786.075	1196370.7166666666	0	1404299.433333333	908540.3833333332	1196370.7166666666	0	624679.92	1269290.2	305639.88	2212710.94	1106076.211111111	2916011.5	0	733203.3333333334	1595616.8066666669	0	341554.1	2232585.38	0	1092184.6	520394.93333333335	440857.6	1295922.8833333335	1717177.2166666668	1951883.8333333333	0	1149140.3333333333	1035228.8666666666	478342.6666666667	562447.2000000001	440857.6	1466661.1333333335	1125184.6333333335	2523053.6	911300.8333333334	1951883.8333333333	282		
1692	838.5598636638941	6.208499	0	849284.0416666666	961365.9166666666	901078.1666666666	0	184366.65	1626283.308333333	901078.1666666666	0	0.0	0.0	0.0	1068903.14	2421083.6444444447	0.0	0	0.0	1808951.2333333332	0	3326728.16	1031222.4	0	0.0	0.0	0.0	1698568.0833333333	1922731.8333333333	1802156.3333333333	0	0.0	0.0	0.0	0.0	0.0	0.0	3397136.1666666665	737466.6	3107997.0666666664	1802156.3333333333	202	1692.0	PS(20:0/20:5); [M+H]+ C46H81N1O10P1
1693	518.3581059552073	6.2099853	0	9304721.708333334	10319653.625	11159320.75	0	10800461.916666666	8823913.416666666	11159320.75	0	8631156.8	9925004.2	7360328.4	14835374.2	8849854.277777778	19040422.0	0	8638829.8	11524398.766666668	0	5269943.1	14467879.0	0	9607539.333333334	8302319.166666667	7374432.0	9001904.083333334	12336988.083333334	14944209.5	0	9207250.333333334	10007828.333333334	8287322.0	8317316.333333333	7374432.0	9096278.666666666	8907529.5	16610996.666666666	8062979.5	14944209.5	-1	1693.0	Deacetoxy(7)-7-Oxokhivorinic Acid
1694	481.2844972535094	6.209978	0	1174390.325	1298197.0083333333	1425808.4166666667	0	1725744.1	746843.2333333334	1425808.4166666667	0	643081.28	868483.1599999999	0.0	2722732.3600000003	1471811.1444444444	3808114.2	0	503854.81333333335	2044538.42	0	356187.58	3054695.32	0	782981.0666666668	476655.9666666666	0.0	1565799.5833333333	2119738.0500000003	2851616.833333333	0	1116156.1333333335	449806.0	476051.8666666667	477260.06666666665	0.0	1948390.8666666665	1183208.3	3362377.533333333	877098.5666666668	2851616.833333333	-1		
1695	504.3611347595749	6.2097178	0	14448996.25	14443728.916666666	16254878.25	0	15946252.291666666	12946472.875	16254878.25	0	12915506.4	15068672.4	9976784.7	22348682.2	12666399.222222222	28696150.0	0	12653654.5	16962476.933333334	0	7910195.4	20628553.2	0	14809293.083333334	11292874.5	11063937.333333334	14088699.416666666	17594583.333333332	21445819.166666668	0	13514244.166666666	16104342.0	11774228.666666666	10811520.333333334	11063937.333333334	14346626.666666666	13830772.166666666	24149909.666666668	11039257.0	21445819.166666668	67		
