cluster index	parent mass	RTMean	ATTRIBUTE_treatment:GNPSGROUP:nan	ATTRIBUTE_treatment:GNPSGROUP:PET	ATTRIBUTE_treatment:GNPSGROUP:PS	ATTRIBUTE_treatment:GNPSGROUP:Untreated	ATTRIBUTE_concentration_ug_ml:GNPSGROUP:nan	ATTRIBUTE_concentration_ug_ml:GNPSGROUP:0.5	ATTRIBUTE_concentration_ug_ml:GNPSGROUP:100.0	ATTRIBUTE_concentration_ug_ml:GNPSGROUP:0.0	ATTRIBUTE_collection_dates:GNPSGROUP:nan	ATTRIBUTE_collection_dates:GNPSGROUP:110626.0	ATTRIBUTE_collection_dates:GNPSGROUP:180626.0	ATTRIBUTE_collection_dates:GNPSGROUP:210626.0	ATTRIBUTE_collection_dates:GNPSGROUP:160526.0	ATTRIBUTE_collection_dates:GNPSGROUP:190626.0	ATTRIBUTE_collection_dates:GNPSGROUP:120626.0	ATTRIBUTE_cell_type:GNPSGROUP:nan	ATTRIBUTE_cell_type:GNPSGROUP:A549	ATTRIBUTE_cell_type:GNPSGROUP:MDM	ATTRIBUTE_blood_donor:GNPSGROUP:nan	ATTRIBUTE_blood_donor:GNPSGROUP:A	ATTRIBUTE_blood_donor:GNPSGROUP:B	ATTRIBUTE_cell_type_treatment:GNPSGROUP:nan	ATTRIBUTE_cell_type_treatment:GNPSGROUP:A549_PET	ATTRIBUTE_cell_type_treatment:GNPSGROUP:A549_PS	ATTRIBUTE_cell_type_treatment:GNPSGROUP:A549_Untreated	ATTRIBUTE_cell_type_treatment:GNPSGROUP:MDM_PET	ATTRIBUTE_cell_type_treatment:GNPSGROUP:MDM_PS	ATTRIBUTE_cell_type_treatment:GNPSGROUP:MDM_Untreated	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:nan	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:A549_PET_0.5	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:A549_PET_100	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:A549_PS_0.5	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:A549_PS_100	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:A549_Untreated_0	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:MDM_PET_0.5	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:MDM_PET_100	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:MDM_PS_0.5	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:MDM_PS_100	ATTRIBUTE_cell_type_treatment_concentration:GNPSGROUP:MDM_Untreated_0	component	#Scan#	Compound_Name
171	295.2267221336955	0.83632594	0	15320580.875	17404773.666666668	13010549.333333334	0	12664943.333333334	20060411.20833333	13010549.333333334	0	16888640.4	11654688.5	22353701.8	21502042.6	9832191.111111112	20282464.0	0	16965676.9	14418826.466666669	0	11421837.0	10332599.8	0	19100999.666666668	16071771.083333334	14482843.0	11540162.083333334	18737776.25	11538255.666666666	0	20426442.0	17775557.333333332	10562887.166666666	21580655.0	14482843.0	6183040.833333333	16897283.333333332	13487403.333333334	23988149.166666668	11538255.666666666	-1		
172	350.22999929339187	0.8669486	0	23360582.666666668	23360427.0	23911954.0	0	18652798.166666668	28068211.5	23911954.0	0	28873630.0	20503695.2	23190318.0	23333148.8	22381918.0	23182618.0	0	24189214.4	22752374.933333334	0	25751193.6	19172782.4	0	25059477.0	23010679.666666668	24805758.666666668	21661688.33333333	23710174.33333333	23018149.33333333	0	21828059.33333333	28290894.666666668	18369095.33333333	27652264.0	24805758.666666668	13348998.666666666	29974378.0	21065039.33333333	26355309.33333333	23018149.33333333	659		
173	294.242633776813	0.84217787	0	132531164.5	143626756.16666666	116134925.66666669	0	106883017.83333331	169274902.83333334	116134925.66666669	0	151030494.0	103777752.8	179080130.0	175471888.0	88816494.22222222	164554830.0	0	144629458.93333334	122750847.86666666	0	101295950.0	91484705.6	0	159623175.0	136448210.66666666	131004523.33333331	105439154.0	150805301.66666666	101265328.0	0	161503660.0	157742690.0	90311114.66666669	182585306.66666663	131004523.33333331	59090433.333333336	151787874.66666666	116626863.33333331	184983740.0	101265328.0	90		
174	295.2458100106111	0.8427024	0	26092142.25	28379896.416666668	22740080.0	0	21018859.83333333	33453178.83333333	22740080.0	0	29976602.0	20376218.0	35142027.8	34533036.8	17480650.777777776	32639664.0	0	28498282.6	24175380.33333333	0	20164721.2	17828383.0	0	31533718.33333333	26912167.166666668	25599642.0	20650566.166666668	29847625.666666668	19880518.0	0	31349307.33333333	31718129.33333333	18084525.666666668	35739808.666666664	25599642.0	11384335.0	29916797.33333333	23257271.33333333	36437980.0	19880518.0	19		
175	356.2898922885332	0.84327114	0	6802933.583333333	7200875.416666667	6413020.866666667	0	6477710.125	7526098.875	6413020.866666667	0	7213758.1	6717414.8	6798997.2	8694643.7	5679142.688888889	8287480.0	0	6910056.7	6858198.846666667	0	5491965.6	6387987.24	0	7117645.833333333	6890396.75	6534198.333333333	6488221.333333333	7511354.083333333	6291843.399999999	0	6653720.833333333	7581570.833333333	6568335.5	7212458.0	6534198.333333333	4939127.5	8037315.166666667	7749656.666666667	7273051.5	6291843.399999999	-1		
176	277.216012333775	0.84474504	0	19304410.666666668	20523490.70833333	16568468.416666666	0	15388950.208333334	24438951.166666668	16568468.416666666	0	21646279.2	14426761.4	25580917.7	26311841.2	12651235.5	23655510.0	0	20551319.433333334	17938389.033333335	0	14852469.8	12650856.1	0	22935654.0	19278063.75	18329161.666666668	15673167.333333334	21768917.666666668	14807775.166666666	0	23124054.666666668	22747253.33333333	12691882.833333334	25864244.666666668	18329161.666666668	8679189.333333334	22667145.33333333	17060674.0	26477161.33333333	14807775.166666666	90		
177	357.3109241859317	0.8487278	0	38488948.0	39236230.5	36626192.0	0	38874970.5	38850208.0	36626192.0	0	43109565.2	39805499.6	39163967.6	41726889.6	32316755.55555556	42578884.0	0	40693010.8	36137608.8	0	32841828.4	33844108.4	0	43737004.66666666	38299961.0	39391122.66666666	33240891.33333333	40172500.0	33861261.333333336	0	44931336.66666666	42542672.66666666	37326217.333333336	39273704.66666666	39391122.66666666	27567736.0	38914046.66666666	45674592.0	34670408.0	33861261.333333336	509		
178	244.2634393831043	0.86785144	0	6636499.416666667	9480020.291666666	10356827.066666666	0	6966090.208333333	9150429.5	10356827.066666666	0	9759296.5	10507507.6	11048251.5	935240.18	9652713.277777778	7413300.5	0	10438351.866666667	6597594.726666668	0	6868577.5	11988966.5	0	7884769.333333333	11843695.166666666	12734830.333333334	5388229.5	7116345.416666667	7978823.8	0	7904602.5	7864936.166666667	11745918.333333334	11941472.0	12734830.333333334	2868274.5	7908184.5	5345565.5	8887125.333333334	7978823.8	67		
179	521.3563828929937	0.87889814	0	4963050.524999999	4678396.524999999	4886889.899999999	0	2986310.958333333	6655136.091666666	4886889.899999999	0	6256392.1	2915050.64	5923813.3	4048677.34	4985196.177777778	4432271.5	0	5031752.013333334	4636161.586666667	0	7319453.4	2540354.0200000005	0	5259162.283333333	4581515.266666667	5477404.966666667	4666938.766666667	4775277.783333333	4296374.833333333	0	4794754.666666667	5723569.899999999	2310301.7	6852728.833333333	5477404.966666667	1565537.1333333335	7768340.399999999	3274650.333333333	6275905.233333333	4296374.833333333	31		
180	350.23006264707203	0.87069213	0	23565870.33333333	23599198.33333333	23835477.666666668	0	18900830.166666668	28264238.5	23835477.666666668	0	28483377.6	20209153.2	24595623.2	24047994.8	22079622.444444444	23596344.0	0	24429384.666666668	22836861.33333333	0	25448295.2	19014294.0	0	25622566.666666668	22857890.0	25186010.0	21509174.0	24340506.666666668	22484945.33333333	0	23221466.0	28023667.33333333	18135130.666666668	27580649.33333333	25186010.0	13266631.333333334	29751716.666666668	20980092.666666668	27700920.666666668	22484945.33333333	659		
181	288.28973672274367	0.8720123	0	159311864.79166666	245237647.21666667	272157424.5	0	177562076.83333334	226987435.175	272157424.5	0	246289434.0	268081024.0	307001824.0	5103158.220000001	243411006.66666663	164462430.0	0	273790760.6666667	158711818.73999998	0	158671158.0	312361140.0	0	195079631.66666663	314281885.0	350230770.0	123544097.91666669	176193409.43333334	194084079.0	0	210679990.0	179479273.33333334	320252286.6666667	308311483.3333333	350230770.0	58318644.66666666	188769551.16666663	120997386.0	231389432.86666667	194084079.0	21	181.0	2-[[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-3,4-dihydro-2H-chromen-7-yl]oxy]oxane-3,4,5-triol
182	332.2194022086011	0.92883795	0	9308175.833333334	9883753.875	9540533.083333334	0	7664438.708333333	11527491.0	9540533.083333334	0	11290402.4	8068886.9	10671115.5	10412922.0	8477641.222222222	9030950.0	0	10010134.933333334	9159622.066666666	0	9417851.2	7648093.0	0	10355066.5	9727144.25	9886253.166666666	8261285.166666667	10040363.5	9194813.0	0	9958727.333333334	10751405.666666666	7212299.5	12241989.0	9886253.166666666	5385776.666666667	11136793.666666666	8100951.333333333	11979775.666666666	9194813.0	24		
183	429.2172073945759	0.8753129	0	2751203.933333333	5331299.833333333	2853923.9333333336	0	4412034.833333333	3670468.9333333336	2853923.9333333336	0	4027923.68	3946409.9	6917521.88	1582318.9	3067086.6666666665	4138937.0	0	4963951.819999999	2643620.7666666666	0	2956960.88	3391582.5200000005	0	3518148.733333333	6962790.399999999	3857880.8333333335	1984259.1333333333	3699809.266666667	1849967.0333333327	0	3360359.8000000003	3675937.6666666665	10840302.933333334	3085277.8666666667	3857880.8333333335	761652.9333333332	3206865.333333333	2685823.6666666665	4713794.866666666	1849967.0333333327	-1		
184	242.21139602304527	0.8794581	0	7082225.083333333	7389641.875	6875882.916666667	0	6061140.583333333	8410726.375	6875882.916666667	0	8294677.3	6196558.8	8042362.1	7799875.7	6270359.777777778	6817093.5	0	7511199.4	6816647.333333333	0	6140910.1	6509156.2	0	8149557.0	7033746.0	7189391.0	6014893.166666667	7745537.75	6562374.833333333	0	7899263.0	8399851.0	5808802.666666667	8258689.333333333	7189391.0	4170971.8333333335	7858814.5	6365524.833333333	9125550.666666666	6562374.833333333	304		
185	328.24812174285705	0.8807391	0	43599097.0	40410913.0	38480590.583333336	0	30458671.0	53551339.0	38480590.583333336	0	51140876.8	30631005.4	52064942.6	53514910.0	28105449.944444444	49295940.0	0	44612274.93333333	37987969.3	0	35558102.8	24890895.1	0	49471893.66666666	39834772.333333336	44448042.66666666	37726300.333333336	40987053.66666666	32513138.5	0	46602883.333333336	52340904.0	23049072.0	56620472.66666666	44448042.66666666	19605162.0	55847438.66666666	32577566.666666668	49396540.66666666	32513138.5	509		
186	332.31564297817147	0.8908589	0	2731087.558333333	4093504.425	4578838.416666667	0	2983548.608333333	3841043.375	4578838.416666667	0	4294129.14	4629059.36	5039003.24	0.0	4094643.788888889	2705381.5	0	4654063.913333333	2637145.04	0	2560067.52	5351367.6	0	3321063.2	5333629.333333333	5960934.5	2141111.9166666665	2853379.516666667	3196742.333333333	0	3645353.6666666665	2996772.733333333	5439627.5	5227631.166666667	5960934.5	903023.1666666666	3379200.6666666665	1946190.1	3760568.9333333336	3196742.333333333	24		
187	373.3059046631673	0.8911238	0	26238967.83333333	24675446.666666668	24802931.0	0	24720192.166666668	26194222.33333333	24802931.0	0	30338686.8	25407080.8	25064980.8	26507765.2	22006003.55555556	25143960.0	0	26936916.133333333	23715787.866666667	0	23568332.4	21071266.0	0	29507971.0	24005946.666666668	27656745.33333333	22969964.666666668	25344946.666666668	21949116.666666668	0	30281968.666666668	28733973.33333333	22731312.0	25280581.33333333	27656745.33333333	18758186.0	27181743.33333333	27109302.0	23580591.33333333	21949116.666666668	-1		
188	372.2849535527973	0.8937308	0	4544563.458333333	4631807.024999999	4366097.8	0	4151288.0833333335	5025082.399999999	4366097.8	0	4948300.1	4322293.5	4665201.9	5182249.0	3952325.677777778	5151879.0	0	4645265.166666667	4442270.34	0	4092445.8	4052116.22	0	4840671.666666667	4427806.833333333	4689368.833333333	4248455.25	4835807.216666667	4042826.766666667	0	4748815.5	4932527.833333333	4005239.6666666665	4850374.0	4689368.833333333	3255088.0	5241822.5	4596009.166666667	5075605.266666667	4042826.766666667	-1		
189	479.3465016964461	0.8975769	0	2227096.4	2244727.808333333	4014750.5	0	993213.2666666666	3478610.9416666664	4014750.5	0	2587159.04	0.0	2031838.72	1399418.86	5113266.266666667	1638914.0	0	1539665.9200000002	3643693.646666667	0	8745355.84	786306.24	0	1245378.9666666666	1010060.0	3187451.6666666665	3208813.833333333	3479395.6166666667	4842049.333333333	0	1220950.3333333333	1269807.6	484577.26666666666	1535542.7333333332	3187451.6666666665	764205.7333333334	5653421.933333334	1503119.7333333334	5455671.5	4842049.333333333	31		
190	460.2693954008551	0.9221028	0	16608186.458333334	20492977.95833333	125119897.66666669	0	21896077.791666668	15205086.625	125119897.66666669	0	16780131.6	148604429.6	13628170.3	20460826.3	19961303.111111112	18913842.0	0	59670910.5	20057980.1	0	11970494.4	27742619.6	0	16550625.583333334	20374144.33333333	224505012.66666663	16665747.333333334	20611811.58333333	25734782.666666668	0	16440418.5	16660832.666666666	26839987.33333333	13908301.333333334	224505012.66666663	18817724.0	14513770.666666666	25486181.33333333	15737441.833333334	25734782.666666668	13	190.0	spermidine-C20:1
191	432.23813516335287	0.92083216	0	2803876.275	3335888.3000000003	3303158.35	0	2929106.2	3210658.375	3303158.35	0	3225371.1	3661622.3	2571592.8600000003	3385433.7	2802861.777777778	4050269.2	0	3152862.0866666664	3080212.9133333336	0	1927019.2	3928185.84	0	3010113.65	3229111.3166666664	3285860.5	2597638.9	3442665.283333333	3320456.2	0	2559254.3666666667	3460972.9333333336	3266915.733333333	3191306.9	3285860.5	2282312.1333333333	2912965.6666666665	3607942.5666666655	3277388.0	3320456.2	-1	191.0	Ex229
192	403.35300034375257	0.93582845	0	4173188.075	4567551.725000001	5442646.483333333	0	5909514.425	2831225.375	5442646.483333333	0	3438214.8200000003	5010872.92	3185433.7800000003	10233187.5	2462152.2666666666	6046841.0	0	3878173.84	5291476.593333334	0	230439.58	5410802.7	0	3971703.8166666655	3835985.966666667	3775489.633333333	4374672.333333333	5299117.483333333	7109803.333333333	0	3759454.2	4183953.4333333336	5316244.866666666	2355727.066666667	3775489.633333333	4977711.0	3771633.6666666665	9584647.633333333	1013587.3333333334	7109803.333333333	738		
193	280.26345946702094	0.9405447	0	11628002.291666666	13253370.666666666	10150445.5	0	9635661.958333334	15245711.0	10150445.5	0	13048629.0	9248672.3	16932884.5	15746620.9	7778669.444444444	14587090.0	0	13076728.6	10888547.966666669	0	8465491.2	8453531.8	0	14323870.333333334	12479743.083333334	11776416.166666666	8932134.25	14026998.25	8524474.833333334	0	14983772.666666666	13663968.0	8045913.166666667	16913573.0	11776416.166666666	5125244.166666667	12739024.333333334	10387717.833333334	17666278.666666668	8524474.833333334	3	193.0	PERHEXILINE
194	361.3423988190956	0.94121015	0	11444035.75	11703225.25	10916664.333333334	0	11916878.666666666	11230382.333333334	10916664.333333334	0	12381550.6	11574327.8	13172712.8	11690795.4	9646169.888888888	12354656.0	0	12376197.066666666	10508277.466666669	0	9156956.4	10677080.6	0	13575164.5	11555724.333333334	11619207.666666666	9312907.0	11850726.166666666	10214121.0	0	15640698.333333334	11509630.666666666	11300513.666666666	11810935.0	11619207.666666666	7741884.333333333	10883929.666666666	12984418.333333334	10717034.0	10214121.0	107		
195	332.21945064045184	0.93022645	0	9184859.958333334	10034270.416666666	9263957.5	0	7656825.708333333	11562304.666666666	9263957.5	0	10956681.2	7957947.1	10904805.4	10747551.3	8257105.388888889	9064436.0	0	9939811.233333332	9141076.066666666	0	9065532.8	7610144.1	0	10403087.083333334	9629386.083333334	9634109.833333334	7966632.833333333	10439154.75	8893805.166666666	0	10071410.166666666	10734764.0	7310666.166666667	11948106.0	9634109.833333334	5214474.333333333	10718791.333333334	8030752.166666667	12847557.333333334	8893805.166666666	24		
196	315.3003833212973	0.9429773	0	10264275.166666666	12065432.233333334	13597496.333333334	0	12230113.583333334	10099593.816666666	13597496.333333334	0	11425297.1	13519969.2	9497382.5	10365012.96	12915944.888888888	9259654.0	0	11480882.933333334	11821881.52	0	9765690.4	15334941.2	0	10338184.166666666	11544635.333333334	13638775.666666666	10190366.166666666	12586229.133333333	13556217.0	0	10180043.333333334	10496325.0	14652921.0	8436349.666666666	13638775.666666666	9900541.666666666	10480190.666666666	14186948.333333334	10985509.933333334	13556217.0	-1	196.0	Nephrosteranic acid
197	380.2770417767496	0.94496304	0	5594409.933333334	5745465.166666667	6380567.416666667	0	6593059.850000001	4746815.25	6380567.416666667	0	4502656.9	6009875.38	4442503.94	12749232.4	2874364.177777778	9971285.0	0	4985012.073333333	6639114.973333333	0	226043.62	6942068.9	0	5050965.033333333	4897968.899999999	5027192.5	6137854.833333333	6592961.433333334	7733942.333333333	0	4055005.5666666655	6046924.5	5430305.466666667	4365632.333333333	5027192.5	6003880.666666667	6271829.0	10883047.7	2302875.1666666665	7733942.333333333	-1		
198	298.2738379950895	0.94865954	0	42056397.5	48300911.5	36037239.833333336	0	35662353.833333336	54694955.16666666	36037239.833333336	0	46297358.8	32926209.6	63261540.4	58330654.4	26967820.111111112	53721950.0	0	47495036.266666666	39205706.86666667	0	28893984.0	30392482.2	0	52709329.66666666	45073975.66666666	41908570.66666666	31403465.33333333	51527847.333333336	30165909.0	0	58134386.0	47284273.333333336	28868734.666666668	61279216.66666666	41908570.66666666	18137687.33333333	44669243.333333336	37508607.333333336	65547087.333333336	30165909.0	304		
199	316.2844561314426	0.9488846	0	29984986.5	34188133.333333336	26821364.0	0	25627738.0	38545381.833333336	26821364.0	0	32831060.8	24215070.6	44876337.0	39869007.6	20577463.55555556	36851070.0	0	33974156.13333333	28092885.33333333	0	21252957.2	23156691.2	0	37337369.66666666	32206814.33333333	30782412.666666668	22632603.33333333	36169452.333333336	22860315.33333333	0	41238168.66666666	33436570.666666668	21747905.33333333	42665723.333333336	30782412.666666668	13243430.0	32021776.666666668	26281448.0	46057456.66666666	22860315.33333333	304		
200	317.2878949620295	0.9504622	0	5985047.333333333	6996822.825	5390421.216666667	0	5132764.850000001	7849105.308333334	5390421.216666667	0	6788978.7	4820158.16	9225081.24	7974176.8	4062316.022222223	7522150.5	0	6944739.366666666	5596925.246666667	0	4191843.74	4624755.2	0	7450664.333333333	6716192.283333334	6389983.600000001	4519430.333333333	7277453.366666667	4390858.833333333	0	8231315.666666667	6670013.0	4484673.399999999	8947711.166666666	6389983.600000001	2634683.5	6404177.166666667	5180386.833333333	9374519.9	4390858.833333333	304		
201	338.2665922889081	0.95068884	0	19911404.0	21405146.83333333	19180742.166666668	0	17379642.833333332	23936908.0	19180742.166666668	0	22214840.8	17587873.6	25715989.8	23897458.8	15370213.555555556	25470326.0	0	21839568.066666663	18885969.466666665	0	15647864.2	17112585.4	0	23398552.83333333	20737461.666666668	20925811.33333333	16424255.166666666	22072832.0	17435673.0	0	24199345.0	22597760.666666668	15338360.0	26136563.33333333	20925811.33333333	10543747.666666666	22304762.666666668	19437118.666666668	24708545.33333333	17435673.0	-1		
202	299.2772752972759	0.9491089	0	8259687.316666666	9409397.258333333	7212106.416666667	0	6861531.408333334	10807553.166666666	7212106.416666667	0	9112068.4	6451558.5600000005	12664954.76	11358887.5	5247180.811111111	10139680.0	0	9409527.24	7610582.986666666	0	5686810.0	5786051.46	0	10402842.75	8908123.6	8425703.5	6116531.883333333	9910670.916666666	5998509.333333333	0	11400682.333333334	9405003.166666666	5570085.866666666	12246161.333333334	8425703.5	3483515.766666667	8749548.0	6991841.666666667	12829500.166666666	5998509.333333333	304		
203	292.2269557759045	0.9590246	0	66212720.0	78862955.33333333	61303986.66666666	0	53119455.16666666	91956220.16666669	61303986.66666666	0	75533765.2	53457680.4	102524777.2	88373449.6	47814168.0	78956150.0	0	77172074.26666667	63410060.66666666	0	52942407.6	48914324.8	0	77456834.33333333	80095440.33333333	70755822.0	54968605.66666666	77630470.33333333	51852151.333333336	0	79067465.33333333	75846203.33333333	47071084.0	113119796.66666669	70755822.0	30165706.666666668	79771504.66666667	56173564.66666666	99087376.0	51852151.333333336	90		
204	339.30033925718504	0.95136553	0	2000469.775	2852558.283333333	3919006.733333333	0	3056424.4916666667	1796603.566666667	3919006.733333333	0	2057646.84	3542698.9	1569847.6	2215605.82	3669880.433333333	1792457.4	0	2390064.446666667	3059960.6933333334	0	1767709.38	5196566.88	0	1876505.2	2506999.833333333	3183312.1666666665	2124434.35	3198116.733333333	4654701.3	0	1758030.8333333333	1994979.566666667	4223768.833333333	790230.8333333334	3183312.1666666665	2843773.833333333	1405094.8666666665	3400124.466666667	2996109.0	4654701.3	-1		
205	252.23231867114788	0.95339715	0	86403513.5	95757096.83333331	98011674.0	0	82715857.16666667	99444753.16666669	98011674.0	0	104458462.4	93916789.2	90077661.2	100717527.6	79984141.77777778	108287890.0	0	96150970.93333334	88782186.93333334	0	69042023.2	96587010.0	0	93542472.0	92894250.33333331	107881410.0	79264555.0	98619943.33333331	88141938.0	0	82661410.0	104423534.0	89136932.0	96651568.66666669	107881410.0	58421603.333333336	100107506.66666669	100643483.33333331	96596403.33333331	88141938.0	3		
206	276.23211249272265	0.9515821	0	31201317.5	39293450.16666666	44246870.0	0	35183699.833333336	35311067.833333336	44246870.0	0	36766500.0	43009912.8	30720570.0	35733588.0	38158809.777777776	36836290.0	0	36832327.6	37262234.53333333	0	24759531.6	51293584.0	0	32177989.0	37472183.0	44861294.0	30224646.0	41114717.333333336	43632446.0	0	27958143.33333333	36397834.66666666	43926733.333333336	31017632.666666668	44861294.0	27803839.33333333	32645452.666666668	41046083.333333336	41183351.333333336	43632446.0	90	206.0	Spectral Match to 9S-Hydroxy-10E,12Z,15Z-octadecatrienoic acid from NIST14
207	235.2057550577785	0.95496845	0	12823976.416666666	13923843.166666666	14150359.0	0	11997610.416666666	14750209.166666666	14150359.0	0	15343941.2	13857507.0	13272447.4	15256547.4	11267540.222222222	15815912.0	0	14157965.2	12900434.066666666	0	9836302.0	13608452.8	0	13855589.0	13676915.666666666	15724816.666666666	11792363.833333334	14170770.666666666	12575901.333333334	0	12197699.0	15513479.0	12888848.333333334	14464983.0	15724816.666666666	8477239.333333334	15107488.333333334	14426655.0	13914886.333333334	12575901.333333334	3		
208	443.23314519652257	0.9531193	0	3248080.266666667	9533506.941666666	2309314.816666667	0	9085761.225	3695825.983333333	2309314.816666667	0	5824239.94	11780909.0	14249189.5	1224561.28	204492.9777777778	0.0	0	10618112.813333333	530882.88	0	368087.36	0.0	0	6201723.933333334	18034243.28333333	4618629.633333334	294436.60000000003	1032770.6	0.0	0	7064579.066666666	5338868.8	28439811.83333333	7628674.733333333	4618629.633333334	0.0	588873.2000000001	838654.0	1226887.2	0.0	-1		
209	359.32679109104345	0.9587928	0	25055546.0	24349837.58333333	23513849.666666668	0	23663342.916666668	25742040.666666668	23513849.666666668	0	28630695.2	25007649.4	28704969.2	21903806.0	20727395.33333333	26165544.0	0	27447771.266666666	21482075.466666665	0	22442830.8	20099589.6	0	30371620.666666668	25247518.166666668	26000578.666666668	19739471.33333333	23452157.0	21027120.666666668	0	33158162.0	27585079.33333333	22441978.33333333	28053058.0	26000578.666666668	14462989.333333334	25015953.33333333	24590242.0	22314072.0	21027120.666666668	-1		
210	336.25080741228027	0.95991546	0	33401192.33333333	34888941.833333336	33325612.83333333	0	27019972.5	41270161.66666666	33325612.83333333	0	39822923.2	29108212.0	42416300.4	35975520.4	27078468.33333333	39114292.0	0	37115811.86666667	30846540.6	0	30612754.0	25951347.4	0	39345493.66666666	35354978.0	36178116.0	27456891.0	34422905.666666664	30473109.666666668	0	38307376.0	40383611.333333336	24282556.0	46427400.0	36178116.0	15863831.333333334	39049950.66666666	29626126.666666668	39219684.66666666	30473109.666666668	-1		
211	293.2303548101987	0.97077924	0	12127545.0	15445580.375	11036620.05	0	9815151.333333334	17757974.041666668	11036620.05	0	15524748.6	9614355.1	19815616.0	15831917.0	8679191.144444443	15051321.0	0	14984906.566666666	11488241.753333334	0	9813005.6	8819802.66	0	14635716.5	16480899.5	12691300.833333334	9619373.5	14410261.25	9381939.266666668	0	15251445.333333334	14019987.666666666	8354690.0	24607109.0	12691300.833333334	5418658.0	13820089.0	10235812.0	18584710.5	9381939.266666668	90		
212	277.2353690978328	0.952483	0	6126179.608333333	7617208.583333333	8735092.166666666	0	6858124.666666667	6885263.524999999	8735092.166666666	0	7236568.6	8414112.6	6160457.2	6994956.1	7370195.311111111	6968981.0	0	7270379.466666667	7218367.953333333	0	4746408.26	9913739.5	0	6344353.833333333	7306726.583333333	9049736.5	5908005.383333333	7927690.583333333	8420447.833333334	0	5502462.833333333	7186244.833333333	8424995.833333334	6188457.333333333	9049736.5	5609378.5	6206632.266666667	7895661.5	7959719.666666667	8420447.833333334	-1	212.0	Spectral Match to 9,12-Octadecadiynoic Acid from NIST14
213	355.29553890686464	0.96977204	0	13202178.083333334	13475841.166666666	11894540.916666666	0	12573663.75	14104355.5	11894540.916666666	0	13894549.8	12045124.8	17830660.8	12700053.2	10784541.055555556	12090664.0	0	14590111.8	11510119.966666669	0	11916580.2	9913726.5	0	16566489.833333334	13285637.833333334	13246303.666666666	9837866.333333334	13666044.5	10542778.166666666	0	19740173.0	13392806.666666666	11284671.666666666	15286604.0	13246303.666666666	7266431.666666667	12409301.0	12003378.666666666	15328710.333333334	10542778.166666666	96		
214	314.2689685727042	0.9639602	0	47033004.833333336	50873713.833333336	41088324.66666666	0	36168931.16666666	61737787.5	41088324.66666666	0	55019947.6	35633370.0	67085390.4	58008600.0	31886280.222222224	55697510.0	0	52579569.333333336	42181135.46666667	0	37774532.4	30760274.0	0	58111694.333333336	49728843.0	47216772.0	35954315.333333336	52018584.66666666	34959877.333333336	0	59930642.0	56292746.66666666	29266652.666666668	70191033.33333333	47216772.0	18076573.33333333	53832057.333333336	37401856.66666666	66635312.66666666	34959877.333333336	-1	214.0	NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]
215	279.23186987360555	0.9641898	0	9842109.791666666	10778092.5	8619235.25	0	7605006.625	13015195.666666666	8619235.25	0	11278187.9	7806320.5	14164394.5	12451832.8	6489675.388888889	12247082.0	0	11082967.633333333	8860888.3	0	7602896.3	6527935.8	0	12154368.75	10518134.583333334	10069831.5	7529850.833333333	11038050.416666666	7168639.0	0	12489123.5	11819614.0	6201758.833333333	14834510.333333334	10069831.5	3733293.5	11326408.166666666	7995850.666666667	14080250.166666666	7168639.0	3	215.0	Spectral Match to 9(10)-EpOME from NIST14
216	324.2511542697673	0.9642589	0	7516977.375	7716299.458333333	7440446.166666667	0	7760358.608333333	7472918.225000001	7440446.166666667	0	7598873.2	8584524.040000001	8267281.340000001	13250803.0	2595970.9000000004	15570853.0	0	8150226.193333333	7012573.739999999	0	342622.22000000003	7444296.0	0	8966568.916666666	7663564.899999999	7490863.333333333	6067385.833333333	7769034.016666667	7390029.0	0	8303929.0	9629208.833333334	7610034.066666666	7717095.733333333	7490863.333333333	4653252.666666667	7481519.0	10474218.7	5063849.333333333	7390029.0	-1		
217	331.29561763338154	0.96576416	0	11845729.375	11494944.108333334	12477212.333333334	0	11799261.125	11541412.358333334	12477212.333333334	0	14315578.6	13240934.6	9475824.6	11555616.96	11350927.555555556	9853234.0	0	12344112.6	11319311.12	0	10534882.0	11867434.4	0	12653989.416666666	11430053.25	13552477.666666666	11037469.333333334	11559834.966666669	11401947.0	0	11680355.5	13627623.333333334	12596352.333333334	10263754.166666666	13552477.666666666	9505966.0	12568972.666666666	13414370.666666666	9705299.266666668	11401947.0	631		
