feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
138	13	Fatty acids	0.6	Fatty Acids and Conjugates	0.4	Branched fatty acids	0.4	2.0	0.0	MS1_match	http://www.wikidata.org/entity/Q421171	RLCKHJSFHOZMDR-UHFFFAOYSA-N	InChI=1S/C20H40O2/c1-16(2)9-6-10-17(3)11-7-12-18(4)13-8-14-19(5)15-20(21)22/h16-19H,6-15H2,1-5H3,(H,21,22)	CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)O	C20H40O2	pos_1_1proton1ammonium	312.30283052	Phytanic acid	RLCKHJSFHOZMDR	Fatty acids	Fatty Acids and Conjugates	Branched fatty acids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	3	8.5	1
135	7	Fatty acids	0.6285714285714286	Fatty amides	0.42857142857142855	Primary amides	0.37142857142857144	1.0	0.7123445	ISDB	http://www.wikidata.org/entity/Q27164841	SFIHQZFZMWZOJV-UHFFFAOYSA-N	InChI=1S/C18H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H2,19,20)	CCCCCC=CCC=CCCCCCCCC(N)=O	C18H33NO		279.256214676	CID 3930	SFIHQZFZMWZOJV	Fatty acids	Fatty amides	Primary amides	http://www.wikidata.org/entity/Q237465	Averrhoa bilimbi	829006.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Oxalidales']	['Oxalidaceae']	['Unknown']	['Averrhoa']	['Averrhoa bilimbi']		['Eukaryota']									1	3	5.3493781089782715	1
132	7	Fatty acids	0.6285714285714286	Fatty amides	0.42857142857142855	Primary amides	0.37142857142857144	1.0	0.7859279	ISDB	http://www.wikidata.org/entity/Q27164841	SFIHQZFZMWZOJV-UHFFFAOYSA-N	InChI=1S/C18H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H2,19,20)	CCCCCC=CCC=CCCCCCCCC(N)=O	C18H33NO		279.256214676	CID 3930	SFIHQZFZMWZOJV	Fatty acids	Fatty amides	Primary amides	http://www.wikidata.org/entity/Q237465	Averrhoa bilimbi	829006.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Oxalidales']	['Oxalidaceae']	['Unknown']	['Averrhoa']	['Averrhoa bilimbi']		['Eukaryota']									1	3	5.643711566925049	1
125	13	Fatty acids	0.6	Fatty Acids and Conjugates	0.4	Branched fatty acids	0.4	1.0	0.5988576	ISDB	http://www.wikidata.org/entity/Q76421504	CILLLUONWCSDCK-BZSNNMDCSA-N	InChI=1S/C18H39NO2/c1-3-4-5-6-7-8-9-10-11-12-13-14-17(20)15-18(21)16(2)19/h16-18,20-21H,3-15,19H2,1-2H3/t16-,17-,18-/m0/s1	CCCCCCCCCCCCC[C@H](O)C[C@H](O)[C@H](C)N	C18H39NO2		301.298079488	Enigmol	CILLLUONWCSDCK	Fatty acids	Sphingolipids	Sphingoid bases	http://www.wikidata.org/entity/Q237465	Averrhoa bilimbi	829006.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Oxalidales']	['Oxalidaceae']	['Unknown']	['Averrhoa']	['Averrhoa bilimbi']											0	1	2.895430326461792	1
117	-1							1.0	0.9328969	ISDB	http://www.wikidata.org/entity/Q104376107	MPIBOQKDJNGGSK-BPNCWPANSA-N	InChI=1S/C14H20O/c1-12(2)6-4-7-13(3)8-5-11(15)10-9-14(10,12)13/h5,8,10H,4,6-7,9H2,1-3H3/t10-,13-,14-/m0/s1	CC1(C)CCC[C@@]2(C)C=CC(=O)[C@@H]3C[C@]312	C14H20O		204.15141526	CID 15560170	MPIBOQKDJNGGSK	Terpenoids	Sesquiterpenoids	Thujopsane sesquiterpenoids	http://www.wikidata.org/entity/Q182881	Panax ginseng	524063.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Apiales']	['Araliaceae']	['Unknown']	['Panax']	['Panax ginseng']		['Eukaryota']									1	0	4.731587648391724	1
115	18	Terpenoids	1.0	Sesquiterpenoids	1.0	Unsaturated fatty acids	0.5	37.0	0.0	MS1_match	http://www.wikidata.org/entity/Q423345	MBMBGCFOFBJSGT-KUBAVDMBSA-N	InChI=1S/C22H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h3-4,6-7,9-10,12-13,15-16,18-19H,2,5,8,11,14,17,20-21H2,1H3,(H,23,24)/b4-3-,7-6-,10-9-,13-12-,16-15-,19-18-	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O	C22H32O2	pos_2_2proton	328.240230264	Docosahexaenoic acid	MBMBGCFOFBJSGT	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	3	8.5	1
113	-1							1.0	0.59971243	ISDB	http://www.wikidata.org/entity/Q72446383	DQUXXEYAJDQQTP-UHFFFAOYSA-N	InChI=1S/C20H16O6/c21-20-15(6-13-2-4-17-19(8-13)26-11-24-17)14(9-22-20)5-12-1-3-16-18(7-12)25-10-23-16/h1-4,7-8H,5-6,9-11H2	O=C1OCC(Cc2ccc3c(c2)OCO3)=C1Cc1ccc2c(c1)OCO2	C20H16O6		352.094688232	2(5H)-Furanone, 3,4-bis(1,3-benzodioxol-5-ylmethyl)-	DQUXXEYAJDQQTP	Shikimates and Phenylpropanoids	Lignans	Dibenzylbutyrolactone lignans	http://www.wikidata.org/entity/Q8066282	Zanthoxylum nitidum	164612.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Rutaceae']	['Unknown']	['Zanthoxylum']	['Zanthoxylum nitidum']											0	0	2.3988497257232666	1
111	-1							1.0	0.70047843	ISDB	http://www.wikidata.org/entity/Q104667182	PSJUKNBMBYBQSO-IKKZXAHCSA-N	InChI=1S/C13H18O/c1-8-3-4-11-12(14)9(2)10-5-6-13(8,11)7-10/h8,10-11H,2-7H2,1H3/t8-,10+,11?,13-/m0/s1	C=C1C(=O)C2CC[C@H](C)[C@@]23CC[C@@H]1C3	C13H18O		190.135765196	15-nor-Prezizaan-7-one	PSJUKNBMBYBQSO	Terpenoids	Sesquiterpenoids		http://www.wikidata.org/entity/Q378568	Chrysopogon zizanioides	281780.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	['Andropogoneae']	['Chrysopogon']	['Chrysopogon zizanioides']		['Eukaryota']									1	0	3.8019137382507324	1
110	13	Fatty acids	0.6	Fatty Acids and Conjugates	0.4	Branched fatty acids	0.4	1.0	0.3882005	ISDB									KFQUQCFJDMSIJF							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	1.5528019666671753	1
109	18	Terpenoids	1.0	Sesquiterpenoids	1.0	Unsaturated fatty acids	0.5	1.0	0.7325343	ISDB	http://www.wikidata.org/entity/Q104667182	PSJUKNBMBYBQSO-IKKZXAHCSA-N	InChI=1S/C13H18O/c1-8-3-4-11-12(14)9(2)10-5-6-13(8,11)7-10/h8,10-11H,2-7H2,1H3/t8-,10+,11?,13-/m0/s1	C=C1C(=O)C2CC[C@H](C)[C@@]23CC[C@@H]1C3	C13H18O		190.135765196	15-nor-Prezizaan-7-one	PSJUKNBMBYBQSO	Terpenoids	Sesquiterpenoids		http://www.wikidata.org/entity/Q378568	Chrysopogon zizanioides	281780.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	['Andropogoneae']	['Chrysopogon']	['Chrysopogon zizanioides']		['Eukaryota']									1	2	4.9301371574401855	1
107	13	Fatty acids	0.6	Fatty Acids and Conjugates	0.4	Branched fatty acids	0.4	1.0	0.37745702	ISDB									KFQUQCFJDMSIJF							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	1.5098280906677246	1
105	-1							1.0	0.68602484	ISDB	http://www.wikidata.org/entity/Q27139281	BTUSGZZCQZACPT-YYZTVXDQSA-N	InChI=1S/C16H33NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-16(19)15(17)14-18/h12-13,15-16,18-19H,2-11,14,17H2,1H3/b13-12+/t15-,16+/m0/s1	CCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO	C16H33NO2		271.251129296	Hexadecasphingosine	BTUSGZZCQZACPT	Fatty acids	Sphingolipids	Sphingoid bases	http://www.wikidata.org/entity/Q132592	Klebsiella pneumoniae	443477.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Betaproteobacteria']	['Burkholderiales']	['Alcaligenaceae']	['Unknown']	['Achromobacter']	['Klebsiella pneumoniae']											0	0	2.7440993785858154	1
103	10							1.0	0.49409908	ISDB									OCHZTELGZBWSJD							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	1.9763963222503662	1
101	-1							1.0	0.41797188	ISDB	http://www.wikidata.org/entity/Q6501952	SYELZBGXAIXKHU-UHFFFAOYSA-N	InChI=1S/C14H31NO/c1-4-5-6-7-8-9-10-11-12-13-14-15(2,3)16/h4-14H2,1-3H3	CCCCCCCCCCCC[N+](C)(C)[O-]	C14H31NO		229.240564612	Lauramine oxide	SYELZBGXAIXKHU	Fatty acids	Fatty acyls	Hydrocarbons	http://www.wikidata.org/entity/Q309852	Euglena gracilis	1073327.0	['Eukaryota']	['Unknown']	['Euglenida']	['Euglenophyceae']	['Unknown']	['Euglenaceae']	['Unknown']	['Euglena']	['Euglena gracilis']											0	0	1.6718875169754028	1
96	-1							8.0	0.21810617	ISDB	http://www.wikidata.org/entity/Q105218100	QBZBEMFNBTTWIR-DTBZEZDJSA-N	InChI=1S/C14H22O4/c1-7-6-10(17)12-14(18-12)5-4-9(16)11(8(2)15)13(7,14)3/h7,9-12,16-17H,4-6H2,1-3H3/t7-,9+,10+,11-,12-,13-,14-/m1/s1	CC(=O)[C@@H]1[C@@H](O)CC[C@@]23O[C@@H]2[C@@H](O)C[C@@H](C)[C@]13C	C14H22O4		254.151809184	1-[(1aR,2S,4R,4aR,5S,6S,8aS)-2,6-dihydroxy-4,4a-dimethyl-1a,2,3,4,5,6,7,8-octahydronaphtho[4a,5-b]oxiren-5-yl]ethanone	QBZBEMFNBTTWIR	Terpenoids	Sesquiterpenoids	Nardosinane sesquiterpenoids	http://www.wikidata.org/entity/Q3182257	Lemnalia laevis	4713412.0	['Eukaryota']	['Metazoa']	['Cnidaria']	['Anthozoa']	['Alcyonacea']	['Nephtheidae']	['Unknown']	['Lemnalia']	['Lemnalia laevis']		['Eukaryota']	['Metazoa']								2	0	2.8724246621131897	1
87	10							1.0	0.40288386	ISDB									QDBLJDVWLXPWOQ							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	1.6115354299545288	1
83	4	Fatty acids	0.47619047619047616	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	11.0	0.0	MS1_match	http://www.wikidata.org/entity/Q119915	KUBCEEMXQZUPDQ-UHFFFAOYSA-N	InChI=1S/C10H15NO/c1-11(2)8-7-9-3-5-10(12)6-4-9/h3-6,12H,7-8H2,1-2H3	CN(C)CCc1ccc(O)cc1	C10H15NO	pos_1_1proton1isopropanol	165.1153641	Hordenine	KUBCEEMXQZUPDQ	Alkaloids	Tyrosine alkaloids	Amarylidaceae alkaloids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	2	8.0	1
81	4	Fatty acids	0.47619047619047616	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	8.0	0.0	MS1_match	http://www.wikidata.org/entity/Q309527	AXVZFRBSCNEKPQ-UHFFFAOYSA-N	InChI=1S/C9H13NO/c1-10-7-6-8-2-4-9(11)5-3-8/h2-5,10-11H,6-7H2,1H3	CNCCc1ccc(O)cc1	C9H13NO	pos_1_1proton1isopropanol	151.099714036	N-Methyltyramine	AXVZFRBSCNEKPQ	Alkaloids	Tyrosine alkaloids	Phenylethylamines	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	3	8.5	1
74	4	Fatty acids	0.47619047619047616	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	1.0	0.24323955	ISDB									YWVFNBYKFOWGPG							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	0.9729582071304321	1
73	4	Fatty acids	0.47619047619047616	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	4.0	0.0	MS1_match	http://www.wikidata.org/entity/Q165930	DZGWFCGJZKJUFP-UHFFFAOYSA-N	InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2	NCCc1ccc(O)cc1	C8H11NO	pos_1_1proton1isopropanol	137.084063972	Tyramine	DZGWFCGJZKJUFP	Alkaloids	Tyrosine alkaloids	Phenylethylamines	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	3	8.5	1
71	-1							1.0	0.5266966	ISDB	http://www.wikidata.org/entity/Q77383339	NAOOUNZOTXOKLH-KCLYPKKVSA-N	InChI=1S/C10H17N/c1-2-3-4-7-10-8-5-6-9-11-10/h2-4,7,10-11H,5-6,8-9H2,1H3/b3-2+,7-4+/t10-/m0/s1	C/C=C/C=C/[C@H]1CCCCN1	C10H17N		151.136099544	(R)-(E,E)-2-(1,3-pentadienyl)piperidine	NAOOUNZOTXOKLH	Alkaloids	Lysine alkaloids	Piperidine alkaloids	http://www.wikidata.org/entity/Q1144013	Streptomyces	772892.0	['Bacteria']	['Unknown']	['Actinobacteria']	['Unknown']	['Streptomycetales']	['Streptomycetaceae']	['Unknown']	['Streptomyces']	['Unknown']											0	0	2.1067864894866943	1
69	4	Fatty acids	0.47619047619047616	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	3.0	0.0	MS1_match	http://www.wikidata.org/entity/Q21099662	SEPPVOUBHWNCAW-FNORWQNLSA-N	InChI=1S/C9H14O2/c1-2-3-4-6-9(11)7-5-8-10/h5,7-8H,2-4,6H2,1H3/b7-5+	CCCCCC(=O)/C=C/C=O	C9H14O2	pos_1_1proton1acetonitrile	154.099379688	4-Oxo-2-nonenal	SEPPVOUBHWNCAW	Fatty acids	Fatty acyls	Fatty aldehydes	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	1	7.5	1
68	4	Fatty acids	0.47619047619047616	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	12.0	0.0	MS1_match	http://www.wikidata.org/entity/Q24735451	PYLMCYQHBRSDND-UHFFFAOYSA-N	InChI=1S/C8H14O/c1-3-5-6-8(4-2)7-9/h6-7H,3-5H2,1-2H3	CCCC=C(C=O)CC	C8H14O	pos_1_1proton1acetonitrile	126.104465068	2-Ethylhex-2-enal	PYLMCYQHBRSDND	Fatty acids	Fatty acyls	Fatty aldehydes	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	1	7.5	1
66	-1							1.0	0.39899713	ISDB									FCSJBORCTWILJP							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	1.5959885120391846	1
65	4	Fatty acids	0.47619047619047616	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	2.0	0.25385916	ISDB	http://www.wikidata.org/entity/Q105286442	VHHUMCJOXTZJOX-QMMMGPOBSA-N	InChI=1S/C10H19NO3/c1-7(2)6-9(12)4-5-11-8(3)10(13)14/h7-8,11H,4-6H2,1-3H3,(H,13,14)/t8-/m0/s1	CC(C)CC(=O)CCN[C@@H](C)C(=O)O	C10H19NO3		201.136493468	N-(5-Methyl-3-oxohexyl)alanine	VHHUMCJOXTZJOX				http://www.wikidata.org/entity/Q161198	Cycas circinalis	99243.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Unknown']	['Cycadales']	['Cycadaceae']	['Unknown']	['Cycas']	['Cycas circinalis']		['Eukaryota']									1	0	2.0154366493225098	1
64	4	Fatty acids	0.47619047619047616	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	6.0	0.0	MS1_match	http://www.wikidata.org/entity/Q309527	AXVZFRBSCNEKPQ-UHFFFAOYSA-N	InChI=1S/C9H13NO/c1-10-7-6-8-2-4-9(11)5-3-8/h2-5,10-11H,6-7H2,1H3	CNCCc1ccc(O)cc1	C9H13NO	pos_1_1proton1methanol	151.099714036	N-Methyltyramine	AXVZFRBSCNEKPQ	Alkaloids	Tyrosine alkaloids	Phenylethylamines	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	3	8.5	1
61	4	Fatty acids	0.47619047619047616	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27107133	JWJCTZKFYGDABJ-VIFPVBQESA-N	InChI=1S/C10H15NO3/c1-11-6-9(13)7-3-4-8(12)10(5-7)14-2/h3-5,9,11-13H,6H2,1-2H3/t9-/m0/s1	CNC[C@H](O)c1ccc(O)c(OC)c1	C10H15NO3	pos_1_1proton1methanol	197.10519334	L-Metanephrine	JWJCTZKFYGDABJ	Alkaloids	Tyrosine alkaloids	Phenylethylamines	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	3	8.5	1
61	4	Fatty acids	0.47619047619047616	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27087994	SFLSHLFXELFNJZ-UHFFFAOYSA-N	InChI=1S/C8H11NO3/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8,10-12H,4,9H2	NCC(O)c1ccc(O)c(O)c1	C8H11NO3	pos_1_1proton1isopropanol	169.073893212	4-(2-Amino-1-hydroxyethyl)benzene-1,2-diol	SFLSHLFXELFNJZ	Alkaloids	Tyrosine alkaloids	Phenylethylamines	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	3	8.5	1
58	4	Fatty acids	0.47619047619047616	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q7279006	UCTWMZQNUQWSLP-UHFFFAOYSA-N	InChI=1S/C9H13NO3/c1-10-5-9(13)6-2-3-7(11)8(12)4-6/h2-4,9-13H,5H2,1H3	CNCC(O)c1ccc(O)c(O)c1	C9H13NO3	pos_1_1proton1isopropanol	183.089543276	CID 4866774	UCTWMZQNUQWSLP	Alkaloids	Tyrosine alkaloids	Phenylethylamines	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	3	8.5	1
56	4	Fatty acids	0.47619047619047616	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	4.0	0.0	MS1_match	http://www.wikidata.org/entity/Q17517938	JGEGJYXHCFUMJF-UHFFFAOYSA-N	InChI=1S/C6H12O/c1-6(2)4-3-5-7/h5-6H,3-4H2,1-2H3	CC(C)CCC=O	C6H12O	pos_1_1proton1acetonitrile	100.088815004	4-Methylpentanal	JGEGJYXHCFUMJF	Fatty acids	Fatty acyls	Fatty aldehydes	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	1	7.5	1
56	4	Fatty acids	0.47619047619047616	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	4.0	0.0	MS1_match	http://www.wikidata.org/entity/Q223076	PFCHFHIRKBAQGU-UHFFFAOYSA-N	InChI=1S/C6H12O/c1-3-5-6(7)4-2/h3-5H2,1-2H3	CCCC(=O)CC	C6H12O	pos_1_1proton1acetonitrile	100.088815004	3-Hexanone	PFCHFHIRKBAQGU	Fatty acids	Fatty acyls	Oxygenated hydrocarbons	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	1	7.5	1
56	4	Fatty acids	0.47619047619047616	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	4.0	0.0	MS1_match	http://www.wikidata.org/entity/Q422627	POULHZVOKOAJMA-UHFFFAOYSA-N	InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)	CCCCCCCCCCCC(=O)O	C12H24O2	pos_2_2proton2acetonitrile	200.177630008	Lauric Acid	POULHZVOKOAJMA	Fatty acids	Fatty Acids and Conjugates	Branched fatty acids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	1	7.5	1
55	-1							1.0	0.6405702	ISDB	http://www.wikidata.org/entity/Q105256886	SOEACRLLVZHBKW-GORDUTHDSA-N	InChI=1S/C8H13N/c1-2-5-8-6-3-4-7-9-8/h2,5H,3-4,6-7H2,1H3/b5-2+	C/C=C/C1=NCCCC1	C8H13N		123.104799416	2-(1-Propenyl)-3,4,5,6-tetrahydropyridine	SOEACRLLVZHBKW	Alkaloids			http://www.wikidata.org/entity/Q13188	Punica granatum	646814.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Myrtales']	['Lythraceae']	['Unknown']	['Punica']	['Punica granatum']		['Eukaryota']									1	0	3.5622808933258057	1
54	4	Fatty acids	0.47619047619047616	Tyrosine alkaloids	0.3333333333333333	Phenylethylamines	0.2857142857142857	3.0	0.0	MS1_match	http://www.wikidata.org/entity/Q165930	DZGWFCGJZKJUFP-UHFFFAOYSA-N	InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2	NCCc1ccc(O)cc1	C8H11NO	pos_1_1proton1methanol	137.084063972	Tyramine	DZGWFCGJZKJUFP	Alkaloids	Tyrosine alkaloids	Phenylethylamines	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	3	8.5	1
