	msms_score	matched_peaks	feature_id	reference_id	short_inchikey
0	0.35936312178262114	17	29	15846	UFJICWBLJCYNIK
1	0.5581630765789006	23	29	25809	RFLOWTCRLWEZFB
2	0.3777256879475068	15	29	27288	PWXCLVASQNMYJV
3	0.402811041918796	18	29	133755	GCSUVJPMEZMOIC
4	0.2111075808223612	14	29	142677	FRLKVIXBUZDQBP
5	0.48038962779744065	12	29	177821	MPUVBVXDFRDIPT
6	0.2717772171196375	16	29	181474	OJGYMABOCUEUFF
7	0.38560683957225883	19	29	183292	PRPCIKOXPKFFLL
8	0.5373874425367985	24	29	268004	VQAMJDZPHVOGBL
9	0.3820698815155784	11	40	1017	OHBQPCCCRFSCAX
10	0.2721466882626315	18	40	10292	ABFCOJLLBHXNOU
11	0.41549717899262517	15	40	30757	SGWZVZZVXOJRAQ
12	0.511134553754562	15	40	31892	FPBHDEJPPIKJMR
13	0.45492318375950086	18	40	44416	HFLGBNBLMBSXEM
14	0.5508744599694225	17	40	46855	NOTCZLKDULMKBR
15	0.21781498020192444	18	40	83598	BNMOYKYFKJGWPG
16	0.20690624225737028	15	40	89382	PWMWNFMRSKOCEY
17	0.43313424653842425	12	40	90345	DPZNOMCNRMUKPS
18	0.4532931424328866	17	40	99006	PETRWTHZSKVLRE
19	0.39731597369081867	17	40	107430	DIYWMJFAVIYCGH
20	0.28464441795992457	13	40	116177	LKVFCSWBKOVHAH
21	0.34291982390466125	16	40	124914	CMDMLKOYBMVUPY
22	0.46886528071130107	16	40	132812	PKDVWOVKDPEBQF
23	0.5356647387443086	16	40	154865	GHVHDYYKJYXFGU
24	0.2697175196090049	16	40	155035	COJRWHSKVYUZHQ
25	0.4712543280801259	18	40	157224	RYHGQTREHREIBC
26	0.606464198189793	16	40	161819	VJIDDJAKLVOBSE
27	0.35663526092044406	17	40	164332	MSHFRERJPWKJFX
28	0.29237762636365494	16	40	164902	WYLYBQSHRJMURN
29	0.37053105246223583	16	40	174612	WBHAUHHMPXBZCQ
30	0.3719769620190118	17	40	192241	IFNDEOYXGHGERA
31	0.6489301829369527	16	40	202854	BXJGUBZTZWCMEX
32	0.4543487873204972	17	40	203410	ONGVEHLNILCIKL
33	0.5597205447242527	16	40	219416	VGMJYYDKPUPTID
34	0.21505122421299608	14	40	234221	IAAPVNQZSBLWKH
35	0.25423551437383834	17	40	238320	YCCILVSKPBXVIP
36	0.28272688508492644	15	40	250062	PMRFBLQVGJNGLU
37	0.35387512275187366	10	40	250399	ABDKAPXRBAPSQN
38	0.4194778943751342	18	40	255697	DTIBIZYEDVCLKY
39	0.4098589113298357	19	40	261113	KUOMSAOBPORCBU
40	0.5150343233623887	18	40	273626	UUCQGNWZASKXNN
41	0.5379708300764903	16	40	288103	RCNCKKACINZDOI
42	0.31556396083857763	7	41	90348	UJHXGTGSNRGSIJ
43	0.21100963430098713	9	41	117316	WWOKLCSYRUIMIE
44	0.3092657253299367	9	41	141826	FXUAIOOAOAVCGD
45	0.21128325479827081	7	41	163729	IDSPCUWITUCFDD
