spectrum_id	compound_name	smiles	collision_energy	instrument	ion_source	charge	adduct	precursormz
CCMSLIB00009919030	N-Hexadecenoylphenylalanine methyl ester [M+H]+	N/A	0			1+	NA	416.315
CCMSLIB00009919031	N-Hydroxyoctadecenoylphenylalanine [M+H]+	N/A	0			1+	NA	446.325
CCMSLIB00009919032	N-Tetradecanoylleucine methyl ester [M+H]+	N/A	0			1+	NA	356.315
CCMSLIB00009919033	N-Hydroxypentadecanoylphenylalanine [M+H]+	N/A	0			1+	NA	406.294
CCMSLIB00009919034	N-Decanoylleucine [M+H]+	N/A	0			1+	NA	286.237
CCMSLIB00009919035	N-Hydroxyoctadecenoylphenylalanine methyl ester [M+H]+	N/A	0			1+	NA	460.341
CCMSLIB00009919036	N-Pentadecanoilleucine [M+H]+	N/A	0			1+	NA	356.279
CCMSLIB00009919037	N-Hexadecenoylphenylalanine [M+H]+	N/A	0			1+	NA	402.3
CCMSLIB00009919038	N-Hydroxytetraadecanoylphenylalanine methyl ester [M+H]+	N/A	0			1+	NA	406.293
CCMSLIB00009919039	N-Octa-X,X-decenoylleucine [M+H]+	N/A	0			1+	NA	394.331
CCMSLIB00009919040	N-Hydroxyhexadecenoylphenylalanine methyl ester [M+H]+	N/A	0			1+	NA	432.31
CCMSLIB00009919041	N-Nonadecanoylleucine methyl ester [M+H]+	N/A	0			1+	NA	426.294
CCMSLIB00009919042	N-Hydroxytetraadecanoylleucine [M+H]+	N/A	0			1+	NA	358.294
CCMSLIB00009919043	N-Tetradecanoylphenylalanine [M+H]+	N/A	0			1+	NA	376.284
CCMSLIB00009919044	N-Eptadecenoylleucine methyl ester [M+H]+	N/A	0			1+	NA	396.346
CCMSLIB00009919045	N-Tetradecanolleucine [M+H]+	N/A	0			1+	NA	342.3
CCMSLIB00009919046	N-Pentadecanoylleucine methyl ester [M+H]+	N/A	0			1+	NA	384.346
CCMSLIB00009919047	N-Hexadecanoylphenylalanine [M+H]+	N/A	0			1+	NA	404.315
CCMSLIB00009919048	N-Dodecenoylphenylalanine [M+H]+	N/A	0			1+	NA	472.377
CCMSLIB00009919049	N-Dodecanoylleucine methyl ester [M+H]+	N/A	0			1+	NA	328.284
