cluster index	parent mass	RTMean	ATTRIBUTE_treatment:GNPSGROUP:nan	ATTRIBUTE_treatment:GNPSGROUP:mock	ATTRIBUTE_treatment:GNPSGROUP:untreated	ATTRIBUTE_treatment:GNPSGROUP:PET	ATTRIBUTE_phase:GNPSGROUP:inf_1	ATTRIBUTE_phase:GNPSGROUP:inf_2	ATTRIBUTE_phase:GNPSGROUP:nan	ATTRIBUTE_sample_name:GNPSGROUP:blank_inf_1	ATTRIBUTE_sample_name:GNPSGROUP:blank_inf_2	ATTRIBUTE_sample_name:GNPSGROUP:mock_inf_1	ATTRIBUTE_sample_name:GNPSGROUP:mock_inf_2	ATTRIBUTE_sample_name:GNPSGROUP:untreated_inf_1	ATTRIBUTE_sample_name:GNPSGROUP:untreated_inf_2	ATTRIBUTE_sample_name:GNPSGROUP:PET_inf_1	ATTRIBUTE_sample_name:GNPSGROUP:PET_inf_2	ATTRIBUTE_sample_name:GNPSGROUP:bk_mapp	component	#Scan#	Compound_Name
1	283.0699158616697	0.47480375	0	0.0	1138792.1	0	0.0	759194.7333333334	0	0.0	0.0	0.0	0.0	0.0	2277584.2	0	0	0.0	122	1.0	ipriflavone
2	262.0914899351369	0.4926713	0	0.0	386286.78	0	0.0	257524.52	0	0.0	0.0	0.0	0.0	0.0	772573.56	0	0	0.0	-1		
3	216.9228362536939	0.49590462	0	0.0	232259.1	0	0.0	154839.4	0	0.0	0.0	0.0	0.0	0.0	464518.2	0	0	0.0	210		
4	240.1091082577922	0.5079962	0	0.0	1526310.4	0	0.0	1017540.2666666666	0	0.0	0.0	0.0	0.0	0.0	3052620.8	0	0	0.0	-1		
5	283.14343543693377	0.49590462	0	0.0	610304.2	0	0.0	406869.4666666666	0	0.0	0.0	0.0	0.0	0.0	1220608.4	0	0	0.0	122		
6	297.15911784238773	0.49590462	0	0.0	431474.35	0	0.0	287649.56666666665	0	0.0	0.0	0.0	0.0	0.0	862948.7	0	0	0.0	-1		
7	261.0880913964739	0.50139207	0	0.0	4682639.0	0	0.0	3121759.333333333	0	0.0	0.0	0.0	0.0	0.0	9365278.0	0	0	0.0	220		
8	140.06825188689146	0.5029394	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1419478.4	-1		
9	239.10613979655943	0.5052293	0	0.0	17646318.0	0	0.0	11764212.0	0	0.0	0.0	0.0	0.0	0.0	35292636.0	0	0	0.0	-1	9.0	Spectral Match to 4-(2-Hydroxyethyl)piperazine-1-ethanesulfonic acid from NIST14
10	258.11031362083867	0.50690347	0	0.0	540354.8	0	0.0	360236.5333333334	0	0.0	0.0	0.0	0.0	0.0	1080709.6	0	0	0.0	-1	10.0	GLYCERO-3-PHOSPHOCHOLINE
11	120.1021469322452	0.5135076	0	0.0	407535.875	0	0.0	271690.5833333333	0	0.0	0.0	0.0	0.0	0.0	815071.75	0	0	0.0	-1		
12	138.05504492299153	0.5181438	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	-1	12.0	
13	137.0459120903909	0.5202596	0	0.0	489526.03	0	0.0	326350.6866666667	0	0.0	0.0	0.0	0.0	0.0	979052.06	0	0	0.0	-1		
14	162.11255694742133	0.5202596	0	0.0	719370.55	0	0.0	479580.3666666667	0	0.0	0.0	0.0	0.0	0.0	1438741.1	0	0	0.0	-1	14.0	L-Carnitine
15	204.123223215884	0.5290006	0	312594.15	1506133.25	0	0.0	1212484.933333333	0	0.0	0.0	0.0	625188.3	0.0	3012266.5	0	0	0.0	243	15.0	O-ACETYLCARNITINE
16	202.05334685918103	0.526558	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	-1		
17	187.14421175590965	0.5308196	0	1421669.0	638319.595	0	376344.45	1176358.3	0	0.0	538131.06	768154.6	2075183.4	360878.75	915760.44	0	0	0.0	107		
18	305.1570456019072	0.52930474	0	262590.47	257949.7	0	0.0	347026.78	0	0.0	0.0	0.0	525180.94	0.0	515899.4	0	0	0.0	-1		
19	209.12618096536667	0.5365677	0	1234449.6	327741.72	0	115616.33333333331	925844.5466666667	0	0.0	0.0	346849.0	2122050.2	0.0	655483.44	0	0	0.0	-1		
20	261.13087881813	0.5329007	0	1280208.73	1065169.4	0	150362.22	1541249.513333333	0	0.0	384078.94	451086.66	2109330.8	0.0	2130338.8	0	0	0.0	220	20.0	Spectral Match to 4-(2-Hydroxyethyl)piperazine-1-ethanesulfonic acid from NIST14
21	216.12320997124112	0.5692011	0	704153.44	0.0	0	121617.81333333334	347817.8133333333	0	0.0	0.0	364853.44	1043453.44	0.0	0.0	0	0	0.0	107		
22	238.1051760959876	0.53478837	0	607396.3	186940.485	0	0.0	529557.8566666667	0	0.0	0.0	0.0	1214792.6	0.0	373880.97	0	0	0.0	-1		
23	139.07543391561973	0.55441535	0	1713360.18	562404.0700000001	0	245050.63333333333	1456844.6666666667	0	0.0	554157.4	457320.56	2969399.8	277831.34	846976.8	0	0	0.0	98		
24	174.11253791658234	0.5374469	0	1784345.0	509229.72	0	0.0	1761757.96	0	0.0	698124.44	0.0	3568690.0	0.0	1018459.44	0	0	0.0	21	24.0	(2S)-2-amino-2-cyclohexylpropanoic acid
25	277.21213020577767	0.5508242	0	948216.49	514208.03	0	834930.7200000001	140018.96	0	0.0	0.0	1476376.1	420056.88	1028416.06	0.0	0	0	0.0	-1		
26	196.15439237975497	0.53745025	0	0.0	199427.375	0	254896.0833333333	108157.26666666666	0	365833.5	324471.8	0.0	0.0	398854.75	0.0	0	0	0.0	460		
27	240.1804780153223	0.54472643	0	0.0	279930.22	0	306388.0633333333	141562.19999999998	0	359303.75	424686.6	0.0	0.0	559860.44	0.0	0	0	0.0	460		
28	231.17039570504468	0.54047227	0	1052691.7999999998	409581.625	0	763779.2166666667	211069.7333333333	0	0.0	0.0	1472174.4	633209.2	819163.25	0.0	0	0	0.0	-1		
29	264.12070621460936	0.54113716	0	1007827.45	300112.3	0	0.0	1085311.2333333332	0	0.0	640054.2	0.0	2015654.9	0.0	600224.6	0	0	0.0	-1		
30	123.05557691787764	0.54112005	0	0.0	185285.45	0	0.0	123523.63333333336	0	0.0	0.0	0.0	0.0	0.0	370570.9	0	0	0.0	-1	30.0	Massbank:LU025102 Niacinamide|Nicotinamide|pyridine-3-carboxamide
31	256.1755092876621	0.5441859	0	561943.92	369462.29	0	248480.3866666667	523515.7333333333	0	0.0	453175.94	359833.78	764054.06	385607.38	353317.2	0	0	0.0	-1		
32	168.12318562029583	0.54147005	0	172778.83	206481.64	0	329397.51	260444.0533333333	0	575229.25	435774.5	0.0	345557.66	412963.28	0.0	0	0	0.0	-1		
33	196.09457304647088	0.54831487	0	5859163.5	1417453.0	0	0.0	5317509.366666666	0	0.0	1399295.1	0.0	11718327.0	0.0	2834906.0	0	0	0.0	21		
34	244.15439275186912	0.54954696	0	3651822.15	1703303.15	0	2217063.8000000003	2247116.966666667	0	1222793.1	1459498.6	3385069.8	3918574.5	2043328.5	1363277.8	0	0	0.0	-1		
35	247.2016129496647	0.5525261	0	810506.55	625819.515	0	566441.4866666667	512829.64	0	0.0	365161.25	771780.4	849232.7	927544.06	324094.97	0	0	0.0	-1		
36	160.13330597377032	0.5514416	0	1630068.9500000002	725401.4199999999	0	825141.5466666667	1105479.7	0	465394.94	615528.06	1352515.8	1907622.1	657513.9	793288.94	0	0	0.0	21		
37	186.11262443055068	0.5513858	0	4533726.25	1495506.28	0	3106721.313333333	1353180.9533333334	0	828472.44	492769.3	6100023.5	2967429.0	2391668.0	599344.56	0	0	0.0	284		
38	233.18594570924017	0.55279434	0	1930761.75	876831.1699999999	0	99121.14666666668	2274002.333333333	0	0.0	1504184.6	0.0	3861523.5	297363.44	1456298.9	0	0	0.0	-1		
39	210.11024107770365	0.55614036	0	26347580.0	7033796.95	0	953444.82	24392904.666666668	0	736984.56	8539310.0	1232396.0	51462764.0	890953.9	13176640.0	0	0	0.0	-1		
40	153.0911196930899	0.5774468	0	1681001.5499999998	660137.925	0	450604.8	1306827.7166666666	0	0.0	590018.6	784686.3	2577316.8	567128.1	753147.75	0	0	0.0	98		
41	156.10208128465968	0.55646735	0	6347957.8	1833413.95	0	554809.1	5576082.233333333	0	0.0	2029930.5	1095997.6	11599918.0	568429.7	3098398.2	0	0	0.0	21	41.0	1-Ethyl-3-methyl-1H-pyrazole-4-carboxylic acid
42	165.09115769508497	0.5568159	0	2056965.15	821616.1499999999	0	1466068.0333333332	722151.1000000001	0	454969.0	352525.8	2738689.2	1375241.1	1204545.9	438686.4	0	0	0.0	98		
43	262.2185001866554	0.5580557	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1112802.8	-1		
44	242.13854050704475	0.558359	0	1970222.8	790754.405	0	505717.18333333335	1764721.6866666668	0	0.0	1289362.2	950335.8	2990109.8	566815.75	1014693.06	0	0	0.0	-1		
45	202.1438873889722	0.55882305	0	5364026.5	3195066.25	0	4219904.399999999	2760915.833333333	0	2313920.2	1510355.0	5542632.0	5185421.0	4803161.0	1586971.5	0	0	0.0	21		
46	344.2069665813111	0.5861043	0	237984.94	0.0	0	158656.62666666668	0.0	0	0.0	0.0	475969.88	0.0	0.0	0.0	0	0	0.0	-1		
47	144.1020081788014	0.56401306	0	1558082.35	720658.965	0	1172564.8	639811.0966666667	0	454224.9	425420.16	2000125.1	1116039.6	1063344.4	377973.53	0	0	0.0	63		
48	342.1700238062815	0.5628393	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	-1	48.0	Spegatrine
49	387.1552082973277	0.5628393	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	201		
50	409.1371197483882	0.5628393	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	-1		
51	431.1927058817647	0.5628393	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	-1		
52	432.2131791374747	0.5628393	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	201		
53	445.2082652827386	0.5628393	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	-1		
54	578.2138521594525	0.5628393	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	201		
55	769.272279676688	0.5628393	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	201		
56	327.2273269075397	0.568831	0	1536809.0499999998	282590.3	0	900953.1333333332	311979.76666666666	0	0.0	0.0	2137678.8	935939.3	565180.6	0.0	0	0	0.0	-1		
57	222.11016868914035	0.56957906	0	2300983.1	803697.05	0	936800.1	1474753.566666667	0	503766.4	521534.3	1528484.2	3073482.0	778149.7	829244.4	0	0	0.0	-1		
58	254.13637973020488	0.5713688	0	4012487.0	1697425.7999999998	0	2849473.0666666664	1576559.35	0	1132876.9	725394.75	4925099.5	3099874.5	2490442.8	904408.8	0	0	0.0	287		
59	180.0994390250867	0.5714584	0	2205266.15	1440323.15	0	2103001.233333333	980352.3	0	1452398.8	506483.2	2947952.8	1462579.5	1908652.1	971994.2	0	0	0.0	-1		
60	200.1282672808112	0.5725959	0	2975847.1500000004	1207013.4	0	2247399.25	940837.4333333332	0	714430.75	484558.2	4133290.2	1818404.1	1894476.8	519550.0	0	0	0.0	107		
61	230.13875753252304	0.5644648	0	1432208.3	578521.7	0	549886.1	1001425.5	0	0.0	632474.8	1088856.0	1775560.6	560802.3	596241.1	0	0	0.0	107		
62	224.1260905202477	0.579096	0	7514089.75	3651086.5	0	3803242.5	5500597.333333333	0	2984259.0	2596908.0	4395830.5	10632349.0	4029638.0	3272535.0	0	0	0.0	284	62.0	3-HYDROXYKYNURENINE
63	212.128242455968	0.5738189	0	4620826.9	2098726.1	0	4430114.566666666	483316.7333333334	0	1301187.9	0.0	8097660.0	1143993.8	3891495.8	305956.4	0	0	0.0	21		
64	170.1176874080223	0.5747984	0	25090171.6	7321956.25	0	2260304.566666667	23127941.0	0	1185837.0	10154644.0	3272595.2	46907748.0	2322481.5	12321431.0	0	0	0.0	21	64.0	Spectral Match to Azelaic acid from NIST14
65	266.13640172340325	0.5759875	0	2578117.0	1189506.4	0	1350283.1	1878370.1666666667	0	1111150.9	1039562.1	1696040.5	3460193.5	1243657.9	1135354.9	0	0	0.0	-1		
66	188.12822128013312	0.5758596	0	8615861.6	2680336.45	0	1077956.1166666665	7864443.100000001	0	461579.75	3773221.8	1663923.2	15567800.0	1108365.4	4252307.5	0	0	0.0	107	66.0	azelaic acid CollisionEnergy:102040
67	268.15206479338025	0.5794393	0	2477370.05	1684044.975	0	2671419.066666667	685003.1566666667	0	1334347.5	412089.12	3825388.5	1129351.6	2854521.2	513568.75	0	0	0.0	287	67.0	5-imino-4-[(3-methylbutyl)amino]-6H,7H,8H-5lambda6-thiopyrano[3,2-d]pyrimidin-5-one
68	299.2328692234685	0.58763266	0	1594673.52	576821.0	0	1456112.64	126217.61333333334	0	404001.72	0.0	2810694.2	378652.84	1153642.0	0.0	0	0	0.0	-1		
69	214.14387521759045	0.58176154	0	4371031.2	2300477.13	0	3997330.2000000007	1057867.0066666666	0	1273109.9	549465.06	6675297.5	2066764.9	4043583.2	557371.06	0	0	0.0	107		
70	158.11765983566528	0.5808658	0	13113845.75	8195655.75	0	13462604.0	2879864.8000000003	0	4635576.0	1772827.4	20926596.0	5301095.5	14825640.0	1565671.5	0	0	0.0	63		
71	337.1047683695645	0.58230346	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	-1		
72	619.2729402189494	0.58230346	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	-1		
73	238.14161143517185	0.58681744	0	2933116.375	1102513.6	0	772368.0499999999	2427435.466666667	0	536576.1	991574.5	899736.25	4966496.5	880791.8	1324235.4	0	0	0.0	-1		
74	141.09107089731603	0.5864207	0	3286219.2	1929474.975	0	3224152.2000000007	739493.0499999999	0	1032281.9	427265.5	5175347.5	1397090.9	3464827.2	394122.75	0	0	0.0	63		
75	216.15961228566712	0.58557266	0	2397042.5	840085.28	0	823829.8666666667	1687557.3333333333	0	329026.1	730879.94	1183703.0	3610382.0	958760.5	721410.06	0	0	0.0	-1		
76	196.1333001728963	0.5902356	0	2821044.9	1156569.425	0	1517023.2	1588381.37	0	642915.0	718070.06	2272538.0	3369551.8	1635616.6	677522.25	0	0	0.0	21		
77	321.13084101584343	0.5887546	0	1082330.9	1654703.5	0	2058956.35	0.0	0	702800.25	0.0	2164661.8	0.0	3309407.0	0.0	0	0	0.0	-1		
78	236.12574705572248	0.5899544	0	3360265.6	1546521.0	0	1869661.6666666667	2038727.346666667	0	1079495.9	832097.94	2622039.2	4098492.0	1907449.9	1185592.1	0	0	0.0	-1		
79	165.07593680356362	0.5913741	0	351849.65	464446.85	0	544197.6666666666	0.0	0	0.0	0.0	703699.3	0.0	928893.7	0.0	0	0	0.0	-1		
80	299.1489009262046	0.5913741	0	1083318.4	1473226.6	0	1704363.3333333333	0.0	0	0.0	0.0	2166636.8	0.0	2946453.2	0.0	0	0	0.0	45		
81	135.08057084568392	0.5880098	0	1519778.3	926725.35	0	1086591.99	805181.4	0	381319.97	400992.9	1474807.0	1564749.6	1403649.0	449801.7	0	0	0.0	208	81.0	Spectral Match to .alpha.-Pinene oxide from NIST14
82	248.12577235102555	0.59416705	0	2094643.1	1529448.0	0	3201171.0	0.0	0	2355330.8	0.0	4189286.2	0.0	3058896.0	0.0	0	0	0.0	-1		
83	308.22155748644064	0.65867895	0	10087649.75	4498348.05	0	10690853.666666666	841478.3266666667	0	4999426.0	425574.38	18547002.0	1628297.5	8526133.0	470563.1	0	0	0.0	-1		
84	364.2093931610738	0.6501555	0	3756652.55	2979062.3	0	4754003.0	838430.5866666668	0	2750758.5	555112.56	6129805.0	1383500.1	5381445.5	576679.1	0	0	0.0	-1		
85	226.14357692005515	0.597557	0	8169833.2	6002680.95	0	10711339.166666666	793008.58	0	5610488.5	557526.44	15105738.0	1233928.4	11417791.0	587570.9	0	0	0.0	21		
86	341.24332988497264	0.59983224	0	2570452.4	569531.55	0	1641786.7	451535.93333333335	0	0.0	0.0	3786297.0	1354607.8	1139063.1	0.0	0	0	0.0	46		
87	217.1911408307692	0.6008317	0	2305409.5	3546887.69	0	4285416.566666666	604246.56	0	2484643.2	479751.8	3789962.5	820856.5	6581644.0	512131.38	0	0	0.0	-1		
88	234.20637784905304	0.60211796	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	4745886.5	119		
89	172.13323843093616	0.6047404	0	65513645.0	48750658.0	0	85315402.66666667	5671898.5	0	40328404.0	4104893.5	122056184.0	8971106.0	93561620.0	3939696.0	0	0	0.0	63		
90	366.2251452839352	0.6560882	0	8060948.75	6076220.8	0	9196579.833333334	2093575.0133333332	0	4563566.5	1032558.94	12167271.0	3954626.5	10858902.0	1293539.6	0	0	0.0	93		
91	155.10673222182308	0.6088489	0	15136238.5	11350101.47	0	19756253.666666668	1267555.78	0	9198909.0	899839.4	28266674.0	2005803.0	21803178.0	897024.94	0	0	0.0	63		
92	210.148916996947	0.60766286	0	2467740.775	1756443.09	0	3151272.3666666667	630368.69	0	2357415.5	539139.94	3892930.8	1042550.75	3203470.8	309415.38	0	0	0.0	284		
93	208.13109591319008	0.6143381	0	1999427.14	1563241.53	0	2800898.6666666665	259997.78000000003	0	2057352.0	0.0	3587709.0	411145.28	2757635.0	368848.06	0	0	0.0	-1		
94	184.1333165399598	0.6136998	0	7008833.0	3552562.05	0	5892479.0	3204696.733333333	0	5051171.0	1117566.1	6883264.0	7134402.0	5743002.0	1362122.1	0	0	0.0	21		
95	368.2408884592737	0.64223796	0	5579396.25	3908020.25	0	5582638.833333333	1799640.9166666667	0	2458044.5	713961.75	7581834.5	3576958.0	6708037.5	1108003.0	0	0	0.0	-1		
96	382.2200657692983	0.61769706	0	4038080.25	2391796.15	0	3543612.6666666665	1330727.566666667	0	1194555.5	568712.4	5441279.0	2634881.5	3995003.5	788588.8	0	0	0.0	93		
97	223.1230688688268	0.61896944	0	4399483.6	4140382.9	0	5313407.166666667	2689892.833333333	0	4688242.5	2241924.5	5649369.0	3149598.2	5602610.0	2678155.8	0	0	0.0	-1		
98	294.2427420688003	0.6405108	0	3665872.75	3030342.92	0	4680717.100000001	808237.6033333334	0	2580411.8	494020.97	5877208.5	1454537.0	5584531.0	476154.84	0	0	0.0	358		
99	292.22704670135226	0.68451965	0	9394765.625	6768188.4	0	12203893.833333334	450743.01666666666	0	5638002.5	0.0	17790532.0	998999.25	13183147.0	353229.8	0	0	0.0	-1		
100	310.2375419769658	0.666969	0	11171445.0	7344094.8	0	14188061.166666666	860913.18	0	7615902.5	499940.94	20709580.0	1633310.0	14238701.0	449488.6	0	0	0.0	353		
101	137.09617826969156	0.62392986	0	4827782.4	3257369.0	0	5524707.866666666	300760.26666666666	0	1306101.6	0.0	8753284.0	902280.8	6514738.0	0.0	0	0	0.0	-1		
102	220.1309246984802	0.62986547	0	1325900.25	1907625.225	0	3777985.233333333	236320.0833333333	0	5575865.0	0.0	2651800.5	0.0	3106290.2	708960.25	0	0	0.0	-1		
103	181.122333502917	0.6204711	0	1781189.6800000002	1482903.5	0	2975759.4	130803.05333333332	0	2791501.0	0.0	3169970.2	392409.16	2965807.0	0.0	0	0	0.0	-1	103.0	rimantadine
104	198.14895989842844	0.6313047	0	10501780.25	7730955.4	0	13626706.666666666	3320711.266666667	0	13027845.0	1348937.5	13985191.0	7018369.5	13867084.0	1594826.8	0	0	0.0	-1		
105	352.245813255354	0.65343016	0	7177671.5	6722374.1	0	9165622.666666666	1859398.7666666664	0	4229121.0	1045852.1	11102917.0	3252426.0	12164830.0	1279918.2	0	0	0.0	-1		
106	247.2458341521009	0.6373093	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	3171816.5	73		
107	154.1227230723952	0.6210691	0	6831700.1	4502746.53	0	7212203.8	621112.82	0	546056.4	285000.2	12395340.0	1268060.2	8695215.0	310278.06	0	0	0.0	-1		
108	350.23013397851435	0.670355	0	9329336.1	6993417.4	0	12523956.666666666	1537753.1333333335	0	8633944.0	905678.4	16110984.0	2547688.2	12826942.0	1159892.8	0	0	0.0	-1		
109	360.2379592392134	0.6444552	0	2189295.5	814503.4	0	1825557.8	379072.26666666666	0	606292.4	0.0	3241374.2	1137216.8	1629006.8	0.0	0	0	0.0	124		
110	240.1575765781264	0.6531649	0	8864391.47	8223822.89	0	11670361.133333333	233028.90666666665	0	1533741.4	0.0	17454454.0	274328.94	16022888.0	424757.78	0	0	0.0	-1		
111	180.17473944401613	0.6535271	0	814748.24	526778.69	0	378404.44	644742.0033333333	0	0.0	386385.47	432496.38	1197000.1	702716.94	350840.44	0	0	0.0	-1		
112	328.2482236802219	0.6916311	0	11467852.85	6741281.0	0	13244511.666666666	269206.56666666665	0	4122887.0	0.0	22128086.0	807619.7	13482562.0	0.0	0	0	0.0	-1		
113	263.23298620925465	0.6542406	0	3824857.5	4511996.0	0	5691791.260000001	0.0	0	401666.78	0.0	7649715.0	0.0	9023992.0	0.0	0	0	0.0	-1		
114	135.11692089874887	0.65536255	0	1237267.05	953554.6	0	1873903.066666667	175259.53333333333	0	1765844.5	0.0	1948755.5	525778.6	1907109.2	0.0	0	0	0.0	98	114.0	
115	358.22241369522686	0.65080565	0	1576097.3	478297.53	0	1101566.8866666667	405350.5	0	411962.5	0.0	1936143.1	1216051.5	956595.06	0.0	0	0	0.0	124		
116	202.21667016148777	0.659005	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	422354.56	-1		
117	262.2377022055891	0.659005	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1410842.9	119		
118	327.1779348366749	0.6652596	0	680783.92	0.0	0	136672.98	317182.9666666667	0	0.0	0.0	410018.94	951548.9	0.0	0.0	0	0	0.0	-1		
119	373.3059448460931	0.7335458	0	3797094.22	3648587.25	0	5707801.0	237668.48	0	2945045.5	0.0	6881183.0	713005.44	7297174.5	0.0	0	0	0.0	-1		
120	364.2093575539741	0.655809	0	3505381.5	2819496.4	0	4516258.0	810318.1833333332	0	2786277.0	543695.75	5678616.0	1332147.0	5083881.0	555111.8	0	0	0.0	93		
121	316.2119063417905	0.66971606	0	844691.625	0.0	0	184425.5833333333	378702.1666666667	0	0.0	0.0	553276.75	1136106.5	0.0	0.0	0	0	0.0	124		
122	324.21615424291446	0.66214436	0	7155422.2	4426074.69	0	8245573.233333333	827567.6266666666	0	3642188.2	414240.6	12751676.0	1559168.4	8342855.5	509293.88	0	0	0.0	-1		
123	306.20547012458366	0.6794699	0	5732780.9	4054870.47	0	7670243.0	345576.74666666664	0	4472156.5	0.0	10867349.0	598212.8	7671223.5	438517.44	0	0	0.0	199		
124	342.2275369099947	0.68029946	0	3625535.6	1800049.25	0	3593264.4333333336	405104.7333333333	0	1143937.8	0.0	6035757.0	1215314.2	3600098.5	0.0	0	0	0.0	-1		
125	266.21143827005096	0.6830541	0	9245735.64	5580402.0	0	11277814.333333334	129783.76	0	4570519.0	0.0	18102120.0	389351.28	11160804.0	0.0	0	0	0.0	199		
126	284.221963996747	0.68787783	0	4639794.5	2945308.75	0	5823171.766666667	0.0	0	2299308.8	0.0	9279589.0	0.0	5890617.5	0.0	0	0	0.0	11		
127	200.1645464510803	0.68075407	0	6188169.72	4852999.0	0	8484169.266666668	117126.48	0	3721549.8	0.0	12024960.0	351379.44	9705998.0	0.0	0	0	0.0	284		
128	348.214463353884	0.7013333	0	3018262.7	2566368.11	0	4725443.833333333	301321.8733333333	0	3911035.5	0.0	5551703.0	484822.4	4713593.0	419143.22	0	0	0.0	-1		
129	238.1801063508325	0.6978554	0	1025682.0	1571182.4	0	2614327.2	0.0	0	2649252.8	0.0	2051364.0	0.0	3142364.8	0.0	0	0	0.0	-1		
130	290.21140950652534	0.70508915	0	3408089.5	2297817.5	0	4551275.066666666	0.0	0	2242011.2	0.0	6816179.0	0.0	4595635.0	0.0	0	0	0.0	499		
131	300.21677850120795	0.69727093	0	4084093.53	1996240.1	0	4303192.399999999	107224.68666666666	0	1070584.0	0.0	7846513.0	321674.06	3992480.2	0.0	0	0	0.0	4		
132	366.22508539451775	0.69187164	0	8734293.1	5886665.8	0	10020931.166666666	1562023.9333333336	0	5506947.5	0.0	13957734.0	3510852.2	10598112.0	1175219.6	0	0	0.0	93		
133	346.25892494288865	0.70571595	0	4900592.45	2520336.5	0	5065674.266666667	406193.6333333333	0	1573745.8	0.0	8582604.0	1218580.9	5040673.0	0.0	0	0	0.0	-1		
134	326.2323973940394	0.7084021	0	9320935.3	5147867.42	0	10696566.833333334	486002.1466666667	0	4610101.5	0.0	17458956.0	1182914.6	10020643.0	275091.84	0	0	0.0	353		
135	268.2270291856823	0.7366549	0	7750834.3	3387751.75	0	8232323.666666667	243578.53333333333	0	3150534.5	0.0	14770933.0	730735.6	6775503.5	0.0	0	0	0.0	10		
136	336.25067004498595	0.76955336	0	5141053.6	5143764.375	0	8575429.0	595680.3166666667	0	6943692.0	0.0	9289809.0	992298.2	9492786.0	794742.75	0	0	0.0	-1		
137	389.33656313072015	0.737666	0	475837.2	890753.75	0	1123791.9866666666	0.0	0	638194.06	0.0	951674.4	0.0	1781507.5	0.0	0	0	0.0	-1		
138	366.2613183594712	0.737677	0	1945086.9	2186580.0	0	3291700.1	0.0	0	1611766.5	0.0	3890173.8	0.0	4373160.0	0.0	0	0	0.0	93		
139	292.22708759668967	0.745815	0	15996508.625	11428583.67	0	21395171.0	478276.8633333333	0	10770159.0	0.0	30990882.0	1002135.25	22424472.0	432695.34	0	0	0.0	499	139.0	Spectral Match to 9(S)-HpOTrE from NIST14
140	332.2193140232214	0.79698765	0	2671537.25	2608312.5	0	4539109.666666667	124101.16666666669	0	3429933.0	0.0	5343074.5	0.0	4844321.5	372303.5	0	0	0.0	-1		
141	388.3166213259034	0.74630904	0	1231311.475	1039602.9	0	1843157.8333333333	98721.58333333331	0	1283809.5	0.0	2166458.2	296164.75	2079205.8	0.0	0	0	0.0	-1		
142	297.261477916595	0.737677	0	6750030.0	3480961.25	0	8253023.833333333	0.0	0	4297089.0	0.0	13500060.0	0.0	6961922.5	0.0	0	0	0.0	11		
143	330.26382487795206	0.7419557	0	24553116.85	10537968.05	0	25890146.0	404880.5999999999	0	8702910.0	0.0	48318164.0	788069.7	20649364.0	426572.1	0	0	0.0	-1		
144	296.2581880698629	0.74301654	0	35403287.05	18494956.78	0	42249004.0	875071.3766666666	0	21273322.0	302416.47	69361120.0	1445454.1	36112570.0	877343.56	0	0	0.0	10	144.0	NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]
145	308.22140347222813	0.7484115	0	12648959.05	7577748.65	0	15211299.0	703440.8000000002	0	7290804.0	0.0	23769970.0	1527948.1	14573123.0	582374.3	0	0	0.0	-1		
146	352.2457815123818	0.732957	0	14010142.1	9022017.9	0	17141945.333333332	1617128.1466666667	0	9795033.0	417867.44	25111426.0	2908858.2	16519377.0	1524658.8	0	0	0.0	93		
147	374.3001242241725	0.75622946	0	2126718.225	1736527.55	0	3182549.333333333	380868.7833333334	0	2963762.8	0.0	3678855.2	574581.25	2905030.0	568025.1	0	0	0.0	-1		
