CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
142	576	11	0.824	3.019
126	164	11	0.921	-28.031
169	436	11	0.8611	-0.001
169	437	11	0.8459	-17.027
435	437	11	0.8333	1.003
436	437	11	0.8764	-17.026
1033	1182	12	0.9505	21.984
1036	1182	12	0.9172	-40.030
1046	1182	12	0.9276	-2.017
1076	1182	12	0.9376	47.999
1090	1182	12	0.9195	-14.015
1130	1182	12	0.9643	-26.016
1177	1182	12	0.8976	74.015
1182	1206	12	0.9482	-50.015
1182	1214	12	0.9504	-26.015
1182	1327	12	0.9215	-28.031
1033	1206	12	0.9471	-28.031
1036	1206	12	0.907	-90.045
1046	1206	12	0.9214	-52.032
1076	1206	12	0.9381	-2.016
1090	1206	12	0.9112	-64.030
1130	1206	12	0.9568	-76.031
1177	1206	12	0.9052	24.000
1206	1214	12	0.9458	24.000
1206	1327	12	0.9239	21.984
1036	1104	12	0.8631	-64.029
1051	1214	12	0.8886	21.984
1000	1177	12	0.847	-28.032
1033	1036	12	0.9104	62.013
1036	1046	12	0.8798	-38.013
1036	1076	12	0.8975	-88.029
1036	1090	12	0.88	-26.015
1036	1130	12	0.9192	-14.014
1036	1214	12	0.8957	-66.045
1036	1327	12	0.8866	-68.061
1033	1076	12	0.9471	-26.016
1046	1076	12	0.9166	-50.016
1076	1090	12	0.9165	62.015
1076	1130	12	0.9485	74.015
1076	1175	12	0.8905	13.980
1076	1214	12	0.9329	21.984
1076	1327	12	0.9259	19.968
856	1046	12	0.8906	-54.994
856	1297	12	0.8519	-59.026
1033	1327	12	0.9268	-6.047
1046	1327	12	0.8932	-30.048
1090	1327	12	0.9019	-42.046
1130	1327	12	0.9268	-54.047
1177	1327	12	0.8791	45.984
1214	1327	12	0.9133	-2.016
1033	1177	12	0.895	-52.032
1130	1177	12	0.8991	-100.031
1033	1046	12	0.9307	24.000
1046	1090	12	0.8915	11.999
1046	1130	12	0.9371	23.999
1046	1214	12	0.9302	-28.032
1090	1297	12	0.8771	-16.031
1033	1214	12	0.9545	-4.031
1090	1214	12	0.8986	-40.030
1130	1214	12	0.9485	-52.031
1033	1090	12	0.9162	35.999
1033	1130	12	0.965	47.999
1090	1130	12	0.9181	12.000
173	671	14	0.7392	-108.130
255	495	14	0.7041	-110.109
275	495	14	0.7225	-138.104
356	495	14	0.713	-126.104
462	495	14	0.7375	34.007
463	495	14	0.7223	18.011
495	512	14	0.7954	-15.996
495	706	14	0.7265	-4.032
495	707	14	0.726	11.963
290	294	14	0.7854	-15.995
290	312	14	0.7279	2.015
292	375	14	0.7385	1.024
292	449	14	0.7293	1.003
462	463	14	0.8237	15.996
463	512	14	0.7781	2.015
463	599	14	0.7053	-0.001
463	612	14	0.7029	15.995
463	706	14	0.737	13.979
463	707	14	0.7071	29.974
462	706	14	0.8213	29.975
512	706	14	0.7522	11.964
599	706	14	0.8282	13.980
706	707	14	0.8449	15.995
202	375	14	0.7962	-28.009
211	375	14	0.8437	-28.010
277	375	14	0.8169	0.001
296	375	14	0.8922	0.021
356	375	14	0.7167	183.147
375	406	14	0.755	-28.052
375	408	14	0.9141	-0.021
375	449	14	0.9239	-0.021
375	688	14	0.7084	-138.125
255	276	14	0.8609	-14.016
275	276	14	0.719	-42.011
202	211	14	0.7996	0.000
202	277	14	0.7938	-28.010
202	296	14	0.8462	-28.030
202	408	14	0.8231	-28.030
202	449	14	0.8178	-28.030
188	277	14	0.7521	143.115
211	277	14	0.8483	-28.011
275	277	14	0.7438	171.146
277	296	14	0.8529	-0.020
277	356	14	0.7393	-183.146
277	408	14	0.8407	-0.020
277	449	14	0.835	-0.020
277	512	14	0.7363	-325.246
296	406	14	0.7582	-28.031
406	408	14	0.7495	28.031
406	449	14	0.7635	28.031
294	312	14	0.7581	18.011
312	1338	14	0.8379	31.006
258	512	14	0.7042	-168.115
275	512	14	0.7178	-154.100
356	512	14	0.7459	-142.100
462	512	14	0.8547	18.011
512	599	14	0.718	-2.016
512	671	14	0.7173	31.991
188	275	14	0.8904	-28.031
188	296	14	0.7129	143.096
188	356	14	0.702	-40.031
255	258	14	0.7019	42.010
258	275	14	0.8989	-14.015
258	356	14	0.7521	-26.015
294	356	14	0.7373	130.136
325	1338	14	0.8801	12.996
1138	1338	14	0.7884	2.016
211	296	14	0.876	-28.031
211	408	14	0.8682	-28.030
211	449	14	0.8865	-28.031
462	707	14	0.7435	45.970
599	707	14	0.7605	29.975
612	707	14	0.7218	13.979
255	275	14	0.7242	27.995
275	296	14	0.7446	171.126
275	356	14	0.8165	-12.000
275	671	14	0.7159	-122.109
255	296	14	0.7277	199.121
296	449	14	0.9318	0.000
356	449	14	0.7263	183.127
408	449	14	0.9579	-0.000
449	688	14	0.7566	-138.105
356	408	14	0.7286	183.127
599	618	14	0.8146	-0.000
612	618	14	0.7363	-15.996
462	599	14	0.748	15.995
462	612	14	0.7303	31.991
296	408	14	0.919	0.000
408	688	14	0.728	-138.105
688	761	14	0.7601	-46.042
599	612	14	0.7249	15.996
192	323	15	0.8829	14.016
323	367	15	0.8789	-15.000
323	370	15	0.8817	-14.016
189	281	15	0.8497	-28.031
281	345	15	0.846	-2.016
281	488	15	0.8221	-216.188
686	736	15	0.8252	-13.013
283	326	15	0.9004	225.306
303	326	15	0.8522	-3.914
326	352	15	0.9384	-0.036
326	372	15	0.8551	-5.086
326	488	15	0.9123	-225.306
326	771	15	0.8273	-226.289
326	1137	15	0.9168	-228.305
245	569	15	0.9209	28.031
339	569	15	0.9907	-0.000
454	569	15	0.9353	28.031
508	569	15	0.8916	42.047
555	569	15	0.9222	55.747
558	569	15	0.8987	14.015
568	569	15	0.8738	-14.016
569	579	15	0.8522	-57.234
569	609	15	0.9489	-70.078
569	621	15	0.8657	-70.042
245	609	15	0.941	-42.047
339	609	15	0.9491	-70.078
454	609	15	0.9496	-42.047
508	609	15	0.87	-28.031
555	609	15	0.9144	-14.331
558	609	15	0.8783	-56.062
568	609	15	0.8669	-84.094
579	609	15	0.871	-12.844
609	621	15	0.87	0.036
245	684	15	0.8442	-56.063
454	684	15	0.8544	-56.063
508	684	15	0.8941	-42.047
555	684	15	0.8408	-28.347
558	684	15	0.8785	-70.078
621	684	15	0.9212	-14.052
684	686	15	0.8281	-1.002
339	558	15	0.8952	-14.016
364	558	15	0.8771	-56.062
454	558	15	0.882	14.016
484	558	15	0.8866	-56.062
558	562	15	0.8872	-43.049
558	579	15	0.8848	-43.218
558	621	15	0.8926	-56.027
190	370	15	0.8745	18.010
192	370	15	0.9372	-0.000
198	370	15	0.8961	17.951
369	370	15	0.8747	1.003
370	474	15	0.9202	-28.031
245	339	15	0.9156	28.031
339	454	15	0.9343	-28.031
339	484	15	0.8426	42.047
339	508	15	0.8796	-42.047
339	555	15	0.9137	-55.747
339	579	15	0.8494	-57.234
339	621	15	0.8603	-70.042
488	1093	15	0.8762	-2.999
1093	1137	15	0.8662	-0.000
345	561	15	0.8705	-218.204
561	581	15	0.8381	12.000
561	610	15	0.8543	-14.016
245	555	15	0.8828	-27.716
454	555	15	0.8837	-27.716
474	555	15	0.8357	44.342
686	839	15	0.8246	-41.044
549	594	15	0.8655	-28.031
372	488	15	0.8275	-220.219
372	1137	15	0.8546	-223.219
303	380	15	0.8583	-13.016
377	380	15	0.8686	252.225
380	386	15	0.8949	-0.015
380	468	15	0.9168	-0.015
562	579	15	0.8529	-0.169
571	579	15	0.8516	0.009
578	579	15	0.915	-0.001
579	621	15	0.8624	-12.808
508	578	15	0.8527	-15.186
562	578	15	0.8592	-0.168
571	578	15	0.9197	0.010
578	621	15	0.8625	-12.810
190	474	15	0.8305	-10.021
192	474	15	0.9154	-28.031
369	474	15	0.8593	-27.028
367	369	15	0.8275	-0.018
364	484	15	0.9942	0.000
364	557	15	0.942	0.000
190	1137	15	0.8253	-246.235
283	1137	15	0.8675	-2.999
303	1137	15	0.8772	-232.219
352	1137	15	0.901	-228.269
488	1137	15	0.9146	-2.999
245	568	15	0.8784	42.047
454	568	15	0.8956	42.047
484	557	15	0.9403	0.000
303	468	15	0.8386	-13.032
377	468	15	0.8336	252.210
386	468	15	0.8609	-0.000
488	518	15	0.8441	24.000
190	352	15	0.8266	-17.966
283	352	15	0.9227	225.270
303	352	15	0.8541	-3.950
352	488	15	0.9114	-225.270
594	610	15	0.8434	12.000
377	386	15	0.879	252.210
581	610	15	0.8534	-26.015
190	198	15	0.9003	0.060
192	198	15	0.8443	-17.951
245	454	15	0.9333	-0.000
454	508	15	0.9134	-14.016
454	621	15	0.8573	-42.011
508	621	15	0.8985	-27.995
621	686	15	0.8693	-15.054
245	508	15	0.8633	-14.016
508	571	15	0.8536	-15.196
562	571	15	0.8499	-0.178
571	686	15	0.8301	-27.854
562	686	15	0.8612	-28.031
283	488	15	0.9072	0.000
303	488	15	0.8474	-229.220
192	369	15	0.8914	-1.003
283	303	15	0.8224	229.220
190	303	15	0.8936	-14.016
303	377	15	0.8379	-265.241
190	192	15	0.8489	18.011
838	938	16	0.8362	-28.031
909	938	16	0.9072	-14.016
922	938	16	0.862	-14.016
938	950	16	0.9571	0.000
909	922	16	0.8746	-0.000
922	950	16	0.8435	-14.016
909	950	16	0.8844	-14.016
838	950	16	0.8087	-28.031
1003	1719	17	0.8903	-296.075
1246	1719	17	0.8773	-222.056
1274	1719	17	0.9079	-222.056
1427	1719	17	0.9305	-148.037
1596	1719	17	0.8853	-74.018
1719	1813	17	0.8035	-75.020
1719	1838	17	0.8089	-149.039
1719	1873	17	0.9132	-222.057
1719	1906	17	0.9239	-296.077
1719	1908	17	0.8033	-298.076
914	1274	17	0.7866	-74.019
1003	1274	17	0.9067	-74.019
1246	1274	17	0.9361	-0.000
1274	1427	17	0.9049	-74.019
1274	1596	17	0.9198	-148.038
1274	1813	17	0.7733	-297.076
1274	1873	17	0.8604	-444.113
1274	1906	17	0.8433	-518.132
914	1003	17	0.8247	0.000
1003	1246	17	0.8919	-74.019
1003	1427	17	0.9048	-148.038
1003	1596	17	0.8932	-222.057
1003	1873	17	0.8331	-518.132
1003	1906	17	0.8271	-592.151
1895	1896	17	0.7156	-1.001
1895	1897	17	0.7443	-1.999
1895	1901	17	0.8187	222.057
1813	1908	17	0.8319	-223.056
1838	1908	17	0.8852	-149.037
1873	1908	17	0.8118	-76.019
1874	1908	17	0.7687	-75.018
1875	1908	17	0.9337	-74.019
1906	1908	17	0.8176	-2.000
1907	1908	17	0.8621	-0.999
1879	1880	17	0.8857	-1.000
914	1246	17	0.7652	-74.019
1246	1427	17	0.9043	-74.019
1246	1596	17	0.9195	-148.038
1246	1813	17	0.7848	-297.076
1246	1838	17	0.762	-371.094
1246	1873	17	0.8672	-444.113
1246	1906	17	0.8465	-518.132
1813	1907	17	0.8606	-222.057
1838	1907	17	0.903	-148.039
1874	1907	17	0.767	-74.019
1875	1907	17	0.8688	-73.020
1427	1873	17	0.8888	-370.094
1596	1873	17	0.9115	-296.075
1838	1873	17	0.8475	-73.019
1873	1875	17	0.8078	-1.999
1873	1906	17	0.941	-74.019
1896	1897	17	0.7233	-0.999
1897	1901	17	0.7479	224.056
1879	1901	17	0.7581	668.169
1596	1838	17	0.8142	-223.056
1813	1838	17	0.8974	-74.018
1838	1875	17	0.9169	-75.018
1838	1906	17	0.83	-147.038
1427	1875	17	0.7941	-372.094
1813	1875	17	0.8682	-149.037
1874	1875	17	0.7941	-0.999
1875	1906	17	0.8415	-72.020
1427	1813	17	0.8181	-223.057
1596	1813	17	0.8369	-149.038
1427	1596	17	0.9607	-74.019
1596	1901	17	0.8235	18.011
1596	1906	17	0.9038	-370.094
1427	1906	17	0.8938	-444.113
914	1427	17	0.7976	-148.038
927	1168	18	0.9825	-30.047
992	1168	18	0.9851	-78.994
1054	1168	18	0.9841	-2.016
1084	1168	18	0.9809	-64.031
1168	1209	18	0.9875	-0.000
1168	1225	18	0.9837	-26.016
1168	1325	18	0.9809	21.984
1168	1344	18	0.9837	22.932
1168	1362	18	0.9865	-3.084
1168	1477	18	0.9818	-5.100
898	1084	18	0.9813	-40.979
1030	1084	18	0.9803	-26.015
1037	1084	18	0.9822	36.000
1043	1084	18	0.9833	12.000
1084	1344	18	0.9834	-41.100
949	1074	18	0.9811	-78.047
1001	1074	18	0.9827	-2.016
1054	1074	18	0.9824	-0.000
1074	1172	18	0.9819	-26.015
1074	1209	18	0.9835	-2.016
1074	1225	18	0.9856	-28.031
814	1183	18	0.9778	-71.026
1183	1292	18	0.9819	-2.016
963	1217	18	0.9769	-66.995
1037	1217	18	0.9828	-4.031
898	963	18	0.9794	-14.016
963	1205	18	0.9796	-91.998
963	1270	18	0.9782	-93.010
963	1312	18	0.9797	-119.026
858	927	18	0.9829	-76.979
927	949	18	0.9842	50.016
927	990	18	0.9823	47.946
927	1037	18	0.9837	-2.016
927	1043	18	0.9845	21.984
927	1211	18	0.9844	31.969
927	1342	18	0.9834	-8.117
927	1344	18	0.9833	-7.115
1123	1211	18	0.9793	47.999
858	1030	18	0.984	-16.979
992	1030	18	0.985	11.052
1009	1030	18	0.9811	12.000
1030	1344	18	0.9825	-67.115
1030	1362	18	0.9818	-93.130
1030	1477	18	0.9838	-95.146
1109	1270	18	0.975	-28.031
973	974	18	0.9799	-50.016
974	1001	18	0.982	0.000
974	1054	18	0.9826	-2.015
974	1362	18	0.9818	-7.115
974	1477	18	0.9817	-9.131
946	1209	18	0.9814	-30.047
992	1209	18	0.9842	-78.994
1001	1209	18	0.9813	-4.031
1037	1209	18	0.9813	-28.031
1054	1209	18	0.9858	-2.016
1117	1209	18	0.9817	-44.026
1209	1225	18	0.9835	-26.015
858	1362	18	0.985	-110.109
992	1362	18	0.9879	-82.078
1009	1362	18	0.9821	-81.130
1043	1362	18	0.9848	-55.115
1054	1362	18	0.9823	-5.100
1344	1362	18	0.9844	-26.016
1362	1477	18	0.9882	-2.016
1043	1292	18	0.9844	-4.031
1117	1292	18	0.9813	3.974
1292	1325	18	0.9813	-26.016
946	973	18	0.9823	24.000
946	990	18	0.9836	47.946
946	1037	18	0.9833	-2.016
949	990	18	0.9792	-2.070
949	1211	18	0.9788	-18.047
858	948	18	0.9837	-2.963
1037	1312	18	0.9854	-56.062
1205	1312	18	0.978	-27.028
858	1043	18	0.9845	-54.995
898	1043	18	0.9841	-52.979
973	1043	18	0.9842	-2.016
992	1043	18	0.9837	-26.963
1043	1225	18	0.9838	-78.046
1043	1344	18	0.9859	-29.099
858	973	18	0.9853	-52.979
973	1001	18	0.9827	-50.016
973	1117	18	0.9796	-10.021
973	1342	18	0.9796	-32.118
858	1054	18	0.9831	-105.010
992	1054	18	0.9836	-76.978
1037	1054	18	0.9829	-26.015
1054	1225	18	0.985	-28.031
1117	1172	18	0.9799	-68.026
1037	1172	18	0.9818	-52.031
814	1187	18	0.9758	-70.080
898	1225	18	0.9839	-131.026
992	1225	18	0.9878	-105.010
1037	1225	18	0.9863	-54.046
1224	1225	18	0.983	-50.963
1225	1344	18	0.9862	48.947
992	1477	18	0.9838	-84.094
1009	1477	18	0.981	-83.146
1342	1477	18	0.9805	-27.029
1344	1477	18	0.9855	-28.031
898	992	18	0.9833	-26.016
992	1344	18	0.984	-56.062
814	1224	18	0.9775	-96.094
1211	1342	18	0.9816	-40.086
858	990	18	0.9825	-29.033
858	1342	18	0.9822	-85.096
858	1344	18	0.9838	-84.094
898	1344	18	0.9825	-82.078
1205	1254	18	0.9801	-0.065
1205	1270	18	0.9821	-1.012
1254	1270	18	0.984	-0.948
990	1001	18	0.9795	-73.962
990	1009	18	0.9817	0.054
990	1342	18	0.9863	-56.064
1001	1342	18	0.9833	17.898
1255	1270	18	0.98	0.055
1521	1580	20	0.7968	0.000
1580	1591	20	0.7692	-14.016
1580	1647	20	0.8441	0.000
1580	1688	20	0.8442	0.000
1580	1707	20	0.9059	0.000
1580	1760	20	0.8502	0.000
1408	1722	20	0.7702	-84.094
1722	1774	20	0.7994	-0.000
746	822	20	0.783	-2.016
841	1618	20	0.7727	-168.188
1618	1621	20	0.7766	-2.005
1618	1627	20	0.8294	-1.002
1618	1682	20	0.7829	0.000
1618	1760	20	0.7655	28.032
1618	1791	20	0.8683	0.000
1521	1688	20	0.8575	0.000
1647	1688	20	0.8758	0.000
1688	1707	20	0.8793	-0.000
1688	1760	20	0.8619	-0.000
1621	1627	20	0.8124	1.003
457	637	20	0.9526	-42.047
637	638	20	0.801	-1.003
637	759	20	0.9165	-28.031
637	822	20	0.7957	-68.063
841	1068	20	0.8321	-42.047
905	1068	20	0.8159	-28.031
982	1068	20	0.8524	-14.016
1068	1166	20	0.8457	-14.016
1068	1247	20	0.8104	-28.031
1068	1313	20	0.8623	-42.047
1068	1408	20	0.8083	-70.078
1068	1467	20	0.8455	-84.094
1068	1707	20	0.8383	-98.110
1068	1791	20	0.8097	-126.141
905	1538	20	0.805	-70.079
982	1538	20	0.8284	-56.063
1247	1538	20	0.7886	-14.016
1313	1538	20	0.8467	-0.000
1314	1538	20	0.7661	1.002
1373	1538	20	0.7952	14.016
1538	1730	20	0.7819	-28.031
1166	1760	20	0.778	-84.094
1521	1760	20	0.8436	0.000
1647	1760	20	0.8857	0.000
1707	1760	20	0.8706	0.000
1760	1773	20	0.7727	0.000
1521	1647	20	0.8325	0.000
1521	1707	20	0.8418	0.000
841	982	20	0.8149	-28.031
905	982	20	0.823	-14.016
982	1166	20	0.8424	-28.031
982	1313	20	0.8582	-56.063
982	1408	20	0.8127	-84.094
982	1467	20	0.798	-98.110
982	1591	20	0.7877	-126.142
982	1707	20	0.821	-112.125
841	1591	20	0.7668	-154.173
1313	1591	20	0.8117	-70.079
1647	1707	20	0.8883	0.000
1647	1773	20	0.7709	0.000
1627	1791	20	0.8101	1.002
841	1707	20	0.7852	-140.157
1166	1707	20	0.7842	-84.094
1313	1707	20	0.8271	-56.063
457	822	20	0.7722	-110.109
457	638	20	0.8356	-43.049
638	759	20	0.8865	-27.029
759	871	20	0.767	-28.031
841	1166	20	0.7737	-56.063
905	1166	20	0.8306	-42.047
1166	1247	20	0.807	-14.016
1166	1313	20	0.8327	-28.032
1166	1408	20	0.809	-56.063
1166	1791	20	0.7761	-112.126
457	740	20	0.8196	-70.078
740	759	20	0.7755	0.000
740	905	20	0.7801	-42.047
457	759	20	0.9408	-70.078
1682	1791	20	0.8076	0.000
1408	1730	20	0.8115	0.000
1467	1791	20	0.7731	-42.047
905	1247	20	0.8442	-56.063
905	1373	20	0.7787	-84.094
1385	1408	20	0.7947	-2.016
841	1313	20	0.8434	-84.094
841	1408	20	0.7733	-112.125
841	1467	20	0.7719	-126.141
1247	1408	20	0.7767	-42.047
1313	1408	20	0.8142	-28.031
1247	1313	20	0.7976	-14.016
1313	1467	20	0.8037	-42.047
24	41	21	0.8518	18.010
41	64	21	0.8759	-14.016
41	153	21	0.8368	-14.016
33	64	21	0.8251	25.977
36	64	21	0.8428	-9.984
64	94	21	0.9509	-14.016
64	153	21	0.9671	0.000
63	85	21	0.9534	-14.015
33	94	21	0.8269	11.961
94	153	21	0.9251	14.016
45	63	21	0.8288	-9.984
63	443	21	0.823	24.000
36	443	21	0.9312	-27.995
33	76	21	0.9745	-0.039
854	1129	22	0.73	-31.998
897	1129	22	0.7401	-29.982
1008	1129	22	0.8155	-3.019
1032	1129	22	0.8192	46.996
1128	1129	22	0.8973	-1.003
1129	1179	22	0.8628	-25.012
1129	1324	22	0.7246	-53.044
854	897	22	0.8075	-2.016
854	1032	22	0.8186	-78.995
854	1128	22	0.7447	-30.995
854	1176	22	0.7152	-131.026
854	1207	22	0.7584	-107.026
854	1345	22	0.7777	-84.094
854	1359	22	0.8763	-110.110
999	1207	22	0.7722	-4.031
1032	1207	22	0.8551	-28.031
1050	1207	22	0.7797	-2.015
1075	1207	22	0.8769	-2.015
1115	1207	22	0.7704	-44.026
1128	1207	22	0.79	-76.031
1176	1207	22	0.7615	24.000
1179	1207	22	0.8016	-50.016
1207	1218	22	0.7604	23.999
1008	1045	22	0.789	-26.017
1045	1115	22	0.7377	-8.004
1045	1128	22	0.7607	24.001
1045	1176	22	0.7369	-76.030
1045	1179	22	0.8776	-2.015
1045	1215	22	0.8691	-29.035
1045	1218	22	0.9036	-28.031
1045	1324	22	0.8205	-30.047
897	1218	22	0.76	-81.011
1008	1218	22	0.8428	-54.048
1032	1218	22	0.7818	-4.032
1075	1218	22	0.763	21.984
1128	1218	22	0.763	-52.032
1179	1218	22	0.8701	-26.017
1215	1218	22	0.8962	1.004
1218	1324	22	0.8785	-2.016
897	1359	22	0.7985	-108.094
1032	1359	22	0.7904	-31.115
1176	1359	22	0.7285	20.916
1345	1359	22	0.7984	-26.015
1075	1115	22	0.7385	42.010
1008	1324	22	0.7869	-56.063
1179	1324	22	0.8859	-28.032
1215	1324	22	0.8072	-1.011
1294	1324	22	0.7679	-26.016
897	1345	22	0.7713	-82.078
1008	1294	22	0.7693	-30.047
897	1176	22	0.7392	-129.010
930	1176	22	0.7234	-54.047
1176	1215	22	0.7303	46.995
897	1128	22	0.746	-28.979
1008	1128	22	0.8229	-2.016
1032	1128	22	0.8564	48.000
1075	1128	22	0.7311	74.016
1128	1179	22	0.8573	-26.016
930	1075	22	0.7346	-28.031
999	1075	22	0.7849	-2.016
1050	1075	22	0.7826	0.000
1075	1179	22	0.7633	48.000
930	999	22	0.7573	-26.016
930	1032	22	0.7798	-2.015
1008	1215	22	0.7649	-55.052
1179	1215	22	0.8128	-27.021
897	1008	22	0.769	-26.963
1008	1032	22	0.8489	-50.015
1008	1179	22	0.838	-28.031
1032	1179	22	0.8692	21.984
897	1032	22	0.7752	-76.978
1659	1794	24	0.8674	0.116
1794	1799	24	0.8916	1.004
1105	1148	25	0.9222	-26.014
1148	1263	25	0.9165	-2.016
1105	1263	25	0.9231	-28.031
1103	1147	25	0.9701	-26.015
1103	1260	25	0.9559	-28.090
1103	1262	25	0.9718	-28.030
1260	1263	25	0.9202	-0.944
1147	1260	25	0.9527	-2.076
1260	1262	25	0.9664	0.060
1147	1262	25	0.9575	-2.016
954	1267	29	0.8204	144.043
955	1267	29	0.7815	162.054
1267	1395	29	0.7379	-272.163
1267	1597	29	0.7808	-84.095
1267	1603	29	0.8389	-110.109
1267	1693	29	0.8058	-94.115
1267	1695	29	0.8409	-112.126
954	1693	29	0.9013	49.927
955	1693	29	0.8412	67.938
1388	1693	29	0.8304	152.032
1395	1693	29	0.806	178.047
1493	1693	29	0.9056	162.052
1494	1693	29	0.8481	180.063
1597	1693	29	0.8571	-10.021
1603	1693	29	0.9307	15.994
1693	1695	29	0.9223	-18.011
954	1603	29	0.875	33.933
955	1603	29	0.8269	51.944
1388	1603	29	0.8211	136.038
1395	1603	29	0.842	162.053
1493	1603	29	0.8669	146.058
1494	1603	29	0.8209	164.069
1597	1603	29	0.8659	-26.015
1603	1695	29	0.9493	-2.017
954	955	29	0.9445	-18.011
955	1388	29	0.953	-84.093
955	1395	29	0.909	-110.109
955	1430	29	0.8747	-98.109
955	1493	29	0.8938	-94.113
955	1494	29	0.9543	-112.125
955	1695	29	0.8227	49.928
954	1597	29	0.8203	59.948
1388	1597	29	0.7854	162.052
1493	1597	29	0.8177	172.072
1494	1597	29	0.7589	190.083
1597	1695	29	0.8553	-28.031
954	1695	29	0.8639	31.917
1388	1695	29	0.8188	134.021
1395	1695	29	0.8025	160.037
1493	1695	29	0.9191	144.041
1494	1695	29	0.8724	162.052
1388	1430	29	0.8726	-14.016
1395	1430	29	0.8398	12.000
1430	1493	29	0.8263	3.996
1430	1494	29	0.853	-14.016
954	1395	29	0.8725	-128.120
1388	1395	29	0.9065	-26.016
1395	1493	29	0.8382	15.996
1395	1494	29	0.9036	-2.016
954	1388	29	0.8767	-102.104
954	1493	29	0.9607	-112.124
954	1494	29	0.8858	-130.136
1388	1493	29	0.8698	-10.020
1388	1494	29	0.9441	-28.031
1493	1494	29	0.9008	-18.011
200	241	30	0.8372	-0.000
159	338	32	0.9311	-0.000
1624	1674	37	0.8898	-213.976
1660	1674	37	0.886	-14.014
1666	1674	37	0.8704	-59.066
1674	1711	37	0.8611	213.981
1674	1723	37	0.8817	185.944
1649	1672	37	0.7884	-128.894
1649	1676	37	0.8218	27.022
1649	1677	37	0.711	-215.998
1563	1624	37	0.8938	-2.014
1624	1650	37	0.899	-26.016
1624	1651	37	0.9462	0.002
1624	1658	37	0.8941	2.015
1624	1676	37	0.8963	0.003
1624	1711	37	0.9278	0.005
1624	1723	37	0.9488	-28.032
1624	1736	37	0.9025	-54.047
1624	1772	37	0.8907	2.015
1651	1660	37	0.9048	-199.964
1660	1666	37	0.8473	45.053
1660	1672	37	0.9044	44.049
1660	1676	37	0.8797	199.965
1660	1711	37	0.8651	199.967
1666	1672	37	0.8496	-1.004
1666	1723	37	0.8712	126.878
1563	1651	37	0.8847	-2.012
1650	1651	37	0.8897	26.018
1651	1658	37	0.8946	2.013
1651	1676	37	0.9621	0.002
1651	1711	37	0.9252	0.003
1651	1723	37	0.9154	-28.033
1651	1736	37	0.8745	-54.048
1651	1772	37	0.891	2.013
1489	1736	37	0.9033	-58.076
1563	1736	37	0.9231	-56.061
1650	1736	37	0.9438	-28.030
1658	1736	37	0.946	-56.062
1717	1736	37	0.8976	-56.062
1723	1736	37	0.906	-26.015
1736	1748	37	0.9126	58.078
1736	1772	37	0.9441	56.062
1489	1772	37	0.9232	-2.014
1563	1772	37	0.9468	0.001
1650	1772	37	0.9595	28.031
1658	1772	37	0.9821	0.000
1717	1772	37	0.9097	-0.000
1723	1772	37	0.8795	30.047
1748	1772	37	0.9493	-2.016
1563	1723	37	0.877	-30.045
1650	1723	37	0.8986	-2.015
1658	1723	37	0.8821	-30.047
1711	1723	37	0.8873	-28.036
1489	1717	37	0.8928	-2.014
1563	1717	37	0.9033	0.001
1650	1717	37	0.8918	28.032
1658	1717	37	0.9107	0.000
1717	1748	37	0.9015	2.016
1489	1650	37	0.9129	-30.046
1563	1650	37	0.933	-28.030
1650	1658	37	0.9638	28.031
1650	1748	37	0.9298	30.047
1489	1563	37	0.8993	-2.016
1563	1658	37	0.9531	0.001
1563	1748	37	0.9303	2.017
1489	1658	37	0.9309	-2.014
1658	1748	37	0.9515	2.016
1676	1711	37	0.8977	0.002
1489	1748	37	0.9446	0.002
1661	1739	38	0.7007	-26.014
1661	1777	38	0.8037	0.001
1665	1777	38	0.7903	26.015
1266	1420	39	0.8447	-14.016
1420	1573	39	0.8397	49.053
379	628	39	0.8531	-98.097
628	1079	39	0.9054	-122.168
628	1237	39	0.9036	-150.200
186	222	39	0.9511	0.015
186	226	39	0.9229	-386.174
186	233	39	0.9534	-0.000
186	235	39	0.959	14.015
186	307	39	0.9068	-42.011
186	353	39	0.9486	-0.000
186	403	39	0.9629	-0.000
186	467	39	0.9146	-0.000
186	1079	39	0.8952	-238.232
185	1240	39	0.9594	-266.261
218	1240	39	0.9256	-284.272
223	1240	39	0.9513	-266.261
308	1240	39	0.9691	-224.250
378	1240	39	0.9647	-248.295
499	1240	39	0.9649	-206.284
627	1240	39	0.9165	-150.198
1078	1240	39	0.9842	-28.031
1082	1240	39	0.9222	-11.004
1236	1240	39	0.9387	17.027
185	627	39	0.9215	-116.063
308	627	39	0.9149	-74.052
499	627	39	0.9144	-56.086
627	1078	39	0.9229	-122.167
222	226	39	0.9588	-386.189
222	233	39	0.9639	-0.015
222	235	39	0.9726	14.001
222	307	39	0.9097	-42.026
222	353	39	0.9548	-0.015
222	379	39	0.9095	-17.981
222	403	39	0.973	-0.015
222	467	39	0.9424	-0.015
222	1079	39	0.9179	-238.247
233	1237	39	0.923	-266.263
307	1237	39	0.9412	-224.252
353	1237	39	0.9106	-266.263
403	1237	39	0.9243	-266.263
467	1237	39	0.9042	-266.263
1079	1237	39	0.9584	-28.031
