CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
89	423	2.016	0.000	0.7063	0.7414	1
89	424	-0.000	0.000	0.9591	0.8700	1
89	440	-0.000	0.000	0.9581	0.8700	1
89	444	17.026	0.000	0.8044	0.7262	1
89	595	-119.135	0.000	0.7077	0.5428	1
89	768	0.000	0.000	0.8632	0.6942	1
89	1482	-94.151	0.000	0.7215	0.7071	1
90	120	2.016	0.000	0.7170	0.6413	1
90	174	15.995	0.000	0.7044	0.6139	1
91	210	-17.027	0.000	0.8792	0.8744	1
91	299	-14.016	0.000	0.7010	0.5902	1
91	304	-0.000	0.000	0.9981	0.9813	1
91	305	-17.027	0.000	0.8751	0.8597	1
91	384	-17.027	0.000	0.8794	0.8556	1
91	424	-17.027	0.000	0.8763	0.8510	1
91	440	-17.027	0.000	0.8773	0.8712	1
91	444	-0.000	0.000	0.9997	1.0000	1
91	768	-17.026	0.000	0.8210	0.7623	1
92	93	2.018	0.000	0.7497	0.7258	1
92	159	-14.016	0.000	0.7355	0.6731	1
92	284	9.984	0.000	0.7066	0.6171	1
92	490	13.979	0.000	0.7186	0.5908	1
92	557	25.979	0.000	0.7100	0.6527	1
93	104	9.982	0.000	0.7855	0.7664	1
93	129	-30.049	0.000	0.7206	0.6349	1
93	130	-82.080	0.000	0.7246	0.5821	1
93	423	38.013	0.000	0.8206	0.7243	1
93	490	11.961	0.000	0.8088	0.7225	1
93	491	-2.054	0.000	0.7966	0.7700	1
93	492	-16.070	0.000	0.7817	0.7557	1
94	153	14.016	0.000	0.9251	0.8887	1
94	423	14.016	0.000	0.7389	0.6826	1
94	443	-3.995	0.000	0.7231	0.7736	1
96	120	18.011	0.000	0.8022	0.7528	1
96	132	15.995	0.000	0.7648	0.6810	1
98	99	2.016	0.000	0.7837	0.7207	1
98	100	-15.995	0.000	0.7280	0.6396	1
98	139	2.016	0.000	0.7568	0.6819	1
98	142	-3.019	0.000	0.7300	0.6913	1
98	145	-13.979	0.000	0.7005	0.6272	1
98	148	15.995	0.000	0.7358	0.6558	1
98	154	18.010	0.000	0.7152	0.6528	1
98	169	17.026	0.000	0.7101	0.6805	1
98	191	-15.995	0.000	0.7448	0.6527	1
98	196	18.010	0.000	0.7537	0.6892	1
98	257	15.995	0.000	0.7493	0.6739	1
98	259	18.010	0.000	0.7112	0.6573	1
98	262	17.026	0.000	0.8182	0.7567	1
98	265	42.010	0.000	0.7265	0.6656	1
98	267	-0.000	0.000	0.7438	0.7055	1
98	268	59.037	0.000	0.7038	0.5838	1
98	313	15.994	0.000	0.7821	0.7191	1
98	323	9.984	0.000	0.7195	0.6740	1
98	331	27.995	0.000	0.7027	0.6983	1
98	340	61.016	0.000	0.7262	0.6070	1
98	398	-14.052	0.000	0.7167	0.6479	1
98	399	42.010	0.000	0.7217	0.6656	1
98	433	15.995	0.000	0.7524	0.7007	1
98	531	-12.036	0.000	0.7087	0.6353	1
98	559	47.001	0.000	0.7087	0.6895	1
98	572	15.994	0.000	0.7583	0.7004	1
98	576	0.001	0.000	0.7393	0.7112	1
98	590	-38.052	0.000	0.7336	0.6297	1
98	598	-38.052	0.000	0.7863	0.6707	1
98	609	-2.052	0.000	0.7964	0.7173	1
98	621	-2.016	0.000	0.7381	0.6653	1
98	675	31.006	0.000	0.7164	0.6013	1
99	130	2.016	0.000	0.7296	0.6592	1
99	191	-18.011	0.000	0.7021	0.6371	1
99	196	15.995	0.000	0.7045	0.6717	1
99	267	-2.016	0.000	0.7191	0.6793	1
99	317	11.991	0.000	0.7074	0.6891	1
99	358	-30.010	0.000	0.7104	0.6618	1
99	478	-16.068	0.000	0.7051	0.6707	1
99	505	-12.036	0.000	0.7159	0.6382	1
99	555	10.263	0.000	0.7366	0.6712	1
100	122	-13.979	0.000	0.7414	0.6515	1
100	126	26.016	0.000	0.7379	0.6782	1
100	134	-15.995	0.000	0.8136	0.7363	1
100	164	-2.016	0.000	0.7635	0.7268	1
100	420	-2.052	0.000	0.7287	0.7150	1
101	107	-17.027	0.000	0.7196	0.6502	1
101	114	1.979	0.000	0.7723	0.7463	1
103	104	-17.027	0.000	0.7696	0.6904	1
103	252	-80.099	0.000	0.7780	0.5994	1
103	262	-96.094	0.000	0.7216	0.5286	1
103	336	-80.099	0.000	0.7410	0.5493	1
103	340	-52.104	0.000	0.7055	0.6003	1
103	421	-80.099	0.000	0.7633	0.5856	1
103	425	28.031	0.000	0.7664	0.7579	1
103	559	-66.120	0.000	0.7277	0.5795	1
104	127	-2.016	0.000	0.7168	0.6938	1
104	154	-78.083	0.000	0.7060	0.5583	1
104	196	-78.083	0.000	0.7254	0.5663	1
104	259	-78.084	0.000	0.7254	0.5883	1
104	284	-2.016	0.000	0.7513	0.7383	1
104	423	28.031	0.000	0.7598	0.6529	1
106	179	-41.044	0.000	0.7715	0.5402	1
107	310	-3.995	0.000	0.7126	0.7008	1
109	115	2.016	0.000	0.7387	0.6765	1
109	121	44.026	0.000	0.7639	0.7090	1
110	127	39.993	0.000	0.7377	0.6744	1
110	284	39.993	0.000	0.7211	0.6116	1
111	114	45.058	0.000	0.7130	0.5470	1
111	336	-81.047	0.000	0.7000	0.5302	1
111	340	-53.052	0.000	0.7708	0.7548	1
111	423	10.057	0.000	0.7271	0.6702	1
111	455	-39.036	0.000	0.8068	0.7450	1
111	559	-67.067	0.000	0.7178	0.6375	1
114	362	-67.990	0.000	0.7273	0.6613	1
114	422	0.036	0.000	0.8502	0.9430	1
114	423	-35.001	0.000	0.7179	0.5416	1
114	425	-17.974	0.000	0.8404	0.7642	1
114	820	-250.157	0.000	0.7242	0.5576	1
117	168	-28.031	0.000	0.8729	0.7425	1
120	132	-2.016	0.000	0.7484	0.7047	1
120	146	11.964	0.000	0.7523	0.6321	1
121	172	-73.089	0.000	0.7113	0.5461	1
122	126	39.994	0.000	0.7378	0.6426	1
122	134	-2.016	0.000	0.7284	0.6885	1
122	145	15.995	0.000	0.7585	0.6988	1
122	191	13.978	0.000	0.7470	0.6992	1
123	125	39.994	0.000	0.8159	0.7368	1
124	134	15.995	0.000	0.7059	0.6777	1
125	139	-26.016	0.000	0.7016	0.7037	1
125	151	2.016	0.000	0.7527	0.7207	1
125	166	-28.031	0.000	0.7841	0.7331	1
125	437	-28.032	0.000	0.7158	0.6590	1
125	576	-28.031	0.000	0.7020	0.6790	1
126	145	-23.999	0.000	0.7065	0.6458	1
126	156	2.016	0.000	0.7648	0.7357	1
126	164	-28.031	0.000	0.9210	0.8390	1
126	191	-26.016	0.000	0.7653	0.7173	1
127	184	-42.047	0.000	0.7191	0.6485	1
127	201	-52.068	0.000	0.8166	0.7161	1
127	249	-66.083	0.000	0.7731	0.6582	1
127	257	-78.083	0.000	0.7040	0.5135	1
127	265	-52.068	0.000	0.7597	0.6562	1
127	284	-0.000	0.000	0.9202	0.8055	1
127	287	-80.099	0.000	0.7791	0.6195	1
127	289	-63.073	0.000	0.7105	0.5844	1
127	317	-80.072	0.000	0.7508	0.5904	1
127	331	-66.083	0.000	0.7777	0.6635	1
127	387	-63.073	0.000	0.7385	0.6137	1
127	388	-80.099	0.000	0.7504	0.5672	1
127	398	-108.130	0.000	0.7100	0.5715	1
127	399	-52.068	0.000	0.7688	0.6850	1
127	433	-78.084	0.000	0.7103	0.5570	1
127	485	-63.073	0.000	0.7008	0.5780	1
127	489	-80.099	0.000	0.7525	0.6018	1
127	491	-10.021	0.000	0.7410	0.7032	1
127	492	-24.036	0.000	0.7509	0.6751	1
127	572	-78.085	0.000	0.7122	0.5856	1
127	576	-94.077	0.000	0.7068	0.5959	1
127	675	-63.072	0.000	0.7539	0.6912	1
127	687	-80.099	0.000	0.7290	0.5610	1
127	765	-80.099	0.000	0.7166	0.5505	1
127	797	-80.099	0.000	0.7449	0.5894	1
127	826	-80.099	0.000	0.7711	0.6137	1
127	953	-80.099	0.000	0.7416	0.5643	1
129	130	-52.031	0.000	0.7686	0.6721	1
129	184	-4.031	0.000	0.7373	0.6828	1
129	259	-38.052	0.000	0.7129	0.6389	1
129	354	-38.052	0.000	0.7408	0.7014	1
129	505	-66.083	0.000	0.7000	0.6089	1
130	139	-2.016	0.000	0.8344	0.8353	1
130	145	-18.010	0.000	0.7335	0.7037	1
130	154	13.979	0.000	0.7795	0.7503	1
130	194	-2.015	0.000	0.7389	0.7440	1
130	196	13.979	0.000	0.7582	0.7227	1
130	216	21.984	0.000	0.7274	0.6987	1
130	249	23.963	0.000	0.7882	0.7664	1
130	257	11.963	0.000	0.7007	0.7035	1
130	259	13.979	0.000	0.7638	0.6978	1
130	265	37.979	0.000	0.7078	0.5978	1
130	267	-4.031	0.000	0.7211	0.7077	1
130	287	9.948	0.000	0.7409	0.7039	1
130	313	11.963	0.000	0.7028	0.7017	1
130	317	9.975	0.000	0.7479	0.7058	1
130	331	23.963	0.000	0.7778	0.7261	1
130	388	9.948	0.000	0.7284	0.6754	1
130	399	37.979	0.000	0.7141	0.6198	1
130	489	9.948	0.000	0.7270	0.6514	1
130	505	-14.052	0.000	0.7244	0.6885	1
130	526	-40.068	0.000	0.7757	0.6840	1
130	598	-42.083	0.000	0.7298	0.6716	1
130	687	9.948	0.000	0.7637	0.7239	1
130	765	9.948	0.000	0.7316	0.7058	1
131	181	-28.031	0.000	0.8532	0.7952	1
132	138	-0.036	0.000	0.7713	0.6588	1
133	140	14.040	0.000	0.7190	0.6553	1
133	143	15.995	0.000	0.7466	0.7133	1
133	460	-295.251	0.000	0.7041	0.6321	1
133	498	-277.241	0.000	0.7152	0.6248	1
134	191	15.995	0.000	0.7101	0.6459	1
134	209	11.963	0.000	0.7089	0.6194	1
135	142	-29.034	0.000	0.7596	0.6773	1
135	144	-28.031	0.000	0.8938	0.8313	1
135	148	-10.021	0.000	0.7589	0.7198	1
135	150	28.031	0.000	0.7756	0.7391	1
135	164	-44.026	0.000	0.7891	0.7231	1
135	194	-24.000	0.000	0.7380	0.7060	1
135	197	-27.993	0.000	0.8086	0.7035	1
135	205	-11.005	0.000	0.7881	0.6956	1
135	208	-29.035	0.000	0.7809	0.6887	1
135	209	-46.042	0.000	0.7890	0.6952	1
135	212	-28.031	0.000	0.8944	0.8147	1
135	215	17.026	0.000	0.7198	0.7025	1
135	216	-0.000	0.000	0.7105	0.6916	1
135	250	-11.024	0.000	0.7117	0.6449	1
135	257	-10.021	0.000	0.7771	0.7397	1
135	263	-14.016	0.000	0.7233	0.6832	1
135	270	-27.019	0.000	0.7589	0.6957	1
135	313	-10.021	0.000	0.7616	0.6943	1
135	315	-29.034	0.000	0.8025	0.7217	1
135	316	-28.032	0.000	0.7770	0.7412	1
135	318	-11.005	0.000	0.7213	0.6382	1
135	343	-38.052	0.000	0.7275	0.6787	1
135	358	-54.010	0.000	0.7097	0.6724	1
135	365	-42.047	0.000	0.7435	0.6651	1
135	370	-30.047	0.000	0.7120	0.6802	1
135	409	-11.005	0.000	0.7361	0.7012	1
135	416	-56.063	0.000	0.7112	0.6310	1
135	419	-28.104	0.000	0.9073	0.8769	1
135	428	-55.990	0.000	0.7816	0.6547	1
135	433	-10.021	0.000	0.7894	0.7397	1
135	531	-38.052	0.000	0.7143	0.6467	1
135	565	-28.031	0.000	0.8560	0.7903	1
135	572	-10.022	0.000	0.7484	0.6250	1
135	576	-26.015	0.000	0.7072	0.6691	1
135	590	-64.068	0.000	0.7363	0.6426	1
135	598	-64.068	0.000	0.7336	0.6528	1
135	1337	-28.031	0.000	0.7488	0.6607	1
139	145	-15.994	0.000	0.7451	0.7110	1
139	154	15.995	0.000	0.7401	0.7427	1
139	191	-18.011	0.000	0.7028	0.6600	1
139	196	15.995	0.000	0.7416	0.7072	1
139	249	25.979	0.000	0.7000	0.6612	1
139	287	11.964	0.000	0.7041	0.6885	1
139	313	13.979	0.000	0.7337	0.6989	1
139	317	11.991	0.000	0.7066	0.6921	1
139	343	-14.052	0.000	0.7159	0.7547	1
139	489	11.963	0.000	0.7184	0.6855	1
139	505	-12.036	0.000	0.7153	0.6826	1
139	572	13.978	0.000	0.7062	0.6475	1
139	576	-2.015	0.000	0.7666	0.7486	1
139	826	11.964	0.000	0.7166	0.6888	1
140	143	1.955	0.000	0.7463	0.6235	1
140	144	35.961	0.000	0.7519	0.6658	1
140	204	-27.107	0.000	0.7465	0.6740	1
140	209	17.950	0.000	0.8094	0.7152	1
140	212	35.961	0.000	0.7328	0.6367	1
140	291	-261.306	0.000	0.7019	0.6454	1
140	329	-9.081	0.000	0.7629	0.7235	1
140	405	-9.097	0.000	0.7423	0.6996	1
140	419	35.888	0.000	0.7132	0.6232	1
142	144	1.003	0.000	0.8033	0.7231	1
142	166	3.019	0.000	0.7089	0.6651	1
142	197	1.042	0.000	0.7313	0.6431	1
142	205	18.030	0.000	0.7110	0.6059	1
142	208	-0.000	0.000	0.7468	0.6524	1
142	209	-17.007	0.000	0.7114	0.5982	1
142	212	1.003	0.000	0.8064	0.7342	1
142	237	-12.976	0.000	0.7229	0.6629	1
142	315	0.000	0.000	0.7953	0.7308	1
142	316	1.003	0.000	0.7817	0.7434	1
142	323	13.003	0.000	0.7037	0.6233	1
142	365	-13.012	0.000	0.7587	0.6546	1
142	367	-1.997	0.000	0.7773	0.7207	1
142	369	-2.015	0.000	0.7082	0.6299	1
142	370	-1.013	0.000	0.7530	0.7328	1
142	416	-27.028	0.000	0.8124	0.7221	1
142	419	0.930	0.000	0.8120	0.7701	1
142	420	-15.028	0.000	0.7168	0.6129	1
142	428	-26.955	0.000	0.8049	0.6636	1
142	510	-56.063	0.000	0.7028	0.6328	1
142	565	1.003	0.000	0.7393	0.6766	1
142	576	3.019	0.000	0.8240	0.7853	1
143	165	-27.047	0.000	0.7575	0.7319	1
143	209	15.995	0.000	0.7228	0.6412	1
143	271	-9.037	0.000	0.7128	0.6409	1
144	145	-11.963	0.000	0.7530	0.7014	1
144	148	18.010	0.000	0.7602	0.6761	1
144	150	56.062	0.000	0.7532	0.6901	1
144	164	-15.995	0.000	0.7324	0.7201	1
144	166	2.015	0.000	0.7219	0.6910	1
144	197	0.038	0.000	0.7883	0.6689	1
144	205	17.026	0.000	0.8902	0.8297	1
144	208	-1.003	0.000	0.7690	0.6818	1
144	209	-18.011	0.000	0.7565	0.6616	1
144	212	-0.000	0.000	0.8906	0.8167	1
144	216	28.031	0.000	0.7344	0.6875	1
144	237	-13.979	0.000	0.7424	0.7119	1
144	249	30.010	0.000	0.7634	0.6574	1
144	250	17.007	0.000	0.8133	0.7413	1
144	253	-45.058	0.000	0.7709	0.7247	1
144	257	18.010	0.000	0.7851	0.7163	1
144	263	14.016	0.000	0.7584	0.7193	1
144	265	44.026	0.000	0.7162	0.5817	1
144	270	1.012	0.000	0.7717	0.7538	1
144	287	15.995	0.000	0.7185	0.6646	1
144	313	18.010	0.000	0.8056	0.7399	1
144	315	-1.003	0.000	0.7091	0.6301	1
144	316	-0.000	0.000	0.7785	0.7204	1
144	317	16.022	0.000	0.7005	0.6304	1
144	318	17.026	0.000	0.8446	0.7892	1
144	331	30.010	0.000	0.7577	0.6574	1
144	343	-10.021	0.000	0.7882	0.6950	1
144	365	-14.016	0.000	0.8206	0.7428	1
144	370	-2.016	0.000	0.7208	0.7009	1
144	387	33.021	0.000	0.7077	0.5834	1
144	398	-12.037	0.000	0.7108	0.6491	1
144	399	44.026	0.000	0.7364	0.6187	1
