spectrum_id	compound_name	smiles	collision_energy	instrument	ion_source	charge	adduct	precursormz
CCMSLIB00012474560	1,2-dehydroaspidospermidine M+H	CC[C@@]12CCCN3CC[C@]4([C@@]23[H])C(CC1)=NC5=C4C=CC=C5	0			1+	NA	281.201
CCMSLIB00012474561	10-hydroxygeissoschizol M+H	OC1=CC=C(NC2=C3CCN4C2CC(CCO)/C(C4)=C\C)C3=C1	0			1+	NA	313.191
CCMSLIB00012474562	10-hydroxyusambarine M+H	[H][C@@]1(N(C)CCC2=C1NC3=C2C=CC=C3)C[C@@]4([H])C[C@]5([H])N(CCC6=C5NC7=C6C=C(O)C=C7)C[C@@H]4C=C	0			1+	NA	467.28
CCMSLIB00012474563	10-hydroxylanciferine M+H	O=C(O1)C[C@]2(C3(COC(/C=C/C4=CC=CC=C4)=O)C(OC)=O)[C@@]1([C@]5([H])C[C@H]3[C@@]6(C(O6)C)CN5C)NC7=CC=C(O)C=C72	0			1+	NA	561.223
CCMSLIB00012474564	10-hydroxypericyclivine-N-oxide M+H	C/C=C(C1)\[C@@H]2C[C@@]([N@@+]1([O-])[C@H]([C@H]2C(OC)=O)C3)([H])C4=C3C5=CC(O)=CC=C5N4	0			1+	NA	355.167
CCMSLIB00012474565	10-hydroxyusambarensine M+H	[H][@@]12C[C@@]([H])(/C(CN1CCC3=C2NC4=C3C=CC=C4)=C\C)CC5=NC=CC6=C5NC7=C6C=C(C=C7)O	0			1+	NA	449.234
CCMSLIB00012474566	10-methoxyaffinisine M+H	C/C=C1CN2[C@H]3C[C@H]/1[C@@H](CO)[C@@H]2CC4=C3N(C)C5=CC=C(OC)C=C45	0			1+	NA	339.207
CCMSLIB00012474567	10-methoxy-pericyclivine-N-oxide M+H	COC1=CC=C2NC([C@@]3(C[C@H]4/C5=C\C)[H])=C(C[C@H]([N@+]3(C5)[O-])[C@H]4C(OC)=O)C2=C1	0			1+	NA	369.185
CCMSLIB00012474568	11-hydroxyusambarine M+H	[H][C@@]1(N(C)CCC2=C1NC3=C2C=CC=C3)C[C@@]4([H])C[C@]5([H])N(CCC6=C5NC7=C6C=CC(O)=C7)C[C@@H]4C=C	0			1+	NA	467.28
CCMSLIB00012474569	11-methoxyyohimbine M+H	[H][C@](N1CC2)(C[C@@]([C@@H](C(OC)=O)[C@@H](O)CC3)([H])[C@]3([H])C1)C4=C2C5=C(N4)C=C(OC)C=C5	0			1+	NA	385.212
CCMSLIB00012474570	11-hydroxytabersonine M+H	O=C(C1=C(NC2=C3C=CC(O)=C2)[C@]43[C@@]5([C@](CC)(C1)C=CCN5CC4)[H])OC	0			1+	NA	353.183
CCMSLIB00012474571	11-methoxy-tabersonine M+H	O=C(C1=C(NC2=C3C=CC(OC)=C2)[C@]43[C@@]5([C@](CC)(C1)C=CCN5CC4)[H])OC	0			1+	NA	366.194
CCMSLIB00012474572	12-methoxyvoaphylline M+H	CC[C@]12CCC3=C(C4=CC=CC(OC)=C4N3)CCN(C[C@@H]5[C@H]2O5)C1	0			1+	NA	327.207
CCMSLIB00012474573	14-dehydro-vincamine M+H	CC[C@@]12C=CCN3[C@]1([H])C4=C(C5=C(C=CC=C5)N4[C@](C(OC)=O)(O)C2)CC3	0			1+	NA	353.187
CCMSLIB00012474574	14,15-Dehydrovincine M+H	CC[C@@]12C=CCN3[C@]1([H])C4=C(C5=C(C=C(OC)C=C5)N4[C@](C(OC)=O)(O)C2)CC3	0			1+	NA	383.198
CCMSLIB00012474575	16-demethoxy-20-epi-serpentinine M+	C/C=C1CN(CCC2=C3NC4=CC=CC=C24)[C@@]3([H])CC/1([H])[C@H](CC5=C[N+]6=C(C7=C5C8=C(N7)C=CC=C8)C[C@@]([H])(C9(C6)[H])C(C(OC)=O)=CO[C@H]9C)C(O)=O	0			1+	NA	671.321
CCMSLIB00012474576	16-epi-14-dehydrovincamine M+H	CC[C@@]12C=CCN3[C@]1([H])C4=C(C5=C(C=CC=C5)N4[C@@](C(OC)=O)(O)C2)CC3	0			1+	NA	353.187
CCMSLIB00012474577	16-epi-dregamine M+H	CN1[C@@]([C@]2([H])C(OC)=O)([H])CC3=C(C(CC2[C@H](CC)C1)=O)NC4=CC=CC=C43	0			1+	NA	355.202
CCMSLIB00012474578	16-epiochropamine M+H	C/C=C1CN(C)[C@@H]2CC(C3=CC=CC=C3N4C)=C4C(C[C@@H]/1[C@H]2C(OC)=O)=O	0			1+	NA	367.202
CCMSLIB00012474579	16-epiperivine M+H	C/C=C1CN[C@@H]2CC(C3=CC=CC=C3N4)=C4C(C[C@@H]/1[C@H]2C(OC)=O)=O	0			1+	NA	339.17
CCMSLIB00012474580	16-epivobasine M+H	C/C=C1CN(C)[C@@H]2CC(C3=CC=CC=C3N4)=C4C(C[C@@H]/1[C@H]2C(OC)=O)=O	0			1+	NA	353.186
CCMSLIB00012474581	18,19-dihydrousambarine M+H	[H][C@@]12C[C@@](C[C@]3([H])N(C)CCC4=C3NC5=C4C=CC=C5)([H])[C@@H](CC)CN1CCC6=C2NC7=C6C=CC=C7	0			1+	NA	453.301
CCMSLIB00012474582	18-hydroxyisosungucine M+H	O=C1C([C@@]2([H])C[C@]34C5=CC=CC=C5N(C(C=C6)=O)[C@@]3([H])[C@]6([H])[C@H]7C[C@@H]4N2C/C7=C/C)C=C([C@H](/C(C8)=C\CO)C[C@@H]9N8CC%10)[C@@]%11([H])[C@]9%10C%12=CC=CC=C%12N%111	0			1+	NA	651.333
CCMSLIB00012474583	19,20-dehydroervatamine M+H	CN(C1)C/C([C@]([C@]1(C(OC)=O)C2)([H])CC(C3=C2C4=CC=CC=C4N3)=O)=C\C	0			1+	NA	353.186
CCMSLIB00012474584	19,20-dihydrousambarensine M+H	[H][C@@]12C[C@@](CC3=NC=CC4=C3NC5=C4C=CC=C5)([H])C(CC)CN1CCC6=C2NC7=C6C=CC=C7	0			1+	NA	435.254
CCMSLIB00012474585	19,20-epoxynovacine M+H	O=C1C[C@@](OC[C@@H]2[C@]3(O2)CN(C)CC4)([H])[C@@]([C@@]3([H])CC5=O)([H])[C@@]6([H])[C@]54C7=CC(OC)=C(OC)C=C7N61	0			1+	NA	441.202
CCMSLIB00012474586	19,20-Dihydro-gelsemine M+H	CC[C@]12C3CC4[C@]5(C1[C@@H](C3CO4)C(N2)C)C6=CC=CC=C6NC5=O	0			1+	NA	325.19
