row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260513_CVOL_mapp_02_29_bl_inf_1_neg.mzML Peak height,20260513_CVOL_mapp_02_29_bl_inf_2_neg.mzML Peak height,20260513_CVOL_mapp_02_29_mock_inf_1_neg.mzML Peak height,20260513_CVOL_mapp_02_29_mock_inf_2_neg.mzML Peak height,20260513_CVOL_mapp_02_29_pet_inf_1_neg.mzML Peak height,20260513_CVOL_mapp_02_29_pet_inf_2_neg.mzML Peak height,20260513_CVOL_mapp_02_29_untreated_inf_1_neg.mzML Peak height,20260513_CVOL_mapp_02_29_untreated_inf_2_neg.mzML Peak height,
84,393.25985977823785,0.7246754,,,,,,,,,,,0,0,669700.25,0,0,0,0,0,
85,396.2152119045615,0.7246754,,,,,,,,,,,0,0,557238.94,0,0,0,0,0,
86,403.2079589084716,0.71465814,,,,,,,,,,,0,0,1000207.5,0,0,0,260631.61,0,
87,376.27035243557157,0.72500396,,,,,,,,,,,343063.28,0,3875005.0,0,0,0,830202.5,0,
88,370.2233376537462,0.7321615,,,,,,,,,,,428932.97,0,1713842.4,0,0,0,895659.3,0,
89,404.2646467728646,0.73386633,,,,,,,,,,,0,0,529683.56,0,0,0,577564.25,0,
90,324.2176254613421,0.7339362,,,,,,,,,,,0,0,895949.75,0,0,0,423202.78,0,
91,354.22837975915775,0.73949444,,,,,,,,,,,0,0,617696.1,0,0,0,337832.34,0,
92,388.2703040460264,0.7324492,,,,,,,,,,,0,0,0,0,280920.62,0,373711.78,0,
93,358.2598246765402,0.7458886,,,,,,,,,,,642007.3,0,3122754.2,0,322621.16,0,1329108.8,0,
94,374.25451712691915,0.7633556,,,,,,,,,,,1916284.8,0,1.7898058E7,0,434784.7,0,7809929.0,0,
95,364.2258258879783,0.76806957,,,,,,,,,,,431694.3,0,4972808.5,0,0,0,1168975.8,0,
96,280.19143507922,0.7750484,,,,,,,,,,,0,0,783069.94,0,0,0,296399.34,0,
97,391.1998572109981,0.7708355,,,,,,,,,,,0,0,684531.7,0,0,0,0,0,
98,326.23322160423686,0.7750484,,,,,,,,,,,0,0,712611.8,0,0,0,425257.8,0,
99,375.2580644529323,0.76806957,,,,,,,,,,,393546.62,0,3798412.0,0,0,0,1628949.2,0,
100,390.2494501044098,0.81275195,,,,,,,,,,,624325.25,0,9577997.0,0,0,0,5027760.0,0,
101,407.2390464820535,0.813795,,,,,,,,,,,0,0,1103674.2,0,0,0,492120.84,0,
102,380.2204709560336,0.81393456,,,,,,,,,,,0,0,3428360.8,0,0,0,967123.2,0,
103,172.82941833655224,0.8250289,,,,,,,,,,,719832.25,275490.34,535064.7,320141.03,308353.56,468934.44,346818.88,501875.12,
104,168.83522846768273,0.8114608,,,,,,,,,,,761412.9,273296.97,593956.1,348960.62,320350.16,479362.38,401820.06,498464.2,
105,219.84479277266908,0.82170963,,,,,,,,,,,483102.12,0,0,0,0,0,0,0,
106,170.83222325369653,0.81169826,,,,,,,,,,,1141579.0,421692.0,935559.1,561956.2,481730.06,752909.9,577483.75,760021.3,
107,346.21468325022573,0.82339424,,,,,,,,,,,479123.88,0,2589358.5,0,0,0,627448.75,0,
108,401.2286090393952,0.8453635,,,,,,,,,,,0,0,562281.44,0,0,0,283973.7,0,
109,356.2440673932608,0.829513,,,,,,,,,,,2012476.2,0,1.2177646E7,0,571541.56,0,4793373.5,0,
110,342.22816288250215,0.8323336,,,,,,,,,,,0,0,2264790.0,1689899.2,0,0,687089.4,0,
111,125.87187438377227,0.8331616,,,,,,,,,,,423648.25,0,0,0,0,0,0,0,
112,160.8409736629776,0.8331616,,,,,,,,,,,645768.8,0,0,0,0,0,0,0,
113,162.83797229776133,0.8185932,,,,,,,,,,,656228.4,0,481005.8,0,0,0,0,0,
114,205.83903359098292,0.7774529,,,,,,,,,,,571794.2,0,546446.2,0,0,255516.3,0,313000.16,
115,207.8360518446168,0.7914875,,,,,,,,,,,567777.25,0,513898.53,0,0,0,0,324591.06,
116,215.8678022493277,0.8185932,,,,,,,,,,,768967.5,0,392441.34,0,0,0,0,0,
117,361.98115913103936,0.8331616,,,,,,,,,,,648976.0,0,0,0,0,0,0,0,
118,363.97795634602454,0.8331616,,,,,,,,,,,470303.28,0,0,0,0,0,0,0,
119,372.0098149754269,0.8331616,,,,,,,,,,,383407.1,0,0,0,0,0,0,0,
120,481.1086330452209,0.83479834,,,,,,,,,,,337443.22,0,549908.06,0,0,0,0,0,
121,343.23156192395993,0.83148354,,,,,,,,,,,0,0,504015.56,334919.06,0,0,0,0,
122,372.2388899232886,0.85925967,,,,,,,,,,,1260741.1,0,1.0858265E7,0,287723.53,0,5195197.0,0,
123,362.2099914796319,0.86042804,,,,,,,,,,,319006.4,0,3528929.5,0,0,0,858620.56,0,
124,373.24325334633556,0.8682435,,,,,,,,,,,0,0,1967273.2,0,0,0,956833.56,0,
125,364.2072408131244,0.8722205,,,,,,,,,,,0,0,1095548.9,0,0,0,298795.12,0,
126,543.3652695969884,0.871491,,,,,,,,,,,0,0,489875.75,0,0,0,0,0,
127,389.22835558991665,0.883358,,,,,,,,,,,0,0,1294461.6,0,0,0,525768.6,0,
128,290.2122675323976,0.884959,,,,,,,,,,,0,0,904876.56,0,0,0,351588.12,0,
129,265.1477558159771,0.9288542,,,,,,,,,,,600575.1,0,0,0,0,249104.55,0,0,
130,360.2753812711779,0.9395258,,,,,,,,,,,719421.4,0,4610543.0,0,263534.1,0,1677482.5,0,
131,350.24642511470313,0.9406468,,,,,,,,,,,0,0,1131641.0,0,0,0,0,0,
132,361.2787550787167,0.9361857,,,,,,,,,,,0,0,941277.2,0,0,0,350086.97,0,
133,377.2742599728638,0.99206764,,,,,,,,,,,0,0,577365.1,0,0,0,705913.75,0,
134,366.2412699007974,0.98100835,,,,,,,,,,,0,0,975598.0,0,0,0,451210.38,0,
135,376.27017745699726,0.98709315,,,,,,,,,,,498416.12,0,3357200.5,0,0,0,3421028.5,0,
136,330.22819470475156,0.98799926,,,,,,,,,,,260008.61,0,775955.6,0,0,0,789281.9,0,
137,557.3806881890401,0.9961714,,,,,,,,,,,0,0,381989.5,0,0,0,0,0,
138,459.2022373525388,1.0173892,,,,,,,,,,,0,0,244731.89,0,529516.9,0,363662.75,0,
139,570.1196893751825,1.0177326,,,,,,,,,,,0,0,0,0,468026.03,0,401355.38,0,
140,311.2222823910661,1.0154028,,,,,,,,,,,0,0,760956.06,0,0,0,309440.94,0,
141,513.1218177428029,1.0177326,,,,,,,,,,,0,0,0,0,472227.44,0,378705.16,0,
142,308.22276935850886,1.0282528,,,,,,,,,,,1044290.1,0,8749450.0,0,271571.5,0,3439325.5,0,
143,371.2184014357026,1.0293032,,,,,,,,,,,394861.38,0,2261586.2,0,0,0,448160.72,0,
144,344.1993728830032,1.0314983,,,,,,,,,,,478570.3,0,2836350.0,0,0,0,533881.4,0,
145,354.22841218862055,1.0314983,,,,,,,,,,,706732.25,0,5891661.0,0,0,0,1927606.2,0,
146,239.12824252377666,1.0238049,,,,,,,,,,,328545.88,0,416988.97,0,428052.3,0,441200.25,0,
147,374.25455602550073,1.034531,,,,,,,,,,,657910.44,0,5896194.0,0,0,0,2622399.5,0,
148,375.2584651010968,1.0378611,,,,,,,,,,,0,0,1182298.9,0,0,0,521300.84,0,
149,525.3542300574153,1.0429357,,,,,,,,,,,0,0,424178.78,0,0,0,0,0,
150,586.4143455440376,1.0429357,,,,,,,,,,,0,0,489641.6,0,0,0,0,0,
151,348.2304549360689,1.0654896,,,,,,,,,,,0,0,661237.8,0,0,0,0,0,
152,359.2630664306637,1.0699837,,,,,,,,,,,0,0,743244.7,0,0,0,408514.84,0,
153,364.22581698713685,1.0632359,,,,,,,,,,,0,0,1236431.4,0,0,0,299017.22,0,
154,529.3859445425506,1.0654896,,,,,,,,,,,0,0,584646.94,0,0,0,0,0,
155,546.3760758124665,1.0654896,,,,,,,,,,,0,0,366358.97,0,0,0,0,0,
156,358.25969271674984,1.0722535,,,,,,,,,,,789110.2,0,3504378.8,0,238779.94,0,1809651.6,0,
157,515.3699517539607,1.1110764,,,,,,,,,,,415691.66,0,0,0,0,0,0,0,
158,547.3518128898972,1.1127894,,,,,,,,,,,0,0,355317.5,0,0,0,0,0,
159,574.3707726734783,1.1127894,,,,,,,,,,,0,0,675443.2,0,0,0,0,0,
160,511.37484787899643,1.1406621,,,,,,,,,,,0,0,374215.47,0,0,0,0,0,
161,356.24419823080575,1.1129824,,,,,,,,,,,372862.62,0,819652.1,0,0,0,758667.75,0,
162,225.89667878011647,1.1574467,,,,,,,,,,,314390.9,0,0,0,0,0,0,0,
163,470.34841989163823,1.2002221,,,,,,,,,,,0,0,349160.47,0,0,0,0,0,
164,312.25409608874423,1.2236344,,,,,,,,,,,0,0,350206.5,0,0,0,0,0,
165,342.26460310801303,1.2334555,,,,,,,,,,,0,0,375085.53,0,0,0,284485.28,0,
166,571.3964377377557,1.2412472,,,,,,,,,,,0,0,349766.84,0,0,0,280755.03,0,
167,588.3866578361985,1.2236344,,,,,,,,,,,0,0,657180.9,0,0,0,0,0,
168,546.3759001139919,1.2237087,,,,,,,,,,,1605427.1,0,0,0,0,0,0,0,
169,519.3568749991796,1.2288547,,,,,,,,,,,634475.3,0,0,0,0,0,0,0,
170,529.3856808117823,1.2408983,,,,,,,,,,,2840459.5,0,0,0,0,0,0,0,
171,396.18439081965585,1.2923884,,,,,,,,,,,0,0,250434.83,0,0,0,351936.06,0,
172,385.2341076239836,1.3111467,,,,,,,,,,,0,0,271444.06,0,0,0,352221.5,0,
173,375.2487928254401,1.294329,,,,,,,,,,,0,0,787510.44,0,0,0,392261.06,0,
174,324.2177142562724,1.2951818,,,,,,,,,,,0,0,371221.12,0,0,0,0,0,
175,309.20672804317155,1.2979655,,,,,,,,,,,0,0,759171.1,0,0,0,292415.22,0,
176,358.25968021196104,1.3085091,,,,,,,,,,,5818544.5,0,2.3062094E7,0,1625197.1,0,1.9043932E7,0,
177,348.23082033365984,1.3096409,,,,,,,,,,,1284934.8,0,7298229.0,0,212462.19,0,2960960.8,0,
178,235.925496666858,1.3247542,,,,,,,,,,,273105.2,0,441326.53,0,0,0,0,0,
179,590.4457375562057,1.3205321,,,,,,,,,,,0,0,447035.88,0,0,0,233569.81,0,
180,604.4615924770048,1.3175796,,,,,,,,,,,0,0,330511.34,0,0,0,0,0,
181,351.2311859358322,1.328817,,,,,,,,,,,0,0,490738.12,0,0,0,0,0,
182,374.29075602717757,1.328817,,,,,,,,,,,0,0,311328.06,0,0,0,0,0,
183,484.36399512000446,1.328817,,,,,,,,,,,0,0,1560030.6,0,0,0,0,0,
184,493.1532579881768,1.328817,,,,,,,,,,,0,0,424620.25,0,0,0,0,0,
185,294.243331498158,1.3335538,,,,,,,,,,,0,0,671548.56,0,0,0,469833.88,0,
186,412.1791938597016,1.3382906,,,,,,,,,,,0,0,0,0,0,0,443307.78,0,
187,390.24971697285446,1.3400877,,,,,,,,,,,0,0,333011.4,0,0,0,0,0,
188,172.82941045788036,1.2994909,,,,,,,,,,,378929.47,0,298273.9,0,0,242192.7,0,254110.2,
189,389.21551478423635,1.3770108,,,,,,,,,,,0,0,1287179.6,0,0,0,234220.98,0,
190,497.3595900386507,1.4990116,,,,,,,,,,,0,0,474438.66,0,0,0,0,0,
191,378.2415670959847,1.5455606,,,,,,,,,,,0,0,661368.5,0,0,0,286290.47,0,
192,395.23158398710063,1.5490925,,,,,,,,,,,0,0,328757.78,0,0,0,0,0,
193,405.2604090720898,1.5490925,,,,,,,,,,,0,0,757028.94,0,0,0,0,0,
194,422.2507168905215,1.5490925,,,,,,,,,,,0,0,381181.12,0,0,0,0,0,
195,221.15407633226744,1.6027515,,,,,,,,,,,0,0,0,0,472405.12,0,466903.16,0,
196,403.2310707419795,1.657423,,,,,,,,,,,0,0,352087.7,0,0,0,0,0,
197,511.37503626024437,1.7194084,,,,,,,,,,,0,0,1144703.0,0,0,0,496226.56,0,
198,528.3656431005081,1.7219955,,,,,,,,,,,0,0,631357.94,0,0,0,0,0,
199,328.0981693003979,1.7618765,,,,,,,,,,,0,0,527818.5,0,0,0,0,0,
200,295.22755069183296,1.8166113,,,,,,,,,,,244669.86,0,546961.94,0,341378.53,0,293320.88,0,
201,701.4971595950933,2.163629,,,,,,,,,,,0,0,302055.97,0,0,0,469197.97,0,
202,685.5021821800891,2.163629,,,,,,,,,,,0,0,272564.16,0,0,0,350745.75,0,
203,297.2431753556417,2.330882,,,,,,,,,,,279559.3,0,414930.3,0,928779.4,0,316171.03,0,
204,431.2622361009194,2.3402045,,,,,,,,,,,303871.44,0,236884.23,0,374572.22,0,0,0,
205,457.27812815261507,2.3511086,,,,,,,,,,,789921.7,0,601867.3,0,1189669.9,0,326715.72,0,
206,684.482746039675,2.3559973,,,,,,,,,,,0,0,324798.1,0,0,0,0,0,
207,520.2734947348358,2.3576608,,,,,,,,,,,0,0,0,0,357740.72,0,0,0,
208,356.12971116390065,2.4920106,,,,,,,,,,,231432.62,0,590310.3,0,0,0,0,0,
209,445.27802453017995,2.596619,,,,,,,,,,,396885.84,0,671184.56,0,410241.4,0,234461.1,0,
210,457.27813404401854,2.597039,,,,,,,,,,,257948.67,0,451933.1,0,291960.3,0,0,0,
211,297.24299907311587,2.8768356,,,,,,,,,,,389179.38,0,609339.9,0,926454.3,0,607264.6,0,
212,445.2779268000758,2.8795736,,,,,,,,,,,1671384.9,0,2327543.2,0,1505512.8,0,764109.7,0,
213,457.27837154295014,2.8795736,,,,,,,,,,,1016577.25,0,1266709.6,0,859626.8,0,461393.1,0,
214,454.3540948034922,2.8826387,,,,,,,,,,,0,0,974936.8,0,0,0,695343.94,0,
215,466.35276636726644,2.879781,,,,,,,,,,,350016.28,0,1009772.1,0,0,0,625268.1,0,
216,578.1215301850442,2.8848467,,,,,,,,,,,0,0,0,0,463642.0,0,0,0,
217,129.9350448515252,2.8878388,,,,,,,,,,,362362.22,0,364592.47,0,291905.75,0,279918.4,0,
218,294.17870371406883,2.896294,,,,,,,,,,,322348.28,0,341657.94,0,338981.66,0,337037.44,0,
219,265.1477104036209,2.9000506,,,,,,,,,,,372787.78,0,433630.44,0,375672.8,0,350661.16,0,
220,471.2932527119229,2.8915787,,,,,,,,,,,552013.44,0,820050.06,0,474888.0,0,257482.28,0,
221,667.4903610460755,2.8935015,,,,,,,,,,,402548.22,0,480264.47,0,311715.28,0,538422.06,0,
222,685.501170753369,2.8911304,,,,,,,,,,,0,0,1169101.5,0,0,0,679662.1,0,
223,333.2464626039265,2.8915787,,,,,,,,,,,708363.7,0,627032.4,0,573081.94,0,569429.0,0,
224,459.2936259423864,2.8935225,,,,,,,,,,,6.2410468E7,0,8.118799E7,0,4.6821844E7,0,3.1527922E7,0,
225,358.25956010051976,2.896447,,,,,,,,,,,353996.38,0,332125.2,0,0,0,419293.3,0,
226,669.506137703928,2.8964226,,,,,,,,,,,332255.6,0,648341.25,0,0,0,595528.7,0,
227,462.29067181199497,2.9028058,,,,,,,,,,,598552.44,0,906246.44,0,508090.12,0,374532.5,0,
228,585.3314178560952,2.8985748,,,,,,,,,,,1081637.4,0,952708.94,0,938141.5,0,906633.4,0,
229,683.4853593351527,2.8937168,,,,,,,,,,,0,0,439439.22,0,0,0,487613.1,0,
230,437.2575772128236,2.9013438,,,,,,,,,,,592680.1,0,607634.1,0,535924.44,0,466819.22,0,
231,497.24253177116117,2.9028192,,,,,,,,,,,360142.34,0,360809.28,0,370024.62,0,334212.75,0,
232,380.1895882803283,2.9026082,,,,,,,,,,,379893.28,0,0,0,474511.53,0,427138.97,0,
233,395.2434568070962,2.9189277,,,,,,,,,,,485440.7,0,514961.75,0,1247074.1,0,859192.5,0,
234,370.1448848383646,2.9279897,,,,,,,,,,,0,0,598021.5,0,364093.66,0,278449.12,0,
235,327.23253300695217,2.9479148,,,,,,,,,,,0,0,0,0,1431124.1,0,485602.16,0,
236,514.3863932027793,2.985876,,,,,,,,,,,0,0,425040.72,0,0,0,0,0,
237,497.39608305702484,2.9946616,,,,,,,,,,,0,0,421613.22,0,0,0,0,0,
238,512.4148632798446,3.2437432,,,,,,,,,,,0,0,431451.62,0,0,0,0,0,
239,528.401905757255,3.240809,,,,,,,,,,,0,0,955839.06,0,0,0,287992.06,0,
240,511.4115380200008,3.2436488,,,,,,,,,,,265323.94,0,1363350.6,0,0,0,631107.25,0,
241,669.5071270693707,3.3722208,,,,,,,,,,,0,0,450251.97,0,0,0,318738.78,0,
242,686.4977714615388,3.392594,,,,,,,,,,,0,0,415317.1,0,0,0,0,0,
243,385.163106735801,3.4100652,,,,,,,,,,,694920.1,0,604459.44,0,383610.62,0,457068.34,0,
244,594.395918562669,3.412563,,,,,,,,,,,483385.8,0,792140.9,0,461971.56,0,521931.66,0,
245,374.1320804645062,3.411749,,,,,,,,,,,543862.3,0,511522.4,0,285772.0,0,311901.5,0,
246,473.3092231108225,3.4159718,,,,,,,,,,,0,0,359799.47,0,234890.55,0,0,0,
247,410.3639287205575,3.4539952,,,,,,,,,,,0,0,1095117.9,0,0,0,319762.47,0,
248,381.17382530738973,3.7172565,,,,,,,,,,,374293.47,0,414288.75,0,623660.4,0,494877.84,0,
