row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260513_CVOL_mapp_02_29_bl_inf_1_neg.mzML Peak height,20260513_CVOL_mapp_02_29_bl_inf_2_neg.mzML Peak height,20260513_CVOL_mapp_02_29_mock_inf_1_neg.mzML Peak height,20260513_CVOL_mapp_02_29_mock_inf_2_neg.mzML Peak height,20260513_CVOL_mapp_02_29_pet_inf_1_neg.mzML Peak height,20260513_CVOL_mapp_02_29_pet_inf_2_neg.mzML Peak height,20260513_CVOL_mapp_02_29_untreated_inf_1_neg.mzML Peak height,20260513_CVOL_mapp_02_29_untreated_inf_2_neg.mzML Peak height,
249,410.17656105437044,3.7204642,,,,,,,,,,,559334.5,0,617683.5,0,401250.84,0,408677.6,0,
250,655.4220492298773,3.7294712,,,,,,,,,,,1094380.6,0,1579094.2,0,2312232.0,0,1526985.9,0,
251,718.4179670083142,3.7294712,,,,,,,,,,,279637.6,0,461936.8,0,460816.56,0,352260.56,0,
252,701.4277102414494,3.7297175,,,,,,,,,,,323675.12,0,514152.06,0,721182.6,0,494628.66,0,
253,691.3988547574984,3.7294712,,,,,,,,,,,257440.08,0,354842.4,0,335950.25,0,258839.56,0,
254,333.22859819532925,3.977354,,,,,,,,,,,391614.25,0,0,0,0,0,0,0,
255,379.23422108474153,3.977354,,,,,,,,,,,850794.6,0,0,0,0,0,0,0,
256,396.21805572523834,4.1049886,,,,,,,,,,,393854.03,360075.44,514067.8,324786.6,503580.44,356256.78,384622.62,302676.38,
257,412.1922361321949,4.4205613,,,,,,,,,,,1247519.2,0,1231118.1,280308.78,948529.56,0,1049902.9,0,
258,384.19179613164994,4.4228334,,,,,,,,,,,409910.12,0,529020.94,0,982252.5,0,861559.9,0,
259,865.5037955845047,5.094141,,,,,,,,,,,0,0,0,0,912575.0,0,239209.31,0,
260,815.5542252077671,5.4449024,,,,,,,,,,,0,0,0,0,401622.28,0,362358.72,0,
261,747.5668751108718,5.44635,,,,,,,,,,,0,0,0,0,7642052.5,0,6590614.5,321570.88,
262,749.5823009660355,5.7002892,,,,,,,,,,,0,0,0,0,1716245.9,0,1515781.1,0,
263,824.5461596562998,5.99516,,,,,,,,,,,0,0,0,0,1403693.2,0,501448.03,0,
264,585.4352384399119,6.0985317,,,,,,,,,,,307856.78,0,449744.72,0,623366.3,0,418397.78,0,
265,635.3089920120588,6.11435,,,,,,,,,,,0,0,0,0,627215.3,0,534413.94,0,
266,744.5641030185672,6.1249247,,,,,,,,,,,0,0,0,0,345141.94,0,266640.0,0,
267,885.5512005035589,6.1390176,,,,,,,,,,,0,0,0,0,537543.56,0,264487.1,674771.44,
268,850.5617840313876,6.1916733,,,,,,,,,,,0,0,0,0,323573.25,0,0,0,
269,720.4984217683616,6.2792473,,,,,,,,,,,0,0,0,0,1243214.5,0,563539.56,0,
270,762.5088668920682,6.2901583,,,,,,,,,,,0,0,0,0,1447979.8,0,556270.06,0,
271,775.5981305875814,6.294877,,,,,,,,,,,0,0,0,0,421539.72,0,401015.38,0,
272,850.5615378217162,6.3266973,,,,,,,,,,,0,0,0,0,1042752.44,0,535123.6,0,
273,655.4223924228153,6.357667,,,,,,,,,,,324768.0,0,504876.62,0,649762.3,0,579829.3,0,
274,776.5459556864914,6.362044,,,,,,,,,,,0,0,0,0,1550160.4,0,759106.2,0,
275,738.5090344773994,6.4468775,,,,,,,,,,,0,0,0,0,1470066.8,0,883214.1,0,
276,746.513904400628,6.455914,,,,,,,,,,,0,0,0,0,589653.2,0,351006.38,0,
277,788.524369413109,6.4728255,,,,,,,,,,,0,0,0,0,768884.6,0,0,0,
278,764.5482691567862,6.4814215,,,,,,,,,,,0,0,0,0,829195.3,0,611261.94,0,
279,826.5613531311056,6.4865847,,,,,,,,,,,0,0,0,0,7174617.0,0,6856070.0,0,
280,802.5614921349338,6.523322,,,,,,,,,,,0,0,0,0,1217573.2,0,630104.8,0,
281,852.5770257804797,6.5514717,,,,,,,,,,,0,0,0,0,801291.25,0,826948.5,0,
282,746.5141179438083,6.6064954,,,,,,,,,,,0,0,0,0,2592656.0,0,1630464.8,0,
283,852.5770487855557,6.6699076,,,,,,,,,,,0,0,0,0,1833164.1,0,1177946.0,0,
284,764.5235631591465,6.6842375,,,,,,,,,,,0,0,0,0,969442.8,0,438669.9,0,
285,790.5624208068812,6.69845,,,,,,,,,,,0,0,0,0,586591.9,0,315504.84,0,
286,788.5459933733515,6.7051816,,,,,,,,,,,0,0,0,0,400019.94,0,359388.56,302680.53,
287,754.5401698449322,6.719138,,,,,,,,,,,0,0,0,0,406231.4,0,377746.5,0,
288,987.6214687900738,6.754078,,,,,,,,,,,0,0,317831.4,0,451258.44,0,399709.06,0,
289,828.5771568372935,6.756595,,,,,,,,,,,0,0,0,0,664578.6,0,453885.38,0,
290,790.5011241301657,6.764889,,,,,,,,,,,0,0,0,0,463988.78,0,367869.0,0,
291,722.5139622434791,6.7726007,,,,,,,,,,,0,0,0,0,9004107.0,0,7572885.0,289916.5,
292,772.5293125613744,6.770279,,,,,,,,,,,0,0,0,0,998428.6,0,593560.0,0,
293,810.5662390636489,6.812186,,,,,,,,,,,0,0,0,0,1334250.8,0,1956779.4,0,
294,748.5289857534219,6.816365,,,,,,,,,,,0,0,0,0,3058280.2,0,2032286.5,0,
295,913.5844944206577,6.8313103,,,,,,,,,,,0,0,257505.42,0,658025.3,0,374745.97,0,
296,778.5614504254573,6.8631516,,,,,,,,,,,0,0,0,0,9304071.0,0,8821966.0,228539.0,
297,840.5764609541784,6.8475904,,,,,,,,,,,0,0,0,0,384091.34,0,354735.5,0,
298,846.5484103226895,6.855081,,,,,,,,,,,0,0,0,0,447148.0,0,438935.7,0,
299,564.5000763839555,6.856798,,,,,,,,,,,514468.7,0,549279.5,0,1534370.5,0,1312439.5,0,
300,624.5214645442791,6.869868,,,,,,,,,,,0,0,479002.12,0,0,0,0,0,
301,812.5806237667873,6.873871,,,,,,,,,,,0,0,0,0,484363.28,0,650676.5,0,
302,748.5293302040175,6.9260473,,,,,,,,,,,0,0,0,0,4093929.8,0,3811397.0,0,
303,766.5400881418914,6.9650536,,,,,,,,,,,0,0,0,0,425318.5,0,286351.5,0,
304,836.581734416538,6.976655,,,,,,,,,,,0,0,0,0,252719.81,0,523811.78,0,
305,774.5449589070065,6.980871,,,,,,,,,,,0,0,0,0,1042387.7,0,746702.4,0,
306,716.5243486700763,6.982774,,,,,,,,,,,0,0,0,0,1096016.6,0,572421.3,0,
307,790.5397801962198,6.982774,,,,,,,,,,,0,0,0,0,4015246.5,0,2231535.2,0,
308,978.5957597602032,6.9883394,,,,,,,,,,,433675.12,0,558931.25,0,631331.56,0,495492.4,0,
309,951.5768446972121,6.9900723,,,,,,,,,,,542193.4,0,642256.06,0,800907.1,0,682241.5,0,
310,961.6056212626213,6.9900723,,,,,,,,,,,1359179.5,0,1811322.4,0,3274522.0,0,2309702.8,0,
311,915.5999440830915,6.9910264,,,,,,,,,,,1787907.9,0,2334309.5,0,4024233.2,0,2799552.0,0,
312,854.5924326398329,7.0208497,,,,,,,,,,,0,0,0,0,466920.53,0,590994.3,0,
313,838.5972863041659,7.032403,,,,,,,,,,,0,0,0,0,533067.94,0,700257.8,0,
314,878.5924643710393,7.032403,,,,,,,,,,,0,0,0,0,636507.8,0,486661.94,0,
315,804.5768584150185,7.0440173,,,,,,,,,,,0,0,0,0,5704941.5,0,4112680.8,0,
316,872.5646002171515,7.0459695,,,,,,,,,,,0,0,0,0,294044.06,0,0,0,
317,736.5296257089075,7.1187563,,,,,,,,,,,0,0,0,0,768808.06,0,657887.2,0,
318,834.5274747158498,7.147354,,,,,,,,,,,0,0,0,0,585996.44,0,448470.28,0,
319,766.5401193053681,7.1487,,,,,,,,,,,0,0,0,0,1.0756223E7,0,8485055.0,384857.3,
320,742.5399513001718,7.1690636,,,,,,,,,,,0,0,0,0,1029511.06,0,528753.5,0,
321,582.5107624603311,7.1713476,,,,,,,,,,,365251.34,0,2385766.2,0,563846.1,0,1524562.9,0,
322,572.4819645720919,7.1723423,,,,,,,,,,,0,0,439023.44,0,0,0,0,0,
323,599.5010000182018,7.176274,,,,,,,,,,,0,0,695648.75,0,0,0,0,0,
324,792.5536005691481,7.184366,,,,,,,,,,,0,0,0,0,1504535.8,0,961158.3,0,
325,854.5924592496038,7.1954765,,,,,,,,,,,0,0,0,0,5525659.0,0,6237631.5,0,
326,922.5802091900196,7.1954765,,,,,,,,,,,0,0,0,0,309285.88,0,342041.78,0,
327,830.5931436968369,7.238666,,,,,,,,,,,0,0,0,0,2095206.5,0,1045757.4,0,
328,762.5684762981903,7.2352552,,,,,,,,,,,0,0,0,0,252582.52,0,421634.4,0,
329,880.6084796980542,7.2411346,,,,,,,,,,,0,0,0,0,420150.44,0,527526.2,0,
330,566.5157720436589,7.2437553,,,,,,,,,,,392847.47,0,548885.4,0,1053140.2,0,996497.6,0,
331,774.5452269009443,7.2858105,,,,,,,,,,,0,0,0,0,1080620.8,0,818138.7,0,
332,750.5452328034626,7.2878375,,,,,,,,,,,0,0,0,0,1954144.0,0,1527521.4,0,
333,700.5297146769086,7.333314,,,,,,,,,,,0,0,0,0,608437.1,0,446784.3,0,
334,768.5560070199763,7.39657,,,,,,,,,,,0,0,0,0,754879.9,0,431161.72,0,
335,855.6609938330621,7.412091,,,,,,,,,,,0,0,0,0,354781.3,0,354105.28,0,
336,792.5554835716,7.4279356,,,,,,,,,,,0,0,0,0,348212.16,0,0,0,
337,750.5454493276033,7.4661555,,,,,,,,,,,0,0,0,0,4926325.5,0,4435590.0,222261.64,
338,582.5108309819993,7.4747143,,,,,,,,,,,0,0,0,0,707379.75,0,1026043.3,0,
339,776.5609962349199,7.489941,,,,,,,,,,,0,0,0,0,1728063.9,0,1471744.5,0,
340,806.5931618384552,7.61413,,,,,,,,,,,0,0,0,0,672854.9,0,725383.2,0,
341,794.5719839207394,7.619814,,,,,,,,,,,0,0,0,0,1254118.4,0,938843.56,0,
342,744.5561036909738,7.670697,,,,,,,,,,,0,0,0,0,4007020.0,0,2615682.8,0,
343,598.5172335253851,7.76814,,,,,,,,,,,363723.25,0,311549.56,0,380797.75,0,411293.9,0,
344,832.6090448054206,7.7871637,,,,,,,,,,,0,0,0,0,1212342.8,0,998255.9,0,
345,831.661390119763,7.881028,,,,,,,,,,,0,0,0,0,905559.94,0,998736.94,0,
346,778.5769251745218,7.934613,,,,,,,,,,,0,0,0,0,1014181.3,0,816825.06,0,
347,857.6767769577648,7.94952,,,,,,,,,,,0,0,0,0,1888615.9,0,1977109.0,0,
348,655.4223903954407,8.031178,,,,,,,,,,,0,0,337615.4,0,503015.94,0,431576.6,0,
349,778.5772006043653,8.103927,,,,,,,,,,,0,0,0,0,426800.03,0,361724.06,0,
350,828.6587485664581,8.183586,,,,,,,,,,,0,0,0,0,849501.3,0,782344.1,0,
351,854.6741333991752,8.268213,,,,,,,,,,,0,0,0,0,1098095.0,0,1154569.6,0,
352,599.5294770210135,8.3991585,,,,,,,,,,,408274.16,0,263190.4,0,311723.16,0,317219.78,0,
353,626.548421589862,8.40064,,,,,,,,,,,539749.5,0,413301.75,0,461360.34,0,508246.28,240094.81,
354,433.2613068285752,8.411652,,,,,,,,,,,435515.0,0,0,0,0,0,0,0,
355,527.3178183194916,8.411652,,,,,,,,,,,1238445.1,0,0,0,0,0,0,0,
356,537.3466432551999,8.411652,,,,,,,,,,,839702.8,0,0,0,0,0,0,0,
357,554.336675251951,8.411652,,,,,,,,,,,425787.6,0,0,0,0,0,0,0,
358,491.34161093359484,8.413794,,,,,,,,,,,2.7715684E7,0,573583.56,313148.8,1362322.0,0,1043760.94,1988566.6,
359,492.34360391092775,8.411169,,,,,,,,,,,1.2082002E7,0,0,0,562372.8,0,393205.34,775643.25,
360,1191.7734193732406,8.475463,,,,,,,,,,,0,0,264407.12,0,354842.3,0,396635.53,0,
361,915.6005314662762,8.472893,,,,,,,,,,,427887.88,0,555851.94,0,822590.0,0,722341.3,0,
362,859.6924154084054,8.687702,,,,,,,,,,,0,0,0,0,793074.06,0,915243.8,0,
363,731.4029085756371,8.687778,,,,,,,,,,,364359.7,0,273923.3,0,314106.5,0,343544.2,0,
364,683.3694628246136,8.685837,,,,,,,,,,,322784.3,0,312169.22,0,357951.0,0,374412.75,0,
365,548.5053697582662,8.690698,,,,,,,,,,,237829.98,0,0,0,411815.7,0,341581.88,0,
366,856.6896974120755,8.740839,,,,,,,,,,,0,0,0,0,1691284.4,0,1601635.1,0,
367,1173.762620432543,8.762939,,,,,,,,,,,0,0,273209.25,0,436345.12,0,0,0,
368,1221.783113604024,8.882434,,,,,,,,,,,0,0,455741.88,0,884046.06,0,621933.2,0,
369,1175.7778320800444,8.883833,,,,,,,,,,,2468490.5,0,3366247.0,0,6305296.0,0,4446499.5,0,
370,191.11028271745278,8.894192,,,,,,,,,,,275951.6,0,297598.25,0,359612.6,0,294511.84,0,
371,1211.7548363947938,8.891664,,,,,,,,,,,0,0,287704.3,0,520795.5,0,355305.1,0,
372,683.3693107315561,8.905478,,,,,,,,,,,311343.28,0,318510.0,0,345362.22,0,358937.94,0,
373,711.400981112411,8.910925,,,,,,,,,,,306622.78,0,307399.7,0,361179.28,0,338519.12,0,
374,637.5897351756217,8.947155,,,,,,,,,,,470755.66,303496.7,394044.28,0,566220.94,273592.88,563397.56,281762.28,
375,191.11021167938767,9.037293,,,,,,,,,,,326459.47,0,357574.34,0,323857.12,0,336432.47,0,
376,859.6917048317823,9.024698,,,,,,,,,,,0,0,0,0,427844.88,0,478890.78,0,
377,637.5895063535181,8.995186,,,,,,,,,,,379201.44,303496.7,412224.16,0,394514.84,273592.88,377345.3,281762.28,
378,568.5139514980453,9.028769,,,,,,,,,,,423250.38,0,428216.28,0,397412.94,0,533691.9,0,
379,683.3690500142683,9.028769,,,,,,,,,,,447183.3,0,488064.94,0,491932.62,0,436489.4,0,
380,712.402513509531,9.040043,,,,,,,,,,,374532.88,0,355253.44,0,384916.3,0,329108.97,0,
381,567.5105769740221,9.0311575,,,,,,,,,,,1072051.5,0,1008981.2,0,1088901.0,0,1144804.9,0,
382,540.4917693329,9.036904,,,,,,,,,,,9426540.0,0,7230228.0,0,8383362.0,0,8817451.0,0,
383,757.4064832901316,9.036904,,,,,,,,,,,498493.16,0,451281.62,0,478072.1,0,448252.1,0,
384,711.4009381034251,9.042903,,,,,,,,,,,590921.1,0,640219.56,0,627838.75,0,603028.75,295684.7,
385,550.5204520572488,9.043244,,,,,,,,,,,1.1575349E7,0,9132318.0,0,1.5579855E7,0,1.32324E7,0,
386,813.4690083224165,9.040369,,,,,,,,,,,467737.94,0,361972.0,0,422466.2,0,441506.62,0,
387,727.3046105344689,9.041818,,,,,,,,,,,319074.38,0,341977.94,0,355537.8,0,340614.38,0,
388,755.3356638084268,9.045152,,,,,,,,,,,354986.8,0,362698.6,0,372812.94,0,365153.72,0,
389,666.6052872376735,9.211752,,,,,,,,,,,0,0,0,0,0,0,441095.47,0,
390,711.4011162751908,9.209777,,,,,,,,,,,326531.06,0,306574.03,0,474228.88,0,0,0,
391,692.6208863274097,9.276657,,,,,,,,,,,0,0,0,0,675040.9,0,1437149.9,0,
392,682.5919251777922,9.278885,,,,,,,,,,,0,0,0,0,0,0,380687.97,0,
393,711.4010850210371,9.396944,,,,,,,,,,,345387.25,0,341600.25,243805.53,453853.66,0,397142.4,0,
394,711.4010789346723,9.49084,,,,,,,,,,,306278.72,293632.56,349294.6,260256.89,451054.28,304646.0,409583.2,263210.62,
395,694.636656487195,9.649763,,,,,,,,,,,0,0,0,0,990870.8,0,1488756.5,0,
396,175.1148599302275,10.415982,,,,,,,,,,,332513.2,0,0,0,0,0,0,0,
397,649.454935277496,10.421672,,,,,,,,,,,1.5875849E7,0,1670785.1,0,4154890.0,0,2622919.5,535981.25,
398,783.4047794823812,10.539259,,,,,,,,,,,350432.34,0,318590.16,307993.4,350306.53,0,321130.3,0,
399,783.4045927481188,10.703182,,,,,,,,,,,0,0,0,295963.56,0,0,0,288843.8,
