formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C20H37NO2	[M + H3N + H]+	C20H41N2O2+	Fatty acids	1.000	Fatty amides	0.989	N-acyl ethanolamines (endocannabinoids)	0.964	Lipids and lipid-like molecules	0.965	Fatty Acyls	0.971	Fatty amides	0.849	N-acyl amines	0.691	N-acyl amines	0.691	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acylethanolamines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	341.316	67	1.115	847477419269682770	847477228399482276	847477228399482275	253	
4	C15H28N2O4	[M + H3N + H]+	C15H32N3O4+	Amino acids and Peptides	0.772	Small peptides	0.945	Dipeptides	0.641	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.995	Amino acids, peptides, and analogues	0.922	Amino acids and derivatives	0.917	N-acyl-alpha amino acids and derivatives	0.700	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	318.240	67	1.115	847477439138103894	847477228323984796	847477228323984795	251	
1	C19H34N2O2	[M + H3N + H]+	C19H38N3O2+	Fatty acids	0.832	Fatty Acids and Conjugates	0.319	N-acyl ethanolamines (endocannabinoids)	0.224	Lipids and lipid-like molecules	0.774	Fatty Acyls	0.548					Fatty Acyls	0.548	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	340.296	67	1.117	847477438571872746	847477228445619624	847477228445619623	254	
1	C18H28O	[M + H]+	C18H29O+	Fatty acids	0.975	Fatty acyls	0.943	Fatty aldehydes	0.652	Lipids and lipid-like molecules	0.662	Fatty Acyls	0.378	Fatty aldehydes	0.693			Fatty aldehydes	0.693	Organic compounds; Lipids and lipid-like molecules; Aldehydes; Fatty aldehydes; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	261.221	67	1.117	847477421597521729	847477228361733536	847477228361733535	252	
1	C28H52N2O6	[M + Na]+	C28H52N2NaO6+	Amino acids and Peptides	0.619	Oligopeptides	0.363	Aminoacids	0.174	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.902	Amino acids and derivatives	0.896	Alpha amino acid esters	0.664	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Tertiary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	535.372	67	1.121	847477438471209389	847477228487562668	847477228487562667	255	
1	C18H28O	[M + H3N + H]+	C18H32NO+	Fatty acids	0.745	Fatty acyls	0.692	Fatty aldehydes	0.262	Lipids and lipid-like molecules	0.832	Fatty Acyls	0.429	Fatty aldehydes	0.514			Fatty aldehydes	0.514	Organic compounds; Lipids and lipid-like molecules; Aldehydes; Fatty aldehydes; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	278.248	67	1.124	847477424600643688	847477228567254452	847477228563060147	257	
2	C11H27N5O2	[M + H3N + H]+	C11H31N6O2+	Amino acids and Peptides	0.699	Small peptides	0.888	Aminoacids	0.728	Organic acids and derivatives	0.949	Carboxylic acids and derivatives	0.926	Amino acids, peptides, and analogues	0.675	Amino acids and derivatives	0.676	Alpha amino acids and derivatives	0.517	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	279.251	68	1.127	847477432179752128	847477228286236056	847477228286236055	250	
1	C26H50N2O5	[M + Na]+	C26H50N2NaO5+	Fatty acids	0.993	Fatty amides	0.924	N-acyl amines	0.875	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.961	Amino acids and derivatives	0.960	N-acyl-alpha amino acids	0.741	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Tertiary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	493.362	68	1.139	847477432829869337	847477228605003192	847477228605003191	258	
1	C18H26O	[M + H3N + H]+	C18H30NO+	Terpenoids	0.960	Diterpenoids	0.555	Apocarotenoids (β-)	0.113	Lipids and lipid-like molecules	0.851	Prenol lipids	0.632					Prenol lipids	0.632	Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	276.233	69	1.153	847477426160924891	847477228642751932	847477228642751931	259	
1	C19H34N2O3	[M + H3N + H]+	C19H38N3O3+	Fatty acids	0.980	Fatty amides	0.921	Primary amides	0.241	Lipids and lipid-like molecules	0.931	Fatty Acyls	0.925	Fatty amides	0.827	N-acyl amines	0.767	N-acyl amines	0.767	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	356.290	70	1.161	847477434255933053	847477228680500672	847477228676306367	260	
1	C20H37NO3	[M + H3N + H]+	C20H41N2O3+	Fatty acids	0.999	Fatty Acids and Conjugates	0.508	Nitro fatty acids	0.444	Lipids and lipid-like molecules	0.970	Fatty Acyls	0.960	Fatty acids and conjugates	0.874	Long-chain fatty acids	0.779	Long-chain fatty acids	0.779	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Unsaturated fatty acids; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	357.311	70	1.170	847477430845963179	847477228714055108	847477228714055107	261	
1	C18H28O2	[M + H]+	C18H29O2+	Fatty acids	0.998	Fatty Acids and Conjugates	0.583	Unsaturated fatty acids	0.603	Lipids and lipid-like molecules	0.976	Fatty Acyls	0.958	Lineolic acids and derivatives	0.827			Lineolic acids and derivatives	0.827	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	277.217	71	1.176	847477453583287192	847477228751803848	847477228751803847	262	
1	C17H28O2	[M + H3N + H]+	C17H32NO2+	Fatty acids	0.998	Fatty Acids and Conjugates	0.870	Unsaturated fatty acids	0.814	Lipids and lipid-like molecules	0.900	Fatty Acyls	0.908	Fatty acids and conjugates	0.892	Long-chain fatty acids	0.860	Long-chain fatty acids	0.860	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	282.243	71	1.177	847477435275149259	847477228793746892	847477228789552587	263	
1	C18H33NO3	[M + Na]+	C18H33NNaO3+	Fatty acids	0.982	Fatty amides	0.885	N-acyl ethanolamines (endocannabinoids)	0.788	Lipids and lipid-like molecules	0.677	Fatty Acyls	0.597					Fatty Acyls	0.597	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	334.235	71	1.179	847477431978425429	847477228831495632	847477228831495631	264	
1	C18H35NO2	[M + H3N + H]+	C18H39N2O2+	Fatty acids	1.000	Fatty amides	0.994	N-acyl ethanolamines (endocannabinoids)	0.957	Lipids and lipid-like molecules	0.854	Fatty Acyls	0.888	Fatty amides	0.762	N-acyl amines	0.591	N-acyl amines	0.591	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	315.301	71	1.184	847477436084650036	847477228911187416	847477228911187415	266	
1	C18H30O3	[M + H3N + H]+	C18H34NO3+	Fatty acids	0.990	Octadecanoids	0.930	Other Octadecanoids	0.956	Lipids and lipid-like molecules	0.982	Fatty Acyls	0.977	Lineolic acids and derivatives	0.797			Lineolic acids and derivatives	0.797	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Acryloyl compounds; Organooxygen compounds; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Enones; Carbonyl compounds; Long-chain fatty acids; Alpha,beta-unsaturated carbonyl compounds; Alpha,beta-unsaturated ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	312.253	71	1.184	847477453193216654	847477229024433636	847477229024433635	269	
1	C18H28O2	[M + H3N + H]+	C18H32NO2+	Fatty acids	0.978	Octadecanoids	0.541	Other Octadecanoids	0.504	Lipids and lipid-like molecules	0.945	Fatty Acyls	0.906	Lineolic acids and derivatives	0.593			Lineolic acids and derivatives	0.593	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Acryloyl compounds; Organooxygen compounds; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Enones; Carbonyl compounds; Long-chain fatty acids; Alpha,beta-unsaturated carbonyl compounds; Alpha,beta-unsaturated ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	294.243	71	1.185	847477432926338410	847477228948936156	847477228948936155	267	
1	C16H26O	[M + H]+	C16H27O+	Terpenoids	0.969	Sesquiterpenoids	0.690	Farnesane sesquiterpenoids	0.213	Lipids and lipid-like molecules	0.810	Prenol lipids	0.721					Prenol lipids	0.721	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	235.206	71	1.186	847477456351528849	847477228986684896	847477228986684895	268	
1	C16H26O	[M + H3N + H]+	C16H30NO+	Terpenoids	0.959	Sesquiterpenoids	0.667	Farnesane sesquiterpenoids	0.120	Lipids and lipid-like molecules	0.780	Prenol lipids	0.680					Prenol lipids	0.680	Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	252.232	71	1.187	847477433639370208	847477228873438676	847477228873438675	265	
1	C20H35NO2	[M + H3N + H]+	C20H39N2O2+	Fatty acids	0.999	Fatty amides	0.966	N-acyl ethanolamines (endocannabinoids)	0.745	Lipids and lipid-like molecules	0.874	Fatty Acyls	0.877	Fatty amides	0.815	N-acyl amines	0.747	N-acyl amines	0.747	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Tertiary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	339.301	72	1.206	847477453197410977	847477229099931116	847477229099931115	271	
1	C18H31NO2	[M + Na]+	C18H31NNaO2+	Fatty acids	0.822	Linear polyketides	0.456	Primary amides	0.177	Lipids and lipid-like molecules	0.517							Lipids and lipid-like molecules	0.517	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	316.225	73	1.210	847477435170291550	847477229137679856	847477229137679855	272	
1	C29H60N4O6	[M - H2O + H]+	C29H59N4O5+	Amino acids and Peptides	0.576	Oligopeptides	0.647	Lipopeptides	0.213	Lipids and lipid-like molecules	0.952	Steroids and steroid derivatives	0.523	Bile acids, alcohols and derivatives	0.480	Glycinated bile acids and derivatives	0.648	Glycinated bile acids and derivatives	0.648	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Glycinated bile acids and derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Cyclic alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; 3-hydroxysteroids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	543.449	74	1.230	847477435132542783	847477229213177336	847477229213177335	274	
1	C28H53N3O5	[M + H3N + H]+	C28H57N4O5+	Amino acids and Peptides	0.860	Oligopeptides	0.956	Lipopeptides	0.418	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.990	Amino acids, peptides, and analogues	0.840	Amino acids and derivatives	0.816	Alpha amino acids and derivatives	0.769	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Macrolides and analogues; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Macrolide lactams; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	529.433	74	1.236	847477436898345321	847477229175428596	847477229175428595	273	
1	C25H48N8O4	[M - H2O + H]+	C25H47N8O3+	Alkaloids	0.289	Nucleosides	0.147	Purine nucleosides	0.137	Organic acids and derivatives	0.665	Carboxylic acids and derivatives	0.582	Amino acids, peptides, and analogues	0.538	Amino acids and derivatives	0.534	Amino acids and derivatives	0.534	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Aminopyrimidines and derivatives; Diazines; Carbonyl compounds; Amines; Tertiary amines; Tertiary alkylarylamines; Dialkylarylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	507.377	75	1.242	847477432766954740	847477229250926076	847477229246731771	275	
1	C29H54N2O6	[M + Na]+	C29H54N2NaO6+	Amino acids and Peptides	0.625	Oligopeptides	0.375	Aminoacids	0.406	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.900	Amino acids and derivatives	0.894	Alpha amino acid esters	0.635	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Tertiary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	549.388	75	1.243	847477435828797454	847477229288674816	847477229288674815	276	
1	C19H36N2O2	[M + H3N + H]+	C19H40N3O2+	Fatty acids	0.984	Fatty amides	0.836	N-acyl ethanolamines (endocannabinoids)	0.323	Lipids and lipid-like molecules	0.767	Fatty Acyls	0.734	Fatty amides	0.635	N-acyl amines	0.611	N-acyl amines	0.611	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	342.311	76	1.267	847477434490814165	847477229364172296	847477229364172295	278	
1	C20H39NO2	[M + H3N + H]+	C20H43N2O2+	Fatty acids	1.000	Fatty amides	0.998	N-acyl ethanolamines (endocannabinoids)	0.970	Lipids and lipid-like molecules	0.849	Fatty Acyls	0.881	Fatty amides	0.819	N-acyl amines	0.731	N-acyl amines	0.731	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acylethanolamines; Secondary carboxylic acid amides; Carbonyl compounds; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	343.332	76	1.273	847477436793487664	847477229490001428	847477229490001427	281	
1	C36H63NO2	[M + H3N + H]+	C36H67N2O2+	Fatty acids	0.999	Fatty amides	0.934	N-acyl amines	0.219	Lipids and lipid-like molecules	0.970	Fatty Acyls	0.943	Fatty amides	0.899	N-acyl amines	0.702	N-acyl amines	0.702	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	559.520	77	1.275	847477434419510970	847477229569693212	847477229569693211	283	
2	C15H30N2O4	[M + H3N + H]+	C15H34N3O4+	Amino acids and Peptides	0.512	Small peptides	0.729	Tripeptides	0.530	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.933	Amino acids and derivatives	0.929	N-acyl-alpha amino acids	0.651	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Alanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	320.256	77	1.276	847477436780904710	847477229448058384	847477229443864079	280	
1	C11H18O2	[M + H3N + H]+	C11H22NO2+	Fatty acids	0.994	Fatty Acids and Conjugates	0.961	Unsaturated fatty acids	0.870	Lipids and lipid-like molecules	0.745	Fatty Acyls	0.695	Fatty acids and conjugates	0.713	Straight chain fatty acids	0.550	Straight chain fatty acids	0.550	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	200.165	77	1.279	847477430502030129	847477229607441952	847477229607441951	284	
1	C18H30O	[M - H2O + H]+	C18H29+	Fatty acids	0.958	Fatty acyls	0.882	Fatty alcohols	0.401	Lipids and lipid-like molecules	0.857	Fatty Acyls	0.672					Fatty Acyls	0.672	Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	245.227	77	1.288	847477436126593105	847477229687133736	847477229687133735	286	
1	C11H29N5O2	[M + H3N + H]+	C11H33N6O2+	Fatty acids	0.663	Guanidine alkaloids	0.316	Aminoacids	0.242	Lipids and lipid-like molecules	0.673	Fatty Acyls	0.710					Fatty Acyls	0.710	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	281.267	77	1.291	847477437145809274	847477229783602736	847477229779408431	288	
1	C18H30O	[M + H]+	C18H31O+	Fatty acids	0.990	Fatty acyls	0.977	Fatty alcohols	0.475	Lipids and lipid-like molecules	0.629							Lipids and lipid-like molecules	0.629	Organic compounds; Lipids and lipid-like molecules; Ketones; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	263.237	78	1.292	847477438395711907	847477229821351476	847477229821351475	289	
1	C18H30O	[M + H3N + H]+	C18H34NO+	Fatty acids	0.991	Fatty acyls	0.982	Fatty alcohols	0.534	Lipids and lipid-like molecules	0.589							Lipids and lipid-like molecules	0.589	Organic compounds; Lipids and lipid-like molecules; Ketones; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	280.264	78	1.292	847477438869668369	847477229724882476	847477229724882475	287	
1	C36H70N2O5	[M + Na]+	C36H70N2NaO5+	Fatty acids	1.000	Spingolipids	0.866	N-acyl amines	0.539	Lipids and lipid-like molecules	0.993	Fatty Acyls	0.993	Fatty amides	0.979	N-acyl amines	0.971	N-acyl amines	0.971	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	633.518	78	1.296	847477453243548364	847477229859100216	847477229859100215	290	
1	C36H65NO4	[M + H3N + H]+	C36H69N2O4+	Fatty acids	0.994	Fatty esters	0.729	Fatty acyl carnitines	0.200	Lipids and lipid-like molecules	0.917	Fatty Acyls	0.880	Fatty acid esters	0.547			Fatty acid esters	0.547	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	593.526	78	1.303	847477454136935487	847477229896848956	847477229896848955	291	
1	C19H34O2	[M + H3N + H]+	C19H38NO2+	Fatty acids	0.998	Fatty esters	0.440	Wax monoesters	0.484	Lipids and lipid-like molecules	0.993	Fatty Acyls	0.990	Lineolic acids and derivatives	0.572			Lineolic acids and derivatives	0.572	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Lineolic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	312.290	79	1.317	847477454082409523	847477229972346436	847477229972346435	293	
