formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C9H21ClN2O3SSi	[M - H2O + H]+	C9H20ClN2O2SSi+	0.205	0.181	14.250	14.250	0.000	9	0.153	1.040	1.687	-63625.336		283.070	29	0.475	847477418242078152	847477215023845812	847477214998679987	1	
1	C9H16O4Si2	[M + H3N + H]+	C9H20NO4Si2+	0.373	0.318	35.162	35.162	0.000	12	0.165	0.628	0.733	-3.997		262.091	30	0.493	847477409987687071	847477215208395192	847477215204200887	2	
1	C9H24N4O5S	[M - H2O + H]+	C9H23N4O4S+	0.402	0.333	66.678	66.678	0.000	24	0.701	0.602	0.733	-63609.300		283.143	30	0.495	847477410818159380	847477215514579396	847477215510385091	5	
1	C10H26N4O5S	[M - H2O + H]+	C10H25N4O4S+	0.418	0.333	101.477	101.477	0.000	29	0.711	0.615	0.746	-60609.048		297.159	30	0.495	847477413464765345	847477215590076872	847477215585882567	6	
1	C6H4N2Se	[M + K]+	C6H4KN2Se+	0.143	0.111	0.302	0.302	0.000	0	0.000	-1.063	1.063	-1.188		216.923	30	0.497	847477414941160509	847477215300669884	847477215296475579	3	
1	C8H18N2O4S	[M + Na]+	C8H18N2NaO4S+	1.000	0.998	32.819	28.148	4.671	9	0.411	0.818	0.881	0.541		261.088	30	0.501	847477412332303182	847477215669768652	847477215665574347	7	
1	C5H11NO2	[M + Na]+	C5H11NNaO2+	0.999	1.000	13.331	13.331	0.000	3	0.094	7.912	7.912	0.362		140.068	30	0.503	847477428509735489	847477215736877520	847477215732683215	8	
1	C8H20N2O5S	[M - H2O + H]+	C8H19N2O4S+	0.476	0.333	45.103	39.709	5.394	21	0.799	2.149	2.149	-75323.993		239.106	30	0.505	847477410201596594	847477215808180692	847477215808180691	9	
1	C9H15N5O4	[M - H2O + H]+	C9H14N5O3+	0.664	0.323	28.823	27.307	1.516	6	0.365	5.746	5.746	-75009.942		240.109	30	0.508	847477408360296944	847477215430693312	847477215426499007	4	
1	C9H17ClO5	[M + H3N + H]+	C9H21ClNO5+	0.930	0.124	108.856	108.856	0.000	20	0.181	0.733	0.768	0.109		258.110	30	0.508	847477413187941254	847477215879483864	847477215875289559	10	
1	C5H10O2	[M + H3N + H]+	C5H14NO2+	0.831	0.500	55.202	55.202	0.000	7	0.937	7.305	7.305	2.039		120.102	31	0.509	847477404514119852	847477215942398428	847477215942398427	11	
1	C7H4O2	[M + H3N + H]+	C7H8NO2+	0.995	0.333	55.063	55.063	0.000	7	0.611	5.296	5.296	0.616		138.055	31	0.518	847477408368685575	847477216009507296	847477216009507295	12	
1	C7H12O3	[M + H3N + H]+	C7H16NO3+	0.719	0.333	54.674	51.614	3.060	8	0.850	4.367	4.367	0.556		162.113	31	0.520	847477404937744562	847477216139530728	847477216135336423	14	
1	C5HN3O	[M + H3N + H]+	C5H5N4O+	0.343	0.333	18.795	18.795	0.000	2	0.261	3.443	3.443	0.896		137.046	31	0.520	847477406187647219	847477216072421860	847477216068227555	13	
1	C8H13NO4S	[M - H2O + H]+	C8H12NO3S+	0.341	0.333	11.778	11.778	0.000	6	0.031	3.635	3.635	-89137.128		202.053	32	0.527	847477408087667163	847477216256971248	847477216252776943	16	
1	C9H14O4	[M + H3N + H]+	C9H18NO4+	0.525	0.333	50.894	47.584	3.310	10	0.993	0.884	0.884	0.909		204.123	32	0.529	847477406305087766	847477216198250988	847477216198250987	15	
1	C10H22N6O6	[M - H2O + H]+	C10H21N6O5+	0.394	0.333	80.263	80.263	0.000	30	0.558	0.749	0.766	-59019.803		305.157	32	0.529	847477418514707987	847477216361828856	847477216361828855	18	
1	C8H18N6O5	[M - H2O + H]+	C8H17N6O4+	0.345	0.282	33.878	31.353	2.525	9	0.434	2.804	2.804	-68970.258		261.131	32	0.533	847477409031385702	847477216483463680	847477216479269375	20	
1	C9H15NO2	[M + H3N + H]+	C9H19N2O2+	1.000	0.333	84.095	84.095	0.000	20	0.376	0.873	0.873	0.672		187.144	32	0.533	847477425926043864	847477216311497204	847477216307302899	17	
1	C11H19NO3	[M + H3N + H]+	C11H23N2O3+	1.000	0.333	183.875	183.875	0.000	36	0.687	0.669	0.669	0.221		231.170	32	0.535	847477410423894762	847477216923865632	847477216919671327	28	
1	C10H17NO4	[M + Na]+	C10H17NNaO4+	1.000	1.000	123.893	123.893	0.000	30	0.735	0.764	0.777	0.509		238.105	32	0.535	847477409727640198	847477216592515592	847477216592515591	22	
1	C10H22O5	[M + H3N + H]+	C10H26NO5+	1.000	0.022	73.137	73.137	0.000	10	0.150	0.473	0.527	-0.310		240.180	32	0.536	847477406217007369	847477216873533980	847477216873533979	27	
1	C9H18N2O2	[M + Na]+	C9H18N2NaO2+	1.000	1.000	152.199	152.199	0.000	28	0.611	0.785	0.873	0.987		209.126	32	0.536	847477455005156769	847477216420549116	847477216420549115	19	
1	C8H12O3	[M + H3N + H]+	C8H16NO3+	1.000	0.333	157.822	154.692	3.131	26	0.833	6.488	6.488	0.403		174.113	32	0.538	847477406326059320	847477216714150416	847477216714150415	24	
1	C8H18O4	[M + H3N + H]+	C8H22NO4+	1.000	1.000	52.243	52.243	0.000	9	0.161	0.748	0.748	0.129		196.154	32	0.538	847477404711252141	847477216823202328	847477216823202327	26	
1	C13H25NO4	[M + H3N + H]+	C13H29N2O4+	1.000	0.333	166.900	166.900	0.000	34	0.668	0.614	0.657	-0.050		277.212	32	0.540	847477415947793661	847477216772870676	847477216772870675	25	
1	C6H3NO	[M + H3N + H]+	C6H7N2O+	0.907	0.297	50.272	50.272	0.000	6	0.309	5.663	5.663	2.403		123.056	32	0.541	847477405105516731	847477217041306152	847477217037111847	30	
1	C13H15N5	[M + Na]+	C13H15N5Na+	0.521	0.528	8.097	5.244	2.854	3	0.147	-0.695	5.292	-4.756		264.121	32	0.541	847477414395900940	847477216974197284	847477216970002979	29	
1	C9H14BFO	[M + H]+	C9H15BFO+	0.503	0.500	44.673	44.673	0.000	7	0.408	6.092	6.092	0.644		168.123	32	0.542	847477405457838278	847477217175523888	847477217171329583	32	
1	C10H22O6	[M + H3N + H]+	C10H26NO6+	1.000	1.000	76.225	76.225	0.000	22	0.309	0.887	0.990	0.355		256.176	33	0.548	847477427691846056	847477217112609324	847477217112609323	31	
1	C8H9F3O	[M + H3N + H]+	C8H13F3NO+	0.767	0.000	173.977	170.948	3.029	17	0.297	8.136	8.136	0.994		196.095	33	0.548	847477407852786070	847477217225855540	847477217221661235	33	
1	C12H23NO3	[M + H3N + H]+	C12H27N2O3+	1.000	0.333	250.741	250.741	0.000	37	0.638	0.671	0.682	0.024		247.202	33	0.549	847477416413361469	847477217322324540	847477217322324539	35	
1	C12H18O4	[M + H3N + H]+	C12H22NO4+	1.000	0.333	274.021	270.379	3.641	51	0.877	2.917	2.917	0.227		244.154	33	0.550	847477415058601131	847477217276187192	847477217276187191	34	
1	C9H12O3	[M + H3N + H]+	C9H16NO3+	1.000	0.333	245.595	242.350	3.245	35	0.706	6.665	6.665	0.807		186.113	33	0.551	847477408762950189	847477217427182148	847477217427182147	37	
1	C8H14O2	[M + H3N + H]+	C8H18NO2+	1.000	0.333	118.419	118.419	0.000	15	0.626	6.455	6.455	0.654		160.133	33	0.552	847477431991008382	847477217372656192	847477217372656191	36	
1	C11H21NO3	[M + H3N + H]+	C11H25N2O3+	0.999	0.333	126.795	123.375	3.420	18	0.535	1.270	2.443	-0.082		233.186	33	0.553	847477405743050972	847477217477513800	847477217473319495	38	
1	C8H12O3	[M - H2O + H]+	C8H11O2+	0.730	0.500	152.500	149.372	3.128	23	0.877	8.241	8.241	-129501.600		139.075	33	0.554	847477427473742212	847477216651235852	847477216651235851	23	
1	C9H16F3NO2	[M - H2O + H]+	C9H15F3NO+	0.287	0.282	79.640	76.395	3.245	17	0.236	4.525	5.993	-85718.573		210.110	33	0.556	847477453809779650	847477217527845452	847477217523651147	39	
1	C8H10O2	[M + H3N + H]+	C8H14NO2+	1.000	0.333	210.737	207.651	3.086	24	0.391	7.979	7.979	1.120		156.102	33	0.557	847477408377074205	847477217632703060	847477217632703059	41	
1	C10H14O3	[M - H2O + H]+	C10H13O2+	0.764	0.500	170.514	167.259	3.255	33	0.936	6.422	6.422	-109093.732		165.091	33	0.557	847477454539588874	847477217683034712	847477217683034711	42	
1	C14H30FNO3	[M - H2O + H]+	C14H29FNO2+	0.611	0.333	47.733	47.733	0.000	10	0.765	4.404	4.404	-68682.219		262.219	33	0.558	847477439020663331	847477217733366364	847477217733366363	43	
1	C12H16O4	[M + H3N + H]+	C12H20NO4+	1.000	0.333	281.126	277.580	3.547	51	0.840	3.320	3.320	-0.597		242.139	34	0.558	847477416769877338	847477217783698016	847477217779503711	44	
1	C10H16O3	[M + H3N + H]+	C10H20NO3+	1.000	0.333	239.003	235.689	3.314	49	0.921	4.363	4.363	0.594		202.144	34	0.559	847477418749589049	847477217834029668	847477217829835363	45	
1	C8H16NNaO3	[M - H2O + H]+	C8H15NNaO2+	0.433	0.286	14.625	14.625	0.000	5	0.093	0.876	0.920	-100003.654		180.099	34	0.561	847477416409167144	847477218475758236	847477218475758235	59	
1	C20H22N2O6	[M + Na]+	C20H22N2NaO6+	0.377	0.154	17.883	14.002	3.880	3	0.243	0.175	0.538	0.276		409.137	34	0.563	847477415889073370	847477218064716408	847477218064716407	50	
1	C20H20O4	[M + H3N + H]+	C20H24NO4+	0.404	0.333	95.436	91.572	3.864	29	0.901	-0.195	0.617	0.103		342.170	34	0.563	847477419814942416	847477217972441712	847477217972441711	48	
1	C20H19NO6	[M + H3N + H]+	C20H23N2O6+	0.993	0.333	104.898	101.048	3.850	30	0.870	0.398	0.445	0.380		387.155	34	0.563	847477426387417329	847477218018579060	847477218018579059	49	
1	C21H23N3O6	[M + H3N + H]+	C21H27N4O6+	0.393	0.269	22.511	20.276	2.234	3	0.114	0.148	0.197	0.462		431.193	34	0.563	847477429034023522	847477218110853756	847477218110853755	51	
1	C22H26N2O6	[M + H3N + H]+	C22H30N3O6+	1.000	0.333	107.843	104.062	3.781	12	0.587	0.139	0.474	0.620		432.213	34	0.563	847477428186773986	847477218156991104	847477218156991103	52	
1	C22H25N3O6	[M + H3N + H]+	C22H29N4O6+	0.347	0.331	14.669	12.211	2.458	1	0.552	11.994	11.994	0.245		445.208	34	0.563	847477439087772217	847477218203128452	847477218198934147	53	
1	C30H28N2O9	[M + H3N + H]+	C30H32N3O9+	1.000	0.333	103.822	97.055	6.767	31	0.830	0.279	0.685	0.941		578.214	34	0.563	847477457156835443	847477218253460104	847477218253460103	54	
1	C40H37N3O12	[M + H3N + H]+	C40H41N4O12+	0.996	0.333	73.412	73.412	0.000	29	0.768	0.324	1.016	0.950		769.272	34	0.563	847477457215555719	847477218299597452	847477218299597451	55	
1	C7H10O2	[M + H3N + H]+	C7H14NO2+	0.999	0.333	77.999	77.999	0.000	14	0.863	6.497	6.497	0.728		144.102	34	0.564	847477422725789605	847477217926304364	847477217926304363	47	
1	C11H16O4	[M + H3N + H]+	C11H20NO4+	0.922	0.333	245.955	245.955	0.000	31	0.399	2.333	2.333	0.328		230.139	34	0.565	847477430581721937	847477218568032932	847477218563838627	61	
1	C17H27NO4	[M + H3N + H]+	C17H31N2O4+	1.000	0.333	175.746	174.019	1.726	44	0.756	2.511	2.511	-1.540		327.227	34	0.569	847477428836891214	847477218345734800	847477218345734799	56	
1	C10H14O4	[M + H3N + H]+	C10H18NO4+	0.975	0.333	138.889	138.889	0.000	18	0.763	2.159	2.159	0.812		216.123	34	0.569	847477417952671135	847477216537989636	847477216533795331	21	
1	C10H17NO3	[M + Na]+	C10H17NNaO3+	0.596	0.636	24.032	20.658	3.374	4	0.220	3.123	3.123	0.477		222.110	34	0.570	847477416266560780	847477218387677844	847477218387677843	57	
1	C11H20F3NO3	[M - H2O + H]+	C11H19F3NO2+	0.291	0.308	28.015	24.549	3.466	14	0.767	0.729	5.238	-70869.132		254.136	34	0.571	847477418401461728	847477218433815192	847477218433815191	58	
1	C10H14O3	[M + H3N + H]+	C10H18NO3+	1.000	0.333	289.300	286.086	3.214	53	0.961	3.982	3.982	0.750		200.128	34	0.573	847477453511983991	847477218521895584	847477218521895583	60	
1	C11H14O3	[M + H3N + H]+	C11H18NO3+	1.000	0.333	220.301	216.790	3.511	41	0.920	4.745	4.745	0.566		212.128	34	0.574	847477427477936534	847477218664501932	847477218664501931	63	
1	C9H12O2	[M + H3N + H]+	C9H16NO2+	1.000	0.333	232.804	229.505	3.299	38	0.929	6.396	6.396	0.793		170.118	34	0.575	847477410595861235	847477218727416496	847477218727416495	64	
1	C9H14O3	[M + H3N + H]+	C9H18NO3+	1.000	0.333	159.536	156.219	3.317	26	0.894	4.686	4.686	0.532		188.128	35	0.576	847477453495206763	847477218823885496	847477218823885495	66	
1	C12H20F3NO3	[M - H2O + H]+	C12H19F3NO2+	0.454	0.245	38.220	35.161	3.059	10	0.208	2.604	3.028	-67673.586		266.136	35	0.576	847477455235843604	847477218777748148	847477218777748147	65	
1	C9H12O2	[M + H]+	C9H13O2+	0.991	0.500	174.128	174.128	0.000	33	0.919	7.654	7.654	0.744		153.091	35	0.578	847477431617715209	847477217573982800	847477217573982799	40	
1	C12H14O3	[M + H3N + H]+	C12H18NO3+	0.979	0.333	138.266	137.548	0.718	36	0.736	4.494	4.742	-9.057		224.126	35	0.579	847477433630981576	847477218618364584	847477218614170279	62	
1	C12H16N3O3	[M + H3N + H]+	C12H20N4O3+	0.913	0.264	53.604	50.792	2.813	12	0.706	0.597	3.866	-3.475		268.152	35	0.580	847477433777782251	847477218865828540	847477218865828539	67	
1	C8H12O2	[M + H3N + H]+	C8H16NO2+	1.000	0.333	89.048	85.848	3.200	14	0.922	7.767	7.767	0.663		158.118	35	0.581	847477415654192338	847477219000046280	847477219000046279	70	
1	C11H16O3	[M + H3N + H]+	C11H20NO3+	1.000	0.333	305.464	305.464	0.000	54	0.956	3.285	3.285	0.514		214.144	35	0.582	847477435279343581	847477218953908932	847477218953908931	69	
1	C30H44O12	[M + Na]+	C30H44NaO12+	1.000	0.988	17.754	13.970	3.784	1	0.784	-0.284	0.284	0.714		619.273	35	0.582	847477413162775412	847477219083932368	847477219083932367	72	
1	C12H17NO7S	[M + H3N + H]+	C12H21N2O7S+	0.928	0.308	27.711	26.178	1.533	4	0.271	1.490	4.840	-4.831		337.105	35	0.582	847477431596743668	847477219041989324	847477219041989323	71	
1	C11H18O3	[M + H3N + H]+	C11H22NO3+	1.000	0.333	247.128	243.707	3.421	50	0.911	2.967	2.967	0.879		216.160	35	0.586	847477436701212922	847477219213955804	847477219209761499	75	
1	C17H26O6	[M + H3N + H]+	C17H30NO6+	0.447	0.332	132.491	128.733	3.759	18	0.589	3.306	3.306	0.598		344.207	35	0.586	847477432074894486	847477217880167016	847477217880167015	46	
1	C8H12O2	[M + H]+	C8H13O2+	1.000	0.500	123.480	120.270	3.209	24	0.969	8.601	8.601	0.453		141.091	35	0.586	847477406317670697	847477219172012760	847477219167818455	74	
1	C11H21NO3	[M + Na]+	C11H21NNaO3+	1.000	1.000	141.529	141.529	0.000	36	0.747	0.723	0.777	0.654		238.142	35	0.587	847477407861174700	847477219125875412	847477219125875411	73	
1	C16H27NO3	[M + H3N + H]+	C16H31N2O3+	1.000	0.333	221.963	219.765	2.198	52	0.791	2.173	2.173	-0.165		299.233	35	0.588	847477414051967952	847477218911965888	847477218911965887	68	
1	C9H12O2	[M - H2O + H]+	C9H11O+	1.000	0.500	88.807	88.807	0.000	11	0.913	5.505	5.505	-133331.064		135.081	35	0.588	847477416501441860	847477219511751412	847477219511751411	81	
1	C15H22O6	[M + Na]+	C15H22NaO6+	0.628	0.752	8.858	5.196	3.662	1	0.028	0.563	0.564	-0.060		321.131	35	0.589	847477415050212503	847477219302036196	847477219302036195	77	
1	C13H19NO4	[M - H2O + H]+	C13H18NO3+	0.489	0.333	53.598	53.598	0.000	11	0.234	1.790	2.981	-76285.346		236.126	35	0.590	847477453377766177	847477219348173544	847477219348173543	78	
1	C11H14O2	[M + H3N + H]+	C11H18NO2+	1.000	0.333	250.430	247.032	3.398	41	0.893	5.866	5.866	0.483		196.133	35	0.590	847477407387218272	847477219255898848	847477219251704543	76	
1	C15H22O6	[M + H]+	C15H23O6+	0.780	0.500	174.195	170.402	3.793	38	0.877	5.463	5.463	-0.050		299.149	35	0.591	847477417956865454	847477219469808368	847477219436253935	80	
1	C8H14MgO3	[M - H2O + H]+	C8H13MgO2+	0.885	0.500	23.142	23.142	0.000	6	0.055	7.164	7.164	-109105.544		165.076	36	0.592	847477453230965436	847477219390116588	847477219390116587	79	
1	C14H19NO4	[M - H2O + H]+	C14H18NO3+	0.518	0.333	118.030	118.030	0.000	23	0.468	1.587	1.841	-72595.904		248.126	36	0.594	847477455080654287	847477219557888760	847477219553694455	82	
1	C12H16O3	[M + H3N + H]+	C12H20NO3+	1.000	0.333	259.262	256.228	3.034	45	0.852	3.937	3.937	-0.840		226.144	36	0.598	847477453491012440	847477219679523588	847477219679523587	85	
1	C18H29NO4	[M + H3N + H]+	C18H33N2O4+	1.000	0.333	173.392	169.864	3.528	46	0.899	2.590	2.590	-0.451		341.243	36	0.600	847477422692235152	847477219721466632	847477219717272327	86	
1	C11H21NO2	[M + H3N + H]+	C11H25N2O2+	1.000	0.333	147.619	144.215	3.404	22	0.382	5.802	5.802	0.394		217.191	36	0.601	847477410310648545	847477219767603980	847477219763409675	87	
1	C12H27NO3	[M + H]+	C12H28NO3+	0.587	0.500	54.316	50.843	3.473	16	0.854	6.655	6.655	0.042		234.206	36	0.602	847477412508463982	847477219809547024	847477219805352719	88	
1	C9H14O2	[M + H3N + H]+	C9H18NO2+	1.000	0.333	147.526	142.028	5.499	28	0.940	6.590	6.590	0.202		172.133	36	0.605	847477405516558547	847477219851490068	847477219851490067	89	
1	C12H16O2	[M + H3N + H]+	C12H20NO2+	1.000	0.333	253.995	250.830	3.165	46	0.850	4.677	4.677	0.308		210.149	36	0.608	847477429315041946	847477219977319200	847477219977319199	92	
1	C9H14O2	[M + H]+	C9H15O2+	1.000	0.500	116.928	116.928	0.000	21	0.989	8.284	8.284	0.476		155.107	37	0.609	847477417541629291	847477219935376156	847477219935376155	91	
1	C10H14O2	[M + H3N + H]+	C10H18NO2+	1.000	0.333	292.078	288.693	3.386	49	0.950	6.320	6.320	0.623		184.133	37	0.614	847477407655653748	847477220065399592	847477220065399591	94	
1	C10H19NO2	[M + Na]+	C10H19NNaO2+	0.976	0.984	111.175	108.173	3.002	17	0.514	4.484	4.484	1.444		208.131	37	0.614	847477408075084226	847477220019262244	847477220019262243	93	
1	C18H33NO6	[M + Na]+	C18H33NNaO6+	0.996	0.925	131.534	128.294	3.240	44	0.885	0.429	0.756	0.161		382.220	37	0.618	847477455139374565	847477220149285680	847477220149285679	96	
1	C12H17FN2O2	[M - H2O + H]+	C12H16FN2O+	0.509	0.333	88.893	88.893	0.000	37	0.715	4.073	4.322	-80725.012		223.123	37	0.619	847477454401176768	847477220191228724	847477220191228723	97	
1	C11H16O2	[M + H]+	C11H17O2+	1.000	0.500	306.128	306.128	0.000	49	0.978	5.398	5.398	0.131		181.122	37	0.620	847477434847330066	847477220434498380	847477220430304075	103	
1	C9H12O	[M + H3N + H]+	C9H16NO+	1.000	0.333	229.192	225.823	3.369	39	0.665	7.444	7.444	0.515		154.123	37	0.621	847477415939405036	847477220610659164	847477220602270555	107	
1	C9H14O2	[M - H2O + H]+	C9H13O+	1.000	0.500	104.016	101.414	2.601	23	0.923	7.869	7.869	-131371.101		137.096	37	0.624	847477413372490645	847477220350612292	847477220350612291	101	
1	C11H19NO2	[M + Na]+	C11H19NNaO2+	0.571	0.581	18.298	14.770	3.528	4	0.064	1.350	1.350	0.547		220.131	38	0.630	847477427024951632	847477220392555336	847477220392555335	102	
1	C18H28O2	[M + H3N + H]+	C18H32NO2+	1.000	0.333	102.700	102.700	0.000	27	0.706	0.695	0.695	-0.019		294.243	38	0.631	847477432922144085	847477220233171768	847477220233171767	98	
1	C11H16O2	[M + H3N + H]+	C11H20NO2+	1.000	0.333	316.956	313.709	3.247	54	0.937	4.260	4.260	0.528		198.149	38	0.631	847477407127171409	847477220472247120	847477220472247119	104	
1	C10H30N7O	[M - H2O + H]+	C10H29N7+	0.355	0.333	-4.212	-4.212	0.000	3	0.067	8.726	9.171	-72853.120		247.246	38	0.637	847477412311331661	847477220551938904	847477220547744599	106	
1	C18H30O6	[M + H3N + H]+	C18H34NO6+	1.000	0.333	189.704	186.651	3.053	33	0.730	0.736	1.962	-0.289		360.238	39	0.645	847477455143568891	847477220786819940	847477220786819939	109	
1	C18H28N3O4	[M + H3N + H]+	C18H32N4O4+	1.000	1.000	123.620	123.620	0.000	40	0.838	0.507	2.612	-2.409	DG(8:2_9:2)	368.241	39	0.646	847477422096643925	847477220107342636	847477220107342635	95	
1	C18H28O6	[M + H3N + H]+	C18H32NO6+	1.000	0.333	135.013	131.572	3.441	30	0.713	1.163	2.250	-0.012		358.222	39	0.651	847477430585916258	847477221105587068	847477221105587067	115	
1	C13H18O3	[M + H3N + H]+	C13H22NO3+	1.000	0.333	176.527	176.336	0.192	46	0.839	2.698	2.764	-7.662		240.158	39	0.653	847477430241983237	847477220841345896	847477220841345895	110	
1	C12H18	[M + H3N + H]+	C12H22N+	0.956	0.333	69.448	69.448	0.000	15	0.684	7.145	7.145	0.355		180.175	39	0.654	847477414391706631	847477220891677548	847477220891677547	111	
1	C13H27NO3	[M + H3N + H]+	C13H31N2O3+	0.994	0.500	84.539	81.681	2.858	22	0.731	5.568	5.568	0.269		263.233	39	0.654	847477429700917955	847477221000729460	847477221000729459	113	
1	C10H16O	[M - H2O + H]+	C10H15+	1.000	0.500	93.102	93.102	0.000	11	0.896	8.429	8.429	-133295.457		135.117	39	0.655	847477430581721933	847477221051061112	847477221051061111	114	
1	C18H31NO5	[M + Na]+	C18H31NNaO5+	0.995	0.995	147.017	143.481	3.536	51	0.955	0.762	0.893	-0.230		364.209	39	0.656	847477457295247516	847477221361439632	847477221361439631	120	
1	C14H28O3	[M + H3N + H]+	C14H32NO3+	0.731	0.500	45.074	45.074	0.000	10	0.773	0.663	0.663	0.113		262.238	40	0.659	847477425410144419	847477221202056068	847477221197861763	117	
1	C12H24O	[M + H3N + H]+	C12H28NO+	0.668	0.500	9.671	9.671	0.000	3	0.190	0.807	0.807	0.638		202.217	40	0.659	847477431848401994	847477221155918720	847477221155918719	116	
1	C18H26O4	[M + H3N + H]+	C18H30NO4+	1.000	0.333	245.712	242.013	3.700	51	0.864	2.007	2.007	-2.421		324.216	40	0.662	847477434952187686	847477221462102936	847477221462102935	122	
1	C18H31NO5	[M + Na]+	C18H31NNaO5+	1.000	1.000	127.131	127.131	0.000	35	0.718	0.417	0.476	-0.148		364.209	40	0.664	847477453197410991	847477219637580544	847477219637580543	84	
1	C13H28N4O3	[M + K]+	C13H28KN4O3+	0.757	0.843	121.681	121.681	0.000	34	0.721	0.285	0.544	-4.382		327.178	40	0.665	847477434042023467	847477221256582024	847477221252387719	118	
1	C18H28O3	[M + H3N + H]+	C18H32NO3+	1.000	0.333	141.940	141.940	0.000	36	0.792	0.458	0.465	-0.404		310.238	40	0.672	847477425405950092	847477220312863552	847477220308669247	100	
1	C18H33NO5	[M + Na]+	C18H33NNaO5+	1.000	1.000	152.879	152.879	0.000	37	0.780	-0.367	0.464	0.112		366.225	41	0.677	847477457152641116	847477219893433112	847477219893433111	90	
1	C18H26O3	[M + H3N + H]+	C18H30NO3+	1.000	0.333	238.109	238.109	0.000	31	0.628	-0.208	0.276	-1.169		308.222	41	0.678	847477423900194820	847477219599831804	847477219595637499	83	
1	C16H26O5	[M + H3N + H]+	C16H30NO5+	0.993	0.333	137.722	137.722	0.000	30	0.516	0.440	0.496	0.144		316.212	41	0.679	847477431840013341	847477221411771284	847477221411771283	121	
1	C18H24O3	[M + H3N + H]+	C18H28NO3+	1.000	0.333	238.265	235.502	2.763	52	0.725	1.715	1.780	-2.940		306.205	41	0.680	847477455974041400	847477221516628892	847477221516628891	123	
1	C18H28O5	[M + H3N + H]+	C18H32NO5+	1.000	0.333	298.792	296.294	2.498	54	0.902	3.656	3.656	0.118		342.228	41	0.680	847477426571966740	847477221571154848	847477221571154847	124	
1	C11H18O2	[M + H3N + H]+	C11H22NO2+	1.000	0.333	246.755	243.494	3.261	48	0.944	3.622	3.622	0.223		200.165	41	0.681	847477429298264718	847477221755704236	847477221751509931	127	
1	C16H24O2	[M + H3N + H]+	C16H28NO2+	1.000	0.333	279.674	275.845	3.829	52	0.713	2.772	2.772	-0.058		266.211	41	0.683	847477421190674188	847477221625680804	847477221625680803	125	
1	C18H35NO4	[M + Na]+	C18H35NNaO4+	1.000	1.000	155.737	155.737	0.000	35	0.724	-0.840	0.921	-0.296		352.246	41	0.687	847477431844207664	847477220509995860	847477220509995859	105	
1	C16H26O3	[M + H3N + H]+	C16H30NO3+	1.000	0.333	250.210	248.155	2.055	54	0.884	2.942	2.942	-0.212		284.222	41	0.688	847477435711356925	847477221701178280	847477221696983975	126	
1	C18H33NO5	[M + Na]+	C18H33NNaO5+	0.998	0.994	149.298	145.517	3.781	48	0.937	0.302	0.514	-0.011		366.225	42	0.692	847477456653518843	847477222032528320	847477222032528319	132	
1	C18H33NO4	[M + Na]+	C18H33NNaO4+	1.000	1.000	204.302	204.302	0.000	34	0.679	-0.111	0.307	-0.326		350.230	42	0.693	847477430053239534	847477220732293984	847477220732293983	108	
1	C18H26O2	[M + H3N + H]+	C18H30NO2+	1.000	0.333	111.142	111.142	0.000	22	0.663	0.153	0.213	-0.173		292.227	42	0.695	847477454136935500	847477220270920508	847477220270920507	99	
1	C16H26O4	[M + H3N + H]+	C16H30NO4+	1.000	0.333	311.350	307.666	3.684	52	0.861	2.512	2.512	-0.516		300.217	42	0.697	847477425414338726	847477221973808060	847477221973808059	131	
1	C14H20O2	[M + H3N + H]+	C14H24NO2+	1.000	0.333	333.399	330.225	3.174	53	0.874	2.276	2.276	-0.191		238.180	42	0.698	847477454183072905	847477221868950452	847477221868950451	129	
1	C16H22N6O2	[M + H3N + H]+	C16H26N7O2+	0.998	0.306	127.880	125.236	2.643	20	0.547	1.724	1.959	0.605		348.214	42	0.701	847477454485062879	847477221810230192	847477221810230191	128	
1	C18H33NO3	[M + O + H]+	C18H34NO4+	1.000	1.000	180.939	180.939	0.000	40	0.824	-0.111	0.307	-0.168	Cer(d9:1_9:1)	328.248	42	0.704	847477430778854265	847477220946203504	847477220946203503	112	
1	C18H24O2	[M + H3N + H]+	C18H28NO2+	1.000	0.333	289.341	285.390	3.951	56	0.883	1.924	1.924	-0.157		290.211	42	0.705	847477419680724640	847477221923476408	847477221923476407	130	
1	C18H32O5	[M + H3N + H]+	C18H36NO5+	1.000	0.333	323.854	319.990	3.863	55	0.952	2.132	2.132	0.348		346.259	42	0.706	847477415100544188	847477222087054276	847477222082859971	133	
1	C18H31NO3	[M + O + H]+	C18H32NO4+	1.000	1.000	289.644	285.943	3.701	57	0.987	1.319	1.321	-0.567	Cer(d9:2_9:1)	326.232	43	0.708	847477416480470338	847477222137385928	847477222137385927	134	
1	C20H37NO4	[M + H3N + H]+	C20H41N2O4+	1.000	0.333	144.829	144.829	0.000	32	0.703	-1.130	1.130	-0.574		373.306	44	0.731	847477435195457450	847477221306913676	847477221306913675	119	
