cluster index	parent mass	RTMean	ATTRIBUTE_treatment:GNPSGROUP:nan	ATTRIBUTE_treatment:GNPSGROUP:mock	ATTRIBUTE_treatment:GNPSGROUP:untreated	ATTRIBUTE_treatment:GNPSGROUP:PET	ATTRIBUTE_phase:GNPSGROUP:inf_1	ATTRIBUTE_phase:GNPSGROUP:inf_2	ATTRIBUTE_sample_name:GNPSGROUP:blank_inf_1	ATTRIBUTE_sample_name:GNPSGROUP:blank_inf_2	ATTRIBUTE_sample_name:GNPSGROUP:mock_inf_1	ATTRIBUTE_sample_name:GNPSGROUP:mock_inf_2	ATTRIBUTE_sample_name:GNPSGROUP:untreated_inf_1	ATTRIBUTE_sample_name:GNPSGROUP:untreated_inf_2	ATTRIBUTE_sample_name:GNPSGROUP:PET_inf_1	ATTRIBUTE_sample_name:GNPSGROUP:PET_inf_2
36	132.89891451002916	0.53842354	0	140641.2	867485.4	0	0.0	672084.4	0.0	0.0	0.0	281282.4	0.0	1734970.8	0	0
37	166.83446813290024	0.52228886	0	145906.9	373557.9	0	0.0	346309.8666666667	0.0	0.0	0.0	291813.8	0.0	747115.8	0	0
38	351.9520704011218	0.5114655	0	1616403.0	1427123.0	0	1561861.4000000001	1498532.4666666668	1615836.8	1478292.8	1843845.4	1388960.6	1225902.0	1628344.0	0	0
39	234.81912036366012	0.53534555	0	0.0	228433.92	0	152289.28	155993.34333333335	0.0	467980.03	0.0	0.0	456867.84	0.0	0	0
40	165.83624744436102	0.5267666	0	748818.05	2774561.7	0	457090.39999999997	2289163.7	0.0	1192002.8	0.0	1497636.1	1371271.2	4177852.2	0	0
41	228.12331110707257	0.5268009	0	366337.8	119061.14	0	0.0	323599.29333333333	0.0	0.0	0.0	732675.6	0.0	238122.28	0	0
42	217.8647743679774	0.5515351	0	328334.53	125973.29	0	478141.85333333333	83982.19333333333	777756.5	0.0	656669.06	0.0	0.0	251946.58	0	0
43	215.8677284764764	0.53333646	0	736085.865	348593.19	0	836768.7666666666	384709.60333333333	1090027.5	405049.5	1074755.2	397416.53	345523.6	351662.78	0	0
44	240.1233910529236	0.5317444	0	830815.7	319114.47	0	0.0	920647.82	0.0	462083.12	0.0	1661631.4	0.0	638228.94	0	0
45	346.9546231723678	0.54815173	0	739499.75	197962.81	0	0.0	624975.04	0.0	0.0	0.0	1478999.5	0.0	395925.62	0	0
46	125.09582847072164	0.54985905	0	269752.5	0.0	0	0.0	179835.0	0.0	0.0	0.0	539505.0	0.0	0.0	0	0
47	172.09682496314716	0.55313236	0	2575672.0	410170.85	0	0.0	2192027.586666667	0.0	604397.06	0.0	5151344.0	0.0	820341.7	0	0
48	167.03387679173903	0.554746	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
49	190.05005618765247	0.554746	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
50	170.8321747487654	0.5584056	0	1366031.1	1254996.3	0	1350563.4666666666	1192272.8666666667	1210779.2	1175675.0	1534228.2	1197834.0	1306683.0	1203309.6	0	0
51	363.9778117163886	0.55977106	0	227585.69	0.0	0	295816.76	0.0	432278.9	0.0	455171.38	0.0	0.0	0.0	0	0
52	198.1127338966793	0.5675479	0	488365.44	0.0	0	91343.46	234233.5	0.0	0.0	274030.38	702700.5	0.0	0.0	0	0
53	305.0121718516479	0.5608673	0	343296.47	0.0	0	0.0	228864.31333333332	0.0	0.0	0.0	686592.94	0.0	0.0	0	0
54	186.11259412150653	0.56007206	0	11025444.53	2231176.19	0	561502.8533333334	9533502.666666666	270876.62	3500898.5	899321.06	21151568.0	514310.88	3948041.5	0	0
55	172.82930856096934	0.56948805	0	812795.47	744776.6699999999	0	854314.6266666666	699542.9666666667	848527.94	697900.56	917357.0	708233.94	797058.94	692494.4	0	0
56	168.8351753565592	0.5709224	0	907316.8999999999	789980.7	0	875782.1	791131.15	802431.3	803713.25	1020316.7	794317.1	804598.3	775363.1	0	0
57	361.98105534792296	0.5713314	0	355149.75	0.0	0	439750.73333333334	0.0	608952.7	0.0	710299.5	0.0	0.0	0.0	0	0
58	286.0384010060572	0.5719506	0	1004671.05	0.0	0	0.0	669780.7000000001	0.0	0.0	0.0	2009342.1	0.0	0.0	0	0
59	200.1283942622268	0.60121864	0	1511991.3699999999	200375.81	0	96704.31333333334	1147514.2666666666	0.0	307921.38	290112.94	2733869.8	0.0	400751.62	0	0
60	212.12849015562097	0.5864004	0	543283.55	115461.54	0	0.0	439163.39333333337	0.0	0.0	0.0	1086567.1	0.0	230923.08	0	0
61	333.11070444668286	0.58517146	0	598675.7	274204.97	0	581920.4466666667	0.0	0.0	0.0	1197351.4	0.0	548409.94	0.0	0	0
62	297.13389123150324	0.58915406	0	830798.4	756611.1	0	1058273.0	0.0	0.0	0.0	1661596.8	0.0	1513222.2	0.0	0	0
63	343.1394289594718	0.5897465	0	1285485.4	1147788.75	0	1721777.0666666664	0.0	298782.9	0.0	2570970.8	0.0	2295577.5	0.0	0	0
64	214.1441575614981	0.59868217	0	1506845.46	213090.64	0	115471.23999999999	1162370.336666667	0.0	393652.53	346413.72	2667277.2	0.0	426181.28	0	0
65	394.1996233817956	0.6105408	0	252943.985	0.0	0	168629.32333333333	0.0	0.0	0.0	505887.97	0.0	0.0	0.0	0	0
66	228.15980300466185	0.62716734	0	599865.31	0.0	0	84546.54	315363.6666666667	0.0	0.0	253639.62	946091.0	0.0	0.0	0	0
67	209.0845800027936	0.6331281	0	248997.81	0.0	0	165998.54	0.0	0.0	0.0	497995.62	0.0	0.0	0.0	0	0
68	362.2094441084545	0.6510184	0	769066.3	156315.53	0	723253.1666666666	0.0	318995.84	0.0	1538132.6	0.0	312631.06	0.0	0	0
69	404.2284989958901	0.65291584	0	550263.7	299273.4	0	566358.0666666667	0.0	0.0	0.0	1100527.4	0.0	598546.8	0.0	0	0
70	346.22327824337685	0.65537417	0	607563.25	292516.875	0	600053.4166666666	0.0	0.0	0.0	1215126.5	0.0	585033.75	0.0	0	0
71	378.20476658906136	0.65291584	0	607868.2	166716.67	0	516389.91333333333	0.0	0.0	0.0	1215736.4	0.0	333433.34	0.0	0	0
72	358.2235551200029	0.6910971	0	346691.44	0.0	0	112652.16666666667	118475.46	0.0	0.0	337956.5	355426.38	0.0	0.0	0	0
73	388.23393240330114	0.6773265	0	1522588.0	811731.5	0	1729138.4066666665	0.0	518776.22	0.0	3045176.0	0.0	1623463.0	0.0	0	0
74	328.21249356991075	0.6930312	0	528111.4	199482.25	0	485062.43333333335	0.0	0.0	0.0	1056222.8	0.0	398964.5	0.0	0	0
75	169.086003983187	0.6963039	0	180323.14	0.0	0	0.0	120215.42666666668	0.0	0.0	0.0	360646.28	0.0	0.0	0	0
76	314.19699803487947	0.6963039	0	183202.015	0.0	0	0.0	122134.67666666668	0.0	0.0	0.0	366404.03	0.0	0.0	0	0
77	386.2182421699586	0.71465814	0	785805.2	253059.25	0	692576.2999999999	0.0	0.0	0.0	1571610.4	0.0	506118.5	0.0	0	0
78	322.2019982733227	0.75196826	0	389246.22	143680.125	0	355284.23	0.0	0.0	0.0	778492.44	0.0	287360.25	0.0	0	0
79	340.21253800484067	0.7339362	0	581417.9	175302.56	0	504480.30666666664	0.0	0.0	0.0	1162835.8	0.0	350605.12	0.0	0	0
80	344.2077178919458	0.71465814	0	436815.05	195103.375	0	421278.95	0.0	0.0	0.0	873630.1	0.0	390206.75	0.0	0	0
81	360.1941041333242	0.7246754	0	351666.35	0.0	0	234444.2333333333	0.0	0.0	0.0	703332.7	0.0	0.0	0.0	0	0
82	376.1890848509727	0.7246754	0	536112.0	0.0	0	357408.0	0.0	0.0	0.0	1072224.0	0.0	0.0	0.0	0	0
83	377.27336440271387	0.7246754	0	425596.0	0.0	0	283730.6666666667	0.0	0.0	0.0	851192.0	0.0	0.0	0.0	0	0
84	393.25985977823785	0.7246754	0	334850.125	0.0	0	223233.41666666666	0.0	0.0	0.0	669700.25	0.0	0.0	0.0	0	0
85	396.2152119045615	0.7246754	0	278619.47	0.0	0	185746.31333333332	0.0	0.0	0.0	557238.94	0.0	0.0	0.0	0	0
86	403.2079589084716	0.71465814	0	500103.75	130315.805	0	420279.7033333333	0.0	0.0	0.0	1000207.5	0.0	260631.61	0.0	0	0
87	376.2703524355716	0.72500396	0	1937502.5	415101.25	0	1682756.9266666668	0.0	343063.28	0.0	3875005.0	0.0	830202.5	0.0	0	0
88	370.2233376537462	0.7321615	0	856921.2	447829.65	0	1012811.5566666666	0.0	428932.97	0.0	1713842.4	0.0	895659.3	0.0	0	0
89	404.2646467728646	0.73386633	0	264841.78	288782.125	0	369082.60333333333	0.0	0.0	0.0	529683.56	0.0	577564.25	0.0	0	0
90	324.2176254613421	0.7339362	0	447974.875	211601.39	0	439717.51	0.0	0.0	0.0	895949.75	0.0	423202.78	0.0	0	0
91	354.22837975915775	0.73949444	0	308848.05	168916.17	0	318509.48	0.0	0.0	0.0	617696.1	0.0	337832.34	0.0	0	0
92	388.2703040460264	0.7324492	0	0.0	186855.89	0	124570.59333333334	0.0	0.0	0.0	0.0	0.0	373711.78	0.0	0	0
93	358.2598246765402	0.7458886	0	1561377.1	664554.4	0	1697956.7666666666	0.0	642007.3	0.0	3122754.2	0.0	1329108.8	0.0	0	0
94	374.2545171269192	0.7633556	0	8949029.0	3904964.5	0	9208090.6	0.0	1916284.8	0.0	17898058.0	0.0	7809929.0	0.0	0	0
95	364.2258258879783	0.76806957	0	2486404.25	584487.9	0	2191159.533333333	0.0	431694.3	0.0	4972808.5	0.0	1168975.8	0.0	0	0
96	280.19143507922	0.7750484	0	391534.97	148199.67	0	359823.0933333333	0.0	0.0	0.0	783069.94	0.0	296399.34	0.0	0	0
97	391.1998572109981	0.7708355	0	342265.85	0.0	0	228177.2333333333	0.0	0.0	0.0	684531.7	0.0	0.0	0.0	0	0
98	326.23322160423686	0.7750484	0	356305.9	212628.9	0	379289.8666666667	0.0	0.0	0.0	712611.8	0.0	425257.8	0.0	0	0
99	375.2580644529323	0.76806957	0	1899206.0	814474.6	0	1940302.6066666667	0.0	393546.62	0.0	3798412.0	0.0	1628949.2	0.0	0	0
100	390.2494501044098	0.81275195	0	4788998.5	2513880.0	0	5076694.083333333	0.0	624325.25	0.0	9577997.0	0.0	5027760.0	0.0	0	0
101	407.2390464820535	0.813795	0	551837.1	246060.42	0	531931.68	0.0	0.0	0.0	1103674.2	0.0	492120.84	0.0	0	0
102	380.2204709560336	0.81393456	0	1714180.4	483561.6	0	1465161.3333333333	0.0	0.0	0.0	3428360.8	0.0	967123.2	0.0	0	0
103	172.82941833655224	0.8250289	0	427602.865	424347.0	0	533905.2766666667	365835.49666666664	719832.25	275490.34	535064.7	320141.03	346818.88	501875.12	0	0
104	168.83522846768273	0.8114608	0	471458.36	450142.13	0	585729.6866666666	373573.93	761412.9	273296.97	593956.1	348960.62	401820.06	498464.2	0	0
105	219.84479277266908	0.82170963	0	0.0	0.0	0	161034.04	0.0	483102.12	0.0	0.0	0.0	0.0	0.0	0	0
106	170.83222325369653	0.81169826	0	748757.6499999999	668752.525	0	884873.9500000001	581223.1666666666	1141579.0	421692.0	935559.1	561956.2	577483.75	760021.3	0	0
107	346.21468325022573	0.82339424	0	1294679.25	313724.375	0	1231977.0433333332	0.0	479123.88	0.0	2589358.5	0.0	627448.75	0.0	0	0
108	401.2286090393952	0.8453635	0	281140.72	141986.85	0	282085.04666666663	0.0	0.0	0.0	562281.44	0.0	283973.7	0.0	0	0
109	356.2440673932608	0.829513	0	6088823.0	2396686.75	0	6327831.899999999	0.0	2012476.2	0.0	12177646.0	0.0	4793373.5	0.0	0	0
110	342.22816288250215	0.8323336	0	1977344.6	343544.7	0	983959.7999999999	563299.7333333333	0.0	0.0	2264790.0	1689899.2	687089.4	0.0	0	0
111	125.87187438377228	0.8331616	0	0.0	0.0	0	141216.08333333334	0.0	423648.25	0.0	0.0	0.0	0.0	0.0	0	0
112	160.8409736629776	0.8331616	0	0.0	0.0	0	215256.2666666667	0.0	645768.8	0.0	0.0	0.0	0.0	0.0	0	0
113	162.83797229776133	0.8185932	0	240502.9	0.0	0	379078.06666666665	0.0	656228.4	0.0	481005.8	0.0	0.0	0.0	0	0
114	205.8390335909829	0.7774529	0	273223.1	156500.08	0	372746.8	104333.38666666666	571794.2	0.0	546446.2	0.0	0.0	313000.16	0	0
115	207.8360518446168	0.7914875	0	256949.265	162295.53	0	360558.5933333333	108197.02	567777.25	0.0	513898.53	0.0	0.0	324591.06	0	0
116	215.8678022493277	0.8185932	0	196220.67	0.0	0	387136.28	0.0	768967.5	0.0	392441.34	0.0	0.0	0.0	0	0
117	361.98115913103936	0.8331616	0	0.0	0.0	0	216325.33333333334	0.0	648976.0	0.0	0.0	0.0	0.0	0.0	0	0
118	363.9779563460245	0.8331616	0	0.0	0.0	0	156767.76	0.0	470303.28	0.0	0.0	0.0	0.0	0.0	0	0
119	372.0098149754269	0.8331616	0	0.0	0.0	0	127802.36666666665	0.0	383407.1	0.0	0.0	0.0	0.0	0.0	0	0
120	481.1086330452209	0.83479834	0	274954.03	0.0	0	295783.76	0.0	337443.22	0.0	549908.06	0.0	0.0	0.0	0	0
121	343.23156192396	0.83148354	0	419467.31	0.0	0	168005.18666666668	111639.68666666666	0.0	0.0	504015.56	334919.06	0.0	0.0	0	0
122	372.2388899232886	0.85925967	0	5429132.5	2597598.5	0	5771401.033333334	0.0	1260741.1	0.0	10858265.0	0.0	5195197.0	0.0	0	0
123	362.2099914796319	0.86042804	0	1764464.75	429310.28	0	1568852.1533333333	0.0	319006.4	0.0	3528929.5	0.0	858620.56	0.0	0	0
124	373.2432533463356	0.8682435	0	983636.6	478416.78	0	974702.2533333333	0.0	0.0	0.0	1967273.2	0.0	956833.56	0.0	0	0
125	364.2072408131244	0.8722205	0	547774.45	149397.56	0	464781.34	0.0	0.0	0.0	1095548.9	0.0	298795.12	0.0	0	0
126	543.3652695969884	0.871491	0	244937.875	0.0	0	163291.91666666666	0.0	0.0	0.0	489875.75	0.0	0.0	0.0	0	0
127	389.2283555899167	0.883358	0	647230.8	262884.3	0	606743.4	0.0	0.0	0.0	1294461.6	0.0	525768.6	0.0	0	0
128	290.2122675323976	0.884959	0	452438.28	175794.06	0	418821.56000000006	0.0	0.0	0.0	904876.56	0.0	351588.12	0.0	0	0
129	265.1477558159771	0.9288542	0	0.0	0.0	0	200191.69999999998	0.0	600575.1	0.0	0.0	0.0	0.0	0.0	0	0
130	360.2753812711779	0.9395258	0	2305271.5	838741.25	0	2335815.6333333333	0.0	719421.4	0.0	4610543.0	0.0	1677482.5	0.0	0	0
131	350.2464251147032	0.9406468	0	565820.5	0.0	0	377213.6666666667	0.0	0.0	0.0	1131641.0	0.0	0.0	0.0	0	0
132	361.2787550787167	0.9361857	0	470638.6	175043.485	0	430454.7233333333	0.0	0.0	0.0	941277.2	0.0	350086.97	0.0	0	0
133	377.2742599728638	0.99206764	0	288682.55	352956.875	0	427759.6166666667	0.0	0.0	0.0	577365.1	0.0	705913.75	0.0	0	0
134	366.2412699007974	0.98100835	0	487799.0	225605.19	0	475602.7933333333	0.0	0.0	0.0	975598.0	0.0	451210.38	0.0	0	0
135	376.27017745699726	0.98709315	0	1678600.25	1710514.25	0	2425548.3733333335	0.0	498416.12	0.0	3357200.5	0.0	3421028.5	0.0	0	0
136	330.2281947047516	0.98799926	0	387977.8	394640.95	0	608415.37	0.0	260008.61	0.0	775955.6	0.0	789281.9	0.0	0	0
137	557.3806881890401	0.9961714	0	190994.75	0.0	0	127329.83333333333	0.0	0.0	0.0	381989.5	0.0	0.0	0.0	0	0
138	459.2022373525388	1.0173892	0	122365.945	181831.375	0	202798.21333333335	0.0	0.0	0.0	244731.89	0.0	363662.75	0.0	0	0
139	570.1196893751825	1.0177326	0	0.0	200677.69	0	133785.12666666668	0.0	0.0	0.0	0.0	0.0	401355.38	0.0	0	0
140	311.2222823910661	1.0154028	0	380478.03	154720.47	0	356799.0	0.0	0.0	0.0	760956.06	0.0	309440.94	0.0	0	0
141	513.1218177428029	1.0177326	0	0.0	189352.58	0	126235.05333333333	0.0	0.0	0.0	0.0	0.0	378705.16	0.0	0	0
142	308.22276935850886	1.0282528	0	4374725.0	1719662.75	0	4411021.866666666	0.0	1044290.1	0.0	8749450.0	0.0	3439325.5	0.0	0	0
143	371.2184014357026	1.0293032	0	1130793.1	224080.36	0	1034869.4333333332	0.0	394861.38	0.0	2261586.2	0.0	448160.72	0.0	0	0
144	344.1993728830032	1.0314983	0	1418175.0	266940.7	0	1282933.9	0.0	478570.3	0.0	2836350.0	0.0	533881.4	0.0	0	0
145	354.2284121886205	1.0314983	0	2945830.5	963803.1	0	2841999.8166666664	0.0	706732.25	0.0	5891661.0	0.0	1927606.2	0.0	0	0
146	239.12824252377663	1.0238049	0	208494.485	220600.125	0	395578.3666666667	0.0	328545.88	0.0	416988.97	0.0	441200.25	0.0	0	0
147	374.25455602550073	1.034531	0	2948097.0	1311199.75	0	3058834.6466666665	0.0	657910.44	0.0	5896194.0	0.0	2622399.5	0.0	0	0
148	375.2584651010968	1.0378611	0	591149.45	260650.42	0	567866.58	0.0	0.0	0.0	1182298.9	0.0	521300.84	0.0	0	0
149	525.3542300574153	1.0429357	0	212089.39	0.0	0	141392.92666666667	0.0	0.0	0.0	424178.78	0.0	0.0	0.0	0	0
150	586.4143455440376	1.0429357	0	244820.8	0.0	0	163213.86666666667	0.0	0.0	0.0	489641.6	0.0	0.0	0.0	0	0
151	348.2304549360689	1.0654896	0	330618.9	0.0	0	220412.6	0.0	0.0	0.0	661237.8	0.0	0.0	0.0	0	0
152	359.2630664306637	1.0699837	0	371622.35	204257.42	0	383919.8466666667	0.0	0.0	0.0	743244.7	0.0	408514.84	0.0	0	0
153	364.22581698713685	1.0632359	0	618215.7	149508.61	0	511816.2066666666	0.0	0.0	0.0	1236431.4	0.0	299017.22	0.0	0	0
154	529.3859445425506	1.0654896	0	292323.47	0.0	0	194882.31333333332	0.0	0.0	0.0	584646.94	0.0	0.0	0.0	0	0
155	546.3760758124665	1.0654896	0	183179.485	0.0	0	122119.65666666666	0.0	0.0	0.0	366358.97	0.0	0.0	0.0	0	0
156	358.25969271674984	1.0722535	0	1752189.4	904825.8	0	2034380.2	0.0	789110.2	0.0	3504378.8	0.0	1809651.6	0.0	0	0
157	515.3699517539607	1.1110764	0	0.0	0.0	0	138563.88666666666	0.0	415691.66	0.0	0.0	0.0	0.0	0.0	0	0
158	547.3518128898972	1.1127894	0	177658.75	0.0	0	118439.16666666667	0.0	0.0	0.0	355317.5	0.0	0.0	0.0	0	0
159	574.3707726734783	1.1127894	0	337721.6	0.0	0	225147.7333333333	0.0	0.0	0.0	675443.2	0.0	0.0	0.0	0	0
160	511.3748478789964	1.1406621	0	187107.735	0.0	0	124738.48999999999	0.0	0.0	0.0	374215.47	0.0	0.0	0.0	0	0
161	356.2441982308057	1.1129824	0	409826.05	379333.875	0	650394.1566666666	0.0	372862.62	0.0	819652.1	0.0	758667.75	0.0	0	0
162	225.89667878011647	1.1574467	0	0.0	0.0	0	104796.96666666667	0.0	314390.9	0.0	0.0	0.0	0.0	0.0	0	0
163	470.34841989163823	1.2002221	0	174580.235	0.0	0	116386.82333333332	0.0	0.0	0.0	349160.47	0.0	0.0	0.0	0	0
164	312.25409608874423	1.2236344	0	175103.25	0.0	0	116735.5	0.0	0.0	0.0	350206.5	0.0	0.0	0.0	0	0
165	342.26460310801303	1.2334555	0	187542.765	142242.64	0	219856.93666666668	0.0	0.0	0.0	375085.53	0.0	284485.28	0.0	0	0
166	571.3964377377557	1.2412472	0	174883.42	140377.515	0	210173.9566666667	0.0	0.0	0.0	349766.84	0.0	280755.03	0.0	0	0
167	588.3866578361985	1.2236344	0	328590.45	0.0	0	219060.30000000002	0.0	0.0	0.0	657180.9	0.0	0.0	0.0	0	0
168	546.3759001139919	1.2237087	0	0.0	0.0	0	535142.3666666667	0.0	1605427.1	0.0	0.0	0.0	0.0	0.0	0	0
169	519.3568749991796	1.2288547	0	0.0	0.0	0	211491.7666666667	0.0	634475.3	0.0	0.0	0.0	0.0	0.0	0	0
170	529.3856808117823	1.2408983	0	0.0	0.0	0	946819.8333333334	0.0	2840459.5	0.0	0.0	0.0	0.0	0.0	0	0
171	396.1843908196559	1.2923884	0	125217.415	175968.03	0	200790.29666666666	0.0	0.0	0.0	250434.83	0.0	351936.06	0.0	0	0
172	385.2341076239836	1.3111467	0	135722.03	176110.75	0	207888.52000000002	0.0	0.0	0.0	271444.06	0.0	352221.5	0.0	0	0
173	375.2487928254401	1.294329	0	393755.22	196130.53	0	393257.1666666667	0.0	0.0	0.0	787510.44	0.0	392261.06	0.0	0	0
174	324.2177142562724	1.2951818	0	185610.56	0.0	0	123740.37333333334	0.0	0.0	0.0	371221.12	0.0	0.0	0.0	0	0
175	309.20672804317155	1.2979655	0	379585.55	146207.61	0	350528.77333333326	0.0	0.0	0.0	759171.1	0.0	292415.22	0.0	0	0
176	358.25968021196104	1.3085091	0	11531047.0	9521966.0	0	15974856.833333334	0.0	5818544.5	0.0	23062094.0	0.0	19043932.0	0.0	0	0
