cluster index	parent mass	RTMean	ATTRIBUTE_treatment:GNPSGROUP:nan	ATTRIBUTE_treatment:GNPSGROUP:mock	ATTRIBUTE_treatment:GNPSGROUP:untreated	ATTRIBUTE_treatment:GNPSGROUP:PET	ATTRIBUTE_phase:GNPSGROUP:inf_1	ATTRIBUTE_phase:GNPSGROUP:inf_2	ATTRIBUTE_sample_name:GNPSGROUP:blank_inf_1	ATTRIBUTE_sample_name:GNPSGROUP:blank_inf_2	ATTRIBUTE_sample_name:GNPSGROUP:mock_inf_1	ATTRIBUTE_sample_name:GNPSGROUP:mock_inf_2	ATTRIBUTE_sample_name:GNPSGROUP:untreated_inf_1	ATTRIBUTE_sample_name:GNPSGROUP:untreated_inf_2	ATTRIBUTE_sample_name:GNPSGROUP:PET_inf_1	ATTRIBUTE_sample_name:GNPSGROUP:PET_inf_2
177	348.23082033365984	1.3096409	0	3649114.5	1480480.4	0	3848041.533333333	0.0	1284934.8	0.0	7298229.0	0.0	2960960.8	0.0	0	0
178	235.925496666858	1.3247542	0	220663.265	0.0	0	238143.91	0.0	273105.2	0.0	441326.53	0.0	0.0	0.0	0	0
179	590.4457375562057	1.3205321	0	223517.94	116784.905	0	226868.56333333332	0.0	0.0	0.0	447035.88	0.0	233569.81	0.0	0	0
180	604.4615924770048	1.3175796	0	165255.67	0.0	0	110170.44666666667	0.0	0.0	0.0	330511.34	0.0	0.0	0.0	0	0
181	351.2311859358322	1.328817	0	245369.06	0.0	0	163579.37333333332	0.0	0.0	0.0	490738.12	0.0	0.0	0.0	0	0
182	374.2907560271776	1.328817	0	155664.03	0.0	0	103776.02	0.0	0.0	0.0	311328.06	0.0	0.0	0.0	0	0
183	484.36399512000446	1.328817	0	780015.3	0.0	0	520010.2	0.0	0.0	0.0	1560030.6	0.0	0.0	0.0	0	0
184	493.1532579881768	1.328817	0	212310.125	0.0	0	141540.08333333334	0.0	0.0	0.0	424620.25	0.0	0.0	0.0	0	0
185	294.243331498158	1.3335538	0	335774.28	234916.94	0	380460.8133333333	0.0	0.0	0.0	671548.56	0.0	469833.88	0.0	0	0
186	412.1791938597016	1.3382906	0	0.0	221653.89	0	147769.26	0.0	0.0	0.0	0.0	0.0	443307.78	0.0	0	0
187	390.24971697285446	1.3400877	0	166505.7	0.0	0	111003.8	0.0	0.0	0.0	333011.4	0.0	0.0	0.0	0	0
188	172.82941045788036	1.2994909	0	149136.95	127055.1	0	225734.45666666667	84703.40000000001	378929.47	0.0	298273.9	0.0	0.0	254110.2	0	0
189	389.2155147842364	1.3770108	0	643589.8	117110.49	0	507133.5266666667	0.0	0.0	0.0	1287179.6	0.0	234220.98	0.0	0	0
190	497.3595900386507	1.4990116	0	237219.33	0.0	0	158146.22	0.0	0.0	0.0	474438.66	0.0	0.0	0.0	0	0
191	378.2415670959847	1.5455606	0	330684.25	143145.235	0	315886.3233333333	0.0	0.0	0.0	661368.5	0.0	286290.47	0.0	0	0
192	395.23158398710063	1.5490925	0	164378.89	0.0	0	109585.92666666668	0.0	0.0	0.0	328757.78	0.0	0.0	0.0	0	0
193	405.2604090720898	1.5490925	0	378514.47	0.0	0	252342.97999999998	0.0	0.0	0.0	757028.94	0.0	0.0	0.0	0	0
194	422.2507168905215	1.5490925	0	190590.56	0.0	0	127060.37333333334	0.0	0.0	0.0	381181.12	0.0	0.0	0.0	0	0
195	221.15407633226744	1.6027515	0	0.0	233451.58	0	155634.38666666666	0.0	0.0	0.0	0.0	0.0	466903.16	0.0	0	0
196	403.2310707419795	1.657423	0	176043.85	0.0	0	117362.56666666667	0.0	0.0	0.0	352087.7	0.0	0.0	0.0	0	0
197	511.3750362602444	1.7194084	0	572351.5	248113.28	0	546976.52	0.0	0.0	0.0	1144703.0	0.0	496226.56	0.0	0	0
198	528.3656431005081	1.7219955	0	315678.97	0.0	0	210452.64666666664	0.0	0.0	0.0	631357.94	0.0	0.0	0.0	0	0
199	328.0981693003979	1.7618765	0	263909.25	0.0	0	175939.5	0.0	0.0	0.0	527818.5	0.0	0.0	0.0	0	0
200	295.22755069183296	1.8166113	0	273480.97	146660.44	0	361650.8933333333	0.0	244669.86	0.0	546961.94	0.0	293320.88	0.0	0	0
201	701.4971595950933	2.163629	0	151027.985	234598.985	0	257084.64666666664	0.0	0.0	0.0	302055.97	0.0	469197.97	0.0	0	0
202	685.5021821800891	2.163629	0	136282.08	175372.875	0	207769.96999999997	0.0	0.0	0.0	272564.16	0.0	350745.75	0.0	0	0
203	297.2431753556417	2.330882	0	207465.15	158085.515	0	336886.87666666665	0.0	279559.3	0.0	414930.3	0.0	316171.03	0.0	0	0
204	431.2622361009194	2.3402045	0	118442.115	0.0	0	180251.89	0.0	303871.44	0.0	236884.23	0.0	0.0	0.0	0	0
205	457.2781281526151	2.3511086	0	300933.65	163357.86	0	572834.9066666666	0.0	789921.7	0.0	601867.3	0.0	326715.72	0.0	0	0
206	684.482746039675	2.3559973	0	162399.05	0.0	0	108266.03333333333	0.0	0.0	0.0	324798.1	0.0	0.0	0.0	0	0
207	520.2734947348358	2.3576608	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
208	356.12971116390065	2.4920106	0	295155.15	0.0	0	273914.3066666667	0.0	231432.62	0.0	590310.3	0.0	0.0	0.0	0	0
209	445.27802453018	2.596619	0	335592.28	117230.55	0	434177.16666666674	0.0	396885.84	0.0	671184.56	0.0	234461.1	0.0	0	0
210	457.27813404401854	2.597039	0	225966.55	0.0	0	236627.25666666668	0.0	257948.67	0.0	451933.1	0.0	0.0	0.0	0	0
211	297.24299907311587	2.8768356	0	304669.95	303632.3	0	535261.2933333333	0.0	389179.38	0.0	609339.9	0.0	607264.6	0.0	0	0
212	445.2779268000758	2.8795736	0	1163771.6	382054.85	0	1587679.2666666666	0.0	1671384.9	0.0	2327543.2	0.0	764109.7	0.0	0	0
213	457.2783715429501	2.8795736	0	633354.8	230696.55	0	914893.3166666668	0.0	1016577.25	0.0	1266709.6	0.0	461393.1	0.0	0	0
214	454.3540948034922	2.8826387	0	487468.4	347671.97	0	556760.2466666667	0.0	0.0	0.0	974936.8	0.0	695343.94	0.0	0	0
215	466.3527663672664	2.879781	0	504886.05	312634.05	0	661685.4933333333	0.0	350016.28	0.0	1009772.1	0.0	625268.1	0.0	0	0
216	578.1215301850442	2.8848467	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
217	129.9350448515252	2.8878388	0	182296.235	139959.2	0	335624.36333333334	0.0	362362.22	0.0	364592.47	0.0	279918.4	0.0	0	0
218	294.17870371406883	2.896294	0	170828.97	168518.72	0	333681.22000000003	0.0	322348.28	0.0	341657.94	0.0	337037.44	0.0	0	0
219	265.1477104036209	2.9000506	0	216815.22	175330.58	0	385693.12666666665	0.0	372787.78	0.0	433630.44	0.0	350661.16	0.0	0	0
220	471.2932527119229	2.8915787	0	410025.03	128741.14	0	543181.9266666666	0.0	552013.44	0.0	820050.06	0.0	257482.28	0.0	0	0
221	667.4903610460755	2.8935015	0	240132.235	269211.03	0	473744.9166666667	0.0	402548.22	0.0	480264.47	0.0	538422.06	0.0	0	0
222	685.501170753369	2.8911304	0	584550.75	339831.05	0	616254.5333333333	0.0	0.0	0.0	1169101.5	0.0	679662.1	0.0	0	0
223	333.2464626039265	2.8915787	0	313516.2	284714.5	0	634941.7000000001	0.0	708363.7	0.0	627032.4	0.0	569429.0	0.0	0	0
224	459.2936259423864	2.8935225	0	40593995.0	15763961.0	0	58375460.0	0.0	62410468.0	0.0	81187990.0	0.0	31527922.0	0.0	0	0
225	358.25956010051976	2.896447	0	166062.6	209646.65	0	368471.62666666665	0.0	353996.38	0.0	332125.2	0.0	419293.3	0.0	0	0
226	669.506137703928	2.8964226	0	324170.625	297764.35	0	525375.1833333332	0.0	332255.6	0.0	648341.25	0.0	595528.7	0.0	0	0
227	462.29067181199497	2.9028058	0	453123.22	187266.25	0	626443.7933333333	0.0	598552.44	0.0	906246.44	0.0	374532.5	0.0	0	0
228	585.3314178560952	2.8985748	0	476354.47	453316.7	0	980326.58	0.0	1081637.4	0.0	952708.94	0.0	906633.4	0.0	0	0
229	683.4853593351527	2.8937168	0	219719.61	243806.55	0	309017.44	0.0	0.0	0.0	439439.22	0.0	487613.1	0.0	0	0
230	437.2575772128236	2.9013438	0	303817.05	233409.61	0	555711.14	0.0	592680.1	0.0	607634.1	0.0	466819.22	0.0	0	0
231	497.2425317711612	2.9028192	0	180404.64	167106.375	0	351721.4566666667	0.0	360142.34	0.0	360809.28	0.0	334212.75	0.0	0	0
232	380.1895882803283	2.9026082	0	0.0	213569.485	0	269010.75	0.0	379893.28	0.0	0.0	0.0	427138.97	0.0	0	0
233	395.2434568070962	2.9189277	0	257480.875	429596.25	0	619864.9833333333	0.0	485440.7	0.0	514961.75	0.0	859192.5	0.0	0	0
234	370.1448848383646	2.9279897	0	299010.75	139224.56	0	292156.87333333335	0.0	0.0	0.0	598021.5	0.0	278449.12	0.0	0	0
235	327.23253300695217	2.9479148	0	0.0	242801.08	0	161867.38666666666	0.0	0.0	0.0	0.0	0.0	485602.16	0.0	0	0
236	514.3863932027793	2.985876	0	212520.36	0.0	0	141680.24	0.0	0.0	0.0	425040.72	0.0	0.0	0.0	0	0
237	497.3960830570248	2.9946616	0	210806.61	0.0	0	140537.74	0.0	0.0	0.0	421613.22	0.0	0.0	0.0	0	0
238	512.4148632798446	3.2437432	0	215725.81	0.0	0	143817.20666666667	0.0	0.0	0.0	431451.62	0.0	0.0	0.0	0	0
239	528.401905757255	3.240809	0	477919.53	143996.03	0	414610.37333333335	0.0	0.0	0.0	955839.06	0.0	287992.06	0.0	0	0
240	511.4115380200008	3.2436488	0	681675.3	315553.625	0	753260.5966666667	0.0	265323.94	0.0	1363350.6	0.0	631107.25	0.0	0	0
241	669.5071270693707	3.3722208	0	225125.985	159369.39	0	256330.25	0.0	0.0	0.0	450251.97	0.0	318738.78	0.0	0	0
242	686.4977714615388	3.392594	0	207658.55	0.0	0	138439.03333333333	0.0	0.0	0.0	415317.1	0.0	0.0	0.0	0	0
243	385.163106735801	3.4100652	0	302229.72	228534.17	0	585482.6266666666	0.0	694920.1	0.0	604459.44	0.0	457068.34	0.0	0	0
244	594.395918562669	3.412563	0	396070.45	260965.83	0	599152.7866666667	0.0	483385.8	0.0	792140.9	0.0	521931.66	0.0	0	0
245	374.1320804645062	3.411749	0	255761.2	155950.75	0	455762.0666666667	0.0	543862.3	0.0	511522.4	0.0	311901.5	0.0	0	0
246	473.3092231108225	3.4159718	0	179899.735	0.0	0	119933.15666666666	0.0	0.0	0.0	359799.47	0.0	0.0	0.0	0	0
247	410.3639287205575	3.4539952	0	547558.95	159881.235	0	471626.79	0.0	0.0	0.0	1095117.9	0.0	319762.47	0.0	0	0
248	381.1738253073897	3.7172565	0	207144.375	247438.92	0	427820.02	0.0	374293.47	0.0	414288.75	0.0	494877.84	0.0	0	0
249	410.1765610543704	3.7204642	0	308841.75	204338.8	0	528565.2000000001	0.0	559334.5	0.0	617683.5	0.0	408677.6	0.0	0	0
250	655.4220492298773	3.7294712	0	789547.1	763492.95	0	1400153.5666666667	0.0	1094380.6	0.0	1579094.2	0.0	1526985.9	0.0	0	0
251	718.4179670083142	3.7294712	0	230968.4	176130.28	0	364611.6533333333	0.0	279637.6	0.0	461936.8	0.0	352260.56	0.0	0	0
252	701.4277102414494	3.7297175	0	257076.03	247314.33	0	444151.9466666666	0.0	323675.12	0.0	514152.06	0.0	494628.66	0.0	0	0
253	691.3988547574984	3.7294712	0	177421.2	129419.78	0	290374.01333333337	0.0	257440.08	0.0	354842.4	0.0	258839.56	0.0	0	0
254	333.22859819532925	3.977354	0	0.0	0.0	0	130538.08333333333	0.0	391614.25	0.0	0.0	0.0	0.0	0.0	0	0
255	379.23422108474153	3.977354	0	0.0	0.0	0	283598.2	0.0	850794.6	0.0	0.0	0.0	0.0	0.0	0	0
256	396.2180557252384	4.1049886	0	419427.19999999995	343649.5	0	430848.14999999997	329179.4733333333	393854.03	360075.44	514067.8	324786.6	384622.62	302676.38	0	0
257	412.1922361321949	4.4205613	0	755713.4400000001	524951.45	0	1176180.0666666667	93436.26000000001	1247519.2	0.0	1231118.1	280308.78	1049902.9	0.0	0	0
258	384.19179613164994	4.4228334	0	264510.47	430779.95	0	600163.6533333333	0.0	409910.12	0.0	529020.94	0.0	861559.9	0.0	0	0
259	865.5037955845047	5.094141	0	0.0	119604.655	0	79736.43666666666	0.0	0.0	0.0	0.0	0.0	239209.31	0.0	0	0
260	815.5542252077671	5.4449024	0	0.0	181179.36	0	120786.23999999999	0.0	0.0	0.0	0.0	0.0	362358.72	0.0	0	0
261	747.5668751108718	5.44635	0	0.0	3456092.69	0	2196871.5	107190.29333333333	0.0	0.0	0.0	0.0	6590614.5	321570.88	0	0
262	749.5823009660355	5.7002892	0	0.0	757890.55	0	505260.3666666667	0.0	0.0	0.0	0.0	0.0	1515781.1	0.0	0	0
263	824.5461596562998	5.99516	0	0.0	250724.015	0	167149.34333333335	0.0	0.0	0.0	0.0	0.0	501448.03	0.0	0	0
264	585.4352384399119	6.0985317	0	224872.36	209198.89	0	391999.76	0.0	307856.78	0.0	449744.72	0.0	418397.78	0.0	0	0
265	635.3089920120588	6.11435	0	0.0	267206.97	0	178137.97999999998	0.0	0.0	0.0	0.0	0.0	534413.94	0.0	0	0
266	744.5641030185672	6.1249247	0	0.0	133320.0	0	88880.0	0.0	0.0	0.0	0.0	0.0	266640.0	0.0	0	0
267	885.5512005035589	6.1390176	0	0.0	469629.26999999996	0	88162.36666666665	224923.81333333332	0.0	0.0	0.0	0.0	264487.1	674771.44	0	0
268	850.5617840313876	6.1916733	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
269	720.4984217683616	6.2792473	0	0.0	281769.78	0	187846.52000000002	0.0	0.0	0.0	0.0	0.0	563539.56	0.0	0	0
270	762.5088668920682	6.2901583	0	0.0	278135.03	0	185423.35333333336	0.0	0.0	0.0	0.0	0.0	556270.06	0.0	0	0
271	775.5981305875814	6.294877	0	0.0	200507.69	0	133671.79333333333	0.0	0.0	0.0	0.0	0.0	401015.38	0.0	0	0
272	850.5615378217162	6.3266973	0	0.0	267561.8	0	178374.53333333333	0.0	0.0	0.0	0.0	0.0	535123.6	0.0	0	0
273	655.4223924228153	6.357667	0	252438.31	289914.65	0	469824.63999999996	0.0	324768.0	0.0	504876.62	0.0	579829.3	0.0	0	0
274	776.5459556864914	6.362044	0	0.0	379553.1	0	253035.4	0.0	0.0	0.0	0.0	0.0	759106.2	0.0	0	0
275	738.5090344773994	6.4468775	0	0.0	441607.05	0	294404.7	0.0	0.0	0.0	0.0	0.0	883214.1	0.0	0	0
276	746.513904400628	6.455914	0	0.0	175503.19	0	117002.12666666666	0.0	0.0	0.0	0.0	0.0	351006.38	0.0	0	0
277	788.524369413109	6.4728255	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
278	764.5482691567862	6.4814215	0	0.0	305630.97	0	203753.97999999998	0.0	0.0	0.0	0.0	0.0	611261.94	0.0	0	0
279	826.5613531311056	6.4865847	0	0.0	3428035.0	0	2285356.6666666665	0.0	0.0	0.0	0.0	0.0	6856070.0	0.0	0	0
280	802.5614921349338	6.523322	0	0.0	315052.4	0	210034.93333333335	0.0	0.0	0.0	0.0	0.0	630104.8	0.0	0	0
281	852.5770257804797	6.5514717	0	0.0	413474.25	0	275649.5	0.0	0.0	0.0	0.0	0.0	826948.5	0.0	0	0
282	746.5141179438083	6.6064954	0	0.0	815232.4	0	543488.2666666667	0.0	0.0	0.0	0.0	0.0	1630464.8	0.0	0	0
283	852.5770487855557	6.6699076	0	0.0	588973.0	0	392648.6666666667	0.0	0.0	0.0	0.0	0.0	1177946.0	0.0	0	0
284	764.5235631591465	6.6842375	0	0.0	219334.95	0	146223.30000000002	0.0	0.0	0.0	0.0	0.0	438669.9	0.0	0	0
285	790.5624208068812	6.69845	0	0.0	157752.42	0	105168.28000000001	0.0	0.0	0.0	0.0	0.0	315504.84	0.0	0	0
286	788.5459933733515	6.7051816	0	0.0	331034.54500000004	0	119796.18666666666	100893.51000000001	0.0	0.0	0.0	0.0	359388.56	302680.53	0	0
287	754.5401698449322	6.719138	0	0.0	188873.25	0	125915.5	0.0	0.0	0.0	0.0	0.0	377746.5	0.0	0	0
288	987.6214687900738	6.754078	0	158915.7	199854.53	0	239180.15333333332	0.0	0.0	0.0	317831.4	0.0	399709.06	0.0	0	0
289	828.5771568372935	6.756595	0	0.0	226942.69	0	151295.12666666668	0.0	0.0	0.0	0.0	0.0	453885.38	0.0	0	0
290	790.5011241301657	6.764889	0	0.0	183934.5	0	122623.0	0.0	0.0	0.0	0.0	0.0	367869.0	0.0	0	0
291	722.5139622434791	6.7726007	0	0.0	3931400.75	0	2524295.0	96638.83333333333	0.0	0.0	0.0	0.0	7572885.0	289916.5	0	0
292	772.5293125613744	6.770279	0	0.0	296780.0	0	197853.33333333334	0.0	0.0	0.0	0.0	0.0	593560.0	0.0	0	0
293	810.5662390636489	6.812186	0	0.0	978389.7	0	652259.7999999999	0.0	0.0	0.0	0.0	0.0	1956779.4	0.0	0	0
294	748.5289857534219	6.816365	0	0.0	1016143.25	0	677428.8333333334	0.0	0.0	0.0	0.0	0.0	2032286.5	0.0	0	0
295	913.5844944206576	6.8313103	0	128752.71	187372.985	0	210750.46333333335	0.0	0.0	0.0	257505.42	0.0	374745.97	0.0	0	0
296	778.5614504254573	6.8631516	0	0.0	4525252.5	0	2940655.3333333335	76179.66666666667	0.0	0.0	0.0	0.0	8821966.0	228539.0	0	0
297	840.5764609541784	6.8475904	0	0.0	177367.75	0	118245.16666666667	0.0	0.0	0.0	0.0	0.0	354735.5	0.0	0	0
298	846.5484103226895	6.855081	0	0.0	219467.85	0	146311.9	0.0	0.0	0.0	0.0	0.0	438935.7	0.0	0	0
299	564.5000763839555	6.856798	0	274639.75	656219.75	0	792062.5666666668	0.0	514468.7	0.0	549279.5	0.0	1312439.5	0.0	0	0
300	624.5214645442791	6.869868	0	239501.06	0.0	0	159667.37333333332	0.0	0.0	0.0	479002.12	0.0	0.0	0.0	0	0
301	812.5806237667873	6.873871	0	0.0	325338.25	0	216892.16666666666	0.0	0.0	0.0	0.0	0.0	650676.5	0.0	0	0
302	748.5293302040175	6.9260473	0	0.0	1905698.5	0	1270465.6666666667	0.0	0.0	0.0	0.0	0.0	3811397.0	0.0	0	0
303	766.5400881418914	6.9650536	0	0.0	143175.75	0	95450.5	0.0	0.0	0.0	0.0	0.0	286351.5	0.0	0	0
304	836.581734416538	6.976655	0	0.0	261905.89	0	174603.92666666667	0.0	0.0	0.0	0.0	0.0	523811.78	0.0	0	0
305	774.5449589070065	6.980871	0	0.0	373351.2	0	248900.80000000002	0.0	0.0	0.0	0.0	0.0	746702.4	0.0	0	0
306	716.5243486700763	6.982774	0	0.0	286210.65	0	190807.1	0.0	0.0	0.0	0.0	0.0	572421.3	0.0	0	0
307	790.5397801962198	6.982774	0	0.0	1115767.6	0	743845.0666666668	0.0	0.0	0.0	0.0	0.0	2231535.2	0.0	0	0
308	978.5957597602032	6.9883394	0	279465.625	247746.2	0	496032.92333333334	0.0	433675.12	0.0	558931.25	0.0	495492.4	0.0	0	0
309	951.576844697212	6.9900723	0	321128.03	341120.75	0	622230.32	0.0	542193.4	0.0	642256.06	0.0	682241.5	0.0	0	0
310	961.6056212626212	6.9900723	0	905661.2	1154851.4	0	1826734.8999999997	0.0	1359179.5	0.0	1811322.4	0.0	2309702.8	0.0	0	0
311	915.5999440830916	6.9910264	0	1167154.75	1399776.0	0	2307256.466666667	0.0	1787907.9	0.0	2334309.5	0.0	2799552.0	0.0	0	0
312	854.5924326398329	7.0208497	0	0.0	295497.15	0	196998.1	0.0	0.0	0.0	0.0	0.0	590994.3	0.0	0	0
313	838.5972863041659	7.032403	0	0.0	350128.9	0	233419.2666666667	0.0	0.0	0.0	0.0	0.0	700257.8	0.0	0	0
314	878.5924643710393	7.032403	0	0.0	243330.97	0	162220.64666666667	0.0	0.0	0.0	0.0	0.0	486661.94	0.0	0	0
315	804.5768584150185	7.0440173	0	0.0	2056340.4	0	1370893.5999999999	0.0	0.0	0.0	0.0	0.0	4112680.8	0.0	0	0
316	872.5646002171515	7.0459695	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
317	736.5296257089075	7.1187563	0	0.0	328943.6	0	219295.7333333333	0.0	0.0	0.0	0.0	0.0	657887.2	0.0	0	0
318	834.5274747158498	7.147354	0	0.0	224235.14	0	149490.09333333335	0.0	0.0	0.0	0.0	0.0	448470.28	0.0	0	0
319	766.5401193053681	7.1487	0	0.0	4434956.15	0	2828351.6666666665	128285.76666666666	0.0	0.0	0.0	0.0	8485055.0	384857.3	0	0
320	742.5399513001718	7.1690636	0	0.0	264376.75	0	176251.16666666666	0.0	0.0	0.0	0.0	0.0	528753.5	0.0	0	0
321	582.5107624603311	7.1713476	0	1192883.1	762281.45	0	1425193.4799999997	0.0	365251.34	0.0	2385766.2	0.0	1524562.9	0.0	0	0
322	572.4819645720919	7.1723423	0	219511.72	0.0	0	146341.14666666667	0.0	0.0	0.0	439023.44	0.0	0.0	0.0	0	0
323	599.5010000182018	7.176274	0	347824.375	0.0	0	231882.91666666666	0.0	0.0	0.0	695648.75	0.0	0.0	0.0	0	0
324	792.5536005691481	7.184366	0	0.0	480579.15	0	320386.10000000003	0.0	0.0	0.0	0.0	0.0	961158.3	0.0	0	0
325	854.5924592496038	7.1954765	0	0.0	3118815.75	0	2079210.5	0.0	0.0	0.0	0.0	0.0	6237631.5	0.0	0	0
326	922.5802091900196	7.1954765	0	0.0	171020.89	0	114013.92666666668	0.0	0.0	0.0	0.0	0.0	342041.78	0.0	0	0
327	830.5931436968369	7.238666	0	0.0	522878.7	0	348585.8	0.0	0.0	0.0	0.0	0.0	1045757.4	0.0	0	0
328	762.5684762981903	7.2352552	0	0.0	210817.2	0	140544.80000000002	0.0	0.0	0.0	0.0	0.0	421634.4	0.0	0	0
329	880.6084796980542	7.2411346	0	0.0	263763.1	0	175842.06666666665	0.0	0.0	0.0	0.0	0.0	527526.2	0.0	0	0
330	566.5157720436589	7.2437553	0	274442.7	498248.8	0	646076.8233333334	0.0	392847.47	0.0	548885.4	0.0	996497.6	0.0	0	0
331	774.5452269009443	7.2858105	0	0.0	409069.35	0	272712.89999999997	0.0	0.0	0.0	0.0	0.0	818138.7	0.0	0	0
332	750.5452328034626	7.2878375	0	0.0	763760.7	0	509173.8	0.0	0.0	0.0	0.0	0.0	1527521.4	0.0	0	0
333	700.5297146769086	7.333314	0	0.0	223392.15	0	148928.1	0.0	0.0	0.0	0.0	0.0	446784.3	0.0	0	0
334	768.5560070199763	7.39657	0	0.0	215580.86	0	143720.57333333333	0.0	0.0	0.0	0.0	0.0	431161.72	0.0	0	0
335	855.6609938330621	7.412091	0	0.0	177052.64	0	118035.09333333334	0.0	0.0	0.0	0.0	0.0	354105.28	0.0	0	0
336	792.5554835716	7.4279356	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
337	750.5454493276033	7.4661555	0	0.0	2328925.82	0	1478530.0	74087.21333333333	0.0	0.0	0.0	0.0	4435590.0	222261.64	0	0
338	582.5108309819993	7.4747143	0	0.0	513021.65	0	342014.43333333335	0.0	0.0	0.0	0.0	0.0	1026043.3	0.0	0	0
339	776.5609962349199	7.489941	0	0.0	735872.25	0	490581.5	0.0	0.0	0.0	0.0	0.0	1471744.5	0.0	0	0
340	806.5931618384552	7.61413	0	0.0	362691.6	0	241794.4	0.0	0.0	0.0	0.0	0.0	725383.2	0.0	0	0
341	794.5719839207394	7.619814	0	0.0	469421.78	0	312947.85333333333	0.0	0.0	0.0	0.0	0.0	938843.56	0.0	0	0
342	744.5561036909738	7.670697	0	0.0	1307841.4	0	871894.2666666666	0.0	0.0	0.0	0.0	0.0	2615682.8	0.0	0	0
343	598.5172335253851	7.76814	0	155774.78	205646.95	0	362188.9033333333	0.0	363723.25	0.0	311549.56	0.0	411293.9	0.0	0	0
344	832.6090448054206	7.7871637	0	0.0	499127.95	0	332751.9666666667	0.0	0.0	0.0	0.0	0.0	998255.9	0.0	0	0
345	831.661390119763	7.881028	0	0.0	499368.47	0	332912.3133333333	0.0	0.0	0.0	0.0	0.0	998736.94	0.0	0	0
346	778.5769251745218	7.934613	0	0.0	408412.53	0	272275.02	0.0	0.0	0.0	0.0	0.0	816825.06	0.0	0	0
347	857.6767769577648	7.94952	0	0.0	988554.5	0	659036.3333333334	0.0	0.0	0.0	0.0	0.0	1977109.0	0.0	0	0
348	655.4223903954407	8.031178	0	168807.7	215788.3	0	256397.33333333334	0.0	0.0	0.0	337615.4	0.0	431576.6	0.0	0	0
349	778.5772006043653	8.103927	0	0.0	180862.03	0	120574.68666666666	0.0	0.0	0.0	0.0	0.0	361724.06	0.0	0	0
350	828.6587485664581	8.183586	0	0.0	391172.05	0	260781.36666666667	0.0	0.0	0.0	0.0	0.0	782344.1	0.0	0	0
351	854.6741333991752	8.268213	0	0.0	577284.8	0	384856.5333333334	0.0	0.0	0.0	0.0	0.0	1154569.6	0.0	0	0
352	599.5294770210135	8.3991585	0	131595.2	158609.89	0	329561.4466666667	0.0	408274.16	0.0	263190.4	0.0	317219.78	0.0	0	0
353	626.548421589862	8.40064	0	206650.875	374170.54500000004	0	487099.1766666667	80031.60333333333	539749.5	0.0	413301.75	0.0	508246.28	240094.81	0	0
354	433.2613068285752	8.411652	0	0.0	0.0	0	145171.66666666666	0.0	435515.0	0.0	0.0	0.0	0.0	0.0	0	0
355	527.3178183194916	8.411652	0	0.0	0.0	0	412815.0333333334	0.0	1238445.1	0.0	0.0	0.0	0.0	0.0	0	0
356	537.3466432551999	8.411652	0	0.0	0.0	0	279900.93333333335	0.0	839702.8	0.0	0.0	0.0	0.0	0.0	0	0
357	554.336675251951	8.411652	0	0.0	0.0	0	141929.19999999998	0.0	425787.6	0.0	0.0	0.0	0.0	0.0	0	0
358	491.3416109335949	8.413794	0	443366.18000000005	1516163.77	0	9777676.166666666	767238.4666666667	27715684.0	0.0	573583.56	313148.8	1043760.94	1988566.6	0	0
359	492.34360391092775	8.411169	0	0.0	584424.295	0	4158402.446666667	258547.75	12082002.0	0.0	0.0	0.0	393205.34	775643.25	0	0
360	1191.7734193732406	8.475463	0	132203.56	198317.765	0	220347.55000000002	0.0	0.0	0.0	264407.12	0.0	396635.53	0.0	0	0
361	915.6005314662762	8.472893	0	277925.97	361170.65	0	568693.7066666667	0.0	427887.88	0.0	555851.94	0.0	722341.3	0.0	0	0
362	859.6924154084054	8.687702	0	0.0	457621.9	0	305081.26666666666	0.0	0.0	0.0	0.0	0.0	915243.8	0.0	0	0
363	731.4029085756371	8.687778	0	136961.65	171772.1	0	327275.73333333334	0.0	364359.7	0.0	273923.3	0.0	343544.2	0.0	0	0
364	683.3694628246136	8.685837	0	156084.61	187206.375	0	336455.42333333334	0.0	322784.3	0.0	312169.22	0.0	374412.75	0.0	0	0
365	548.5053697582662	8.690698	0	0.0	170790.94	0	193137.28666666665	0.0	237829.98	0.0	0.0	0.0	341581.88	0.0	0	0
366	856.6896974120755	8.740839	0	0.0	800817.55	0	533878.3666666667	0.0	0.0	0.0	0.0	0.0	1601635.1	0.0	0	0
367	1173.762620432543	8.762939	0	136604.625	0.0	0	91069.75	0.0	0.0	0.0	273209.25	0.0	0.0	0.0	0	0
368	1221.783113604024	8.882434	0	227870.94	310966.6	0	359225.0266666667	0.0	0.0	0.0	455741.88	0.0	621933.2	0.0	0	0
